Signatures	Stability	Total Mutations
SBS96A	0.10212752306871603	264
SBS96B	0.49261007234192694	210
SBS96C	0.9763926271632983	207
SBS96D	0.3991781951072996	153
SBS96E	0.9863129870438309	131
SBS96F	0.5324526558713022	92
SBS96G	0.21775328397334617	74
SBS96H	0.5432890672711971	35
SBS96I	-0.1916934206103181	30
