	0	1	2	3	4	5	6	7	8	9
0	[8.157032216692793, 8.157032216692793, 2760.007147420265, 0.2475000023841858, 0.0]	[8.159498922668632, 8.159498922668632, 2760.1670853734718, 0.25, 0.0]	[8.154433279840834, 8.154433279840834, 2759.627669689223, 0.25, 0.0]	[8.154793259174417, 8.154793259174417, 2759.901131894244, 0.24166665971279144, 0.0]	[8.153986802349944, 8.153986802349944, 2759.707518230416, 0.2433333396911621, 0.0]	[8.154622213574529, 8.154622213574529, 2759.860560131541, 0.25, 0.0]	[8.154634764003884, 8.154634764003884, 2759.9689412812813, 0.24666666984558105, 0.0]	[8.16028842519365, 8.16028842519365, 2759.88235106415, 0.25083333253860474, 0.0]	[8.160800946308719, 8.160800946308719, 2760.0129373726804, 0.24916666746139526, 0.0]	[8.157945781076425, 8.157945781076425, 2759.72743560026, 0.24916666746139526, 0.0]
100	[2.1042658219055648, 2.1042658219055648, 2038.3724863021898, 0.4000000059604645, 0.0]	[2.1190041679455405, 2.1190041679455405, 2075.4601341307502, 0.3725000023841858, 0.0]	[2.064402169772121, 2.064402169772121, 1939.290921393526, 0.41583332419395447, 0.0]	[1.9942440267080006, 1.9942440267080006, 2031.2310716364216, 0.4050000011920929, 0.0]	[2.0638822353326343, 2.0638822353326343, 2064.3520674983347, 0.36916667222976685, 0.0]	[2.1220426713123914, 2.1220426713123914, 2000.0999776535855, 0.3933333456516266, 0.0]	[2.012197959297183, 2.012197959297183, 2010.5554707944098, 0.3908333480358124, 0.0]	[2.0782115876805087, 2.0782115876805087, 2044.0954519881448, 0.375, 0.0]	[2.0794894982325562, 2.0794894982325562, 2003.801116095658, 0.40416666865348816, 0.0]	[2.059027685186342, 2.059027685186342, 2020.4872733788607, 0.38999998569488525, 0.0]
200	[2.064787234806365, 2.064787234806365, 1954.90496186036, 0.40166667103767395, 0.0]	[2.0747044589092205, 2.0747044589092205, 2003.6658120198178, 0.39250001311302185, 0.0]	[2.0367885744593712, 2.0367885744593712, 1839.0114906578387, 0.4449999928474426, 0.0]	[1.9784926543240788, 1.9784926543240788, 1965.8533473033199, 0.4091666638851166, 0.0]	[1.9799592157864359, 1.9799592157864359, 1967.9647008645193, 0.4000000059604645, 0.0]	[2.078015955224406, 2.078015955224406, 1919.593788895072, 0.41333332657814026, 0.0]	[1.9884166572069188, 1.9884166572069188, 1954.7412374020269, 0.4050000011920929, 0.0]	[2.0517394953304113, 2.0517394953304113, 1961.7537676393672, 0.4025000035762787, 0.0]	[2.0403833989860134, 2.0403833989860134, 1949.8827602040635, 0.4099999964237213, 0.0]	[2.041988467904521, 2.041988467904521, 1937.771469578221, 0.4116666615009308, 0.0]
300	[2.0537693046824157, 2.0537693046824157, 1919.2202444940215, 0.4124999940395355, 0.0]	[2.0538791353902757, 2.0538791353902757, 1969.7141076303997, 0.3941666781902313, 0.0]	[2.0288374829008617, 2.0288374829008617, 1820.6806079374255, 0.4466666579246521, 0.0]	[1.9752793053931883, 1.9752793053931883, 1948.4463519948683, 0.40166667103767395, 0.0]	[1.9729507861548663, 1.9729507861548663, 1948.81126759577, 0.4000000059604645, 0.0]	[2.062247861264272, 2.062247861264272, 1882.6006214210786, 0.4233333468437195, 0.0]	[1.9823245614901006, 1.9823245614901006, 1940.9451258756053, 0.4025000035762787, 0.0]	[2.046846322618668, 2.046846322618668, 1927.3647571852007, 0.40583333373069763, 0.0]	[2.0322319699072176, 2.0322319699072176, 1939.289125438705, 0.40833333134651184, 0.0]	[2.031165230786532, 2.031165230786532, 1917.1097830755202, 0.41333332657814026, 0.0]
400	[2.048320675231643, 2.048320675231643, 1901.3795165498168, 0.4091666638851166, 0.0]	[2.044720871370389, 2.044720871370389, 1954.8992731916821, 0.4050000011920929, 0.0]	[2.024719731498499, 2.024719731498499, 1826.89189906697, 0.43416666984558105, 0.0]	[1.97343925250518, 1.97343925250518, 1939.5097787287928, 0.39750000834465027, 0.0]	[1.9711653021448254, 1.9711653021448254, 1941.150062515479, 0.398333340883255, 0.0]	[2.0569265015522045, 2.0569265015522045, 1872.785586038371, 0.4266666769981384, 0.0]	[1.9787235730069201, 1.9787235730069201, 1936.0310167698683, 0.4008333384990692, 0.0]	[2.0435093038928382, 2.0435093038928382, 1905.7863675446017, 0.4033333361148834, 0.0]	[2.0276952292205173, 2.0276952292205173, 1933.17348999345, 0.4091666638851166, 0.0]	[2.0251100112602423, 2.0251100112602423, 1908.4091236922316, 0.41749998927116394, 0.0]
500	[2.0451360008644817, 2.0451360008644817, 1892.9996847283282, 0.41083332896232605, 0.0]	[2.0389957633931144, 2.0389957633931144, 1951.124298803279, 0.4050000011920929, 0.0]	[2.021421472589729, 2.021421472589729, 1845.606697413189, 0.4308333396911621, 0.0]	[1.9724964885531224, 1.9724964885531224, 1934.286621754822, 0.3958333432674408, 0.0]	[1.9703010738794313, 1.9703010738794313, 1936.4745001164583, 0.4008333384990692, 0.0]	[2.0540362643728582, 2.0540362643728582, 1868.0323457136415, 0.4241666793823242, 0.0]	[1.976556125621039, 1.976556125621039, 1932.688903990472, 0.4000000059604645, 0.0]	[2.0408686893699635, 2.0408686893699635, 1887.965858519343, 0.41333332657814026, 0.0]	[2.0238066151430862, 2.0238066151430862, 1932.44202687656, 0.40666666626930237, 0.0]	[2.0222650548359287, 2.0222650548359287, 1907.2607719308915, 0.41583332419395447, 0.0]
600	[2.042520917286178, 2.042520917286178, 1886.8728951778553, 0.40666666626930237, 0.0]	[2.0334205272288894, 2.0334205272288894, 1949.8289105545007, 0.39666667580604553, 0.0]	[2.0184522095328994, 2.0184522095328994, 1868.5760323104273, 0.4208333194255829, 0.0]	[1.9720647202820365, 1.9720647202820365, 1932.0536619776656, 0.39500001072883606, 0.0]	[1.9698607680663434, 1.9698607680663434, 1933.5788443946285, 0.39916667342185974, 0.0]	[2.0520060055866134, 2.0520060055866134, 1864.5306341799942, 0.4208333194255829, 0.0]	[1.9750862236150732, 1.9750862236150732, 1929.943160843687, 0.4033333361148834, 0.0]	[2.0384330286895627, 2.0384330286895627, 1871.293773433551, 0.4166666567325592, 0.0]	[2.020817267664881, 2.020817267664881, 1932.3747696384496, 0.40833333134651184, 0.0]	[2.019739592764436, 2.019739592764436, 1909.021726740421, 0.4050000011920929, 0.0]
700	[2.0404234739470963, 2.0404234739470963, 1882.7844976726262, 0.4099999964237213, 0.0]	[2.028718716986644, 2.028718716986644, 1947.7455073347996, 0.3891666531562805, 0.0]	[2.0164620146635004, 2.0164620146635004, 1885.6219443512273, 0.4116666615009308, 0.0]	[1.971861223207612, 1.971861223207612, 1930.497405620857, 0.3908333480358124, 0.0]	[1.9695270461002545, 1.9695270461002545, 1931.4427315396254, 0.4008333384990692, 0.0]	[2.0500367799074546, 2.0500367799074546, 1863.7219665188827, 0.4208333194255829, 0.0]	[1.9740532070283796, 1.9740532070283796, 1928.6739082462832, 0.40416666865348816, 0.0]	[2.0365316274763043, 2.0365316274763043, 1857.8215290885182, 0.4183333218097687, 0.0]	[2.0186774914996684, 2.0186774914996684, 1931.4163030160053, 0.4116666615009308, 0.0]	[2.0184008433748835, 2.0184008433748835, 1908.6574592624731, 0.40583333373069763, 0.0]
800	[2.038806616116326, 2.038806616116326, 1879.6116850252658, 0.4025000035762787, 0.0]	[2.026197152602624, 2.026197152602624, 1943.133081537887, 0.3858333230018616, 0.0]	[2.0150074818994663, 2.0150074818994663, 1895.9598884910604, 0.4116666615009308, 0.0]	[1.971717635622389, 1.971717635622389, 1929.286185556748, 0.38999998569488525, 0.0]	[1.969267921638682, 1.969267921638682, 1930.294926551464, 0.40166667103767395, 0.0]	[2.048697528626278, 2.048697528626278, 1864.936020706948, 0.4208333194255829, 0.0]	[1.973145707852254, 1.973145707852254, 1928.2828086963802, 0.40416666865348816, 0.0]	[2.034677262157553, 2.034677262157553, 1845.8845140549083, 0.41583332419395447, 0.0]	[2.016035072511215, 2.016035072511215, 1933.8597810497645, 0.4166666567325592, 0.0]	[2.0172049256209816, 2.0172049256209816, 1909.3672216748207, 0.4000000059604645, 0.0]
900	[2.0375141842063704, 2.0375141842063704, 1877.314467650352, 0.40583333373069763, 0.0]	[2.024499679610772, 2.024499679610772, 1939.5537524205965, 0.3866666555404663, 0.0]	[2.0138815561279673, 2.0138815561279673, 1902.6267431087877, 0.41499999165534973, 0.0]	[1.9715970656906734, 1.9715970656906734, 1928.2611149052957, 0.3891666531562805, 0.0]	[1.9690551806769665, 1.9690551806769665, 1929.3772503389005, 0.40166667103767395, 0.0]	[2.0478216666922946, 2.0478216666922946, 1865.859039646342, 0.4191666543483734, 0.0]	[1.9723419762456704, 1.9723419762456704, 1928.2322986669635, 0.4050000011920929, 0.0]	[2.0333773673868127, 2.0333773673868127, 1831.412481354325, 0.41999998688697815, 0.0]	[2.0143462807891224, 2.0143462807891224, 1933.1856134009881, 0.4074999988079071, 0.0]	[2.0164224519927516, 2.0164224519927516, 1911.9766835859928, 0.4000000059604645, 0.0]
1000	[2.0364993910639027, 2.0364993910639027, 1875.4426611074077, 0.40416666865348816, 0.0]	[2.022771068151246, 2.022771068151246, 1937.226552781301, 0.3916666805744171, 0.0]	[2.012753823391461, 2.012753823391461, 1909.104127888043, 0.414166659116745, 0.0]	[1.971518063462184, 1.971518063462184, 1927.6624044618088, 0.38999998569488525, 0.0]	[1.9688627242091832, 1.9688627242091832, 1928.5951699588204, 0.4050000011920929, 0.0]	[2.047046838397949, 2.047046838397949, 1865.8225731479333, 0.41999998688697815, 0.0]	[1.9716348497226548, 1.9716348497226548, 1928.250251291924, 0.40583333373069763, 0.0]	[2.0327861170300947, 2.0327861170300947, 1821.9814977279643, 0.4233333468437195, 0.0]	[2.0127388394909773, 2.0127388394909773, 1933.242286040067, 0.4091666638851166, 0.0]	[2.0154559505479344, 2.0154559505479344, 1915.7470982805944, 0.4025000035762787, 0.0]
2000	[2.031152276346295, 2.031152276346295, 1873.0786591716042, 0.4008333384990692, 0.0]	[2.0134269523126807, 2.0134269523126807, 1933.4278299194661, 0.40166667103767395, 0.0]	[1.97255010779108, 1.97255010779108, 1933.089067283006, 0.39750000834465027, 0.0]	[1.9712238620011457, 1.9712238620011457, 1924.8393664137539, 0.3933333456516266, 0.0]	[1.9679535833525899, 1.9679535833525899, 1925.1539563712308, 0.40583333373069763, 0.0]	[2.0406138285495525, 2.0406138285495525, 1858.2434045388059, 0.4191666543483734, 0.0]	[1.9688144487038095, 1.9688144487038095, 1925.081499840228, 0.4074999988079071, 0.0]	[2.029395202738519, 2.029395202738519, 1769.1118567020485, 0.4441666603088379, 0.0]	[1.9730776549774152, 1.9730776549774152, 1933.4033547941187, 0.398333340883255, 0.0]	[1.9744033401107535, 1.9744033401107535, 1936.2925532808708, 0.4033333361148834, 0.0]
3000	[2.0287748403517547, 2.0287748403517547, 1904.9169969410927, 0.4000000059604645, 0.0]	[1.9762131362499473, 1.9762131362499473, 1939.694413485252, 0.3958333432674408, 0.0]	[1.9703783150424898, 1.9703783150424898, 1932.398262776076, 0.39250001311302185, 0.0]	[1.9710814414521753, 1.9710814414521753, 1924.3914210978855, 0.39666667580604553, 0.0]	[1.967753897492521, 1.967753897492521, 1924.8130561148382, 0.4050000011920929, 0.0]	[2.0302604181012307, 2.0302604181012307, 1798.4121080199743, 0.4350000023841858, 0.0]	[1.9682925569698098, 1.9682925569698098, 1923.9865191670763, 0.40666666626930237, 0.0]	[2.0288007603563383, 2.0288007603563383, 1762.5405775022468, 0.44999998807907104, 0.0]	[1.9708827670312796, 1.9708827670312796, 1930.9953895974618, 0.3958333432674408, 0.0]	[1.9718469398389544, 1.9718469398389544, 1931.9990629897097, 0.4025000035762787, 0.0]
4000	[2.0218041486188643, 2.0218041486188643, 1921.781462832962, 0.40666666626930237, 0.0]	[1.9740625824117524, 1.9740625824117524, 1931.6750978566024, 0.39666667580604553, 0.0]	[1.9693056054346607, 1.9693056054346607, 1932.7811897936886, 0.39250001311302185, 0.0]	[1.9709846714036439, 1.9709846714036439, 1924.6280409256337, 0.4000000059604645, 0.0]	[1.967709831656795, 1.967709831656795, 1924.7810627694184, 0.40416666865348816, 0.0]	[2.028803155218476, 2.028803155218476, 1790.8103485869551, 0.43666666746139526, 0.0]	[1.968031838757948, 1.968031838757948, 1923.6113938237036, 0.4074999988079071, 0.0]	[2.0282403257318276, 2.0282403257318276, 1758.715003329913, 0.44999998807907104, 0.0]	[1.9693098769877644, 1.9693098769877644, 1930.1027157547087, 0.39666667580604553, 0.0]	[1.9705605955033698, 1.9705605955033698, 1930.112991764515, 0.4025000035762787, 0.0]
5000	[2.0180191953879327, 2.0180191953879327, 1917.6791886748285, 0.4116666615009308, 0.0]	[1.973114472401288, 1.973114472401288, 1932.4644478646053, 0.3958333432674408, 0.0]	[1.968910713646343, 1.968910713646343, 1931.3738939972918, 0.3941666781902313, 0.0]	[1.970935423677305, 1.970935423677305, 1924.7267747287533, 0.4000000059604645, 0.0]	[1.9676833129486668, 1.9676833129486668, 1924.6056689216348, 0.4050000011920929, 0.0]	[2.0274941567649694, 2.0274941567649694, 1783.0219593220845, 0.43833333253860474, 0.0]	[1.9678910216633938, 1.9678910216633938, 1923.7466633430586, 0.40666666626930237, 0.0]	[2.0250185669152048, 2.0250185669152048, 1776.5814300109257, 0.4441666603088379, 0.0]	[1.9690036538584832, 1.9690036538584832, 1930.2886962434245, 0.3958333432674408, 0.0]	[1.9700724686404332, 1.9700724686404332, 1929.388416108431, 0.4033333361148834, 0.0]
6000	[2.01613979438614, 2.01613979438614, 1912.2873714851412, 0.4183333218097687, 0.0]	[1.9721487038514072, 1.9721487038514072, 1930.588100495085, 0.39916667342185974, 0.0]	[1.9683856206268668, 1.9683856206268668, 1928.8957301719884, 0.3933333456516266, 0.0]	[1.970890160613996, 1.970890160613996, 1925.1079290499256, 0.4008333384990692, 0.0]	[1.967673529028932, 1.967673529028932, 1924.4836697814117, 0.40416666865348816, 0.0]	[2.026706304870475, 2.026706304870475, 1766.0727109749637, 0.4441666603088379, 0.0]	[1.9678183353787353, 1.9678183353787353, 1923.6596055090736, 0.40666666626930237, 0.0]	[2.0211107054626423, 2.0211107054626423, 1804.5028005576528, 0.4441666603088379, 0.0]	[1.9683562490305113, 1.9683562490305113, 1927.8431659703024, 0.39666667580604553, 0.0]	[1.9698643633810144, 1.9698643633810144, 1929.9037788746214, 0.4050000011920929, 0.0]
7000	[2.0140796569633905, 2.0140796569633905, 1918.4575880594607, 0.414166659116745, 0.0]	[1.970779814090208, 1.970779814090208, 1928.7187692666055, 0.39750000834465027, 0.0]	[1.9682791314460235, 1.9682791314460235, 1928.082609901688, 0.3941666781902313, 0.0]	[1.970758123359055, 1.970758123359055, 1926.0286497093882, 0.39916667342185974, 0.0]	[1.967670467078083, 1.967670467078083, 1924.447484012992, 0.40416666865348816, 0.0]	[2.0263965708681844, 2.0263965708681844, 1757.87150448689, 0.4416666626930237, 0.0]	[1.9677846879166865, 1.9677846879166865, 1923.7167963129464, 0.40583333373069763, 0.0]	[1.9992649470932597, 1.9992649470932597, 1929.7761467478958, 0.4333333373069763, 0.0]	[1.968260473135239, 1.968260473135239, 1927.2375043958218, 0.3958333432674408, 0.0]	[1.9693686232006904, 1.9693686232006904, 1928.1284505616077, 0.4033333361148834, 0.0]
8000	[2.0135933213433788, 2.0135933213433788, 1921.3579932619823, 0.41499999165534973, 0.0]	[1.9706031990813053, 1.9706031990813053, 1928.2065439682874, 0.4008333384990692, 0.0]	[1.968205368134176, 1.968205368134176, 1927.7857777127651, 0.3958333432674408, 0.0]	[1.970683521788621, 1.970683521788621, 1926.6450563966616, 0.39916667342185974, 0.0]	[1.9676696509893379, 1.9676696509893379, 1924.4739110595956, 0.40416666865348816, 0.0]	[2.026205996374486, 2.026205996374486, 1756.5867295012154, 0.4441666603088379, 0.0]	[1.9677678358149207, 1.9677678358149207, 1923.5209850995361, 0.40583333373069763, 0.0]	[1.9930997686173622, 1.9930997686173622, 1934.2755212176194, 0.4191666543483734, 0.0]	[1.9681577788762392, 1.9681577788762392, 1927.219810367228, 0.39916667342185974, 0.0]	[1.9687053899048634, 1.9687053899048634, 1926.0989565847233, 0.40583333373069763, 0.0]
9000	[2.013410571294801, 2.013410571294801, 1922.58951133013, 0.4124999940395355, 0.0]	[1.9703742417617442, 1.9703742417617442, 1928.3567418959697, 0.40166667103767395, 0.0]	[1.9681611666031245, 1.9681611666031245, 1927.339973281123, 0.39666667580604553, 0.0]	[1.9705987608788438, 1.9705987608788438, 1927.260004239781, 0.39916667342185974, 0.0]	[1.967669285263029, 1.967669285263029, 1924.5050527737976, 0.40416666865348816, 0.0]	[2.0261696378341116, 2.0261696378341116, 1755.9214868499207, 0.4466666579246521, 0.0]	[1.967754358601147, 1.967754358601147, 1923.6895325096034, 0.40416666865348816, 0.0]	[1.981771947066114, 1.981771947066114, 1940.5351865504604, 0.4074999988079071, 0.0]	[1.96809996161765, 1.96809996161765, 1926.6882068841574, 0.4000000059604645, 0.0]	[1.9683275981807722, 1.9683275981807722, 1924.709063564738, 0.40833333134651184, 0.0]
10000	[1.9960750732281198, 1.9960750732281198, 1952.137209376947, 0.40166667103767395, 0.0]	[1.969820524533473, 1.969820524533473, 1926.726895139973, 0.4008333384990692, 0.0]	[1.968131984613927, 1.968131984613927, 1927.2860301977576, 0.4008333384990692, 0.0]	[1.9705567724545165, 1.9705567724545165, 1927.6066891409387, 0.398333340883255, 0.0]	[1.9676690694517303, 1.9676690694517303, 1924.5125974102957, 0.40416666865348816, 0.0]	[2.0254068389594413, 2.0254068389594413, 1749.5574626630869, 0.4533333480358124, 0.0]	[1.9677486957756325, 1.9677486957756325, 1923.7946634204568, 0.40416666865348816, 0.0]	[1.9791725889529106, 1.9791725889529106, 1934.4510955613687, 0.4033333361148834, 0.0]	[1.968072041000493, 1.968072041000493, 1926.5027367743994, 0.4008333384990692, 0.0]	[1.9680973060783025, 1.9680973060783025, 1924.8939456139478, 0.4074999988079071, 0.0]
