Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
COAD_TCGA-G4-6303	3.53E+00	1.31E+00	2.77E+00	1.60E+00	1.65E+00	0.00E+00	3.27E-01	9.57E-01	2.20E+00	2.13E+00	8.19E-01	6.05E-01
COAD_TCGA-G4-6304	1.11E+01	1.67E+00	4.00E+00	1.09E+01	2.42E+01	3.77E+00	5.53E+00	2.55E+01	7.48E+00	4.00E+00	7.22E-01	1.24E+00
COAD_TCGA-G4-6306	3.61E+00	1.24E+00	1.92E+00	2.37E+00	2.77E+00	1.43E+00	2.02E+00	2.21E+00	1.43E+00	2.09E+00	7.16E-01	7.75E-01
COAD_TCGA-G4-6307	2.30E+00	1.08E+00	1.05E+00	2.41E+00	1.10E+00	7.92E-01	1.70E+00	2.76E+00	1.84E+00	3.83E+00	1.51E+00	5.62E-01
COAD_TCGA-G4-6309	7.45E+00	1.26E+00	3.77E+00	5.44E+00	1.80E+01	3.76E+00	3.69E+00	1.78E+01	2.12E+00	2.42E+00	0.00E+00	2.08E+00
COAD_TCGA-G4-6310	3.38E+00	1.19E+00	1.85E+00	1.96E+00	1.19E+00	1.09E+00	0.00E+00	2.69E+00	2.49E+00	2.84E+00	9.36E-01	4.23E-01
COAD_TCGA-G4-6311	2.58E+00	1.90E+00	1.28E+00	1.16E+00	1.29E+00	1.53E+00	1.13E+00	5.55E+00	3.02E+00	6.00E+00	9.43E-01	1.80E+00
COAD_TCGA-G4-6314	2.72E+00	1.73E+00	1.89E+00	2.60E+00	0.00E+00	2.75E+00	1.28E+00	1.56E+00	1.74E+00	2.62E+00	2.01E+00	9.66E-01
COAD_TCGA-G4-6315	3.50E+00	7.60E-01	1.02E+00	3.30E+00	0.00E+00	2.00E-01	1.69E+00	4.21E+00	2.08E+00	4.48E+00	9.87E-01	6.54E-01
COAD_TCGA-G4-6317	1.98E+00	7.06E-01	1.72E+00	2.19E+00	1.81E+00	2.67E-01	1.46E+00	1.94E+00	2.00E+00	1.91E+00	1.18E+00	4.42E-01
COAD_TCGA-G4-6320	1.23E+01	2.81E+00	4.90E+00	1.31E+01	1.33E+01	6.28E+00	5.01E+00	1.91E+01	9.90E+00	1.14E+01	1.40E+00	9.64E-01
COAD_TCGA-G4-6321	2.81E+00	1.21E+00	8.09E-01	1.25E+00	1.30E+00	7.06E-01	0.00E+00	1.71E+00	2.52E+00	2.09E+00	6.33E-01	4.67E-01
COAD_TCGA-G4-6322	2.26E+00	1.20E+00	1.03E+00	7.31E-01	3.00E-01	9.68E-01	1.10E+00	1.50E+00	3.11E+00	2.48E+00	1.02E+00	0.00E+00
COAD_TCGA-G4-6323	2.75E+00	1.49E+00	7.77E-01	3.33E+00	2.00E-01	8.44E-01	2.04E+00	2.34E+00	2.11E+00	2.91E+00	1.01E+00	6.29E-01
COAD_TCGA-G4-6586	1.31E+01	1.56E+00	3.76E+00	1.71E+01	3.41E+01	6.04E+00	9.25E+00	3.58E+01	4.74E+00	3.94E+00	1.21E+00	3.62E+00
COAD_TCGA-G4-6588	2.26E+01	2.58E+00	4.50E+00	2.12E+01	4.85E+01	6.53E+00	1.28E+01	6.12E+01	1.17E+01	5.61E+00	1.09E+00	3.17E+00
COAD_TCGA-G4-6625	1.98E+00	3.07E-01	1.63E+00	1.41E+00	3.53E+00	7.00E-01	1.20E+00	1.80E+00	2.05E+00	2.31E+00	8.33E-01	8.06E-01
COAD_TCGA-G4-6626	3.02E+00	0.00E+00	1.42E+00	2.03E+00	0.00E+00	0.00E+00	1.36E+00	4.35E+00	2.42E+00	4.37E+00	1.64E+00	0.00E+00
COAD_TCGA-G4-6627	1.88E+00	7.22E-01	9.60E-01	2.70E+00	1.30E+00	1.39E+00	1.51E+00	3.15E+00	1.71E+00	3.55E+00	1.03E+00	8.67E-01
COAD_TCGA-G4-6628	1.63E+01	3.49E+00	4.89E+00	1.36E+01	5.26E+01	9.99E+00	4.85E+00	6.05E+01	1.72E+01	4.63E+00	8.59E-01	3.28E+00
COAD_TCGA-NH-A50T	3.58E+00	1.96E+00	2.83E+00	2.59E+00	1.12E+00	0.00E+00	9.67E-01	1.87E+00	1.68E+00	2.98E+00	6.84E-01	0.00E+00
COAD_TCGA-NH-A50U	2.11E+00	1.36E+00	6.90E-01	8.79E-01	1.17E+00	1.00E-01	1.54E+00	2.02E+00	1.88E+00	2.28E+00	1.26E+00	1.34E+00
COAD_TCGA-NH-A50V	4.77E+00	9.40E-01	9.04E-01	3.54E+00	1.16E+00	1.19E+00	1.23E+00	2.38E+00	1.26E+00	3.55E+00	6.67E-01	8.36E-01
COAD_TCGA-NH-A5IV	2.03E+01	2.03E+00	4.03E+00	2.22E+01	6.08E+01	6.13E+00	4.34E+00	7.05E+01	9.80E+00	6.42E+00	1.86E+00	3.04E+00
COAD_TCGA-NH-A6GA	2.59E+00	1.05E+00	1.71E+00	9.17E-01	1.62E+00	1.19E+00	4.00E-01	2.78E+00	2.58E+00	2.62E+00	1.20E+00	5.97E-01
COAD_TCGA-NH-A6GB	3.75E+00	1.69E+00	1.21E+00	2.52E+00	1.67E+00	5.93E-01	1.36E+00	3.41E+00	3.70E+00	4.43E+00	6.83E-01	8.33E-01
COAD_TCGA-NH-A6GC	2.95E+00	1.04E+00	1.65E+00	0.00E+00	6.18E-01	1.82E+00	0.00E+00	1.88E+00	1.81E+00	2.72E+00	1.34E+00	1.40E+00
COAD_TCGA-NH-A8F7	3.43E+00	1.58E+00	1.30E+00	2.18E+00	6.80E-01	1.12E+00	6.53E-01	4.64E+00	2.41E+00	4.57E+00	1.14E+00	4.90E-01
COAD_TCGA-NH-A8F8	2.36E+00	7.92E-01	5.67E-01	1.70E+00	1.62E+00	1.13E+00	6.54E-01	3.96E+00	3.77E+00	3.76E+00	6.00E-01	5.59E-01
COAD_TCGA-QG-A5YV	4.25E+00	1.21E+00	1.97E+00	3.34E+00	1.03E+00	9.09E-01	1.18E+00	4.71E+00	1.85E+00	3.37E+00	1.25E+00	6.16E-01
COAD_TCGA-QG-A5YW	2.86E+00	2.28E+00	1.44E+00	3.13E+00	2.29E+00	1.05E+00	1.49E+00	2.99E+00	2.80E+00	3.18E+00	8.94E-01	1.19E+00
COAD_TCGA-QG-A5YX	1.83E+00	4.52E-01	1.27E+00	2.13E-01	9.80E-01	1.11E+00	0.00E+00	1.73E+00	2.34E+00	8.44E-01	7.30E-01	6.36E-01
COAD_TCGA-QG-A5Z1	3.26E+00	1.47E+00	1.49E+00	2.08E+00	6.84E-01	6.67E-01	1.21E+00	2.21E+00	2.38E+00	2.14E+00	4.42E-01	5.26E-01
COAD_TCGA-QG-A5Z2	7.42E+00	2.39E+00	4.45E+00	9.50E+00	3.10E+01	4.06E+00	6.29E+00	2.54E+01	5.70E+00	6.39E+00	9.89E-01	1.95E+00
COAD_TCGA-QL-A97D	4.85E+00	1.41E+00	1.74E+00	2.14E+00	8.88E-01	2.39E+00	1.81E+00	4.62E+00	4.08E+00	6.53E+00	1.28E+00	8.19E-01
COAD_TCGA-RU-A8FL	2.75E+00	3.79E-01	1.15E+00	3.82E+00	2.92E+00	9.32E-01	1.51E+00	3.72E+00	2.46E+00	3.99E+00	9.24E-01	1.47E+00
COAD_TCGA-SS-A7HO	3.21E+00	1.12E+00	6.00E-01	3.14E+00	1.83E+00	1.56E+00	4.00E-01	6.02E+00	3.25E+00	5.23E+00	8.03E-01	1.01E+00
COAD_TCGA-T9-A92H	4.90E+00	1.70E+00	2.56E+00	2.25E+00	2.43E+00	2.21E+00	1.35E+00	3.23E+00	4.01E+00	4.24E+00	1.82E+00	1.49E+00
COAD_TCGA-WS-AB45	2.10E+01	1.20E+00	1.05E+01	1.81E+01	5.42E+01	4.92E+00	8.01E+00	6.07E+01	0.00E+00	2.17E+00	1.23E+00	3.27E+00
UCEC_TCGA-2E-A9G8	2.18E+00	9.17E-01	7.22E-01	1.24E+00	1.19E+00	0.00E+00	3.40E-01	7.34E-01	1.97E+00	2.35E+00	1.22E+00	1.20E+00
UCEC_TCGA-4E-A92E	2.01E+00	9.80E-01	4.13E+00	9.83E-01	7.31E-01	8.23E-01	6.16E-01	1.75E+00	2.97E+00	1.18E+00	3.03E+00	0.00E+00
UCEC_TCGA-5B-A90C	1.89E+00	8.27E-01	1.17E+00	9.09E-01	1.85E+00	1.25E+00	0.00E+00	1.06E+00	2.03E+00	1.45E+00	4.71E-01	6.96E-01
UCEC_TCGA-5S-A9Q8	2.00E+00	6.29E-01	1.39E+00	1.86E+00	9.89E-01	8.79E-01	7.30E-01	1.18E+00	2.09E+00	1.65E+00	3.59E-01	5.97E-01
UCEC_TCGA-A5-A0G1	7.00E+01	8.91E+01	5.81E+01	1.35E+02	1.72E+02	1.84E+02	3.80E+01	4.48E+01	2.56E+02	4.72E+01	3.44E+00	2.13E+01
UCEC_TCGA-A5-A0GQ	1.78E+00	3.35E-01	2.13E-01	9.17E-01	6.05E-01	1.33E-01	5.17E-01	1.67E+00	1.65E+00	1.42E+00	9.60E-01	3.40E-01
UCEC_TCGA-A5-A0R6	1.57E+00	0.00E+00	7.81E-01	1.00E-01	1.07E+00	0.00E+00	0.00E+00	8.57E-01	2.22E+00	1.63E+00	7.30E-01	4.96E-01
UCEC_TCGA-A5-A0R7	1.61E+00	8.33E-01	4.16E-01	1.76E+00	1.24E+00	0.00E+00	1.08E+00	1.16E+00	2.17E+00	1.72E+00	4.71E-01	1.38E+00
UCEC_TCGA-A5-A0R8	1.32E+00	3.33E-01	9.57E-01	0.00E+00	8.49E-01	4.33E-01	7.64E-01	1.49E+00	1.83E+00	2.36E+00	5.86E-01	0.00E+00
UCEC_TCGA-A5-A0R9	1.19E+00	6.36E-01	7.34E-01	4.96E-01	7.81E-01	6.00E-01	5.78E-01	1.36E+00	6.05E-01	2.02E+00	6.16E-01	5.00E-01
UCEC_TCGA-A5-A0RA	2.05E+00	0.00E+00	1.43E+00	1.16E+00	5.16E-01	9.48E-01	1.40E+00	1.32E+00	1.38E+00	1.94E+00	6.70E-01	3.00E-01
UCEC_TCGA-A5-A0VO	1.27E+00	4.16E-01	7.92E-01	1.51E+00	6.40E-01	3.59E-01	5.33E-01	1.36E+00	2.12E+00	2.43E+00	1.68E+00	1.00E-01
UCEC_TCGA-A5-A0VP	9.71E+00	8.84E-01	1.05E+01	1.39E+01	2.05E+01	2.79E+00	5.26E+00	3.07E+01	6.64E+00	2.99E+00	1.69E+00	1.97E+00
UCEC_TCGA-A5-A0VQ	7.28E+00	7.15E-01	1.25E+00	4.67E+00	6.39E+00	7.95E-01	1.55E+00	9.37E+00	9.48E+00	2.37E+00	0.00E+00	0.00E+00
UCEC_TCGA-A5-A1OF	6.50E+01	8.38E+01	1.84E+01	1.10E+02	1.34E+02	1.62E+02	6.35E+01	7.20E+01	1.96E+02	0.00E+00	1.39E+00	3.15E+01
UCEC_TCGA-A5-A1OG	1.36E+00	5.12E-01	5.12E-01	7.86E-01	8.62E-01	8.85E-01	9.12E-01	1.09E+00	1.29E+00	1.14E+00	8.31E-01	0.00E+00
UCEC_TCGA-A5-A1OH	2.45E+00	0.00E+00	1.28E+00	6.11E-01	1.43E+00	2.00E-01	1.92E+00	9.46E-01	4.08E+00	2.98E+00	2.17E+00	1.05E+00
UCEC_TCGA-A5-A1OJ	2.21E+00	0.00E+00	1.25E+00	1.24E+00	0.00E+00	0.00E+00	7.89E-01	6.32E-01	9.83E-01	2.02E+00	6.23E-01	0.00E+00
UCEC_TCGA-A5-A1OK	1.62E+00	8.36E-01	8.06E-01	1.81E+00	1.93E+00	9.07E-01	0.00E+00	0.00E+00	2.55E+00	1.50E+00	7.06E-01	0.00E+00
UCEC_TCGA-A5-A2K2	1.81E+00	7.90E-01	9.00E-01	1.94E+00	2.54E+00	9.43E-01	1.01E+00	2.51E+00	3.15E+00	2.13E+00	2.41E+00	9.55E-01
UCEC_TCGA-A5-A2K3	1.50E+01	1.40E+00	8.18E+00	1.33E+01	2.72E+01	7.98E+00	3.67E+00	3.34E+01	1.22E+01	2.71E+00	0.00E+00	1.72E+00
UCEC_TCGA-A5-A2K4	1.26E+00	4.58E-01	4.42E-01	7.48E-01	9.04E-01	1.53E-01	6.29E-01	1.94E+00	1.44E+00	2.26E+00	0.00E+00	1.00E-01
UCEC_TCGA-A5-A2K5	2.92E+01	4.96E+02	3.45E+02	4.06E+01	2.05E+01	4.07E+01	2.48E+01	4.68E+02	3.00E+01	9.88E+00	2.35E+00	1.51E+01
UCEC_TCGA-A5-A2K7	7.40E+00	9.71E-01	4.68E+00	4.25E+00	1.70E+01	2.86E+00	2.64E+00	2.22E+01	5.92E+00	2.56E+00	1.52E+00	7.61E-01
UCEC_TCGA-A5-A3LO	1.04E+00	4.67E-01	4.96E-01	1.35E+00	1.47E+00	4.07E-01	9.67E-01	6.11E-01	1.42E+00	1.15E+00	6.57E-01	2.33E-01
UCEC_TCGA-A5-A3LP	2.20E+00	0.00E+00	1.32E+00	1.49E+00	1.12E+00	0.00E+00	0.00E+00	1.18E+00	1.81E+00	6.57E-01	1.27E+00	5.17E-01
UCEC_TCGA-A5-A7WK	1.20E+00	9.78E-01	1.08E+00	6.05E-01	2.00E-01	0.00E+00	1.27E+00	2.09E+00	1.31E+00	2.87E+00	1.49E+00	0.00E+00
UCEC_TCGA-A5-AB3J	1.89E+00	2.24E-01	5.54E-01	2.04E+00	0.00E+00	3.00E-01	1.14E+00	1.82E+00	7.67E-01	1.67E+00	8.92E-01	5.26E-01
UCEC_TCGA-AJ-A23M	1.02E+00	2.77E-01	1.09E+00	9.24E-01	9.55E-01	7.48E-01	1.39E+00	1.51E+00	1.53E+00	2.36E+00	1.86E+00	9.60E-01
UCEC_TCGA-AJ-A23N	1.53E+00	4.73E-01	1.28E+00	8.82E-01	1.48E+00	0.00E+00	5.54E-01	8.00E-01	1.86E+00	2.15E+00	1.35E+00	7.34E-01
UCEC_TCGA-AJ-A23O	7.89E+00	2.41E+00	1.04E+01	7.97E+00	4.00E+01	7.03E+00	9.35E+00	3.42E+01	1.00E+00	1.27E+01	8.83E-01	4.95E+00
UCEC_TCGA-AJ-A2QK	2.33E+00	7.49E-01	1.03E+00	2.00E-01	1.65E+00	0.00E+00	1.69E+00	9.87E-01	1.56E+00	3.14E+00	1.00E+00	0.00E+00
UCEC_TCGA-AJ-A2QL	1.61E+00	6.11E-01	5.62E-01	1.29E+00	3.96E-01	0.00E+00	7.16E-01	9.98E-01	1.27E+00	9.98E-01	8.20E-01	3.48E-01
UCEC_TCGA-AJ-A2QM	2.18E+00	6.67E-01	1.53E+00	6.16E-01	1.67E+00	7.00E-01	7.31E-01	2.25E+00	2.59E+00	3.31E+00	3.25E+00	0.00E+00
UCEC_TCGA-AJ-A2QN	2.80E+00	4.67E-01	4.73E-01	2.74E+00	6.15E-01	0.00E+00	7.67E-01	1.15E+00	1.65E+00	2.39E+00	5.04E-01	0.00E+00
UCEC_TCGA-AJ-A2QO	8.99E+00	1.72E+00	3.16E+00	7.64E+00	3.77E+01	6.66E+00	5.16E+00	3.83E+01	8.44E+00	6.03E+00	2.72E+00	2.19E+00
UCEC_TCGA-AJ-A3BD	1.76E+00	4.07E-01	1.44E+00	1.76E+00	1.09E+00	9.43E-01	1.77E+00	1.68E+00	1.41E+00	1.11E+00	1.21E+00	2.13E-01
UCEC_TCGA-AJ-A3BF	1.12E+00	2.24E-01	5.00E-01	9.98E-01	6.00E-01	6.32E-01	2.67E-01	9.45E-01	1.02E+00	1.24E+00	0.00E+00	7.30E-01
UCEC_TCGA-AJ-A3BG	8.01E+00	4.90E-01	4.95E+00	1.02E+01	2.08E+01	4.48E+00	5.62E+00	2.42E+01	5.39E+00	2.31E+00	1.35E+00	1.50E+00
UCEC_TCGA-AJ-A3BH	2.92E+01	4.88E+00	8.84E+00	3.45E+01	3.31E+01	2.63E+01	1.21E+01	4.23E+01	3.37E+01	2.18E+00	0.00E+00	1.98E+00
UCEC_TCGA-AJ-A3BI	1.55E+00	3.59E-01	7.00E-01	1.45E+00	8.36E-01	8.56E-01	8.56E-01	1.10E+00	1.27E+00	1.14E+00	5.39E-01	3.00E-01
UCEC_TCGA-AJ-A3BK	1.55E+00	6.40E-01	7.95E-01	1.13E+00	1.14E+00	1.51E+00	3.07E-01	1.21E+00	1.28E+00	2.61E+00	4.67E-01	3.59E-01
UCEC_TCGA-AJ-A3EJ	2.69E+00	5.17E-01	1.54E+00	9.57E-01	1.13E+00	5.33E-01	5.62E-01	1.58E+00	1.03E+00	2.43E+00	4.76E-01	8.31E-01
UCEC_TCGA-AJ-A3EK	4.90E+01	7.00E+01	5.50E+01	5.60E+01	8.23E+01	7.08E+01	1.65E+01	7.00E+01	1.43E+02	7.98E+00	4.53E+00	1.77E+01
UCEC_TCGA-AJ-A3EL	3.11E+01	3.92E+02	2.87E+02	4.61E+01	1.57E+01	3.92E+01	2.44E+01	2.69E+02	2.10E+01	7.21E+00	2.58E+00	3.06E+01
UCEC_TCGA-AJ-A3EM	1.20E+00	4.99E-01	4.82E-01	1.69E+00	2.00E-01	0.00E+00	1.43E+00	2.68E+00	1.53E+00	3.10E+00	5.93E-01	8.00E-01
UCEC_TCGA-AJ-A3I9	1.06E+00	6.11E-01	2.21E-01	1.55E+00	1.05E+00	7.61E-01	1.52E+00	1.20E+00	1.39E+00	5.59E-01	5.21E-01	6.90E-01
UCEC_TCGA-AJ-A3IA	1.16E+00	1.15E+00	2.02E+00	2.21E+00	3.45E+00	2.64E+00	1.72E+00	2.60E+00	4.19E+00	5.48E+00	2.86E+00	2.74E+00
UCEC_TCGA-AJ-A3NF	1.44E+00	4.07E-01	1.16E+00	1.28E+00	8.84E-01	8.60E-01	2.21E-01	4.00E-01	1.58E+00	1.49E+00	1.80E+00	0.00E+00
UCEC_TCGA-AJ-A3NG	2.80E+00	4.01E-01	1.68E+00	2.10E+00	2.13E-01	3.79E-01	1.52E+00	1.40E+00	2.01E+00	2.34E+00	6.71E-01	0.00E+00
UCEC_TCGA-AJ-A3OJ	9.71E+00	7.63E-01	4.50E+00	9.18E+00	2.24E+01	1.83E+00	3.50E+00	2.71E+01	4.40E+00	3.91E+00	1.59E+00	1.32E+00
UCEC_TCGA-AJ-A3OK	5.94E+00	1.00E+00	5.66E+00	2.66E+00	7.23E+00	6.00E-01	2.56E+00	6.99E+00	1.82E+00	1.33E+00	0.00E+00	9.04E-01
UCEC_TCGA-AJ-A3OL	4.03E+00	0.00E+00	1.63E+00	3.53E+00	7.30E+00	3.06E-01	2.74E+00	9.91E+00	3.17E+00	1.36E+00	6.37E-01	2.17E+00
UCEC_TCGA-AJ-A3QS	2.21E+00	1.12E+00	2.71E+00	2.09E+00	1.04E+00	7.06E-01	5.81E-01	1.36E+00	1.61E+00	1.84E+00	2.23E+00	3.89E-01
UCEC_TCGA-AJ-A3TW	1.60E+00	6.01E-01	1.51E+00	1.92E+00	1.15E+00	7.95E-01	1.03E+00	1.72E+00	1.99E+00	2.59E+00	1.87E+00	7.77E-01
UCEC_TCGA-AJ-A5DV	2.56E+00	5.42E-01	7.18E-01	1.34E+00	1.28E+00	5.37E-01	0.00E+00	2.02E+00	1.70E+00	2.57E+00	9.64E-01	4.00E-01
UCEC_TCGA-AJ-A5DW	9.31E+00	1.65E+02	1.27E+02	1.69E+01	5.67E+00	2.01E+01	7.26E+00	1.37E+02	9.50E+00	3.88E+00	1.18E+00	4.98E+00
UCEC_TCGA-AJ-A6NU	1.22E+00	3.73E-01	1.40E+00	1.06E+00	2.00E-01	0.00E+00	1.03E+00	6.63E-01	1.58E+00	2.38E+00	1.30E+00	0.00E+00
UCEC_TCGA-AJ-A8CT	3.45E+00	3.06E-01	4.53E+00	8.05E+00	9.55E+00	1.92E+00	2.55E+00	7.90E+00	4.06E+00	8.27E-01	1.03E+00	1.27E+00
UCEC_TCGA-AJ-A8CV	3.19E+00	6.80E-01	1.19E+00	4.27E+00	7.04E+00	1.43E+00	3.24E+00	7.14E+00	4.50E+00	2.33E+00	6.33E-01	1.67E+00
UCEC_TCGA-AJ-A8CW	5.83E+00	1.65E+00	4.49E+00	6.01E+00	1.50E+01	3.80E+00	6.34E+00	1.81E+01	7.29E+00	4.27E+00	1.90E+00	1.14E+00
UCEC_TCGA-AP-A059	7.48E+01	1.09E+02	6.85E+01	1.90E+02	2.44E+02	2.40E+02	3.98E+01	4.63E+01	3.33E+02	0.00E+00	1.89E+00	3.17E+01
UCEC_TCGA-AP-A0LE	7.14E+00	1.04E+00	2.45E+00	7.29E+00	1.97E+01	3.49E+00	5.42E+00	2.06E+01	5.70E+00	2.23E+00	7.00E-01	1.16E+00
UCEC_TCGA-AP-A0LF	3.43E+00	6.40E-01	1.17E+00	1.32E+00	0.00E+00	2.49E+00	8.57E-01	1.00E-01	2.58E+00	3.43E+00	4.02E+00	7.02E-01
UCEC_TCGA-AP-A0LL	2.17E+00	1.16E+00	5.93E-01	1.16E+00	7.31E-01	4.00E-01	6.29E-01	1.00E+00	1.73E+00	1.93E+00	1.16E+00	0.00E+00
UCEC_TCGA-AP-A0LM	1.34E+02	3.74E+02	4.57E+02	9.53E+01	5.49E+01	1.06E+02	3.10E+01	9.16E+01	7.04E+01	1.00E-01	2.04E+00	2.26E+01
UCEC_TCGA-AP-A0LP	4.65E+00	3.89E-01	2.19E+00	4.65E+00	6.17E+00	8.03E-01	2.28E+00	6.11E+00	3.69E+00	2.35E+00	1.40E+00	5.58E-01
UCEC_TCGA-AP-A0LQ	1.95E+00	0.00E+00	1.06E+00	0.00E+00	1.44E+00	0.00E+00	1.10E+00	1.21E+00	2.21E+00	2.07E+00	5.59E-01	0.00E+00
UCEC_TCGA-AP-A0LS	5.00E+00	1.89E+00	1.81E+00	3.73E+00	1.81E+01	2.81E+00	3.58E+00	2.04E+01	3.96E+00	2.31E+00	6.11E-01	2.34E+00
UCEC_TCGA-AP-A1DH	5.86E+00	2.38E+00	3.26E+00	6.68E+00	1.73E+01	3.05E+00	3.18E+00	1.74E+01	9.04E+00	2.86E+00	1.00E-01	1.34E+00
UCEC_TCGA-AP-A1DK	6.56E+01	2.05E+01	9.02E+00	6.81E+01	8.55E+02	4.79E+01	3.71E+01	1.01E+03	2.04E+02	0.00E+00	0.00E+00	1.14E+01
UCEC_TCGA-AP-A1DM	5.27E+00	1.27E+00	1.67E+00	4.03E+00	6.62E+00	2.27E+00	3.22E+00	8.18E+00	6.20E+00	3.16E+00	2.22E+00	1.81E+00
UCEC_TCGA-AP-A1DO	6.48E+00	2.18E+00	1.41E+00	6.41E+00	1.25E+01	2.38E+00	5.53E+00	1.67E+01	7.76E+00	6.94E+00	1.56E+00	1.50E+00
UCEC_TCGA-AP-A1DP	3.96E+00	1.10E+00	1.99E+00	4.95E+00	8.16E+00	3.00E-01	3.48E+00	1.53E+01	9.38E+00	4.14E+00	9.45E-01	8.83E-01
UCEC_TCGA-AP-A1DQ	1.26E+00	2.00E-01	5.63E-01	9.83E-01	4.82E-01	0.00E+00	1.00E-01	1.19E+00	6.70E-01	1.72E+00	5.26E-01	4.58E-01
UCEC_TCGA-AP-A1DR	6.84E+00	2.12E+00	2.82E+00	1.01E+01	2.34E+01	3.62E+00	2.57E+00	2.67E+01	1.01E+01	4.87E+00	5.81E-01	1.17E+00
UCEC_TCGA-AP-A1DV	1.61E+02	5.20E+02	5.55E+02	1.30E+02	5.23E+00	1.17E+02	2.40E+00	2.22E+02	4.53E+01	5.97E+00	1.75E+00	2.10E+01
UCEC_TCGA-AP-A1E0	1.74E+01	2.82E+02	2.06E+02	2.78E+01	1.08E+01	2.61E+01	1.29E+01	2.30E+02	4.40E+00	9.23E+00	1.53E-01	1.48E+01
UCEC_TCGA-AP-A1E1	4.48E+00	4.36E+00	5.06E+00	4.52E+00	2.10E+01	3.18E+00	4.74E+00	2.14E+01	4.86E+00	5.72E+00	1.57E+00	1.70E+00
UCEC_TCGA-AP-A1E3	9.09E-01	4.73E-01	7.78E-01	4.00E-01	2.00E-01	3.48E-01	4.76E-01	1.14E+00	2.33E+00	1.58E+00	7.63E-01	4.73E-01
UCEC_TCGA-AP-A1E4	1.29E+00	1.08E+00	6.96E-01	8.36E-01	8.88E-01	0.00E+00	6.29E-01	7.92E-01	1.06E+00	1.51E+00	3.89E-01	0.00E+00
UCEC_TCGA-AP-A5FX	1.72E+00	0.00E+00	3.96E-01	9.78E-01	7.67E-01	3.06E-01	4.07E-01	1.43E+00	1.50E+00	9.91E-01	2.69E-01	0.00E+00
UCEC_TCGA-AW-A1PO	1.42E+00	9.00E-01	7.02E-01	7.02E-01	9.29E-01	5.37E-01	7.06E-01	1.08E+00	1.66E+00	2.08E+00	1.19E+00	1.03E+00
UCEC_TCGA-AX-A06H	3.76E+00	1.11E+00	1.98E+00	3.50E+00	6.73E+00	4.01E-01	3.28E+00	8.64E+00	6.61E+00	2.08E+00	1.02E+00	4.90E-01
UCEC_TCGA-AX-A06L	2.04E+00	4.52E-01	0.00E+00	1.06E+00	1.69E+00	1.24E+00	1.45E+00	7.81E-01	1.31E+00	9.31E-01	5.37E-01	2.91E-01
UCEC_TCGA-AX-A0IS	9.48E-01	6.84E-01	2.69E-01	8.98E-01	5.26E-01	0.00E+00	7.37E-01	6.00E-01	1.00E-01	2.08E+00	8.57E-01	5.37E-01
UCEC_TCGA-AX-A0IU	9.78E-01	5.59E-01	6.50E-01	1.19E+00	4.00E-01	6.19E-01	8.31E-01	2.47E+00	1.59E+00	1.81E+00	1.17E+00	0.00E+00
UCEC_TCGA-AX-A0J0	1.82E+01	3.46E+02	1.94E+02	3.35E+01	1.37E+01	2.86E+01	2.94E+01	3.24E+02	0.00E+00	1.53E+00	9.60E-01	1.65E+01
UCEC_TCGA-AX-A1C4	1.11E+01	2.65E+00	3.22E+00	1.19E+01	2.86E+01	5.91E+00	4.14E+00	3.08E+01	8.16E+00	3.64E+00	1.04E+00	8.27E-01
UCEC_TCGA-AX-A1C5	7.53E+00	6.36E-01	6.22E+00	9.31E+00	2.14E+01	3.86E+00	4.29E+00	2.86E+01	5.03E+00	1.36E+00	7.75E-01	1.02E+00
UCEC_TCGA-AX-A1C7	1.29E+00	9.00E-01	1.18E+00	1.22E+00	9.17E-01	1.23E+00	4.48E-01	1.69E+00	1.26E+00	2.59E+00	3.27E-01	9.92E-01
UCEC_TCGA-AX-A1C8	1.63E+00	1.45E+00	6.51E-01	3.06E-01	1.44E+00	2.00E-01	1.77E+00	1.08E+00	2.19E+00	1.80E+00	1.96E+00	2.69E-01
UCEC_TCGA-AX-A1C9	7.33E+00	9.48E-01	7.06E+00	1.27E+01	1.15E+01	3.11E+00	4.77E+00	1.68E+01	4.74E+00	2.97E+00	6.33E-01	1.73E+00
UCEC_TCGA-AX-A1CA	2.07E+00	8.33E-01	5.97E-01	4.00E-01	9.07E-01	1.56E+00	8.44E-01	1.85E+00	8.03E-01	2.25E+00	2.09E+00	3.79E-01
UCEC_TCGA-AX-A1CC	7.81E-01	0.00E+00	0.00E+00	8.67E-01	3.06E-01	0.00E+00	6.29E-01	1.31E+00	1.14E+00	1.06E+00	8.03E-01	1.00E-01
UCEC_TCGA-AX-A1CE	1.08E+02	5.22E+01	3.18E+01	1.88E+02	2.46E+02	1.61E+02	8.01E+01	4.33E+01	2.57E+02	3.94E+00	1.90E+00	3.74E+01
UCEC_TCGA-AX-A1CF	1.33E-01	1.03E+00	1.53E+00	7.37E-01	1.94E+00	4.00E-01	9.91E-01	1.46E+00	1.57E+00	2.84E+00	1.74E+00	1.15E+00
UCEC_TCGA-AX-A1CI	1.48E+00	4.28E-01	9.32E-01	7.06E-01	9.55E-01	8.06E-01	7.57E-01	6.40E-01	1.60E+00	1.84E+00	8.30E-01	0.00E+00
