Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
RNF168_2_multinomial_train3.33	0.9999999999999956	0.901	0.437	43.7%	0.062	45.236%	0.17542	0.785
EXO1_1_multinomial_train3.21	0.9999999999999944	0.945	0.342	34.2%	0.047	35.229%	0.09736	0.883
RNF168_2_multinomial_train3.34	0.9999999999999958	0.928	0.379	37.9%	0.053	38.783%	0.13194	0.843
EXO1_1_multinomial_train3.22	0.9999999999999953	0.921	0.382	38.2%	0.055	42.23%	0.11743	0.827
EXO1_1_multinomial_train3.23	0.9999999999999944	0.926	0.398	39.8%	0.054	41.132%	0.12556	0.841
RNF168_2_multinomial_train3.35	0.9999999999999953	0.928	0.399	39.9%	0.054	37.605%	0.14275	0.852
RNF168_2_multinomial_train3.36	0.9999999999999958	0.911	0.41	41.0%	0.059	44.347%	0.15972	0.805
EXO1_1_multinomial_train3.24	0.9999999999999951	0.942	0.337	33.7%	0.048	35.497%	0.09807	0.876
RNF168_2_multinomial_train3.37	0.9999999999999953	0.924	0.394	39.4%	0.055	39.402%	0.14283	0.838
EXO1_1_multinomial_train3.25	0.9999999999999956	0.93	0.362	36.2%	0.052	39.855%	0.1091	0.847
RNF168_2_multinomial_train3.38	0.9999999999999953	0.912	0.424	42.4%	0.059	42.343%	0.16473	0.813
EXO1_1_multinomial_train3.26	0.9999999999999949	0.944	0.342	34.2%	0.047	35.046%	0.11079	0.882
EXO1_1_multinomial_train3.27	0.9999999999999943	0.93	0.348	34.8%	0.052	39.729%	0.09801	0.85
EXO1_1_multinomial_train3.28	0.9999999999999947	0.918	0.386	38.6%	0.057	41.478%	0.1104	0.826
EXO1_1_multinomial_train3.29	0.9999999999999946	0.936	0.359	35.9%	0.05	37.626%	0.10742	0.862
EXO1_1_multinomial_train3.30	0.9999999999999952	0.936	0.354	35.4%	0.05	37.332%	0.10184	0.864
RNF168_2_multinomial_train3.39	0.9999999999999947	0.918	0.403	40.3%	0.058	40.473%	0.15278	0.832
RNF168_2_multinomial_train3.40	0.9999999999999956	0.928	0.384	38.4%	0.054	37.962%	0.15084	0.849
EXO1_1_multinomial_train3.31	0.9999999999999953	0.932	0.368	36.8%	0.052	38.644%	0.11155	0.857
EXO1_1_multinomial_train3.32	0.9999999999999946	0.937	0.381	38.1%	0.05	36.646%	0.10825	0.866
EXO1_1_multinomial_train3.33	0.9999999999999944	0.945	0.347	34.7%	0.046	35.333%	0.10114	0.881
RNF168_2_multinomial_train3.41	0.9999999999999956	0.922	0.386	38.6%	0.056	39.667%	0.15921	0.837
RNF168_2_multinomial_train3.42	0.9999999999999956	0.909	0.424	42.4%	0.059	43.028%	0.16954	0.802
EXO1_1_multinomial_train3.34	0.999999999999995	0.936	0.368	36.8%	0.05	37.475%	0.11706	0.864
RNF168_2_multinomial_train3.43	0.9999999999999951	0.938	0.369	36.9%	0.051	34.978%	0.14019	0.876
EXO1_1_multinomial_train3.35	0.999999999999995	0.916	0.375	37.5%	0.057	42.397%	0.11889	0.817
