Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
STAD_TCGA-D7-6528	9	21	28	12	0	5	5	44	6	12	32	33	58	3	154
STAD_TCGA-D7-6815	3	63	18	4	0	7	2	0	0	1	26	5	9	27	6
STAD_TCGA-D7-6817	0	23	7	0	7	9	1	0	6	2	3	1	34	3	9
STAD_TCGA-D7-6818	1	12	13	1	11	3	0	8	4	9	14	3	8	2	103
STAD_TCGA-D7-6820	0	12	3	3	18	7	0	7	0	11	10	18	21	10	1
STAD_TCGA-D7-6822	4	22	11	10	11	2	0	34	8	25	15	15	25	9	116
STAD_TCGA-D7-8570	1	34	9	5	3	7	0	0	0	3	11	13	57	6	5
STAD_TCGA-D7-8572	3	23	7	15	29	16	0	2	1	0	27	11	32	46	10
STAD_TCGA-D7-8573	0	26	6	7	9	4	0	0	3	13	7	3	10	10	7
STAD_TCGA-D7-8574	1	15	0	0	9	2	0	0	0	3	4	0	0	12	3
STAD_TCGA-D7-8575	3	10	2	5	8	2	0	0	0	4	8	1	5	9	0
STAD_TCGA-D7-8576	0	18	9	3	9	2	1	0	4	2	6	3	14	0	0
STAD_TCGA-D7-8578	0	27	11	4	0	0	0	1	0	3	8	0	6	7	0
STAD_TCGA-D7-8579	2	25	16	7	10	0	0	0	4	9	3	1	10	3	53
STAD_TCGA-D7-A4YT	4	11	18	12	23	11	11	0	4	19	26	40	127	46	12
STAD_TCGA-D7-A4YU	0	42	17	17	36	2	3	2	5	8	19	12	25	36	61
STAD_TCGA-D7-A4YV	0	311	171	51	155	95	49	0	7	91	0	0	40	12	18
STAD_TCGA-D7-A4YX	1	44	3	6	10	3	0	0	5	0	2	8	1	17	0
STAD_TCGA-D7-A4YY	3	111	79	23	54	56	32	2	16	49	20	0	21	21	63
STAD_TCGA-D7-A4Z0	3	15	18	4	17	1	0	8	0	0	2	4	4	0	290
STAD_TCGA-D7-A6ET	0	5	0	2	7	2	0	1	0	2	5	2	5	3	0
STAD_TCGA-D7-A6EV	0	40	16	11	31	0	9	0	3	11	12	10	31	6	24
STAD_TCGA-D7-A6EX	2	24	8	15	8	14	4	0	0	0	5	9	41	11	12
STAD_TCGA-D7-A6EY	0	301	228	29	150	58	50	19	161	343	0	0	126	0	96
STAD_TCGA-D7-A6EZ	0	11	21	9	18	9	5	0	9	20	14	42	93	42	21
STAD_TCGA-D7-A6F0	6	29	23	11	0	2	2	4	0	9	13	20	13	15	10
STAD_TCGA-D7-A6F2	0	17	2	4	25	3	0	4	1	3	0	3	6	21	1
STAD_TCGA-D7-A747	0	14	3	5	1	4	0	0	0	0	18	8	4	10	59
STAD_TCGA-D7-A748	2	17	8	4	0	0	0	3	0	3	2	0	0	6	6
STAD_TCGA-D7-A74A	3	51	0	10	4	6	0	0	4	0	7	76	24	6	4
STAD_TCGA-D7-A74B	1	5	0	3	12	0	0	1	0	8	7	1	1	0	3
STAD_TCGA-EQ-5647	0	7	8	9	22	0	0	5	4	0	8	16	6	17	8
STAD_TCGA-EQ-8122	1	35	20	14	22	17	0	8	3	3	30	23	24	16	12
STAD_TCGA-EQ-A4SO	1	15	7	4	0	15	2	0	10	11	2	31	65	35	7
STAD_TCGA-F1-6177	0	526	194	59	115	146	73	5	41	185	0	1	26	6	18
STAD_TCGA-F1-6874	6	270	101	47	104	129	106	0	55	71	27	2	42	13	18
STAD_TCGA-F1-6875	0	27	0	7	19	4	0	7	1	11	8	6	10	9	6
STAD_TCGA-F1-A448	0	144	103	23	152	53	16	0	16	149	0	0	3	0	9
STAD_TCGA-F1-A72C	1	17	8	1	0	0	0	1	2	0	6	2	12	5	6
STAD_TCGA-FP-7735	0	4	0	6	24	2	0	1	0	4	7	15	3	5	0
STAD_TCGA-FP-7829	22	52	25	13	26	10	4	0	0	14	38	5	0	73	24
STAD_TCGA-FP-7916	3	38	15	6	11	1	5	0	0	5	0	8	15	16	2
STAD_TCGA-FP-7998	2	16	8	6	7	0	2	0	4	0	7	10	7	8	4
STAD_TCGA-FP-8099	5	36	17	22	34	10	0	5	0	12	11	7	8	5	1
STAD_TCGA-FP-8209	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8210	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0
STAD_TCGA-FP-8211	5	0	7	2	4	9	2	0	3	7	4	11	43	14	5
STAD_TCGA-FP-8631	4	10	2	6	0	12	2	10	1	4	10	13	33	7	6
STAD_TCGA-FP-A4BE	0	547	207	69	298	106	110	0	50	226	0	0	0	0	28
STAD_TCGA-FP-A4BF	3	18	22	5	23	0	0	10	0	4	10	3	10	9	5
STAD_TCGA-FP-A8CX	0	22	2	10	3	1	7	0	8	0	8	6	14	21	12
STAD_TCGA-FP-A9TM	0	50	14	6	35	5	0	0	0	15	23	11	0	49	0
STAD_TCGA-HF-7131	0	4	1	0	15	3	0	5	3	1	8	35	1	17	22
STAD_TCGA-HF-7132	2	390	267	64	160	85	99	3	33	206	4	0	19	31	17
STAD_TCGA-HF-7133	0	14	11	2	17	3	0	0	0	4	14	6	4	12	2
STAD_TCGA-HF-7134	6	51	16	14	50	1	1	8	6	3	33	16	0	55	95
STAD_TCGA-HF-7136	0	16	16	5	8	0	2	1	2	0	0	4	19	19	4
STAD_TCGA-HF-A5NB	0	410	250	46	162	140	47	0	155	274	0	0	32	4	36
STAD_TCGA-HJ-7597	0	272	87	34	223	82	13	0	43	117	0	0	5	0	0
STAD_TCGA-HU-8238	1	38	12	13	0	1	5	0	7	0	12	20	25	17	51
STAD_TCGA-HU-8243	0	41	10	9	29	3	0	1	4	10	3	13	19	16	3
STAD_TCGA-HU-8244	0	56	0	8	48	4	0	0	0	5	7	5	8	16	8
STAD_TCGA-HU-8245	0	7	8	2	22	4	0	2	2	14	0	2	9	1	4
STAD_TCGA-HU-8249	4	48	20	10	13	4	5	10	0	9	9	12	10	20	1
STAD_TCGA-HU-8602	0	494	228	90	264	95	101	0	98	350	0	0	31	0	10
STAD_TCGA-HU-8604	11	58	25	20	19	7	2	0	1	4	18	5	5	41	42
STAD_TCGA-HU-8608	1	16	16	6	6	0	4	0	8	5	10	10	9	12	2
STAD_TCGA-HU-8610	3	11	13	8	5	0	0	2	0	2	3	5	5	6	6
STAD_TCGA-HU-A4G2	3	15	2	7	4	2	2	0	6	0	8	1	1	12	0
STAD_TCGA-HU-A4G3	0	28	7	10	22	6	0	7	0	13	14	0	5	7	7
STAD_TCGA-HU-A4G6	2	26	8	7	0	4	2	3	0	2	9	0	19	9	5
STAD_TCGA-HU-A4G8	0	475	217	69	245	148	33	6	158	216	0	4	33	9	8
STAD_TCGA-HU-A4G9	0	227	95	41	138	87	9	0	25	199	0	0	11	3	16
STAD_TCGA-HU-A4GC	0	30	23	13	49	0	0	8	0	8	1	4	16	2	16
STAD_TCGA-HU-A4GD	0	21	0	0	20	7	0	4	2	6	0	16	16	12	3
STAD_TCGA-HU-A4GF	1	24	26	10	6	2	2	10	4	10	7	6	19	21	21
STAD_TCGA-HU-A4GH	4	9	22	8	0	6	4	41	23	17	19	18	11	0	777
STAD_TCGA-HU-A4GJ	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0
STAD_TCGA-HU-A4GN	0	321	210	57	184	126	94	0	46	178	7	0	35	23	18
STAD_TCGA-HU-A4GP	9	45	28	13	34	4	0	0	3	13	11	9	42	41	11
STAD_TCGA-HU-A4GQ	1	734	243	76	262	179	115	0	85	282	0	0	21	0	32
STAD_TCGA-HU-A4GT	0	305	212	39	209	115	81	0	140	359	0	0	0	0	26
STAD_TCGA-HU-A4GU	14	159	886	25	167	2	172	0	0	107	0	16	29	58	91
STAD_TCGA-HU-A4GX	0	386	171	70	265	141	61	0	71	157	0	0	7	0	0
STAD_TCGA-HU-A4GY	2	23	5	0	15	1	0	1	0	2	11	0	8	8	3
STAD_TCGA-HU-A4H0	4	36	6	6	54	9	0	3	9	13	27	2	24	18	5
STAD_TCGA-HU-A4H2	0	37	20	8	32	3	4	1	0	16	18	3	38	20	28
STAD_TCGA-HU-A4H3	9	251	127	32	76	122	80	0	48	142	14	0	41	13	28
STAD_TCGA-HU-A4H4	1	92	73	10	74	36	47	4	190	107	2	8	33	23	67
STAD_TCGA-HU-A4H5	5	20	10	8	17	29	4	0	0	19	22	12	121	51	10
STAD_TCGA-HU-A4H6	0	31	9	9	43	3	0	0	0	10	13	2	6	13	9
STAD_TCGA-HU-A4H8	0	426	237	38	229	102	69	0	0	116	0	0	40	19	12
STAD_TCGA-HU-A4HB	0	4	0	0	0	0	0	3	0	0	2	0	0	1	3
STAD_TCGA-HU-A4HD	4	22	13	10	30	6	0	4	16	0	21	22	31	33	14
STAD_TCGA-IN-7806	2	20	0	2	17	4	0	1	6	0	9	8	9	9	2
STAD_TCGA-IN-7808	7	27	16	10	7	0	5	0	0	4	13	2	18	8	14
STAD_TCGA-IN-8462	1	31	13	4	4	3	8	1	3	11	6	13	0	36	9
STAD_TCGA-IN-8663	0	28	18	7	15	1	0	2	0	6	34	8	8	32	69
STAD_TCGA-IN-A6RI	0	18	7	0	5	2	0	5	10	4	22	1	7	11	38
STAD_TCGA-IN-A6RJ	0	16	4	6	22	8	3	0	4	6	11	6	22	11	48
STAD_TCGA-IN-A6RL	67	16	18	7	9	28	26	56	43	55	20	27	51	100	41
STAD_TCGA-IN-A6RN	2	13	0	7	14	14	3	1	2	3	7	21	46	12	10
STAD_TCGA-IN-A6RO	15	43	11	24	6	9	20	0	0	7	24	46	64	63	30
STAD_TCGA-IN-A6RP	3	46	24	14	18	0	2	1	0	6	11	32	13	23	9
STAD_TCGA-IN-A6RR	2	34	9	8	12	3	11	0	8	0	44	10	0	21	35
STAD_TCGA-IN-A6RS	1	23	21	6	23	3	0	1	0	6	22	6	7	11	2
STAD_TCGA-IN-A7NR	1	10	13	5	15	3	1	0	0	2	11	0	10	0	42
STAD_TCGA-IN-A7NT	0	13	18	3	15	3	0	7	0	12	9	15	0	14	27
STAD_TCGA-IN-A7NU	2	16	7	4	19	5	0	0	7	0	12	0	12	12	21
STAD_TCGA-IN-AB1V	1	8	9	5	8	3	1	0	2	0	13	3	14	6	2
STAD_TCGA-IN-AB1X	3	19	2	9	16	8	6	7	0	5	18	5	9	13	21
STAD_TCGA-IP-7968	0	45	6	5	20	9	1	0	0	3	2	7	5	19	11
STAD_TCGA-KB-A6F5	1	18	9	5	2	0	0	0	2	5	21	2	13	3	2
STAD_TCGA-KB-A6F7	0	11	5	2	18	10	7	0	0	7	0	7	13	37	7
STAD_TCGA-KB-A93G	1	21	12	9	0	2	2	0	0	3	27	14	0	35	1
STAD_TCGA-KB-A93H	1	50	30	18	0	7	6	10	14	5	33	8	31	27	44
STAD_TCGA-KB-A93J	2	6	10	3	11	0	3	3	1	2	4	2	5	1	2
STAD_TCGA-MX-A5UG	0	12	10	7	7	1	1	2	1	0	2	5	8	0	0
STAD_TCGA-MX-A5UJ	0	530	240	75	193	149	42	1	50	181	3	0	20	26	24
STAD_TCGA-MX-A663	2	6	15	9	15	6	0	0	0	0	6	15	14	16	2
STAD_TCGA-MX-A666	5	11	6	8	17	6	0	5	0	3	19	20	10	21	10
STAD_TCGA-R5-A7O7	0	25	12	10	24	3	0	0	4	5	15	14	0	28	11
STAD_TCGA-R5-A7ZE	5	20	20	15	19	0	0	0	1	1	33	9	16	22	40
STAD_TCGA-R5-A7ZF	0	27	9	5	4	12	0	0	3	6	6	1	2	9	1
STAD_TCGA-R5-A7ZI	3	203	154	54	137	79	43	0	62	150	0	6	26	3	12
STAD_TCGA-R5-A7ZR	3	22	4	8	2	5	0	0	3	5	5	5	7	17	4
STAD_TCGA-R5-A804	2	20	2	4	18	1	0	0	0	4	0	6	0	27	9
STAD_TCGA-R5-A805	0	14	1	4	27	0	0	0	0	0	4	10	5	4	89
STAD_TCGA-RD-A7BS	4	21	2	3	0	6	2	7	2	2	6	9	2	4	1
STAD_TCGA-RD-A7BT	1	12	11	7	0	8	0	0	0	0	19	17	18	32	158
STAD_TCGA-RD-A7BW	2	17	0	5	19	5	0	0	8	0	0	10	9	13	2
STAD_TCGA-RD-A7C1	3	91	13	12	47	3	0	0	15	6	21	14	40	23	49
STAD_TCGA-RD-A8MV	1	9	18	10	3	0	0	1	0	5	4	3	9	12	10
STAD_TCGA-RD-A8MW	3	12	11	1	0	0	2	0	2	0	8	12	14	17	11
STAD_TCGA-RD-A8N0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
STAD_TCGA-RD-A8N1	1	5	0	4	1	9	4	7	13	8	8	13	37	12	8
STAD_TCGA-RD-A8N2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-RD-A8N4	0	2	2	0	0	1	0	0	0	0	0	4	0	0	0
STAD_TCGA-RD-A8N5	0	8	2	5	10	0	0	0	0	2	2	0	4	7	3
STAD_TCGA-RD-A8N6	0	36	11	12	37	0	0	0	9	16	2	17	38	13	2
STAD_TCGA-RD-A8N9	3	32	8	11	26	9	0	8	0	7	8	0	1	32	12
STAD_TCGA-RD-A8NB	13	211	89	35	28	88	70	0	55	87	13	0	15	11	18
STAD_TCGA-SW-A7EA	0	166	81	25	44	85	40	3	67	76	22	14	0	27	37
STAD_TCGA-SW-A7EB	3	7	24	9	10	0	0	0	0	8	5	27	45	37	3
STAD_TCGA-VQ-A8DL	0	4	10	2	15	5	3	0	1	0	0	5	4	14	5
STAD_TCGA-VQ-A8DT	3	42	12	16	16	1	5	2	6	0	27	5	5	37	54
STAD_TCGA-VQ-A8DU	0	27	7	5	21	1	0	5	4	6	7	6	19	6	60
STAD_TCGA-VQ-A8DV	1	23	1	5	0	1	2	4	2	2	15	0	7	9	5
STAD_TCGA-VQ-A8DZ	2	5	7	2	13	0	3	8	0	18	6	7	18	12	6
STAD_TCGA-VQ-A8E0	5	13	3	6	15	11	0	0	2	5	3	11	7	32	10
STAD_TCGA-VQ-A8E2	0	27	14	1	10	8	0	0	1	8	15	7	28	3	25
STAD_TCGA-VQ-A8E3	0	158	89	18	122	66	43	0	65	190	0	6	18	8	16
STAD_TCGA-VQ-A8E7	6	35	18	5	24	4	0	0	0	8	0	6	0	25	9
STAD_TCGA-VQ-A8P2	444	1935	1473	498	804	1048	1116	3	256	189	1063	59	0	0	47
STAD_TCGA-VQ-A8P3	0	14	11	7	36	0	0	0	12	0	3	4	0	13	261
STAD_TCGA-VQ-A8P5	0	31	40	7	42	0	3	15	5	0	5	29	15	3	67
STAD_TCGA-VQ-A8P8	0	33	15	5	30	0	0	1	0	5	2	6	0	30	3
STAD_TCGA-VQ-A8PB	2	305	97	57	88	113	31	0	51	118	0	1	20	5	1
STAD_TCGA-VQ-A8PC	1	18	8	6	5	7	9	5	11	0	11	6	13	9	51
STAD_TCGA-VQ-A8PD	1	21	16	5	30	0	0	0	0	5	1	3	7	5	10
STAD_TCGA-VQ-A8PE	4	32	1	2	27	5	0	1	2	3	10	21	26	11	8
STAD_TCGA-VQ-A8PF	0	14	12	11	29	2	0	10	0	7	11	3	4	9	23
STAD_TCGA-VQ-A8PH	3	18	6	2	0	5	1	0	7	12	5	9	162	0	11
STAD_TCGA-VQ-A8PJ	3	12	8	9	6	9	1	10	6	7	12	13	20	5	65
STAD_TCGA-VQ-A8PK	3	0	9	7	6	2	0	7	2	0	7	12	11	8	42
STAD_TCGA-VQ-A8PM	1	6	8	1	9	1	0	15	0	2	5	1	0	0	17
STAD_TCGA-VQ-A8PO	0	144	82	14	87	99	77	0	84	256	0	7	17	9	26
STAD_TCGA-VQ-A8PP	9	339	233	34	125	161	74	0	221	298	24	0	16	0	34
STAD_TCGA-VQ-A8PQ	0	3	0	0	5	0	0	0	0	5	2	2	0	0	0
STAD_TCGA-VQ-A8PS	0	2	4	4	16	2	0	2	0	1	11	4	12	0	1
STAD_TCGA-VQ-A8PT	17	313	281	43	150	169	98	0	85	156	48	9	41	19	4
STAD_TCGA-VQ-A8PU	3	14	0	1	18	6	5	0	6	2	8	7	55	30	1
STAD_TCGA-VQ-A8PX	0	76	114	17	71	6	29	0	151	179	0	0	17	0	30
STAD_TCGA-VQ-A8PY	5	17	11	8	0	2	13	0	6	1	10	4	0	21	16
STAD_TCGA-VQ-A8PZ	0	38	5	4	25	1	0	6	0	9	2	2	2	10	3
STAD_TCGA-VQ-A91A	0	22	14	5	40	7	3	3	3	3	0	7	11	30	9
STAD_TCGA-VQ-A91D	0	701	493	87	441	216	67	29	254	157	0	10	161	0	5
STAD_TCGA-VQ-A91E	1	149	92	27	106	64	17	0	96	260	0	3	11	14	20
STAD_TCGA-VQ-A91K	0	396	160	67	247	145	51	8	27	149	45	13	85	52	24
STAD_TCGA-VQ-A91N	3	26	20	8	12	2	3	0	3	1	6	15	29	13	14
STAD_TCGA-VQ-A91Q	4	12	1	0	23	12	0	2	0	0	5	9	50	11	8
STAD_TCGA-VQ-A91S	2	0	13	15	18	12	9	4	1	6	1	59	43	24	105
STAD_TCGA-VQ-A91U	3	32	20	11	40	0	0	0	0	17	3	9	31	18	5
STAD_TCGA-VQ-A91V	7	18	15	10	0	2	2	14	1	0	15	12	0	8	194
STAD_TCGA-VQ-A91W	3	13	3	1	2	0	0	0	0	0	11	2	4	4	6
STAD_TCGA-VQ-A91X	2	18	29	5	20	3	0	22	0	19	22	4	2	21	88
STAD_TCGA-VQ-A91Y	1	22	4	3	0	3	0	1	2	0	3	4	7	4	2
STAD_TCGA-VQ-A91Z	0	32	0	5	20	9	0	13	0	12	20	10	10	27	13
STAD_TCGA-VQ-A922	6	5	15	11	17	8	0	9	2	17	20	15	43	1	38
STAD_TCGA-VQ-A923	3	33	4	12	15	5	0	0	4	0	6	3	12	29	1
STAD_TCGA-VQ-A924	6	317	91	35	140	203	175	0	87	193	0	8	21	20	27
STAD_TCGA-VQ-A925	0	11	4	9	0	4	2	13	0	9	13	22	26	17	25
STAD_TCGA-VQ-A927	0	8	3	3	6	4	3	5	2	5	0	0	14	2	12
STAD_TCGA-VQ-A928	1	7	6	4	1	8	2	2	0	3	5	4	14	19	0
STAD_TCGA-VQ-A92D	5	18	8	8	21	18	2	2	4	8	12	10	22	20	5
STAD_TCGA-VQ-A94O	0	23	0	6	10	3	0	0	9	0	11	5	2	10	0
STAD_TCGA-VQ-A94P	3	16	0	2	0	2	4	0	0	0	0	8	2	1	62
STAD_TCGA-VQ-A94R	7	39	21	19	20	13	1	11	17	2	58	37	49	26	52
STAD_TCGA-VQ-A94T	4	7	15	7	27	0	0	2	0	4	10	1	2	21	0
STAD_TCGA-VQ-A94U	0	33	13	4	42	0	0	11	0	3	35	6	0	22	24
STAD_TCGA-VQ-AA64	11	11	15	1	5	2	11	0	11	11	15	66	73	53	24
STAD_TCGA-VQ-AA68	3	40	8	1	0	1	1	0	3	6	19	13	7	33	73
STAD_TCGA-VQ-AA69	1	22	11	3	11	0	1	0	1	1	6	5	1	18	0
STAD_TCGA-VQ-AA6A	0	24	2	6	20	4	0	0	7	0	12	2	20	0	25
STAD_TCGA-VQ-AA6B	1	23	15	1	12	2	0	8	0	0	5	6	10	15	2
STAD_TCGA-VQ-AA6D	4	73	380	16	41	10	35	65	46	83	4	29	72	7	45
STAD_TCGA-VQ-AA6F	4	9	11	6	0	0	2	0	5	0	5	6	1	13	0
STAD_TCGA-VQ-AA6G	6	37	10	7	30	4	0	0	7	4	8	0	5	24	24
STAD_TCGA-VQ-AA6I	1	20	21	8	12	1	1	1	0	0	9	9	10	22	11
STAD_TCGA-VQ-AA6J	3	23	14	1	26	0	2	6	0	0	4	8	10	19	60
STAD_TCGA-VQ-AA6K	1	8	7	3	25	0	0	0	0	11	4	3	19	11	0
STAD_TCGA-ZA-A8F6	1	8	3	4	10	3	0	3	0	1	0	10	10	5	0
STAD_TCGA-ZQ-A9CR	0	11	9	8	17	9	0	0	6	5	0	0	22	34	23
