Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
COAD_TCGA-D5-6540	3.63E+00	1.64E+01	1.35E+01	1.99E+01	1.52E+01	1.67E+01	4.24E+00	1.37E+00	1.54E+01
COAD_TCGA-D5-6541	9.80E-01	2.57E+00	8.57E-01	1.52E+00	3.12E+00	1.82E+00	1.04E+00	7.37E-01	3.61E+00
COAD_TCGA-D5-6898	7.86E-01	1.35E+00	1.58E+00	9.66E-01	4.68E+00	4.47E-01	1.19E+00	5.67E-01	4.19E+00
COAD_TCGA-D5-6920	1.62E+00	2.33E+00	8.88E-01	4.04E+00	3.92E+00	1.20E+00	1.27E+00	1.36E+00	3.93E+00
COAD_TCGA-D5-6922	6.23E-01	2.51E+00	2.00E-01	1.93E+00	5.16E+00	2.78E+00	1.61E+00	1.32E+00	5.38E+00
COAD_TCGA-D5-6924	8.72E-01	2.84E+00	1.43E+00	2.51E+00	9.68E+00	1.97E+00	9.94E-01	1.67E+00	1.12E+01
COAD_TCGA-D5-6926	1.55E+00	2.32E+00	1.09E+00	1.32E+00	5.70E+00	1.90E+00	1.70E+00	1.50E+00	6.87E+00
COAD_TCGA-D5-6927	2.76E+00	8.76E+00	7.93E+00	7.34E+00	3.34E+00	5.94E+00	1.01E+01	0.00E+00	1.32E+00
COAD_TCGA-D5-6928	3.42E+00	2.11E+01	1.28E+01	1.47E+01	1.01E+01	1.15E+01	1.31E+01	2.76E+00	7.32E+00
COAD_TCGA-D5-6929	1.45E+00	1.81E+00	3.19E+00	1.13E+00	2.68E+00	2.40E+00	1.69E+00	1.83E+00	5.44E+00
COAD_TCGA-D5-6930	3.14E+00	2.11E+01	8.58E+00	1.78E+01	8.76E+00	1.19E+01	7.00E+00	1.55E+00	8.09E+00
COAD_TCGA-D5-6931	1.96E+00	3.80E+00	1.92E+00	3.00E+00	5.70E+00	9.13E+00	1.19E+01	1.15E+00	1.93E+01
COAD_TCGA-D5-6932	2.12E+00	1.78E+00	3.22E+00	1.33E+00	9.07E+00	2.30E+00	1.84E+00	8.00E-01	1.05E+01
COAD_TCGA-D5-7000	4.23E-01	1.37E+00	1.07E+00	1.93E+00	5.28E+00	2.31E+00	6.83E-01	1.13E+00	5.62E+00
COAD_TCGA-DM-A0X9	1.59E+00	2.12E+00	2.11E+00	2.68E+00	7.84E+00	4.50E+00	1.32E+00	1.50E+00	7.50E+00
COAD_TCGA-DM-A0XD	1.48E+00	3.05E+00	1.65E+00	2.97E+00	5.11E+00	4.17E+00	1.54E+00	1.54E+00	7.53E+00
COAD_TCGA-DM-A0XF	1.93E+00	1.67E+00	1.89E+00	8.84E-01	7.75E+00	2.58E+00	1.01E+00	1.67E+00	9.17E+00
COAD_TCGA-DM-A1D0	1.14E+00	2.52E+00	6.37E-01	1.37E+00	6.68E+00	2.98E+00	1.40E+00	1.16E+00	8.20E+00
COAD_TCGA-DM-A1D4	1.49E+00	3.80E+00	2.43E+00	2.65E+00	5.44E+00	2.06E+00	2.91E+00	5.42E-01	6.14E+00
COAD_TCGA-DM-A1D6	1.12E+00	2.41E+00	2.54E+00	1.88E+00	3.42E+00	1.18E+00	1.09E+00	1.58E+00	3.19E+00
COAD_TCGA-DM-A1D7	9.55E-01	4.10E+00	2.32E+00	2.38E+00	1.05E+01	4.00E+00	6.67E-01	1.05E+00	1.13E+01
COAD_TCGA-DM-A1D8	1.34E+00	2.94E+00	1.53E+00	6.05E-01	1.32E+01	2.19E+00	1.95E+00	1.44E+00	1.29E+01
COAD_TCGA-DM-A1D9	1.03E+00	2.34E+00	1.33E+00	2.54E+00	9.81E+00	1.88E+00	1.45E+00	1.77E+00	1.13E+01
COAD_TCGA-DM-A1DA	1.26E+00	2.98E+00	4.41E+00	3.77E+00	2.10E+01	4.47E+00	1.75E+00	9.43E-01	2.44E+01
COAD_TCGA-DM-A1DB	1.19E+00	2.39E+00	1.77E+00	3.96E-01	2.33E+00	9.98E-01	1.40E+00	1.14E+00	2.40E+00
COAD_TCGA-DM-A1HA	1.10E+00	2.62E+00	1.00E-01	2.61E+00	9.64E+00	1.64E+00	1.29E+00	1.55E+00	8.80E+00
COAD_TCGA-DM-A1HB	2.58E+00	9.31E+00	1.68E+01	1.37E+01	1.28E+01	8.27E+00	1.07E+01	7.31E-01	1.35E+01
COAD_TCGA-DM-A280	1.81E+00	1.71E+00	0.00E+00	2.82E+00	2.72E+00	2.37E+00	4.79E+00	1.73E+00	5.76E+00
COAD_TCGA-DM-A282	1.61E+00	2.91E+00	1.99E+00	0.00E+00	3.19E+00	2.96E+00	1.33E+00	1.47E+00	4.58E+00
COAD_TCGA-DM-A285	1.57E+00	3.35E+00	1.22E+00	2.16E+00	1.38E+01	3.06E+00	2.23E+00	6.74E-01	1.33E+01
COAD_TCGA-DM-A288	1.25E+00	1.64E+00	1.71E+00	1.75E+00	4.30E+00	2.03E+00	1.05E+00	1.14E+00	4.90E+00
COAD_TCGA-DM-A28A	1.97E+00	2.95E+00	2.94E+00	1.12E+00	7.68E+00	1.46E+00	1.72E+00	1.39E+00	6.33E+00
COAD_TCGA-DM-A28C	1.11E+00	2.87E+00	2.04E+00	1.67E+00	6.30E+00	6.00E-01	8.54E-01	1.32E+00	5.96E+00
COAD_TCGA-DM-A28E	6.05E-01	2.67E+00	9.45E-01	1.95E+00	3.22E+00	2.00E-01	1.77E+00	1.39E+00	2.38E+00
COAD_TCGA-DM-A28F	2.37E+00	3.85E+00	1.97E+00	3.30E+00	1.34E+01	2.03E+00	4.43E+00	2.01E+00	1.38E+01
COAD_TCGA-DM-A28G	8.70E-01	3.21E+00	3.41E+00	2.66E+00	3.99E+00	4.15E+00	1.28E+00	8.47E-01	3.40E+00
COAD_TCGA-DM-A28H	2.46E+00	3.67E+00	2.24E+00	3.42E+00	4.53E+00	1.37E+00	2.41E+00	1.08E+00	7.70E+00
COAD_TCGA-DM-A28K	6.74E-01	2.21E+00	2.38E+00	1.42E+00	3.53E+00	2.39E+00	9.66E-01	1.11E+00	3.19E+00
COAD_TCGA-DM-A28M	1.41E+00	1.83E+00	4.01E-01	1.36E+00	3.06E+00	1.52E+00	1.75E+00	8.33E-01	2.93E+00
COAD_TCGA-F4-6459	1.72E+00	1.83E+00	2.14E+00	4.27E-01	4.64E+00	1.67E+00	1.19E+00	1.71E+00	4.82E+00
COAD_TCGA-F4-6460	2.09E+00	2.03E+00	2.22E+00	2.48E+00	8.72E+00	3.88E+00	1.89E+00	9.66E-01	9.69E+00
COAD_TCGA-F4-6461	1.67E+00	2.40E+00	3.03E+00	3.23E+00	5.36E+00	5.11E+00	1.84E+00	1.17E+00	6.09E+00
COAD_TCGA-F4-6463	9.46E-01	1.66E+00	1.41E+00	2.49E+00	1.43E+00	1.08E+00	4.01E-01	6.05E-01	1.61E+00
COAD_TCGA-F4-6569	2.26E+00	2.73E+00	5.17E-01	2.01E+00	4.89E+00	2.18E+00	3.07E+00	1.15E+00	5.65E+00
COAD_TCGA-F4-6570	3.28E+00	1.59E+01	1.04E+01	1.66E+01	1.18E+01	1.49E+01	8.79E+00	2.49E+00	1.82E+01
COAD_TCGA-F4-6703	2.46E+00	6.88E+00	7.61E+00	8.19E+00	8.37E+00	4.51E+00	4.32E+00	1.72E+00	8.19E+00
COAD_TCGA-F4-6704	1.25E+00	3.64E+00	2.66E+00	2.91E+00	3.67E+00	6.53E-01	1.23E+00	5.16E-01	4.70E+00
COAD_TCGA-F4-6805	8.36E-01	2.24E+00	1.38E+00	1.19E+00	3.69E+00	8.06E-01	1.87E+00	3.27E-01	3.09E+00
COAD_TCGA-F4-6806	1.13E+00	2.29E+00	2.13E+00	1.93E+00	3.49E+00	2.44E+00	2.40E+00	9.83E-01	3.75E+00
COAD_TCGA-F4-6807	1.28E+00	2.41E+00	3.43E+00	9.07E-01	1.33E+01	3.90E+00	9.66E-01	1.51E+00	1.36E+01
COAD_TCGA-F4-6808	1.55E+00	2.83E+00	1.73E+00	2.06E+00	6.13E+00	2.99E+00	1.28E+00	5.12E-01	5.89E+00
COAD_TCGA-F4-6809	1.95E+00	2.24E+00	2.88E+00	2.23E+00	1.19E+01	2.39E+00	2.71E+00	1.85E+00	9.88E+00
COAD_TCGA-F4-6854	7.03E-01	2.05E+00	2.55E+00	1.95E+00	5.53E+00	3.83E+00	1.16E+00	1.54E+00	7.25E+00
COAD_TCGA-F4-6855	1.07E+00	2.43E+00	1.75E+00	1.74E+00	8.10E+00	1.89E+00	7.16E-01	1.14E+00	6.96E+00
COAD_TCGA-F4-6856	1.96E+00	1.91E+01	1.00E+01	2.54E+01	7.10E+00	7.27E+00	1.49E+01	8.97E-01	9.86E+00
COAD_TCGA-G4-6293	9.89E-01	3.81E+00	2.10E+00	2.63E+00	4.08E+00	6.00E+00	1.07E+00	1.62E+00	6.23E+00
COAD_TCGA-G4-6294	4.76E-01	2.47E+00	2.32E+00	2.61E+00	1.32E+01	1.61E+00	1.55E+00	1.00E+00	1.46E+01
COAD_TCGA-G4-6295	1.84E+00	2.78E+00	1.95E+00	2.19E+00	1.10E+01	3.89E+00	9.34E-01	1.36E+00	1.18E+01
COAD_TCGA-G4-6297	2.13E+00	2.08E+00	3.57E+00	1.23E+00	2.34E+00	2.35E+00	2.13E-01	6.71E-01	2.72E+00
COAD_TCGA-G4-6298	1.71E+00	1.48E+00	6.29E-01	1.16E+00	3.46E+00	2.95E+00	2.67E-01	0.00E+00	1.37E+00
COAD_TCGA-G4-6299	1.06E+00	3.22E+00	1.99E+00	1.67E+00	9.64E+00	2.60E+00	2.37E+00	2.19E+00	1.18E+01
COAD_TCGA-G4-6302	4.34E+00	1.26E+01	3.96E+00	1.05E+01	9.09E+00	7.64E+00	5.79E+00	1.80E+00	7.92E+00
COAD_TCGA-G4-6303	2.15E+00	3.12E+00	2.71E+00	2.02E+00	2.18E+00	0.00E+00	1.63E-01	7.00E-01	3.08E+00
COAD_TCGA-G4-6304	1.72E+00	1.12E+01	7.99E+00	1.35E+01	6.38E+00	7.22E+00	1.19E+01	8.94E-01	8.15E+00
COAD_TCGA-G4-6306	1.95E+00	2.88E+00	1.69E+00	1.84E+00	3.33E+00	1.69E+00	2.00E+00	8.23E-01	2.44E+00
COAD_TCGA-G4-6307	1.23E+00	2.00E+00	1.45E+00	2.36E+00	4.35E+00	1.15E+00	1.69E+00	1.59E+00	4.50E+00
COAD_TCGA-G4-6309	1.05E+00	9.40E+00	8.10E+00	7.75E+00	3.21E+00	5.52E+00	4.37E+00	0.00E+00	2.23E+00
COAD_TCGA-G4-6310	1.40E+00	2.60E+00	1.13E+00	2.06E+00	3.62E+00	3.34E+00	6.29E-01	1.29E+00	4.06E+00
COAD_TCGA-G4-6311	2.14E+00	2.74E+00	1.99E+00	1.53E+00	7.88E+00	2.44E+00	1.48E+00	9.43E-01	9.59E+00
COAD_TCGA-G4-6314	2.99E+00	2.06E+00	1.00E-01	2.64E+00	6.03E+00	2.94E+00	1.41E+00	2.36E+00	4.77E+00
COAD_TCGA-G4-6315	1.13E+00	3.51E+00	0.00E+00	3.15E+00	7.86E+00	2.80E+00	1.41E+00	1.27E+00	7.12E+00
COAD_TCGA-G4-6317	8.70E-01	2.91E+00	1.84E+00	2.52E+00	3.71E+00	3.37E+00	1.50E+00	1.07E+00	2.96E+00
COAD_TCGA-G4-6320	2.45E+00	9.82E+00	8.96E+00	8.64E+00	1.65E+01	1.71E+01	5.43E+00	1.87E+00	1.58E+01
COAD_TCGA-G4-6321	1.65E+00	2.65E+00	1.48E+00	1.51E+00	2.80E+00	3.33E+00	0.00E+00	6.83E-01	3.56E+00
COAD_TCGA-G4-6322	1.78E+00	2.64E+00	7.22E-01	1.61E+00	4.32E+00	3.98E+00	1.29E+00	1.19E+00	2.98E+00
COAD_TCGA-G4-6323	1.33E+00	2.56E+00	5.37E-01	2.57E+00	3.27E+00	1.70E+00	1.88E+00	1.17E+00	3.82E+00
COAD_TCGA-G4-6586	2.61E+00	1.04E+01	1.02E+01	1.30E+01	9.04E+00	8.20E+00	5.64E+00	1.27E+00	7.99E+00
COAD_TCGA-G4-6588	2.37E+00	2.16E+01	1.95E+01	2.41E+01	1.04E+01	1.68E+01	2.44E+01	1.17E+00	9.41E+00
COAD_TCGA-G4-6625	6.05E-01	1.56E+00	2.46E+00	8.56E-01	7.75E+00	1.52E+00	1.16E+00	8.33E-01	8.76E+00
COAD_TCGA-G4-6626	0.00E+00	2.55E+00	8.94E-01	1.95E+00	6.43E+00	1.50E+00	1.31E+00	1.53E+00	6.50E+00
COAD_TCGA-G4-6627	6.96E-01	1.51E+00	1.58E+00	2.45E+00	2.63E+00	2.42E+00	2.05E+00	1.05E+00	4.65E+00
COAD_TCGA-G4-6628	3.70E+00	2.48E+01	9.47E+00	1.51E+01	2.08E+01	2.44E+01	6.99E+00	8.67E-01	9.91E+00
COAD_TCGA-NH-A50T	1.88E+00	3.38E+00	9.89E-01	3.11E+00	4.69E+00	2.48E+00	1.10E+00	9.29E-01	5.26E+00
COAD_TCGA-NH-A50U	1.48E+00	1.94E+00	2.45E+00	4.82E-01	2.01E+00	1.71E+00	1.67E+00	1.46E+00	2.50E+00
COAD_TCGA-NH-A50V	1.30E+00	4.36E+00	6.80E-01	3.61E+00	6.93E+00	2.97E+00	1.11E+00	1.01E+00	7.54E+00
COAD_TCGA-NH-A5IV	2.78E+00	1.84E+01	1.54E+01	4.01E+01	1.24E+01	1.36E+01	2.18E+01	1.72E+00	8.89E+00
COAD_TCGA-NH-A6GA	2.36E+00	2.61E+00	4.48E-01	1.31E+00	3.90E+00	2.15E+00	6.05E-01	1.75E+00	4.50E+00
COAD_TCGA-NH-A6GB	1.72E+00	3.10E+00	2.74E+00	3.12E+00	6.02E+00	5.55E+00	1.65E+00	7.63E-01	8.69E+00
COAD_TCGA-NH-A6GC	1.35E+00	2.52E+00	7.31E-01	6.00E-01	7.21E+00	1.73E+00	8.00E-01	1.61E+00	8.01E+00
COAD_TCGA-NH-A8F7	1.77E+00	3.45E+00	7.00E-01	1.96E+00	8.01E+00	2.20E+00	8.17E-01	1.22E+00	9.09E+00
COAD_TCGA-NH-A8F8	9.78E-01	2.02E+00	1.85E+00	1.64E+00	6.00E+00	3.71E+00	5.04E-01	9.07E-01	6.60E+00
COAD_TCGA-QG-A5YV	1.77E+00	3.63E+00	2.30E+00	2.60E+00	7.47E+00	1.54E+00	1.16E+00	1.17E+00	8.02E+00
COAD_TCGA-QG-A5YW	2.64E+00	2.91E+00	2.62E+00	3.66E+00	9.46E+00	1.10E+00	1.27E+00	1.17E+00	8.02E+00
COAD_TCGA-QG-A5YX	6.36E-01	1.97E+00	1.35E+00	3.06E-01	2.56E+00	1.61E+00	0.00E+00	8.88E-01	2.95E+00
COAD_TCGA-QG-A5Z1	1.94E+00	3.26E+00	7.22E-01	2.49E+00	3.02E+00	1.77E+00	1.20E+00	4.82E-01	2.24E+00
COAD_TCGA-QG-A5Z2	2.69E+00	1.63E+01	6.35E+00	1.48E+01	1.10E+01	4.59E+00	8.69E+00	8.85E-01	9.69E+00
COAD_TCGA-QL-A97D	1.94E+00	4.44E+00	8.23E-01	2.72E+00	1.48E+01	3.27E+00	2.58E+00	1.65E+00	1.53E+01
COAD_TCGA-RU-A8FL	5.12E-01	3.68E+00	2.85E+00	4.13E+00	1.02E+01	3.30E+00	1.74E+00	1.17E+00	1.16E+01
COAD_TCGA-SS-A7HO	1.07E+00	2.83E+00	2.20E+00	2.95E+00	1.19E+01	4.60E+00	0.00E+00	7.72E-01	1.34E+01
COAD_TCGA-T9-A92H	1.59E+00	3.76E+00	3.13E+00	2.89E+00	9.10E+00	5.18E+00	2.44E+00	2.05E+00	1.29E+01
COAD_TCGA-WS-AB45	1.87E+00	2.25E+01	1.66E+01	2.18E+01	1.77E+00	1.30E+01	1.47E+01	1.54E+00	9.18E+00
UCEC_TCGA-2E-A9G8	8.85E-01	2.00E+00	1.05E+00	1.51E+00	6.99E+00	0.00E+00	6.96E-01	1.36E+00	7.16E+00
UCEC_TCGA-4E-A92E	1.22E+00	2.09E+00	1.37E+00	9.34E-01	3.46E+00	3.73E+00	1.38E+00	4.48E+00	4.05E+00
UCEC_TCGA-5B-A90C	1.63E+00	1.71E+00	1.71E+00	1.57E+00	3.65E+00	2.02E+00	1.00E-01	4.16E-01	3.53E+00
UCEC_TCGA-5S-A9Q8	1.40E+00	1.78E+00	1.40E+00	1.79E+00	1.77E+00	1.28E+00	7.00E-01	4.33E-01	2.13E+00
UCEC_TCGA-A5-A0G1	1.06E+02	9.94E+01	7.34E+01	3.79E+02	4.76E+02	4.82E+02	3.95E+01	3.63E+00	1.16E+02
UCEC_TCGA-A5-A0GQ	4.52E-01	1.96E+00	1.16E+00	5.93E-01	3.49E+00	1.85E+00	6.71E-01	1.25E+00	3.89E+00
UCEC_TCGA-A5-A0R6	0.00E+00	1.09E+00	9.40E-01	1.00E-01	3.41E+00	2.29E+00	0.00E+00	9.75E-01	3.27E+00
UCEC_TCGA-A5-A0R7	8.92E-01	1.71E+00	2.09E+00	1.59E+00	5.22E+00	1.20E+00	1.60E+00	5.00E-01	6.89E+00
UCEC_TCGA-A5-A0R8	3.96E-01	1.25E+00	1.16E+00	3.00E-01	3.48E+00	2.84E+00	8.95E-01	1.02E+00	4.22E+00
UCEC_TCGA-A5-A0R9	7.02E-01	1.39E+00	1.11E+00	4.76E-01	2.54E+00	1.10E+00	8.03E-01	5.62E-01	1.87E+00
UCEC_TCGA-A5-A0RA	0.00E+00	2.41E+00	6.67E-01	1.34E+00	3.24E+00	1.03E+00	1.64E+00	9.43E-01	3.14E+00
UCEC_TCGA-A5-A0VO	4.67E-01	1.58E+00	1.50E+00	1.40E+00	2.70E+00	1.98E+00	7.49E-01	1.85E+00	2.78E+00
UCEC_TCGA-A5-A0VP	1.22E+00	1.67E+01	1.60E+01	2.26E+01	1.13E+01	5.19E+00	1.18E+01	1.74E+00	5.70E+00
UCEC_TCGA-A5-A0VQ	1.40E+00	5.91E+00	6.63E+00	5.17E+00	5.61E+00	8.04E+00	1.54E+00	9.55E-01	2.37E+00
UCEC_TCGA-A5-A1OF	1.10E+02	8.26E+01	8.19E+01	4.02E+02	4.33E+02	4.81E+02	3.29E+01	1.71E+00	9.54E+01
UCEC_TCGA-A5-A1OG	7.30E-01	1.19E+00	1.20E+00	1.01E+00	1.80E+00	1.09E+00	1.24E+00	8.88E-01	1.26E+00
UCEC_TCGA-A5-A1OH	0.00E+00	2.43E+00	1.36E+00	1.08E+00	1.03E+01	6.36E+00	1.85E+00	2.71E+00	9.84E+00
UCEC_TCGA-A5-A1OJ	9.91E-01	1.84E+00	1.49E+00	1.38E+00	1.63E+00	0.00E+00	8.43E-01	9.89E-01	2.80E+00
UCEC_TCGA-A5-A1OK	8.14E-01	8.30E-01	1.65E+00	2.03E+00	3.21E+00	3.13E+00	0.00E+00	7.64E-01	2.53E+00
UCEC_TCGA-A5-A2K2	1.38E+00	1.89E+00	2.26E+00	2.18E+00	8.48E+00	2.40E+00	7.49E-01	2.26E+00	7.88E+00
UCEC_TCGA-A5-A2K3	1.89E+00	1.54E+01	5.61E+00	1.56E+01	2.04E+01	1.19E+01	6.24E+00	0.00E+00	3.46E+00
UCEC_TCGA-A5-A2K4	4.96E-01	1.32E+00	9.75E-01	4.23E-01	2.05E+00	6.18E-01	8.20E-01	0.00E+00	3.19E+00
UCEC_TCGA-A5-A2K5	6.01E+02	3.19E+01	7.60E+00	3.11E+01	5.94E+02	3.98E+01	2.10E+01	2.86E+00	3.51E+02
UCEC_TCGA-A5-A2K7	1.55E+00	8.31E+00	7.36E+00	5.51E+00	1.17E+01	6.73E+00	4.64E+00	1.45E+00	2.90E+00
UCEC_TCGA-A5-A3LO	6.80E-01	9.21E-01	1.19E+00	1.65E+00	1.43E+00	1.09E+00	1.01E+00	7.02E-01	7.90E-01
UCEC_TCGA-A5-A3LP	5.00E-01	2.14E+00	2.22E+00	2.18E+00	2.16E+00	2.49E+00	0.00E+00	1.23E+00	1.64E+00
UCEC_TCGA-A5-A7WK	1.04E+00	1.28E+00	3.06E-01	5.39E-01	4.97E+00	0.00E+00	1.24E+00	1.54E+00	5.60E+00
UCEC_TCGA-A5-AB3J	3.06E-01	1.70E+00	0.00E+00	1.78E+00	2.15E+00	4.01E-01	1.25E+00	9.40E-01	1.72E+00
UCEC_TCGA-AJ-A23M	4.96E-01	1.15E+00	1.52E+00	1.16E+00	8.38E+00	7.42E-01	1.56E+00	1.72E+00	8.09E+00
UCEC_TCGA-AJ-A23N	1.38E+00	1.44E+00	1.19E+00	8.94E-01	3.30E+00	5.00E-01	5.77E-01	1.17E+00	4.22E+00
UCEC_TCGA-AJ-A23O	3.86E+00	5.87E+00	8.62E+00	8.36E+00	4.43E+01	7.50E+00	8.13E+00	9.55E-01	3.76E+01
UCEC_TCGA-AJ-A2QK	1.05E+00	2.15E+00	2.30E+00	4.01E-01	5.74E+00	0.00E+00	1.71E+00	1.15E+00	6.54E+00
UCEC_TCGA-AJ-A2QL	5.59E-01	2.01E+00	5.00E-01	1.62E+00	2.43E+00	0.00E+00	6.18E-01	7.92E-01	2.56E+00
UCEC_TCGA-AJ-A2QM	7.34E-01	2.67E+00	1.73E+00	5.00E-01	3.30E+00	8.23E-01	1.12E+00	3.30E+00	3.43E+00
UCEC_TCGA-AJ-A2QN	4.58E-01	2.31E+00	3.06E-01	2.54E+00	3.50E+00	1.40E+00	6.86E-01	5.37E-01	3.75E+00
UCEC_TCGA-AJ-A2QO	2.55E+00	1.11E+01	8.07E+00	7.75E+00	6.65E+00	6.91E+00	9.86E+00	2.99E+00	9.20E+00
UCEC_TCGA-AJ-A3BD	1.07E+00	2.60E+00	1.35E+00	2.42E+00	3.87E+00	1.06E+00	1.94E+00	1.27E+00	3.25E+00
UCEC_TCGA-AJ-A3BF	3.35E-01	1.39E+00	8.56E-01	8.31E-01	2.10E+00	8.97E-01	6.36E-01	0.00E+00	3.09E+00
UCEC_TCGA-AJ-A3BG	1.30E+00	1.30E+01	7.21E+00	1.20E+01	9.63E+00	5.62E+00	9.80E+00	1.11E+00	4.29E+00
UCEC_TCGA-AJ-A3BH	5.30E+00	3.61E+01	1.85E+01	2.09E+01	4.15E+01	3.95E+01	1.29E+01	1.00E-01	4.21E+00
UCEC_TCGA-AJ-A3BI	3.27E-01	1.03E+00	1.31E+00	1.29E+00	4.06E+00	8.16E-01	1.05E+00	4.53E-01	4.19E+00
UCEC_TCGA-AJ-A3BK	7.22E-01	1.63E+00	1.50E+00	1.30E+00	3.10E+00	2.20E+00	4.58E-01	7.95E-01	3.74E+00
UCEC_TCGA-AJ-A3EJ	1.10E+00	1.60E+00	1.13E+00	1.24E+00	5.00E+00	1.97E+00	5.62E-01	4.77E-01	4.81E+00
UCEC_TCGA-AJ-A3EK	1.00E+02	6.42E+01	2.54E+01	1.52E+02	3.26E+02	2.21E+02	1.59E+01	5.35E+00	8.18E+01
UCEC_TCGA-AJ-A3EL	4.86E+02	4.76E+01	1.83E+01	1.84E+01	4.83E+02	6.54E+01	3.30E+01	2.93E+00	3.26E+02
UCEC_TCGA-AJ-A3EM	7.06E-01	1.41E+00	1.40E+00	1.61E+00	6.81E+00	7.37E-01	1.81E+00	5.12E-01	8.01E+00
UCEC_TCGA-AJ-A3I9	8.30E-01	6.80E-01	1.85E+00	1.79E+00	1.05E+00	8.09E-01	1.61E+00	5.21E-01	1.29E+00
UCEC_TCGA-AJ-A3IA	1.26E+00	1.00E+00	4.56E+00	2.60E+00	2.54E+01	2.88E+00	2.97E+00	2.50E+00	2.59E+01
UCEC_TCGA-AJ-A3NF	5.86E-01	1.40E+00	4.27E-01	1.54E+00	3.29E+00	1.21E+00	1.00E-01	1.70E+00	2.26E+00
UCEC_TCGA-AJ-A3NG	2.00E-01	2.61E+00	9.98E-01	2.14E+00	3.21E+00	2.67E+00	1.67E+00	7.81E-01	3.85E+00
UCEC_TCGA-AJ-A3OJ	9.45E-01	9.60E+00	8.25E+00	8.11E+00	7.83E+00	5.95E+00	6.51E+00	2.04E+00	6.25E+00
UCEC_TCGA-AJ-A3OK	1.38E+00	6.88E+00	5.77E+00	4.19E+00	3.05E+00	0.00E+00	3.27E+00	0.00E+00	1.11E+00
UCEC_TCGA-AJ-A3OL	0.00E+00	4.54E+00	4.57E+00	4.28E+00	3.20E+00	2.89E+00	2.89E+00	5.62E-01	2.72E+00
UCEC_TCGA-AJ-A3QS	1.97E+00	2.45E+00	1.01E+00	2.25E+00	3.38E+00	8.03E-01	6.40E-01	3.69E+00	2.97E+00
UCEC_TCGA-AJ-A3TW	1.08E+00	2.01E+00	1.63E+00	1.73E+00	3.95E+00	1.11E+00	1.48E+00	2.34E+00	3.45E+00
UCEC_TCGA-AJ-A5DV	7.81E-01	2.55E+00	1.74E+00	1.27E+00	4.01E+00	1.75E+00	2.00E-01	1.36E+00	3.14E+00
UCEC_TCGA-AJ-A5DW	1.94E+02	1.12E+01	6.42E+00	1.03E+01	1.88E+02	4.51E+01	8.18E+00	1.26E+00	1.30E+02
UCEC_TCGA-AJ-A6NU	1.47E+00	1.73E+00	7.37E-01	8.75E-01	3.12E+00	1.79E+00	6.57E-01	1.53E+00	4.01E+00
UCEC_TCGA-AJ-A8CT	7.46E-01	4.01E+00	4.97E+00	5.63E+00	3.13E+00	3.29E+00	3.03E+00	1.20E+00	1.69E+00
UCEC_TCGA-AJ-A8CV	8.27E-01	3.72E+00	5.46E+00	4.43E+00	5.08E+00	3.58E+00	3.84E+00	1.18E+00	2.63E+00
UCEC_TCGA-AJ-A8CW	3.64E+00	6.37E+00	8.26E+00	1.01E+01	7.26E+00	5.16E+00	8.31E+00	2.21E+00	6.00E+00
UCEC_TCGA-AP-A059	1.12E+02	9.83E+01	9.17E+01	4.76E+02	5.59E+02	5.89E+02	5.40E+00	1.65E+00	8.79E+01
UCEC_TCGA-AP-A0LE	1.10E+00	5.90E+00	8.15E+00	5.52E+00	4.83E+00	4.39E+00	6.74E+00	1.00E+00	4.34E+00
UCEC_TCGA-AP-A0LF	1.13E+00	3.23E+00	0.00E+00	1.83E+00	1.18E+01	2.11E+00	1.11E+00	3.05E+00	1.19E+01
UCEC_TCGA-AP-A0LL	1.17E+00	2.28E+00	0.00E+00	1.64E+00	2.51E+00	2.25E+00	7.86E-01	1.34E+00	5.93E-01
UCEC_TCGA-AP-A0LM	4.68E+02	8.96E+01	1.94E+01	9.12E+01	4.21E+02	1.65E+02	4.18E+01	2.63E+00	4.58E+02
UCEC_TCGA-AP-A0LP	8.98E-01	4.40E+00	4.44E+00	5.40E+00	4.49E+00	2.08E+00	3.06E+00	1.52E+00	3.08E+00
UCEC_TCGA-AP-A0LQ	0.00E+00	1.87E+00	1.19E+00	0.00E+00	3.28E+00	1.97E+00	1.55E+00	6.86E-01	2.33E+00
UCEC_TCGA-AP-A0LS	1.91E+00	4.63E+00	6.05E+00	6.39E+00	4.31E+00	4.17E+00	6.35E+00	6.84E-01	6.55E+00
UCEC_TCGA-AP-A1DH	2.24E+00	4.45E+00	6.35E+00	8.12E+00	4.29E+00	5.96E+00	5.21E+00	1.14E+00	5.05E+00
UCEC_TCGA-AP-A1DK	2.91E+01	9.32E+01	9.73E+01	1.02E+02	4.67E+02	2.83E+02	7.48E+01	0.00E+00	1.96E+01
UCEC_TCGA-AP-A1DM	1.73E+00	5.93E+00	5.31E+00	5.64E+00	5.84E+00	5.70E+00	3.37E+00	2.69E+00	5.60E+00
UCEC_TCGA-AP-A1DO	2.67E+00	5.47E+00	9.42E+00	7.72E+00	6.65E+00	6.57E+00	6.32E+00	1.83E+00	1.27E+01
