Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
RNF168_dirichlet_train_fold1.31	0.9999999999999996	0.82	0.672	67.2%	0.093	57.77%	0.38661	0.679
RNF168_dirichlet_train_fold1.32	0.9999999999999996	0.818	0.723	72.3%	0.098	57.945%	0.43615	0.696
RNF168_dirichlet_train_fold1.33	0.9999999999999996	0.765	0.753	75.3%	0.108	64.446%	0.55488	0.586
RNF168_dirichlet_train_fold1.34	0.9999999999999996	0.807	0.698	69.8%	0.105	59.222%	0.43825	0.691
EXO1_dirichlet_train_fold1.33	0.9999999999999954	0.747	0.727	72.7%	0.103	66.991%	0.45707	0.484
RNF168_dirichlet_train_fold1.35	0.9999999999999996	0.736	0.764	76.4%	0.114	67.488%	0.53193	0.529
EXO1_dirichlet_train_fold1.34	0.9999999999999958	0.734	0.715	71.5%	0.102	68.373%	0.43393	0.419
EXO1_dirichlet_train_fold1.35	0.9999999999999952	0.659	0.838	83.8%	0.125	75.527%	0.6237	0.339
RNF168_dirichlet_train_fold1.36	0.9999999999999996	0.761	0.725	72.5%	0.101	65.34%	0.45454	0.515
RNF168_dirichlet_train_fold1.37	0.9999999999999996	0.733	0.761	76.1%	0.116	69.814%	0.5082	0.537
EXO1_dirichlet_train_fold1.36	0.9999999999999953	0.73	0.767	76.7%	0.113	68.2%	0.50682	0.497
EXO1_dirichlet_train_fold1.37	0.9999999999999956	0.71	0.832	83.2%	0.114	70.393%	0.55883	0.436
EXO1_dirichlet_train_fold1.38	0.999999999999995	0.704	0.781	78.1%	0.111	71.058%	0.4774	0.378
EXO1_dirichlet_train_fold1.39	0.9999999999999958	0.741	0.701	70.1%	0.104	67.231%	0.42749	0.465
EXO1_dirichlet_train_fold1.40	0.9999999999999951	0.733	0.735	73.5%	0.111	68.326%	0.4728	0.492
EXO1_dirichlet_train_fold1.41	0.9999999999999957	0.74	0.747	74.7%	0.104	68.604%	0.54999	0.467
RNF168_dirichlet_train_fold1.38	0.9999999999999996	0.682	0.873	87.3%	0.122	73.927%	0.64519	0.401
EXO1_dirichlet_train_fold1.42	0.9999999999999958	0.697	0.754	75.4%	0.112	72.738%	0.54778	0.356
RNF168_dirichlet_train_fold1.39	0.9999999999999996	0.837	0.646	64.6%	0.087	54.594%	0.39606	0.701
RNF168_dirichlet_train_fold1.40	0.9999999999999994	0.844	0.595	59.5%	0.084	53.619%	0.35005	0.708
EXO1_dirichlet_train_fold1.43	0.9999999999999948	0.805	0.613	61.3%	0.092	59.538%	0.34202	0.614
EXO1_dirichlet_train_fold1.44	0.9999999999999958	0.792	0.678	67.8%	0.095	61.291%	0.40848	0.588
RNF168_dirichlet_train_fold1.41	0.9999999999999996	0.744	0.737	73.7%	0.108	66.763%	0.47406	0.509
RNF168_dirichlet_train_fold1.42	0.9999999999999994	0.804	0.719	71.9%	0.103	59.625%	0.50567	0.676
RNF168_dirichlet_train_fold1.43	0.9999999999999996	0.736	0.8	80.0%	0.113	68.826%	0.56456	0.529
RNF168_dirichlet_train_fold1.44	0.9999999999999997	0.851	0.632	63.2%	0.088	52.543%	0.35003	0.75
EXO1_dirichlet_train_fold1.45	0.9999999999999958	0.665	0.788	78.8%	0.124	75.594%	0.52254	0.346
EXO1_dirichlet_train_fold1.46	0.9999999999999954	0.678	0.818	81.8%	0.12	75.276%	0.58895	0.376
RNF168_dirichlet_train_fold1.45	0.9999999999999996	0.776	0.735	73.5%	0.105	63.044%	0.49249	0.609
