Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
MSH6_boot.33	0.9999999999999958	0.986	0.196	19.6%	0.032	17.003%	0.04629	0.98
MSH6_boot.34	0.999999999999997	0.982	0.228	22.8%	0.035	18.6%	0.06634	0.975
MSH6_boot.35	0.9999999999999964	0.972	0.291	29.1%	0.047	23.547%	0.0959	0.963
MSH6_boot.36	0.999999999999996	0.985	0.199	19.9%	0.031	17.268%	0.05201	0.978
MSH6_boot.37	0.9999999999999958	0.986	0.195	19.5%	0.031	17.016%	0.04257	0.979
MSH6_boot.38	0.9999999999999961	0.986	0.187	18.7%	0.031	16.957%	0.04992	0.98
MSH6_boot.39	0.9999999999999958	0.988	0.19	19.0%	0.028	15.069%	0.04653	0.983
MSH6_boot.40	0.9999999999999964	0.985	0.217	21.7%	0.032	17.377%	0.06596	0.978
MSH6_boot.41	0.9999999999999956	0.988	0.191	19.1%	0.027	15.012%	0.05282	0.983
MSH6_boot.42	0.9999999999999973	0.97	0.25	25.0%	0.045	24.445%	0.07237	0.957
MSH6_boot.43	0.9999999999999957	0.989	0.176	17.6%	0.028	15.041%	0.04344	0.984
MSH6_boot.44	0.9999999999999956	0.989	0.185	18.5%	0.027	14.735%	0.0452	0.984
MSH6_boot.45	0.9999999999999968	0.982	0.209	20.9%	0.035	19.054%	0.0685	0.974
MSH6_boot.46	0.9999999999999967	0.98	0.221	22.1%	0.036	19.771%	0.05877	0.971
MSH6_boot.47	0.9999999999999971	0.984	0.207	20.7%	0.033	17.82%	0.05906	0.976
MSH6_boot.48	0.9999999999999963	0.981	0.217	21.7%	0.036	19.233%	0.05984	0.973
MSH6_boot.49	0.9999999999999961	0.987	0.191	19.1%	0.03	16.208%	0.0492	0.981
MSH6_boot.50	0.9999999999999964	0.98	0.221	22.1%	0.036	19.906%	0.06521	0.971
MSH6_boot.51	0.9999999999999969	0.976	0.23	23.0%	0.04	21.873%	0.07961	0.965
MSH6_boot.52	0.9999999999999964	0.982	0.237	23.7%	0.035	18.832%	0.06589	0.974
MSH6_boot.53	0.9999999999999964	0.983	0.241	24.1%	0.034	18.29%	0.07449	0.975
MSH6_boot.54	0.999999999999996	0.984	0.204	20.4%	0.033	18.047%	0.04909	0.977
MSH6_boot.55	0.9999999999999968	0.975	0.254	25.4%	0.041	22.422%	0.07449	0.963
MSH6_boot.56	0.9999999999999958	0.985	0.194	19.4%	0.031	17.241%	0.04871	0.978
