Samples	SBS96A	SBS96B	SBS96C
MSH6_1_multinomial_train1.12	2.20E-03	9.79E-03	7.69E-04
MSH6_0_multinomial_train1.6	0.00E+00	1.02E-02	0.00E+00
MSH6_0_multinomial_train1.7	0.00E+00	9.50E-03	2.93E-107
MSH2_0_multinomial_train1.8	5.58E-03	1.29E-02	2.43E-03
MLH1_0_multinomial_train1.12	0.00E+00	1.02E-02	1.31E-80
PMS1_0_multinomial_train1.14	8.80E-02	4.66E-02	6.23E-02
MSH6_0_multinomial_train1.8	1.54E-03	1.02E-02	3.66E-04
MSH6_0_multinomial_train1.9	2.06E-03	1.03E-02	4.68E-05
MLH1_0_multinomial_train1.13	0.00E+00	1.08E-02	0.00E+00
MSH2_0_multinomial_train1.9	4.55E-03	1.13E-02	7.22E-19
MLH1_0_multinomial_train1.14	0.00E+00	1.15E-02	0.00E+00
PMS2_0_multinomial_train1.5	3.22E-02	3.08E-02	1.23E-120
PMS1_0_multinomial_train1.15	9.05E-02	4.44E-02	6.92E-02
MLH1_0_multinomial_train1.15	0.00E+00	9.96E-03	0.00E+00
MLH1_0_multinomial_train1.16	0.00E+00	1.10E-02	0.00E+00
MSH2_0_multinomial_train1.10	6.29E-03	1.30E-02	2.51E-03
MSH6_0_multinomial_train1.10	3.49E-03	1.08E-02	1.33E-03
MSH6_0_multinomial_train1.11	2.62E-107	1.05E-02	3.32E-114
PMS1_0_multinomial_train1.16	9.34E-02	5.89E-02	7.16E-02
PMS2_0_multinomial_train1.6	3.17E-02	3.04E-02	2.82E-104
PMS1_0_multinomial_train1.17	9.42E-02	5.18E-02	6.75E-02
MSH6_1_multinomial_train1.13	2.07E-74	1.00E-02	1.76E-03
MLH1_0_multinomial_train1.17	1.20E-51	1.10E-02	0.00E+00
PMS1_0_multinomial_train1.18	8.82E-02	5.64E-02	7.16E-02
PMS1_0_multinomial_train1.19	8.04E-02	4.26E-02	6.36E-02
PMS2_0_multinomial_train1.7	3.25E-02	3.02E-02	4.04E-95
MLH1_0_multinomial_train1.18	0.00E+00	1.06E-02	0.00E+00
PMS1_0_multinomial_train1.20	9.33E-02	5.62E-02	7.31E-02
MSH6_0_multinomial_train1.12	2.66E-03	1.06E-02	4.69E-12
PMS1_0_multinomial_train1.21	8.80E-02	4.05E-02	6.59E-02
MSH6_0_multinomial_train1.13	1.74E-03	1.05E-02	5.84E-04
MSH2_0_multinomial_train1.11	4.21E-03	1.10E-02	1.00E-03
MSH6_0_multinomial_train1.14	3.21E-133	1.02E-02	4.04E-108
MSH2_0_multinomial_train1.12	2.48E-03	1.14E-02	1.11E-03
PMS2_0_multinomial_train1.8	3.18E-02	3.01E-02	4.25E-98
MSH2_0_multinomial_train1.13	3.26E-03	1.10E-02	3.57E-77
PMS1_0_multinomial_train1.22	8.43E-02	9.41E-02	6.81E-02
OGG1_1_real_train2	6.50E-02	1.53E-26	1.59E-01
RNF168_1_real_train2	1.70E-01	3.77E-02	1.63E-26
UNG_1_real_train2	7.11E-02	7.93E-02	6.53E-02
ATP2B4_2_real_train2	1.51E-01	4.87E-02	1.26E-01
ATP2B4_3_real_train2	1.42E-01	4.82E-02	1.20E-01
MLH1_1_real_train2	5.31E-03	1.35E-02	0.00E+00
MSH6_2_real_train2	4.20E-03	1.10E-02	3.28E-128
MSH6_3_real_train2	0.00E+00	1.04E-02	0.00E+00
PMS1_1_real_train2	8.81E-02	4.27E-02	6.58E-02
PMS2_1_real_train2	3.74E-02	3.22E-02	0.00E+00
OGG1_1_multinomial_train2	6.50E-02	1.53E-26	1.59E-01
UNG_1_multinomial_train2	7.41E-02	8.63E-02	6.15E-02
UNG_1_multinomial_train2.1	6.82E-02	7.89E-02	6.64E-02
OGG1_1_multinomial_train2.1	6.40E-02	1.53E-26	1.70E-01
UNG_1_multinomial_train2.2	7.36E-02	8.26E-02	5.76E-02
UNG_1_multinomial_train2.3	7.31E-02	8.24E-02	5.61E-02
UNG_1_multinomial_train2.4	7.76E-02	8.82E-02	5.79E-02
UNG_1_multinomial_train2.5	6.86E-02	8.23E-02	5.78E-02
UNG_1_multinomial_train2.6	7.14E-02	8.18E-02	6.56E-02
UNG_1_multinomial_train2.7	7.33E-02	9.09E-02	5.63E-02
UNG_1_multinomial_train2.8	7.52E-02	8.81E-02	5.78E-02
OGG1_1_multinomial_train2.2	6.50E-02	1.53E-26	1.59E-01
OGG1_1_multinomial_train2.3	6.57E-02	1.53E-26	1.63E-01
UNG_1_multinomial_train2.9	7.20E-02	8.09E-02	5.55E-02
OGG1_1_multinomial_train2.4	6.54E-02	1.53E-26	1.61E-01
OGG1_1_multinomial_train2.5	6.50E-02	1.53E-26	1.59E-01
OGG1_1_multinomial_train2.6	6.41E-02	3.29E-03	1.51E-01
OGG1_1_multinomial_train2.7	6.53E-02	1.53E-26	1.61E-01
OGG1_1_multinomial_train2.8	6.44E-02	1.53E-26	1.55E-01
UNG_1_multinomial_train2.10	7.91E-02	8.69E-02	5.79E-02
OGG1_1_multinomial_train2.9	6.43E-02	1.53E-26	1.54E-01
UNG_1_multinomial_train2.11	7.40E-02	8.12E-02	6.00E-02
UNG_1_multinomial_train2.12	7.12E-02	8.36E-02	6.22E-02
OGG1_1_multinomial_train2.10	6.49E-02	1.53E-26	1.60E-01
OGG1_1_multinomial_train2.11	6.48E-02	1.53E-26	1.58E-01
UNG_1_multinomial_train2.13	7.03E-02	7.71E-02	6.83E-02
UNG_1_multinomial_train2.14	7.72E-02	8.28E-02	5.31E-02
UNG_1_multinomial_train2.15	6.87E-02	7.86E-02	6.58E-02
UNG_1_multinomial_train2.16	7.36E-02	8.85E-02	5.48E-02
OGG1_1_multinomial_train2.12	6.59E-02	1.53E-26	1.64E-01
UNG_1_multinomial_train2.17	7.84E-02	8.45E-02	6.64E-02
OGG1_1_multinomial_train2.13	6.50E-02	1.53E-26	1.59E-01
UNG_1_multinomial_train2.18	7.64E-02	8.37E-02	5.86E-02
OGG1_1_multinomial_train2.14	6.60E-02	1.53E-26	1.65E-01
UNG_1_multinomial_train2.19	7.02E-02	7.75E-02	6.37E-02
UNG_1_multinomial_train2.20	7.57E-02	8.47E-02	5.58E-02
OGG1_1_multinomial_train2.15	6.55E-02	1.53E-26	1.67E-01
UNG_1_multinomial_train2.21	7.20E-02	8.52E-02	8.47E-02
UNG_1_multinomial_train2.22	7.18E-02	8.69E-02	6.78E-02
OGG1_1_multinomial_train2.16	6.41E-02	1.53E-26	1.54E-01
OGG1_1_multinomial_train2.17	6.48E-02	1.53E-26	1.58E-01
UNG_1_multinomial_train2.23	7.77E-02	8.60E-02	6.28E-02
OGG1_1_multinomial_train2.18	6.50E-02	1.53E-26	1.59E-01
UNG_1_multinomial_train2.24	6.94E-02	8.13E-02	5.90E-02
UNG_1_multinomial_train2.25	7.35E-02	9.02E-02	6.34E-02
UNG_1_multinomial_train2.26	7.46E-02	8.39E-02	5.88E-02
UNG_1_multinomial_train2.27	7.63E-02	8.50E-02	5.77E-02
UNG_1_multinomial_train2.28	7.40E-02	8.25E-02	6.05E-02
OGG1_1_multinomial_train2.19	6.54E-02	1.53E-26	1.66E-01
UNG_1_multinomial_train2.29	6.89E-02	8.07E-02	5.38E-02
OGG1_1_multinomial_train2.20	6.56E-02	1.53E-26	1.64E-01
UNG_1_multinomial_train2.30	7.13E-02	7.45E-02	6.42E-02
UNG_1_multinomial_train2.31	7.42E-02	6.81E-02	9.05E-02
UNG_1_multinomial_train2.32	7.05E-02	8.53E-02	5.49E-02
UNG_1_multinomial_train2.33	7.55E-02	7.73E-02	6.54E-02
OGG1_1_multinomial_train2.21	6.58E-02	1.53E-26	1.64E-01
UNG_1_multinomial_train2.34	7.51E-02	8.36E-02	5.92E-02
OGG1_1_multinomial_train2.22	6.49E-02	1.53E-26	1.58E-01
OGG1_1_multinomial_train2.23	6.45E-02	1.53E-26	1.56E-01
UNG_1_multinomial_train2.35	6.88E-02	7.95E-02	5.97E-02
UNG_1_multinomial_train2.36	7.28E-02	8.23E-02	5.85E-02
OGG1_1_multinomial_train2.24	6.44E-02	1.53E-26	1.54E-01
UNG_1_multinomial_train2.37	7.48E-02	8.11E-02	7.01E-02
OGG1_1_multinomial_train2.25	6.56E-02	1.53E-26	1.62E-01
UNG_1_multinomial_train2.38	6.86E-02	7.77E-02	6.29E-02
OGG1_1_multinomial_train2.26	6.53E-02	1.53E-26	1.61E-01
OGG1_1_multinomial_train2.27	6.47E-02	1.53E-26	1.57E-01
OGG1_1_multinomial_train2.28	6.55E-02	1.53E-26	1.60E-01
OGG1_1_multinomial_train2.29	6.49E-02	1.53E-26	1.57E-01
OGG1_1_multinomial_train2.30	6.50E-02	1.53E-26	1.58E-01
UNG_1_multinomial_train2.39	7.02E-02	7.94E-02	5.72E-02
UNG_1_multinomial_train2.40	7.39E-02	8.47E-02	5.79E-02
OGG1_1_multinomial_train2.31	6.52E-02	1.53E-26	1.58E-01
OGG1_1_multinomial_train2.32	6.51E-02	1.53E-26	1.59E-01
OGG1_1_multinomial_train2.33	6.48E-02	1.53E-26	1.54E-01
UNG_1_multinomial_train2.41	7.52E-02	7.72E-02	5.76E-02
UNG_1_multinomial_train2.42	1.91E+00	4.37E-02	7.24E-02
OGG1_1_multinomial_train2.34	6.61E-02	1.53E-26	1.65E-01
UNG_1_multinomial_train2.43	7.68E-02	8.26E-02	6.51E-02
OGG1_1_multinomial_train2.35	6.55E-02	1.53E-26	1.62E-01
OGG1_1_multinomial_train2.36	6.45E-02	1.53E-26	1.54E-01
UNG_1_multinomial_train2.44	7.15E-02	8.35E-02	6.01E-02
OGG1_1_multinomial_train2.37	6.42E-02	1.53E-26	1.54E-01
UNG_1_multinomial_train2.45	6.57E-02	8.76E-02	6.27E-02
UNG_1_multinomial_train2.46	2.16E-02	7.10E-02	7.05E-02
UNG_1_multinomial_train2.47	6.84E-02	7.79E-02	6.31E-02
UNG_1_multinomial_train2.48	7.67E-02	8.27E-02	6.32E-02
UNG_1_multinomial_train2.49	7.84E-02	8.27E-02	5.73E-02
UNG_1_multinomial_train2.50	7.45E-02	7.69E-02	7.01E-02
OGG1_1_multinomial_train2.38	6.51E-02	1.53E-26	1.60E-01
UNG_1_multinomial_train2.51	6.92E-02	7.42E-02	6.01E-02
UNG_1_multinomial_train2.52	7.12E-02	8.20E-02	5.75E-02
OGG1_1_multinomial_train2.39	6.43E-02	1.53E-26	1.54E-01
OGG1_1_multinomial_train2.40	6.48E-02	1.53E-26	1.58E-01
UNG_1_multinomial_train2.53	7.35E-02	8.57E-02	6.02E-02
OGG1_1_multinomial_train2.41	6.44E-02	1.53E-26	1.52E-01
OGG1_1_multinomial_train2.42	6.51E-02	1.53E-26	1.59E-01
UNG_1_multinomial_train2.54	7.53E-02	8.35E-02	5.75E-02
RNF168_1_multinomial_train2	1.65E-01	3.73E-02	4.95E-03
RNF168_1_multinomial_train2.1	1.66E-01	3.75E-02	1.63E-26
RNF168_1_multinomial_train2.2	1.66E-01	3.71E-02	1.63E-26
RNF168_1_multinomial_train2.3	1.72E-01	3.84E-02	1.63E-26
RNF168_1_multinomial_train2.4	1.69E-01	3.62E-02	1.63E-26
RNF168_1_multinomial_train2.5	1.65E-01	3.71E-02	1.34E-03
RNF168_1_multinomial_train2.6	1.74E-01	3.74E-02	1.63E-26
RNF168_1_multinomial_train2.7	1.65E-01	3.45E-02	3.57E-03
RNF168_1_multinomial_train2.8	1.74E-01	3.75E-02	1.63E-26
RNF168_1_multinomial_train2.9	1.80E-01	3.65E-02	1.63E-26
RNF168_1_multinomial_train2.10	1.68E-01	3.70E-02	1.63E-26
RNF168_1_multinomial_train2.11	1.75E-01	3.78E-02	1.63E-26
RNF168_1_multinomial_train2.12	1.72E-01	3.72E-02	1.63E-26
RNF168_1_multinomial_train2.13	1.65E-01	4.11E-02	1.63E-26
RNF168_1_multinomial_train2.14	1.65E-01	3.75E-02	2.34E-03
RNF168_1_multinomial_train2.15	1.66E-01	3.72E-02	3.12E-03
RNF168_1_multinomial_train2.16	1.71E-01	3.78E-02	1.00E-02
RNF168_1_multinomial_train2.17	1.68E-01	3.56E-02	3.80E-03
RNF168_1_multinomial_train2.18	1.63E-01	3.71E-02	8.62E-03
RNF168_1_multinomial_train2.19	1.59E-01	3.63E-02	2.97E-03
RNF168_1_multinomial_train2.20	1.73E-01	3.70E-02	1.63E-26
RNF168_1_multinomial_train2.21	1.71E-01	3.73E-02	1.63E-26
RNF168_1_multinomial_train2.22	1.71E-01	3.57E-02	1.63E-26
RNF168_1_multinomial_train2.23	1.61E-01	3.69E-02	1.63E-26
RNF168_1_multinomial_train2.24	1.70E-01	3.56E-02	1.63E-26
RNF168_1_multinomial_train2.25	1.53E-01	3.57E-02	1.63E-26
RNF168_1_multinomial_train2.26	1.65E-01	3.71E-02	5.76E-03
RNF168_1_multinomial_train2.27	1.70E-01	3.87E-02	3.53E-03
RNF168_1_multinomial_train2.28	1.79E-01	3.89E-02	1.63E-26
RNF168_1_multinomial_train2.29	1.73E-01	3.59E-02	1.63E-26
RNF168_1_multinomial_train2.30	1.68E-01	3.52E-02	9.83E-03
RNF168_1_multinomial_train2.31	1.66E-01	3.73E-02	1.63E-26
RNF168_1_multinomial_train2.32	1.68E-01	3.64E-02	3.40E-03
RNF168_1_multinomial_train2.33	1.72E-01	3.66E-02	1.63E-26
RNF168_1_multinomial_train2.34	1.68E-01	3.77E-02	3.00E-03
RNF168_1_multinomial_train2.35	1.66E-01	3.64E-02	1.63E-26
RNF168_1_multinomial_train2.36	1.66E-01	3.71E-02	1.23E-03
RNF168_1_multinomial_train2.37	1.69E-01	3.73E-02	1.63E-26
RNF168_1_multinomial_train2.38	1.66E-01	3.63E-02	1.63E-26
RNF168_1_multinomial_train2.39	1.63E-01	3.82E-02	1.63E-26
RNF168_1_multinomial_train2.40	1.63E-01	3.69E-02	1.63E-26
RNF168_1_multinomial_train2.41	1.68E-01	3.73E-02	1.63E-26
RNF168_1_multinomial_train2.42	1.60E-01	3.64E-02	1.63E-26
RNF168_1_multinomial_train2.43	1.67E-01	4.04E-02	2.45E-03
RNF168_1_multinomial_train2.44	1.66E-01	3.77E-02	1.63E-26
RNF168_1_multinomial_train2.45	1.72E-01	3.78E-02	2.92E-03
RNF168_1_multinomial_train2.46	1.65E-01	3.71E-02	6.16E-03
RNF168_1_multinomial_train2.47	1.75E-01	3.71E-02	8.79E-07
RNF168_1_multinomial_train2.48	1.71E-01	3.76E-02	7.77E-04
RNF168_1_multinomial_train2.49	1.71E-01	3.79E-02	1.63E-26
RNF168_1_multinomial_train2.50	1.74E-01	3.75E-02	1.63E-26
RNF168_1_multinomial_train2.51	1.78E-01	3.81E-02	1.63E-26
RNF168_1_multinomial_train2.52	1.71E-01	3.87E-02	1.63E-26
RNF168_1_multinomial_train2.53	1.70E-01	3.58E-02	1.63E-26
RNF168_1_multinomial_train2.54	1.75E-01	3.70E-02	3.70E-03
RNF168_1_multinomial_train2.55	1.74E-01	3.87E-02	1.63E-26
RNF168_1_multinomial_train2.56	1.60E-01	3.63E-02	1.63E-26
RNF168_1_multinomial_train2.57	1.68E-01	3.74E-02	2.86E-03
RNF168_1_multinomial_train2.58	1.65E-01	3.70E-02	4.21E-03
RNF168_1_multinomial_train2.59	1.65E-01	3.80E-02	1.63E-26
RNF168_1_multinomial_train2.60	1.64E-01	3.86E-02	1.63E-26
RNF168_1_multinomial_train2.61	1.71E-01	3.74E-02	1.63E-26
RNF168_1_multinomial_train2.62	1.66E-01	3.73E-02	5.13E-03
RNF168_1_multinomial_train2.63	1.68E-01	3.71E-02	1.63E-26
RNF168_1_multinomial_train2.64	1.70E-01	3.77E-02	2.60E-03
RNF168_1_multinomial_train2.65	1.64E-01	3.75E-02	1.63E-26
RNF168_1_multinomial_train2.66	1.79E-01	3.91E-02	1.63E-26
RNF168_1_multinomial_train2.67	1.61E-01	3.61E-02	1.03E-03
RNF168_1_multinomial_train2.68	1.70E-01	3.67E-02	5.54E-03
RNF168_1_multinomial_train2.69	1.70E-01	3.81E-02	1.63E-26
RNF168_1_multinomial_train2.70	1.70E-01	3.71E-02	1.96E-03
RNF168_1_multinomial_train2.71	1.73E-01	3.89E-02	1.63E-26
RNF168_1_multinomial_train2.72	1.77E-01	3.67E-02	1.63E-26
RNF168_1_multinomial_train2.73	1.62E-01	3.69E-02	1.63E-26
RNF168_1_multinomial_train2.74	1.73E-01	3.74E-02	1.63E-26
RNF168_1_multinomial_train2.75	1.62E-01	3.73E-02	1.63E-26
RNF168_1_multinomial_train2.76	1.61E-01	3.66E-02	1.63E-26
RNF168_1_multinomial_train2.77	1.61E-01	3.62E-02	1.63E-26
RNF168_1_multinomial_train2.78	1.64E-01	4.03E-02	1.63E-26
RNF168_1_multinomial_train2.79	1.65E-01	3.66E-02	1.63E-26
RNF168_1_multinomial_train2.80	1.69E-01	3.58E-02	3.15E-13
RNF168_1_multinomial_train2.81	1.66E-01	3.77E-02	1.63E-26
RNF168_1_multinomial_train2.82	1.65E-01	3.59E-02	1.63E-26
RNF168_1_multinomial_train2.83	1.65E-01	3.61E-02	1.63E-26
RNF168_1_multinomial_train2.84	1.73E-01	3.81E-02	1.63E-26
RNF168_1_multinomial_train2.85	1.71E-01	3.79E-02	5.70E-03
RNF168_1_multinomial_train2.86	1.64E-01	3.99E-02	1.63E-26
RNF168_1_multinomial_train2.87	1.56E-01	3.77E-02	1.63E-26
RNF168_1_multinomial_train2.88	1.71E-01	3.78E-02	1.63E-26
RNF168_1_multinomial_train2.89	1.67E-01	3.72E-02	5.05E-03
RNF168_1_multinomial_train2.90	1.68E-01	3.68E-02	1.63E-26
RNF168_1_multinomial_train2.91	1.66E-01	3.82E-02	1.63E-26
RNF168_1_multinomial_train2.92	1.70E-01	3.64E-02	1.63E-26
RNF168_1_multinomial_train2.93	1.61E-01	3.86E-02	1.63E-26
RNF168_1_multinomial_train2.94	1.75E-01	3.69E-02	1.63E-26
RNF168_1_multinomial_train2.95	1.73E-01	3.79E-02	1.63E-26
RNF168_1_multinomial_train2.96	1.71E-01	3.84E-02	1.63E-26
RNF168_1_multinomial_train2.97	1.73E-01	3.60E-02	3.01E-03
RNF168_1_multinomial_train2.98	1.64E-01	3.68E-02	1.63E-26
ATP2B4_2_multinomial_train2	1.57E-01	4.78E-02	1.30E-01
ATP2B4_2_multinomial_train2.1	1.61E-01	5.09E-02	1.32E-01
ATP2B4_3_multinomial_train2	1.20E-01	4.65E-02	1.04E-01
ATP2B4_3_multinomial_train2.1	1.33E-01	4.77E-02	1.14E-01
ATP2B4_2_multinomial_train2.2	1.39E-01	4.38E-02	1.18E-01
ATP2B4_2_multinomial_train2.3	1.38E-01	4.19E-02	1.17E-01
ATP2B4_3_multinomial_train2.2	1.24E-01	4.54E-02	1.08E-01
ATP2B4_3_multinomial_train2.3	1.31E-01	4.83E-02	1.13E-01
ATP2B4_2_multinomial_train2.4	1.54E-01	5.00E-02	1.28E-01
ATP2B4_3_multinomial_train2.4	1.20E-01	4.54E-02	1.04E-01
ATP2B4_2_multinomial_train2.5	1.58E-01	4.93E-02	1.31E-01
ATP2B4_2_multinomial_train2.6	1.46E-01	4.83E-02	1.21E-01
ATP2B4_3_multinomial_train2.5	1.37E-01	4.66E-02	1.17E-01
ATP2B4_2_multinomial_train2.7	1.57E-01	4.90E-02	1.32E-01
ATP2B4_3_multinomial_train2.6	1.25E-01	4.73E-02	1.09E-01
ATP2B4_3_multinomial_train2.7	1.26E-01	4.66E-02	1.08E-01
ATP2B4_3_multinomial_train2.8	1.39E-01	4.69E-02	1.17E-01
ATP2B4_2_multinomial_train2.8	1.62E-01	4.91E-02	1.34E-01
ATP2B4_2_multinomial_train2.9	1.54E-01	4.84E-02	1.29E-01
ATP2B4_3_multinomial_train2.9	1.35E-01	4.81E-02	1.14E-01
ATP2B4_3_multinomial_train2.10	1.45E-01	5.09E-02	1.24E-01
ATP2B4_3_multinomial_train2.11	1.53E-01	5.05E-02	1.28E-01
ATP2B4_2_multinomial_train2.10	1.35E-01	4.70E-02	1.11E-01
ATP2B4_2_multinomial_train2.11	1.41E-01	4.81E-02	1.18E-01
ATP2B4_2_multinomial_train2.12	1.31E-01	4.64E-02	1.10E-01
ATP2B4_2_multinomial_train2.13	1.52E-01	4.89E-02	1.26E-01
ATP2B4_2_multinomial_train2.14	1.23E-01	4.35E-02	1.06E-01
ATP2B4_3_multinomial_train2.12	1.48E-01	5.11E-02	1.24E-01
ATP2B4_3_multinomial_train2.13	1.29E-01	4.80E-02	1.10E-01
ATP2B4_3_multinomial_train2.14	1.43E-01	4.78E-02	1.20E-01
ATP2B4_3_multinomial_train2.15	1.16E-01	4.54E-02	1.01E-01
ATP2B4_2_multinomial_train2.15	1.44E-01	4.68E-02	1.21E-01
ATP2B4_2_multinomial_train2.16	1.58E-01	4.95E-02	1.31E-01
ATP2B4_3_multinomial_train2.16	1.26E-01	4.67E-02	1.10E-01
ATP2B4_2_multinomial_train2.17	1.57E-01	4.92E-02	1.31E-01
ATP2B4_3_multinomial_train2.17	1.33E-01	4.78E-02	1.14E-01
ATP2B4_3_multinomial_train2.18	1.32E-01	4.94E-02	1.15E-01
ATP2B4_2_multinomial_train2.18	1.35E-01	4.76E-02	1.15E-01
ATP2B4_3_multinomial_train2.19	1.28E-01	4.81E-02	1.10E-01
ATP2B4_3_multinomial_train2.20	1.17E-01	4.56E-02	1.03E-01
ATP2B4_3_multinomial_train2.21	1.13E-01	4.21E-02	9.87E-02
ATP2B4_2_multinomial_train2.19	1.54E-01	5.09E-02	1.28E-01
ATP2B4_3_multinomial_train2.22	1.37E-01	4.78E-02	1.16E-01
ATP2B4_3_multinomial_train2.23	1.35E-01	4.85E-02	1.16E-01
ATP2B4_3_multinomial_train2.24	1.37E-01	4.83E-02	1.16E-01
ATP2B4_3_multinomial_train2.25	1.48E-01	4.95E-02	1.26E-01
ATP2B4_3_multinomial_train2.26	1.07E-01	4.51E-02	9.20E-02
ATP2B4_2_multinomial_train2.20	1.35E-01	4.32E-02	1.14E-01
ATP2B4_2_multinomial_train2.21	1.36E-01	4.51E-02	1.15E-01
ATP2B4_3_multinomial_train2.27	1.45E-01	4.96E-02	1.24E-01
ATP2B4_3_multinomial_train2.28	1.21E-01	4.68E-02	1.05E-01
ATP2B4_3_multinomial_train2.29	1.31E-01	4.68E-02	1.12E-01
ATP2B4_2_multinomial_train2.22	1.57E-01	5.28E-02	1.29E-01
ATP2B4_2_multinomial_train2.23	1.51E-01	5.05E-02	1.26E-01
ATP2B4_2_multinomial_train2.24	1.40E-01	4.71E-02	1.16E-01
ATP2B4_2_multinomial_train2.25	1.33E-01	4.69E-02	1.11E-01
ATP2B4_2_multinomial_train2.26	1.41E-01	4.56E-02	1.20E-01
ATP2B4_3_multinomial_train2.30	1.61E-01	4.95E-02	1.35E-01
ATP2B4_3_multinomial_train2.31	1.15E-01	4.41E-02	1.01E-01
ATP2B4_3_multinomial_train2.32	1.47E-01	4.72E-02	1.24E-01
ATP2B4_2_multinomial_train2.27	1.52E-01	4.61E-02	1.27E-01
ATP2B4_2_multinomial_train2.28	1.26E-01	4.44E-02	1.08E-01
ATP2B4_3_multinomial_train2.33	1.38E-01	4.67E-02	1.18E-01
ATP2B4_2_multinomial_train2.29	1.53E-01	4.92E-02	1.27E-01
ATP2B4_2_multinomial_train2.30	1.40E-01	4.86E-02	1.16E-01
ATP2B4_3_multinomial_train2.34	1.32E-01	4.67E-02	1.13E-01
ATP2B4_3_multinomial_train2.35	1.34E-01	4.72E-02	1.15E-01
ATP2B4_2_multinomial_train2.31	1.40E-01	4.25E-02	1.18E-01
ATP2B4_3_multinomial_train2.36	1.25E-01	4.66E-02	1.09E-01
ATP2B4_2_multinomial_train2.32	1.48E-01	4.92E-02	1.24E-01
ATP2B4_2_multinomial_train2.33	1.53E-01	4.87E-02	1.27E-01
ATP2B4_2_multinomial_train2.34	1.40E-01	4.67E-02	1.18E-01
ATP2B4_3_multinomial_train2.37	1.53E-01	4.79E-02	1.28E-01
ATP2B4_3_multinomial_train2.38	1.10E-01	4.50E-02	9.80E-02
ATP2B4_2_multinomial_train2.35	1.44E-01	4.60E-02	1.22E-01
ATP2B4_3_multinomial_train2.39	1.38E-01	4.71E-02	1.15E-01
ATP2B4_2_multinomial_train2.36	1.48E-01	5.12E-02	1.21E-01
ATP2B4_2_multinomial_train2.37	1.46E-01	4.82E-02	1.22E-01
ATP2B4_3_multinomial_train2.40	1.46E-01	4.81E-02	1.23E-01
ATP2B4_2_multinomial_train2.38	1.38E-01	4.74E-02	1.16E-01
ATP2B4_3_multinomial_train2.41	1.52E-01	5.17E-02	1.29E-01
ATP2B4_2_multinomial_train2.39	1.33E-01	4.75E-02	1.10E-01
ATP2B4_3_multinomial_train2.42	1.39E-01	4.50E-02	1.19E-01
ATP2B4_2_multinomial_train2.40	1.47E-01	4.60E-02	1.23E-01
ATP2B4_2_multinomial_train2.41	1.51E-01	4.77E-02	1.26E-01
ATP2B4_2_multinomial_train2.42	1.46E-01	4.71E-02	1.24E-01
ATP2B4_2_multinomial_train2.43	1.41E-01	4.71E-02	1.18E-01
ATP2B4_3_multinomial_train2.43	1.45E-01	4.58E-02	1.23E-01
ATP2B4_2_multinomial_train2.44	1.47E-01	4.59E-02	1.25E-01
ATP2B4_3_multinomial_train2.44	1.41E-01	4.72E-02	1.19E-01
ATP2B4_2_multinomial_train2.45	1.57E-01	4.55E-02	1.31E-01
ATP2B4_2_multinomial_train2.46	1.39E-01	4.66E-02	1.16E-01
ATP2B4_2_multinomial_train2.47	1.41E-01	4.76E-02	1.18E-01
ATP2B4_2_multinomial_train2.48	1.53E-01	5.15E-02	1.24E-01
ATP2B4_3_multinomial_train2.45	1.44E-01	4.77E-02	1.22E-01
ATP2B4_3_multinomial_train2.46	1.33E-01	4.67E-02	1.14E-01
ATP2B4_2_multinomial_train2.49	1.52E-01	4.85E-02	1.28E-01
ATP2B4_2_multinomial_train2.50	1.38E-01	4.62E-02	1.15E-01
MSH6_2_multinomial_train2	6.66E-03	1.23E-02	2.49E-03
MSH6_2_multinomial_train2.1	3.71E-03	1.07E-02	2.06E-90
MSH6_2_multinomial_train2.2	3.06E-03	1.02E-02	1.01E-07
PMS2_1_multinomial_train2	3.71E-02	3.36E-02	0.00E+00
MSH6_2_multinomial_train2.3	5.00E-03	1.08E-02	4.24E-97
MLH1_1_multinomial_train2	5.28E-03	1.36E-02	0.00E+00
MLH1_1_multinomial_train2.1	8.82E-03	1.51E-02	0.00E+00
MSH6_3_multinomial_train2	0.00E+00	1.01E-02	0.00E+00
MSH6_2_multinomial_train2.4	8.69E-86	1.05E-02	3.37E-100
MLH1_1_multinomial_train2.2	6.86E-03	1.43E-02	0.00E+00
MSH6_3_multinomial_train2.1	0.00E+00	9.50E-03	0.00E+00
PMS2_1_multinomial_train2.1	3.79E-02	3.21E-02	0.00E+00
MSH6_3_multinomial_train2.2	0.00E+00	1.07E-02	0.00E+00
MLH1_1_multinomial_train2.3	1.06E-02	1.61E-02	0.00E+00
MSH6_3_multinomial_train2.3	0.00E+00	1.01E-02	0.00E+00
MLH1_1_multinomial_train2.4	7.32E-03	1.45E-02	0.00E+00
MSH6_3_multinomial_train2.4	0.00E+00	9.92E-03	0.00E+00
PMS2_1_multinomial_train2.2	3.61E-02	3.28E-02	0.00E+00
PMS2_1_multinomial_train2.3	3.50E-02	3.08E-02	0.00E+00
MSH6_2_multinomial_train2.5	6.09E-03	1.18E-02	1.69E-03
MSH6_2_multinomial_train2.6	2.30E-42	1.03E-02	2.25E-03
MSH6_2_multinomial_train2.7	3.61E-03	1.09E-02	0.00E+00
MSH6_3_multinomial_train2.5	0.00E+00	1.02E-02	0.00E+00
