Samples	SBS96A	SBS96B	SBS96C
PMS1_1_multinomial_train2	8.59E-02	3.91E-02	6.40E-02
PMS1_1_multinomial_train2.1	8.39E-02	6.02E-02	6.39E-02
MLH1_1_multinomial_train2.5	4.97E-03	1.26E-02	0.00E+00
PMS2_1_multinomial_train2.4	3.81E-02	3.23E-02	0.00E+00
PMS2_1_multinomial_train2.5	3.72E-02	3.20E-02	0.00E+00
MSH6_3_multinomial_train2.6	0.00E+00	1.03E-02	0.00E+00
MSH6_2_multinomial_train2.8	3.52E-03	1.11E-02	0.00E+00
MLH1_1_multinomial_train2.6	2.88E-03	1.24E-02	0.00E+00
MSH6_3_multinomial_train2.7	2.83E-51	1.09E-02	0.00E+00
PMS2_1_multinomial_train2.6	3.86E-02	3.24E-02	0.00E+00
PMS1_1_multinomial_train2.2	8.39E-02	4.23E-02	6.43E-02
PMS2_1_multinomial_train2.7	3.90E-02	3.25E-02	0.00E+00
PMS2_1_multinomial_train2.8	4.04E-02	3.26E-02	0.00E+00
MSH6_2_multinomial_train2.9	7.93E-03	1.28E-02	3.47E-03
MLH1_1_multinomial_train2.7	7.21E-03	1.43E-02	0.00E+00
PMS1_1_multinomial_train2.3	7.49E-02	3.64E-02	5.70E-02
MSH6_3_multinomial_train2.8	0.00E+00	1.04E-02	0.00E+00
MLH1_1_multinomial_train2.8	1.19E-03	1.16E-02	5.48E-04
PMS1_1_multinomial_train2.4	8.29E-02	3.97E-02	6.21E-02
MSH6_3_multinomial_train2.9	0.00E+00	1.08E-02	0.00E+00
MSH6_3_multinomial_train2.10	0.00E+00	1.01E-02	0.00E+00
MSH6_2_multinomial_train2.10	1.37E-03	9.97E-03	4.21E-04
MSH6_3_multinomial_train2.11	7.01E-26	1.10E-02	0.00E+00
PMS2_1_multinomial_train2.9	3.59E-02	3.16E-02	0.00E+00
MSH6_3_multinomial_train2.12	0.00E+00	1.02E-02	0.00E+00
MSH6_3_multinomial_train2.13	0.00E+00	1.07E-02	0.00E+00
MLH1_1_multinomial_train2.9	5.67E-03	1.35E-02	0.00E+00
PMS1_1_multinomial_train2.5	8.79E-02	4.31E-02	6.96E-02
PMS1_1_multinomial_train2.6	8.93E-02	5.66E-02	6.80E-02
MSH6_3_multinomial_train2.14	2.68E-118	1.03E-02	3.63E-72
PMS2_1_multinomial_train2.10	3.79E-02	3.23E-02	0.00E+00
MSH6_2_multinomial_train2.11	4.11E-03	1.10E-02	0.00E+00
MSH6_2_multinomial_train2.12	6.31E-03	1.19E-02	2.16E-03
PMS2_1_multinomial_train2.11	3.79E-02	3.22E-02	0.00E+00
MSH6_2_multinomial_train2.13	3.49E-03	1.08E-02	1.70E-52
PMS2_1_multinomial_train2.12	3.74E-02	3.21E-02	0.00E+00
MSH6_2_multinomial_train2.14	5.52E-03	1.17E-02	1.39E-03
PMS2_1_multinomial_train2.13	3.75E-02	3.25E-02	0.00E+00
MLH1_1_multinomial_train2.10	3.70E-03	1.28E-02	0.00E+00
MSH6_3_multinomial_train2.15	0.00E+00	1.04E-02	0.00E+00
MLH1_1_multinomial_train2.11	7.06E-03	1.47E-02	0.00E+00
PMS1_1_multinomial_train2.7	8.48E-02	6.53E-02	6.35E-02
MLH1_1_multinomial_train2.12	3.05E-48	1.16E-02	0.00E+00
MSH6_2_multinomial_train2.15	6.13E-03	1.23E-02	2.07E-03
MSH6_3_multinomial_train2.16	0.00E+00	9.67E-03	0.00E+00
MLH1_1_multinomial_train2.13	4.54E-03	1.36E-02	0.00E+00
MLH1_1_multinomial_train2.14	2.44E-03	1.22E-02	0.00E+00
PMS2_1_multinomial_train2.14	3.59E-02	3.16E-02	0.00E+00
MSH6_3_multinomial_train2.17	0.00E+00	1.00E-02	0.00E+00
MSH6_2_multinomial_train2.16	2.73E-03	1.10E-02	2.13E-87
PMS1_1_multinomial_train2.8	7.81E-02	5.40E-02	6.48E-02
PMS2_1_multinomial_train2.15	3.48E-02	3.12E-02	0.00E+00
PMS2_1_multinomial_train2.16	3.59E-02	3.21E-02	0.00E+00
MSH6_2_multinomial_train2.17	7.43E-03	1.31E-02	3.28E-03
MLH1_1_multinomial_train2.15	1.01E-02	1.50E-02	0.00E+00
MLH1_1_multinomial_train2.16	8.99E-03	1.43E-02	1.98E-47
PMS2_1_multinomial_train2.17	3.96E-02	3.30E-02	0.00E+00
MSH6_3_multinomial_train2.18	0.00E+00	1.05E-02	0.00E+00
MSH6_2_multinomial_train2.18	4.29E-03	1.06E-02	0.00E+00
MSH6_3_multinomial_train2.19	0.00E+00	1.05E-02	0.00E+00
PMS1_1_multinomial_train2.9	8.71E-02	5.31E-02	6.59E-02
MSH6_3_multinomial_train2.20	0.00E+00	1.04E-02	0.00E+00
PMS1_1_multinomial_train2.10	9.21E-02	8.00E-02	7.75E-02
MSH6_2_multinomial_train2.19	1.36E-03	1.07E-02	0.00E+00
MSH6_2_multinomial_train2.20	8.33E-137	1.00E-02	6.68E-04
PMS1_1_multinomial_train2.11	8.26E-02	3.84E-02	6.35E-02
MSH6_2_multinomial_train2.21	7.75E-03	1.31E-02	3.59E-03
MSH6_3_multinomial_train2.21	0.00E+00	1.05E-02	0.00E+00
MSH6_3_multinomial_train2.22	0.00E+00	1.01E-02	0.00E+00
MLH1_1_multinomial_train2.17	5.38E-03	1.33E-02	0.00E+00
MLH1_1_multinomial_train2.18	3.84E-09	1.17E-02	0.00E+00
PMS2_1_multinomial_train2.18	3.76E-02	3.28E-02	0.00E+00
EXO1_1_real_train3	1.53E-01	3.58E-02	3.84E-03
OGG1_2_real_train3	6.24E-02	3.56E-21	1.51E-01
RNF168_2_real_train3	1.57E-01	3.67E-02	5.47E-03
UNG_2_real_train3	7.65E-02	8.83E-02	5.76E-02
ATP2B4_4_real_train3	1.31E-01	4.77E-02	1.12E-01
ATP2B4_5_real_train3	1.24E-01	4.60E-02	1.06E-01
MLH1_2_real_train3	0.00E+00	1.12E-02	0.00E+00
MSH2_1_real_train3	0.00E+00	1.08E-02	0.00E+00
MSH6_4_real_train3	1.83E-03	1.06E-02	0.00E+00
MSH6_5_real_train3	5.40E-03	1.20E-02	1.42E-03
MSH6_6_real_train3	2.59E-137	1.02E-02	7.23E-04
PMS1_2_real_train3	8.28E-02	3.77E-02	6.39E-02
PMS2_2_real_train3	3.51E-02	3.12E-02	3.72E-144
EXO1_1_multinomial_train3	1.49E-01	3.51E-02	1.64E-03
RNF168_2_multinomial_train3	1.57E-01	3.73E-02	4.35E-03
RNF168_2_multinomial_train3.1	1.58E-01	3.68E-02	1.02E-02
EXO1_1_multinomial_train3.1	1.54E-01	3.60E-02	4.59E-03
RNF168_2_multinomial_train3.2	1.60E-01	3.68E-02	9.42E-03
RNF168_2_multinomial_train3.3	1.57E-01	3.66E-02	4.86E-03
RNF168_2_multinomial_train3.4	1.55E-01	3.65E-02	5.38E-03
RNF168_2_multinomial_train3.5	1.53E-01	3.62E-02	1.63E-26
RNF168_2_multinomial_train3.6	1.58E-01	3.64E-02	3.15E-03
RNF168_2_multinomial_train3.7	1.54E-01	3.66E-02	1.63E-26
RNF168_2_multinomial_train3.8	1.57E-01	3.68E-02	7.29E-03
EXO1_1_multinomial_train3.2	1.53E-01	3.57E-02	2.59E-03
EXO1_1_multinomial_train3.3	1.56E-01	3.64E-02	2.09E-03
RNF168_2_multinomial_train3.9	1.53E-01	3.64E-02	1.63E-26
EXO1_1_multinomial_train3.4	1.56E-01	3.61E-02	7.32E-03
EXO1_1_multinomial_train3.5	1.53E-01	3.54E-02	1.45E-03
EXO1_1_multinomial_train3.6	1.52E-01	3.57E-02	2.21E-03
EXO1_1_multinomial_train3.7	1.56E-01	3.61E-02	3.41E-03
EXO1_1_multinomial_train3.8	1.51E-01	3.54E-02	1.63E-26
RNF168_2_multinomial_train3.10	1.56E-01	3.67E-02	6.40E-03
EXO1_1_multinomial_train3.9	1.54E-01	3.60E-02	6.84E-03
RNF168_2_multinomial_train3.11	1.60E-01	3.71E-02	5.10E-03
RNF168_2_multinomial_train3.12	1.57E-01	3.68E-02	4.43E-03
EXO1_1_multinomial_train3.10	1.58E-01	3.64E-02	1.91E-03
EXO1_1_multinomial_train3.11	1.56E-01	3.64E-02	5.62E-03
RNF168_2_multinomial_train3.13	1.58E-01	3.67E-02	1.50E-03
RNF168_2_multinomial_train3.14	1.62E-01	3.75E-02	4.08E-03
RNF168_2_multinomial_train3.15	1.58E-01	3.71E-02	9.71E-03
RNF168_2_multinomial_train3.16	1.57E-01	3.67E-02	7.24E-03
EXO1_1_multinomial_train3.12	1.54E-01	3.58E-02	4.31E-03
RNF168_2_multinomial_train3.17	1.59E-01	3.74E-02	1.13E-02
EXO1_1_multinomial_train3.13	1.49E-01	3.52E-02	1.31E-03
RNF168_2_multinomial_train3.18	1.55E-01	3.65E-02	4.30E-03
EXO1_1_multinomial_train3.14	1.54E-01	3.55E-02	2.25E-03
RNF168_2_multinomial_train3.19	1.59E-01	3.68E-02	4.57E-03
RNF168_2_multinomial_train3.20	1.62E-01	3.68E-02	9.23E-03
EXO1_1_multinomial_train3.15	1.53E-01	3.54E-02	1.71E-03
RNF168_2_multinomial_train3.21	1.50E-01	3.58E-02	1.63E-26
RNF168_2_multinomial_train3.22	1.57E-01	3.68E-02	5.21E-03
EXO1_1_multinomial_train3.16	1.52E-01	3.57E-02	6.51E-03
EXO1_1_multinomial_train3.17	1.53E-01	3.56E-02	2.12E-03
RNF168_2_multinomial_train3.23	1.56E-01	3.67E-02	1.63E-26
EXO1_1_multinomial_train3.18	1.59E-01	3.65E-02	1.73E-03
RNF168_2_multinomial_train3.24	1.59E-01	3.73E-02	6.31E-03
RNF168_2_multinomial_train3.25	1.59E-01	3.73E-02	6.14E-03
RNF168_2_multinomial_train3.26	1.58E-01	3.67E-02	7.18E-03
RNF168_2_multinomial_train3.27	1.58E-01	3.64E-02	2.92E-03
RNF168_2_multinomial_train3.28	1.60E-01	3.74E-02	3.89E-13
EXO1_1_multinomial_train3.19	1.56E-01	3.59E-02	1.63E-26
RNF168_2_multinomial_train3.29	1.59E-01	3.67E-02	1.63E-26
EXO1_1_multinomial_train3.20	1.51E-01	3.59E-02	5.31E-03
RNF168_2_multinomial_train3.30	1.59E-01	3.66E-02	5.55E-03
RNF168_2_multinomial_train3.31	1.55E-01	3.67E-02	3.81E-03
RNF168_2_multinomial_train3.32	1.53E-01	3.69E-02	3.80E-03
RNF168_2_multinomial_train3.33	1.51E-01	3.62E-02	1.96E-03
EXO1_1_multinomial_train3.21	1.55E-01	3.55E-02	6.67E-03
RNF168_2_multinomial_train3.34	1.53E-01	3.68E-02	2.34E-03
EXO1_1_multinomial_train3.22	1.53E-01	3.58E-02	5.71E-25
EXO1_1_multinomial_train3.23	1.53E-01	3.56E-02	2.77E-03
RNF168_2_multinomial_train3.35	1.60E-01	3.69E-02	6.13E-03
RNF168_2_multinomial_train3.36	1.54E-01	3.60E-02	1.63E-26
EXO1_1_multinomial_train3.24	1.55E-01	3.62E-02	7.39E-03
RNF168_2_multinomial_train3.37	1.53E-01	3.68E-02	6.86E-03
EXO1_1_multinomial_train3.25	1.53E-01	3.59E-02	2.14E-03
RNF168_2_multinomial_train3.38	1.57E-01	3.64E-02	4.18E-03
EXO1_1_multinomial_train3.26	1.54E-01	3.56E-02	7.72E-03
EXO1_1_multinomial_train3.27	1.52E-01	3.57E-02	5.49E-03
EXO1_1_multinomial_train3.28	1.60E-01	3.65E-02	1.20E-03
EXO1_1_multinomial_train3.29	1.55E-01	3.59E-02	4.61E-03
EXO1_1_multinomial_train3.30	1.53E-01	3.56E-02	7.63E-03
RNF168_2_multinomial_train3.39	1.56E-01	3.69E-02	9.96E-03
RNF168_2_multinomial_train3.40	1.58E-01	3.76E-02	3.57E-03
EXO1_1_multinomial_train3.31	1.55E-01	3.56E-02	5.71E-03
EXO1_1_multinomial_train3.32	1.56E-01	3.59E-02	6.66E-03
EXO1_1_multinomial_train3.33	1.52E-01	3.58E-02	3.45E-03
RNF168_2_multinomial_train3.41	1.56E-01	3.70E-02	4.14E-03
RNF168_2_multinomial_train3.42	1.53E-01	3.61E-02	1.65E-03
EXO1_1_multinomial_train3.34	1.54E-01	3.55E-02	6.49E-03
RNF168_2_multinomial_train3.43	1.59E-01	3.80E-02	6.29E-03
EXO1_1_multinomial_train3.35	1.54E-01	3.60E-02	5.08E-03
EXO1_1_multinomial_train3.36	1.54E-01	3.54E-02	5.80E-03
RNF168_2_multinomial_train3.44	1.56E-01	3.60E-02	6.12E-03
EXO1_1_multinomial_train3.37	1.52E-01	3.57E-02	3.68E-03
RNF168_2_multinomial_train3.45	1.54E-01	3.65E-02	4.82E-03
RNF168_2_multinomial_train3.46	1.54E-01	3.67E-02	2.80E-03
RNF168_2_multinomial_train3.47	1.58E-01	3.70E-02	7.99E-03
RNF168_2_multinomial_train3.48	1.56E-01	3.70E-02	4.92E-03
RNF168_2_multinomial_train3.49	1.54E-01	3.66E-02	4.93E-03
RNF168_2_multinomial_train3.50	1.59E-01	3.76E-02	6.49E-03
EXO1_1_multinomial_train3.38	1.55E-01	3.62E-02	4.47E-03
RNF168_2_multinomial_train3.51	1.55E-01	3.64E-02	1.63E-26
RNF168_2_multinomial_train3.52	1.54E-01	3.62E-02	4.76E-03
EXO1_1_multinomial_train3.39	1.53E-01	3.57E-02	4.16E-03
EXO1_1_multinomial_train3.40	1.49E-01	3.52E-02	1.16E-03
RNF168_2_multinomial_train3.53	1.60E-01	3.69E-02	6.66E-03
EXO1_1_multinomial_train3.41	1.55E-01	3.62E-02	2.82E-03
EXO1_1_multinomial_train3.42	1.50E-01	3.56E-02	4.68E-03
RNF168_2_multinomial_train3.54	1.55E-01	3.65E-02	8.63E-03
OGG1_2_multinomial_train3	6.45E-02	1.53E-26	1.55E-01
OGG1_2_multinomial_train3.1	6.37E-02	1.53E-26	1.52E-01
UNG_2_multinomial_train3	7.63E-02	8.55E-02	5.68E-02
OGG1_2_multinomial_train3.2	6.39E-02	3.19E-03	1.52E-01
UNG_2_multinomial_train3.1	7.09E-02	8.40E-02	5.78E-02
OGG1_2_multinomial_train3.3	6.11E-02	3.42E-03	1.41E-01
UNG_2_multinomial_train3.2	7.52E-02	9.18E-02	6.01E-02
UNG_2_multinomial_train3.3	7.31E-02	8.53E-02	6.24E-02
UNG_2_multinomial_train3.4	7.51E-02	8.90E-02	6.00E-02
UNG_2_multinomial_train3.5	7.71E-02	9.05E-02	5.82E-02
UNG_2_multinomial_train3.6	7.73E-02	9.05E-02	5.97E-02
UNG_2_multinomial_train3.7	7.58E-02	9.16E-02	6.15E-02
OGG1_2_multinomial_train3.4	5.92E-02	5.04E-03	1.39E-01
UNG_2_multinomial_train3.8	7.70E-02	9.13E-02	5.85E-02
UNG_2_multinomial_train3.9	7.89E-02	8.93E-02	5.87E-02
UNG_2_multinomial_train3.10	7.45E-02	8.59E-02	5.66E-02
UNG_2_multinomial_train3.11	7.59E-02	9.17E-02	5.85E-02
OGG1_2_multinomial_train3.5	6.40E-02	1.53E-26	1.53E-01
OGG1_2_multinomial_train3.6	6.55E-02	1.53E-26	1.61E-01
OGG1_2_multinomial_train3.7	6.64E-02	1.53E-26	1.66E-01
UNG_2_multinomial_train3.12	7.42E-02	9.11E-02	6.37E-02
OGG1_2_multinomial_train3.8	6.50E-02	1.53E-26	1.58E-01
UNG_2_multinomial_train3.13	7.26E-02	8.62E-02	5.94E-02
OGG1_2_multinomial_train3.9	6.00E-02	3.89E-03	1.44E-01
UNG_2_multinomial_train3.14	7.50E-02	8.00E-02	5.56E-02
UNG_2_multinomial_train3.15	6.99E-02	8.55E-02	6.38E-02
OGG1_2_multinomial_train3.10	6.41E-02	4.26E-03	1.50E-01
UNG_2_multinomial_train3.16	6.90E-02	7.79E-02	5.88E-02
UNG_2_multinomial_train3.17	7.52E-02	9.17E-02	6.00E-02
UNG_2_multinomial_train3.18	7.64E-02	8.47E-02	5.88E-02
UNG_2_multinomial_train3.19	7.94E-02	9.45E-02	5.93E-02
UNG_2_multinomial_train3.20	7.61E-02	8.84E-02	5.93E-02
UNG_2_multinomial_train3.21	7.40E-02	8.82E-02	5.80E-02
OGG1_2_multinomial_train3.11	6.54E-02	1.53E-26	1.60E-01
OGG1_2_multinomial_train3.12	6.42E-02	1.53E-26	1.55E-01
UNG_2_multinomial_train3.22	7.79E-02	9.39E-02	5.90E-02
UNG_2_multinomial_train3.23	7.42E-02	8.87E-02	5.75E-02
OGG1_2_multinomial_train3.13	6.02E-02	3.28E-03	1.46E-01
OGG1_2_multinomial_train3.14	6.46E-02	3.84E-03	1.53E-01
UNG_2_multinomial_train3.24	7.59E-02	8.53E-02	5.67E-02
OGG1_2_multinomial_train3.15	5.91E-02	6.78E-03	1.35E-01
OGG1_2_multinomial_train3.16	5.90E-02	3.72E-03	1.37E-01
OGG1_2_multinomial_train3.17	6.14E-02	4.27E-03	1.39E-01
OGG1_2_multinomial_train3.18	6.40E-02	1.53E-26	1.52E-01
OGG1_2_multinomial_train3.19	5.96E-02	1.53E-26	1.44E-01
UNG_2_multinomial_train3.25	7.43E-02	8.88E-02	5.92E-02
OGG1_2_multinomial_train3.20	6.39E-02	3.73E-03	1.51E-01
OGG1_2_multinomial_train3.21	6.52E-02	1.53E-26	1.60E-01
UNG_2_multinomial_train3.26	7.74E-02	8.38E-02	5.69E-02
OGG1_2_multinomial_train3.22	6.00E-02	3.04E-03	1.45E-01
OGG1_2_multinomial_train3.23	6.52E-02	1.53E-26	1.61E-01
OGG1_2_multinomial_train3.24	6.46E-02	1.53E-26	1.55E-01
UNG_2_multinomial_train3.27	7.87E-02	8.63E-02	5.73E-02
UNG_2_multinomial_train3.28	7.84E-02	9.35E-02	5.92E-02
UNG_2_multinomial_train3.29	7.71E-02	9.11E-02	5.87E-02
OGG1_2_multinomial_train3.25	6.45E-02	1.53E-26	1.55E-01
OGG1_2_multinomial_train3.26	6.43E-02	1.53E-26	1.54E-01
UNG_2_multinomial_train3.30	7.69E-02	8.01E-02	6.15E-02
UNG_2_multinomial_train3.31	7.14E-02	8.17E-02	6.15E-02
UNG_2_multinomial_train3.32	7.34E-02	8.41E-02	6.48E-02
OGG1_2_multinomial_train3.27	6.09E-02	3.43E-03	1.43E-01
OGG1_2_multinomial_train3.28	6.45E-02	1.53E-26	1.55E-01
OGG1_2_multinomial_train3.29	6.38E-02	4.56E-03	1.47E-01
OGG1_2_multinomial_train3.30	6.24E-02	6.29E-03	1.35E-01
OGG1_2_multinomial_train3.31	6.30E-02	4.96E-03	1.46E-01
OGG1_2_multinomial_train3.32	6.47E-02	1.53E-26	1.57E-01
UNG_2_multinomial_train3.33	7.30E-02	8.18E-02	5.65E-02
UNG_2_multinomial_train3.34	8.15E-02	8.96E-02	6.60E-02
UNG_2_multinomial_train3.35	7.54E-02	8.73E-02	6.05E-02
OGG1_2_multinomial_train3.33	6.49E-02	1.53E-26	1.58E-01
UNG_2_multinomial_train3.36	7.31E-02	8.97E-02	6.06E-02
UNG_2_multinomial_train3.37	7.65E-02	8.60E-02	5.69E-02
OGG1_2_multinomial_train3.34	5.92E-02	3.54E-03	1.41E-01
OGG1_2_multinomial_train3.35	6.20E-02	1.53E-26	1.49E-01
UNG_2_multinomial_train3.38	7.29E-02	8.25E-02	6.46E-02
UNG_2_multinomial_train3.39	7.54E-02	9.14E-02	6.08E-02
UNG_2_multinomial_train3.40	7.59E-02	9.02E-02	5.81E-02
UNG_2_multinomial_train3.41	7.68E-02	9.19E-02	6.05E-02
OGG1_2_multinomial_train3.36	6.31E-02	4.30E-03	1.48E-01
OGG1_2_multinomial_train3.37	6.42E-02	1.53E-26	1.56E-01
UNG_2_multinomial_train3.42	7.41E-02	8.41E-02	6.21E-02
UNG_2_multinomial_train3.43	7.50E-02	8.60E-02	5.71E-02
UNG_2_multinomial_train3.44	7.45E-02	9.07E-02	5.99E-02
OGG1_2_multinomial_train3.38	6.14E-02	5.11E-03	1.33E-01
OGG1_2_multinomial_train3.39	6.00E-02	4.68E-03	1.37E-01
UNG_2_multinomial_train3.45	7.69E-02	9.01E-02	5.92E-02
UNG_2_multinomial_train3.46	7.67E-02	9.22E-02	6.11E-02
OGG1_2_multinomial_train3.40	6.50E-02	1.53E-26	1.60E-01
OGG1_2_multinomial_train3.41	6.60E-02	1.53E-26	1.64E-01
UNG_2_multinomial_train3.47	7.43E-02	8.00E-02	5.92E-02
OGG1_2_multinomial_train3.42	6.38E-02	1.53E-26	1.53E-01
OGG1_2_multinomial_train3.43	6.27E-02	1.53E-26	1.42E-01
OGG1_2_multinomial_train3.44	6.00E-02	8.86E-03	1.29E-01
UNG_2_multinomial_train3.48	7.41E-02	8.81E-02	6.03E-02
UNG_2_multinomial_train3.49	7.56E-02	8.55E-02	5.73E-02
UNG_2_multinomial_train3.50	7.56E-02	8.86E-02	5.87E-02
UNG_2_multinomial_train3.51	7.61E-02	7.92E-02	5.65E-02
OGG1_2_multinomial_train3.45	5.98E-02	3.47E-03	1.43E-01
ATP2B4_4_multinomial_train3	1.42E-01	4.98E-02	1.21E-01
ATP2B4_5_multinomial_train3	1.54E-01	4.87E-02	1.26E-01
ATP2B4_4_multinomial_train3.1	1.21E-01	4.30E-02	1.04E-01
ATP2B4_4_multinomial_train3.2	1.35E-01	4.71E-02	1.14E-01
ATP2B4_5_multinomial_train3.1	1.20E-01	4.61E-02	1.02E-01
ATP2B4_5_multinomial_train3.2	1.26E-01	3.83E-02	1.10E-01
ATP2B4_4_multinomial_train3.3	1.37E-01	4.85E-02	1.17E-01
ATP2B4_4_multinomial_train3.4	1.54E-01	5.25E-02	1.30E-01
ATP2B4_5_multinomial_train3.3	1.14E-01	4.11E-02	9.69E-02
ATP2B4_5_multinomial_train3.4	1.29E-01	4.61E-02	1.08E-01
ATP2B4_5_multinomial_train3.5	1.40E-01	4.75E-02	1.19E-01
ATP2B4_4_multinomial_train3.5	1.35E-01	3.88E-02	1.16E-01
ATP2B4_5_multinomial_train3.6	1.33E-01	4.72E-02	1.08E-01
ATP2B4_4_multinomial_train3.6	1.52E-01	4.88E-02	1.25E-01
ATP2B4_4_multinomial_train3.7	1.34E-01	4.75E-02	1.12E-01
ATP2B4_4_multinomial_train3.8	1.54E-01	4.82E-02	1.29E-01
ATP2B4_5_multinomial_train3.7	1.21E-01	4.51E-02	1.03E-01
ATP2B4_4_multinomial_train3.9	1.28E-01	4.41E-02	1.11E-01
ATP2B4_5_multinomial_train3.8	1.15E-01	4.36E-02	9.83E-02
ATP2B4_5_multinomial_train3.9	1.37E-01	4.46E-02	1.18E-01
ATP2B4_4_multinomial_train3.10	1.28E-01	4.09E-02	1.08E-01
ATP2B4_5_multinomial_train3.10	1.59E-01	4.87E-02	1.32E-01
ATP2B4_4_multinomial_train3.11	1.24E-01	4.62E-02	1.08E-01
ATP2B4_4_multinomial_train3.12	1.20E-01	4.64E-02	1.02E-01
ATP2B4_5_multinomial_train3.11	1.17E-01	3.54E-02	1.00E-01
ATP2B4_4_multinomial_train3.13	1.27E-01	4.52E-02	1.10E-01
ATP2B4_5_multinomial_train3.12	1.39E-01	4.88E-02	1.21E-01
ATP2B4_4_multinomial_train3.14	1.29E-01	4.67E-02	1.09E-01
ATP2B4_5_multinomial_train3.13	1.21E-01	4.53E-02	1.01E-01
ATP2B4_4_multinomial_train3.15	1.63E-01	4.71E-02	1.37E-01
ATP2B4_4_multinomial_train3.16	1.13E-01	4.52E-02	9.83E-02
ATP2B4_5_multinomial_train3.14	1.20E-01	3.33E-02	1.03E-01
ATP2B4_4_multinomial_train3.17	1.35E-01	4.93E-02	1.12E-01
ATP2B4_4_multinomial_train3.18	1.65E-01	5.03E-02	1.35E-01
ATP2B4_5_multinomial_train3.15	1.20E-01	4.64E-02	1.03E-01
ATP2B4_5_multinomial_train3.16	1.40E-01	4.71E-02	1.19E-01
ATP2B4_4_multinomial_train3.19	1.27E-01	4.57E-02	1.09E-01
ATP2B4_5_multinomial_train3.17	1.20E-01	4.77E-02	1.03E-01
ATP2B4_5_multinomial_train3.18	1.18E-01	4.40E-02	1.00E-01
ATP2B4_4_multinomial_train3.20	1.48E-01	4.93E-02	1.25E-01
ATP2B4_5_multinomial_train3.19	1.08E-01	4.37E-02	9.20E-02
ATP2B4_4_multinomial_train3.21	1.03E-01	4.12E-02	8.80E-02
ATP2B4_5_multinomial_train3.20	1.35E-01	4.83E-02	1.15E-01
ATP2B4_4_multinomial_train3.22	1.31E-01	4.57E-02	1.13E-01
ATP2B4_5_multinomial_train3.21	1.24E-01	4.49E-02	1.07E-01
ATP2B4_5_multinomial_train3.22	1.41E-01	4.84E-02	1.17E-01
ATP2B4_4_multinomial_train3.23	1.55E-01	4.44E-02	1.30E-01
ATP2B4_4_multinomial_train3.24	1.31E-01	4.41E-02	1.12E-01
ATP2B4_5_multinomial_train3.23	1.09E-01	4.09E-02	9.21E-02
ATP2B4_4_multinomial_train3.25	1.31E-01	4.77E-02	1.11E-01
ATP2B4_5_multinomial_train3.24	1.18E-01	4.46E-02	9.89E-02
ATP2B4_4_multinomial_train3.26	1.60E-01	5.07E-02	1.32E-01
ATP2B4_5_multinomial_train3.25	1.20E-01	4.57E-02	1.01E-01
ATP2B4_5_multinomial_train3.26	1.15E-01	4.32E-02	9.79E-02
ATP2B4_4_multinomial_train3.27	1.44E-01	4.88E-02	1.19E-01
ATP2B4_5_multinomial_train3.27	1.33E-01	4.75E-02	1.10E-01
ATP2B4_4_multinomial_train3.28	1.44E-01	4.88E-02	1.22E-01
ATP2B4_4_multinomial_train3.29	1.33E-01	4.49E-02	1.14E-01
ATP2B4_5_multinomial_train3.28	1.16E-01	4.26E-02	9.90E-02
ATP2B4_5_multinomial_train3.29	1.20E-01	4.36E-02	1.03E-01
ATP2B4_4_multinomial_train3.30	1.22E-01	4.72E-02	1.04E-01
ATP2B4_5_multinomial_train3.30	1.14E-01	4.29E-02	9.63E-02
ATP2B4_5_multinomial_train3.31	1.22E-01	4.53E-02	1.05E-01
ATP2B4_5_multinomial_train3.32	1.24E-01	4.54E-02	1.07E-01
ATP2B4_5_multinomial_train3.33	1.23E-01	4.01E-02	1.06E-01
ATP2B4_4_multinomial_train3.31	1.41E-01	4.88E-02	1.20E-01
ATP2B4_4_multinomial_train3.32	1.38E-01	4.59E-02	1.14E-01
ATP2B4_5_multinomial_train3.34	1.22E-01	4.41E-02	1.03E-01
ATP2B4_4_multinomial_train3.33	1.30E-01	4.70E-02	1.13E-01
ATP2B4_4_multinomial_train3.34	1.14E-01	4.29E-02	9.94E-02
ATP2B4_4_multinomial_train3.35	1.44E-01	4.69E-02	1.23E-01
ATP2B4_5_multinomial_train3.35	1.21E-01	4.10E-02	1.05E-01
ATP2B4_5_multinomial_train3.36	1.27E-01	4.65E-02	1.10E-01
ATP2B4_4_multinomial_train3.36	1.23E-01	4.52E-02	1.07E-01
ATP2B4_5_multinomial_train3.37	1.19E-01	4.52E-02	1.00E-01
ATP2B4_5_multinomial_train3.38	1.20E-01	4.49E-02	1.03E-01
ATP2B4_5_multinomial_train3.39	1.75E-01	5.32E-02	1.43E-01
ATP2B4_5_multinomial_train3.40	1.38E-01	4.73E-02	1.16E-01
ATP2B4_5_multinomial_train3.41	1.15E-01	3.68E-02	9.78E-02
ATP2B4_4_multinomial_train3.37	1.24E-01	4.48E-02	1.06E-01
ATP2B4_5_multinomial_train3.42	1.35E-01	4.70E-02	1.13E-01
ATP2B4_5_multinomial_train3.43	1.55E-01	4.97E-02	1.29E-01
ATP2B4_5_multinomial_train3.44	1.18E-01	4.51E-02	9.96E-02
ATP2B4_5_multinomial_train3.45	1.40E-01	4.73E-02	1.17E-01
ATP2B4_4_multinomial_train3.38	1.54E-01	4.40E-02	1.29E-01
