Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P
UCEC_TCGA-D1-A3DG	1	8	9	9	11	0	3	1	1	13	19	8	11	22	58	1
UCEC_TCGA-D1-A3DH	7	4	11	15	3	1	0	0	8	5	5	3	0	76	11	2
UCEC_TCGA-D1-A3JP	1	2	6	5	0	0	6	2	2	3	5	0	9	30	1	0
UCEC_TCGA-D1-A3JQ	4	6	5	1	0	4	0	0	0	3	4	0	7	4	9	2
UCEC_TCGA-DF-A2KN	186	177	222	21	38	1296	29	2551	241	793	714	364	0	0	6	182
UCEC_TCGA-DF-A2KR	1	5	9	2	0	14	0	3	12	11	10	12	6	12	42	2
UCEC_TCGA-DF-A2KS	0	14	28	5	0	8	8	0	13	4	10	19	0	10	47	10
UCEC_TCGA-DF-A2KU	1755	2118	1496	1602	918	2882	591	2021	316	0	1482	1676	1079	0	0	40
UCEC_TCGA-DF-A2KV	881	122	12	473	18	25	688	14	50	0	18	28	32	0	0	0
UCEC_TCGA-DF-A2KZ	5	118	140	29	126	151	4	66	13	90	47	23	11	0	0	9
UCEC_TCGA-DF-A2L0	0	3	7	1	21	0	0	0	0	2	4	5	2	7	12	4
UCEC_TCGA-DI-A0WH	5	78	83	31	62	121	7	64	121	120	52	0	18	0	16	0
UCEC_TCGA-DI-A1BU	45	554	0	92	487	1781	26	283	7778	1016	237	36	692	35	0	60
UCEC_TCGA-DI-A1BY	0	12	21	4	16	0	0	0	0	1	13	10	5	0	2	0
UCEC_TCGA-DI-A1C3	3	10	7	7	4	0	0	0	1	3	8	3	0	6	2	0
UCEC_TCGA-DI-A1NN	1	7	13	7	0	2	0	2	0	10	5	0	3	11	9	0
UCEC_TCGA-DI-A1NO	14	1	1	3	42	11	0	19	0	5	12	22	7	39	156	19
UCEC_TCGA-DI-A2QT	4	1	2	3	7	2	0	1	0	0	2	3	1	4	5	0
UCEC_TCGA-DI-A2QU	0	6	20	7	0	7	6	1	6	2	4	5	4	7	15	0
UCEC_TCGA-DI-A2QY	4	5	10	4	16	8	2	5	0	7	19	7	0	16	47	1
UCEC_TCGA-E6-A1LX	7196	1477	454	4359	600	430	3872	620	804	100	190	793	730	0	0	299
UCEC_TCGA-E6-A1LZ	13	3	7	15	27	0	0	0	0	5	13	5	2	206	42	3
UCEC_TCGA-E6-A1M0	1381	165	0	617	74	14	779	46	0	8	0	52	0	4	0	0
UCEC_TCGA-E6-A2P8	6	99	128	30	46	167	16	34	50	138	24	0	20	3	15	8
UCEC_TCGA-E6-A2P9	12	162	219	43	84	266	29	99	50	136	40	3	22	4	75	11
UCEC_TCGA-E6-A8L9	0	2	9	2	6	8	0	3	7	5	0	0	2	1	28	0
UCEC_TCGA-EC-A1NJ	3	36	21	9	34	0	11	0	100	156	12	2	0	2	14	15
UCEC_TCGA-EC-A1QX	16	133	94	25	110	180	0	118	48	123	36	11	12	0	6	10
UCEC_TCGA-EC-A24G	6	225	653	86	202	214	0	126	60	102	85	0	0	0	0	4
UCEC_TCGA-EO-A1Y5	5	3	12	3	7	6	7	0	0	15	11	1	11	7	15	2
UCEC_TCGA-EO-A1Y7	3	4	19	4	8	2	1	2	1	1	7	4	0	3	15	1
UCEC_TCGA-EO-A1Y8	3	0	7	8	18	2	0	0	0	1	2	1	9	14	7	0
UCEC_TCGA-EO-A22R	3716	3383	1501	3047	2280	44	1608	2310	1093	169	0	2087	448	0	0	945
UCEC_TCGA-EO-A22S	2	88	192	41	95	158	8	45	4	162	40	0	6	2	22	0
UCEC_TCGA-EO-A22T	22	159	173	34	216	329	0	204	0	178	105	0	4	4	0	7
UCEC_TCGA-EO-A22U	2634	2860	4043	2531	2120	1013	1787	269	653	504	3577	805	2113	0	0	149
UCEC_TCGA-EO-A22X	6699	488	109	3223	295	37	4093	439	284	155	53	454	252	24	0	103
UCEC_TCGA-EO-A22Y	3	8	24	6	0	2	0	0	4	0	6	0	3	0	16	0
UCEC_TCGA-EO-A2CG	0	8	8	9	1	3	0	0	2	0	7	0	0	0	11	0
UCEC_TCGA-EO-A2CH	0	5	10	6	0	0	1	0	2	1	7	0	7	6	15	4
UCEC_TCGA-EO-A3AS	2	8	0	5	29	18	0	0	1	18	21	37	4	31	56	6
UCEC_TCGA-EO-A3AU	0	136	170	45	108	242	6	103	0	51	42	0	0	0	12	0
UCEC_TCGA-EO-A3AV	2936	212	0	1233	218	30	2055	127	0	48	18	334	12	18	0	50
UCEC_TCGA-EO-A3AY	2897	96	12	875	137	7	1537	244	57	36	16	292	0	0	0	85
UCEC_TCGA-EO-A3AZ	3	189	612	118	64	188	10	75	26	82	29	0	0	9	0	8
UCEC_TCGA-EO-A3B0	7677	615	0	2461	529	257	5088	605	352	0	0	845	491	0	0	430
UCEC_TCGA-EO-A3B1	1	2	8	3	0	6	0	0	7	0	0	3	10	4	16	0
UCEC_TCGA-EO-A3KU	3	0	24	0	14	2	0	4	7	2	0	0	5	6	15	3
UCEC_TCGA-EO-A3KW	3	14	2	1	0	0	1	0	0	4	8	3	4	5	17	1
UCEC_TCGA-EO-A3KX	107	229	268	29	98	790	15	1582	288	464	417	259	0	0	35	172
UCEC_TCGA-EO-A3L0	4	6	33	10	15	0	0	0	0	5	16	0	4	0	19	0
UCEC_TCGA-EY-A1G7	4	0	39	5	19	6	0	5	10	0	11	0	6	5	10	2
UCEC_TCGA-EY-A1G8	1817	123	75	938	109	16	924	78	32	42	51	90	126	0	0	23
UCEC_TCGA-EY-A1GC	0	1	14	2	17	9	2	2	0	0	12	0	0	2	3	0
UCEC_TCGA-EY-A1GD	472	120	22	335	104	0	557	12	107	10	18	37	19	0	0	73
UCEC_TCGA-EY-A1GE	0	2	18	5	3	0	3	0	0	5	4	0	3	4	10	1
UCEC_TCGA-EY-A1GF	6	43	73	25	55	87	0	47	4	85	22	8	0	2	34	0
UCEC_TCGA-EY-A1GH	1	7	31	4	15	0	0	4	0	6	9	0	2	2	4	0
UCEC_TCGA-EY-A1GI	3335	259	29	1623	184	20	1722	146	3	35	69	170	183	0	0	25
UCEC_TCGA-EY-A1GJ	1	1	8	2	13	2	2	0	1	4	16	0	0	5	9	0
UCEC_TCGA-EY-A1GK	9	89	129	34	132	233	3	131	60	218	35	0	14	0	0	16
UCEC_TCGA-EY-A1GL	4	13	9	8	10	1	0	0	0	0	9	0	0	6	10	0
UCEC_TCGA-EY-A1GM	0	9	18	0	0	0	0	0	5	2	3	0	6	0	11	1
UCEC_TCGA-EY-A1GO	2	28	47	11	55	135	0	33	0	60	34	5	14	9	3	5
UCEC_TCGA-EY-A1GP	0	0	11	4	0	7	1	0	1	1	0	2	4	2	14	1
UCEC_TCGA-EY-A1GQ	2	69	107	26	42	117	8	34	93	120	31	0	0	0	6	2
UCEC_TCGA-EY-A1GR	0	2	18	8	2	4	3	0	1	4	4	0	2	8	13	8
UCEC_TCGA-EY-A1GS	3	0	11	25	11	0	0	0	0	3	0	7	68	346	19	1
UCEC_TCGA-EY-A1GT	0	10	33	4	22	0	0	1	0	4	18	4	5	5	0	0
UCEC_TCGA-EY-A1GU	28	141	204	31	73	593	0	289	54	132	206	81	26	3	134	0
UCEC_TCGA-EY-A1GV	0	0	4	2	13	4	3	0	0	1	2	1	3	7	6	0
UCEC_TCGA-EY-A1GW	3	9	7	2	4	3	0	2	1	1	6	1	3	5	21	1
UCEC_TCGA-EY-A1GX	0	7	29	9	18	0	0	3	0	9	20	6	5	1	15	0
UCEC_TCGA-EY-A1H0	5	58	93	10	27	57	2	23	0	93	20	0	0	9	35	11
UCEC_TCGA-EY-A210	1	4	9	5	0	3	0	0	4	1	0	0	6	2	20	0
UCEC_TCGA-EY-A212	0	4	8	5	15	2	1	0	0	7	1	1	0	12	26	0
UCEC_TCGA-EY-A214	0	4	4	2	3	6	2	0	8	5	5	2	4	5	29	5
UCEC_TCGA-EY-A215	396	932	955	223	706	1059	87	1239	212	198	584	975	60	19	0	101
UCEC_TCGA-EY-A2OM	11	104	173	26	91	136	14	57	9	123	29	10	13	0	26	0
UCEC_TCGA-EY-A2ON	4	11	19	3	0	4	1	0	5	3	0	8	10	11	26	0
UCEC_TCGA-EY-A2OO	3	6	24	10	8	9	3	2	0	0	9	2	2	1	4	0
UCEC_TCGA-EY-A2OP	0	64	133	34	54	116	0	65	23	102	27	0	0	1	7	3
UCEC_TCGA-EY-A2OQ	0	0	23	7	0	4	0	1	0	2	2	6	4	3	17	0
UCEC_TCGA-EY-A3L3	1	2	11	4	15	4	0	2	0	5	1	0	5	20	11	2
UCEC_TCGA-EY-A3QX	8	2	11	5	11	4	0	2	0	0	11	1	3	5	18	0
UCEC_TCGA-EY-A4KR	1	4	16	5	17	4	5	6	0	8	9	0	0	22	21	8
UCEC_TCGA-EY-A547	1	30	35	7	43	34	1	9	5	30	4	5	2	0	30	0
UCEC_TCGA-EY-A548	6	125	151	41	50	138	0	32	30	92	42	0	7	5	14	0
UCEC_TCGA-EY-A549	0	221	1016	165	394	0	0	28	0	11	81	0	0	0	0	0
UCEC_TCGA-EY-A54A	3	11	14	6	15	0	3	9	2	7	10	2	4	22	34	7
UCEC_TCGA-EY-A5W2	6	100	120	47	149	245	0	123	48	151	32	0	16	0	0	11
UCEC_TCGA-EY-A72D	3	4	13	5	2	9	0	0	4	1	6	2	0	1	16	3
UCEC_TCGA-FI-A2CX	0	0	0	2	11	0	0	0	0	2	2	0	0	6	7	0
UCEC_TCGA-FI-A2CY	0	4	8	5	16	7	2	2	0	2	7	0	0	4	0	0
UCEC_TCGA-FI-A2D0	126	2544	2307	960	2042	617	190	230	94	267	1349	0	531	0	0	14
UCEC_TCGA-FI-A2D2	4	2	7	3	17	1	0	0	0	3	0	0	0	4	8	0
UCEC_TCGA-FI-A2D4	5	70	71	22	72	67	0	40	0	68	32	0	3	12	0	1
UCEC_TCGA-FI-A2D5	2003	5157	541	2138	4293	1094	1400	1216	2716	80	0	1941	813	0	0	661
UCEC_TCGA-FI-A2D6	4	119	142	38	82	124	0	86	33	164	16	0	12	0	12	6
UCEC_TCGA-FI-A2EU	0	6	11	2	11	5	0	4	0	3	10	0	2	10	3	4
UCEC_TCGA-FI-A2EW	1	0	11	10	19	0	7	3	0	2	16	0	16	34	17	0
UCEC_TCGA-FI-A2EX	1	8	14	6	0	0	0	0	0	6	2	0	8	15	13	2
UCEC_TCGA-FI-A2EY	4	0	23	9	9	5	0	4	8	4	6	1	16	33	24	0
UCEC_TCGA-FI-A2F4	24	106	0	14	0	590	3	571	433	703	444	88	6	0	0	78
UCEC_TCGA-FI-A2F8	3	10	5	9	0	0	0	2	9	3	3	0	18	37	8	0
UCEC_TCGA-FI-A2F9	3	5	16	2	1	3	0	1	6	4	1	5	0	1	14	0
UCEC_TCGA-FI-A3PV	1	5	11	8	11	0	0	0	0	4	12	9	0	24	15	0
UCEC_TCGA-FI-A3PX	5	11	13	6	13	0	9	2	6	5	18	1	7	11	14	5
UCEC_TCGA-H5-A2HR	1	0	11	3	16	2	8	2	0	4	7	0	0	3	9	0
UCEC_TCGA-JU-AAVI	1	7	10	3	23	0	0	0	0	3	6	0	0	8	11	1
UCEC_TCGA-K6-A3WQ	0	1	6	2	15	0	4	0	1	3	3	3	4	3	6	0
UCEC_TCGA-KJ-A3U4	0	4	11	1	0	0	3	0	0	1	4	7	8	3	26	2
UCEC_TCGA-KP-A3VZ	3	1	6	5	28	12	5	4	0	10	14	1	1	11	42	1
UCEC_TCGA-KP-A3W0	0	1	14	3	0	3	0	0	2	6	1	1	1	0	11	0
UCEC_TCGA-KP-A3W1	0	3	11	7	15	0	0	2	0	3	3	1	11	9	0	1
UCEC_TCGA-KP-A3W3	3	0	9	4	0	6	3	1	0	5	8	1	3	6	12	0
UCEC_TCGA-KP-A3W4	1	6	6	4	0	3	0	2	2	2	5	1	0	9	28	0
UCEC_TCGA-PG-A5BC	0	3	11	3	11	5	3	2	0	8	5	0	3	3	12	0
UCEC_TCGA-PG-A6IB	0	40	119	25	78	127	0	68	0	75	22	0	17	0	34	4
UCEC_TCGA-PG-A7D5	1	0	17	3	12	3	0	0	0	1	8	0	5	1	4	0
UCEC_TCGA-PG-A914	7	0	17	11	23	0	0	2	0	0	23	2	9	108	9	3
UCEC_TCGA-PG-A915	1	6	10	4	7	5	0	1	3	5	10	5	9	12	31	4
UCEC_TCGA-PG-A916	0	14	9	2	0	0	6	2	0	1	5	3	0	1	14	0
UCEC_TCGA-PG-A917	11	86	142	33	134	234	26	83	18	97	20	35	21	3	106	1
UCEC_TCGA-QF-A5YS	1020	101	47	752	37	40	599	12	0	0	16	50	79	0	16	0
UCEC_TCGA-QF-A5YT	0	5	0	1	0	1	0	0	1	0	0	0	0	0	2	1
UCEC_TCGA-QS-A5YQ	675	48	21	389	40	5	386	13	0	2	6	0	42	3	21	0
UCEC_TCGA-QS-A5YR	3	43	85	10	25	68	4	33	1	41	18	0	2	0	9	0
UCEC_TCGA-QS-A744	0	17	26	7	0	0	3	0	2	2	15	8	0	5	9	0
UCEC_TCGA-QS-A8F1	1	6	12	2	9	1	3	0	2	11	11	3	7	9	25	0
UCEC_TCGA-SJ-A6ZI	17	426	594	128	216	366	0	224	27	178	82	0	7	0	0	15
UCEC_TCGA-SJ-A6ZJ	4	11	23	6	0	0	1	0	10	3	10	0	4	8	22	2
UCEC_TCGA-SL-A6J9	0	1	12	0	0	4	6	1	1	5	16	0	4	3	19	0
UCEC_TCGA-SL-A6JA	9	173	191	37	62	193	12	73	11	105	48	0	6	6	50	6
STAD_TCGA-3M-AB46	6	15	9	5	2	15	8	14	4	9	12	3	8	31	56	2
STAD_TCGA-3M-AB47	11	14	27	10	3	0	0	0	0	13	21	2	4	0	30	6
STAD_TCGA-B7-5816	10	166	262	52	104	159	5	118	213	155	24	22	33	0	27	57
STAD_TCGA-B7-5818	3	20	25	14	0	46	69	3	0	47	49	0	67	23	61	67
STAD_TCGA-B7-A5TI	14	121	176	36	95	51	1	73	13	71	28	0	0	13	0	1
STAD_TCGA-B7-A5TJ	5	43	74	20	16	14	15	8	0	6	34	0	5	1	25	46
STAD_TCGA-B7-A5TK	3	4	22	2	10	0	0	2	0	4	3	0	0	12	8	0
STAD_TCGA-B7-A5TN	1	0	21	11	6	7	1	0	1	1	0	3	2	3	38	5
STAD_TCGA-BR-4183	1	3	16	4	23	1	4	0	0	1	10	0	1	1	2	3
STAD_TCGA-BR-4184	26	2718	311	96	166	419	0	89	167	33	4	65	25	7	0	11
STAD_TCGA-BR-4187	1	6	10	5	0	2	3	0	1	0	0	0	1	2	7	0
STAD_TCGA-BR-4188	0	5	41	4	18	5	0	1	0	7	4	0	0	3	10	5
STAD_TCGA-BR-4191	6	11	4	9	17	20	18	12	0	12	11	16	29	27	61	1
STAD_TCGA-BR-4201	7	234	360	94	178	259	0	73	59	147	77	4	0	1	0	4
STAD_TCGA-BR-4253	0	5	17	7	0	13	0	0	2	2	11	7	8	8	10	14
STAD_TCGA-BR-4255	1	6	18	6	0	0	0	0	10	1	13	0	2	1	14	2
STAD_TCGA-BR-4256	9	147	212	35	118	143	0	113	123	99	45	0	22	13	0	58
STAD_TCGA-BR-4257	13	147	223	73	160	140	0	113	121	146	68	0	0	0	0	29
STAD_TCGA-BR-4267	3	2	9	6	3	10	6	0	5	1	2	0	0	13	36	11
STAD_TCGA-BR-4279	3	4	9	11	12	2	0	0	2	6	6	0	0	1	4	1
STAD_TCGA-BR-4280	0	134	102	17	78	63	3	77	57	147	8	17	12	1	0	56
STAD_TCGA-BR-4292	4	255	568	114	200	75	0	76	22	123	43	0	0	3	0	13
STAD_TCGA-BR-4294	0	6	0	0	0	5	0	0	3	0	2	0	7	0	16	0
STAD_TCGA-BR-4357	5	5	14	14	25	17	6	9	0	23	17	11	14	52	44	63
STAD_TCGA-BR-4361	12	259	307	80	352	340	9	122	1017	268	80	0	65	5	0	25
STAD_TCGA-BR-4362	11	239	427	58	236	97	0	91	202	161	31	11	0	4	0	141
STAD_TCGA-BR-4363	2	75	144	33	56	87	3	44	48	71	1	6	0	0	0	16
STAD_TCGA-BR-4366	2	12	28	5	17	7	1	1	2	10	24	2	3	16	31	18
STAD_TCGA-BR-4368	6	218	343	64	162	236	0	85	88	137	68	0	2	15	0	10
STAD_TCGA-BR-4369	7	21	25	14	14	5	1	2	0	0	5	0	21	19	20	79
STAD_TCGA-BR-4370	9	208	415	100	94	115	6	82	25	76	44	0	10	12	14	12
STAD_TCGA-BR-4371	5	24	55	17	20	0	3	0	0	8	17	0	8	13	21	12
STAD_TCGA-BR-6452	43	748	493	144	498	756	33	372	1676	567	184	175	237	9	30	162
STAD_TCGA-BR-6453	0	18	32	5	0	0	2	3	7	1	8	0	12	4	12	122
STAD_TCGA-BR-6454	9	7	16	8	23	13	0	5	9	0	4	1	9	12	38	25
STAD_TCGA-BR-6455	0	23	26	6	0	1	0	2	0	10	30	0	0	5	12	0
STAD_TCGA-BR-6456	3	0	4	1	13	1	0	0	0	4	5	1	0	2	12	1
STAD_TCGA-BR-6457	7	6	27	6	8	1	4	0	3	5	14	0	0	6	24	30
STAD_TCGA-BR-6458	2	14	42	9	0	8	11	0	3	0	1	13	11	7	18	236
STAD_TCGA-BR-6563	4	8	28	4	0	2	9	0	6	5	0	0	5	0	7	8
STAD_TCGA-BR-6564	1	5	2	6	5	0	2	0	0	2	2	3	1	6	6	0
STAD_TCGA-BR-6565	6	9	19	14	8	16	2	0	6	16	14	7	0	16	37	6
STAD_TCGA-BR-6566	9	189	184	45	82	103	2	124	91	123	36	5	7	2	5	41
STAD_TCGA-BR-6705	1	2	28	6	8	3	0	0	4	2	6	7	3	10	12	24
STAD_TCGA-BR-6706	1	9	20	8	0	0	29	0	13	21	15	0	5	1	0	121
STAD_TCGA-BR-6707	3	9	29	5	0	0	2	0	2	4	5	0	4	5	22	0
STAD_TCGA-BR-6709	1	8	0	2	0	8	0	0	1	8	11	0	0	7	1	6
STAD_TCGA-BR-6801	0	0	15	6	16	4	0	0	0	1	10	0	5	4	0	0
STAD_TCGA-BR-6802	3	173	54	20	103	41	0	25	11	52	0	26	5	1	0	10
STAD_TCGA-BR-6803	0	0	5	1	0	0	3	0	1	0	1	3	1	1	3	0
STAD_TCGA-BR-6852	8	253	187	50	161	112	0	75	38	148	22	66	14	0	0	38
STAD_TCGA-BR-7196	1	3	9	0	19	7	0	0	0	0	11	7	5	4	15	5
STAD_TCGA-BR-7197	1	13	39	16	29	0	6	2	0	5	28	0	9	5	7	64
STAD_TCGA-BR-7703	12	106	191	39	97	83	0	51	10	92	43	0	0	13	26	14
STAD_TCGA-BR-7704	15	7	22	11	34	12	10	2	5	22	25	19	25	48	104	88
STAD_TCGA-BR-7707	9	248	321	74	226	128	0	115	122	171	54	0	2	4	0	54
STAD_TCGA-BR-7715	1	17	28	14	14	3	14	4	2	9	19	1	2	4	20	15
STAD_TCGA-BR-7716	13	5	7	6	11	11	6	7	0	7	1	4	17	59	27	14
STAD_TCGA-BR-7717	0	16	40	11	10	4	0	2	6	7	8	0	11	7	25	31
STAD_TCGA-BR-7722	0	7	6	5	18	0	3	0	0	2	8	0	2	3	4	0
STAD_TCGA-BR-7723	4	0	28	3	34	0	8	1	0	25	12	2	13	6	16	56
STAD_TCGA-BR-7851	7	226	399	99	332	133	0	114	23	153	83	0	0	0	0	2
STAD_TCGA-BR-7901	4	8	31	8	0	8	11	3	16	5	8	5	12	26	38	46
STAD_TCGA-BR-7957	1	5	12	6	0	4	0	0	0	1	1	3	7	0	19	2
STAD_TCGA-BR-7958	2	8	22	7	0	16	8	2	0	8	10	20	21	12	38	34
STAD_TCGA-BR-7959	1	10	15	11	22	12	1	2	0	1	12	0	4	11	6	17
STAD_TCGA-BR-8058	0	1	4	2	8	4	4	0	7	0	2	0	1	9	13	5
STAD_TCGA-BR-8059	15	78	123	27	113	56	14	58	38	54	43	19	0	21	116	61
STAD_TCGA-BR-8060	3	0	31	4	3	11	6	3	17	14	32	4	28	16	32	77
STAD_TCGA-BR-8077	1	13	21	12	23	9	0	0	0	2	8	12	2	11	19	8
STAD_TCGA-BR-8078	9	298	350	97	239	149	0	119	45	233	27	0	0	9	0	29
STAD_TCGA-BR-8080	8	22	35	8	0	11	14	1	6	15	0	11	0	6	42	44
STAD_TCGA-BR-8081	1	188	280	58	46	117	0	106	48	90	12	16	16	3	18	23
STAD_TCGA-BR-8284	5	62	106	26	52	11	0	31	2	22	30	7	0	10	27	10
STAD_TCGA-BR-8285	0	9	27	6	2	0	6	0	3	1	11	9	13	0	18	15
STAD_TCGA-BR-8286	4	20	22	5	0	4	3	3	14	0	19	1	15	7	27	24
STAD_TCGA-BR-8289	2	9	20	11	29	10	11	7	0	11	8	5	11	10	31	64
STAD_TCGA-BR-8291	5	1	5	0	0	2	0	0	0	2	0	0	0	2	11	4
STAD_TCGA-BR-8295	0	7	3	4	4	3	2	0	0	5	0	0	0	8	11	10
STAD_TCGA-BR-8296	0	10	28	6	5	0	0	2	0	0	9	0	0	15	15	0
STAD_TCGA-BR-8297	0	20	22	5	60	4	12	0	0	8	17	15	1	16	7	104
STAD_TCGA-BR-8360	1	220	204	59	210	72	0	77	9	79	38	0	1	6	13	11
STAD_TCGA-BR-8361	13	260	396	100	313	187	0	102	51	176	94	0	3	10	0	35
STAD_TCGA-BR-8363	6	189	227	60	185	124	0	120	123	129	61	0	18	6	11	71
STAD_TCGA-BR-8364	0	0	2	2	6	1	0	0	0	5	3	0	2	1	3	0
STAD_TCGA-BR-8365	0	0	9	3	0	2	3	0	0	0	3	3	1	2	3	0
STAD_TCGA-BR-8366	2	19	10	3	17	2	35	1	0	24	30	0	10	4	0	53
STAD_TCGA-BR-8367	1	13	18	5	2	6	0	0	2	0	5	0	0	4	12	7
STAD_TCGA-BR-8368	3	164	320	61	228	62	0	61	0	105	55	0	0	0	0	14
STAD_TCGA-BR-8369	3	20	46	8	1	3	11	13	12	7	28	0	4	8	38	54
STAD_TCGA-BR-8370	0	9	27	4	26	1	0	2	0	6	8	15	1	5	33	5
STAD_TCGA-BR-8371	0	0	7	1	0	0	0	2	4	2	0	0	6	0	0	3
STAD_TCGA-BR-8372	8	181	193	55	163	79	0	78	301	268	38	17	0	0	38	25
STAD_TCGA-BR-8373	6	4	19	9	28	9	3	2	1	5	3	0	0	10	4	10
STAD_TCGA-BR-8380	0	13	31	11	0	0	0	0	0	0	3	4	0	4	17	8
STAD_TCGA-BR-8381	4	13	28	3	31	6	2	1	0	0	14	2	12	7	35	5
STAD_TCGA-BR-8382	7	177	247	52	181	76	1	75	0	154	33	0	0	1	0	21
STAD_TCGA-BR-8384	0	4	12	2	6	0	3	4	1	0	1	0	8	0	11	10
STAD_TCGA-BR-8483	6	24	30	6	2	0	0	0	1	12	20	0	0	3	37	13
STAD_TCGA-BR-8484	0	8	13	6	0	4	5	0	6	4	15	1	7	4	15	12
STAD_TCGA-BR-8485	4	3	23	6	0	11	28	0	26	10	12	2	11	8	10	234
STAD_TCGA-BR-8486	0	7	12	1	0	5	0	4	9	0	9	0	5	4	12	0
STAD_TCGA-BR-8487	10	377	658	116	451	460	0	365	485	165	65	0	21	7	0	13
STAD_TCGA-BR-8588	2	9	36	5	12	6	1	0	0	10	19	12	0	3	15	21
STAD_TCGA-BR-8589	1	10	8	0	0	6	392	0	2	126	25	0	18	3	0	798
STAD_TCGA-BR-8590	3	1	29	1	13	5	5	6	0	5	2	4	4	10	9	58
STAD_TCGA-BR-8591	9	225	313	66	213	129	0	178	105	246	97	0	8	5	0	33
STAD_TCGA-BR-8592	0	2	10	4	18	0	0	0	0	2	7	0	0	0	0	0
STAD_TCGA-BR-8676	3	6	20	6	0	5	0	0	2	0	0	7	15	2	20	13
STAD_TCGA-BR-8677	0	0	20	8	0	0	0	0	5	1	7	13	6	6	18	0
STAD_TCGA-BR-8678	8	11	19	15	13	2	0	0	0	6	14	2	1	19	22	4
STAD_TCGA-BR-8679	3	32	44	6	0	5	12	0	5	7	23	2	11	16	19	15
STAD_TCGA-BR-8680	1583	837	0	1733	531	168	1779	42	593	0	0	103	274	0	0	169
STAD_TCGA-BR-8682	1	9	34	12	0	0	0	0	0	1	3	1	3	5	10	5
STAD_TCGA-BR-8683	7	13	38	6	13	7	0	0	7	8	21	9	4	7	44	3
STAD_TCGA-BR-8686	4	10	24	7	14	3	0	0	0	0	11	8	5	11	37	4
STAD_TCGA-BR-8687	4	0	14	3	2	18	16	0	4	7	23	7	9	4	8	114
STAD_TCGA-BR-8690	6	19	27	8	0	5	5	2	18	4	11	25	0	16	34	13
STAD_TCGA-BR-A44T	0	0	2	4	14	1	0	0	0	1	0	0	1	0	0	0
STAD_TCGA-BR-A44U	0	5	44	6	0	5	0	3	3	1	9	0	5	1	14	15
STAD_TCGA-BR-A452	0	4	11	8	3	4	11	0	0	0	11	1	6	21	15	36
STAD_TCGA-BR-A453	2	12	10	4	11	3	0	13	0	5	9	8	1	0	8	0
STAD_TCGA-BR-A4CQ	7	7	38	9	34	9	1	3	0	8	35	0	2	10	49	12
STAD_TCGA-BR-A4CR	3	5	17	0	0	7	0	6	0	9	4	3	12	0	17	2
STAD_TCGA-BR-A4CS	11	12	31	12	33	0	5	6	0	4	21	0	12	12	29	6
STAD_TCGA-BR-A4IU	1	2	4	5	9	1	0	0	0	4	1	0	0	0	1	0
STAD_TCGA-BR-A4IV	0	3	2	1	3	4	1	2	1	0	0	0	5	1	12	5
STAD_TCGA-BR-A4IY	6	10	37	7	8	10	0	0	5	14	9	9	0	16	54	2
STAD_TCGA-BR-A4IZ	0	2	7	3	1	0	0	0	0	0	0	2	0	0	3	2
STAD_TCGA-BR-A4J1	0	10	15	7	3	0	0	0	5	0	0	14	0	9	19	5
STAD_TCGA-BR-A4J2	1	8	30	7	0	0	0	0	0	6	5	0	1	0	10	2
STAD_TCGA-BR-A4J4	4	0	31	4	26	0	0	5	0	2	14	2	5	0	8	0
STAD_TCGA-BR-A4J5	1	5	31	3	23	2	2	0	0	4	5	7	0	0	19	13
STAD_TCGA-BR-A4J6	0	1	2	0	0	1	1	0	0	4	4	6	3	2	14	1
STAD_TCGA-BR-A4J7	0	15	16	5	8	1	0	0	2	0	8	0	3	0	7	3
STAD_TCGA-BR-A4J8	1	15	28	11	0	0	0	1	12	0	5	6	1	10	17	8
STAD_TCGA-BR-A4J9	0	1	14	3	7	3	0	0	0	2	2	0	5	0	8	3
STAD_TCGA-BR-A4PD	1	6	8	5	3	3	7	0	12	10	10	13	18	6	17	74
STAD_TCGA-BR-A4PE	4	31	52	10	0	6	0	3	2	0	33	8	8	11	56	31
STAD_TCGA-BR-A4PF	5	13	16	2	16	6	0	2	0	6	11	0	2	7	29	4
STAD_TCGA-BR-A4QI	1	17	21	9	0	8	2	4	1	5	6	0	13	11	33	19
STAD_TCGA-BR-A4QL	19	366	569	127	311	97	0	101	1	191	137	0	0	13	0	20
STAD_TCGA-BR-A4QM	0	16	17	9	0	6	0	0	5	6	13	9	4	4	17	17
STAD_TCGA-CD-5798	3	16	18	8	5	1	11	1	0	3	6	5	12	3	19	9
STAD_TCGA-CD-5799	0	9	8	5	9	0	0	4	0	1	5	0	0	1	13	2
STAD_TCGA-CD-5800	1	24	31	15	21	4	7	3	0	2	13	7	33	25	14	3
STAD_TCGA-CD-5801	2	4	34	18	0	30	165	9	7	39	24	6	46	8	23	130
STAD_TCGA-CD-5802	1	0	15	3	0	10	0	2	4	0	5	0	11	11	2	0
STAD_TCGA-CD-5803	0	6	6	2	0	2	0	0	0	2	3	2	1	4	16	1
STAD_TCGA-CD-5804	1	8	18	6	25	0	2	0	0	3	11	5	0	8	2	0
