Samples	SBS96A	SBS96B	SBS96C
MSH6_0_multinomial_train1.6	0.00E+00	3.54E-01	3.60E-01
MSH6_0_multinomial_train1.7	9.77E-107	3.60E-01	3.66E-01
MSH2_0_multinomial_train1.8	6.82E-04	3.47E-01	3.51E-01
MLH1_0_multinomial_train1.12	4.36E-80	3.71E-01	3.75E-01
PMS1_0_multinomial_train1.14	0.00E+00	1.81E-01	1.02E-01
MSH6_0_multinomial_train1.8	9.55E-70	3.48E-01	3.53E-01
MSH6_0_multinomial_train1.9	3.07E-142	3.49E-01	3.54E-01
MLH1_0_multinomial_train1.13	0.00E+00	3.63E-01	3.66E-01
MSH2_0_multinomial_train1.9	9.06E-40	3.57E-01	3.62E-01
MLH1_0_multinomial_train1.14	0.00E+00	3.56E-01	3.61E-01
PMS2_0_multinomial_train1.5	0.00E+00	2.30E-01	2.38E-01
PMS1_0_multinomial_train1.15	0.00E+00	1.74E-01	1.10E-01
MLH1_0_multinomial_train1.15	0.00E+00	3.63E-01	3.68E-01
MLH1_0_multinomial_train1.16	0.00E+00	3.57E-01	3.62E-01
MSH2_0_multinomial_train1.10	2.77E-139	3.50E-01	3.55E-01
MSH6_0_multinomial_train1.10	1.96E-03	3.43E-01	3.49E-01
MSH6_0_multinomial_train1.11	1.11E-113	3.52E-01	3.58E-01
PMS1_0_multinomial_train1.16	0.00E+00	1.99E-01	1.19E-01
PMS2_0_multinomial_train1.6	0.00E+00	2.27E-01	2.34E-01
PMS1_0_multinomial_train1.17	6.65E-03	2.20E-01	1.32E-01
MSH6_1_multinomial_train1.13	3.79E-03	3.60E-01	3.66E-01
MLH1_0_multinomial_train1.17	0.00E+00	3.55E-01	3.61E-01
PMS1_0_multinomial_train1.18	0.00E+00	2.37E-01	1.07E-01
PMS1_0_multinomial_train1.19	0.00E+00	1.51E-01	1.14E-01
PMS2_0_multinomial_train1.7	0.00E+00	2.26E-01	2.32E-01
MLH1_0_multinomial_train1.18	0.00E+00	3.60E-01	3.65E-01
PMS1_0_multinomial_train1.20	1.42E-02	2.31E-01	1.25E-01
MSH6_0_multinomial_train1.12	1.50E-80	3.44E-01	3.49E-01
PMS1_0_multinomial_train1.21	0.00E+00	1.70E-01	1.10E-01
MSH6_0_multinomial_train1.13	1.71E-07	3.54E-01	3.59E-01
MSH2_0_multinomial_train1.11	7.09E-04	3.47E-01	3.52E-01
MSH6_0_multinomial_train1.14	1.35E-107	3.53E-01	3.59E-01
MSH2_0_multinomial_train1.12	8.38E-04	3.62E-01	3.67E-01
PMS2_0_multinomial_train1.8	0.00E+00	2.24E-01	2.31E-01
MSH2_0_multinomial_train1.13	0.00E+00	3.54E-01	3.60E-01
PMS1_0_multinomial_train1.22	0.00E+00	2.13E-01	1.10E-01
OGG1_1_real_train2	1.53E-01	2.58E-01	0.00E+00
RNF168_1_real_train2	3.71E-01	3.33E-26	2.97E-26
UNG_1_real_train2	8.12E-02	1.32E-01	1.79E-01
ATP2B4_2_real_train2	6.15E-84	2.89E-01	2.93E-01
ATP2B4_3_real_train2	1.32E-02	2.71E-01	2.72E-01
MLH1_1_real_train2	0.00E+00	3.44E-01	3.50E-01
MSH6_2_real_train2	0.00E+00	3.40E-01	3.45E-01
MSH6_3_real_train2	0.00E+00	3.50E-01	3.56E-01
PMS1_1_real_train2	0.00E+00	1.85E-01	1.05E-01
PMS2_1_real_train2	0.00E+00	2.50E-01	2.61E-01
OGG1_1_multinomial_train2	1.53E-01	2.57E-01	4.43E-156
UNG_1_multinomial_train2	8.40E-02	1.63E-01	1.91E-01
UNG_1_multinomial_train2.1	1.03E-01	8.52E-02	1.88E-01
OGG1_1_multinomial_train2.1	1.79E-01	2.75E-01	0.00E+00
UNG_1_multinomial_train2.2	7.29E-02	1.41E-01	1.78E-01
UNG_1_multinomial_train2.3	6.39E-02	1.43E-01	1.74E-01
UNG_1_multinomial_train2.4	5.63E-02	1.63E-01	1.79E-01
UNG_1_multinomial_train2.5	8.06E-02	1.28E-01	1.76E-01
UNG_1_multinomial_train2.6	8.58E-02	1.57E-01	1.85E-01
UNG_1_multinomial_train2.7	9.48E-02	1.95E-01	2.09E-01
UNG_1_multinomial_train2.8	6.57E-02	1.55E-01	1.85E-01
OGG1_1_multinomial_train2.2	1.54E-01	2.58E-01	0.00E+00
OGG1_1_multinomial_train2.3	1.59E-01	2.64E-01	0.00E+00
UNG_1_multinomial_train2.9	6.25E-02	1.41E-01	1.70E-01
OGG1_1_multinomial_train2.4	1.57E-01	2.62E-01	0.00E+00
OGG1_1_multinomial_train2.5	1.52E-01	2.57E-01	0.00E+00
OGG1_1_multinomial_train2.6	1.40E-01	2.46E-01	1.13E-53
OGG1_1_multinomial_train2.7	1.56E-01	2.60E-01	0.00E+00
OGG1_1_multinomial_train2.8	1.47E-01	2.51E-01	0.00E+00
UNG_1_multinomial_train2.10	8.72E-02	1.65E-01	1.98E-01
OGG1_1_multinomial_train2.9	1.47E-01	2.49E-01	0.00E+00
UNG_1_multinomial_train2.11	7.15E-02	1.40E-01	1.77E-01
UNG_1_multinomial_train2.12	7.86E-02	1.40E-01	1.82E-01
OGG1_1_multinomial_train2.10	1.55E-01	2.60E-01	0.00E+00
OGG1_1_multinomial_train2.11	1.51E-01	2.56E-01	2.74E-161
UNG_1_multinomial_train2.13	8.36E-02	1.21E-01	1.74E-01
UNG_1_multinomial_train2.14	8.27E-02	1.44E-01	1.78E-01
UNG_1_multinomial_train2.15	7.79E-02	1.31E-01	1.77E-01
UNG_1_multinomial_train2.16	7.55E-02	1.42E-01	1.86E-01
OGG1_1_multinomial_train2.12	1.61E-01	2.66E-01	0.00E+00
UNG_1_multinomial_train2.17	9.79E-02	1.07E-01	1.97E-01
OGG1_1_multinomial_train2.13	1.53E-01	2.57E-01	0.00E+00
UNG_1_multinomial_train2.18	8.23E-02	1.34E-01	1.81E-01
OGG1_1_multinomial_train2.14	1.62E-01	2.67E-01	0.00E+00
UNG_1_multinomial_train2.19	8.15E-02	1.28E-01	1.74E-01
UNG_1_multinomial_train2.20	8.13E-02	1.50E-01	1.75E-01
OGG1_1_multinomial_train2.15	1.68E-01	2.70E-01	0.00E+00
UNG_1_multinomial_train2.21	1.30E-01	4.60E-02	1.94E-01
UNG_1_multinomial_train2.22	9.91E-02	9.56E-02	1.94E-01
OGG1_1_multinomial_train2.16	1.46E-01	2.50E-01	4.73E-140
OGG1_1_multinomial_train2.17	1.53E-01	2.56E-01	0.00E+00
UNG_1_multinomial_train2.23	7.78E-02	1.47E-01	1.89E-01
OGG1_1_multinomial_train2.18	1.54E-01	2.58E-01	1.24E-161
UNG_1_multinomial_train2.24	6.72E-02	1.38E-01	1.74E-01
UNG_1_multinomial_train2.25	7.69E-02	1.54E-01	1.95E-01
UNG_1_multinomial_train2.26	7.47E-02	1.41E-01	1.82E-01
UNG_1_multinomial_train2.27	7.06E-02	1.46E-01	1.81E-01
UNG_1_multinomial_train2.28	7.13E-02	1.42E-01	1.80E-01
OGG1_1_multinomial_train2.19	1.66E-01	2.69E-01	0.00E+00
UNG_1_multinomial_train2.29	8.01E-02	1.26E-01	1.73E-01
OGG1_1_multinomial_train2.20	1.62E-01	2.65E-01	0.00E+00
UNG_1_multinomial_train2.30	8.08E-02	1.38E-01	1.69E-01
UNG_1_multinomial_train2.31	1.07E-01	8.48E-03	1.99E-01
UNG_1_multinomial_train2.32	8.60E-02	1.62E-01	1.75E-01
UNG_1_multinomial_train2.33	9.33E-02	1.02E-01	1.74E-01
OGG1_1_multinomial_train2.21	1.61E-01	2.66E-01	0.00E+00
UNG_1_multinomial_train2.34	7.73E-02	1.40E-01	1.82E-01
OGG1_1_multinomial_train2.22	1.52E-01	2.56E-01	1.30E-143
OGG1_1_multinomial_train2.23	1.48E-01	2.53E-01	2.96E-106
UNG_1_multinomial_train2.35	7.15E-02	1.33E-01	1.73E-01
UNG_1_multinomial_train2.36	8.12E-02	1.57E-01	1.78E-01
OGG1_1_multinomial_train2.24	1.46E-01	2.49E-01	0.00E+00
UNG_1_multinomial_train2.37	1.09E-01	8.52E-02	1.74E-01
OGG1_1_multinomial_train2.25	1.59E-01	2.63E-01	0.00E+00
UNG_1_multinomial_train2.38	7.36E-02	1.32E-01	1.73E-01
OGG1_1_multinomial_train2.26	1.56E-01	2.60E-01	0.00E+00
OGG1_1_multinomial_train2.27	1.49E-01	2.54E-01	2.39E-135
OGG1_1_multinomial_train2.28	1.55E-01	2.60E-01	3.71E-92
OGG1_1_multinomial_train2.29	1.50E-01	2.54E-01	0.00E+00
OGG1_1_multinomial_train2.30	1.52E-01	2.57E-01	0.00E+00
UNG_1_multinomial_train2.39	7.97E-02	1.26E-01	1.73E-01
UNG_1_multinomial_train2.40	5.96E-02	1.53E-01	1.77E-01
OGG1_1_multinomial_train2.31	1.51E-01	2.57E-01	1.05E-103
OGG1_1_multinomial_train2.32	1.52E-01	2.58E-01	0.00E+00
OGG1_1_multinomial_train2.33	1.45E-01	2.51E-01	4.68E-46
UNG_1_multinomial_train2.41	8.36E-02	1.20E-01	1.70E-01
UNG_1_multinomial_train2.42	6.25E+00	1.02E-05	2.29E-02
OGG1_1_multinomial_train2.34	1.62E-01	2.67E-01	0.00E+00
UNG_1_multinomial_train2.43	8.62E-02	1.27E-01	1.84E-01
OGG1_1_multinomial_train2.35	1.58E-01	2.62E-01	0.00E+00
OGG1_1_multinomial_train2.36	1.46E-01	2.50E-01	6.09E-127
UNG_1_multinomial_train2.44	7.15E-02	1.41E-01	1.80E-01
OGG1_1_multinomial_train2.37	1.46E-01	2.50E-01	0.00E+00
UNG_1_multinomial_train2.45	9.12E-02	1.70E-01	1.92E-01
UNG_1_multinomial_train2.46	1.30E-01	1.78E-01	6.60E-18
UNG_1_multinomial_train2.47	7.33E-02	1.31E-01	1.73E-01
UNG_1_multinomial_train2.48	9.99E-02	9.16E-02	1.87E-01
UNG_1_multinomial_train2.49	8.34E-02	1.52E-01	1.80E-01
UNG_1_multinomial_train2.50	1.03E-01	8.42E-02	1.88E-01
OGG1_1_multinomial_train2.38	1.54E-01	2.59E-01	0.00E+00
UNG_1_multinomial_train2.51	7.69E-02	1.25E-01	1.67E-01
UNG_1_multinomial_train2.52	7.82E-02	1.33E-01	1.77E-01
OGG1_1_multinomial_train2.39	1.46E-01	2.50E-01	1.84E-110
OGG1_1_multinomial_train2.40	1.51E-01	2.56E-01	0.00E+00
UNG_1_multinomial_train2.53	7.05E-02	1.46E-01	1.83E-01
OGG1_1_multinomial_train2.41	1.43E-01	2.47E-01	2.07E-118
OGG1_1_multinomial_train2.42	1.53E-01	2.58E-01	0.00E+00
UNG_1_multinomial_train2.54	7.24E-02	1.43E-01	1.79E-01
RNF168_1_multinomial_train2	3.75E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.1	3.68E-01	3.33E-26	3.00E-26
RNF168_1_multinomial_train2.2	3.69E-01	3.33E-26	3.14E-26
RNF168_1_multinomial_train2.3	3.70E-01	3.33E-26	2.97E-26
RNF168_1_multinomial_train2.4	3.69E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.5	3.67E-01	3.33E-26	3.04E-26
RNF168_1_multinomial_train2.6	3.73E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.7	3.67E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.8	3.72E-01	3.33E-26	2.91E-26
RNF168_1_multinomial_train2.9	3.83E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.10	3.67E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.11	3.77E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.12	3.73E-01	3.33E-26	2.98E-26
RNF168_1_multinomial_train2.13	3.75E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.14	3.73E-01	3.33E-26	2.79E-26
RNF168_1_multinomial_train2.15	3.72E-01	3.33E-26	2.76E-26
RNF168_1_multinomial_train2.16	3.85E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.17	3.76E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.18	3.77E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.19	3.62E-01	3.33E-26	3.22E-26
RNF168_1_multinomial_train2.20	3.79E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.21	3.72E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.22	3.77E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.23	3.62E-01	3.33E-26	3.14E-26
RNF168_1_multinomial_train2.24	3.73E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.25	3.48E-01	3.33E-26	1.33E-41
RNF168_1_multinomial_train2.26	3.73E-01	3.33E-26	2.97E-26
RNF168_1_multinomial_train2.27	3.82E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.28	3.84E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.29	3.69E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.30	3.84E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.31	3.65E-01	3.33E-26	3.13E-26
RNF168_1_multinomial_train2.32	3.72E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.33	3.75E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.34	3.74E-01	3.33E-26	2.83E-26
RNF168_1_multinomial_train2.35	3.64E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.36	3.66E-01	3.33E-26	3.00E-26
RNF168_1_multinomial_train2.37	3.67E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.38	3.63E-01	3.33E-26	3.29E-26
RNF168_1_multinomial_train2.39	3.63E-01	3.33E-26	2.92E-26
RNF168_1_multinomial_train2.40	3.61E-01	3.33E-26	3.24E-26
RNF168_1_multinomial_train2.41	3.65E-01	3.33E-26	3.13E-26
RNF168_1_multinomial_train2.42	3.57E-01	3.33E-26	1.33E-41
RNF168_1_multinomial_train2.43	3.82E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.44	3.68E-01	3.33E-26	3.06E-26
RNF168_1_multinomial_train2.45	3.76E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.46	3.73E-01	3.33E-26	2.86E-26
RNF168_1_multinomial_train2.47	3.84E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.48	3.73E-01	3.33E-26	2.82E-26
RNF168_1_multinomial_train2.49	3.75E-01	3.33E-26	2.77E-26
RNF168_1_multinomial_train2.50	3.77E-01	3.33E-26	2.91E-26
RNF168_1_multinomial_train2.51	3.81E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.52	3.73E-01	3.33E-26	2.74E-26
RNF168_1_multinomial_train2.53	3.71E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.54	3.86E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.55	3.74E-01	3.33E-26	2.81E-26
RNF168_1_multinomial_train2.56	3.55E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.57	3.72E-01	3.33E-26	2.93E-26
RNF168_1_multinomial_train2.58	3.71E-01	3.33E-26	3.00E-26
RNF168_1_multinomial_train2.59	3.68E-01	3.33E-26	2.84E-26
RNF168_1_multinomial_train2.60	3.70E-01	3.33E-26	2.71E-26
RNF168_1_multinomial_train2.61	3.70E-01	3.33E-26	3.07E-26
RNF168_1_multinomial_train2.62	3.72E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.63	3.67E-01	3.33E-26	3.17E-26
RNF168_1_multinomial_train2.64	3.78E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.65	3.67E-01	3.33E-26	3.02E-26
RNF168_1_multinomial_train2.66	3.83E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.67	3.63E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.68	3.77E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.69	3.69E-01	3.33E-26	2.90E-26
RNF168_1_multinomial_train2.70	3.75E-01	3.33E-26	2.96E-26
RNF168_1_multinomial_train2.71	3.72E-01	3.33E-26	2.84E-26
RNF168_1_multinomial_train2.72	3.79E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.73	3.64E-01	3.33E-26	3.12E-26
RNF168_1_multinomial_train2.74	3.75E-01	3.33E-26	2.89E-26
RNF168_1_multinomial_train2.75	3.59E-01	3.33E-26	3.31E-26
RNF168_1_multinomial_train2.76	3.62E-01	3.33E-26	3.27E-26
RNF168_1_multinomial_train2.77	3.58E-01	3.33E-26	1.33E-41
RNF168_1_multinomial_train2.78	3.72E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.79	3.64E-01	3.33E-26	3.26E-26
RNF168_1_multinomial_train2.80	3.71E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.81	3.71E-01	3.33E-26	2.81E-26
RNF168_1_multinomial_train2.82	3.65E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.83	3.59E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.84	3.76E-01	3.33E-26	3.00E-26
RNF168_1_multinomial_train2.85	3.84E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.86	3.74E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.87	3.55E-01	3.33E-26	3.26E-26
RNF168_1_multinomial_train2.88	3.73E-01	3.33E-26	2.87E-26
RNF168_1_multinomial_train2.89	3.75E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.90	3.67E-01	3.33E-26	3.16E-26
RNF168_1_multinomial_train2.91	3.66E-01	3.33E-26	2.90E-26
RNF168_1_multinomial_train2.92	3.65E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.93	3.65E-01	3.33E-26	2.86E-26
RNF168_1_multinomial_train2.94	3.76E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.95	3.74E-01	3.33E-26	2.91E-26
RNF168_1_multinomial_train2.96	3.75E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.97	3.80E-01	3.33E-26	3.33E-26
RNF168_1_multinomial_train2.98	3.62E-01	3.33E-26	1.33E-41
ATP2B4_2_multinomial_train2	3.39E-125	2.96E-01	3.01E-01
ATP2B4_2_multinomial_train2.1	0.00E+00	3.01E-01	3.04E-01
ATP2B4_3_multinomial_train2	5.55E-02	2.35E-01	2.29E-01
ATP2B4_3_multinomial_train2.1	3.48E-02	2.52E-01	2.51E-01
ATP2B4_2_multinomial_train2.2	1.90E-02	2.64E-01	2.69E-01
ATP2B4_2_multinomial_train2.3	2.68E-02	2.56E-01	2.61E-01
ATP2B4_3_multinomial_train2.2	5.59E-02	2.42E-01	2.38E-01
ATP2B4_3_multinomial_train2.3	3.18E-02	2.45E-01	2.44E-01
ATP2B4_2_multinomial_train2.4	0.00E+00	2.94E-01	2.98E-01
ATP2B4_3_multinomial_train2.4	4.12E-02	2.38E-01	2.36E-01
ATP2B4_2_multinomial_train2.5	4.90E-138	2.98E-01	3.03E-01
ATP2B4_2_multinomial_train2.6	6.06E-70	2.81E-01	2.83E-01
ATP2B4_3_multinomial_train2.5	5.72E-02	2.56E-01	2.51E-01
ATP2B4_2_multinomial_train2.7	1.80E-24	3.01E-01	3.05E-01
ATP2B4_3_multinomial_train2.6	1.02E-56	2.70E-01	2.72E-01
ATP2B4_3_multinomial_train2.7	2.95E-02	2.37E-01	2.36E-01
ATP2B4_3_multinomial_train2.8	6.30E-58	2.73E-01	2.76E-01
ATP2B4_2_multinomial_train2.8	7.18E-71	3.03E-01	3.08E-01
ATP2B4_2_multinomial_train2.9	7.74E-41	2.95E-01	2.99E-01
ATP2B4_3_multinomial_train2.9	1.70E-02	2.49E-01	2.49E-01
ATP2B4_3_multinomial_train2.10	2.65E-02	2.71E-01	2.71E-01
ATP2B4_3_multinomial_train2.11	5.47E-89	2.99E-01	3.01E-01
ATP2B4_2_multinomial_train2.10	0.00E+00	2.63E-01	2.65E-01
ATP2B4_2_multinomial_train2.11	2.16E-02	2.60E-01	2.60E-01
ATP2B4_2_multinomial_train2.12	1.22E-02	2.51E-01	2.52E-01
ATP2B4_2_multinomial_train2.13	1.17E-132	2.88E-01	2.92E-01
ATP2B4_2_multinomial_train2.14	4.24E-02	2.37E-01	2.35E-01
ATP2B4_3_multinomial_train2.12	0.00E+00	2.87E-01	2.89E-01
ATP2B4_3_multinomial_train2.13	0.00E+00	2.66E-01	2.68E-01
ATP2B4_3_multinomial_train2.14	2.53E-135	2.78E-01	2.82E-01
ATP2B4_3_multinomial_train2.15	2.44E-81	2.44E-01	2.45E-01
ATP2B4_2_multinomial_train2.15	5.50E-136	2.80E-01	2.84E-01
ATP2B4_2_multinomial_train2.16	2.46E-116	2.98E-01	3.02E-01
ATP2B4_3_multinomial_train2.16	6.11E-02	2.46E-01	2.40E-01
ATP2B4_2_multinomial_train2.17	3.39E-95	2.98E-01	3.02E-01
ATP2B4_3_multinomial_train2.17	1.74E-02	2.54E-01	2.55E-01
ATP2B4_3_multinomial_train2.18	3.38E-90	2.77E-01	2.79E-01
ATP2B4_2_multinomial_train2.18	2.53E-02	2.56E-01	2.56E-01
ATP2B4_3_multinomial_train2.19	4.60E-02	2.40E-01	2.37E-01
ATP2B4_3_multinomial_train2.20	6.96E-02	2.34E-01	2.25E-01
ATP2B4_3_multinomial_train2.21	6.63E-02	2.25E-01	2.19E-01
ATP2B4_2_multinomial_train2.19	4.27E-153	2.94E-01	2.96E-01
ATP2B4_3_multinomial_train2.22	2.13E-02	2.48E-01	2.48E-01
ATP2B4_3_multinomial_train2.23	3.42E-02	2.55E-01	2.54E-01
ATP2B4_3_multinomial_train2.24	3.03E-02	2.48E-01	2.47E-01
ATP2B4_3_multinomial_train2.25	1.99E-02	2.79E-01	2.80E-01
ATP2B4_3_multinomial_train2.26	5.09E-02	2.08E-01	2.02E-01
ATP2B4_2_multinomial_train2.20	4.99E-02	2.50E-01	2.49E-01
ATP2B4_2_multinomial_train2.21	2.57E-02	2.53E-01	2.55E-01
ATP2B4_3_multinomial_train2.27	1.48E-02	2.77E-01	2.78E-01
ATP2B4_3_multinomial_train2.28	4.68E-02	2.32E-01	2.28E-01
ATP2B4_3_multinomial_train2.29	3.74E-02	2.49E-01	2.47E-01
ATP2B4_2_multinomial_train2.22	0.00E+00	2.98E-01	3.00E-01
ATP2B4_2_multinomial_train2.23	0.00E+00	2.89E-01	2.91E-01
ATP2B4_2_multinomial_train2.24	0.00E+00	2.72E-01	2.75E-01
ATP2B4_2_multinomial_train2.25	0.00E+00	2.68E-01	2.71E-01
ATP2B4_2_multinomial_train2.26	3.37E-02	2.62E-01	2.63E-01
ATP2B4_3_multinomial_train2.30	9.52E-03	3.03E-01	3.07E-01
ATP2B4_3_multinomial_train2.31	2.15E-02	2.36E-01	2.36E-01
ATP2B4_3_multinomial_train2.32	3.54E-48	2.86E-01	2.90E-01
ATP2B4_2_multinomial_train2.27	4.03E-44	2.91E-01	2.97E-01
ATP2B4_2_multinomial_train2.28	5.36E-02	2.38E-01	2.34E-01
ATP2B4_3_multinomial_train2.33	3.67E-02	2.61E-01	2.61E-01
ATP2B4_2_multinomial_train2.29	5.72E-151	2.90E-01	2.93E-01
ATP2B4_2_multinomial_train2.30	0.00E+00	2.68E-01	2.70E-01
ATP2B4_3_multinomial_train2.34	3.98E-02	2.53E-01	2.51E-01
ATP2B4_3_multinomial_train2.35	2.83E-02	2.55E-01	2.55E-01
ATP2B4_2_multinomial_train2.31	7.24E-39	2.73E-01	2.81E-01
ATP2B4_3_multinomial_train2.36	1.05E-28	2.65E-01	2.67E-01
ATP2B4_2_multinomial_train2.32	0.00E+00	2.86E-01	2.89E-01
ATP2B4_2_multinomial_train2.33	8.41E-151	2.91E-01	2.95E-01
ATP2B4_2_multinomial_train2.34	5.59E-74	2.71E-01	2.74E-01
ATP2B4_3_multinomial_train2.37	7.78E-31	2.95E-01	2.99E-01
ATP2B4_3_multinomial_train2.38	1.93E-02	2.29E-01	2.29E-01
ATP2B4_2_multinomial_train2.35	2.21E-02	2.71E-01	2.74E-01
ATP2B4_3_multinomial_train2.39	6.25E-160	2.69E-01	2.71E-01
ATP2B4_2_multinomial_train2.36	0.00E+00	2.82E-01	2.84E-01
ATP2B4_2_multinomial_train2.37	8.01E-128	2.82E-01	2.86E-01
ATP2B4_3_multinomial_train2.40	2.96E-68	2.84E-01	2.87E-01
ATP2B4_2_multinomial_train2.38	3.45E-02	2.45E-01	2.44E-01
ATP2B4_3_multinomial_train2.41	1.54E-17	2.97E-01	2.99E-01
ATP2B4_2_multinomial_train2.39	0.00E+00	2.56E-01	2.58E-01
ATP2B4_3_multinomial_train2.42	4.44E-02	2.63E-01	2.63E-01
ATP2B4_2_multinomial_train2.40	5.04E-155	2.84E-01	2.90E-01
ATP2B4_2_multinomial_train2.41	7.72E-33	2.88E-01	2.92E-01
ATP2B4_2_multinomial_train2.42	4.78E-02	2.71E-01	2.69E-01
ATP2B4_2_multinomial_train2.43	0.00E+00	2.75E-01	2.79E-01
ATP2B4_3_multinomial_train2.43	2.80E-02	2.70E-01	2.73E-01
ATP2B4_2_multinomial_train2.44	3.78E-02	2.68E-01	2.68E-01
ATP2B4_3_multinomial_train2.44	1.79E-59	2.75E-01	2.78E-01
ATP2B4_2_multinomial_train2.45	1.66E-02	2.87E-01	2.92E-01
ATP2B4_2_multinomial_train2.46	1.44E-79	2.71E-01	2.74E-01
ATP2B4_2_multinomial_train2.47	8.80E-116	2.73E-01	2.76E-01
ATP2B4_2_multinomial_train2.48	0.00E+00	2.86E-01	2.88E-01
ATP2B4_3_multinomial_train2.45	2.51E-55	2.82E-01	2.85E-01
ATP2B4_3_multinomial_train2.46	5.67E-02	2.52E-01	2.47E-01
ATP2B4_2_multinomial_train2.49	1.76E-02	2.79E-01	2.82E-01
ATP2B4_2_multinomial_train2.50	0.00E+00	2.68E-01	2.72E-01
MSH6_2_multinomial_train2	0.00E+00	3.36E-01	3.41E-01
MSH6_2_multinomial_train2.1	0.00E+00	3.45E-01	3.50E-01
MSH6_2_multinomial_train2.2	1.31E-39	3.53E-01	3.59E-01
PMS2_1_multinomial_train2	0.00E+00	2.35E-01	2.52E-01
MSH6_2_multinomial_train2.3	0.00E+00	3.37E-01	3.42E-01
MLH1_1_multinomial_train2	0.00E+00	3.30E-01	3.36E-01
MLH1_1_multinomial_train2.1	0.00E+00	3.43E-01	3.49E-01
MSH6_3_multinomial_train2	0.00E+00	3.50E-01	3.56E-01
MSH6_2_multinomial_train2.4	1.12E-99	3.58E-01	3.64E-01
MLH1_1_multinomial_train2.2	0.00E+00	3.37E-01	3.44E-01
MSH6_3_multinomial_train2.1	0.00E+00	3.56E-01	3.62E-01
PMS2_1_multinomial_train2.1	0.00E+00	2.33E-01	2.43E-01
MSH6_3_multinomial_train2.2	0.00E+00	3.45E-01	3.51E-01
MLH1_1_multinomial_train2.3	0.00E+00	3.35E-01	3.41E-01
MSH6_3_multinomial_train2.3	0.00E+00	3.51E-01	3.57E-01
MLH1_1_multinomial_train2.4	0.00E+00	3.30E-01	3.36E-01
MSH6_3_multinomial_train2.4	0.00E+00	3.49E-01	3.55E-01
PMS2_1_multinomial_train2.2	0.00E+00	2.43E-01	2.57E-01
PMS2_1_multinomial_train2.3	0.00E+00	2.51E-01	2.61E-01
MSH6_2_multinomial_train2.5	0.00E+00	3.35E-01	3.40E-01
MSH6_2_multinomial_train2.6	4.76E-03	3.51E-01	3.58E-01
MSH6_2_multinomial_train2.7	0.00E+00	3.36E-01	3.41E-01
MSH6_3_multinomial_train2.5	0.00E+00	3.51E-01	3.57E-01
PMS1_1_multinomial_train2	0.00E+00	1.80E-01	1.06E-01
