Samples	SBS96A	SBS96B	SBS96C
PMS1_1_multinomial_train2.1	0.00E+00	2.39E-01	1.05E-01
MLH1_1_multinomial_train2.5	0.00E+00	3.48E-01	3.55E-01
PMS2_1_multinomial_train2.4	0.00E+00	2.48E-01	2.59E-01
PMS2_1_multinomial_train2.5	0.00E+00	2.59E-01	2.71E-01
MSH6_3_multinomial_train2.6	0.00E+00	3.50E-01	3.55E-01
MSH6_2_multinomial_train2.8	0.00E+00	3.40E-01	3.45E-01
MLH1_1_multinomial_train2.6	0.00E+00	3.43E-01	3.49E-01
MSH6_3_multinomial_train2.7	0.00E+00	3.46E-01	3.52E-01
PMS2_1_multinomial_train2.6	0.00E+00	2.48E-01	2.59E-01
PMS1_1_multinomial_train2.2	0.00E+00	1.59E-01	1.16E-01
PMS2_1_multinomial_train2.7	0.00E+00	2.45E-01	2.57E-01
PMS2_1_multinomial_train2.8	0.00E+00	2.41E-01	2.51E-01
MSH6_2_multinomial_train2.9	1.63E-69	3.24E-01	3.28E-01
MLH1_1_multinomial_train2.7	0.00E+00	3.36E-01	3.42E-01
PMS1_1_multinomial_train2.3	0.00E+00	1.44E-01	1.13E-01
MSH6_3_multinomial_train2.8	0.00E+00	3.50E-01	3.56E-01
MLH1_1_multinomial_train2.8	1.13E-03	3.43E-01	3.50E-01
PMS1_1_multinomial_train2.4	0.00E+00	1.74E-01	1.04E-01
MSH6_3_multinomial_train2.9	0.00E+00	3.46E-01	3.53E-01
MSH6_3_multinomial_train2.10	0.00E+00	3.51E-01	3.56E-01
MSH6_2_multinomial_train2.10	2.31E-05	3.51E-01	3.57E-01
MSH6_3_multinomial_train2.11	0.00E+00	3.44E-01	3.51E-01
PMS2_1_multinomial_train2.9	0.00E+00	2.57E-01	2.68E-01
MSH6_3_multinomial_train2.12	0.00E+00	3.48E-01	3.54E-01
MSH6_3_multinomial_train2.13	0.00E+00	3.47E-01	3.53E-01
MLH1_1_multinomial_train2.9	0.00E+00	3.30E-01	3.35E-01
PMS1_1_multinomial_train2.5	0.00E+00	1.67E-01	1.09E-01
PMS1_1_multinomial_train2.6	0.00E+00	2.58E-01	1.05E-01
MSH6_3_multinomial_train2.14	1.21E-71	3.52E-01	3.58E-01
PMS2_1_multinomial_train2.10	0.00E+00	2.54E-01	2.66E-01
MSH6_2_multinomial_train2.11	0.00E+00	3.38E-01	3.44E-01
MSH6_2_multinomial_train2.12	1.58E-149	3.32E-01	3.36E-01
PMS2_1_multinomial_train2.11	0.00E+00	2.50E-01	2.61E-01
MSH6_2_multinomial_train2.13	6.70E-126	3.42E-01	3.48E-01
PMS2_1_multinomial_train2.12	0.00E+00	2.54E-01	2.65E-01
MSH6_2_multinomial_train2.14	0.00E+00	3.32E-01	3.37E-01
PMS2_1_multinomial_train2.13	0.00E+00	2.53E-01	2.66E-01
MLH1_1_multinomial_train2.10	0.00E+00	3.51E-01	3.58E-01
MSH6_3_multinomial_train2.15	0.00E+00	3.50E-01	3.56E-01
MLH1_1_multinomial_train2.11	0.00E+00	3.40E-01	3.46E-01
PMS1_1_multinomial_train2.7	0.00E+00	1.50E-01	1.17E-01
MLH1_1_multinomial_train2.12	0.00E+00	3.56E-01	3.62E-01
MSH6_2_multinomial_train2.15	0.00E+00	3.33E-01	3.37E-01
MSH6_3_multinomial_train2.16	0.00E+00	3.53E-01	3.58E-01
MLH1_1_multinomial_train2.13	0.00E+00	3.42E-01	3.48E-01
MLH1_1_multinomial_train2.14	0.00E+00	3.39E-01	3.46E-01
PMS2_1_multinomial_train2.14	0.00E+00	2.51E-01	2.63E-01
MSH6_3_multinomial_train2.17	0.00E+00	3.51E-01	3.57E-01
MSH6_2_multinomial_train2.16	0.00E+00	3.49E-01	3.55E-01
PMS1_1_multinomial_train2.8	0.00E+00	2.24E-01	1.14E-01
PMS2_1_multinomial_train2.15	0.00E+00	2.48E-01	2.58E-01
PMS2_1_multinomial_train2.16	0.00E+00	2.35E-01	2.47E-01
MSH6_2_multinomial_train2.17	0.00E+00	3.23E-01	3.28E-01
MLH1_1_multinomial_train2.15	0.00E+00	3.44E-01	3.50E-01
MLH1_1_multinomial_train2.16	0.00E+00	3.42E-01	3.48E-01
PMS2_1_multinomial_train2.17	0.00E+00	2.66E-01	2.80E-01
MSH6_3_multinomial_train2.18	0.00E+00	3.55E-01	3.61E-01
MSH6_2_multinomial_train2.18	0.00E+00	3.39E-01	3.44E-01
MSH6_3_multinomial_train2.19	0.00E+00	3.48E-01	3.54E-01
PMS1_1_multinomial_train2.9	0.00E+00	2.38E-01	1.06E-01
MSH6_3_multinomial_train2.20	0.00E+00	3.56E-01	3.62E-01
PMS1_1_multinomial_train2.10	0.00E+00	2.39E-01	9.61E-02
MSH6_2_multinomial_train2.19	0.00E+00	3.46E-01	3.53E-01
MSH6_2_multinomial_train2.20	1.39E-03	3.55E-01	3.61E-01
PMS1_1_multinomial_train2.11	0.00E+00	1.78E-01	1.06E-01
MSH6_2_multinomial_train2.21	2.46E-52	3.31E-01	3.36E-01
MSH6_3_multinomial_train2.21	0.00E+00	3.38E-01	3.45E-01
MSH6_3_multinomial_train2.22	0.00E+00	3.50E-01	3.56E-01
MLH1_1_multinomial_train2.17	0.00E+00	3.44E-01	3.51E-01
MLH1_1_multinomial_train2.18	0.00E+00	3.45E-01	3.51E-01
PMS2_1_multinomial_train2.18	0.00E+00	2.50E-01	2.63E-01
EXO1_1_real_train3	3.54E-01	3.33E-26	1.33E-41
OGG1_2_real_train3	1.32E-01	2.42E-01	1.90E-02
RNF168_2_real_train3	3.63E-01	3.33E-26	3.11E-26
UNG_2_real_train3	5.56E-02	1.62E-01	1.81E-01
ATP2B4_4_real_train3	4.10E-02	2.49E-01	2.46E-01
ATP2B4_5_real_train3	6.18E-02	2.33E-01	2.25E-01
MLH1_2_real_train3	0.00E+00	3.55E-01	3.60E-01
MSH2_1_real_train3	0.00E+00	3.71E-01	3.76E-01
MSH6_4_real_train3	0.00E+00	3.48E-01	3.54E-01
MSH6_5_real_train3	0.00E+00	3.41E-01	3.46E-01
MSH6_6_real_train3	1.51E-03	3.58E-01	3.64E-01
PMS1_2_real_train3	0.00E+00	1.70E-01	1.05E-01
PMS2_2_real_train3	0.00E+00	2.30E-01	2.40E-01
EXO1_1_multinomial_train3	3.46E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3	3.65E-01	3.33E-26	2.89E-26
RNF168_2_multinomial_train3.1	3.70E-01	3.33E-26	2.88E-26
EXO1_1_multinomial_train3.1	3.56E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.2	3.72E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.3	3.61E-01	3.33E-26	3.23E-26
RNF168_2_multinomial_train3.4	3.60E-01	3.33E-26	3.18E-26
RNF168_2_multinomial_train3.5	3.56E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.6	3.62E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.7	3.55E-01	3.33E-26	3.27E-26
RNF168_2_multinomial_train3.8	3.65E-01	3.33E-26	3.06E-26
EXO1_1_multinomial_train3.2	3.52E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.3	3.58E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.9	3.54E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.4	3.62E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.5	3.51E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.6	3.50E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.7	3.57E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.8	3.48E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.10	3.63E-01	3.33E-26	3.02E-26
EXO1_1_multinomial_train3.9	3.59E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.11	3.67E-01	3.33E-26	2.97E-26
RNF168_2_multinomial_train3.12	3.63E-01	3.33E-26	3.14E-26
EXO1_1_multinomial_train3.10	3.59E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.11	3.60E-01	3.33E-26	3.32E-26
RNF168_2_multinomial_train3.13	3.59E-01	3.33E-26	3.28E-26
RNF168_2_multinomial_train3.14	3.69E-01	3.33E-26	2.88E-26
RNF168_2_multinomial_train3.15	3.70E-01	3.33E-26	2.85E-26
RNF168_2_multinomial_train3.16	3.63E-01	3.33E-26	3.18E-26
EXO1_1_multinomial_train3.12	3.55E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.17	3.77E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.13	3.48E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.18	3.60E-01	3.33E-26	3.19E-26
EXO1_1_multinomial_train3.14	3.54E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.19	3.64E-01	3.33E-26	3.13E-26
RNF168_2_multinomial_train3.20	3.75E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.15	3.51E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.21	3.47E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.22	3.63E-01	3.33E-26	3.09E-26
EXO1_1_multinomial_train3.16	3.53E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.17	3.51E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.23	3.57E-01	3.33E-26	3.23E-26
EXO1_1_multinomial_train3.18	3.59E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.24	3.68E-01	3.33E-26	2.83E-26
RNF168_2_multinomial_train3.25	3.67E-01	3.33E-26	2.83E-26
RNF168_2_multinomial_train3.26	3.66E-01	3.33E-26	3.14E-26
RNF168_2_multinomial_train3.27	3.59E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.28	3.63E-01	3.33E-26	2.95E-26
EXO1_1_multinomial_train3.19	3.55E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.29	3.59E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.20	3.54E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.30	3.65E-01	3.33E-26	3.18E-26
RNF168_2_multinomial_train3.31	3.61E-01	3.33E-26	3.11E-26
RNF168_2_multinomial_train3.32	3.60E-01	3.33E-26	3.09E-26
RNF168_2_multinomial_train3.33	3.53E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.21	3.58E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.34	3.58E-01	3.33E-26	3.16E-26
EXO1_1_multinomial_train3.22	3.51E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.23	3.53E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.35	3.65E-01	3.33E-26	3.02E-26
RNF168_2_multinomial_train3.36	3.51E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.24	3.59E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.37	3.62E-01	3.33E-26	3.01E-26
EXO1_1_multinomial_train3.25	3.54E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.38	3.60E-01	3.33E-26	3.32E-26
EXO1_1_multinomial_train3.26	3.59E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.27	3.54E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.28	3.61E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.29	3.56E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.30	3.59E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.39	3.68E-01	3.33E-26	2.97E-26
RNF168_2_multinomial_train3.40	3.67E-01	3.33E-26	2.85E-26
EXO1_1_multinomial_train3.31	3.60E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.32	3.61E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.33	3.53E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.41	3.64E-01	3.33E-26	3.00E-26
RNF168_2_multinomial_train3.42	3.53E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.34	3.57E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.43	3.70E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.35	3.57E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.36	3.58E-01	3.33E-26	3.33E-26
RNF168_2_multinomial_train3.44	3.61E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.37	3.53E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.45	3.59E-01	3.33E-26	3.16E-26
RNF168_2_multinomial_train3.46	3.59E-01	3.33E-26	3.16E-26
RNF168_2_multinomial_train3.47	3.69E-01	3.33E-26	2.87E-26
RNF168_2_multinomial_train3.48	3.64E-01	3.33E-26	3.01E-26
RNF168_2_multinomial_train3.49	3.59E-01	3.33E-26	3.14E-26
RNF168_2_multinomial_train3.50	3.70E-01	3.33E-26	2.78E-26
EXO1_1_multinomial_train3.38	3.58E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.51	3.57E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.52	3.59E-01	3.33E-26	3.31E-26
EXO1_1_multinomial_train3.39	3.54E-01	3.33E-26	3.33E-26
EXO1_1_multinomial_train3.40	3.46E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.53	3.64E-01	3.33E-26	3.05E-26
EXO1_1_multinomial_train3.41	3.57E-01	3.33E-26	1.33E-41
EXO1_1_multinomial_train3.42	3.51E-01	3.33E-26	1.33E-41
RNF168_2_multinomial_train3.54	3.63E-01	3.33E-26	3.10E-26
OGG1_2_multinomial_train3	1.47E-01	2.53E-01	6.34E-90
OGG1_2_multinomial_train3.1	1.43E-01	2.45E-01	0.00E+00
UNG_2_multinomial_train3	5.56E-02	1.56E-01	1.74E-01
OGG1_2_multinomial_train3.2	1.42E-01	2.47E-01	6.92E-70
UNG_2_multinomial_train3.1	6.26E-02	1.48E-01	1.76E-01
OGG1_2_multinomial_train3.3	1.01E-01	2.27E-01	6.89E-02
UNG_2_multinomial_train3.2	6.09E-02	1.67E-01	1.90E-01
UNG_2_multinomial_train3.3	7.04E-02	1.49E-01	1.84E-01
UNG_2_multinomial_train3.4	4.23E-02	1.66E-01	1.80E-01
UNG_2_multinomial_train3.5	5.69E-02	1.67E-01	1.85E-01
UNG_2_multinomial_train3.6	6.68E-02	1.63E-01	1.90E-01
UNG_2_multinomial_train3.7	4.01E-02	1.73E-01	1.85E-01
OGG1_2_multinomial_train3.4	1.05E-01	2.23E-01	4.87E-02
UNG_2_multinomial_train3.8	5.78E-02	1.67E-01	1.90E-01
UNG_2_multinomial_train3.9	5.37E-02	1.65E-01	1.81E-01
UNG_2_multinomial_train3.10	6.19E-02	1.52E-01	1.79E-01
UNG_2_multinomial_train3.11	6.20E-02	1.65E-01	1.92E-01
OGG1_2_multinomial_train3.5	1.43E-01	2.48E-01	6.81E-45
OGG1_2_multinomial_train3.6	1.56E-01	2.62E-01	4.39E-96
OGG1_2_multinomial_train3.7	1.63E-01	2.70E-01	6.86E-69
UNG_2_multinomial_train3.12	7.75E-02	1.55E-01	1.96E-01
OGG1_2_multinomial_train3.8	1.51E-01	2.58E-01	1.77E-55
UNG_2_multinomial_train3.13	6.83E-02	1.50E-01	1.82E-01
OGG1_2_multinomial_train3.9	1.12E-01	2.31E-01	4.82E-02
UNG_2_multinomial_train3.14	5.46E-02	1.45E-01	1.64E-01
UNG_2_multinomial_train3.15	9.97E-02	9.77E-02	1.92E-01
OGG1_2_multinomial_train3.10	1.39E-01	2.45E-01	4.59E-43
UNG_2_multinomial_train3.16	3.83E-02	1.22E-01	1.35E-01
UNG_2_multinomial_train3.17	4.44E-02	1.73E-01	1.86E-01
UNG_2_multinomial_train3.18	4.66E-02	1.57E-01	1.72E-01
UNG_2_multinomial_train3.19	5.94E-02	1.76E-01	1.94E-01
UNG_2_multinomial_train3.20	7.13E-02	1.51E-01	1.89E-01
UNG_2_multinomial_train3.21	4.85E-02	1.64E-01	1.80E-01
OGG1_2_multinomial_train3.11	1.53E-01	2.60E-01	1.50E-34
OGG1_2_multinomial_train3.12	1.48E-01	2.51E-01	0.00E+00
UNG_2_multinomial_train3.22	6.24E-02	1.73E-01	1.94E-01
UNG_2_multinomial_train3.23	5.83E-02	1.61E-01	1.84E-01
OGG1_2_multinomial_train3.13	1.15E-01	2.33E-01	4.79E-02
OGG1_2_multinomial_train3.14	1.43E-01	2.48E-01	7.36E-32
UNG_2_multinomial_train3.24	5.48E-02	1.55E-01	1.75E-01
OGG1_2_multinomial_train3.15	9.56E-02	2.17E-01	5.96E-02
OGG1_2_multinomial_train3.16	9.98E-02	2.20E-01	5.38E-02
OGG1_2_multinomial_train3.17	9.64E-02	2.24E-01	7.20E-02
OGG1_2_multinomial_train3.18	1.43E-01	2.48E-01	4.49E-62
OGG1_2_multinomial_train3.19	1.14E-01	2.31E-01	4.47E-02
UNG_2_multinomial_train3.25	6.39E-02	1.58E-01	1.85E-01
OGG1_2_multinomial_train3.20	1.39E-01	2.43E-01	7.48E-21
OGG1_2_multinomial_train3.21	1.56E-01	2.60E-01	0.00E+00
UNG_2_multinomial_train3.26	5.47E-02	1.52E-01	1.70E-01
OGG1_2_multinomial_train3.22	1.17E-01	2.33E-01	4.15E-02
OGG1_2_multinomial_train3.23	1.55E-01	2.62E-01	1.20E-78
OGG1_2_multinomial_train3.24	1.47E-01	2.52E-01	1.00E-74
UNG_2_multinomial_train3.27	5.79E-02	1.58E-01	1.77E-01
UNG_2_multinomial_train3.28	6.68E-02	1.67E-01	1.96E-01
UNG_2_multinomial_train3.29	6.72E-02	1.61E-01	1.92E-01
OGG1_2_multinomial_train3.25	1.47E-01	2.51E-01	4.34E-109
OGG1_2_multinomial_train3.26	1.45E-01	2.50E-01	4.42E-81
UNG_2_multinomial_train3.30	8.26E-02	1.31E-01	1.78E-01
UNG_2_multinomial_train3.31	7.82E-02	1.34E-01	1.80E-01
UNG_2_multinomial_train3.32	7.66E-02	1.43E-01	1.87E-01
OGG1_2_multinomial_train3.27	1.04E-01	2.30E-01	6.68E-02
OGG1_2_multinomial_train3.28	1.47E-01	2.52E-01	5.78E-60
OGG1_2_multinomial_train3.29	1.35E-01	2.40E-01	1.65E-50
OGG1_2_multinomial_train3.30	8.70E-02	2.19E-01	8.18E-02
OGG1_2_multinomial_train3.31	1.35E-01	2.38E-01	8.13E-137
OGG1_2_multinomial_train3.32	1.49E-01	2.54E-01	3.82E-132
UNG_2_multinomial_train3.33	4.76E-02	1.49E-01	1.66E-01
UNG_2_multinomial_train3.34	8.38E-02	1.55E-01	1.98E-01
UNG_2_multinomial_train3.35	4.06E-02	1.63E-01	1.76E-01
OGG1_2_multinomial_train3.33	1.52E-01	2.57E-01	1.42E-89
UNG_2_multinomial_train3.36	6.78E-02	1.57E-01	1.90E-01
UNG_2_multinomial_train3.37	5.62E-02	1.57E-01	1.74E-01
OGG1_2_multinomial_train3.34	1.13E-01	2.26E-01	3.41E-02
OGG1_2_multinomial_train3.35	1.28E-01	2.38E-01	2.20E-02
UNG_2_multinomial_train3.38	8.24E-02	1.32E-01	1.84E-01
UNG_2_multinomial_train3.39	4.23E-02	1.69E-01	1.85E-01
UNG_2_multinomial_train3.40	5.66E-02	1.66E-01	1.86E-01
UNG_2_multinomial_train3.41	4.54E-02	1.73E-01	1.85E-01
OGG1_2_multinomial_train3.36	1.33E-01	2.36E-01	1.37E-13
OGG1_2_multinomial_train3.37	1.46E-01	2.51E-01	2.57E-24
UNG_2_multinomial_train3.42	3.14E-02	1.56E-01	1.68E-01
UNG_2_multinomial_train3.43	6.40E-02	1.50E-01	1.81E-01
UNG_2_multinomial_train3.44	6.60E-02	1.61E-01	1.89E-01
OGG1_2_multinomial_train3.38	8.60E-02	2.15E-01	7.58E-02
OGG1_2_multinomial_train3.39	9.58E-02	2.19E-01	6.28E-02
UNG_2_multinomial_train3.45	6.35E-02	1.65E-01	1.84E-01
UNG_2_multinomial_train3.46	7.35E-02	1.63E-01	1.94E-01
OGG1_2_multinomial_train3.40	1.53E-01	2.59E-01	1.61E-25
OGG1_2_multinomial_train3.41	1.59E-01	2.67E-01	1.89E-70
UNG_2_multinomial_train3.47	4.46E-02	1.32E-01	1.46E-01
OGG1_2_multinomial_train3.42	1.40E-01	2.44E-01	1.88E-10
OGG1_2_multinomial_train3.43	9.75E-02	2.29E-01	8.01E-02
OGG1_2_multinomial_train3.44	8.24E-02	2.06E-01	6.90E-02
UNG_2_multinomial_train3.48	7.19E-02	1.54E-01	1.86E-01
UNG_2_multinomial_train3.49	5.22E-02	1.58E-01	1.76E-01
UNG_2_multinomial_train3.50	4.84E-02	1.65E-01	1.80E-01
UNG_2_multinomial_train3.51	5.11E-02	1.44E-01	1.61E-01
OGG1_2_multinomial_train3.45	1.10E-01	2.29E-01	4.99E-02
ATP2B4_4_multinomial_train3	3.97E-02	2.67E-01	2.65E-01
ATP2B4_5_multinomial_train3	2.75E-60	2.83E-01	2.84E-01
ATP2B4_4_multinomial_train3.1	1.02E-01	2.39E-01	2.21E-01
ATP2B4_4_multinomial_train3.2	3.42E-02	2.43E-01	2.41E-01
ATP2B4_5_multinomial_train3.1	7.86E-02	2.29E-01	2.17E-01
ATP2B4_5_multinomial_train3.2	1.12E-01	2.53E-01	2.38E-01
ATP2B4_4_multinomial_train3.3	3.08E-02	2.58E-01	2.57E-01
ATP2B4_4_multinomial_train3.4	2.40E-02	2.76E-01	2.76E-01
ATP2B4_5_multinomial_train3.3	8.59E-02	2.23E-01	2.10E-01
ATP2B4_5_multinomial_train3.4	3.32E-02	2.23E-01	2.21E-01
ATP2B4_5_multinomial_train3.5	2.95E-02	2.60E-01	2.60E-01
ATP2B4_4_multinomial_train3.5	6.87E-02	2.56E-01	2.56E-01
ATP2B4_5_multinomial_train3.6	0.00E+00	2.47E-01	2.48E-01
ATP2B4_4_multinomial_train3.6	4.00E-121	2.85E-01	2.87E-01
ATP2B4_4_multinomial_train3.7	9.00E-36	2.54E-01	2.55E-01
ATP2B4_4_multinomial_train3.8	3.67E-02	2.76E-01	2.76E-01
ATP2B4_5_multinomial_train3.7	5.94E-02	2.22E-01	2.14E-01
ATP2B4_4_multinomial_train3.9	7.12E-02	2.43E-01	2.36E-01
ATP2B4_5_multinomial_train3.8	6.73E-02	2.19E-01	2.10E-01
ATP2B4_5_multinomial_train3.9	6.58E-02	2.58E-01	2.53E-01
ATP2B4_4_multinomial_train3.10	2.20E-02	2.41E-01	2.45E-01
ATP2B4_5_multinomial_train3.10	1.73E-02	2.86E-01	2.88E-01
ATP2B4_4_multinomial_train3.11	5.99E-02	2.41E-01	2.35E-01
ATP2B4_4_multinomial_train3.12	8.00E-02	2.29E-01	2.17E-01
ATP2B4_5_multinomial_train3.11	7.29E-02	2.24E-01	2.20E-01
ATP2B4_4_multinomial_train3.13	6.65E-02	2.43E-01	2.37E-01
ATP2B4_5_multinomial_train3.12	7.70E-02	2.63E-01	2.54E-01
ATP2B4_4_multinomial_train3.14	4.59E-02	2.34E-01	2.30E-01
ATP2B4_5_multinomial_train3.13	5.28E-02	2.11E-01	2.05E-01
ATP2B4_4_multinomial_train3.15	3.52E-02	2.93E-01	2.96E-01
ATP2B4_4_multinomial_train3.16	5.38E-02	2.24E-01	2.18E-01
ATP2B4_5_multinomial_train3.14	1.02E-01	2.39E-01	2.29E-01
ATP2B4_4_multinomial_train3.17	0.00E+00	2.55E-01	2.56E-01
ATP2B4_4_multinomial_train3.18	0.00E+00	3.06E-01	3.10E-01
ATP2B4_5_multinomial_train3.15	8.33E-02	2.31E-01	2.17E-01
ATP2B4_5_multinomial_train3.16	3.92E-02	2.60E-01	2.59E-01
ATP2B4_4_multinomial_train3.19	5.11E-02	2.45E-01	2.42E-01
ATP2B4_5_multinomial_train3.17	8.08E-02	2.29E-01	2.18E-01
ATP2B4_5_multinomial_train3.18	6.28E-02	2.23E-01	2.15E-01
ATP2B4_4_multinomial_train3.20	1.69E-02	2.75E-01	2.76E-01
ATP2B4_5_multinomial_train3.19	6.28E-02	2.09E-01	2.00E-01
ATP2B4_4_multinomial_train3.21	5.92E-02	2.05E-01	1.98E-01
ATP2B4_5_multinomial_train3.20	5.69E-02	2.50E-01	2.44E-01
ATP2B4_4_multinomial_train3.22	8.65E-02	2.51E-01	2.39E-01
ATP2B4_5_multinomial_train3.21	2.91E-160	2.55E-01	2.58E-01
ATP2B4_5_multinomial_train3.22	0.00E+00	2.69E-01	2.71E-01
ATP2B4_4_multinomial_train3.23	1.22E-02	2.88E-01	2.95E-01
ATP2B4_4_multinomial_train3.24	6.63E-02	2.46E-01	2.41E-01
ATP2B4_5_multinomial_train3.23	3.61E-02	2.07E-01	2.06E-01
ATP2B4_4_multinomial_train3.25	5.84E-02	2.43E-01	2.38E-01
ATP2B4_5_multinomial_train3.24	4.03E-02	2.11E-01	2.07E-01
ATP2B4_4_multinomial_train3.26	1.23E-02	2.91E-01	2.93E-01
ATP2B4_5_multinomial_train3.25	4.16E-02	2.17E-01	2.13E-01
ATP2B4_5_multinomial_train3.26	7.77E-02	2.21E-01	2.09E-01
ATP2B4_4_multinomial_train3.27	0.00E+00	2.73E-01	2.75E-01
ATP2B4_5_multinomial_train3.27	0.00E+00	2.50E-01	2.51E-01
ATP2B4_4_multinomial_train3.28	1.84E-02	2.68E-01	2.69E-01
ATP2B4_4_multinomial_train3.29	6.02E-02	2.49E-01	2.45E-01
ATP2B4_5_multinomial_train3.28	7.77E-02	2.23E-01	2.12E-01
ATP2B4_5_multinomial_train3.29	7.60E-02	2.29E-01	2.19E-01
ATP2B4_4_multinomial_train3.30	7.89E-02	2.34E-01	2.21E-01
ATP2B4_5_multinomial_train3.30	7.64E-02	2.19E-01	2.07E-01
ATP2B4_5_multinomial_train3.31	7.08E-02	2.32E-01	2.23E-01
ATP2B4_5_multinomial_train3.32	5.12E-02	2.35E-01	2.31E-01
ATP2B4_5_multinomial_train3.33	8.10E-02	2.37E-01	2.29E-01
ATP2B4_4_multinomial_train3.31	4.01E-02	2.66E-01	2.64E-01
ATP2B4_4_multinomial_train3.32	1.97E-02	2.45E-01	2.45E-01
ATP2B4_5_multinomial_train3.34	3.02E-02	2.23E-01	2.21E-01
ATP2B4_4_multinomial_train3.33	5.48E-02	2.55E-01	2.51E-01
ATP2B4_4_multinomial_train3.34	5.56E-02	2.27E-01	2.23E-01
ATP2B4_4_multinomial_train3.35	3.49E-02	2.66E-01	2.67E-01
ATP2B4_5_multinomial_train3.35	9.01E-02	2.36E-01	2.24E-01
ATP2B4_5_multinomial_train3.36	7.03E-02	2.41E-01	2.32E-01
ATP2B4_4_multinomial_train3.36	1.07E-14	2.57E-01	2.60E-01
ATP2B4_5_multinomial_train3.37	6.14E-02	2.19E-01	2.11E-01
ATP2B4_5_multinomial_train3.38	6.41E-02	2.27E-01	2.19E-01
ATP2B4_5_multinomial_train3.39	0.00E+00	3.16E-01	3.17E-01
ATP2B4_5_multinomial_train3.40	3.49E-02	2.42E-01	2.40E-01
ATP2B4_5_multinomial_train3.41	9.00E-02	2.26E-01	2.14E-01
ATP2B4_4_multinomial_train3.37	7.17E-02	2.34E-01	2.26E-01
ATP2B4_5_multinomial_train3.42	1.06E-02	2.50E-01	2.61E-01
ATP2B4_5_multinomial_train3.43	1.34E-02	2.82E-01	2.83E-01
ATP2B4_5_multinomial_train3.44	6.63E-02	2.16E-01	2.07E-01
ATP2B4_5_multinomial_train3.45	5.82E-13	2.63E-01	2.64E-01
ATP2B4_4_multinomial_train3.38	2.95E-02	2.78E-01	2.83E-01
ATP2B4_5_multinomial_train3.46	7.88E-02	2.40E-01	2.32E-01
