Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U
UCEC_TCGA-D1-A1NY	5	116	24	94	75	40	48	0	106	36	88	13	0	15	9	41	3	4	8	11	12
UCEC_TCGA-D1-A1NZ	16	115	24	128	136	74	72	11	82	59	122	27	6	0	19	88	8	0	30	7	11
UCEC_TCGA-D1-A1O0	1	11	1	9	2	6	0	2	4	2	5	7	8	3	6	3	0	2	16	1	0
UCEC_TCGA-D1-A1O5	2	14	8	18	0	18	0	3	2	0	0	1	4	0	4	3	0	0	6	4	0
UCEC_TCGA-D1-A1O7	4	82	40	95	41	54	25	2	43	7	25	21	0	0	5	20	0	0	4	20	7
UCEC_TCGA-D1-A1O8	1	12	4	19	1	7	0	0	5	2	0	9	2	1	1	0	1	1	15	16	0
UCEC_TCGA-D1-A2G0	9	137	55	108	104	110	65	9	230	15	111	29	16	0	0	95	4	3	5	4	8
UCEC_TCGA-D1-A2G5	4	29	11	40	24	39	12	2	24	10	29	14	5	4	0	8	0	3	11	11	24
UCEC_TCGA-D1-A2G6	0	17	13	23	13	19	0	0	9	0	1	0	11	0	0	0	6	2	11	6	0
UCEC_TCGA-D1-A2G7	1	2	5	9	0	0	0	2	2	0	3	2	2	5	12	4	0	6	11	9	2
UCEC_TCGA-D1-A3DA	2	14	2	10	1	26	0	2	2	7	2	0	4	0	2	10	2	1	16	4	0
UCEC_TCGA-D1-A3DG	1	7	8	7	3	8	0	3	0	0	7	12	11	6	17	19	1	0	43	14	8
UCEC_TCGA-D1-A3DH	7	5	15	8	4	7	0	0	0	5	5	4	0	2	73	0	2	8	2	3	1
UCEC_TCGA-D1-A3JP	1	3	5	4	0	3	1	4	0	1	2	3	9	0	22	4	0	0	6	0	4
UCEC_TCGA-D1-A3JQ	4	5	1	3	0	4	0	0	5	0	2	3	6	0	4	0	2	1	3	6	0
UCEC_TCGA-DF-A2KN	239	206	49	197	412	21	2012	35	940	124	801	650	0	190	0	639	162	11	0	0	132
UCEC_TCGA-DF-A2KR	1	4	2	2	11	13	3	0	3	3	8	7	5	7	10	10	1	0	24	10	17
UCEC_TCGA-DF-A2KS	1	12	5	14	6	18	1	5	4	5	3	4	0	13	6	8	7	0	37	7	20
UCEC_TCGA-DF-A2KU	1705	1829	1614	1465	1536	681	2070	647	2268	381	165	1415	913	1207	0	0	42	9	29	0	0
UCEC_TCGA-DF-A2KV	787	96	473	5	78	46	25	564	0	57	2	11	35	5	0	0	0	173	0	1	3
UCEC_TCGA-DF-A2KZ	8	110	27	128	108	65	52	7	90	22	72	30	11	17	0	56	10	0	1	8	10
UCEC_TCGA-DF-A2L0	0	5	0	10	2	0	0	0	2	2	1	1	2	6	5	4	4	5	14	1	4
UCEC_TCGA-DI-A0WH	6	68	30	76	87	33	46	7	70	86	103	36	14	0	0	56	0	0	13	6	41
UCEC_TCGA-DI-A1BU	40	325	87	135	1815	115	262	59	875	5438	1497	384	705	5	9	169	54	18	0	66	1064
UCEC_TCGA-DI-A1BY	0	12	3	17	6	13	2	0	0	2	1	10	3	8	0	0	0	0	4	2	1
UCEC_TCGA-DI-A1C3	3	8	6	6	1	2	0	0	1	2	2	5	0	3	5	0	0	0	7	0	3
UCEC_TCGA-DI-A1NN	1	7	7	7	3	7	0	0	1	0	6	2	3	0	9	9	0	0	3	2	3
UCEC_TCGA-DI-A1NO	13	4	1	10	7	1	20	2	10	4	6	7	6	15	30	0	16	21	116	46	16
UCEC_TCGA-DI-A2QT	4	2	3	4	0	0	1	0	3	2	0	0	2	3	4	2	0	0	1	4	0
UCEC_TCGA-DI-A2QU	0	7	7	8	4	19	2	4	4	2	2	3	3	1	6	0	0	0	8	6	4
UCEC_TCGA-DI-A2QY	4	5	3	8	6	9	4	2	5	1	5	13	0	6	12	9	1	5	45	8	0
UCEC_TCGA-E6-A1LX	6557	1239	4455	447	991	624	750	3525	144	764	237	253	755	495	0	27	251	387	0	23	0
UCEC_TCGA-E6-A1LZ	11	4	12	8	4	5	0	0	0	3	3	12	7	4	183	0	3	23	58	1	0
UCEC_TCGA-E6-A1M0	1226	138	613	11	69	0	58	656	12	24	9	0	0	36	3	0	0	271	0	14	0
UCEC_TCGA-E6-A2P8	6	89	28	93	71	76	22	12	119	35	111	7	19	0	3	52	7	0	6	4	24
UCEC_TCGA-E6-A2P9	13	147	41	146	135	149	61	22	166	31	107	11	18	0	6	125	9	6	16	20	26
UCEC_TCGA-E6-A8L9	0	3	2	6	8	5	0	0	1	4	2	0	0	0	0	10	0	0	26	4	2
UCEC_TCGA-EC-A1NJ	2	30	8	24	12	9	0	6	2	73	126	2	11	5	0	26	13	9	15	0	42
UCEC_TCGA-EC-A1QX	18	109	24	79	128	60	89	3	99	41	104	40	0	7	3	71	10	6	0	8	23
UCEC_TCGA-EC-A24G	9	264	83	443	130	354	90	0	140	49	88	20	1	0	2	73	4	0	0	8	5
UCEC_TCGA-EO-A1Y5	4	5	2	11	0	4	0	5	7	0	12	8	8	3	5	1	1	1	18	4	6
UCEC_TCGA-EO-A1Y7	2	7	3	12	2	14	0	0	1	0	0	3	2	2	2	10	1	2	8	3	1
UCEC_TCGA-EO-A1Y8	2	3	8	10	1	0	0	0	4	0	0	0	9	1	13	3	0	5	4	3	6
UCEC_TCGA-EO-A22R	3548	2883	3133	1579	1416	812	2421	1700	89	1358	459	136	505	1525	0	132	912	0	23	0	0
UCEC_TCGA-EO-A22S	4	95	39	142	74	104	26	8	107	10	123	10	9	0	4	83	0	0	9	18	0
UCEC_TCGA-EO-A22T	26	153	32	194	168	35	153	6	237	26	151	67	7	3	6	118	9	0	6	11	27
UCEC_TCGA-EO-A22U	2410	2796	2512	3337	1659	2498	467	1583	646	643	566	2963	1991	508	0	0	158	321	0	0	0
UCEC_TCGA-EO-A22X	6011	480	3245	106	233	245	520	3482	55	388	174	39	317	203	13	0	79	1031	0	32	55
UCEC_TCGA-EO-A22Y	2	9	5	18	0	14	0	0	3	3	0	1	3	0	0	0	0	0	1	13	0
UCEC_TCGA-EO-A2CG	0	6	8	6	3	4	0	0	2	1	0	4	0	0	0	1	0	0	12	0	2
UCEC_TCGA-EO-A2CH	0	5	6	6	0	6	0	0	0	1	0	5	7	0	5	3	3	3	4	4	6
UCEC_TCGA-EO-A3AS	4	7	4	4	14	0	4	0	10	4	13	19	2	28	25	7	5	0	72	6	8
UCEC_TCGA-EO-A3AU	4	129	43	156	93	53	75	7	188	8	42	11	1	0	0	60	0	1	4	20	20
UCEC_TCGA-EO-A3AV	2647	207	1240	2	111	98	200	1716	22	100	50	17	40	193	12	0	43	593	0	0	0
UCEC_TCGA-EO-A3AY	2601	127	887	4	39	76	284	1330	29	119	49	20	0	159	0	17	75	433	0	14	28
UCEC_TCGA-EO-A3AZ	5	218	110	350	49	368	60	2	145	4	68	0	0	0	9	0	4	0	0	16	5
UCEC_TCGA-EO-A3B0	7034	581	2546	25	603	195	758	4436	74	549	34	115	464	528	0	0	398	1010	0	0	0
UCEC_TCGA-EO-A3B1	1	3	3	4	2	7	0	0	4	4	0	0	10	2	3	1	0	0	9	6	1
UCEC_TCGA-EO-A3KU	3	3	0	15	1	14	3	0	1	5	2	0	3	0	4	0	2	0	26	0	3
UCEC_TCGA-EO-A3KW	3	11	1	2	1	2	0	0	1	0	3	5	5	3	4	0	1	6	4	10	1
UCEC_TCGA-EO-A3KX	142	226	45	242	322	26	1251	22	553	170	480	363	0	164	0	378	153	0	0	4	212
UCEC_TCGA-EO-A3L0	4	10	10	26	2	15	0	0	1	0	4	9	5	0	0	0	0	0	16	9	1
UCEC_TCGA-EY-A1G7	4	7	5	30	6	15	2	1	3	9	0	5	5	0	5	7	2	0	9	7	0
UCEC_TCGA-EY-A1G8	1602	128	926	48	69	116	99	776	14	53	36	33	129	20	0	0	18	365	0	12	0
UCEC_TCGA-EY-A1GC	0	4	1	16	0	1	2	2	11	0	0	8	0	0	2	2	0	0	9	0	6
UCEC_TCGA-EY-A1GD	436	103	344	43	55	24	21	470	6	132	22	21	29	37	4	2	71	60	1	0	5
UCEC_TCGA-EY-A1GE	0	4	5	12	0	9	0	2	0	0	4	0	4	0	3	1	0	0	9	4	1
UCEC_TCGA-EY-A1GF	6	43	24	50	45	56	38	0	54	7	68	18	0	0	2	29	0	14	8	14	15
UCEC_TCGA-EY-A1GH	1	11	4	27	2	12	3	0	0	0	5	3	4	0	2	0	0	0	4	7	0
UCEC_TCGA-EY-A1GI	2954	242	1611	41	130	98	182	1461	20	77	27	51	182	69	0	0	17	604	0	25	12
UCEC_TCGA-EY-A1GJ	1	2	1	9	7	0	0	2	0	2	2	10	0	2	4	10	0	3	8	1	0
UCEC_TCGA-EY-A1GK	11	87	34	113	139	69	103	7	138	51	186	32	5	0	1	71	15	6	27	0	8
UCEC_TCGA-EY-A1GL	4	11	8	11	3	2	0	0	3	2	0	6	1	0	6	0	0	0	0	10	3
UCEC_TCGA-EY-A1GM	0	9	0	8	0	13	0	0	1	3	2	2	5	0	0	0	1	0	7	4	0
UCEC_TCGA-EY-A1GO	3	29	10	46	59	29	30	0	92	0	54	29	11	3	10	6	5	9	8	6	2
UCEC_TCGA-EY-A1GP	0	1	4	3	1	15	0	0	4	0	1	0	3	0	1	0	0	2	10	3	0
UCEC_TCGA-EY-A1GQ	3	66	25	76	51	64	25	7	87	71	104	19	2	0	0	37	2	0	6	5	7
UCEC_TCGA-EY-A1GR	0	4	7	8	3	10	0	2	2	0	2	2	2	0	6	4	7	1	14	0	3
UCEC_TCGA-EY-A1GS	4	2	23	10	7	8	2	0	1	0	0	4	66	2	319	0	0	6	35	5	0
UCEC_TCGA-EY-A1GT	0	15	4	32	0	9	2	0	4	0	4	10	6	6	4	0	1	0	4	0	5
UCEC_TCGA-EY-A1GU	35	128	32	122	256	193	200	6	352	12	119	158	4	46	12	255	0	0	65	0	0
UCEC_TCGA-EY-A1GV	0	0	2	8	3	0	0	2	3	0	0	0	3	2	6	0	0	0	12	1	4
UCEC_TCGA-EY-A1GW	2	7	2	6	0	3	2	0	6	1	1	3	3	2	4	0	0	2	6	11	8
UCEC_TCGA-EY-A1GX	0	11	8	26	3	13	3	0	0	1	6	12	7	6	0	5	0	3	11	5	2
UCEC_TCGA-EY-A1H0	5	56	10	65	16	54	18	2	51	3	73	5	1	0	8	24	10	0	0	24	18
UCEC_TCGA-EY-A210	1	4	5	5	1	7	0	0	3	2	0	0	5	0	2	2	0	0	5	9	4
UCEC_TCGA-EY-A212	0	5	4	7	4	6	0	0	1	0	5	0	0	1	11	3	0	10	14	11	0
UCEC_TCGA-EY-A214	0	4	2	4	1	2	0	2	7	7	5	1	4	4	3	0	4	1	17	11	5
UCEC_TCGA-EY-A215	439	898	230	901	462	358	1244	142	985	307	314	477	105	697	12	62	103	0	0	0	10
UCEC_TCGA-EY-A2OM	11	103	24	129	66	94	41	11	98	15	94	6	14	4	0	60	0	11	22	6	13
UCEC_TCGA-EY-A2ON	4	10	3	2	0	26	0	0	5	1	2	3	8	2	8	0	0	5	18	3	5
UCEC_TCGA-EY-A2OO	2	8	10	17	2	15	2	2	7	0	0	5	2	1	0	0	0	2	8	0	0
UCEC_TCGA-EY-A2OP	2	69	33	100	43	63	50	0	90	24	85	12	0	0	2	33	3	0	6	14	0
UCEC_TCGA-EY-A2OQ	0	4	6	7	0	23	1	0	3	0	1	0	4	0	3	5	0	1	2	7	2
UCEC_TCGA-EY-A3L3	1	4	4	12	5	1	1	0	2	0	3	0	5	0	16	7	2	1	13	4	2
UCEC_TCGA-EY-A3QX	6	3	5	11	1	1	1	0	5	2	0	6	3	3	3	3	0	0	26	1	1
UCEC_TCGA-EY-A4KR	1	6	4	16	3	2	5	5	5	2	7	4	1	0	19	1	7	0	32	6	0
UCEC_TCGA-EY-A547	1	28	6	29	13	20	5	1	29	10	21	0	3	3	0	19	0	5	26	4	13
UCEC_TCGA-EY-A548	6	109	39	110	83	80	19	0	89	22	74	17	8	0	7	53	0	0	5	6	6
UCEC_TCGA-EY-A549	3	359	166	799	12	472	20	0	63	0	15	0	0	0	0	7	0	0	0	0	0
UCEC_TCGA-EY-A54A	2	9	5	12	6	8	7	2	0	2	5	7	3	1	18	4	6	4	34	7	7
UCEC_TCGA-EY-A5W2	9	96	46	123	148	41	87	4	147	50	123	24	8	0	4	116	12	0	0	0	10
UCEC_TCGA-EY-A72D	2	4	5	8	12	9	0	0	0	0	1	3	0	1	1	3	3	0	3	7	7
UCEC_TCGA-FI-A2CX	0	1	2	3	2	0	0	0	0	0	2	0	0	1	7	3	0	0	4	4	1
UCEC_TCGA-FI-A2CY	0	5	5	9	8	0	2	2	3	0	3	6	0	0	4	0	0	2	8	0	0
UCEC_TCGA-FI-A2D0	136	2349	955	2488	1098	648	225	247	642	508	277	979	579	89	0	0	51	0	0	0	0
UCEC_TCGA-FI-A2D2	4	4	3	9	5	0	0	0	0	0	3	0	0	0	3	0	0	0	15	2	1
UCEC_TCGA-FI-A2D4	6	64	21	73	46	14	26	2	48	6	53	15	7	0	12	47	2	0	7	2	12
UCEC_TCGA-FI-A2D5	1975	4055	2186	1132	2956	913	1467	1498	610	2991	515	469	796	1659	0	0	659	172	0	0	0
UCEC_TCGA-FI-A2D6	6	106	37	113	100	67	64	3	66	26	133	7	5	0	1	57	5	0	20	10	12
UCEC_TCGA-FI-A2EU	0	7	1	11	3	1	4	0	5	0	3	7	3	1	10	0	4	0	8	1	2
UCEC_TCGA-FI-A2EW	1	0	9	17	0	0	3	4	4	0	1	10	17	0	33	1	0	14	11	6	5
UCEC_TCGA-FI-A2EX	1	8	6	9	0	9	0	0	2	0	4	0	9	0	14	0	1	0	4	8	0
UCEC_TCGA-FI-A2EY	4	4	8	16	5	13	3	0	2	5	3	3	14	1	29	4	0	0	22	8	2
UCEC_TCGA-FI-A2F4	37	66	18	28	359	0	479	7	309	242	645	412	0	64	0	162	70	2	0	0	160
UCEC_TCGA-FI-A2F8	3	8	8	4	0	3	1	0	0	7	2	2	18	0	38	2	0	0	5	4	2
UCEC_TCGA-FI-A2F9	3	6	2	8	1	10	2	0	3	4	3	0	0	2	0	0	0	3	10	5	0
UCEC_TCGA-FI-A3PV	1	6	7	10	1	6	2	0	0	2	3	8	1	6	20	2	0	5	17	3	0
UCEC_TCGA-FI-A3PX	4	10	5	12	0	4	2	7	5	8	4	15	5	2	8	1	4	0	30	0	0
UCEC_TCGA-H5-A2HR	1	2	2	13	6	0	1	7	0	0	3	3	0	1	3	6	0	0	6	7	5
UCEC_TCGA-JU-AAVI	1	9	2	13	0	0	0	1	4	2	2	2	0	0	8	3	2	3	10	7	4
UCEC_TCGA-K6-A3WQ	0	2	1	9	2	0	0	4	0	3	2	1	4	4	3	1	0	0	12	3	0
UCEC_TCGA-KJ-A3U4	0	5	1	3	1	13	0	2	0	0	0	2	7	4	2	12	2	1	11	4	0
UCEC_TCGA-KP-A3VZ	2	3	4	14	4	0	1	5	11	0	7	6	2	4	8	12	1	3	37	12	8
UCEC_TCGA-KP-A3W0	0	2	3	5	1	14	0	0	1	0	4	2	0	0	1	0	0	0	5	4	1
UCEC_TCGA-KP-A3W1	0	5	7	10	5	3	2	0	0	0	2	2	10	1	9	0	1	0	8	0	1
UCEC_TCGA-KP-A3W3	2	1	4	4	0	9	1	2	5	0	4	7	2	0	4	1	0	0	12	2	1
UCEC_TCGA-KP-A3W4	1	5	4	4	4	4	1	0	0	1	1	1	0	1	9	5	0	0	7	19	2
UCEC_TCGA-PG-A5BC	0	4	2	14	4	0	1	2	4	0	6	0	4	0	2	7	0	0	6	5	8
UCEC_TCGA-PG-A6IB	2	52	24	102	58	50	51	3	91	0	64	9	14	0	2	36	4	0	8	35	4
UCEC_TCGA-PG-A7D5	1	2	2	17	3	7	0	0	2	0	1	5	4	0	1	0	1	5	2	2	0
UCEC_TCGA-PG-A914	7	3	10	19	3	4	1	0	1	0	0	17	11	3	102	4	3	0	25	1	0
UCEC_TCGA-PG-A915	1	6	4	9	6	5	2	0	3	2	4	6	7	5	9	2	4	1	26	7	4
UCEC_TCGA-PG-A916	0	11	2	6	0	5	1	4	3	0	1	2	0	3	1	2	0	0	12	4	0
UCEC_TCGA-PG-A917	13	89	31	121	93	73	70	19	167	28	77	6	13	22	1	45	1	16	38	52	75
UCEC_TCGA-QF-A5YS	893	90	735	19	72	88	29	485	8	4	0	10	73	4	0	0	0	252	0	7	0
UCEC_TCGA-QF-A5YT	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
UCEC_TCGA-QS-A5YQ	589	46	378	13	30	29	16	310	0	0	0	0	40	0	0	0	0	184	0	16	0
UCEC_TCGA-QS-A5YR	4	43	10	57	26	47	25	4	50	2	32	7	4	0	0	16	0	0	7	8	0
UCEC_TCGA-QS-A744	0	16	6	15	0	15	2	2	0	2	2	10	0	6	5	0	0	2	8	3	0
UCEC_TCGA-QS-A8F1	1	6	1	10	5	6	0	2	0	2	9	9	5	4	7	0	0	4	23	8	0
UCEC_TCGA-SJ-A6ZI	22	390	124	452	286	281	179	4	212	21	158	23	5	0	0	65	14	0	0	16	28
UCEC_TCGA-SJ-A6ZJ	3	10	5	11	3	20	0	0	0	4	3	9	3	0	6	1	1	2	15	4	4
UCEC_TCGA-SL-A6J9	0	2	0	8	2	7	1	4	2	0	4	12	2	0	3	2	0	0	9	11	3
UCEC_TCGA-SL-A6JA	10	151	35	144	81	97	56	9	151	15	84	19	9	0	4	37	6	0	9	36	29
STAD_TCGA-3M-AB46	5	11	4	3	6	13	9	5	10	3	6	9	7	0	25	15	2	10	42	12	2
STAD_TCGA-3M-AB47	10	15	10	22	0	12	0	1	2	0	12	12	4	4	0	0	5	0	4	28	0
STAD_TCGA-B7-5816	12	157	52	176	152	166	89	11	71	153	137	12	23	4	0	98	53	0	3	26	12
STAD_TCGA-B7-5818	3	20	14	8	0	40	3	52	54	0	40	45	60	0	21	0	60	0	1	52	21
STAD_TCGA-B7-A5TI	15	117	35	141	54	71	60	4	38	23	60	12	0	0	15	22	2	0	10	2	12
STAD_TCGA-B7-A5TJ	5	42	19	51	8	40	6	11	16	0	6	18	7	0	0	4	43	9	2	17	8
STAD_TCGA-B7-A5TK	2	7	2	18	1	12	2	0	0	0	3	0	1	0	12	0	0	0	0	8	2
STAD_TCGA-B7-A5TN	1	3	11	13	2	13	0	2	5	0	2	0	2	1	2	0	4	0	17	20	2
STAD_TCGA-BR-4183	1	6	4	19	4	4	0	4	2	0	2	7	2	0	2	0	3	2	5	3	0
STAD_TCGA-BR-4184	26	1853	82	280	952	255	90	0	193	156	46	7	0	116	19	0	10	7	0	6	39
STAD_TCGA-BR-4187	1	5	5	1	2	14	0	2	0	0	0	2	0	0	2	0	0	1	0	3	0
STAD_TCGA-BR-4188	0	12	4	30	1	18	1	0	7	0	6	0	1	0	3	0	5	3	4	8	0
STAD_TCGA-BR-4191	6	9	8	1	11	14	5	13	10	0	4	10	22	10	21	37	0	0	71	0	2
STAD_TCGA-BR-4201	8	222	89	270	166	203	52	2	164	53	122	34	0	1	6	74	5	3	0	0	23
STAD_TCGA-BR-4253	0	5	7	5	7	23	2	0	6	0	2	11	5	1	8	0	11	0	5	3	3
STAD_TCGA-BR-4255	1	6	5	8	1	14	0	0	0	5	1	9	3	0	1	4	2	0	5	7	2
STAD_TCGA-BR-4256	11	142	34	177	110	88	85	1	95	104	91	22	20	0	15	68	57	4	5	3	5
STAD_TCGA-BR-4257	15	146	71	192	117	91	88	1	91	109	131	37	2	2	0	65	31	0	0	14	30
STAD_TCGA-BR-4267	2	3	5	7	1	4	0	4	8	4	1	0	0	0	9	0	9	1	40	4	5
STAD_TCGA-BR-4279	3	5	11	12	3	0	0	0	2	4	4	3	0	0	1	2	1	0	2	5	3
STAD_TCGA-BR-4280	2	110	17	76	78	61	58	6	29	50	118	4	10	12	3	74	52	0	12	0	0
STAD_TCGA-BR-4292	7	270	108	395	73	277	58	0	69	39	93	0	1	0	6	31	13	0	0	35	21
STAD_TCGA-BR-4294	0	4	0	0	4	0	0	0	3	2	0	3	5	0	0	0	0	0	11	7	0
STAD_TCGA-BR-4357	5	7	12	15	14	6	11	6	9	0	18	13	13	7	47	0	58	11	23	20	24
STAD_TCGA-BR-4361	14	241	78	316	352	113	99	26	202	784	312	62	73	0	9	77	28	0	1	12	142
STAD_TCGA-BR-4362	14	244	56	322	119	215	75	11	71	180	150	0	4	7	7	39	132	0	8	30	25
STAD_TCGA-BR-4363	4	77	32	101	53	86	40	4	57	37	66	0	0	0	0	3	14	0	8	0	4
STAD_TCGA-BR-4366	1	13	4	20	9	17	2	0	3	1	8	18	4	0	13	0	16	12	33	4	1
STAD_TCGA-BR-4368	8	210	62	267	155	164	68	0	155	79	122	31	3	0	19	37	11	0	0	33	10
STAD_TCGA-BR-4369	6	19	13	16	8	19	1	2	5	0	0	5	18	0	18	2	72	10	9	9	1
STAD_TCGA-BR-4370	10	206	95	267	74	235	64	3	84	18	64	4	15	0	11	16	10	0	0	35	11
STAD_TCGA-BR-4371	5	26	17	46	9	25	0	3	0	0	6	6	9	0	12	0	11	6	0	19	3
STAD_TCGA-BR-6452	52	557	133	422	790	259	325	22	318	1079	567	191	124	131	2	114	133	15	0	0	893
STAD_TCGA-BR-6453	0	18	5	16	3	24	0	5	0	4	2	4	11	0	4	10	112	0	0	8	0
STAD_TCGA-BR-6454	8	8	7	16	16	5	5	0	4	8	0	1	6	2	11	1	23	5	22	18	13
STAD_TCGA-BR-6455	0	20	5	17	0	17	2	0	5	0	8	25	0	0	4	0	0	3	2	6	1
STAD_TCGA-BR-6456	3	0	1	9	3	0	0	0	0	3	3	2	1	3	2	1	2	0	7	7	0
STAD_TCGA-BR-6457	6	9	6	22	1	12	0	5	2	4	5	7	0	0	6	0	27	0	4	20	5
STAD_TCGA-BR-6458	3	17	9	21	3	33	2	16	7	2	3	1	8	3	8	0	214	0	10	15	0
STAD_TCGA-BR-6563	4	9	4	14	4	20	0	6	0	2	4	0	3	0	1	0	7	0	2	5	1
STAD_TCGA-BR-6564	1	4	6	3	3	0	0	2	0	0	1	0	1	4	5	4	0	0	0	5	2
STAD_TCGA-BR-6565	5	9	12	11	10	16	0	2	8	3	13	10	0	5	13	0	5	2	45	6	1
STAD_TCGA-BR-6566	11	159	44	136	107	94	88	6	54	71	103	17	4	3	4	91	38	0	17	0	1
STAD_TCGA-BR-6705	1	6	5	16	5	20	2	0	0	1	2	2	3	2	8	0	22	2	13	1	5
STAD_TCGA-BR-6706	1	9	8	10	3	18	1	25	0	7	20	10	7	0	1	0	109	0	1	3	10
STAD_TCGA-BR-6707	2	10	4	9	0	26	0	0	0	0	3	4	3	0	4	1	0	9	0	9	6
STAD_TCGA-BR-6709	1	5	2	0	2	0	0	0	8	1	7	10	0	0	6	0	5	0	5	0	1
STAD_TCGA-BR-6801	0	3	6	20	0	0	0	0	8	3	1	8	6	0	5	0	0	0	0	0	1
STAD_TCGA-BR-6802	5	133	18	64	99	19	25	0	8	23	44	0	0	31	5	18	11	5	0	4	12
STAD_TCGA-BR-6803	0	1	1	1	0	5	0	2	0	0	0	0	1	2	1	2	0	0	0	3	0
STAD_TCGA-BR-6852	12	208	48	159	150	94	69	8	52	49	123	10	6	56	3	60	36	1	1	16	11
STAD_TCGA-BR-7196	1	4	0	12	8	0	2	0	4	0	0	8	4	7	3	0	5	5	14	3	6
STAD_TCGA-BR-7197	1	18	15	39	2	9	1	7	0	0	5	18	10	4	5	3	63	0	12	8	4
STAD_TCGA-BR-7703	12	110	38	150	51	93	40	0	67	24	76	16	0	0	16	27	14	1	8	34	0
STAD_TCGA-BR-7704	14	11	9	25	9	7	2	11	11	6	14	12	23	17	40	20	76	5	68	33	36
STAD_TCGA-BR-7707	12	234	72	270	148	148	85	9	79	122	148	19	4	2	9	85	53	0	0	11	18
STAD_TCGA-BR-7715	1	18	14	24	2	12	3	12	7	5	7	9	6	2	3	7	14	0	6	15	0
STAD_TCGA-BR-7716	11	5	5	6	5	6	6	4	10	0	5	0	17	2	55	4	12	17	4	10	11
STAD_TCGA-BR-7717	0	17	10	27	7	21	1	0	2	4	5	2	9	0	6	5	27	0	21	10	4
STAD_TCGA-BR-7722	0	8	5	12	0	0	0	3	2	4	1	4	3	0	2	3	0	2	3	3	3
STAD_TCGA-BR-7723	3	7	2	30	0	5	1	8	5	5	20	5	13	6	5	1	52	2	12	12	14
STAD_TCGA-BR-7851	11	245	97	370	153	144	83	1	88	72	126	30	0	3	9	101	9	0	0	16	13
STAD_TCGA-BR-7901	4	10	8	10	0	34	3	8	8	7	5	8	10	0	22	1	39	0	25	10	17
STAD_TCGA-BR-7957	1	5	6	6	1	10	0	0	3	0	0	0	6	2	0	3	2	0	7	9	0
STAD_TCGA-BR-7958	2	9	6	13	4	14	5	7	13	0	6	7	18	12	9	0	29	0	37	13	4
STAD_TCGA-BR-7959	1	10	10	19	9	0	2	2	9	0	1	6	4	2	10	0	15	0	16	2	7
STAD_TCGA-BR-8058	0	2	2	2	4	5	0	4	2	6	1	2	1	0	8	1	4	0	9	6	1
STAD_TCGA-BR-8059	15	77	25	100	52	63	41	16	34	42	44	24	0	16	18	52	55	1	111	36	14
STAD_TCGA-BR-8060	3	4	4	18	8	24	1	7	4	8	11	24	24	2	13	15	68	0	25	7	11
STAD_TCGA-BR-8077	1	13	11	17	8	12	0	0	6	2	2	4	2	10	9	1	8	5	23	3	4
STAD_TCGA-BR-8078	12	273	93	292	137	150	92	4	112	69	186	0	0	5	12	72	29	3	4	27	32
STAD_TCGA-BR-8080	8	20	8	20	11	24	4	12	5	0	13	0	0	7	6	0	40	0	12	24	9
STAD_TCGA-BR-8081	5	170	56	172	88	173	88	0	70	28	78	1	9	0	5	22	19	0	0	27	11
STAD_TCGA-BR-8284	6	64	25	85	14	43	28	2	19	10	21	10	6	8	9	0	9	0	0	34	8
STAD_TCGA-BR-8285	0	11	6	18	3	18	1	4	0	1	0	6	12	6	0	1	14	0	2	15	2
STAD_TCGA-BR-8286	4	17	5	13	1	16	3	4	8	9	0	14	14	0	5	0	23	0	11	16	5
STAD_TCGA-BR-8289	3	11	10	23	14	2	5	12	4	4	9	2	10	7	10	11	59	0	21	18	4
STAD_TCGA-BR-8291	4	2	0	2	0	4	0	0	3	0	2	0	1	0	1	0	3	0	5	5	0
STAD_TCGA-BR-8295	0	5	4	3	1	3	0	2	3	1	4	0	0	0	7	0	8	0	14	2	0
STAD_TCGA-BR-8296	0	12	6	20	0	13	2	0	1	0	0	3	0	0	14	0	0	0	7	9	3
STAD_TCGA-BR-8297	0	21	4	31	13	0	3	14	6	12	8	10	4	17	15	0	99	5	18	11	0
STAD_TCGA-BR-8360	4	196	55	202	112	50	52	4	47	44	58	1	5	7	7	73	14	9	17	24	19
STAD_TCGA-BR-8361	16	262	96	370	172	132	81	3	131	86	148	36	11	23	13	65	38	0	31	0	26
STAD_TCGA-BR-8363	10	175	57	201	119	88	92	0	86	117	114	34	19	7	7	56	69	2	19	29	29
STAD_TCGA-BR-8364	0	1	2	4	1	0	0	0	0	1	4	2	2	0	1	0	0	0	5	2	0
STAD_TCGA-BR-8365	0	0	2	8	0	4	0	2	1	0	0	0	1	3	2	2	0	0	0	1	3
STAD_TCGA-BR-8366	2	16	3	15	3	0	1	27	7	2	20	22	13	0	2	2	51	4	3	5	12
STAD_TCGA-BR-8367	1	13	5	11	0	11	0	0	8	2	0	1	0	0	3	1	6	0	5	5	3
STAD_TCGA-BR-8368	6	182	59	292	82	102	46	0	54	29	85	1	3	6	3	47	18	0	7	36	15
