Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
MSH6_dirichlet_train_fold2.2	999.9999999999972	0.859	628.172	62.817%	100.68	51.361%	0.38845	0.801
MSH6_dirichlet_train_fold2.3	999.999999999997	0.883	628.615	62.862%	91.506	46.852%	0.35581	0.836
MSH6_dirichlet_train_fold2.4	999.999999999997	0.796	723.569	72.357%	126.19	60.663%	0.50685	0.721
MSH2_dirichlet_train_fold2.2	999.999999999997	0.837	663.853	66.385%	99.661	54.824%	0.49115	0.752
PMS1_dirichlet_train_fold2	999.999999999997	0.809	730.928	73.093%	134.5	59.096%	0.5179	0.755
PMS2_dirichlet_train_fold2.2	999.9999999999967	0.816	663.923	66.392%	104.035	57.845%	0.40455	0.712
PMS2_dirichlet_train_fold2.3	999.9999999999965	0.923	484.765	48.477%	71.276	38.567%	0.2473	0.888
MSH6_dirichlet_train_fold2.5	999.999999999997	0.921	494.953	49.495%	79.231	39.0%	0.35312	0.893
MLH1_dirichlet_train_fold2.1	999.9999999999964	0.882	597.458	59.746%	92.256	47.614%	0.37323	0.835
PMS2_dirichlet_train_fold2.4	999.9999999999966	0.853	612.334	61.233%	96.43	52.726%	0.41611	0.781
PMS1_dirichlet_train_fold2.1	999.9999999999972	0.835	823.94	82.394%	126.666	55.984%	0.57975	0.792
MSH6_dirichlet_train_fold2.6	999.9999999999972	0.808	702.388	70.239%	117.432	58.931%	0.49424	0.728
MSH6_dirichlet_train_fold2.7	999.9999999999968	0.84	641.086	64.109%	100.396	55.157%	0.48212	0.761
PMS2_dirichlet_train_fold2.5	999.9999999999969	0.856	593.193	59.319%	93.793	52.025%	0.40245	0.78
PMS1_dirichlet_train_fold2.2	999.9999999999976	0.804	805.084	80.508%	135.107	59.505%	0.64101	0.746
PMS1_dirichlet_train_fold2.3	999.999999999998	0.781	776.298	77.63%	125.127	62.689%	0.72999	0.688
PMS2_dirichlet_train_fold2.6	999.9999999999965	0.804	701.684	70.168%	121.062	61.218%	0.50243	0.729
PMS1_dirichlet_train_fold2.4	999.9999999999976	0.789	804.831	80.483%	129.74	61.501%	0.63949	0.712
PMS2_dirichlet_train_fold2.7	999.999999999997	0.866	637.867	63.787%	94.246	50.227%	0.3793	0.806
MLH1_dirichlet_train_fold2.2	999.999999999997	0.845	608.358	60.836%	96.909	53.604%	0.4388	0.762
MSH2_dirichlet_train_fold2.3	999.9999999999973	0.914	545.024	54.502%	86.074	40.671%	0.34588	0.886
MSH6_dirichlet_train_fold2.8	999.9999999999968	0.852	663.558	66.356%	112.287	52.425%	0.39653	0.803
MSH6_dirichlet_train_fold2.9	999.9999999999968	0.894	532.027	53.203%	83.142	44.801%	0.35539	0.845
MLH1_dirichlet_train_fold2.3	999.9999999999969	0.859	627.454	62.745%	97.056	51.29%	0.36566	0.794
MSH6_dirichlet_train_fold2.10	999.9999999999967	0.833	662.299	66.23%	103.463	57.013%	0.47597	0.753
PMS2_dirichlet_train_fold2.8	999.999999999997	0.834	663.621	66.362%	95.578	56.48%	0.47025	0.733
MSH2_dirichlet_train_fold2.4	999.9999999999972	0.852	654.235	65.424%	104.864	52.729%	0.44605	0.793
MLH1_dirichlet_train_fold2.4	999.9999999999969	0.898	536.789	53.679%	81.874	43.98%	0.36553	0.851
MSH6_dirichlet_train_fold2.11	999.9999999999969	0.837	637.701	63.77%	110.765	55.31%	0.4493	0.773
PMS2_dirichlet_train_fold2.9	999.9999999999961	0.832	683.381	68.338%	111.915	56.664%	0.48174	0.767
PMS1_dirichlet_train_fold2.5	999.9999999999976	0.877	686.618	68.662%	107.654	48.102%	0.49828	0.842
MLH1_dirichlet_train_fold2.5	999.9999999999964	0.903	551.14	55.114%	86.404	42.979%	0.34362	0.867
MSH6_dirichlet_train_fold2.12	999.9999999999973	0.877	613.065	61.307%	102.522	48.102%	0.37787	0.837
PMS2_dirichlet_train_fold2.10	999.9999999999966	0.812	679.93	67.993%	103.907	58.744%	0.46141	0.703
PMS2_dirichlet_train_fold2.11	999.9999999999968	0.849	631.923	63.192%	89.639	52.923%	0.37557	0.749
MSH6_dirichlet_train_fold2.13	999.9999999999973	0.866	641.076	64.108%	97.01	50.218%	0.44025	0.808
MSH6_dirichlet_train_fold2.14	999.9999999999969	0.918	487.349	48.735%	84.737	39.928%	0.28163	0.892
PMS2_dirichlet_train_fold2.12	999.9999999999965	0.799	714.452	71.445%	107.762	60.788%	0.47415	0.683
PMS2_dirichlet_train_fold2.13	999.999999999997	0.847	654.74	65.474%	105.167	53.279%	0.37017	0.783
MLH1_dirichlet_train_fold2.6	999.9999999999969	0.85	616.772	61.677%	105.054	52.715%	0.43404	0.79
PMS2_dirichlet_train_fold2.14	999.9999999999969	0.871	569.062	56.906%	87.271	49.14%	0.35159	0.801
MSH6_dirichlet_train_fold2.15	999.9999999999968	0.885	590.612	59.061%	88.286	46.627%	0.3264	0.833
PMS1_dirichlet_train_fold2.6	999.9999999999972	0.878	675.093	67.509%	101.065	48.079%	0.54703	0.837
MSH2_dirichlet_train_fold2.5	999.999999999997	0.909	528.423	52.842%	90.74	41.684%	0.34605	0.882
PMS2_dirichlet_train_fold2.15	999.9999999999964	0.859	657.7	65.77%	93.211	52.026%	0.44629	0.786
MSH6_dirichlet_train_fold2.16	999.9999999999974	0.875	657.547	65.755%	94.613	48.757%	0.50887	0.823
MLH1_dirichlet_train_fold2.7	999.9999999999967	0.748	716.356	71.636%	123.488	67.289%	0.57689	0.612
PMS2_dirichlet_train_fold2.16	999.9999999999968	0.853	617.732	61.773%	101.766	52.271%	0.35408	0.791
PMS2_dirichlet_train_fold2.17	999.9999999999972	0.823	649.491	64.949%	106.494	56.88%	0.38378	0.736
PMS2_dirichlet_train_fold2.18	999.9999999999966	0.843	666.112	66.611%	102.332	55.493%	0.53639	0.772
MLH1_dirichlet_train_fold2.8	999.9999999999969	0.898	597.434	59.743%	98.515	44.244%	0.34948	0.87
MSH2_dirichlet_train_fold2.6	999.9999999999968	0.88	573.492	57.349%	91.354	47.541%	0.34268	0.828
PMS2_dirichlet_train_fold2.19	999.9999999999968	0.878	550.002	55.0%	88.369	47.781%	0.33207	0.82
MSH6_dirichlet_train_fold2.17	999.9999999999965	0.93	508.189	50.819%	70.424	36.834%	0.28307	0.9
PMS1_dirichlet_train_fold2.7	999.9999999999974	0.848	758.419	75.842%	115.375	52.939%	0.54874	0.801
MSH2_dirichlet_train_fold2.7	999.999999999997	0.877	626.259	62.626%	119.537	48.257%	0.42537	0.85
MSH6_dirichlet_train_fold2.18	999.9999999999966	0.924	521.12	52.112%	89.695	38.539%	0.32274	0.906
PMS2_dirichlet_train_fold2.20	999.9999999999968	0.851	649.247	64.925%	91.469	52.942%	0.40386	0.762
PMS2_dirichlet_train_fold2.21	999.9999999999965	0.806	661.572	66.157%	106.779	59.981%	0.47387	0.699
MSH2_dirichlet_train_fold2.8	999.9999999999972	0.894	601.115	60.112%	91.94	44.935%	0.41747	0.856
PMS2_dirichlet_train_fold2.22	999.9999999999964	0.797	767.195	76.72%	122.177	61.534%	0.64612	0.716
