Samples	SBS96A	SBS96B	SBS96C
ATP2B4_0_multinomial_train1.15	0.7564850511121557	4.994523973580749e-123	0.24351494888784436
ATP2B4_1_multinomial_train1.17	0.5585233113372461	0.06955577396958532	0.37192091469316857
ATP2B4_1_multinomial_train1.18	0.27430812096971435	0.07174026707853437	0.6539516119517512
ATP2B4_1_multinomial_train1.19	0.278231150447432	0.08895671146709261	0.6328121380854754
ATP2B4_1_multinomial_train1.20	0.4212635003644136	0.1164658263426656	0.4622706732929207
ATP2B4_0_multinomial_train1.16	0.7024111042785257	0.0119367020407319	0.2856521936807423
ATP2B4_1_multinomial_train1.21	0.5251639279766971	0.05177318729757668	0.42306288472572623
ATP2B4_1_multinomial_train1.22	0.5731723909286157	0.005036770892899607	0.4217908381784848
ATP2B4_0_multinomial_train1.17	0.7125653737775223	0.041717240930791	0.2457173852916867
ATP2B4_0_multinomial_train1.18	0.46364716560363406	0.07792169362923008	0.4584311407671359
ATP2B4_1_multinomial_train1.23	0.09299641709597585	0.16018955860693093	0.7468140242970932
ATP2B4_1_multinomial_train1.24	0.6069736160715542	0.03406473517342674	0.3589616487550192
ATP2B4_0_multinomial_train1.19	0.5649970780817999	0.06273406978307024	0.37226885213512984
ATP2B4_1_multinomial_train1.25	0.5763953322004984	0.08759666055675454	0.3360080072427469
ATP2B4_0_multinomial_train1.20	0.5999835168264946	0.062384065238345505	0.33763241793516
ATP2B4_0_multinomial_train1.21	0.3332405756874072	0.10109700039795491	0.565662423914638
ATP2B4_0_multinomial_train1.22	0.5808713854229379	0.03648326034576899	0.38264535423129303
ATP2B4_0_multinomial_train1.23	0.7354131047522071	0.02931735997722582	0.23526953527056715
ATP2B4_0_multinomial_train1.24	0.7983839065252483	1.3302950092512282e-154	0.2016160934747518
ATP2B4_1_multinomial_train1.26	0.7368690068544733	1.17e-321	0.2631309931455268
ATP2B4_0_multinomial_train1.25	0.5826424652707176	0.027491559237723763	0.3898659754915587
ATP2B4_1_multinomial_train1.27	0.5215178705312158	2.759529510782417e-46	0.47848212946878416
ATP2B4_0_multinomial_train1.26	0.8622994588169515	1.546e-321	0.13770054118304845
ATP2B4_1_multinomial_train1.28	0.46635691543144575	0.0928504476850219	0.4407926368835324
ATP2B4_0_multinomial_train1.27	0.6946810476549722	0.09462137565910007	0.21069757668592778
