Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
RNF168_dirichlet_train_fold1.18	0.9999999999999997	0.803	0.643	64.3%	0.103	59.37%	0.44159	0.675
EXO1_dirichlet_train_fold1.17	0.999999999999996	0.799	0.717	71.7%	0.096	60.42%	0.40827	0.619
EXO1_dirichlet_train_fold1.18	0.999999999999996	0.842	0.681	68.1%	0.098	54.591%	0.42159	0.757
RNF168_dirichlet_train_fold1.19	0.9999999999999997	0.834	0.697	69.7%	0.098	55.606%	0.4643	0.738
EXO1_dirichlet_train_fold1.19	0.999999999999996	0.688	0.786	78.6%	0.126	72.909%	0.58978	0.456
EXO1_dirichlet_train_fold1.20	0.999999999999996	0.766	0.731	73.1%	0.1	65.502%	0.45697	0.54
EXO1_dirichlet_train_fold1.21	0.9999999999999958	0.758	0.698	69.8%	0.103	65.269%	0.4083	0.528
RNF168_dirichlet_train_fold1.20	0.9999999999999997	0.768	0.765	76.5%	0.112	63.847%	0.53202	0.618
EXO1_dirichlet_train_fold1.22	0.9999999999999962	0.781	0.745	74.5%	0.111	62.778%	0.50384	0.647
EXO1_dirichlet_train_fold1.23	0.9999999999999954	0.842	0.611	61.1%	0.092	53.991%	0.32809	0.74
RNF168_dirichlet_train_fold1.21	0.9999999999999996	0.863	0.635	63.5%	0.082	50.521%	0.38866	0.762
RNF168_dirichlet_train_fold1.22	0.9999999999999996	0.815	0.685	68.5%	0.098	57.753%	0.42449	0.689
RNF168_dirichlet_train_fold1.23	0.9999999999999996	0.774	0.674	67.4%	0.104	63.938%	0.47077	0.59
EXO1_dirichlet_train_fold1.24	0.9999999999999957	0.759	0.7	70.0%	0.107	65.053%	0.40443	0.566
RNF168_dirichlet_train_fold1.24	0.9999999999999996	0.732	0.764	76.4%	0.107	69.408%	0.51442	0.465
EXO1_dirichlet_train_fold1.25	0.9999999999999958	0.868	0.636	63.6%	0.09	49.566%	0.3736	0.8
RNF168_dirichlet_train_fold1.25	0.9999999999999997	0.805	0.668	66.8%	0.097	59.429%	0.40766	0.65
EXO1_dirichlet_train_fold1.26	0.9999999999999958	0.827	0.671	67.1%	0.096	56.655%	0.40855	0.714
RNF168_dirichlet_train_fold1.26	0.9999999999999996	0.804	0.731	73.1%	0.101	59.795%	0.46328	0.665
EXO1_dirichlet_train_fold1.27	0.9999999999999959	0.797	0.675	67.5%	0.094	60.571%	0.4137	0.599
RNF168_dirichlet_train_fold1.27	0.9999999999999997	0.798	0.672	67.2%	0.099	60.181%	0.40374	0.641
RNF168_dirichlet_train_fold1.28	0.9999999999999994	0.788	0.715	71.5%	0.1	61.667%	0.44908	0.615
RNF168_dirichlet_train_fold1.29	0.9999999999999997	0.764	0.723	72.3%	0.112	64.803%	0.47562	0.601
EXO1_dirichlet_train_fold1.28	0.9999999999999954	0.803	0.671	67.1%	0.09	59.596%	0.36334	0.59
RNF168_dirichlet_train_fold1.30	0.9999999999999996	0.851	0.634	63.4%	0.097	52.396%	0.42329	0.779
RNF168_dirichlet_train_fold1.31	0.9999999999999996	0.809	0.655	65.5%	0.101	58.669%	0.46827	0.685
EXO1_dirichlet_train_fold1.29	0.9999999999999959	0.796	0.665	66.5%	0.094	61.014%	0.38485	0.6
EXO1_dirichlet_train_fold1.30	0.999999999999996	0.83	0.636	63.6%	0.099	55.893%	0.36579	0.731
RNF168_dirichlet_train_fold1.32	0.9999999999999996	0.771	0.734	73.4%	0.109	63.899%	0.47971	0.607
RNF168_dirichlet_train_fold1.33	0.9999999999999996	0.722	0.723	72.3%	0.12	69.428%	0.49639	0.52
RNF168_dirichlet_train_fold1.34	0.9999999999999996	0.832	0.644	64.4%	0.098	55.297%	0.40879	0.735
RNF168_dirichlet_train_fold1.35	0.9999999999999996	0.817	0.707	70.7%	0.099	57.675%	0.50051	0.699
EXO1_dirichlet_train_fold1.31	0.9999999999999966	0.83	0.63	63.0%	0.088	55.832%	0.36255	0.682
RNF168_dirichlet_train_fold1.36	0.9999999999999996	0.773	0.699	69.9%	0.105	63.617%	0.50762	0.596
RNF168_dirichlet_train_fold1.37	0.9999999999999996	0.827	0.629	62.9%	0.095	56.763%	0.42165	0.712
RNF168_dirichlet_train_fold1.38	0.9999999999999996	0.801	0.739	73.9%	0.102	59.732%	0.46481	0.666
RNF168_dirichlet_train_fold1.39	0.9999999999999996	0.771	0.732	73.2%	0.102	63.754%	0.46392	0.569
EXO1_dirichlet_train_fold1.32	0.9999999999999957	0.812	0.635	63.5%	0.084	58.555%	0.3375	0.57
RNF168_dirichlet_train_fold1.40	0.9999999999999996	0.802	0.649	64.9%	0.095	59.864%	0.45303	0.628
RNF168_dirichlet_train_fold1.41	0.9999999999999996	0.731	0.789	78.9%	0.113	68.432%	0.51888	0.502
RNF168_dirichlet_train_fold1.42	0.9999999999999996	0.76	0.747	74.7%	0.106	65.463%	0.49217	0.557
EXO1_dirichlet_train_fold1.33	0.9999999999999962	0.873	0.609	60.9%	0.086	49.068%	0.36256	0.801
EXO1_dirichlet_train_fold1.34	0.9999999999999953	0.786	0.644	64.4%	0.099	62.221%	0.37905	0.596
RNF168_dirichlet_train_fold1.43	0.9999999999999996	0.836	0.67	67.0%	0.09	55.907%	0.43546	0.716
RNF168_dirichlet_train_fold1.44	0.9999999999999997	0.725	0.737	73.7%	0.106	69.475%	0.46298	0.419
RNF168_dirichlet_train_fold1.45	0.9999999999999996	0.73	0.68	68.0%	0.119	68.295%	0.45284	0.538
EXO1_dirichlet_train_fold1.35	0.9999999999999953	0.834	0.647	64.7%	0.092	55.696%	0.35471	0.721
EXO1_dirichlet_train_fold1.36	0.9999999999999956	0.732	0.731	73.1%	0.115	68.443%	0.45483	0.52
RNF168_dirichlet_train_fold1.46	0.9999999999999996	0.8	0.683	68.3%	0.093	62.057%	0.40825	0.611
RNF168_dirichlet_train_fold1.47	0.9999999999999996	0.774	0.69	69.0%	0.106	63.335%	0.41636	0.605
RNF168_dirichlet_train_fold1.48	0.9999999999999997	0.807	0.735	73.5%	0.103	58.963%	0.47173	0.685
EXO1_dirichlet_train_fold1.37	0.999999999999996	0.839	0.659	65.9%	0.088	54.184%	0.40025	0.715
EXO1_dirichlet_train_fold1.38	0.9999999999999953	0.803	0.668	66.8%	0.094	60.037%	0.39361	0.62
RNF168_dirichlet_train_fold1.49	0.9999999999999996	0.808	0.682	68.2%	0.103	59.497%	0.41802	0.693
RNF168_dirichlet_train_fold1.50	0.9999999999999996	0.805	0.759	75.9%	0.106	59.075%	0.51065	0.693
RNF168_dirichlet_train_fold1.51	0.9999999999999998	0.9	0.583	58.3%	0.081	44.008%	0.33702	0.853
RNF168_dirichlet_train_fold1.52	0.9999999999999997	0.7	0.794	79.4%	0.123	71.369%	0.60054	0.47
EXO1_dirichlet_train_fold1.39	0.9999999999999954	0.83	0.621	62.1%	0.085	56.473%	0.33481	0.669
EXO1_dirichlet_train_fold1.40	0.9999999999999958	0.823	0.654	65.4%	0.094	56.905%	0.39292	0.692
EXO1_dirichlet_train_fold1.41	0.9999999999999958	0.738	0.736	73.6%	0.104	67.61%	0.46127	0.455
RNF168_dirichlet_train_fold1.53	0.9999999999999994	0.724	0.78	78.0%	0.113	70.06%	0.59231	0.482
EXO1_dirichlet_train_fold1.42	0.9999999999999957	0.795	0.628	62.8%	0.092	61.129%	0.38393	0.569
EXO1_dirichlet_train_fold1.43	0.9999999999999963	0.811	0.671	67.1%	0.087	58.76%	0.39539	0.598
PMS1_dirichlet_train_fold1	0.9999999999999991	0.846	0.726	72.6%	0.136	53.117%	0.57507	0.814
MSH2_dirichlet_train_fold1	0.9999999999999969	0.904	0.548	54.8%	0.08	42.491%	0.30581	0.861
MSH2_dirichlet_train_fold1.1	0.9999999999999967	0.904	0.578	57.8%	0.087	43.23%	0.27803	0.871
PMS1_dirichlet_train_fold1.1	0.9999999999999993	0.855	0.661	66.1%	0.131	51.86%	0.50838	0.823
MSH2_dirichlet_train_fold1.2	0.9999999999999967	0.885	0.541	54.1%	0.098	46.442%	0.30542	0.847
MSH6_dirichlet_train_fold1	0.9999999999999968	0.932	0.44	44.0%	0.071	36.073%	0.20525	0.907
MSH6_dirichlet_train_fold1.1	0.9999999999999969	0.883	0.611	61.1%	0.098	47.123%	0.35338	0.844
PMS2_dirichlet_train_fold1	0.9999999999999967	0.732	0.785	78.5%	0.118	68.019%	0.58787	0.538
MSH6_dirichlet_train_fold1.2	0.9999999999999962	0.902	0.476	47.6%	0.07	43.073%	0.26443	0.832
MSH6_dirichlet_train_fold1.3	0.9999999999999961	0.899	0.563	56.3%	0.096	43.821%	0.26609	0.869
MSH6_dirichlet_train_fold1.4	0.9999999999999969	0.836	0.575	57.5%	0.132	55.089%	0.31646	0.796
MSH2_dirichlet_train_fold1.3	0.9999999999999968	0.883	0.577	57.7%	0.102	47.042%	0.2864	0.847
PMS2_dirichlet_train_fold1.1	0.9999999999999964	0.726	0.772	77.2%	0.12	68.735%	0.56443	0.532
PMS2_dirichlet_train_fold1.2	0.9999999999999966	0.715	0.86	86.0%	0.135	70.134%	0.57728	0.567
PMS2_dirichlet_train_fold1.3	0.9999999999999959	0.781	0.723	72.3%	0.107	62.411%	0.45037	0.629
MSH6_dirichlet_train_fold1.5	0.9999999999999974	0.899	0.563	56.3%	0.092	43.867%	0.3597	0.866
MLH1_dirichlet_train_fold1	0.9999999999999969	0.833	0.65	65.0%	0.099	55.171%	0.3695	0.74
MSH6_dirichlet_train_fold1.6	0.9999999999999966	0.861	0.621	62.1%	0.104	50.994%	0.37641	0.81
MSH2_dirichlet_train_fold1.4	0.9999999999999971	0.878	0.504	50.4%	0.083	48.195%	0.28839	0.806
MSH6_dirichlet_train_fold1.7	0.9999999999999969	0.876	0.54	54.0%	0.088	48.334%	0.27653	0.812
PMS1_dirichlet_train_fold1.2	0.9999999999999992	0.863	0.616	61.6%	0.138	50.815%	0.44231	0.839
PMS2_dirichlet_train_fold1.4	0.999999999999996	0.757	0.794	79.4%	0.116	65.518%	0.49266	0.603
PMS2_dirichlet_train_fold1.5	0.9999999999999964	0.794	0.734	73.4%	0.106	60.516%	0.45932	0.664
PMS2_dirichlet_train_fold1.6	0.9999999999999971	0.776	0.758	75.8%	0.12	63.352%	0.4911	0.673
