	0	1	2	3	4	5	6	7	8	9
4000	[3.470612465240605, 2.735650907745958, 7.349615574946469, 1.0, 0.0]	[3.1915740078204395, 2.7767992265750636, 4.14774781245376, 1.0, 0.0]	[3.7175595687227228, 2.94101990606312, 7.765396626596029, 1.0, 0.0]	[3.6501192179638955, 2.766807498263798, 8.833117197000977, 1.0, 0.0]	[3.5392801993703484, 2.752689147429268, 7.865910519410803, 1.0, 0.0]	[3.224695812483658, 2.7767338386258147, 4.479619738578436, 1.0, 0.0]	[3.4360549614276406, 2.737394156272425, 6.986608051552157, 1.0, 0.0]	[73.39686838544239, 3.930309867426276, 694.6655851801611, 0.8928571343421936, 0.0]	[3.823994010993075, 2.9377365705758987, 8.862574404171763, 0.9996428489685059, 0.0]	[50.92557139353961, 3.9130162682637066, 470.12555125275907, 0.9285714030265808, 0.0]
5000	[3.4634194421636497, 2.733204846001011, 7.302145961626384, 1.0, 0.0]	[3.1901441019112973, 2.7747490262832155, 4.153950756280819, 1.0, 0.0]	[3.7093119305729805, 2.937015393128066, 7.722965374449145, 1.0, 0.0]	[3.631822604994011, 2.7640754749009004, 8.677471300931106, 1.0, 0.0]	[3.5286529195863223, 2.748176100004082, 7.804768195822405, 1.0, 0.0]	[3.2072009457827733, 2.774547270614755, 4.326536751680179, 1.0, 0.0]	[3.4330305917917205, 2.7331565926086068, 6.998739991831139, 1.0, 0.0]	[73.39371419711934, 3.92869490251977, 694.6501929459957, 0.8928571343421936, 0.0]	[3.8662952669465427, 2.957450102587153, 9.088451643593896, 0.9989285469055176, 0.0]	[50.86527718767359, 3.8906479036548287, 469.74629284018755, 0.9285714030265808, 0.0]
6000	[3.4609743964924826, 2.731450734099866, 7.295236623926165, 1.0, 0.0]	[3.190104881087156, 2.773207223194582, 4.1689765789257365, 1.0, 0.0]	[3.7062930875507725, 2.9340962702846127, 7.721968172661595, 1.0, 0.0]	[3.6331894803744724, 2.761101542445889, 8.720879379285833, 1.0, 0.0]	[3.5221644621923147, 2.7450371676820935, 7.7712729451022104, 1.0, 0.0]	[3.1868948660502525, 2.773339730773683, 4.1355513527656935, 1.0, 0.0]	[3.431069920801336, 2.7305476868624114, 7.005222339389245, 1.0, 0.0]	[73.39309340656777, 3.927564942435997, 694.6552846413177, 0.8928571343421936, 0.0]	[3.959984454732475, 2.8954886523400996, 10.644958023923758, 0.9992856979370117, 0.0]	[50.76331857695027, 3.8531983534242245, 469.1012022352604, 0.9285714030265808, 0.0]
7000	[3.460236509366956, 2.730527363718009, 7.29709145648947, 1.0, 0.0]	[3.18962535691723, 2.77216441179011, 4.174609451271198, 1.0, 0.0]	[3.704473073135768, 2.9314756448043546, 7.729974283314129, 1.0, 0.0]	[3.6245923534353306, 2.7608892440892814, 8.637031093460493, 1.0, 0.0]	[3.5178199711784086, 2.7434611918381777, 7.743587793402309, 1.0, 0.0]	[3.1895538011927695, 2.772826555111825, 4.167272460809442, 1.0, 0.0]	[3.429797163349819, 2.7286302706419576, 7.011668927078617, 1.0, 0.0]	[73.3921639511615, 3.926838478008434, 694.6532547315308, 0.8928571343421936, 0.0]	[3.6437336946999492, 2.947983553754646, 6.957501409453035, 1.0, 0.0]	[50.53899736096482, 3.8351163191689457, 467.0388104179587, 0.9285714030265808, 0.0]
8000	[3.460864964564985, 2.7296681096475623, 7.3119685491742255, 1.0, 0.0]	[3.1895697088342114, 2.771159787811497, 4.184099210227145, 1.0, 0.0]	[3.703133166610677, 2.929150326674134, 7.739828399365431, 1.0, 0.0]	[3.612577011605752, 2.7600594260681777, 8.52517585537574, 1.0, 0.0]	[3.514725333377185, 2.742209291350628, 7.725160420265568, 1.0, 0.0]	[3.188944254785285, 2.7724435879407596, 4.165006668445255, 1.0, 0.0]	[3.4289638284810544, 2.727241686387934, 7.017221420931204, 1.0, 0.0]	[73.39184346671607, 3.9262886341522796, 694.6555483256378, 0.8928571343421936, 0.0]	[3.844524432992282, 2.8840770938970186, 9.60447339095263, 0.9996428489685059, 0.0]	[50.54421542950063, 3.91255366986108, 466.3166175963955, 0.9285714030265808, 0.0]
9000	[3.4617001802568605, 2.729034249484651, 7.326659307722096, 1.0, 0.0]	[3.189168791540872, 2.7704519966402184, 4.187167949006535, 1.0, 0.0]	[3.7010873199217533, 2.9270125139672527, 7.740748059545007, 1.0, 0.0]	[3.5947496515044683, 2.761535201254641, 8.332144502498274, 1.0, 0.0]	[3.512967438023433, 2.741224795188497, 7.717426428349356, 1.0, 0.0]	[3.1921608055326924, 2.772042731610508, 4.201180739221842, 1.0, 0.0]	[3.428045096215854, 2.726349686008814, 7.0169541020704, 1.0, 0.0]	[73.39166390374075, 3.9259285917794546, 694.6573531196129, 0.8928571343421936, 0.0]	[3.6139353744552443, 2.9180990038579, 6.95836370597344, 1.0, 0.0]	[50.60497430752741, 3.8613440807909436, 467.4363022673646, 0.9282143115997314, 0.0]
10000	[3.4630815851646983, 2.728567791394888, 7.345137937698105, 1.0, 0.0]	[3.1891582163177286, 2.7698203115822277, 4.193379047355006, 1.0, 0.0]	[3.6989779293920173, 2.9248396593549293, 7.74138270037088, 1.0, 0.0]	[3.631350919053577, 2.7571776057287836, 8.741733133247935, 1.0, 0.0]	[3.5119936092828086, 2.7407401608260247, 7.712534484567838, 1.0, 0.0]	[3.1935149321584424, 2.771523706346563, 4.219912258118791, 1.0, 0.0]	[3.4277491139416023, 2.7256027597599277, 7.021463541816747, 1.0, 0.0]	[73.39148438738198, 3.9256288285400944, 694.6585555884187, 0.8928571343421936, 0.0]	[3.6282413212807088, 2.863272799883108, 7.6496852139760065, 1.0, 0.0]	[50.62456584567606, 3.8645660287405454, 467.5999981693551, 0.9282143115997314, 0.0]
11000	[3.4641069872637105, 2.7283385163158447, 7.357684709478658, 1.0, 0.0]	[3.188896493656901, 2.769319640484857, 4.195768531720436, 1.0, 0.0]	[3.695055705642349, 2.921816866624424, 7.732388390179249, 1.0, 0.0]	[3.6214799055958435, 2.757457626309865, 8.640222792859786, 1.0, 0.0]	[3.5109521171758775, 2.7401955601055064, 7.707565570703709, 1.0, 0.0]	[3.1909455075157864, 2.771103924112035, 4.198415834037515, 1.0, 0.0]	[3.4276595707492987, 2.7250262524337883, 7.026333183155103, 1.0, 0.0]	[73.3913553803028, 3.9254274281309467, 694.6592795217185, 0.8928571343421936, 0.0]	[3.656641795134536, 2.979769018420065, 6.768727767144709, 1.0, 0.0]	[50.60449959809084, 3.8534507000506886, 467.5104889804015, 0.9282143115997314, 0.0]
12000	[3.4655898302220005, 2.7280366960842297, 7.375531341377707, 1.0, 0.0]	[3.188621134764063, 2.7689929887641047, 4.196281459999582, 1.0, 0.0]	[3.691334671583342, 2.9185285706175166, 7.728061009658253, 1.0, 0.0]	[3.622196502633341, 2.7571800725707605, 8.650164300625804, 1.0, 0.0]	[3.510277970024558, 2.7399048837301176, 7.7037308629444015, 1.0, 0.0]	[3.1898651304697445, 2.7706513135806583, 4.192138168890859, 1.0, 0.0]	[3.4274336965472294, 2.72453977367507, 7.028939228721596, 1.0, 0.0]	[73.39155902046554, 3.925234569499551, 694.6632445096599, 0.8928571343421936, 0.0]	[3.6935865216628487, 2.953384485085432, 7.4020203657741686, 0.9996428489685059, 0.0]	[50.600322712169266, 3.852984848518672, 467.4733786365059, 0.9282143115997314, 0.0]
13000	[3.466734163683638, 2.727916010855145, 7.388181528284929, 1.0, 0.0]	[3.1885830343656543, 2.7687010086785078, 4.198820256871465, 1.0, 0.0]	[3.68652765235847, 2.9139310289061897, 7.7259662345228, 1.0, 0.0]	[3.597256022272525, 2.7588890526185974, 8.383669696539275, 1.0, 0.0]	[3.5097511586830157, 2.739774452207693, 7.699767064753229, 1.0, 0.0]	[3.1910185928112225, 2.7701930457537336, 4.20825547057489, 1.0, 0.0]	[3.426341827321784, 2.7240185063345916, 7.023233209871922, 1.0, 0.0]	[73.3914320815541, 3.925078393941247, 694.6635368761285, 0.8928571343421936, 0.0]	[3.662859262565992, 2.961301595639972, 7.015576669260197, 1.0, 0.0]	[50.59394830133643, 3.8547393839892927, 467.3920891734714, 0.9282143115997314, 0.0]
14000	[3.468199608299521, 2.727743815987382, 7.404557923121389, 1.0, 0.0]	[3.188542339234, 2.7684385049619586, 4.201038342720411, 1.0, 0.0]	[3.6787605149416858, 2.907034893082891, 7.717256218587947, 1.0, 0.0]	[3.5842593103846996, 2.7706381629488517, 8.136211474358477, 1.0, 0.0]	[3.5091564475997794, 2.739561355482399, 7.695950921173802, 1.0, 0.0]	[3.1911723836897803, 2.7698519534980344, 4.213204301917458, 1.0, 0.0]	[3.426384815003486, 2.7236906137878827, 7.026942012156034, 1.0, 0.0]	[73.39135493357342, 3.9249756345129607, 694.6637929906046, 0.8928571343421936, 0.0]	[3.6714235267384394, 2.937751855994005, 7.336716707444343, 1.0, 0.0]	[50.57550511435999, 3.856307110125694, 467.191980042343, 0.9285714030265808, 0.0]
