Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V
UCEC_TCGA-AJ-A2QL	1	10	4	7	1	9	0	0	3	4	0	0	0	5	1	0	0	0	8	0	7	0
UCEC_TCGA-AJ-A2QM	0	2	5	7	0	8	1	4	3	0	4	0	5	39	177	17	6	0	0	5	7	2
UCEC_TCGA-AJ-A2QN	1	27	5	17	0	14	0	0	3	4	0	0	3	1	3	4	2	0	8	0	7	2
UCEC_TCGA-AJ-A2QO	8	194	63	161	123	142	134	11	243	69	159	25	32	12	13	0	10	4	42	5	11	9
UCEC_TCGA-AJ-A3BD	1	7	9	6	9	14	0	0	2	3	4	8	6	0	16	0	3	0	15	2	3	0
UCEC_TCGA-AJ-A3BF	1	3	0	4	0	5	1	0	0	0	1	0	4	0	0	7	2	3	5	0	5	0
UCEC_TCGA-AJ-A3BG	2	383	165	476	98	357	66	6	165	45	51	12	0	0	10	0	18	0	0	1	0	1
UCEC_TCGA-AJ-A3BH	47	831	210	838	408	475	366	10	519	103	80	118	56	26	4	0	14	0	6	0	0	0
UCEC_TCGA-AJ-A3BI	1	5	0	2	2	7	1	0	1	1	2	1	0	2	0	4	5	0	12	0	0	7
UCEC_TCGA-AJ-A3BK	3	10	3	14	1	11	3	0	5	1	2	7	8	4	0	0	3	2	8	0	4	2
UCEC_TCGA-AJ-A3EJ	1	7	10	19	2	7	0	2	4	0	0	6	4	1	0	0	0	1	7	0	11	7
UCEC_TCGA-AJ-A3EK	1370	885	650	661	746	516	848	549	823	333	228	1057	486	511	0	67	305	84	0	60	0	0
UCEC_TCGA-AJ-A3EL	3292	863	2574	338	545	260	532	1676	24	760	140	327	81	267	0	352	659	287	0	217	0	0
UCEC_TCGA-AJ-A3EM	3	9	1	5	4	1	0	0	0	4	7	3	7	2	0	0	2	1	20	0	10	6
UCEC_TCGA-AJ-A3I9	1	4	1	3	4	6	1	1	1	2	1	4	2	0	2	4	6	2	0	0	1	0
UCEC_TCGA-AJ-A3IA	6	10	2	5	3	0	14	9	19	10	18	22	30	0	51	2	8	15	106	2	17	17
UCEC_TCGA-AJ-A3NF	0	8	4	4	3	1	2	1	0	0	0	0	6	12	13	4	3	0	6	1	6	1
UCEC_TCGA-AJ-A3NG	0	14	4	19	5	26	0	1	0	4	0	7	8	6	4	0	9	0	1	0	12	0
UCEC_TCGA-AJ-A3OJ	2	193	80	260	59	194	92	7	139	45	75	8	2	18	7	0	7	0	1	0	17	0
UCEC_TCGA-AJ-A3OK	0	234	97	378	20	244	6	7	51	33	17	0	0	0	1	0	2	0	0	0	0	3
UCEC_TCGA-AJ-A3OL	0	42	21	67	13	44	10	0	66	13	39	0	12	1	3	11	5	1	11	0	4	0
UCEC_TCGA-AJ-A3QS	14	11	23	8	0	6	0	4	7	0	2	3	1	43	221	15	0	0	8	16	4	4
UCEC_TCGA-AJ-A3TW	3	7	9	9	3	8	1	0	2	2	5	2	3	12	91	6	2	2	4	4	6	1
UCEC_TCGA-AJ-A5DV	0	13	7	31	2	4	1	1	5	0	0	3	5	6	1	0	5	0	5	6	12	4
UCEC_TCGA-AJ-A5DW	2452	146	982	90	81	20	187	850	0	77	18	153	23	73	0	0	79	11	0	349	0	0
UCEC_TCGA-AJ-A6NU	1	3	7	2	2	4	0	2	0	2	0	0	7	4	3	1	2	0	7	3	5	6
UCEC_TCGA-AJ-A8CT	0	221	97	297	13	237	12	6	30	11	4	3	0	0	3	0	0	0	0	0	0	0
UCEC_TCGA-AJ-A8CV	4	39	10	30	26	46	6	2	34	11	35	5	18	5	0	0	2	6	8	0	0	7
UCEC_TCGA-AJ-A8CW	15	115	55	117	88	99	46	4	105	34	78	9	22	11	4	8	5	4	17	13	12	13
UCEC_TCGA-AP-A059	1726	1252	682	1095	1045	332	2820	267	2314	253	121	2799	792	532	0	122	16	145	0	0	0	0
UCEC_TCGA-AP-A0LE	4	67	20	63	54	50	53	0	96	33	80	2	17	8	0	0	23	3	22	3	3	11
UCEC_TCGA-AP-A0LF	8	15	11	17	0	11	2	1	3	7	0	9	7	24	124	5	5	6	41	8	6	15
UCEC_TCGA-AP-A0LL	2	6	1	11	3	2	0	0	5	0	0	1	2	5	3	3	6	0	1	1	5	0
UCEC_TCGA-AP-A0LM	3340	2656	3647	1453	1324	1466	1389	629	149	869	20	997	153	859	0	514	134	155	0	0	0	0
UCEC_TCGA-AP-A0LP	0	34	20	49	40	41	17	1	47	7	30	3	9	4	5	4	15	0	5	9	4	0
UCEC_TCGA-AP-A0LQ	0	6	3	11	0	9	0	0	9	10	2	0	8	0	2	0	0	0	4	0	6	0
UCEC_TCGA-AP-A0LS	6	56	15	52	58	43	50	5	56	35	74	2	20	5	0	14	17	1	16	6	16	0
UCEC_TCGA-AP-A1DH	6	86	30	87	69	87	54	13	179	26	31	5	13	5	2	0	25	1	17	8	13	11
UCEC_TCGA-AP-A1DK	183	1057	126	221	3733	1052	2527	0	2173	287	3623	133	3130	81	10	0	0	67	0	88	250	0
UCEC_TCGA-AP-A1DM	2	63	16	51	48	22	29	2	73	37	35	2	11	17	13	0	3	5	8	8	18	8
UCEC_TCGA-AP-A1DO	5	83	35	104	68	62	37	18	125	24	72	1	17	4	5	0	31	2	17	2	15	43
UCEC_TCGA-AP-A1DP	7	75	18	39	96	52	31	5	84	39	39	0	28	0	9	13	6	2	10	5	15	26
UCEC_TCGA-AP-A1DQ	0	7	2	2	0	2	0	1	0	0	0	0	6	0	4	1	2	0	1	2	6	3
UCEC_TCGA-AP-A1DR	21	150	48	129	62	105	78	0	175	19	77	7	29	5	0	12	16	3	16	10	14	20
UCEC_TCGA-AP-A1DV	5523	3076	3496	891	1917	29	1331	1355	0	190	0	1060	0	1158	0	1030	0	207	0	0	0	0
UCEC_TCGA-AP-A1E0	3291	260	1715	163	131	73	290	1370	9	109	15	240	0	0	0	0	105	38	0	551	0	0
UCEC_TCGA-AP-A1E1	6	97	50	68	74	75	44	14	117	33	76	9	10	11	4	0	0	7	20	3	29	16
UCEC_TCGA-AP-A1E3	1	4	4	7	0	15	1	2	0	2	0	0	9	2	2	0	0	0	3	1	4	3
UCEC_TCGA-AP-A1E4	1	3	3	4	2	2	0	0	4	1	1	0	1	2	1	1	2	0	7	0	4	0
UCEC_TCGA-AP-A5FX	0	6	1	3	2	9	0	0	3	2	1	4	4	8	0	0	1	0	9	2	0	1
UCEC_TCGA-AW-A1PO	0	2	5	2	7	7	1	3	3	2	4	1	12	0	12	0	0	1	18	2	11	8
UCEC_TCGA-AX-A06H	6	72	26	70	27	72	15	2	87	24	40	3	0	6	1	2	7	0	15	3	0	3
UCEC_TCGA-AX-A06L	1	7	0	12	0	3	1	0	1	2	2	8	4	0	2	2	0	0	0	2	1	5
UCEC_TCGA-AX-A0IS	1	13	2	10	3	11	0	0	2	2	1	3	0	1	2	0	0	1	5	2	4	0
UCEC_TCGA-AX-A0IU	1	7	3	7	4	7	1	3	1	3	0	3	6	2	5	3	3	0	12	0	5	0
UCEC_TCGA-AX-A0J0	4538	199	1834	153	108	67	264	1953	0	221	184	182	0	0	0	0	482	188	0	580	0	0
UCEC_TCGA-AX-A1C4	10	130	51	120	82	129	102	1	240	38	116	6	12	17	4	21	30	11	29	2	3	21
UCEC_TCGA-AX-A1C5	3	225	101	294	96	284	59	3	183	45	83	17	0	0	4	3	11	4	0	1	4	5
UCEC_TCGA-AX-A1C7	0	6	7	4	0	0	0	0	5	2	2	8	3	1	1	0	0	3	6	1	8	3
UCEC_TCGA-AX-A1C8	5	3	3	5	0	8	0	1	8	8	1	0	3	5	13	0	12	0	16	0	0	4
UCEC_TCGA-AX-A1C9	3	303	149	457	53	308	28	1	118	53	55	5	0	0	0	0	17	4	0	2	1	11
UCEC_TCGA-AX-A1CA	2	11	3	13	0	12	1	5	2	0	0	1	0	23	50	13	4	0	0	5	5	5
UCEC_TCGA-AX-A1CC	0	1	0	2	1	4	0	0	1	1	0	0	3	5	1	3	0	0	1	2	3	0
UCEC_TCGA-AX-A1CE	1004	3237	662	2178	2649	832	2033	367	1776	1050	159	1917	666	449	0	253	3	193	0	0	0	0
UCEC_TCGA-AX-A1CF	2	0	3	4	7	5	0	4	4	1	4	8	6	7	16	0	7	0	69	0	2	3
UCEC_TCGA-AX-A1CI	0	3	6	10	3	8	3	2	1	5	0	0	2	5	1	0	2	0	1	0	8	0
UCEC_TCGA-AX-A1CJ	2	7	3	12	1	21	0	1	7	1	1	0	3	3	2	1	1	0	5	0	7	5
UCEC_TCGA-AX-A1CK	1	7	6	12	2	12	0	0	0	0	0	2	8	0	2	7	2	1	6	0	11	0
UCEC_TCGA-AX-A1CN	0	6	4	5	0	2	0	0	1	0	7	0	9	3	0	0	0	0	6	0	3	1
UCEC_TCGA-AX-A1CP	0	5	3	8	0	4	0	0	0	0	6	0	2	0	2	0	0	0	4	0	3	0
UCEC_TCGA-AX-A2H2	1	9	14	10	0	9	1	9	2	0	5	0	17	33	102	20	11	0	36	7	15	7
UCEC_TCGA-AX-A2H4	3	7	9	7	1	11	4	0	7	8	5	3	15	11	137	3	0	3	28	0	5	13
UCEC_TCGA-AX-A2H5	1	10	0	2	0	2	0	1	3	0	0	0	3	8	7	2	1	1	10	0	1	5
UCEC_TCGA-AX-A2H7	4	14	7	14	2	7	0	1	0	2	10	8	26	4	7	8	1	1	13	1	2	1
UCEC_TCGA-AX-A2H8	0	6	4	6	1	4	0	0	5	6	0	0	3	0	4	0	1	2	19	4	4	5
UCEC_TCGA-AX-A2HA	8	307	122	363	210	286	188	4	232	130	138	27	23	14	0	21	6	13	22	10	26	19
UCEC_TCGA-AX-A2HC	9417	2107	3184	1094	542	183	2554	1061	0	72	0	1388	0	759	0	0	0	120	143	0	161	0
UCEC_TCGA-AX-A2HD	598	2748	609	1698	1313	1266	1054	121	1453	367	141	1453	666	403	0	0	0	31	0	0	0	0
UCEC_TCGA-AX-A2HF	0	2	0	2	0	0	0	2	0	0	2	0	5	0	7	0	0	0	5	1	2	0
UCEC_TCGA-AX-A2HG	9	120	47	134	101	149	110	2	184	24	114	19	19	6	3	17	22	7	21	8	0	12
UCEC_TCGA-AX-A2HH	1	10	3	12	0	9	3	0	0	2	1	0	4	5	1	9	0	0	0	0	9	1
UCEC_TCGA-AX-A2HJ	7	120	38	99	242	114	119	9	215	644	480	3	21	24	0	81	31	20	9	8	36	38
UCEC_TCGA-AX-A2HK	1	5	8	3	2	4	3	3	6	0	5	1	5	0	6	2	1	0	22	0	14	0
UCEC_TCGA-AX-A2IN	11	85	30	67	63	63	63	9	122	51	61	4	16	10	0	10	11	2	18	8	13	12
UCEC_TCGA-AX-A2IO	5	9	39	6	0	8	0	3	11	0	0	0	2	52	429	3	4	1	23	16	11	0
UCEC_TCGA-AX-A3FS	7	112	39	103	86	108	74	4	206	19	141	0	13	4	6	0	41	7	20	2	18	0
UCEC_TCGA-AX-A3FT	23	263	105	287	74	317	194	1	230	63	100	49	32	0	0	30	26	31	11	0	0	0
UCEC_TCGA-AX-A3FV	1	6	5	6	0	5	4	6	6	9	10	11	1	1	13	0	7	5	41	1	0	9
UCEC_TCGA-AX-A3FW	3	12	4	12	1	4	2	0	3	6	0	0	6	0	0	0	2	1	5	7	5	1
UCEC_TCGA-AX-A3FX	1	3	5	5	2	6	0	2	1	3	1	0	8	7	3	1	9	1	26	4	4	1
UCEC_TCGA-AX-A3FZ	3	5	7	4	0	9	0	2	0	2	0	0	6	2	2	8	1	0	4	2	1	0
UCEC_TCGA-AX-A3G1	1	6	5	6	0	4	3	1	4	0	2	1	6	4	3	0	9	1	17	0	4	1
UCEC_TCGA-AX-A3G3	1	5	5	9	4	6	0	2	4	8	10	10	4	19	21	2	12	2	57	11	15	24
UCEC_TCGA-AX-A3G4	0	2	2	2	0	0	0	1	4	4	5	2	8	0	2	2	4	0	11	0	4	4
UCEC_TCGA-AX-A3G6	4	7	6	4	0	4	2	0	10	1	0	0	9	3	5	0	9	0	8	0	0	2
UCEC_TCGA-AX-A3G7	1	7	1	2	0	10	0	2	4	0	2	0	2	1	1	0	0	0	8	0	0	1
UCEC_TCGA-AX-A3G8	17	182	51	127	118	147	68	5	176	25	63	1	28	5	6	0	11	3	4	7	0	6
UCEC_TCGA-AX-A3G9	13	133	56	112	74	114	57	13	88	19	61	23	16	6	2	9	24	0	19	9	6	12
UCEC_TCGA-AX-A3GB	1	23	9	29	0	14	0	3	11	4	0	2	10	0	0	0	6	0	8	0	5	8
UCEC_TCGA-AX-A3GI	0	5	4	1	0	4	0	1	5	0	1	5	8	0	5	1	5	1	13	2	7	3
UCEC_TCGA-B5-A0JN	1	4	6	3	0	2	1	4	17	4	19	7	19	5	25	1	1	1	51	0	7	13
UCEC_TCGA-B5-A0JS	0	4	1	7	6	3	0	2	0	0	2	1	1	1	2	0	1	2	1	0	3	0
UCEC_TCGA-B5-A0JT	5	5	5	10	5	20	0	0	1	0	5	0	0	2	2	0	0	0	9	0	7	0
UCEC_TCGA-B5-A0JU	6	86	38	65	55	53	32	3	93	7	46	4	30	11	1	0	19	0	12	4	25	16
UCEC_TCGA-B5-A0JX	1	5	5	14	0	16	1	4	7	3	0	1	6	2	14	0	0	3	6	8	3	3
UCEC_TCGA-B5-A0JY	5888	481	2628	227	388	149	598	1476	36	306	100	524	103	254	0	14	318	156	0	526	0	0
UCEC_TCGA-B5-A0K8	2	4	4	5	0	4	0	0	0	3	0	1	4	6	19	0	1	0	8	3	0	3
UCEC_TCGA-B5-A0K9	13	130	47	128	99	121	51	4	73	52	80	22	13	15	9	0	23	10	17	3	4	13
UCEC_TCGA-B5-A0KB	1	3	1	10	0	3	1	0	4	2	0	1	0	1	2	0	4	0	16	0	5	1
UCEC_TCGA-B5-A11E	1595	1469	1563	737	912	991	1063	693	714	924	127	973	526	431	0	597	80	155	0	27	0	0
UCEC_TCGA-B5-A11F	1	5	7	6	0	13	1	1	0	0	0	0	3	3	3	4	6	0	2	0	1	0
UCEC_TCGA-B5-A11G	5	63	8	24	37	47	5	0	6	113	140	0	12	14	0	47	83	22	5	1	9	41
UCEC_TCGA-B5-A11H	3	139	53	167	130	119	74	4	155	64	135	3	20	4	0	27	21	0	10	4	8	10
UCEC_TCGA-B5-A11I	4	7	4	2	7	6	1	2	1	0	3	2	4	0	6	2	1	0	6	9	5	0
UCEC_TCGA-B5-A11J	1	72	33	62	38	43	33	3	95	8	57	1	12	8	4	25	0	6	14	6	10	6
UCEC_TCGA-B5-A11L	3	18	11	17	3	22	0	5	2	3	1	2	7	4	5	0	12	0	17	5	12	6
UCEC_TCGA-B5-A11M	3	5	5	5	3	4	0	0	0	0	0	0	5	0	1	0	1	0	3	2	1	0
UCEC_TCGA-B5-A11N	897	118	685	80	38	25	16	431	16	40	13	20	23	79	0	0	40	13	0	175	0	0
UCEC_TCGA-B5-A11O	1	20	8	14	4	7	3	0	19	6	11	0	7	3	0	0	2	0	9	0	9	0
UCEC_TCGA-B5-A11P	0	7	3	7	7	7	0	1	3	1	0	5	7	2	5	1	3	0	4	5	3	2
UCEC_TCGA-B5-A11Q	1	7	3	4	1	7	0	0	6	0	0	1	1	1	3	2	1	3	0	4	6	0
UCEC_TCGA-B5-A11R	0	12	51	11	0	19	0	24	16	0	2	0	0	186	530	84	0	0	0	0	0	17
UCEC_TCGA-B5-A11S	0	7	5	6	3	7	1	0	2	0	1	0	9	1	0	0	2	0	15	0	1	0
UCEC_TCGA-B5-A11U	6	46	18	53	18	68	26	4	84	11	52	4	1	7	4	17	5	0	5	0	0	0
UCEC_TCGA-B5-A11V	1	5	7	17	3	1	0	2	0	2	3	0	4	5	0	0	0	1	8	5	10	0
UCEC_TCGA-B5-A11W	1	9	8	15	0	12	0	2	4	1	0	3	11	0	2	0	5	0	6	0	10	2
UCEC_TCGA-B5-A11X	0	4	7	9	7	9	0	0	1	3	0	0	1	2	3	0	1	1	1	2	24	0
UCEC_TCGA-B5-A11Y	4	310	112	367	86	313	21	0	80	48	101	2	0	0	0	4	0	4	0	0	0	1
UCEC_TCGA-B5-A11Z	1	9	4	15	1	12	0	2	0	1	0	5	3	2	3	4	0	0	7	2	3	3
UCEC_TCGA-B5-A121	2	4	4	2	0	4	0	4	2	1	1	1	3	3	2	0	0	0	5	0	4	0
UCEC_TCGA-B5-A1MR	3688	417	1782	170	338	0	323	2429	19	290	55	332	16	180	0	0	280	175	0	202	0	0
UCEC_TCGA-B5-A1MS	3	9	4	5	0	1	3	0	3	0	0	0	8	0	3	0	5	0	16	0	2	1
UCEC_TCGA-B5-A1MU	1	1	3	5	0	5	2	0	5	0	2	1	5	1	0	0	0	0	4	0	7	0
UCEC_TCGA-B5-A1MV	3	13	3	17	1	7	1	0	5	2	1	1	16	1	3	6	0	0	5	2	2	4
UCEC_TCGA-B5-A1MW	3	81	11	11	28	31	17	10	5	156	219	14	2	0	0	57	101	25	9	1	22	55
UCEC_TCGA-B5-A1MX	446	191	28	102	491	174	2756	0	1729	116	992	258	1599	17	18	50	228	105	0	5	156	83
UCEC_TCGA-B5-A1MY	1	4	1	8	6	2	0	0	0	2	0	6	6	0	9	6	0	0	6	2	1	1
UCEC_TCGA-B5-A1MZ	2	4	8	20	0	4	0	0	4	2	0	0	6	4	3	2	3	0	6	0	0	7
UCEC_TCGA-B5-A1N2	6	6	5	5	9	5	2	0	2	4	5	15	4	16	17	2	8	1	64	0	3	13
UCEC_TCGA-B5-A3F9	0	25	5	13	2	4	1	1	1	1	0	0	2	4	2	4	14	0	6	0	9	0
UCEC_TCGA-B5-A3FA	1426	866	1533	488	1373	747	745	810	1248	2181	1186	1547	970	178	0	379	1668	267	0	0	0	0
UCEC_TCGA-B5-A3FB	2	8	4	11	3	13	1	0	2	1	0	1	9	6	2	1	1	0	2	5	2	2
UCEC_TCGA-B5-A3FC	689	4800	853	3606	2236	2365	843	75	158	1240	336	1006	1775	504	0	443	535	60	0	0	0	0
UCEC_TCGA-B5-A3FD	1	8	3	6	0	15	0	0	11	6	0	0	0	1	0	0	3	0	9	2	3	1
UCEC_TCGA-B5-A3FH	3	1	6	6	1	13	0	0	3	2	1	1	3	0	0	0	5	4	1	2	0	0
UCEC_TCGA-B5-A3S1	3	8	12	7	4	9	1	2	7	3	0	0	0	19	44	5	0	1	4	2	5	8
UCEC_TCGA-B5-A5OC	17	136	34	116	173	94	136	8	284	89	145	40	33	17	4	17	0	0	32	16	23	25
UCEC_TCGA-B5-A5OD	1	10	3	4	6	1	0	2	0	1	2	0	6	2	4	1	5	2	2	1	7	4
UCEC_TCGA-B5-A5OE	1	17	1	12	3	14	0	0	3	5	3	3	0	11	9	2	7	3	12	6	3	0
UCEC_TCGA-BG-A0M8	1	7	3	9	7	0	4	0	2	0	6	1	6	2	8	1	10	2	23	6	1	2
UCEC_TCGA-BG-A0MA	1	4	5	8	0	2	0	1	9	1	3	3	4	1	1	3	4	0	6	0	3	0
UCEC_TCGA-BG-A0MG	4	10	14	20	0	22	4	5	14	8	1	0	4	5	3	2	4	0	13	1	12	3
UCEC_TCGA-BG-A0MK	3	12	8	10	6	25	6	0	21	1	8	0	4	1	0	5	4	0	12	0	5	1
UCEC_TCGA-BG-A0MQ	6	60	29	83	39	73	28	0	129	68	75	15	21	6	0	15	0	6	26	7	11	15
UCEC_TCGA-BG-A0MU	3	7	5	9	2	9	0	0	0	2	0	0	12	1	0	7	7	0	10	0	9	0
UCEC_TCGA-BG-A0RY	0	4	6	13	0	2	0	1	10	0	4	0	3	2	6	4	4	0	5	0	6	0
UCEC_TCGA-BG-A0VV	0	4	4	11	0	9	1	2	2	0	0	0	3	0	1	0	2	1	9	2	5	4
UCEC_TCGA-BG-A0VW	9	64	34	55	35	73	35	2	119	8	43	3	21	2	5	12	15	8	18	1	8	3
UCEC_TCGA-BG-A0VX	58	35	45	19	21	9	13	5	0	10	0	3	3	2	0	24	13	0	0	10	0	0
UCEC_TCGA-BG-A0VZ	9	54	22	55	49	28	20	1	40	5	61	1	17	0	8	0	0	4	14	0	14	0
UCEC_TCGA-BG-A0W1	0	11	6	14	6	0	0	0	6	1	0	0	8	5	0	0	4	2	13	0	0	0
UCEC_TCGA-BG-A0W2	3	4	6	10	1	12	0	0	0	1	0	1	2	0	1	0	0	2	4	0	1	0
UCEC_TCGA-BG-A0YU	0	5	1	8	3	0	0	0	0	1	1	2	0	2	0	3	0	2	0	1	1	0
UCEC_TCGA-BG-A0YV	1	9	7	20	0	12	3	2	10	5	4	0	7	3	3	0	0	0	5	3	0	5
UCEC_TCGA-BG-A186	0	6	1	6	0	6	0	2	7	0	2	0	2	0	0	0	0	0	2	0	3	2
UCEC_TCGA-BG-A187	1	9	10	19	6	20	2	0	0	3	0	0	10	0	2	1	0	0	8	1	17	0
UCEC_TCGA-BG-A18A	4	4	4	17	0	10	0	0	4	1	0	5	8	1	1	3	1	0	12	2	0	2
UCEC_TCGA-BG-A18B	6	42	15	54	28	44	38	0	88	14	40	7	18	3	6	0	0	1	0	1	12	0
UCEC_TCGA-BG-A18C	3	4	0	8	0	8	0	0	0	3	1	1	4	0	7	0	10	3	4	0	2	2
UCEC_TCGA-BG-A220	11	140	37	107	77	117	65	8	193	30	92	16	30	21	0	0	10	0	17	0	13	19
UCEC_TCGA-BG-A221	6	222	101	297	159	199	69	3	109	167	311	17	18	9	11	2	2	11	4	0	0	9
UCEC_TCGA-BG-A222	0	398	108	261	1447	261	138	0	516	1228	557	0	422	334	4	466	458	0	0	0	0	482
UCEC_TCGA-BG-A2AE	0	6	4	10	6	15	0	0	0	1	3	0	3	0	6	0	4	5	13	0	7	1
UCEC_TCGA-BG-A2L7	6	108	46	104	53	118	44	5	102	28	52	11	11	6	1	30	10	0	8	4	3	16
UCEC_TCGA-BG-A3EW	11	77	27	41	71	56	46	9	62	41	74	18	18	1	4	18	7	2	6	4	19	16
UCEC_TCGA-BG-A3PP	5	6	4	7	0	2	3	2	4	3	0	5	5	2	1	1	0	0	14	3	3	4
UCEC_TCGA-BK-A0CA	1	6	10	18	6	10	0	0	0	0	2	2	7	1	0	0	0	0	5	0	0	7
UCEC_TCGA-BK-A0CB	1	8	2	7	1	13	3	0	0	3	0	0	10	2	0	6	1	0	6	5	7	2
UCEC_TCGA-BK-A0CC	1	5	5	3	0	3	1	1	8	2	1	0	5	3	8	10	0	4	13	4	0	1
UCEC_TCGA-BK-A139	6	13	10	10	4	25	5	10	0	1	5	3	19	9	8	0	10	3	38	5	15	13
UCEC_TCGA-BK-A13B	4	84	35	77	124	69	72	2	133	45	110	0	27	12	0	0	13	4	18	5	8	12
UCEC_TCGA-BK-A13C	1	3	5	10	0	9	3	0	1	1	1	3	1	1	0	0	4	0	4	1	8	1
UCEC_TCGA-BK-A26L	1	11	2	8	2	10	5	5	11	4	9	2	0	2	4	0	3	1	20	1	11	9
UCEC_TCGA-BK-A4ZD	1	9	5	19	0	0	2	5	5	6	3	1	13	3	0	0	4	2	24	0	6	6
UCEC_TCGA-BK-A56F	0	5	11	11	0	9	3	0	7	6	4	6	1	0	2	0	0	0	6	0	3	4
UCEC_TCGA-BK-A6W3	2570	190	1393	101	167	45	141	1237	0	100	40	136	1	83	0	0	169	18	0	515	0	0
UCEC_TCGA-BK-A6W4	4	4	3	8	0	4	0	0	1	1	1	0	0	0	1	0	3	0	0	0	2	1
UCEC_TCGA-BS-A0T9	1	5	4	10	4	10	1	0	5	0	0	4	4	0	0	0	2	0	10	0	7	4
UCEC_TCGA-BS-A0TA	11	82	23	37	65	40	61	0	66	52	71	6	8	3	5	10	6	8	13	3	7	0
UCEC_TCGA-BS-A0TC	886	57	328	65	46	0	28	228	0	18	1	25	3	0	0	0	0	5	0	182	0	0
UCEC_TCGA-BS-A0TD	1	4	4	5	0	3	0	0	4	2	3	0	2	1	1	0	3	1	7	2	2	2
UCEC_TCGA-BS-A0TE	6	44	6	18	40	38	31	2	48	14	24	4	18	23	11	7	18	0	16	7	12	25
UCEC_TCGA-BS-A0TG	0	7	5	14	0	2	0	0	0	0	3	0	4	2	2	2	3	0	3	2	3	2
UCEC_TCGA-BS-A0TI	4	1	3	0	0	7	3	0	6	6	8	12	10	0	0	4	4	2	23	0	8	11
UCEC_TCGA-BS-A0TJ	5	110	38	108	73	100	90	3	144	16	69	9	0	9	5	0	27	7	8	9	13	0
UCEC_TCGA-BS-A0U5	0	8	9	10	1	11	1	0	0	8	2	0	1	1	4	0	0	0	5	1	9	0
UCEC_TCGA-BS-A0U7	0	22	9	27	19	25	15	0	25	9	45	2	9	12	1	0	3	1	16	1	7	5
UCEC_TCGA-BS-A0U8	2	69	21	55	73	72	33	0	56	23	53	0	7	8	1	7	0	0	4	2	1	15
UCEC_TCGA-BS-A0U9	0	2	1	5	2	7	0	0	1	1	0	0	1	2	0	0	0	0	4	2	7	2
UCEC_TCGA-BS-A0UA	2	58	17	51	27	72	13	6	49	11	35	2	7	10	4	3	3	0	16	4	1	3
UCEC_TCGA-BS-A0UF	4864	313	2022	198	247	51	559	1595	0	180	46	446	21	151	0	0	236	170	0	730	0	0
UCEC_TCGA-BS-A0UJ	159	16	7	25	22	28	29	49	0	203	820	26	46	0	0	116	526	133	0	32	0	87
UCEC_TCGA-BS-A0UL	4	74	27	89	33	88	22	5	66	14	36	1	0	0	0	2	0	1	6	0	0	18
UCEC_TCGA-BS-A0UT	1	2	1	4	0	6	0	0	1	2	4	3	0	4	2	0	2	0	5	2	2	1
UCEC_TCGA-BS-A0UV	4699	492	3166	457	316	294	384	1039	45	252	166	293	75	578	0	52	311	44	0	562	0	0
UCEC_TCGA-BS-A0V4	4	55	18	52	37	39	23	0	76	14	37	9	19	1	4	0	4	0	11	5	11	3
UCEC_TCGA-BS-A0V6	1	11	3	6	1	9	0	0	1	0	1	0	2	7	1	4	7	0	9	0	10	1
UCEC_TCGA-BS-A0V7	1	10	2	6	1	11	1	2	5	1	0	1	4	2	1	4	4	0	3	2	3	4
UCEC_TCGA-BS-A0V8	1	10	6	6	0	7	1	0	7	2	9	0	1	2	13	0	9	1	18	1	9	0
UCEC_TCGA-BS-A0VI	5	51	19	44	50	46	22	1	27	22	35	12	16	3	0	16	5	1	12	7	1	0
UCEC_TCGA-BS-A0WQ	0	9	5	2	0	12	0	0	7	0	0	3	4	1	1	3	1	0	5	0	5	3
UCEC_TCGA-D1-A0ZN	0	1	7	6	1	6	0	0	0	1	4	1	5	2	3	0	2	2	5	2	6	1
UCEC_TCGA-D1-A0ZO	3	87	34	81	67	89	44	8	126	17	62	7	6	6	5	0	15	6	20	0	7	13
UCEC_TCGA-D1-A0ZP	3	4	2	6	0	1	0	2	2	0	2	0	2	1	3	0	0	0	8	3	5	1
UCEC_TCGA-D1-A0ZQ	4	16	7	13	0	12	0	0	5	0	0	1	7	5	2	0	2	2	14	1	11	0
UCEC_TCGA-D1-A0ZR	2	8	6	7	2	0	0	0	2	0	4	2	5	6	2	5	2	0	5	2	3	5
UCEC_TCGA-D1-A0ZS	1	65	24	65	38	56	29	2	66	12	63	5	14	3	0	5	0	0	16	0	7	2
UCEC_TCGA-D1-A0ZU	0	3	4	13	0	5	0	0	2	1	0	0	5	2	1	1	0	0	1	4	0	0
UCEC_TCGA-D1-A0ZV	4	3	3	9	2	8	1	0	2	1	1	0	4	4	1	3	0	0	4	0	0	1
UCEC_TCGA-D1-A0ZZ	0	8	5	8	1	2	1	1	1	0	1	1	3	3	14	1	6	0	9	4	9	3
UCEC_TCGA-D1-A101	9	81	30	68	39	50	42	0	118	10	67	11	16	3	10	16	0	1	10	1	9	0
