Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
MSH2_boot.7	1.22E-127	6.66E-02	0.00E+00	8.10E-02	0.00E+00	9.82E-02	1.18E-02	3.83E-02
MSH2_boot.8	5.93E-02	8.74E-02	0.00E+00	2.89E-02	9.68E-03	1.11E-01	0.00E+00	8.81E-02
MSH2_boot.9	5.90E-02	8.69E-02	0.00E+00	2.91E-02	1.48E-02	1.11E-01	0.00E+00	7.85E-02
MSH2_boot.10	1.72E-92	6.89E-02	0.00E+00	8.45E-02	0.00E+00	9.80E-02	1.14E-02	3.87E-02
MSH2_boot.11	6.05E-02	8.72E-02	0.00E+00	2.84E-02	1.47E-02	1.12E-01	0.00E+00	7.98E-02
MSH2_boot.12	6.12E-02	9.05E-02	0.00E+00	2.83E-02	1.44E-02	1.11E-01	0.00E+00	8.14E-02
MSH2_boot.13	5.91E-02	8.77E-02	0.00E+00	2.97E-02	1.49E-02	1.13E-01	0.00E+00	8.19E-02
MSH2_boot.14	5.59E-02	8.62E-02	0.00E+00	2.99E-02	1.55E-02	1.10E-01	0.00E+00	7.81E-02
MSH2_boot.15	5.49E-52	6.84E-02	0.00E+00	8.53E-02	0.00E+00	9.74E-02	1.21E-02	3.95E-02
MSH2_boot.16	4.75E-129	7.07E-02	0.00E+00	8.37E-02	1.15E-102	9.83E-02	1.24E-02	3.85E-02
MSH2_boot.17	0.00E+00	6.82E-02	0.00E+00	8.83E-02	0.00E+00	9.89E-02	1.16E-02	3.85E-02
MSH2_boot.18	0.00E+00	7.38E-02	0.00E+00	7.37E-02	0.00E+00	1.01E-01	9.90E-03	3.79E-02
MSH2_boot.19	0.00E+00	6.28E-02	0.00E+00	7.94E-02	0.00E+00	9.89E-02	1.10E-02	3.80E-02
MSH2_boot.20	5.88E-02	9.12E-02	0.00E+00	2.87E-02	9.78E-03	1.10E-01	0.00E+00	8.32E-02
MSH2_boot.21	7.42E-28	1.00E-01	8.62E-101	8.22E-02	0.00E+00	1.02E-01	7.95E-03	3.63E-02
MSH2_boot.22	1.00E-26	9.69E-02	4.97E-102	8.52E-02	0.00E+00	1.02E-01	8.05E-03	3.69E-02
MSH2_boot.23	6.51E-02	1.09E-01	0.00E+00	2.56E-02	1.14E-02	1.13E-01	0.00E+00	9.54E-02
MSH2_boot.24	6.44E-02	1.09E-01	0.00E+00	2.51E-02	1.28E-02	1.12E-01	0.00E+00	8.31E-02
MSH2_boot.25	4.73E-30	9.58E-02	1.37E-43	7.91E-02	0.00E+00	1.02E-01	8.08E-03	3.61E-02
MSH2_boot.26	6.30E-02	1.07E-01	0.00E+00	2.62E-02	1.40E-02	1.14E-01	0.00E+00	9.07E-02
MSH2_boot.27	0.00E+00	8.53E-02	0.00E+00	9.24E-02	5.05E-152	1.01E-01	1.03E-02	3.77E-02
MSH2_boot.28	2.26E-27	6.66E-02	0.00E+00	7.59E-02	0.00E+00	1.01E-01	9.97E-03	3.74E-02
MSH2_boot.29	6.37E-02	8.96E-02	0.00E+00	2.60E-02	1.34E-02	1.13E-01	0.00E+00	8.09E-02
MSH2_boot.30	6.11E-02	9.14E-02	0.00E+00	2.71E-02	1.39E-02	1.14E-01	0.00E+00	8.24E-02
MSH2_boot.31	6.35E-02	9.40E-02	0.00E+00	2.63E-02	1.39E-02	1.12E-01	0.00E+00	9.78E-02
MSH2_boot.32	0.00E+00	6.83E-02	0.00E+00	8.80E-02	0.00E+00	9.98E-02	9.23E-03	3.81E-02
MSH2_boot.33	6.28E-02	1.04E-01	0.00E+00	2.54E-02	8.03E-03	1.13E-01	0.00E+00	8.12E-02
MSH2_boot.34	6.11E-02	9.07E-02	0.00E+00	2.71E-02	1.41E-02	1.11E-01	0.00E+00	7.96E-02
MSH2_real	6.66E-103	7.04E-02	0.00E+00	7.66E-02	0.00E+00	9.89E-02	1.15E-02	3.86E-02
MSH2_real.1	1.00E-26	9.68E-02	0.00E+00	9.29E-02	7.31E-139	1.02E-01	8.68E-03	3.71E-02
MSH6_boot	0.00E+00	7.33E-02	0.00E+00	6.98E-02	4.42E-75	1.02E-01	1.05E-02	3.57E-02
MSH6_boot.1	6.26E-02	8.20E-02	0.00E+00	2.74E-02	1.38E-02	1.07E-01	0.00E+00	9.62E-02
MSH6_boot.2	4.14E-27	7.30E-02	6.74E-77	6.76E-02	4.85E-93	1.05E-01	1.02E-02	3.54E-02
MSH6_boot.3	0.00E+00	7.95E-02	5.07E-03	2.04E-02	0.00E+00	9.92E-02	0.00E+00	1.57E-02
MSH6_boot.4	3.41E-119	7.79E-02	6.66E-03	2.17E-02	1.32E-77	9.85E-02	3.24E-03	1.30E-02
MSH6_boot.5	0.00E+00	7.86E-02	6.45E-03	2.02E-02	5.49E-133	9.90E-02	4.79E-03	1.02E-02
MSH6_boot.6	9.04E-123	7.89E-02	7.35E-03	2.25E-02	6.19E-03	9.87E-02	4.75E-03	7.48E-03
MSH6_boot.7	4.19E-126	7.84E-02	7.46E-03	2.20E-02	6.73E-03	9.85E-02	5.91E-03	5.78E-03
MSH6_boot.8	0.00E+00	8.02E-02	7.06E-03	2.18E-02	6.25E-03	9.88E-02	5.15E-03	5.35E-03
MSH6_boot.9	0.00E+00	7.95E-02	6.94E-03	2.15E-02	3.89E-03	9.92E-02	4.76E-03	8.18E-03
MSH6_boot.10	2.15E-10	7.88E-02	7.38E-03	2.36E-02	1.45E-02	9.92E-02	1.30E-03	5.79E-03
MSH6_boot.11	0.00E+00	7.89E-02	7.75E-03	2.21E-02	7.06E-03	9.95E-02	7.77E-03	3.10E-03
MSH6_boot.12	5.65E-95	7.98E-02	7.11E-03	2.34E-02	5.16E-03	9.96E-02	3.36E-03	1.01E-02
MSH6_boot.13	0.00E+00	7.86E-02	7.97E-03	2.18E-02	7.62E-03	9.88E-02	9.36E-03	2.18E-04
MSH6_boot.14	0.00E+00	7.74E-02	7.86E-03	2.15E-02	6.62E-03	9.98E-02	8.26E-03	2.93E-03
MSH6_boot.15	2.36E-130	7.85E-02	7.29E-03	2.18E-02	6.37E-03	9.87E-02	5.89E-03	5.31E-03
MSH6_boot.16	0.00E+00	7.81E-02	6.60E-03	2.07E-02	0.00E+00	9.97E-02	5.13E-03	1.10E-02
MSH6_boot.17	0.00E+00	7.86E-02	5.53E-03	1.91E-02	0.00E+00	9.66E-02	0.00E+00	1.26E-02
MSH6_boot.18	0.00E+00	7.77E-02	7.67E-03	2.21E-02	5.63E-03	9.91E-02	5.30E-03	8.69E-03
MSH6_boot.19	9.86E-97	7.75E-02	6.53E-03	2.11E-02	1.38E-85	9.87E-02	1.29E-22	1.62E-02
MSH6_boot.20	5.65E-70	7.86E-02	7.02E-03	2.26E-02	6.66E-58	9.86E-02	5.25E-04	1.63E-02
MSH6_boot.21	0.00E+00	7.84E-02	7.29E-03	2.16E-02	4.79E-03	9.85E-02	4.61E-03	8.53E-03
MSH6_boot.22	0.00E+00	7.78E-02	7.44E-03	2.18E-02	5.48E-03	9.90E-02	5.38E-03	7.91E-03
MSH6_boot.23	4.44E-43	7.81E-02	8.33E-03	2.29E-02	8.01E-03	9.81E-02	8.49E-03	2.71E-03
MSH6_boot.24	0.00E+00	7.85E-02	5.20E-03	1.94E-02	0.00E+00	9.69E-02	0.00E+00	1.27E-02
MSH6_boot.25	2.44E-02	7.56E-02	3.37E-03	2.23E-02	1.57E-02	9.80E-02	1.10E-03	1.40E-03
MSH6_boot.26	0.00E+00	7.87E-02	5.65E-03	2.03E-02	0.00E+00	9.95E-02	0.00E+00	1.40E-02
MSH6_boot.27	0.00E+00	7.73E-02	7.05E-03	2.15E-02	0.00E+00	9.83E-02	6.26E-04	1.69E-02
MSH6_boot.28	0.00E+00	7.86E-02	8.02E-03	2.25E-02	7.39E-03	9.90E-02	7.47E-03	4.54E-03
MSH6_boot.29	2.41E-02	7.33E-02	2.09E-03	1.93E-02	1.20E-02	9.42E-02	1.03E-03	8.22E-03
MSH6_boot.30	3.99E-16	7.77E-02	6.21E-03	2.10E-02	7.08E-06	9.76E-02	3.46E-136	1.39E-02
MSH6_boot.31	0.00E+00	7.71E-02	5.82E-03	1.94E-02	6.89E-156	9.52E-02	1.18E-83	1.30E-02
MSH6_boot.32	4.01E-59	7.82E-02	6.42E-03	1.97E-02	1.15E-41	9.56E-02	9.22E-03	3.41E-03
MSH6_boot.33	2.18E-137	7.74E-02	5.11E-03	1.89E-02	4.96E-83	9.55E-02	0.00E+00	1.23E-02
MSH6_boot.34	6.81E-80	7.74E-02	6.20E-03	1.98E-02	1.30E-02	9.59E-02	7.15E-04	9.25E-03
MSH6_boot.35	0.00E+00	7.84E-02	4.79E-03	2.02E-02	0.00E+00	9.83E-02	0.00E+00	1.56E-02
MSH6_boot.36	2.59E-02	7.36E-02	2.17E-03	2.04E-02	1.45E-02	9.83E-02	4.73E-03	4.90E-03
MSH6_boot.37	0.00E+00	7.76E-02	6.40E-03	1.98E-02	5.50E-145	9.53E-02	5.24E-03	9.37E-03
MSH6_boot.38	2.30E-02	7.51E-02	2.10E-03	2.09E-02	1.28E-02	9.81E-02	6.37E-75	9.10E-03
MSH6_boot.39	1.45E-112	7.81E-02	6.81E-03	2.12E-02	3.20E-47	9.90E-02	5.25E-03	1.13E-02
MSH6_boot.40	1.10E-126	7.71E-02	7.13E-03	2.20E-02	1.12E-49	9.81E-02	8.27E-04	1.65E-02
MSH6_boot.41	2.24E-61	7.81E-02	6.20E-03	2.03E-02	3.54E-78	9.85E-02	4.76E-03	9.02E-03
MSH6_boot.42	2.73E-02	7.34E-02	3.42E-03	2.36E-02	1.91E-02	9.81E-02	1.31E-03	1.06E-02
MSH6_boot.43	1.90E-02	7.52E-02	2.05E-03	1.97E-02	1.07E-02	9.65E-02	0.00E+00	9.07E-03
MSH6_boot.44	2.44E-02	7.46E-02	1.79E-03	2.10E-02	1.21E-02	9.81E-02	0.00E+00	1.01E-02
MSH6_boot.45	2.43E-02	7.42E-02	3.16E-03	2.08E-02	1.63E-02	9.87E-02	6.10E-04	1.35E-03
MSH6_boot.46	2.49E-02	7.27E-02	5.28E-03	2.47E-02	1.85E-02	9.76E-02	3.10E-03	6.11E-03
MSH6_boot.47	3.23E-12	7.82E-02	6.67E-03	2.14E-02	1.45E-02	9.85E-02	9.34E-04	1.37E-03
MSH6_boot.48	2.21E-02	7.23E-02	6.35E-03	2.43E-02	1.55E-02	9.83E-02	4.90E-03	5.98E-03
MSH6_boot.49	1.17E-90	7.88E-02	5.73E-03	2.00E-02	3.53E-42	9.90E-02	4.68E-03	8.68E-03
MSH6_boot.50	2.90E-02	7.37E-02	1.74E-03	2.12E-02	1.54E-02	9.81E-02	6.14E-100	6.92E-03
MSH6_boot.51	2.44E-02	7.54E-02	3.03E-03	2.15E-02	1.58E-02	9.81E-02	4.72E-04	2.24E-03
MSH6_boot.52	2.29E-02	7.39E-02	2.94E-03	2.18E-02	1.42E-02	9.79E-02	2.82E-19	1.14E-02
MSH6_boot.53	2.30E-02	7.44E-02	3.52E-03	2.33E-02	1.29E-27	9.84E-02	8.40E-04	1.81E-02
MSH6_boot.54	1.47E-145	7.77E-02	6.00E-03	2.00E-02	1.29E-103	9.59E-02	2.61E-03	1.07E-02
MSH6_boot.55	2.34E-02	7.45E-02	5.89E-03	2.46E-02	1.70E-02	9.82E-02	4.84E-03	9.23E-05
MSH6_boot.56	4.61E-22	7.75E-02	6.55E-03	2.07E-02	9.44E-41	9.82E-02	4.77E-03	1.01E-02
MSH6_boot.57	5.55E-13	7.82E-02	5.61E-03	2.12E-02	3.39E-89	9.86E-02	0.00E+00	1.51E-02
MSH6_boot.58	2.40E-08	7.74E-02	6.36E-03	2.07E-02	1.19E-02	9.80E-02	1.13E-03	9.24E-03
MSH6_boot.59	1.70E-33	7.89E-02	7.37E-03	2.24E-02	6.18E-03	9.89E-02	5.04E-03	7.07E-03
MSH6_boot.60	2.49E-02	7.18E-02	3.71E-03	2.45E-02	1.71E-02	9.90E-02	6.02E-42	1.48E-02
MSH6_boot.61	2.43E-02	7.55E-02	8.55E-04	1.92E-02	1.11E-02	9.58E-02	2.35E-152	6.90E-03
MSH6_boot.62	2.41E-02	7.48E-02	1.44E-03	2.13E-02	1.04E-76	9.82E-02	0.00E+00	1.54E-02
MSH6_boot.63	2.29E-02	7.44E-02	5.27E-03	2.46E-02	1.58E-02	9.80E-02	3.06E-03	4.14E-03
MSH6_boot.64	7.08E-74	7.96E-02	6.61E-03	2.07E-02	5.96E-03	9.87E-02	5.67E-03	3.57E-03
MSH6_boot.65	1.79E-06	7.97E-02	6.66E-03	2.35E-02	8.88E-68	9.96E-02	3.28E-07	1.71E-02
MSH6_boot.66	2.61E-30	7.94E-02	7.23E-03	2.25E-02	5.80E-03	9.93E-02	5.61E-03	6.07E-03
MSH6_boot.67	8.45E-137	7.95E-02	6.54E-03	2.21E-02	5.15E-103	9.94E-02	3.41E-03	1.26E-02
MSH6_boot.68	2.47E-02	7.53E-02	2.56E-03	2.24E-02	1.31E-02	9.83E-02	5.30E-24	1.10E-02
MSH6_boot.69	0.00E+00	7.91E-02	7.75E-03	2.28E-02	5.94E-03	9.96E-02	5.68E-03	8.14E-03
MSH6_boot.70	9.80E-127	7.78E-02	6.98E-03	2.21E-02	1.14E-114	9.84E-02	7.20E-04	1.62E-02
MSH6_boot.71	2.61E-02	7.45E-02	3.12E-03	2.34E-02	1.39E-02	9.84E-02	9.35E-04	1.25E-02
MSH6_boot.72	2.31E-02	7.45E-02	2.80E-03	2.15E-02	4.43E-16	9.84E-02	4.71E-26	1.65E-02
MSH6_boot.73	2.34E-02	7.57E-02	3.43E-03	2.38E-02	2.62E-40	9.90E-02	8.15E-04	1.87E-02
MSH6_boot.74	3.15E-155	8.15E-02	6.00E-03	2.06E-02	4.94E-03	9.91E-02	6.26E-03	7.80E-04
MSH6_boot.75	4.44E-04	7.83E-02	6.92E-03	2.30E-02	1.14E-86	9.85E-02	6.28E-04	1.74E-02
MSH6_boot.76	5.10E-23	7.91E-02	8.26E-03	2.53E-02	5.50E-03	1.00E-01	2.45E-03	1.67E-02
MSH6_boot.77	2.47E-02	7.53E-02	3.60E-03	2.30E-02	1.46E-02	9.83E-02	1.65E-03	4.50E-03
MSH6_boot.78	0.00E+00	7.82E-02	6.95E-03	2.07E-02	3.83E-60	9.75E-02	6.21E-03	1.13E-02
MSH6_boot.79	0.00E+00	7.87E-02	7.71E-03	2.26E-02	6.41E-03	9.91E-02	5.75E-03	7.22E-03
MSH6_boot.80	0.00E+00	7.82E-02	7.21E-03	2.25E-02	1.45E-92	9.96E-02	4.34E-03	1.46E-02
MSH6_boot.81	2.63E-46	7.99E-02	7.92E-03	2.27E-02	7.65E-03	9.89E-02	9.22E-03	8.84E-07
MSH6_boot.82	4.69E-95	7.91E-02	6.17E-03	2.12E-02	3.99E-73	9.92E-02	3.00E-03	1.23E-02
MSH6_boot.83	2.50E-02	7.65E-02	3.63E-03	2.44E-02	1.96E-04	9.96E-02	1.24E-03	1.89E-02
MSH6_boot.84	2.38E-02	7.60E-02	2.33E-03	2.19E-02	1.38E-02	9.91E-02	1.19E-110	1.07E-02
MSH6_boot.85	0.00E+00	7.92E-02	5.97E-03	2.06E-02	0.00E+00	1.00E-01	1.94E-68	1.48E-02
MSH6_boot.86	1.14E-66	7.94E-02	8.05E-03	2.51E-02	4.81E-03	9.99E-02	2.15E-03	1.71E-02
MSH6_boot.87	2.72E-02	7.54E-02	2.78E-03	2.43E-02	1.41E-02	9.94E-02	6.57E-04	1.35E-02
MSH6_boot.88	0.00E+00	7.83E-02	7.35E-03	2.29E-02	7.68E-67	9.91E-02	1.19E-03	1.85E-02
MSH6_boot.89	2.54E-02	7.53E-02	3.19E-03	2.37E-02	4.85E-03	9.87E-02	9.33E-04	1.52E-02
MSH6_boot.90	2.28E-02	7.42E-02	2.82E-03	2.17E-02	3.01E-71	9.85E-02	9.62E-20	1.75E-02
MSH6_boot.91	2.26E-02	7.47E-02	2.15E-03	2.07E-02	6.22E-54	9.91E-02	0.00E+00	1.57E-02
MSH6_boot.92	0.00E+00	7.91E-02	6.78E-03	2.11E-02	1.41E-143	1.00E-01	4.81E-03	1.27E-02
MSH6_boot.93	2.34E-02	7.63E-02	4.98E-03	2.58E-02	1.25E-02	9.96E-02	2.58E-03	1.02E-02
MSH6_boot.94	0.00E+00	7.94E-02	6.00E-03	1.98E-02	0.00E+00	9.79E-02	4.20E-03	1.07E-02
MSH6_boot.95	2.44E-02	7.47E-02	4.01E-03	2.47E-02	1.21E-02	9.89E-02	1.63E-03	1.48E-02
MSH6_boot.96	6.89E-159	8.03E-02	6.23E-03	2.13E-02	7.54E-114	9.99E-02	4.10E-03	1.11E-02
MSH6_boot.97	2.95E-02	7.40E-02	4.58E-03	2.60E-02	1.88E-02	9.90E-02	2.83E-03	8.05E-03
MSH6_boot.98	2.55E-02	7.44E-02	2.68E-03	2.26E-02	1.52E-02	9.85E-02	6.28E-07	1.20E-02
MSH6_boot.99	2.25E-02	7.60E-02	3.94E-03	2.36E-02	1.18E-12	9.95E-02	1.20E-03	1.82E-02
MSH6_boot.100	2.91E-102	7.77E-02	6.26E-03	2.15E-02	8.35E-149	9.85E-02	1.44E-101	1.71E-02
MSH6_boot.101	1.36E-01	9.08E-02	0.00E+00	4.49E-02	1.44E-01	4.18E-02	0.00E+00	5.21E-02
MSH6_boot.102	1.82E-01	3.62E-02	5.43E-02	4.89E-02	7.31E-02	9.39E-14	1.39E-01	5.26E-02
MSH6_boot.103	1.05E-01	1.29E-01	1.53E-26	1.39E-01	1.19E-01	1.48E-01	1.68E-01	1.61E-01
MSH6_real	1.40E-01	9.58E-02	0.00E+00	4.21E-02	1.43E-01	3.73E-02	0.00E+00	5.44E-02
MSH6_real.1	8.86E-01	1.26E-01	1.53E-26	1.43E-01	1.06E-01	1.46E-01	1.66E-01	1.27E-01
MSH6_real.2	1.32E-01	9.08E-02	0.00E+00	4.50E-02	1.39E-01	4.01E-02	0.00E+00	5.20E-02
MSH6_real.3	1.24E-01	8.92E-02	0.00E+00	4.05E-02	1.53E-01	2.10E-02	0.00E+00	5.25E-02
MSH6_real.4	1.27E-01	8.88E-02	0.00E+00	4.46E-02	1.43E-01	4.18E-02	0.00E+00	5.19E-02
MSH6_real.5	1.34E-01	9.16E-02	0.00E+00	4.54E-02	1.37E-01	2.28E-02	0.00E+00	5.40E-02
MSH6_real.6	1.11E-01	3.76E-02	7.86E-03	6.42E-02	3.37E-01	7.08E-02	1.28E-02	1.39E-01
PMS1_boot	1.39E-01	4.67E-02	2.53E-02	6.86E-02	1.32E-01	3.29E-09	6.44E-03	7.38E-02
PMS1_boot.1	4.09E-02	2.12E-26	5.04E-02	6.13E-02	7.55E-02	1.02E-01	6.13E-02	9.01E-02
PMS1_boot.2	1.36E-01	4.59E-02	3.04E-02	6.70E-02	1.28E-01	4.27E-109	1.45E-02	7.14E-02
PMS1_boot.3	1.50E-01	4.87E-02	2.82E-02	7.36E-02	1.47E-01	5.63E-03	2.25E-127	7.55E-02
PMS1_boot.4	1.42E-01	4.76E-02	2.34E-02	7.13E-02	1.30E-01	2.26E-02	1.06E-02	7.31E-02
PMS1_boot.5	1.51E-01	4.76E-02	2.95E-02	7.00E-02	1.60E-01	1.87E-02	1.25E-97	7.94E-02
PMS1_boot.6	1.37E-01	5.03E-02	2.66E-02	6.80E-02	1.26E-01	2.41E-02	3.45E-03	7.29E-02
PMS1_boot.7	1.44E-01	5.00E-02	2.79E-02	6.75E-02	1.40E-01	1.39E-02	3.59E-75	7.38E-02
PMS1_boot.8	9.11E-02	2.68E-02	3.96E-02	6.74E-02	1.17E-01	7.66E-02	3.76E-02	8.70E-02
PMS1_boot.9	1.08E-01	1.00E-01	3.85E-02	7.02E-02	8.04E-02	9.30E-02	8.23E-02	7.41E-02
PMS1_boot.10	1.49E-01	4.95E-02	3.01E-02	8.38E-02	1.42E-01	9.53E-03	4.14E-32	7.76E-02
PMS1_boot.11	4.86E-02	9.46E-27	4.85E-02	5.74E-02	7.59E-02	9.42E-02	6.57E-02	8.94E-02
PMS1_boot.12	1.40E-01	4.81E-02	2.32E-02	7.00E-02	1.35E-01	2.02E-151	4.98E-03	7.26E-02
PMS1_boot.13	1.08E-01	4.09E-02	4.07E-02	7.92E-02	5.40E-02	1.10E-02	8.70E-02	1.08E-01
PMS1_boot.14	4.09E-02	2.80E-26	4.46E-02	6.02E-02	7.41E-02	1.01E-01	6.18E-02	9.06E-02
PMS1_boot.15	1.40E-01	5.15E-02	2.91E-02	7.84E-02	1.28E-01	1.07E-02	1.06E-02	7.19E-02
PMS1_boot.16	1.42E-01	4.98E-02	2.74E-02	7.65E-02	1.34E-01	5.92E-05	1.50E-38	7.26E-02
PMS1_boot.17	1.10E-01	3.70E-02	3.88E-02	8.32E-02	5.98E-02	1.15E-02	8.42E-02	1.06E-01
PMS1_boot.18	5.94E-05	2.40E-26	8.09E-02	5.94E-02	7.40E-02	1.02E-01	6.09E-02	9.05E-02
PMS1_boot.19	1.41E-01	4.88E-02	3.14E-02	7.37E-02	1.40E-01	6.64E-03	1.19E-17	7.25E-02
PMS1_boot.20	1.02E-01	1.02E-01	3.79E-02	6.77E-02	8.73E-02	9.27E-02	8.27E-02	7.51E-02
PMS1_boot.21	1.47E-01	5.16E-02	2.65E-02	8.08E-02	1.39E-01	1.64E-02	7.62E-135	7.84E-02
PMS1_boot.22	9.83E-02	1.11E-01	4.12E-02	7.05E-02	8.41E-02	9.44E-02	8.24E-02	7.22E-02
PMS1_boot.23	1.49E-01	4.95E-02	2.80E-02	7.95E-02	1.38E-01	1.38E-02	2.85E-03	7.63E-02
PMS1_boot.24	1.07E-01	3.90E-02	3.96E-02	7.99E-02	5.57E-02	1.17E-02	8.58E-02	1.05E-01
PMS1_boot.25	9.06E-02	2.25E-02	3.63E-02	7.10E-02	1.24E-01	8.09E-02	3.17E-02	9.52E-02
PMS1_boot.26	9.39E-02	2.06E-02	3.49E-02	7.18E-02	1.25E-01	8.22E-02	2.84E-02	9.93E-02
PMS1_boot.27	1.08E-01	1.06E-01	4.01E-02	7.28E-02	8.65E-02	9.63E-02	8.33E-02	7.52E-02
PMS1_boot.28	1.43E-01	4.92E-02	3.09E-02	7.91E-02	1.35E-01	9.54E-03	5.61E-03	7.31E-02
PMS1_boot.29	1.43E-02	2.30E-26	5.53E-02	5.99E-02	7.29E-02	1.01E-01	6.08E-02	9.09E-02
PMS1_boot.30	3.03E-02	2.18E-26	5.02E-02	5.89E-02	7.33E-02	9.91E-02	6.14E-02	9.03E-02
PMS1_boot.31	9.00E-02	2.51E-02	3.52E-02	6.73E-02	1.18E-01	7.68E-02	2.97E-02	8.63E-02
PMS1_boot.32	1.42E-01	5.39E-02	2.21E-02	6.35E-02	1.31E-01	3.36E-02	0.00E+00	7.75E-02
PMS1_boot.33	1.33E-01	5.12E-02	2.62E-02	6.31E-02	1.23E-01	2.72E-02	4.48E-03	7.20E-02
PMS1_boot.34	1.07E-01	3.95E-02	3.88E-02	8.36E-02	5.41E-02	1.49E-02	8.30E-02	1.08E-01
PMS1_boot.35	1.35E-01	5.17E-02	2.59E-02	7.08E-02	1.21E-01	3.00E-02	2.45E-03	7.33E-02
PMS1_boot.36	1.07E-01	4.05E-02	4.12E-02	8.53E-02	5.62E-02	1.85E-03	8.50E-02	1.07E-01
PMS1_boot.37	1.32E-01	5.05E-02	2.76E-02	7.07E-02	1.22E-01	2.74E-02	9.86E-06	7.33E-02
PMS1_boot.38	1.01E-01	1.17E-01	3.75E-02	6.88E-02	8.41E-02	9.39E-02	7.92E-02	7.40E-02
PMS1_boot.39	8.99E-02	3.13E-02	3.32E-02	6.60E-02	1.17E-01	7.78E-02	2.80E-02	8.80E-02
PMS1_boot.40	1.40E-01	5.04E-02	3.08E-02	7.16E-02	1.35E-01	1.39E-02	1.17E-04	7.41E-02
PMS1_boot.41	1.34E-01	5.14E-02	2.56E-02	7.13E-02	1.21E-01	3.04E-02	3.45E-03	7.23E-02
PMS1_real	4.47E-02	1.86E-26	4.63E-02	5.93E-02	7.50E-02	9.97E-02	6.27E-02	8.95E-02
PMS1_real.1	9.32E-02	2.28E-02	3.85E-02	7.27E-02	1.29E-01	7.96E-02	3.21E-02	9.27E-02
PMS1_real.2	1.06E-01	1.07E-01	3.86E-02	7.33E-02	7.94E-02	9.47E-02	8.18E-02	7.28E-02
PMS2_boot	1.25E-01	6.93E-02	0.00E+00	8.62E-02	1.90E-01	5.09E-02	0.00E+00	6.10E-02
PMS2_boot.1	1.66E-01	2.92E-02	5.64E-02	4.57E-02	8.86E-02	1.00E-26	1.01E-01	4.63E-02
PMS2_boot.2	6.15E-04	2.88E-26	2.19E-01	1.32E-02	1.01E-01	1.64E-01	2.10E-02	1.93E-01
PMS2_boot.3	1.18E-01	8.20E-03	1.03E-02	6.74E-02	3.90E-01	4.11E-02	1.27E-02	2.46E-01
PMS2_boot.4	1.43E-16	1.58E-26	1.70E-01	1.91E-02	9.62E-02	1.55E-01	3.40E-02	1.84E-01
PMS2_boot.5	9.19E-02	1.68E-01	1.53E-26	3.31E-01	1.15E-01	2.34E-01	1.88E-01	1.55E-01
PMS2_boot.6	1.27E-16	3.45E-26	8.64E-03	1.32E-02	1.21E-01	1.45E-01	2.06E-02	1.27E-01
PMS2_boot.7	1.75E-01	3.18E-02	5.69E-02	4.43E-02	9.23E-02	1.00E-26	1.31E-01	4.51E-02
PMS2_boot.8	4.13E-11	3.69E-26	1.07E-02	2.41E-02	1.57E-01	2.42E-01	3.30E-02	1.87E-01
PMS2_boot.9	1.23E-01	6.60E-02	0.00E+00	3.64E-02	1.40E-01	3.69E-02	0.00E+00	5.77E-02
PMS2_boot.10	1.49E-01	1.33E-01	1.69E-02	2.00E-01	5.51E-02	1.97E-01	1.73E-01	1.48E-01
PMS2_boot.11	1.06E-01	3.58E-02	7.59E-03	1.07E-01	3.26E-01	8.88E-02	1.26E-02	1.33E-01
PMS2_boot.12	1.23E-01	6.54E-02	0.00E+00	4.49E-02	1.51E-01	3.51E-02	0.00E+00	5.45E-02
PMS2_boot.13	1.03E-01	8.26E-03	2.46E-02	6.01E-02	3.72E-01	4.15E-02	1.26E-02	2.55E-01
PMS2_boot.14	9.42E-02	1.80E-01	1.51E-26	2.73E-01	7.80E-02	2.46E-01	2.08E-01	1.58E-01
PMS2_boot.15	1.23E-01	6.45E-02	0.00E+00	8.96E-02	1.73E-01	4.72E-02	0.00E+00	4.23E-02
PMS2_boot.16	1.25E-01	6.31E-02	0.00E+00	5.53E-02	1.92E-01	5.20E-02	0.00E+00	4.99E-02
PMS2_boot.17	1.63E-01	2.85E-02	5.21E-02	4.27E-02	9.84E-02	9.98E-27	1.52E-01	4.22E-02
PMS2_boot.18	1.59E-01	2.93E-02	5.31E-02	4.24E-02	9.49E-02	9.99E-27	9.86E-02	4.27E-02
PMS2_boot.19	1.26E-01	6.71E-02	0.00E+00	5.81E-02	1.77E-01	5.12E-02	0.00E+00	5.81E-02
PMS2_boot.20	1.30E-01	6.68E-02	0.00E+00	6.36E-02	1.71E-01	4.92E-02	0.00E+00	5.64E-02
PMS2_boot.21	1.62E-01	2.96E-02	5.37E-02	4.41E-02	9.35E-02	1.00E-26	1.49E-01	4.37E-02
PMS2_boot.22	9.41E-02	1.63E-01	1.63E-26	3.27E-01	1.12E-01	2.93E-01	2.46E-01	1.77E-01
PMS2_boot.23	7.83E-07	3.55E-26	2.22E-01	1.29E-02	1.10E-01	1.45E-01	1.29E-02	1.30E-01
PMS2_boot.24	1.89E-01	1.77E-01	1.51E-26	2.97E-01	1.15E-01	2.62E-01	2.27E-01	1.66E-01
