Signatures	Stability	Total Mutations
SBS96A	0.6244418122040086	439
SBS96B	0.9784156819331301	361
SBS96C	0.8251887269316098	339
SBS96D	0.990557024553457	285
SBS96E	0.7176246416032227	283
SBS96F	0.07090682102095741	273
SBS96G	0.8466866363321157	252
SBS96H	0.9245105218289169	252
SBS96I	-0.5901670915751283	204
SBS96J	-0.8100723535866339	108
