	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
0	[8.15616823778696, 8.15616823778696, 1663.6829901315698, 0.24833333492279053, 0.0]	[8.15629343456673, 8.15629343456673, 1663.5508532736617, 0.25833332538604736, 0.0]	[8.164142953676253, 8.164142953676253, 1663.5125921707547, 0.26249998807907104, 0.0]	[8.155474424417, 8.155474424417, 1663.6222422152723, 0.2566666603088379, 0.0]	[8.16696985372049, 8.16696985372049, 1663.4806988797739, 0.24916666746139526, 0.0]	[8.150146523129605, 8.150146523129605, 1663.3722592113807, 0.25333333015441895, 0.0]	[8.142815008173653, 8.142815008173653, 1663.4556474556914, 0.24833333492279053, 0.0]	[8.153029768055566, 8.153029768055566, 1663.5886981211297, 0.24416667222976685, 0.0]	[8.154641669995353, 8.154641669995353, 1663.5774853954958, 0.22750000655651093, 0.0]	[8.166042549731173, 8.166042549731173, 1663.538590425755, 0.2574999928474426, 0.0]	[8.162043802300479, 8.162043802300479, 1663.4823489912314, 0.24500000476837158, 0.0]	[8.156425772446424, 8.156425772446424, 1663.406510782514, 0.2783333361148834, 0.0]	[8.163649280167128, 8.163649280167128, 1663.4718558450058, 0.24583333730697632, 0.0]	[8.156002355720814, 8.156002355720814, 1663.4612960231343, 0.24583333730697632, 0.0]	[8.155610893760059, 8.155610893760059, 1663.3033744371623, 0.3174999952316284, 0.0]	[8.156796810677974, 8.156796810677974, 1663.474021028527, 0.23999999463558197, 0.0]	[8.156997956122416, 8.156997956122416, 1663.547724974421, 0.23666666448116302, 0.0]	[8.159944331068608, 8.159944331068608, 1663.5953417701603, 0.23916666209697723, 0.0]	[8.158918184332991, 8.158918184332991, 1663.5891124755722, 0.23749999701976776, 0.0]	[8.16479213201931, 8.16479213201931, 1663.601991272944, 0.2775000035762787, 0.0]	[8.165695793753807, 8.165695793753807, 1663.6378927768665, 0.21666666865348816, 0.0]	[8.16554465451575, 8.16554465451575, 1663.6829910103615, 0.24500000476837158, 0.0]	[8.156279120754446, 8.156279120754446, 1663.5283018435093, 0.2608333230018616, 0.0]	[8.160671468134336, 8.160671468134336, 1663.6005443938102, 0.22166666388511658, 0.0]	[8.159755322726909, 8.159755322726909, 1663.4897217991083, 0.2549999952316284, 0.0]	[8.152827047604527, 8.152827047604527, 1663.7064203435061, 0.2475000023841858, 0.0]	[8.162465170654501, 8.162465170654501, 1663.4922568711247, 0.24916666746139526, 0.0]	[8.16644454144635, 8.16644454144635, 1663.6189180024235, 0.25, 0.0]	[8.157738078416086, 8.157738078416086, 1663.4506309981268, 0.23416666686534882, 0.0]	[8.161030761352587, 8.161030761352587, 1663.4713421764777, 0.2475000023841858, 0.0]	[8.161119368346233, 8.161119368346233, 1663.4809839997688, 0.2841666638851166, 0.0]	[8.16727554399986, 8.16727554399986, 1663.6827490544483, 0.2574999928474426, 0.0]	[8.156701930038173, 8.156701930038173, 1663.5718319611133, 0.24250000715255737, 0.0]	[8.154562127294433, 8.154562127294433, 1663.569926259771, 0.23916666209697723, 0.0]	[8.163127264804071, 8.163127264804071, 1663.5958282717452, 0.23333333432674408, 0.0]	[8.151503746493251, 8.151503746493251, 1663.3628788918504, 0.24916666746139526, 0.0]	[8.159786057840604, 8.159786057840604, 1663.4942910400168, 0.2616666555404663, 0.0]	[8.15381163959568, 8.15381163959568, 1663.538844704486, 0.24583333730697632, 0.0]	[8.160055382987867, 8.160055382987867, 1663.4274981698954, 0.23749999701976776, 0.0]	[8.15357218159159, 8.15357218159159, 1663.5464713799852, 0.2574999928474426, 0.0]	[8.163083196242857, 8.163083196242857, 1663.4926675853453, 0.2549999952316284, 0.0]	[8.148538932858123, 8.148538932858123, 1663.6689374928103, 0.2266666740179062, 0.0]	[8.164672735130692, 8.164672735130692, 1663.532713639559, 0.2691666781902313, 0.0]	[8.155837501654062, 8.155837501654062, 1663.4244522216495, 0.2658333480358124, 0.0]	[8.158433891136255, 8.158433891136255, 1663.2592222713088, 0.28166666626930237, 0.0]	[8.16073867184491, 8.16073867184491, 1663.4009826323406, 0.2849999964237213, 0.0]	[8.155396244536476, 8.155396244536476, 1663.603021384476, 0.23999999463558197, 0.0]	[8.157910757060295, 8.157910757060295, 1663.4912768052138, 0.2566666603088379, 0.0]	[8.162954777677278, 8.162954777677278, 1663.4996341309693, 0.25999999046325684, 0.0]	[8.161775771012605, 8.161775771012605, 1663.693862058256, 0.2241666615009308, 0.0]
100	[2.226367353403331, 2.226367353403331, 299.99589070321997, 0.9208333492279053, 0.0]	[2.350766898840713, 2.350766898840713, 489.5179704659672, 0.8658333420753479, 0.0]	[2.218300151072472, 2.218300151072472, 277.1768476892029, 0.9241666793823242, 0.0]	[2.364654136650201, 2.364654136650201, 483.78085744280025, 0.8658333420753479, 0.0]	[2.267405562581481, 2.267405562581481, 366.2678810668226, 0.9125000238418579, 0.0]	[2.225479458333358, 2.225479458333358, 297.24127997948233, 0.9241666793823242, 0.0]	[2.2450377357633537, 2.2450377357633537, 317.6110363606109, 0.9208333492279053, 0.0]	[2.3660016555137515, 2.3660016555137515, 390.8106210600681, 0.9133333563804626, 0.0]	[2.2282215246562185, 2.2282215246562185, 281.28444113258627, 0.9275000095367432, 0.0]	[2.2256156077529043, 2.2256156077529043, 311.2885891536638, 0.9191666841506958, 0.0]	[2.222384902875786, 2.222384902875786, 293.7329241918114, 0.9225000143051147, 0.0]	[2.373082774543879, 2.373082774543879, 558.9278034022108, 0.753333330154419, 0.0]	[2.3050688012963882, 2.3050688012963882, 455.85857101817857, 0.8816666603088379, 0.0]	[2.2306953612400866, 2.2306953612400866, 326.6725476540072, 0.9241666793823242, 0.0]	[2.2265272206738893, 2.2265272206738893, 291.6269375082111, 0.9208333492279053, 0.0]	[2.222999562746886, 2.222999562746886, 290.14615718521577, 0.9166666865348816, 0.0]	[2.332838795653221, 2.332838795653221, 551.4832723693651, 0.8025000095367432, 0.0]	[2.4842231123121548, 2.4842231123121548, 468.57053810400885, 0.9191666841506958, 0.0]	[2.2367522673440066, 2.2367522673440066, 317.82123423382296, 0.9233333468437195, 0.0]	[2.25339884947934, 2.25339884947934, 350.4138709010766, 0.9225000143051147, 0.0]	[2.2882889403938655, 2.2882889403938655, 478.5805229539973, 0.8675000071525574, 0.0]	[2.4657723084953282, 2.4657723084953282, 428.82728615752507, 0.8991666436195374, 0.0]	[2.3859510257711602, 2.3859510257711602, 413.9703746530553, 0.9350000023841858, 0.0]	[2.2578671778884565, 2.2578671778884565, 377.4099840984493, 0.903333306312561, 0.0]	[2.225391028000092, 2.225391028000092, 262.4573350705107, 0.9333333373069763, 0.0]	[2.227185747822969, 2.227185747822969, 262.52035041867, 0.9283333420753479, 0.0]	[2.2201952278439325, 2.2201952278439325, 305.7266315661875, 0.9166666865348816, 0.0]	[2.4553907263225527, 2.4553907263225527, 400.84755943288894, 0.9049999713897705, 0.0]	[2.3148865005748993, 2.3148865005748993, 523.5143315768547, 0.8866666555404663, 0.0]	[2.3042548011369504, 2.3042548011369504, 431.32471965119686, 0.8774999976158142, 0.0]	[2.2428099660237075, 2.2428099660237075, 258.94046603066306, 0.9333333373069763, 0.0]	[2.226700952021212, 2.226700952021212, 271.79816938269147, 0.9316666722297668, 0.0]	[2.3175372962094256, 2.3175372962094256, 400.26532251025503, 0.9150000214576721, 0.0]	[2.454494921463199, 2.454494921463199, 445.7886161104062, 0.8949999809265137, 0.0]	[2.2588788650565754, 2.2588788650565754, 310.2383272746132, 0.9258333444595337, 0.0]	[2.243528669930082, 2.243528669930082, 292.5079795385054, 0.92166668176651, 0.0]	[2.218604038231155, 2.218604038231155, 306.9298539598841, 0.9200000166893005, 0.0]	[2.2792127916989293, 2.2792127916989293, 457.8876128712999, 0.878333330154419, 0.0]	[2.23047200200251, 2.23047200200251, 266.00555588449356, 0.9308333396911621, 0.0]	[2.2460802049532695, 2.2460802049532695, 306.8311167382896, 0.9183333516120911, 0.0]	[2.2401476533584472, 2.2401476533584472, 311.515078462842, 0.9233333468437195, 0.0]	[2.246197550219985, 2.246197550219985, 272.9262183846565, 0.9183333516120911, 0.0]	[2.2447465880148143, 2.2447465880148143, 344.1158815156428, 0.9166666865348816, 0.0]	[2.308030165690425, 2.308030165690425, 503.97104091134804, 0.8483333587646484, 0.0]	[2.224274479948106, 2.224274479948106, 265.88610177070643, 0.9300000071525574, 0.0]	[2.224138680917834, 2.224138680917834, 295.8168444487344, 0.9191666841506958, 0.0]	[2.255231717462311, 2.255231717462311, 307.3887350213316, 0.9275000095367432, 0.0]	[2.40344152409979, 2.40344152409979, 498.23084047382497, 0.8600000143051147, 0.0]	[2.318506626453986, 2.318506626453986, 438.91054401639934, 0.8824999928474426, 0.0]	[2.245314989979904, 2.245314989979904, 275.3940602551225, 0.934166669845581, 0.0]
200	[2.2157175316105544, 2.2157175316105544, 224.7117888411597, 0.9441666603088379, 0.0]	[2.2748205162536186, 2.2748205162536186, 306.2522235386697, 0.9208333492279053, 0.0]	[2.2138523374047594, 2.2138523374047594, 217.28163844910875, 0.9441666603088379, 0.0]	[2.2291652806438895, 2.2291652806438895, 289.3238205510537, 0.9358333349227905, 0.0]	[2.222200499057285, 2.222200499057285, 222.69776653430688, 0.9391666650772095, 0.0]	[2.2146840981861433, 2.2146840981861433, 220.8649561435018, 0.9458333253860474, 0.0]	[2.221758519286041, 2.221758519286041, 225.5745984771898, 0.9474999904632568, 0.0]	[2.3241654843916337, 2.3241654843916337, 387.0180316147501, 0.9066666960716248, 0.0]	[2.2160278081019746, 2.2160278081019746, 218.9547960926317, 0.9474999904632568, 0.0]	[2.21632748867713, 2.21632748867713, 225.51680797368817, 0.9416666626930237, 0.0]	[2.214812767850111, 2.214812767850111, 221.1815235470453, 0.9383333325386047, 0.0]	[2.2334538319490744, 2.2334538319490744, 242.47340927286228, 0.9375, 0.0]	[2.2317116189575756, 2.2317116189575756, 227.82008684065863, 0.9433333277702332, 0.0]	[2.2155278353002212, 2.2155278353002212, 228.96579496508537, 0.9458333253860474, 0.0]	[2.215373469677521, 2.215373469677521, 223.51753040183388, 0.9458333253860474, 0.0]	[2.2151035109849877, 2.2151035109849877, 217.9043160328086, 0.9433333277702332, 0.0]	[2.2374131668959625, 2.2374131668959625, 332.6133919913467, 0.9275000095367432, 0.0]	[2.3927423045875544, 2.3927423045875544, 410.28043081336045, 0.9399999976158142, 0.0]	[2.2185054334406598, 2.2185054334406598, 230.3980075941472, 0.9424999952316284, 0.0]	[2.224593353161357, 2.224593353161357, 238.34607764688295, 0.9399999976158142, 0.0]	[2.2223098897326645, 2.2223098897326645, 264.52212780834367, 0.9399999976158142, 0.0]	[2.4495848629881025, 2.4495848629881025, 302.82652098418623, 0.9308333396911621, 0.0]	[2.224719654996742, 2.224719654996742, 275.03323560918875, 0.9416666626930237, 0.0]	[2.218460851493496, 2.218460851493496, 222.1824854098105, 0.940833330154419, 0.0]	[2.2137641087300874, 2.2137641087300874, 213.54073461135349, 0.9474999904632568, 0.0]	[2.21605472369318, 2.21605472369318, 215.45380197015805, 0.9449999928474426, 0.0]	[2.21467902939817, 2.21467902939817, 233.43983949252362, 0.9391666650772095, 0.0]	[2.445616510135374, 2.445616510135374, 311.86557788934556, 0.9283333420753479, 0.0]	[2.2383418253667786, 2.2383418253667786, 340.9393920325447, 0.92166668176651, 0.0]	[2.234722715035859, 2.234722715035859, 229.11779888807715, 0.9424999952316284, 0.0]	[2.22146801033763, 2.22146801033763, 211.95083734702655, 0.9491666555404663, 0.0]	[2.215990754500351, 2.215990754500351, 214.71981530662583, 0.9449999928474426, 0.0]	[2.233083371884582, 2.233083371884582, 209.96849221840696, 0.9516666531562805, 0.0]	[2.318168468922081, 2.318168468922081, 448.5655739503493, 0.878333330154419, 0.0]	[2.2204788049880704, 2.2204788049880704, 211.996009141542, 0.9466666579246521, 0.0]	[2.2201362964318836, 2.2201362964318836, 214.2354214048055, 0.9424999952316284, 0.0]	[2.2131116962763757, 2.2131116962763757, 223.85685242321483, 0.9416666626930237, 0.0]	[2.2207333709021078, 2.2207333709021078, 254.25996516099113, 0.9399999976158142, 0.0]	[2.2172241106948807, 2.2172241106948807, 214.08570861477673, 0.9458333253860474, 0.0]	[2.219788476021535, 2.219788476021535, 223.56454152968, 0.9458333253860474, 0.0]	[2.2189532416268096, 2.2189532416268096, 225.4756318904974, 0.9466666579246521, 0.0]	[2.22202188683372, 2.22202188683372, 223.77110698417764, 0.9416666626930237, 0.0]	[2.2172428617082884, 2.2172428617082884, 228.06571141132792, 0.9366666674613953, 0.0]	[2.2210246435297902, 2.2210246435297902, 272.52565615429376, 0.9350000023841858, 0.0]	[2.215201568088956, 2.215201568088956, 214.9652392796993, 0.9474999904632568, 0.0]	[2.215366830933552, 2.215366830933552, 217.3740642509202, 0.9424999952316284, 0.0]	[2.221664529458142, 2.221664529458142, 219.8011090235267, 0.9424999952316284, 0.0]	[2.301418416579666, 2.301418416579666, 343.43432077673765, 0.9133333563804626, 0.0]	[2.218675394646765, 2.218675394646765, 222.7728661744029, 0.9449999928474426, 0.0]	[2.2169291328980614, 2.2169291328980614, 205.64688352973167, 0.9474999904632568, 0.0]
300	[2.2137160164853786, 2.2137160164853786, 198.95203177204962, 0.9474999904632568, 0.0]	[2.2308038777845685, 2.2308038777845685, 195.98287980431246, 0.9491666555404663, 0.0]	[2.212885173039701, 2.212885173039701, 194.42402642896423, 0.9508333206176758, 0.0]	[2.2181501740946903, 2.2181501740946903, 221.65353036508645, 0.9433333277702332, 0.0]	[2.2181962178516095, 2.2181962178516095, 204.30228323323146, 0.9416666626930237, 0.0]	[2.2127592802890104, 2.2127592802890104, 196.84239266337275, 0.9483333230018616, 0.0]	[2.216185078983336, 2.216185078983336, 200.87453618020652, 0.9474999904632568, 0.0]	[2.310395919591729, 2.310395919591729, 378.0401295377637, 0.9075000286102295, 0.0]	[2.2131407533720684, 2.2131407533720684, 195.346809350135, 0.949999988079071, 0.0]	[2.2147314820856603, 2.2147314820856603, 203.24095886302342, 0.9466666579246521, 0.0]	[2.213250826958294, 2.213250826958294, 196.2222291854565, 0.9474999904632568, 0.0]	[2.219153925654662, 2.219153925654662, 202.84296681907387, 0.9466666579246521, 0.0]	[2.2174664327030458, 2.2174664327030458, 197.39667540612788, 0.9466666579246521, 0.0]	[2.213544415953888, 2.213544415953888, 197.61519894535888, 0.9483333230018616, 0.0]	[2.2136315728669422, 2.2136315728669422, 198.42361468527483, 0.949999988079071, 0.0]	[2.2134941448849883, 2.2134941448849883, 194.7425016685355, 0.9483333230018616, 0.0]	[2.2193856821894307, 2.2193856821894307, 233.16932699205677, 0.9399999976158142, 0.0]	[2.2413139975285294, 2.2413139975285294, 207.49337955236876, 0.9566666483879089, 0.0]	[2.214388570668061, 2.214388570668061, 202.34445925755855, 0.9483333230018616, 0.0]	[2.218199856197682, 2.218199856197682, 209.79684114339184, 0.9466666579246521, 0.0]	[2.217823945430224, 2.217823945430224, 216.491658023846, 0.9433333277702332, 0.0]	[2.237485963095994, 2.237485963095994, 273.70682713354546, 0.9333333373069763, 0.0]	[2.215954901133554, 2.215954901133554, 215.50891557282122, 0.9491666555404663, 0.0]	[2.2160821885776008, 2.2160821885776008, 202.72724054270685, 0.9466666579246521, 0.0]	[2.2119833095864925, 2.2119833095864925, 191.81006574811101, 0.9524999856948853, 0.0]	[2.2134616658776514, 2.2134616658776514, 194.13480964911543, 0.9483333230018616, 0.0]	[2.2139496178209273, 2.2139496178209273, 207.05734444274913, 0.9474999904632568, 0.0]	[2.411183713700944, 2.411183713700944, 354.4978353461522, 0.903333306312561, 0.0]	[2.2184259037547482, 2.2184259037547482, 233.17452717049426, 0.9399999976158142, 0.0]	[2.219933550107365, 2.219933550107365, 194.08700162539088, 0.9524999856948853, 0.0]	[2.2146955031890165, 2.2146955031890165, 194.9482585321805, 0.9524999856948853, 0.0]	[2.2140778761534228, 2.2140778761534228, 194.63757187185826, 0.9474999904632568, 0.0]	[2.2183606893276795, 2.2183606893276795, 184.89115784557873, 0.9524999856948853, 0.0]	[2.2492246420575, 2.2492246420575, 321.42647597919046, 0.9125000238418579, 0.0]	[2.2159448702616427, 2.2159448702616427, 195.27838709018482, 0.9491666555404663, 0.0]	[2.216898434385359, 2.216898434385359, 193.5540772002753, 0.9491666555404663, 0.0]	[2.212106453863377, 2.212106453863377, 194.92154268449445, 0.9491666555404663, 0.0]	[2.215932759053392, 2.215932759053392, 209.07496353363254, 0.9449999928474426, 0.0]	[2.2144542698522796, 2.2144542698522796, 197.01107448497805, 0.9483333230018616, 0.0]	[2.216837715942555, 2.216837715942555, 202.8303723319695, 0.9458333253860474, 0.0]	[2.215331903303294, 2.215331903303294, 199.21233486737734, 0.949999988079071, 0.0]	[2.2156742079801357, 2.2156742079801357, 194.85602659808006, 0.9516666531562805, 0.0]	[2.214063542936064, 2.214063542936064, 195.49176961179893, 0.9466666579246521, 0.0]	[2.2153962641385325, 2.2153962641385325, 217.27201043092947, 0.9416666626930237, 0.0]	[2.2132130080616084, 2.2132130080616084, 193.61024108760427, 0.9516666531562805, 0.0]	[2.2137281992507396, 2.2137281992507396, 194.4865175637093, 0.9483333230018616, 0.0]	[2.2163623138751607, 2.2163623138751607, 203.70247381832863, 0.9466666579246521, 0.0]	[2.237400383641506, 2.237400383641506, 207.90280436390665, 0.95333331823349, 0.0]	[2.213954992667462, 2.213954992667462, 199.51790716309046, 0.9474999904632568, 0.0]	[2.2139902621328176, 2.2139902621328176, 188.68507462259453, 0.949999988079071, 0.0]
400	[2.2120284645924055, 2.2120284645924055, 186.24071826612624, 0.9483333230018616, 0.0]	[2.220201489010137, 2.220201489010137, 183.69637039364386, 0.949999988079071, 0.0]	[2.2124168828538444, 2.2124168828538444, 182.17990397214965, 0.9524999856948853, 0.0]	[2.2157666525909927, 2.2157666525909927, 198.63340473244114, 0.9449999928474426, 0.0]	[2.216475171446422, 2.216475171446422, 193.04642233087887, 0.9466666579246521, 0.0]	[2.21219709730384, 2.21219709730384, 186.59470510945386, 0.9474999904632568, 0.0]	[2.214549272115424, 2.214549272115424, 186.47617986478548, 0.9474999904632568, 0.0]	[2.292245749313365, 2.292245749313365, 371.0931770248158, 0.8933333158493042, 0.0]	[2.212392500038649, 2.212392500038649, 183.03455774502675, 0.949999988079071, 0.0]	[2.2139096875824715, 2.2139096875824715, 190.26734282368508, 0.9483333230018616, 0.0]	[2.212418864808161, 2.212418864808161, 183.9602951100444, 0.9483333230018616, 0.0]	[2.21611494617556, 2.21611494617556, 189.34276067432893, 0.9474999904632568, 0.0]	[2.215418159203091, 2.215418159203091, 191.51383743673398, 0.9466666579246521, 0.0]	[2.212673548259423, 2.212673548259423, 184.47623335960333, 0.9474999904632568, 0.0]	[2.2119336539391337, 2.2119336539391337, 184.26336663482374, 0.9508333206176758, 0.0]	[2.21279349476833, 2.21279349476833, 183.92076740616133, 0.949999988079071, 0.0]	[2.216200493927509, 2.216200493927509, 204.88413113303835, 0.9441666603088379, 0.0]	[2.2216473558791887, 2.2216473558791887, 184.65046455712906, 0.9558333158493042, 0.0]	[2.212950258092584, 2.212950258092584, 186.64675150500025, 0.9483333230018616, 0.0]	[2.215782279030744, 2.215782279030744, 195.89419262796454, 0.9474999904632568, 0.0]	[2.2166227778148064, 2.2166227778148064, 200.26356673897166, 0.9441666603088379, 0.0]	[2.223219777493077, 2.223219777493077, 218.63405807963338, 0.9449999928474426, 0.0]	[2.2127499335326335, 2.2127499335326335, 190.27597508738666, 0.949999988079071, 0.0]	[2.2148779820275504, 2.2148779820275504, 190.10204662491415, 0.9483333230018616, 0.0]	[2.21133523821395, 2.21133523821395, 180.4421309381097, 0.9524999856948853, 0.0]	[2.212526567463343, 2.212526567463343, 182.50277656453636, 0.9483333230018616, 0.0]	[2.2136578235870377, 2.2136578235870377, 192.75316070538793, 0.9508333206176758, 0.0]	[2.3368695265719026, 2.3368695265719026, 482.86862238972833, 0.8483333587646484, 0.0]	[2.215563501125125, 2.215563501125125, 205.6103390206827, 0.9441666603088379, 0.0]	[2.2168386760596253, 2.2168386760596253, 185.71303692812472, 0.949999988079071, 0.0]	[2.213375151740356, 2.213375151740356, 181.48577374551843, 0.95333331823349, 0.0]	[2.2134131337990954, 2.2134131337990954, 183.25925599287064, 0.9483333230018616, 0.0]	[2.2156913206395084, 2.2156913206395084, 179.383989699849, 0.9491666555404663, 0.0]	[2.2252212509567255, 2.2252212509567255, 226.9451415296657, 0.9391666650772095, 0.0]	[2.2141445350645, 2.2141445350645, 185.59543464774396, 0.9483333230018616, 0.0]	[2.215364791781451, 2.215364791781451, 181.88273648651352, 0.9508333206176758, 0.0]	[2.211772496468357, 2.211772496468357, 181.87631533851146, 0.9524999856948853, 0.0]	[2.2148385585512576, 2.2148385585512576, 194.83073046592506, 0.9458333253860474, 0.0]	[2.213043406323637, 2.213043406323637, 184.4777973123181, 0.9483333230018616, 0.0]	[2.215645701556873, 2.215645701556873, 189.70759018058789, 0.9483333230018616, 0.0]	[2.2131328679142737, 2.2131328679142737, 183.08441494373653, 0.9524999856948853, 0.0]	[2.2133846489847655, 2.2133846489847655, 181.34988070721954, 0.9516666531562805, 0.0]	[2.213200778767024, 2.213200778767024, 183.38188026804534, 0.9483333230018616, 0.0]	[2.213973359954792, 2.213973359954792, 197.7389830360294, 0.9449999928474426, 0.0]	[2.2123372662100405, 2.2123372662100405, 181.70047866210052, 0.9516666531562805, 0.0]	[2.213063488315151, 2.213063488315151, 183.12609612796234, 0.9491666555404663, 0.0]	[2.2149749062203012, 2.2149749062203012, 192.5372965680627, 0.9466666579246521, 0.0]	[2.2187857657746437, 2.2187857657746437, 185.84691775941695, 0.9508333206176758, 0.0]	[2.2125666004119844, 2.2125666004119844, 187.11917404624563, 0.9466666579246521, 0.0]	[2.21292715814219, 2.21292715814219, 180.35150478503255, 0.949999988079071, 0.0]
500	[2.211599927465224, 2.211599927465224, 178.4023868870121, 0.9474999904632568, 0.0]	[2.2179272926050024, 2.2179272926050024, 179.81037605630684, 0.9491666555404663, 0.0]	[2.2121211496625737, 2.2121211496625737, 174.43671775316264, 0.95333331823349, 0.0]	[2.2148790081567657, 2.2148790081567657, 186.70970113681182, 0.9466666579246521, 0.0]	[2.215692633494757, 2.215692633494757, 183.99313292754368, 0.9466666579246521, 0.0]	[2.2118288212900516, 2.2118288212900516, 179.98956203274935, 0.9483333230018616, 0.0]	[2.2136885691872012, 2.2136885691872012, 177.17653802068503, 0.9483333230018616, 0.0]	[2.2373213079761327, 2.2373213079761327, 273.5308811981629, 0.9233333468437195, 0.0]	[2.21205958214098, 2.21205958214098, 175.6577141299023, 0.949999988079071, 0.0]	[2.212753736294108, 2.212753736294108, 178.3821464812725, 0.949999988079071, 0.0]	[2.211857311850992, 2.211857311850992, 176.51367783546186, 0.9491666555404663, 0.0]	[2.2149658649298027, 2.2149658649298027, 182.20089760872753, 0.9474999904632568, 0.0]	[2.2143962684860066, 2.2143962684860066, 184.6359508497909, 0.9449999928474426, 0.0]	[2.2120833699107503, 2.2120833699107503, 176.9290896342734, 0.9474999904632568, 0.0]	[2.2114814541630348, 2.2114814541630348, 175.49413873171156, 0.9516666531562805, 0.0]	[2.2123026034110143, 2.2123026034110143, 176.93585121317733, 0.9508333206176758, 0.0]	[2.2150439302484495, 2.2150439302484495, 191.9204595703368, 0.9441666603088379, 0.0]	[2.2177403573262993, 2.2177403573262993, 177.17481903777428, 0.9524999856948853, 0.0]	[2.2123826439683665, 2.2123826439683665, 178.17877212037754, 0.9491666555404663, 0.0]	[2.214677826827456, 2.214677826827456, 186.10871966680918, 0.9474999904632568, 0.0]	[2.2158664928764615, 2.2158664928764615, 191.1560076956158, 0.9466666579246521, 0.0]	[2.218348174450658, 2.218348174450658, 194.22509890153606, 0.9474999904632568, 0.0]	[2.2120030592716837, 2.2120030592716837, 177.3710517118451, 0.949999988079071, 0.0]	[2.214191147054824, 2.214191147054824, 182.04094890125327, 0.9491666555404663, 0.0]	[2.211100739229069, 2.211100739229069, 172.9243703422249, 0.9541666507720947, 0.0]	[2.212090558019933, 2.212090558019933, 175.77373261472388, 0.949999988079071, 0.0]	[2.213366746498104, 2.213366746498104, 183.54806141577183, 0.9516666531562805, 0.0]	[2.3075211782080753, 2.3075211782080753, 336.9882383744794, 0.9158333539962769, 0.0]	[2.2144966223574887, 2.2144966223574887, 191.89306646707448, 0.9474999904632568, 0.0]	[2.21531665579724, 2.21531665579724, 181.05050278686724, 0.9483333230018616, 0.0]	[2.2129290794137533, 2.2129290794137533, 174.09128379098223, 0.9541666507720947, 0.0]	[2.2129733320801384, 2.2129733320801384, 176.80103389567643, 0.949999988079071, 0.0]	[2.2145090618450602, 2.2145090618450602, 174.2837833579506, 0.9516666531562805, 0.0]	[2.218713769060902, 2.218713769060902, 204.03702117157962, 0.9424999952316284, 0.0]	[2.2132795710063573, 2.2132795710063573, 177.1275291311004, 0.9491666555404663, 0.0]	[2.2145009743377964, 2.2145009743377964, 174.14684841648972, 0.949999988079071, 0.0]	[2.211558470838088, 2.211558470838088, 174.1369094993662, 0.9524999856948853, 0.0]	[2.213975973592906, 2.213975973592906, 186.87388328925914, 0.9474999904632568, 0.0]	[2.212411994103578, 2.212411994103578, 176.43571567695267, 0.9491666555404663, 0.0]	[2.2147195987128576, 2.2147195987128576, 182.0465349620792, 0.9483333230018616, 0.0]	[2.2123607925183766, 2.2123607925183766, 174.10587401353422, 0.9516666531562805, 0.0]	[2.21261585267155, 2.21261585267155, 174.00853178710736, 0.9524999856948853, 0.0]	[2.2128005414819967, 2.2128005414819967, 176.87004484934027, 0.9483333230018616, 0.0]	[2.21343404864919, 2.21343404864919, 189.1766396750063, 0.9449999928474426, 0.0]	[2.2119842613119225, 2.2119842613119225, 174.31371252771962, 0.9516666531562805, 0.0]	[2.2127320779138286, 2.2127320779138286, 176.23415602448898, 0.9508333206176758, 0.0]	[2.214158478792683, 2.214158478792683, 184.35761119757595, 0.9474999904632568, 0.0]	[2.2154621387667324, 2.2154621387667324, 184.24706414618367, 0.9466666579246521, 0.0]	[2.2119980124631016, 2.2119980124631016, 178.25381275786643, 0.9483333230018616, 0.0]	[2.2122335941761864, 2.2122335941761864, 173.52100207580983, 0.9508333206176758, 0.0]
