	0	1	2
0	-1.9003728332232215	6.853192504248141	36.6797023966621
1	3.1815488753462713	12.650944155229292	-13.89671947310769
2	11.579789543829136	-12.867407911254611	-23.639561380294847
3	11.128475832244549	-12.2107920115295	-20.006671709860687
4	11.56253446713943	-12.543392953575667	-23.520470788771274
5	-19.21805860780578	-5.471050113946663	40.633063690531344
6	8.075485001365193	5.459562235946984	20.75231992205297
7	-38.450405874475656	17.735584209731037	-5.650457290611017
8	2.6202436364077317	14.152885332917707	-17.18266954921105
9	11.420759963601988	-13.759525444511645	5.831464185967209
