Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q
STAD_TCGA-BR-8289	2	8	10	14	35	7	6	11	7	3	15	8	3	10	63	17	20
STAD_TCGA-BR-8291	5	2	0	5	0	2	0	0	0	0	0	2	1	2	4	5	4
STAD_TCGA-BR-8295	0	6	4	3	3	3	0	2	0	1	0	4	0	6	9	14	2
STAD_TCGA-BR-8296	0	11	6	22	17	0	2	0	0	0	0	0	3	14	0	5	10
STAD_TCGA-BR-8297	0	20	4	17	46	7	0	13	14	11	11	7	9	14	103	2	13
STAD_TCGA-BR-8360	3	202	51	161	253	86	81	2	4	53	26	54	0	0	11	0	13
STAD_TCGA-BR-8361	11	253	87	316	412	201	96	0	41	107	27	145	8	0	36	0	0
STAD_TCGA-BR-8363	6	180	51	189	226	122	129	0	21	138	58	111	15	0	70	0	14
STAD_TCGA-BR-8364	0	0	2	1	9	1	0	0	0	1	0	4	3	1	0	1	2
STAD_TCGA-BR-8365	0	0	2	9	7	1	0	3	2	0	0	0	1	2	0	1	1
STAD_TCGA-BR-8366	3	16	3	6	26	3	2	33	0	1	7	21	27	3	53	0	6
STAD_TCGA-BR-8367	1	12	4	16	9	6	0	0	0	3	0	0	2	3	6	7	6
STAD_TCGA-BR-8368	3	165	50	246	323	80	55	0	17	38	0	80	0	0	16	0	0
STAD_TCGA-BR-8369	3	21	7	38	18	4	15	10	0	12	0	6	23	6	55	15	23
STAD_TCGA-BR-8370	0	10	3	20	38	3	0	1	17	0	1	6	3	4	5	0	31
STAD_TCGA-BR-8371	0	0	1	6	0	0	2	0	0	2	6	2	2	0	2	2	0
STAD_TCGA-BR-8372	8	175	48	166	167	87	100	0	20	294	46	257	3	0	27	0	46
STAD_TCGA-BR-8373	5	5	8	17	19	6	2	3	0	2	14	4	0	6	9	13	0
STAD_TCGA-BR-8380	0	14	11	25	8	0	0	0	3	0	0	0	2	3	8	7	10
STAD_TCGA-BR-8381	4	13	2	22	36	4	0	3	3	0	18	0	11	6	5	12	24
STAD_TCGA-BR-8382	8	173	43	198	233	88	82	5	9	37	0	121	0	0	22	0	6
STAD_TCGA-BR-8384	0	4	1	10	7	0	4	3	0	0	8	0	3	0	9	9	4
STAD_TCGA-BR-8483	6	22	5	24	14	1	1	0	0	2	0	10	15	0	13	21	20
STAD_TCGA-BR-8484	0	8	6	13	5	4	0	4	1	5	0	4	14	5	12	11	8
STAD_TCGA-BR-8485	4	5	6	21	0	12	0	27	3	22	0	13	18	10	228	15	4
STAD_TCGA-BR-8486	0	6	0	11	0	2	5	0	0	4	13	1	9	3	0	8	6
STAD_TCGA-BR-8487	17	378	87	560	513	414	407	0	8	467	188	143	0	0	11	0	0
STAD_TCGA-BR-8588	1	12	4	33	20	6	0	1	11	0	0	11	15	1	21	0	15
STAD_TCGA-BR-8589	2	7	2	6	18	0	2	377	0	0	32	119	23	3	781	17	0
STAD_TCGA-BR-8590	2	3	0	24	16	2	6	5	4	0	8	4	0	9	58	10	4
STAD_TCGA-BR-8591	10	221	54	256	287	137	200	0	21	135	26	210	31	0	34	0	5
STAD_TCGA-BR-8592	0	3	4	6	23	0	0	0	0	3	0	1	2	0	0	0	1
STAD_TCGA-BR-8676	3	7	5	21	0	1	0	0	4	0	14	1	5	4	12	9	13
STAD_TCGA-BR-8677	0	2	9	20	0	0	0	0	10	4	2	2	11	7	0	2	15
STAD_TCGA-BR-8678	8	10	15	13	33	4	0	1	3	0	0	5	5	17	4	4	14
STAD_TCGA-BR-8679	2	28	5	32	40	6	0	10	4	6	0	5	14	16	15	8	9
STAD_TCGA-BR-8680	1597	671	1888	108	0	6	47	1716	121	511	991	0	0	0	156	0	0
STAD_TCGA-BR-8682	1	12	11	33	2	0	0	0	0	0	0	1	6	5	4	3	6
STAD_TCGA-BR-8683	6	14	5	34	18	6	0	0	8	8	5	8	19	4	3	24	25
STAD_TCGA-BR-8686	4	10	7	18	28	3	0	0	7	0	6	0	7	10	4	0	34
STAD_TCGA-BR-8687	3	1	3	11	9	16	0	16	7	2	6	7	22	4	113	0	13
STAD_TCGA-BR-8690	4	19	7	25	0	6	1	5	22	16	0	6	11	14	13	22	22
STAD_TCGA-BR-A44T	0	1	4	1	10	2	0	1	0	0	2	1	0	0	0	0	1
STAD_TCGA-BR-A44U	0	10	5	41	2	4	4	0	0	2	0	0	12	2	14	10	5
STAD_TCGA-BR-A452	0	4	8	11	0	2	0	10	0	0	9	0	13	22	34	5	13
STAD_TCGA-BR-A453	1	12	3	8	11	4	15	0	12	0	1	5	7	0	0	0	7
STAD_TCGA-BR-A4CQ	6	9	8	29	44	12	1	2	4	3	0	7	26	7	13	18	35
STAD_TCGA-BR-A4CR	3	5	0	15	0	3	7	0	2	0	12	7	8	0	2	15	6
STAD_TCGA-BR-A4CS	12	13	11	24	41	2	6	5	0	0	4	2	18	13	6	23	14
STAD_TCGA-BR-A4IU	1	2	5	3	7	2	0	0	0	1	0	4	0	0	1	0	2
STAD_TCGA-BR-A4IV	0	2	1	2	2	1	2	1	0	0	14	0	0	0	4	1	10
STAD_TCGA-BR-A4IY	5	11	6	28	22	9	0	0	7	6	0	11	3	14	2	40	23
STAD_TCGA-BR-A4IZ	0	2	3	7	2	0	0	0	1	0	0	0	0	0	2	0	3
STAD_TCGA-BR-A4J1	0	10	6	12	2	1	0	0	11	5	1	0	0	7	4	22	6
STAD_TCGA-BR-A4J2	1	10	7	26	1	0	0	0	0	0	0	6	7	0	2	4	6
STAD_TCGA-BR-A4J4	3	2	3	23	37	0	2	0	8	3	0	2	10	0	0	0	8
STAD_TCGA-BR-A4J5	1	8	2	28	20	2	0	3	5	3	3	5	3	0	14	0	18
STAD_TCGA-BR-A4J6	0	1	0	2	0	1	0	1	4	0	2	4	5	2	1	6	10
STAD_TCGA-BR-A4J7	0	15	4	13	12	1	0	0	0	1	8	0	5	0	3	0	6
STAD_TCGA-BR-A4J8	1	17	11	27	0	0	1	0	4	11	0	1	7	9	7	11	8
STAD_TCGA-BR-A4J9	0	2	2	9	18	2	0	0	0	0	3	1	0	1	3	3	4
STAD_TCGA-BR-A4PD	0	5	5	6	7	0	0	7	12	6	21	11	14	8	73	3	15
STAD_TCGA-BR-A4PE	3	32	9	48	4	5	4	0	5	1	10	2	36	9	31	16	40
STAD_TCGA-BR-A4PF	5	12	2	13	21	6	2	0	0	2	5	5	8	5	4	8	21
STAD_TCGA-BR-A4QI	1	16	9	18	5	8	4	2	0	1	4	4	12	13	18	11	24
STAD_TCGA-BR-A4QL	21	354	109	447	509	128	103	0	12	77	0	147	23	0	22	0	0
STAD_TCGA-BR-A4QM	0	16	9	17	3	6	0	0	7	5	2	6	14	4	18	2	14
STAD_TCGA-CD-5798	2	15	8	15	8	1	0	9	5	0	7	3	9	5	8	18	7
STAD_TCGA-CD-5799	0	9	5	6	13	0	4	0	0	2	0	1	1	0	2	6	8
STAD_TCGA-CD-5800	0	22	15	24	30	0	0	6	10	0	31	1	18	28	2	7	9
STAD_TCGA-CD-5801	2	6	20	29	19	22	8	156	10	4	25	36	38	16	128	0	26
STAD_TCGA-CD-5802	1	1	2	14	3	6	3	0	0	1	9	0	8	13	0	3	0
STAD_TCGA-CD-5803	0	6	2	5	0	2	0	0	1	0	0	2	3	4	1	10	9
STAD_TCGA-CD-5804	1	8	5	13	28	2	0	3	5	4	0	3	5	7	0	0	5
STAD_TCGA-CD-5813	7	18	8	28	14	10	0	1	6	12	0	18	10	17	10	48	16
STAD_TCGA-CD-8524	4	20	9	36	36	9	0	0	4	4	2	6	15	1	13	4	27
STAD_TCGA-CD-8525	2	9	10	9	0	0	2	1	1	1	0	9	3	22	6	15	9
STAD_TCGA-CD-8526	1	9	4	3	22	1	0	0	0	2	0	1	2	1	1	0	10
STAD_TCGA-CD-8527	4	38	14	40	78	13	15	5	8	13	0	17	12	5	18	11	17
STAD_TCGA-CD-8528	3	12	8	39	16	4	4	0	0	0	0	13	12	0	3	13	8
STAD_TCGA-CD-8529	9	14	10	18	12	16	5	8	29	3	19	18	45	79	6	177	37
STAD_TCGA-CD-8530	4	9	3	15	7	0	5	1	0	5	0	0	3	13	35	6	9
STAD_TCGA-CD-8531	0	27	10	28	23	35	4	7	19	16	6	19	29	2	12	63	25
STAD_TCGA-CD-8532	1	4	4	10	4	0	2	0	0	8	0	0	4	4	2	5	2
STAD_TCGA-CD-8533	0	18	12	41	27	0	0	6	0	4	0	4	16	6	1	4	16
STAD_TCGA-CD-8534	2	9	1	11	21	0	0	2	0	2	6	1	4	9	0	1	3
STAD_TCGA-CD-8535	3	15	16	10	37	14	4	25	6	0	15	8	36	17	91	28	9
STAD_TCGA-CD-8536	12	158	40	206	209	97	88	0	19	58	0	70	1	0	5	0	0
STAD_TCGA-CD-A486	4	21	6	18	3	0	0	0	4	4	0	6	19	5	1	3	18
STAD_TCGA-CD-A487	5	6	8	9	45	12	2	13	2	2	0	2	16	21	61	5	6
STAD_TCGA-CD-A489	0	7	6	8	8	0	0	6	5	0	7	10	9	7	6	4	13
STAD_TCGA-CD-A48A	5	15	18	29	29	0	1	6	5	9	32	7	15	9	78	5	28
STAD_TCGA-CD-A48C	8	18	16	21	34	0	0	1	8	0	10	12	9	11	70	30	24
STAD_TCGA-CD-A4MG	14	428	82	382	277	318	376	5	32	174	190	306	0	0	14	0	0
STAD_TCGA-CD-A4MH	1	9	1	19	16	11	0	0	1	1	9	1	7	5	2	9	7
STAD_TCGA-CD-A4MI	7	153	56	176	168	162	125	7	27	55	31	109	0	0	16	0	19
STAD_TCGA-CD-A4MJ	0	106	22	135	129	64	67	0	32	69	13	62	0	0	11	0	10
STAD_TCGA-CG-4300	4	12	8	28	25	4	3	2	4	11	0	3	13	3	19	9	15
STAD_TCGA-CG-4301	3	3	0	8	11	3	0	3	0	1	0	3	6	10	0	8	5
STAD_TCGA-CG-4304	2	5	4	12	0	8	3	1	0	2	2	5	3	16	3	14	3
STAD_TCGA-CG-4305	10	177	47	206	283	143	131	1	39	92	14	139	0	0	29	0	0
STAD_TCGA-CG-4306	9	167	56	317	269	111	76	0	17	58	0	93	17	0	2	0	0
STAD_TCGA-CG-4436	0	13	8	34	27	0	0	11	5	6	0	0	8	11	68	27	2
STAD_TCGA-CG-4437	8	33	16	36	30	27	4	7	37	12	9	33	50	49	10	244	44
STAD_TCGA-CG-4438	3	7	5	17	32	12	5	3	0	6	0	8	0	26	3	29	15
STAD_TCGA-CG-4440	7	16	13	9	7	4	3	8	4	0	3	12	10	19	15	15	8
STAD_TCGA-CG-4441	3	8	14	22	18	7	6	0	0	4	0	1	14	1	26	4	7
STAD_TCGA-CG-4442	11	189	69	229	234	167	183	0	0	289	39	152	0	0	18	0	0
STAD_TCGA-CG-4443	0	7	0	7	0	5	0	2	7	4	1	4	11	17	0	42	10
STAD_TCGA-CG-4444	2	11	8	21	0	10	3	2	1	0	0	0	24	9	105	12	22
STAD_TCGA-CG-4449	3	14	8	6	6	3	1	1	1	8	6	4	14	14	6	16	0
STAD_TCGA-CG-4455	0	0	2	5	0	2	0	1	0	1	0	2	16	3	3	3	16
STAD_TCGA-CG-4460	17	391	177	661	504	148	114	0	0	114	0	63	0	0	12	0	0
STAD_TCGA-CG-4462	3	10	8	27	10	0	0	5	0	1	1	0	6	2	12	9	3
STAD_TCGA-CG-4465	3	99	23	73	100	90	90	6	11	35	34	78	5	0	32	0	8
STAD_TCGA-CG-4466	3	13	9	26	0	5	1	21	9	6	0	0	16	17	88	21	13
STAD_TCGA-CG-4469	13	27	12	31	41	8	7	11	8	6	1	8	18	9	144	34	7
STAD_TCGA-CG-4474	1	14	9	27	17	6	4	5	0	3	0	3	2	8	0	1	7
STAD_TCGA-CG-4475	0	2	4	11	4	8	0	5	2	2	0	5	4	5	1	17	3
STAD_TCGA-CG-4476	5	6	4	20	7	6	4	0	6	5	13	1	7	21	2	19	20
STAD_TCGA-CG-4477	0	3	4	11	4	3	1	0	2	0	4	1	7	6	3	13	9
STAD_TCGA-CG-5716	1	1	3	4	4	0	0	0	0	4	0	0	0	0	1	2	4
STAD_TCGA-CG-5717	2	7	3	3	0	6	2	1	10	6	0	18	12	30	7	45	12
STAD_TCGA-CG-5718	1	8	6	8	18	0	0	0	0	0	12	6	19	7	2	8	12
STAD_TCGA-CG-5719	0	4	5	18	18	3	0	2	0	1	10	1	8	12	0	6	2
STAD_TCGA-CG-5720	1	5	3	13	27	0	0	2	0	1	6	6	7	8	4	3	17
STAD_TCGA-CG-5721	2	323	125	551	426	185	184	0	45	2613	144	296	19	0	51	0	0
STAD_TCGA-CG-5722	0	8	8	24	5	0	5	2	0	3	0	5	13	8	1	2	20
STAD_TCGA-CG-5723	9	338	79	352	202	193	83	9	43	185	203	153	0	0	24	0	0
STAD_TCGA-CG-5724	2	12	8	23	15	8	5	3	0	3	0	0	17	2	30	5	10
STAD_TCGA-CG-5725	0	3	5	4	9	0	0	2	4	0	3	0	6	0	2	0	12
STAD_TCGA-CG-5726	6	314	94	209	200	130	103	0	23	131	70	117	3	0	10	4	14
STAD_TCGA-CG-5727	6	18	20	35	11	3	2	2	8	4	0	8	15	16	5	30	20
STAD_TCGA-CG-5728	7	251	69	316	271	117	123	8	17	107	27	181	7	0	24	0	10
STAD_TCGA-CG-5730	6	21	14	34	12	7	1	0	0	4	14	5	29	29	0	14	12
STAD_TCGA-CG-5732	0	1	4	15	9	5	3	1	1	3	0	1	9	5	5	6	11
STAD_TCGA-CG-5733	13	157	68	181	253	160	108	2	6	60	7	144	14	0	20	0	0
STAD_TCGA-CG-5734	1	17	9	14	14	2	1	4	1	2	0	9	14	1	11	9	3
STAD_TCGA-D7-5577	4	7	9	17	16	5	0	11	2	1	12	0	21	3	11	7	18
STAD_TCGA-D7-5578	6	20	11	40	65	6	0	1	0	10	0	7	6	29	71	11	10
STAD_TCGA-D7-5579	4	11	13	10	4	4	12	15	3	2	3	11	9	16	26	13	18
STAD_TCGA-D7-6518	6	13	5	15	11	5	2	2	0	0	1	2	7	9	9	8	9
STAD_TCGA-D7-6519	0	2	6	9	0	1	5	0	0	5	0	0	8	5	2	4	20
STAD_TCGA-D7-6520	3	7	3	9	14	0	2	3	0	3	0	4	7	9	4	6	2
STAD_TCGA-D7-6521	0	10	14	13	11	4	0	0	1	0	7	1	7	10	0	2	8
STAD_TCGA-D7-6522	2	6	2	16	0	4	0	0	6	0	4	3	0	4	8	0	11
STAD_TCGA-D7-6524	4	11	14	30	10	4	0	1	7	6	1	0	6	0	0	0	30
STAD_TCGA-D7-6525	13	18	11	16	8	1	7	1	0	4	4	7	19	15	45	1	31
STAD_TCGA-D7-6526	5	11	11	16	42	5	0	9	6	0	11	13	14	20	54	25	26
STAD_TCGA-D7-6527	2	18	6	22	8	3	1	25	5	2	1	7	10	24	107	11	15
STAD_TCGA-D7-6528	6	24	12	10	23	10	0	44	11	8	0	12	34	36	143	42	7
STAD_TCGA-D7-6815	2	18	5	18	85	4	0	0	5	0	0	0	12	2	5	0	15
STAD_TCGA-D7-6817	0	8	1	13	20	6	0	0	3	3	6	2	3	0	8	30	2
STAD_TCGA-D7-6818	1	11	1	9	18	1	0	9	4	1	14	9	9	1	98	2	4
STAD_TCGA-D7-6820	0	5	3	18	0	5	0	5	0	0	9	9	14	18	1	21	13
STAD_TCGA-D7-6822	4	12	10	18	18	2	0	31	4	7	7	22	19	16	108	21	8
STAD_TCGA-D7-8570	1	11	6	16	34	5	0	0	2	0	0	1	11	11	4	48	4
STAD_TCGA-D7-8572	3	8	14	19	27	15	0	4	14	2	6	1	24	11	9	29	36
STAD_TCGA-D7-8573	0	9	7	17	19	4	1	2	2	2	0	10	8	3	7	7	7
STAD_TCGA-D7-8574	1	3	0	12	10	2	2	0	0	0	0	2	4	0	2	0	11
STAD_TCGA-D7-8575	3	4	5	10	2	2	1	0	0	1	0	3	11	2	0	5	8
STAD_TCGA-D7-8576	0	9	3	11	17	3	0	0	5	4	0	2	5	3	0	9	0
STAD_TCGA-D7-8578	0	11	4	6	32	0	0	3	0	0	0	2	5	0	0	0	4
STAD_TCGA-D7-8579	3	18	7	19	16	0	0	1	0	6	0	8	6	0	52	3	4
STAD_TCGA-D7-A4YT	6	18	11	17	3	14	18	5	2	9	0	10	32	41	12	122	44
STAD_TCGA-D7-A4YU	0	21	16	36	29	4	3	6	10	8	4	5	21	11	60	18	33
STAD_TCGA-D7-A4YV	7	187	54	226	232	103	75	0	19	32	0	48	0	0	17	0	0
STAD_TCGA-D7-A4YX	1	8	6	23	39	1	0	0	0	4	0	0	1	6	0	0	11
STAD_TCGA-D7-A4YY	5	79	24	78	92	57	42	5	15	21	11	32	16	0	59	0	14
STAD_TCGA-D7-A4Z0	4	18	4	18	3	3	0	20	2	0	5	2	5	4	277	1	0
STAD_TCGA-D7-A6ET	0	1	2	8	3	2	0	1	0	0	0	2	6	2	0	5	2
STAD_TCGA-D7-A6EV	0	21	12	36	24	0	11	1	8	6	0	5	16	11	23	26	4
STAD_TCGA-D7-A6EX	1	8	14	9	36	10	0	0	12	0	6	0	2	7	10	28	10
STAD_TCGA-D7-A6EY	4	236	37	234	229	77	95	18	32	153	41	259	0	0	93	52	1
STAD_TCGA-D7-A6EZ	0	19	9	12	0	12	4	0	10	9	5	17	22	41	19	93	42
STAD_TCGA-D7-A6F0	6	19	11	3	49	5	1	5	0	0	0	7	8	17	8	8	10
STAD_TCGA-D7-A6F2	0	5	4	25	0	1	2	4	0	0	11	3	1	3	1	10	20
STAD_TCGA-D7-A747	0	5	5	10	9	4	0	1	0	1	0	0	18	8	55	2	8
STAD_TCGA-D7-A748	1	7	3	3	26	0	0	2	0	0	0	2	0	0	5	0	2
STAD_TCGA-D7-A74A	3	6	11	23	55	2	0	1	1	2	0	0	6	69	3	10	3
STAD_TCGA-D7-A74B	1	1	3	10	0	0	1	0	2	0	3	7	8	1	3	2	0
STAD_TCGA-EQ-5647	1	8	8	14	0	0	0	1	5	4	12	0	9	15	8	2	23
STAD_TCGA-EQ-8122	2	19	13	24	42	15	0	4	9	4	12	1	24	20	11	15	13
STAD_TCGA-EQ-A4SO	1	8	5	1	22	14	2	1	3	8	0	10	6	29	6	57	32
STAD_TCGA-F1-6177	3	218	63	287	440	121	90	0	11	38	0	112	0	0	12	0	0
STAD_TCGA-F1-6874	8	122	48	169	248	115	116	0	45	59	0	35	10	0	16	0	0
STAD_TCGA-F1-6875	0	4	7	24	22	2	0	5	5	0	5	9	8	5	6	6	7
STAD_TCGA-F1-A448	1	121	27	167	49	71	60	0	6	38	0	102	11	0	12	0	3
STAD_TCGA-F1-A72C	1	8	1	8	22	0	0	0	0	2	0	0	4	1	5	7	2
STAD_TCGA-FP-7735	1	0	6	17	0	2	2	0	1	0	4	3	7	16	0	1	11
STAD_TCGA-FP-7829	21	26	13	35	44	8	4	1	6	0	13	11	33	1	22	0	68
STAD_TCGA-FP-7916	4	17	7	21	36	1	5	0	4	0	1	2	0	6	2	3	16
STAD_TCGA-FP-7998	3	9	6	11	10	1	3	0	0	5	0	0	8	10	4	4	7
STAD_TCGA-FP-8099	6	21	22	34	24	13	0	4	10	1	0	8	14	7	1	3	5
STAD_TCGA-FP-8209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8210	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1
STAD_TCGA-FP-8211	5	5	2	2	0	6	5	0	0	1	10	5	5	10	4	44	12
STAD_TCGA-FP-8631	4	2	6	5	11	9	2	8	1	0	6	3	10	12	5	31	5
STAD_TCGA-FP-A4BE	6	261	74	411	363	106	160	0	32	73	0	130	0	0	25	0	0
STAD_TCGA-FP-A4BF	4	23	5	21	6	0	0	7	7	1	6	3	14	3	5	9	8
STAD_TCGA-FP-A8CX	0	5	9	12	23	0	8	0	1	8	0	0	6	5	11	9	17
STAD_TCGA-FP-A9TM	1	19	6	37	36	6	0	0	12	2	0	10	23	8	0	0	48
STAD_TCGA-HF-7131	0	2	0	9	0	2	0	3	2	2	10	2	9	34	21	2	17
STAD_TCGA-HF-7132	13	275	67	276	280	104	147	4	5	62	0	118	13	0	16	0	0
STAD_TCGA-HF-7133	0	11	2	18	2	3	3	0	0	0	10	3	15	5	2	2	13
STAD_TCGA-HF-7134	7	19	13	43	44	0	0	9	14	5	17	3	28	12	92	0	49
STAD_TCGA-HF-7136	0	14	5	8	17	2	0	3	6	4	0	0	0	4	3	13	17
STAD_TCGA-HF-A5NB	9	259	52	281	322	145	99	0	0	149	18	189	0	0	33	0	0
STAD_TCGA-HJ-7597	4	127	39	265	144	87	63	0	5	60	6	75	0	0	1	0	0
STAD_TCGA-HU-8238	0	13	13	14	47	0	0	0	8	5	4	2	8	16	45	15	12
STAD_TCGA-HU-8243	1	15	9	37	28	2	0	2	2	3	6	9	6	12	2	13	14
STAD_TCGA-HU-8244	0	9	9	56	40	1	0	0	3	0	8	4	9	3	7	0	16
STAD_TCGA-HU-8245	1	8	2	14	0	2	0	2	6	0	12	12	2	0	4	8	4
STAD_TCGA-HU-8249	4	23	11	28	45	4	4	10	5	1	0	5	9	11	1	1	13
STAD_TCGA-HU-8602	4	279	96	404	320	109	187	0	1	121	0	228	0	0	12	0	0
STAD_TCGA-HU-8604	11	27	19	32	55	9	0	1	9	4	0	2	15	3	39	0	32
STAD_TCGA-HU-8608	0	14	6	8	24	0	1	0	7	5	8	4	5	8	1	3	11
STAD_TCGA-HU-8610	3	14	8	9	7	2	0	2	0	0	0	1	4	5	6	3	5
STAD_TCGA-HU-A4G2	3	3	6	9	15	0	2	0	0	3	7	0	5	0	0	0	10
STAD_TCGA-HU-A4G3	1	11	10	26	18	8	0	5	4	0	0	10	16	1	7	0	9
STAD_TCGA-HU-A4G6	1	9	7	11	32	2	1	3	1	0	1	1	6	0	5	11	5
STAD_TCGA-HU-A4G8	5	252	75	344	360	157	79	5	24	167	0	145	1	0	7	0	0
STAD_TCGA-HU-A4G9	5	120	45	193	154	85	54	1	0	33	9	136	0	0	16	0	0
STAD_TCGA-HU-A4GC	0	28	14	39	4	5	0	7	13	5	0	6	11	5	16	13	4
STAD_TCGA-HU-A4GD	1	1	0	21	14	3	0	1	2	0	12	8	0	15	3	14	12
STAD_TCGA-HU-A4GF	1	23	10	16	18	5	4	9	0	6	4	6	9	6	20	16	16
STAD_TCGA-HU-A4GH	4	18	7	6	7	1	6	66	1	14	28	30	20	16	729	6	0
STAD_TCGA-HU-A4GJ	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0
STAD_TCGA-HU-A4GN	4	223	59	255	221	127	142	0	23	59	39	111	12	0	18	0	6
STAD_TCGA-HU-A4GP	8	28	13	27	49	9	0	0	19	6	0	10	10	8	11	26	39
STAD_TCGA-HU-A4GQ	16	301	83	472	542	157	169	0	6	88	0	170	0	0	26	0	0
STAD_TCGA-HU-A4GT	6	222	43	259	192	106	139	0	37	116	85	258	0	0	23	0	0
STAD_TCGA-HU-A4GU	11	683	25	117	93	113	158	0	133	20	202	51	0	0	83	0	37
STAD_TCGA-HU-A4GX	7	205	72	332	236	141	115	0	24	88	15	94	0	0	0	0	0
STAD_TCGA-HU-A4GY	3	8	0	20	16	0	1	1	1	0	2	2	12	0	3	2	8
STAD_TCGA-HU-A4H0	5	12	7	42	18	10	0	5	15	9	5	12	30	2	5	19	20
STAD_TCGA-HU-A4H2	0	23	9	30	32	7	3	1	14	4	1	11	18	2	27	24	22
STAD_TCGA-HU-A4H3	15	144	36	165	215	114	117	0	0	58	0	84	8	0	27	0	0
STAD_TCGA-HU-A4H4	2	77	12	79	65	35	59	5	34	158	50	93	0	0	62	11	25
STAD_TCGA-HU-A4H5	3	11	8	9	29	28	0	1	24	0	0	17	23	11	9	112	43
STAD_TCGA-HU-A4H6	0	17	10	43	1	7	3	3	0	3	0	6	21	3	10	5	16
STAD_TCGA-HU-A4H8	0	263	46	320	315	122	103	1	37	8	0	61	0	0	12	0	0
STAD_TCGA-HU-A4HB	0	0	0	0	9	0	0	2	0	0	0	0	0	0	2	0	0
STAD_TCGA-HU-A4HD	5	13	9	24	13	3	0	3	10	11	24	2	20	19	13	28	29
STAD_TCGA-IN-7806	3	3	2	18	18	4	0	0	1	6	3	0	8	7	2	3	11
STAD_TCGA-IN-7808	7	18	10	18	21	0	6	0	1	3	0	1	13	2	13	12	6
STAD_TCGA-IN-8462	1	14	5	15	32	2	8	2	2	2	2	6	4	11	8	0	29
STAD_TCGA-IN-8663	1	18	7	22	19	4	1	7	3	3	0	4	33	9	64	0	33
STAD_TCGA-IN-A6RI	0	8	0	14	14	3	0	6	0	9	0	4	21	2	37	5	7
STAD_TCGA-IN-A6RJ	0	7	6	20	2	9	3	3	9	5	0	6	16	6	46	20	9
STAD_TCGA-IN-A6RL	64	19	8	13	15	25	30	53	13	32	14	47	25	29	38	61	78
STAD_TCGA-IN-A6RN	3	1	7	13	12	8	6	2	2	0	11	1	7	19	9	42	12
STAD_TCGA-IN-A6RO	15	17	23	25	38	7	23	1	0	0	0	1	26	46	28	54	58
STAD_TCGA-IN-A6RP	3	26	15	29	43	3	0	1	6	0	0	4	11	30	9	0	22
STAD_TCGA-IN-A6RR	2	12	7	21	38	4	9	0	5	9	0	0	34	8	32	0	16
STAD_TCGA-IN-A6RS	2	21	6	24	11	8	0	1	5	0	2	5	24	5	2	4	12
STAD_TCGA-IN-A7NR	1	12	5	11	4	6	0	3	7	1	0	3	12	0	39	9	0
STAD_TCGA-IN-A7NT	1	17	3	14	3	7	0	7	5	2	0	9	14	16	25	0	13
STAD_TCGA-IN-A7NU	3	10	4	19	5	7	0	1	0	9	0	0	15	0	22	9	13
STAD_TCGA-IN-AB1V	1	9	5	9	2	5	2	0	0	3	1	0	14	3	2	11	8
STAD_TCGA-IN-AB1X	3	4	9	17	14	5	6	7	7	0	7	4	17	4	20	4	13
STAD_TCGA-IP-7968	1	12	6	29	38	7	0	0	6	0	0	2	3	6	10	0	13
STAD_TCGA-KB-A6F5	1	10	5	12	16	0	1	0	0	4	0	2	19	2	2	8	1
STAD_TCGA-KB-A6F7	0	7	2	13	1	11	8	3	7	1	0	5	5	7	7	11	36
STAD_TCGA-KB-A93G	0	11	9	5	29	2	0	0	7	0	0	2	21	12	1	0	28
STAD_TCGA-KB-A93H	1	29	18	25	50	10	4	10	2	14	0	4	30	7	40	20	20
STAD_TCGA-KB-A93J	2	8	3	8	0	1	2	3	7	3	1	1	6	2	2	5	1
STAD_TCGA-MX-A5UG	0	9	7	8	14	0	1	0	1	0	7	0	1	4	0	4	0
STAD_TCGA-MX-A5UJ	1	259	78	322	449	141	67	0	31	64	0	103	0	0	19	0	0
STAD_TCGA-MX-A663	3	12	8	11	0	6	1	0	0	0	11	0	6	16	2	11	19
STAD_TCGA-MX-A666	6	7	8	15	1	5	2	5	1	0	7	3	20	20	9	11	21
STAD_TCGA-R5-A7O7	0	13	10	18	20	5	0	1	13	6	0	4	15	13	10	0	23
STAD_TCGA-R5-A7ZE	5	20	15	23	6	3	0	4	1	6	0	1	35	9	37	14	22
STAD_TCGA-R5-A7ZF	0	10	5	12	29	11	0	0	2	2	0	5	3	0	1	0	5
STAD_TCGA-R5-A7ZI	10	163	56	176	128	95	78	5	18	75	8	105	0	3	12	0	0
STAD_TCGA-R5-A7ZR	3	5	7	12	24	0	0	0	0	0	10	5	3	3	3	0	15
STAD_TCGA-R5-A804	3	5	4	18	14	0	2	0	0	0	2	2	0	5	9	0	29
STAD_TCGA-R5-A805	1	5	4	23	0	0	2	2	0	3	0	0	8	10	91	2	7
STAD_TCGA-RD-A7BS	4	4	3	9	25	4	2	5	0	2	0	0	3	8	1	0	1
