Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
EXO1_0_real_train1	2.55E-02	1.67E-01	0.00E+00	1.75E-01	1.52E-01	2.06E-01	0.00E+00	8.06E-132
OGG1_0_real_train1	1.07E-01	1.89E-03	1.45E-01	1.39E-02	1.48E-01	1.46E-02	1.83E-01	1.43E-01
RNF168_0_real_train1	1.67E-26	1.67E-26	1.27E-01	1.30E-01	1.11E-01	6.60E-02	4.75E-02	2.02E-01
UNG_0_real_train1	1.45E-01	1.57E-01	1.75E-01	1.46E-01	9.07E-03	1.53E-02	1.30E-02	1.47E-01
ATP2B4_0_real_train1	1.94E-02	1.52E-01	4.23E-02	2.04E-02	1.41E-01	8.06E-03	1.37E-01	7.56E-02
ATP2B4_1_real_train1	9.67E-03	1.92E-01	2.19E-02	6.39E-03	1.74E-01	9.25E-03	1.61E-01	1.03E-01
MLH1_0_real_train1	1.80E-01	1.66E-17	6.02E-02	1.26E-01	1.68E-01	1.67E-26	1.19E-01	1.56E-03
MSH2_0_real_train1	1.01E-01	1.71E-01	8.82E-02	9.42E-02	2.24E-26	2.03E-03	2.24E-26	1.31E-02
MSH6_0_real_train1	9.99E-02	1.60E-01	1.89E-41	8.65E-02	1.73E-01	1.64E-01	1.04E-01	8.75E-02
MSH6_1_real_train1	1.02E-01	1.63E-01	2.80E-03	8.81E-02	1.75E-01	1.67E-01	1.03E-01	8.76E-02
PMS1_0_real_train1	1.57E-01	8.52E-35	1.16E-02	1.57E-01	4.26E-03	1.89E-01	1.51E-01	1.56E-01
PMS2_0_real_train1	1.32E-01	1.50E-03	1.93E-01	1.59E-01	1.01E-02	1.48E-01	1.53E-01	1.31E-02
EXO1_0_multinomial_train1	2.62E-02	1.66E-01	0.00E+00	1.75E-01	1.50E-01	2.05E-01	4.46E-56	1.54E-103
EXO1_0_multinomial_train1.1	3.06E-02	1.65E-01	0.00E+00	1.73E-01	1.74E-01	2.03E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.2	2.81E-02	1.66E-01	1.19E-114	1.75E-01	1.63E-01	2.04E-01	1.91E-118	4.76E-102
EXO1_0_multinomial_train1.3	2.60E-02	1.72E-01	0.00E+00	1.80E-01	1.52E-01	2.11E-01	2.12E-95	5.33E-97
EXO1_0_multinomial_train1.4	2.88E-02	1.66E-01	0.00E+00	1.74E-01	1.65E-01	2.05E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.5	2.84E-02	1.68E-01	0.00E+00	1.76E-01	1.69E-01	2.08E-01	0.00E+00	5.60E-130
EXO1_0_multinomial_train1.6	2.68E-02	1.65E-01	0.00E+00	1.73E-01	1.48E-01	2.03E-01	1.29E-04	0.00E+00
EXO1_0_multinomial_train1.7	3.23E-02	1.63E-01	0.00E+00	1.70E-01	1.72E-01	2.02E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.8	2.47E-02	1.68E-01	3.83E-25	1.77E-01	1.56E-01	2.06E-01	9.34E-14	1.16E-116
EXO1_0_multinomial_train1.9	2.40E-02	1.69E-01	0.00E+00	1.78E-01	1.59E-01	2.09E-01	0.00E+00	1.27E-85
EXO1_0_multinomial_train1.10	2.59E-02	1.69E-01	0.00E+00	1.77E-01	1.51E-01	2.08E-01	0.00E+00	3.23E-114
EXO1_0_multinomial_train1.11	2.68E-02	1.66E-01	0.00E+00	1.71E-01	1.47E-01	2.03E-01	0.00E+00	2.83E-03
EXO1_0_multinomial_train1.12	2.73E-02	1.66E-01	0.00E+00	1.73E-01	1.45E-01	2.04E-01	5.47E-04	1.20E-103
EXO1_0_multinomial_train1.13	3.01E-02	1.65E-01	1.87E-39	1.73E-01	1.70E-01	2.03E-01	9.79E-33	0.00E+00
EXO1_0_multinomial_train1.14	2.98E-02	1.66E-01	0.00E+00	1.74E-01	1.66E-01	2.04E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.15	2.87E-02	1.66E-01	2.83E-161	1.73E-01	1.69E-01	2.03E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.16	2.48E-02	1.67E-01	2.19E-137	1.76E-01	1.55E-01	2.06E-01	5.03E-158	1.53E-139
EXO1_0_multinomial_train1.17	2.83E-02	1.67E-01	0.00E+00	1.73E-01	1.72E-01	2.03E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.18	2.75E-02	1.65E-01	6.45E-149	1.74E-01	1.44E-01	2.03E-01	1.26E-03	2.82E-150
EXO1_0_multinomial_train1.19	2.50E-02	1.68E-01	0.00E+00	1.77E-01	1.55E-01	2.08E-01	0.00E+00	2.63E-97
EXO1_0_multinomial_train1.20	2.61E-02	1.67E-01	0.00E+00	1.74E-01	1.50E-01	2.06E-01	1.63E-134	2.82E-150
EXO1_0_multinomial_train1.21	3.05E-02	1.64E-01	0.00E+00	1.70E-01	1.68E-01	2.01E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.22	2.59E-02	1.69E-01	0.00E+00	1.74E-01	1.50E-01	2.05E-01	0.00E+00	3.76E-03
EXO1_0_multinomial_train1.23	3.25E-02	1.65E-01	0.00E+00	1.72E-01	1.72E-01	2.04E-01	0.00E+00	1.24E-119
EXO1_0_multinomial_train1.24	2.51E-02	1.69E-01	0.00E+00	1.77E-01	1.55E-01	2.07E-01	0.00E+00	3.05E-84
EXO1_0_multinomial_train1.25	2.88E-02	1.66E-01	5.15E-137	1.74E-01	1.69E-01	2.04E-01	3.44E-146	1.19E-142
EXO1_0_multinomial_train1.26	2.43E-02	1.69E-01	4.61E-101	1.78E-01	1.58E-01	2.07E-01	8.12E-107	4.06E-119
EXO1_0_multinomial_train1.27	3.04E-02	1.64E-01	0.00E+00	1.71E-01	1.72E-01	2.02E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.28	2.34E-02	1.71E-01	0.00E+00	1.75E-01	1.59E-01	2.07E-01	0.00E+00	1.19E-109
EXO1_0_multinomial_train1.29	2.86E-02	1.67E-01	2.47E-142	1.76E-01	1.76E-01	2.05E-01	7.57E-149	1.99E-82
EXO1_0_multinomial_train1.30	2.58E-02	1.65E-01	0.00E+00	1.73E-01	1.50E-01	2.04E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.31	2.89E-02	1.65E-01	0.00E+00	1.74E-01	1.67E-01	2.04E-01	0.00E+00	1.77E-133
EXO1_0_multinomial_train1.32	2.45E-02	1.70E-01	0.00E+00	1.80E-01	1.57E-01	2.10E-01	0.00E+00	2.77E-139
EXO1_0_multinomial_train1.33	2.61E-02	1.72E-01	8.72E-152	1.81E-01	1.53E-01	2.11E-01	4.24E-80	2.54E-55
EXO1_0_multinomial_train1.34	2.59E-02	1.68E-01	0.00E+00	1.76E-01	1.52E-01	2.08E-01	0.00E+00	1.18E-156
EXO1_0_multinomial_train1.35	2.66E-02	1.66E-01	0.00E+00	1.72E-01	1.49E-01	2.04E-01	4.53E-82	0.00E+00
EXO1_0_multinomial_train1.36	3.00E-02	1.63E-01	0.00E+00	1.72E-01	1.63E-01	2.02E-01	0.00E+00	4.81E-97
EXO1_0_multinomial_train1.37	2.71E-02	1.68E-01	0.00E+00	1.76E-01	1.47E-01	2.07E-01	5.96E-04	6.95E-115
EXO1_0_multinomial_train1.38	2.40E-02	1.69E-01	1.05E-86	1.79E-01	1.59E-01	2.08E-01	5.76E-87	3.19E-80
EXO1_0_multinomial_train1.39	2.46E-02	1.67E-01	0.00E+00	1.77E-01	1.55E-01	2.07E-01	0.00E+00	2.95E-133
EXO1_0_multinomial_train1.40	2.56E-02	1.69E-01	0.00E+00	1.79E-01	1.52E-01	2.09E-01	0.00E+00	4.07E-119
EXO1_0_multinomial_train1.41	3.00E-02	1.64E-01	0.00E+00	1.71E-01	1.60E-01	2.02E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.42	2.53E-02	1.70E-01	0.00E+00	1.80E-01	1.54E-01	2.10E-01	0.00E+00	6.47E-62
EXO1_0_multinomial_train1.43	2.88E-02	1.64E-01	1.33E-134	1.74E-01	1.73E-01	2.03E-01	2.99E-144	0.00E+00
EXO1_0_multinomial_train1.44	2.63E-02	1.67E-01	4.16E-119	1.74E-01	1.58E-01	2.04E-01	3.81E-155	1.18E-96
EXO1_0_multinomial_train1.45	2.65E-02	1.67E-01	0.00E+00	1.75E-01	1.49E-01	2.05E-01	4.37E-18	4.57E-98
EXO1_0_multinomial_train1.46	2.62E-02	1.68E-01	0.00E+00	1.76E-01	1.50E-01	2.06E-01	1.04E-50	9.40E-89
EXO1_0_multinomial_train1.47	2.50E-02	1.68E-01	0.00E+00	1.78E-01	1.54E-01	2.08E-01	0.00E+00	2.06E-101
EXO1_0_multinomial_train1.48	2.42E-02	1.69E-01	0.00E+00	1.74E-01	1.57E-01	2.05E-01	0.00E+00	5.08E-150
EXO1_0_multinomial_train1.49	2.77E-02	1.67E-01	2.67E-129	1.73E-01	1.43E-01	2.05E-01	1.63E-03	1.24E-14
EXO1_0_multinomial_train1.50	2.76E-02	1.66E-01	0.00E+00	1.74E-01	1.57E-01	2.05E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.51	2.53E-02	1.67E-01	0.00E+00	1.75E-01	1.53E-01	2.05E-01	0.00E+00	1.37E-134
EXO1_0_multinomial_train1.52	2.51E-02	1.67E-01	1.70E-103	1.75E-01	1.54E-01	2.05E-01	2.00E-118	0.00E+00
EXO1_0_multinomial_train1.53	2.49E-02	1.69E-01	0.00E+00	1.79E-01	1.56E-01	2.10E-01	0.00E+00	7.29E-56
EXO1_0_multinomial_train1.54	2.69E-02	1.69E-01	0.00E+00	1.78E-01	1.49E-01	2.09E-01	5.28E-04	0.00E+00
EXO1_0_multinomial_train1.55	2.55E-02	1.67E-01	0.00E+00	1.75E-01	1.53E-01	2.05E-01	0.00E+00	8.34E-130
EXO1_0_multinomial_train1.56	2.91E-02	1.65E-01	0.00E+00	1.71E-01	1.75E-01	2.02E-01	0.00E+00	1.20E-143
EXO1_0_multinomial_train1.57	2.84E-02	1.65E-01	0.00E+00	1.72E-01	1.53E-01	2.03E-01	4.37E-118	0.00E+00
EXO1_0_multinomial_train1.58	2.48E-02	1.69E-01	1.02E-98	1.76E-01	1.67E-01	2.04E-01	1.95E-66	5.42E-80
EXO1_0_multinomial_train1.59	2.63E-02	1.68E-01	0.00E+00	1.76E-01	1.63E-01	2.06E-01	0.00E+00	6.96E-46
EXO1_0_multinomial_train1.60	2.65E-02	1.68E-01	0.00E+00	1.76E-01	1.49E-01	2.07E-01	9.29E-20	1.72E-116
EXO1_0_multinomial_train1.61	2.59E-02	1.66E-01	0.00E+00	1.74E-01	1.52E-01	2.05E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.62	2.88E-02	1.65E-01	6.95E-160	1.73E-01	1.66E-01	2.03E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.63	2.61E-02	1.66E-01	0.00E+00	1.74E-01	1.50E-01	2.06E-01	5.62E-111	9.30E-80
EXO1_0_multinomial_train1.64	2.57E-02	1.69E-01	0.00E+00	1.77E-01	1.53E-01	2.07E-01	2.38E-127	1.80E-153
EXO1_0_multinomial_train1.65	2.71E-02	1.67E-01	0.00E+00	1.75E-01	1.46E-01	2.05E-01	7.16E-04	3.17E-104
EXO1_0_multinomial_train1.66	2.55E-02	1.68E-01	0.00E+00	1.77E-01	1.59E-01	2.07E-01	0.00E+00	3.10E-127
EXO1_0_multinomial_train1.67	2.93E-02	1.64E-01	0.00E+00	1.72E-01	1.55E-01	2.03E-01	2.66E-148	0.00E+00
EXO1_0_multinomial_train1.68	2.62E-02	1.70E-01	0.00E+00	1.77E-01	1.51E-01	2.09E-01	7.70E-35	2.71E-49
EXO1_0_multinomial_train1.69	3.36E-02	1.63E-01	0.00E+00	1.68E-01	1.88E-01	1.98E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.70	2.74E-02	1.65E-01	0.00E+00	1.73E-01	1.45E-01	2.04E-01	3.26E-04	0.00E+00
EXO1_0_multinomial_train1.71	2.49E-02	1.70E-01	9.95E-128	1.79E-01	1.56E-01	2.09E-01	0.00E+00	8.59E-54
EXO1_0_multinomial_train1.72	2.65E-02	1.67E-01	0.00E+00	1.76E-01	1.49E-01	2.07E-01	8.10E-20	2.83E-147
EXO1_0_multinomial_train1.73	2.62E-02	1.67E-01	0.00E+00	1.72E-01	1.50E-01	2.04E-01	0.00E+00	1.62E-147
EXO1_0_multinomial_train1.74	2.73E-02	1.67E-01	0.00E+00	1.77E-01	1.69E-01	2.06E-01	0.00E+00	6.59E-90
EXO1_0_multinomial_train1.75	2.96E-02	1.66E-01	0.00E+00	1.72E-01	1.68E-01	2.02E-01	0.00E+00	2.35E-03
EXO1_0_multinomial_train1.76	2.84E-02	1.66E-01	0.00E+00	1.74E-01	1.60E-01	2.05E-01	0.00E+00	3.13E-104
EXO1_0_multinomial_train1.77	2.56E-02	1.72E-01	1.97E-90	1.82E-01	1.55E-01	2.12E-01	9.89E-69	2.14E-67
EXO1_0_multinomial_train1.78	2.58E-02	1.69E-01	0.00E+00	1.78E-01	1.52E-01	2.09E-01	4.19E-145	7.04E-60
EXO1_0_multinomial_train1.79	2.57E-02	1.69E-01	3.63E-157	1.78E-01	1.52E-01	2.08E-01	0.00E+00	1.69E-156
EXO1_0_multinomial_train1.80	2.39E-02	1.68E-01	1.51E-119	1.77E-01	1.58E-01	2.06E-01	2.30E-133	1.95E-91
EXO1_0_multinomial_train1.81	2.73E-02	1.66E-01	0.00E+00	1.74E-01	1.46E-01	2.03E-01	9.82E-04	1.40E-150
EXO1_0_multinomial_train1.82	2.58E-02	1.67E-01	0.00E+00	1.77E-01	1.52E-01	2.07E-01	7.91E-136	2.74E-101
EXO1_0_multinomial_train1.83	2.60E-02	1.67E-01	0.00E+00	1.76E-01	1.50E-01	2.06E-01	0.00E+00	2.43E-30
EXO1_0_multinomial_train1.84	2.56E-02	1.69E-01	0.00E+00	1.78E-01	1.53E-01	2.08E-01	1.04E-119	9.04E-150
EXO1_0_multinomial_train1.85	3.31E-02	1.65E-01	0.00E+00	1.73E-01	1.84E-01	2.03E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.86	2.47E-02	1.69E-01	0.00E+00	1.78E-01	1.56E-01	2.08E-01	0.00E+00	1.76E-64
EXO1_0_multinomial_train1.87	2.58E-02	1.67E-01	0.00E+00	1.76E-01	1.52E-01	2.06E-01	0.00E+00	6.11E-104
EXO1_0_multinomial_train1.88	2.74E-02	1.64E-01	0.00E+00	1.72E-01	1.45E-01	2.02E-01	7.45E-04	2.72E-118
EXO1_0_multinomial_train1.89	2.63E-02	1.66E-01	0.00E+00	1.75E-01	1.50E-01	2.06E-01	5.08E-57	6.24E-147
EXO1_0_multinomial_train1.90	2.85E-02	1.67E-01	1.67E-125	1.74E-01	1.70E-01	2.04E-01	3.87E-132	0.00E+00
EXO1_0_multinomial_train1.91	2.75E-02	1.65E-01	2.29E-68	1.73E-01	1.60E-01	2.02E-01	2.45E-65	3.95E-157
EXO1_0_multinomial_train1.92	2.57E-02	1.69E-01	1.01E-136	1.75E-01	1.51E-01	2.05E-01	0.00E+00	2.63E-03
EXO1_0_multinomial_train1.93	3.30E-02	1.60E-01	0.00E+00	1.79E-01	1.76E-01	2.01E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.94	3.01E-02	1.66E-01	0.00E+00	1.74E-01	1.63E-01	2.06E-01	0.00E+00	0.00E+00
EXO1_0_multinomial_train1.95	2.90E-02	1.66E-01	0.00E+00	1.75E-01	1.66E-01	2.05E-01	0.00E+00	5.54E-108
EXO1_0_multinomial_train1.96	2.25E-02	1.73E-01	1.24E-03	1.81E-01	1.65E-01	2.08E-01	1.77E-03	5.68E-23
EXO1_0_multinomial_train1.97	2.72E-02	1.66E-01	0.00E+00	1.73E-01	1.46E-01	2.05E-01	4.61E-32	1.32E-60
EXO1_0_multinomial_train1.98	2.71E-02	1.65E-01	0.00E+00	1.70E-01	1.45E-01	2.02E-01	9.91E-27	2.48E-03
OGG1_0_multinomial_train1	9.67E-02	1.58E-02	1.36E-01	1.36E-02	1.38E-01	1.01E-02	1.68E-01	1.38E-01
OGG1_0_multinomial_train1.1	1.08E-01	1.48E-04	1.46E-01	1.36E-02	1.51E-01	1.84E-02	1.88E-01	1.47E-01
OGG1_0_multinomial_train1.2	9.76E-02	6.53E-03	1.34E-01	2.39E-02	1.40E-01	1.83E-02	1.70E-01	1.34E-01
OGG1_0_multinomial_train1.3	1.17E-01	8.35E-04	1.57E-01	6.75E-03	1.58E-01	7.47E-03	2.03E-01	1.54E-01
OGG1_0_multinomial_train1.4	1.42E-01	0.00E+00	1.61E-01	1.05E-02	1.62E-01	8.06E-03	2.05E-01	1.57E-01
OGG1_0_multinomial_train1.5	1.03E-01	1.25E-02	1.47E-01	1.28E-02	1.49E-01	1.60E-02	1.83E-01	1.48E-01
OGG1_0_multinomial_train1.6	9.17E-02	9.57E-03	1.31E-01	2.74E-02	1.34E-01	2.43E-02	1.61E-01	1.33E-01
OGG1_0_multinomial_train1.7	1.15E-01	6.23E-03	1.40E-01	1.24E-02	1.46E-01	9.17E-03	1.83E-01	1.38E-01
OGG1_0_multinomial_train1.8	1.28E-01	1.72E-129	1.60E-01	1.07E-02	1.63E-01	1.03E-02	2.07E-01	1.58E-01
OGG1_0_multinomial_train1.9	1.34E-01	5.64E-66	1.56E-01	9.61E-03	1.58E-01	8.51E-03	2.03E-01	1.52E-01
OGG1_0_multinomial_train1.10	1.25E-01	3.11E-67	1.53E-01	1.09E-02	1.58E-01	1.23E-02	1.97E-01	1.53E-01
OGG1_0_multinomial_train1.11	1.29E-01	7.45E-89	1.58E-01	1.24E-02	1.60E-01	1.38E-02	2.03E-01	1.55E-01
OGG1_0_multinomial_train1.12	1.00E-01	1.21E-02	1.36E-01	1.85E-02	1.39E-01	1.65E-02	1.70E-01	1.34E-01
OGG1_0_multinomial_train1.13	1.11E-01	6.40E-03	1.45E-01	1.20E-02	1.48E-01	8.43E-03	1.84E-01	1.42E-01
OGG1_0_multinomial_train1.14	1.02E-01	1.04E-02	1.38E-01	2.54E-02	1.42E-01	1.87E-02	1.73E-01	1.36E-01
OGG1_0_multinomial_train1.15	1.11E-01	5.87E-23	1.48E-01	1.61E-02	1.52E-01	1.83E-02	1.89E-01	1.48E-01
OGG1_0_multinomial_train1.16	1.23E-01	1.66E-06	1.47E-01	7.96E-03	1.52E-01	1.14E-02	1.91E-01	1.46E-01
OGG1_0_multinomial_train1.17	1.13E-01	2.26E-04	1.43E-01	1.23E-02	1.47E-01	1.27E-02	1.81E-01	1.39E-01
OGG1_0_multinomial_train1.18	1.17E-01	1.08E-13	1.49E-01	1.88E-02	1.51E-01	1.39E-02	1.85E-01	1.44E-01
OGG1_0_multinomial_train1.19	1.08E-01	2.04E-03	1.46E-01	1.05E-02	1.52E-01	1.86E-02	1.91E-01	1.49E-01
OGG1_0_multinomial_train1.20	1.17E-01	2.41E-03	1.52E-01	1.24E-02	1.55E-01	1.45E-02	1.95E-01	1.50E-01
OGG1_0_multinomial_train1.21	9.94E-02	9.11E-03	1.39E-01	2.16E-02	1.41E-01	1.54E-02	1.73E-01	1.36E-01
OGG1_0_multinomial_train1.22	1.14E-01	1.22E-05	1.52E-01	1.83E-02	1.54E-01	2.00E-02	1.91E-01	1.50E-01
OGG1_0_multinomial_train1.23	9.95E-02	1.22E-02	1.42E-01	1.97E-02	1.43E-01	1.46E-02	1.75E-01	1.43E-01
OGG1_0_multinomial_train1.24	8.45E-02	1.17E-02	1.24E-01	2.73E-02	1.26E-01	2.09E-02	1.51E-01	1.26E-01
OGG1_0_multinomial_train1.25	1.08E-01	1.90E-02	1.50E-01	4.92E-03	1.52E-01	4.62E-03	1.93E-01	1.59E-01
OGG1_0_multinomial_train1.26	1.08E-01	4.48E-03	1.45E-01	1.83E-02	1.48E-01	1.39E-02	1.82E-01	1.42E-01
OGG1_0_multinomial_train1.27	1.21E-01	5.90E-06	1.52E-01	1.23E-02	1.54E-01	1.46E-02	1.93E-01	1.49E-01
OGG1_0_multinomial_train1.28	1.07E-01	6.61E-20	1.46E-01	1.63E-02	1.49E-01	1.23E-02	1.84E-01	1.43E-01
OGG1_0_multinomial_train1.29	1.14E-01	6.33E-03	1.47E-01	1.20E-02	1.51E-01	1.74E-02	1.89E-01	1.46E-01
OGG1_0_multinomial_train1.30	1.13E-01	3.50E-05	1.45E-01	1.16E-02	1.50E-01	1.60E-02	1.87E-01	1.45E-01
OGG1_0_multinomial_train1.31	9.38E-02	2.72E-03	1.39E-01	3.03E-02	1.41E-01	2.48E-02	1.69E-01	1.36E-01
OGG1_0_multinomial_train1.32	1.02E-01	2.45E-04	1.37E-01	1.85E-02	1.43E-01	1.60E-02	1.76E-01	1.38E-01
OGG1_0_multinomial_train1.33	1.29E-01	1.54E-107	1.59E-01	1.09E-02	1.61E-01	1.12E-02	2.04E-01	1.56E-01
OGG1_0_multinomial_train1.34	1.01E-01	1.36E-02	1.44E-01	1.31E-02	1.47E-01	2.09E-02	1.82E-01	1.46E-01
OGG1_0_multinomial_train1.35	1.19E-01	3.80E-03	1.50E-01	1.01E-02	1.55E-01	6.78E-03	2.00E-01	1.50E-01
OGG1_0_multinomial_train1.36	1.04E-01	1.05E-02	1.47E-01	8.95E-03	1.50E-01	1.06E-02	1.87E-01	1.53E-01
OGG1_0_multinomial_train1.37	1.05E-01	1.38E-03	1.43E-01	1.28E-02	1.50E-01	1.63E-02	1.86E-01	1.46E-01
OGG1_0_multinomial_train1.38	9.17E-02	2.94E-03	1.28E-01	2.30E-02	1.33E-01	1.32E-02	1.62E-01	1.20E-01
OGG1_0_multinomial_train1.39	1.12E-01	5.85E-03	1.45E-01	1.22E-02	1.51E-01	1.32E-02	1.90E-01	1.47E-01
OGG1_0_multinomial_train1.40	1.19E-01	4.94E-44	1.47E-01	1.73E-02	1.50E-01	1.83E-02	1.88E-01	1.44E-01
OGG1_0_multinomial_train1.41	1.27E-01	2.74E-40	1.60E-01	7.52E-03	1.62E-01	7.77E-03	2.09E-01	1.57E-01
OGG1_0_multinomial_train1.42	8.37E-02	4.92E-03	1.24E-01	3.15E-02	1.28E-01	2.72E-02	1.53E-01	1.25E-01
OGG1_0_multinomial_train1.43	1.11E-01	4.92E-03	1.46E-01	1.31E-02	1.49E-01	1.94E-02	1.86E-01	1.44E-01
OGG1_0_multinomial_train1.44	1.19E-01	1.08E-07	1.53E-01	4.89E-03	1.58E-01	6.43E-03	2.01E-01	1.54E-01
OGG1_0_multinomial_train1.45	1.07E-01	8.71E-16	1.43E-01	2.47E-02	1.45E-01	1.91E-02	1.76E-01	1.37E-01
OGG1_0_multinomial_train1.46	1.21E-01	3.42E-03	1.46E-01	1.08E-02	1.49E-01	1.32E-02	1.87E-01	1.40E-01
OGG1_0_multinomial_train1.47	1.01E-01	3.00E-04	1.39E-01	2.29E-02	1.42E-01	1.86E-02	1.73E-01	1.36E-01
OGG1_0_multinomial_train1.48	1.04E-01	1.89E-05	1.40E-01	2.09E-02	1.44E-01	1.60E-02	1.75E-01	1.36E-01
OGG1_0_multinomial_train1.49	9.28E-02	1.99E-02	1.34E-01	1.05E-02	1.37E-01	1.66E-02	1.66E-01	1.40E-01
OGG1_0_multinomial_train1.50	1.03E-01	3.91E-03	1.32E-01	2.24E-02	1.38E-01	1.67E-02	1.66E-01	1.32E-01
OGG1_0_multinomial_train1.51	1.02E-01	1.14E-02	1.44E-01	1.91E-02	1.45E-01	2.26E-02	1.77E-01	1.40E-01
OGG1_0_multinomial_train1.52	1.18E-01	1.69E-23	1.53E-01	1.23E-02	1.55E-01	1.24E-02	1.94E-01	1.50E-01
OGG1_0_multinomial_train1.53	1.18E-01	2.54E-03	1.51E-01	9.31E-03	1.54E-01	1.18E-02	1.95E-01	1.49E-01
OGG1_0_multinomial_train1.54	1.27E-01	2.62E-56	1.55E-01	7.81E-03	1.58E-01	5.77E-03	2.02E-01	1.53E-01
OGG1_0_multinomial_train1.55	8.80E-02	1.21E-02	1.24E-01	2.93E-02	1.28E-01	2.33E-02	1.53E-01	1.23E-01
OGG1_0_multinomial_train1.56	8.33E-02	1.50E-02	1.22E-01	2.41E-02	1.26E-01	1.87E-02	1.51E-01	1.28E-01
OGG1_0_multinomial_train1.57	1.15E-01	5.49E-03	1.42E-01	1.20E-02	1.45E-01	1.18E-02	1.80E-01	1.38E-01
OGG1_0_multinomial_train1.58	8.39E-02	1.51E-02	1.27E-01	1.91E-02	1.29E-01	1.45E-02	1.55E-01	1.31E-01
OGG1_0_multinomial_train1.59	9.25E-02	5.20E-03	1.29E-01	2.68E-02	1.36E-01	2.32E-02	1.64E-01	1.32E-01
OGG1_0_multinomial_train1.60	9.30E-02	1.62E-02	1.25E-01	2.51E-02	1.31E-01	1.54E-02	1.58E-01	1.22E-01
OGG1_0_multinomial_train1.61	9.33E-02	1.69E-02	1.33E-01	1.43E-02	1.37E-01	1.86E-02	1.67E-01	1.37E-01
OGG1_0_multinomial_train1.62	1.12E-01	3.57E-13	1.52E-01	1.48E-02	1.55E-01	1.40E-02	1.91E-01	1.50E-01
OGG1_0_multinomial_train1.63	1.14E-01	3.12E-33	1.45E-01	1.22E-02	1.51E-01	1.16E-02	1.86E-01	1.47E-01
OGG1_0_multinomial_train1.64	1.09E-01	1.48E-27	1.44E-01	1.35E-02	1.48E-01	1.42E-02	1.83E-01	1.40E-01
OGG1_0_multinomial_train1.65	9.20E-02	1.48E-02	1.29E-01	2.01E-02	1.32E-01	1.44E-02	1.60E-01	1.23E-01
OGG1_0_multinomial_train1.66	1.07E-01	4.54E-03	1.37E-01	1.95E-02	1.42E-01	1.11E-02	1.75E-01	1.32E-01
OGG1_0_multinomial_train1.67	9.12E-02	8.09E-03	1.30E-01	2.07E-02	1.35E-01	1.66E-02	1.63E-01	1.27E-01
OGG1_0_multinomial_train1.68	1.07E-01	2.61E-03	1.49E-01	1.29E-02	1.51E-01	9.11E-03	1.88E-01	1.45E-01
OGG1_0_multinomial_train1.69	9.63E-02	2.98E-03	1.41E-01	2.30E-02	1.43E-01	1.79E-02	1.73E-01	1.38E-01
OGG1_0_multinomial_train1.70	1.22E-01	1.59E-21	1.53E-01	8.43E-03	1.57E-01	7.86E-03	1.96E-01	1.50E-01
OGG1_0_multinomial_train1.71	1.17E-01	3.08E-07	1.56E-01	7.50E-03	1.59E-01	5.37E-03	2.01E-01	1.55E-01
OGG1_0_multinomial_train1.72	1.12E-01	2.61E-14	1.43E-01	1.28E-02	1.48E-01	1.49E-02	1.85E-01	1.44E-01
OGG1_0_multinomial_train1.73	1.12E-01	3.92E-09	1.44E-01	1.17E-02	1.50E-01	1.41E-02	1.86E-01	1.46E-01
OGG1_0_multinomial_train1.74	1.10E-01	1.24E-02	1.43E-01	2.32E-02	1.46E-01	7.63E-03	1.84E-01	1.38E-01
OGG1_0_multinomial_train1.75	1.30E-01	2.43E-37	1.54E-01	1.14E-02	1.57E-01	1.16E-02	1.98E-01	1.51E-01
OGG1_0_multinomial_train1.76	1.02E-01	1.90E-02	1.47E-01	1.49E-02	1.49E-01	1.21E-02	1.82E-01	1.51E-01
OGG1_0_multinomial_train1.77	1.20E-01	5.00E-08	1.53E-01	8.72E-03	1.56E-01	8.92E-03	1.96E-01	1.51E-01
OGG1_0_multinomial_train1.78	9.98E-02	1.99E-02	1.36E-01	2.54E-02	1.42E-01	2.62E-03	1.78E-01	1.37E-01
OGG1_0_multinomial_train1.79	1.29E-01	4.37E-65	1.68E-01	3.67E-03	1.69E-01	3.64E-03	2.18E-01	1.65E-01
