acc_mean,f1_mean,Lrec_mean,Lce_mean,Ltot_mean,epochs_mean,n_filter,stability_mean_refit0,stability_min_refit0,rec_refit0,acc_refit0,f1_refit0,Lrec_refit0,Lce_refit0,Ltot_refit0,epochs_refit0,stability_mean_refit1,stability_min_refit1,rec_refit1,acc_refit1,f1_refit1,Lrec_refit1,Lce_refit1,Ltot_refit1,epochs_refit1,acc_test,f1_test,rec_test,k,lr,lambda_c,lambda_p,fold
1.0,1.0,2.018333464202886,2.1770679290273423,2.2360402571056204,24000.0,0,0.67,-0.1,0.254,0.996666669845581,0.9966665185119339,2.059378355563695,23.481848690634123,2.059378355563695,15000,,,,,,,,,,0.9855,0.985390909585236,4.3168406915034705,8,0.005,0.1,0.0001,_all
