acc_mean,f1_mean,Lrec_mean,Lce_mean,Ltot_mean,epochs_mean,n_filter,stability_mean_refit0,stability_min_refit0,rec_refit0,acc_refit0,f1_refit0,Lrec_refit0,Lce_refit0,Ltot_refit0,epochs_refit0,stability_mean_refit1,stability_min_refit1,rec_refit1,acc_refit1,f1_refit1,Lrec_refit1,Lce_refit1,Ltot_refit1,epochs_refit1,acc_test,f1_test,rec_test,k,lr,lambda_c,lambda_p,fold
1.0,1.0,2.3526912661697192,2.096077627886273,2.562299028958347,29500.0,0,1.0,1.0,0.2773,0.9800000190734863,0.9800208579139434,2.263611128386821,75.8143244313918,2.263611128386821,15000,,,,,,,,,,0.9685,0.9683945551152356,4.5690235401425054,5,0.005,0.1,0.0001,_all
