Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
UNG_boot.62	0.00E+00	8.91E-02	1.41E-01	8.43E-02	1.55E-02	1.42E-02	5.10E-62	3.60E-71	0.00E+00
UNG_boot.63	0.00E+00	8.77E-02	1.45E-01	8.77E-02	1.64E-02	3.84E-04	0.00E+00	5.53E-158	0.00E+00
UNG_boot.64	0.00E+00	8.95E-02	1.28E-01	7.91E-02	1.90E-02	6.69E-08	9.53E-153	3.66E-03	0.00E+00
UNG_boot.65	0.00E+00	8.83E-02	1.47E-01	9.44E-02	1.98E-02	2.08E-12	1.71E-90	0.00E+00	0.00E+00
UNG_boot.66	0.00E+00	8.89E-02	1.41E-01	9.32E-02	2.12E-02	6.02E-04	2.50E-121	0.00E+00	0.00E+00
UNG_boot.67	0.00E+00	8.81E-02	1.35E-01	8.69E-02	2.10E-02	1.13E-16	0.00E+00	8.05E-82	0.00E+00
UNG_boot.68	0.00E+00	8.76E-02	1.39E-01	8.58E-02	1.78E-02	2.37E-08	0.00E+00	0.00E+00	0.00E+00
UNG_boot.69	0.00E+00	8.58E-02	1.25E-01	8.46E-02	1.78E-02	2.02E-02	1.22E-159	3.35E-04	0.00E+00
UNG_boot.70	0.00E+00	9.30E-02	1.24E-01	7.79E-02	1.90E-02	2.00E-43	1.19E-123	8.96E-03	1.96E-116
UNG_boot.71	0.00E+00	8.99E-02	1.36E-01	8.93E-02	2.10E-02	4.08E-32	1.06E-03	0.00E+00	0.00E+00
UNG_boot.72	0.00E+00	8.62E-02	1.34E-01	8.10E-02	1.52E-02	3.21E-82	3.02E-121	5.13E-03	0.00E+00
UNG_boot.73	0.00E+00	8.93E-02	1.38E-01	8.56E-02	1.97E-02	3.70E-12	0.00E+00	0.00E+00	0.00E+00
UNG_boot.74	0.00E+00	8.73E-02	1.36E-01	8.26E-02	1.74E-02	1.91E-04	0.00E+00	0.00E+00	0.00E+00
UNG_boot.75	0.00E+00	8.77E-02	1.40E-01	8.87E-02	1.87E-02	6.21E-32	0.00E+00	2.36E-107	0.00E+00
UNG_boot.76	0.00E+00	8.79E-02	1.41E-01	9.19E-02	1.87E-02	2.19E-03	5.09E-03	0.00E+00	0.00E+00
UNG_boot.77	0.00E+00	8.86E-02	1.38E-01	9.21E-02	2.15E-02	6.89E-10	0.00E+00	1.32E-107	0.00E+00
UNG_boot.78	0.00E+00	8.80E-02	1.33E-01	8.26E-02	2.02E-02	1.07E-100	7.85E-79	3.83E-03	0.00E+00
UNG_boot.79	0.00E+00	9.11E-02	1.39E-01	9.08E-02	2.31E-02	5.29E-47	7.43E-40	2.77E-65	0.00E+00
UNG_boot.80	0.00E+00	8.77E-02	1.31E-01	7.73E-02	1.73E-02	1.41E-07	0.00E+00	3.20E-03	0.00E+00
UNG_boot.81	0.00E+00	8.94E-02	1.43E-01	8.84E-02	1.82E-02	2.21E-57	5.00E-09	0.00E+00	0.00E+00
UNG_boot.82	0.00E+00	8.72E-02	1.44E-01	8.96E-02	1.82E-02	2.12E-98	3.41E-117	0.00E+00	0.00E+00
UNG_boot.83	0.00E+00	8.73E-02	1.31E-01	8.13E-02	1.82E-02	9.90E-05	0.00E+00	4.32E-03	1.76E-84
UNG_boot.84	0.00E+00	8.84E-02	1.42E-01	9.06E-02	1.90E-02	3.46E-68	9.90E-03	2.72E-85	0.00E+00
UNG_boot.85	0.00E+00	8.79E-02	1.36E-01	8.84E-02	2.07E-02	1.47E-44	1.01E-03	0.00E+00	0.00E+00
UNG_boot.86	0.00E+00	8.97E-02	1.44E-01	9.45E-02	2.05E-02	1.17E-66	0.00E+00	4.97E-74	0.00E+00
UNG_boot.87	0.00E+00	8.95E-02	1.34E-01	8.75E-02	2.23E-02	1.22E-17	7.03E-163	2.48E-14	0.00E+00
UNG_boot.88	0.00E+00	9.07E-02	1.50E-01	9.74E-02	2.04E-02	4.50E-05	1.17E-91	0.00E+00	0.00E+00
UNG_boot.89	0.00E+00	8.75E-02	1.44E-01	8.67E-02	1.62E-02	6.90E-07	5.50E-110	0.00E+00	0.00E+00
UNG_boot.90	0.00E+00	8.75E-02	1.38E-01	8.45E-02	1.67E-02	3.14E-68	0.00E+00	5.68E-03	2.73E-106
UNG_boot.91	0.00E+00	8.78E-02	1.42E-01	9.12E-02	1.87E-02	3.24E-03	0.00E+00	1.86E-115	0.00E+00
UNG_boot.92	0.00E+00	8.84E-02	1.46E-01	8.66E-02	1.70E-02	1.59E-75	4.58E-158	3.40E-118	0.00E+00
UNG_boot.93	0.00E+00	9.18E-02	1.43E-01	9.40E-02	2.26E-02	1.96E-60	3.70E-03	9.88E-04	0.00E+00
UNG_boot.94	0.00E+00	8.82E-02	1.37E-01	8.89E-02	2.03E-02	1.38E-68	6.13E-03	3.80E-44	6.29E-88
UNG_boot.95	0.00E+00	8.81E-02	1.42E-01	9.13E-02	2.02E-02	9.29E-89	9.74E-155	2.07E-52	0.00E+00
UNG_boot.96	0.00E+00	8.72E-02	1.42E-01	8.93E-02	1.87E-02	1.06E-116	3.65E-105	0.00E+00	0.00E+00
UNG_boot.97	0.00E+00	8.89E-02	1.41E-01	7.90E-02	1.46E-02	1.80E-05	0.00E+00	0.00E+00	0.00E+00
UNG_boot.98	0.00E+00	9.09E-02	1.41E-01	9.08E-02	2.06E-02	4.07E-77	3.74E-03	7.71E-72	0.00E+00
UNG_boot.99	0.00E+00	9.36E-02	1.33E-01	8.38E-02	2.23E-02	5.74E-99	3.05E-03	4.03E-03	0.00E+00
UNG_boot.100	0.00E+00	9.01E-02	1.41E-01	7.70E-02	1.28E-02	1.68E-56	0.00E+00	0.00E+00	0.00E+00
UNG_boot.101	0.00E+00	8.71E-02	1.36E-01	8.46E-02	1.84E-02	5.73E-64	6.11E-03	1.67E-45	0.00E+00
UNG_boot.102	0.00E+00	8.66E-02	1.30E-01	7.93E-02	1.72E-02	3.84E-03	5.00E-142	4.72E-03	0.00E+00
UNG_boot.103	0.00E+00	9.38E-02	1.34E-01	8.73E-02	2.38E-02	4.91E-37	1.08E-54	5.83E-03	5.79E-140
UNG_boot.104	0.00E+00	8.86E-02	1.35E-01	8.65E-02	1.94E-02	1.55E-02	8.47E-09	7.01E-107	4.83E-140
UNG_boot.105	0.00E+00	9.03E-02	1.38E-01	7.95E-02	1.57E-02	9.22E-03	1.87E-48	1.54E-120	0.00E+00
UNG_boot.106	1.89E-115	1.05E-01	1.23E-01	8.04E-02	2.37E-02	6.48E-04	1.61E-02	0.00E+00	0.00E+00
UNG_boot.107	0.00E+00	8.96E-02	1.52E-01	9.79E-02	1.94E-02	1.76E-84	5.92E-125	0.00E+00	0.00E+00
UNG_boot.108	7.93E-137	9.41E-02	1.32E-01	8.56E-02	2.20E-02	6.46E-73	1.61E-02	4.84E-03	0.00E+00
UNG_boot.109	3.20E-126	9.34E-02	1.21E-01	8.49E-02	2.41E-02	3.73E-22	2.65E-02	0.00E+00	0.00E+00
UNG_boot.110	0.00E+00	8.91E-02	1.46E-01	8.85E-02	1.76E-02	3.38E-66	0.00E+00	4.26E-52	0.00E+00
UNG_boot.111	0.00E+00	9.41E-02	1.33E-01	8.54E-02	2.32E-02	4.35E-61	8.74E-13	4.35E-03	0.00E+00
UNG_boot.112	0.00E+00	8.96E-02	1.47E-01	9.54E-02	2.09E-02	1.34E-52	6.00E-114	1.96E-87	0.00E+00
UNG_boot.113	0.00E+00	8.69E-02	1.38E-01	8.78E-02	1.89E-02	7.06E-07	0.00E+00	0.00E+00	0.00E+00
UNG_boot.114	0.00E+00	9.33E-02	1.40E-01	9.28E-02	2.36E-02	9.34E-117	1.71E-58	0.00E+00	0.00E+00
UNG_boot.115	0.00E+00	9.47E-02	1.34E-01	8.71E-02	2.52E-02	1.93E-47	4.01E-80	2.03E-61	0.00E+00
UNG_boot.116	0.00E+00	9.55E-02	1.36E-01	9.09E-02	2.35E-02	4.31E-52	1.22E-02	0.00E+00	0.00E+00
UNG_boot.117	0.00E+00	9.04E-02	1.43E-01	9.43E-02	2.19E-02	7.41E-39	5.90E-48	0.00E+00	0.00E+00
UNG_boot.118	0.00E+00	9.15E-02	1.32E-01	8.70E-02	2.35E-02	3.89E-65	1.43E-02	5.03E-54	0.00E+00
UNG_boot.119	0.00E+00	9.18E-02	1.43E-01	9.45E-02	2.46E-02	2.82E-109	6.56E-03	0.00E+00	0.00E+00
UNG_boot.120	0.00E+00	9.21E-02	1.39E-01	9.03E-02	2.28E-02	5.08E-104	4.53E-145	0.00E+00	0.00E+00
UNG_boot.121	0.00E+00	9.23E-02	1.41E-01	9.44E-02	2.26E-02	1.13E-02	0.00E+00	0.00E+00	0.00E+00
UNG_boot.122	0.00E+00	8.95E-02	1.37E-01	9.01E-02	2.21E-02	4.16E-30	1.81E-02	6.85E-91	0.00E+00
UNG_boot.123	0.00E+00	9.41E-02	1.48E-01	9.75E-02	2.40E-02	8.75E-99	6.05E-56	0.00E+00	0.00E+00
UNG_boot.124	0.00E+00	8.78E-02	1.35E-01	8.76E-02	1.88E-02	2.25E-29	4.82E-03	0.00E+00	0.00E+00
UNG_boot.125	0.00E+00	9.43E-02	1.39E-01	9.16E-02	2.46E-02	6.65E-110	1.81E-02	2.57E-03	0.00E+00
UNG_boot.126	0.00E+00	9.11E-02	1.22E-01	7.79E-02	2.47E-02	8.44E-58	1.99E-03	3.15E-03	0.00E+00
UNG_boot.127	0.00E+00	8.96E-02	1.38E-01	8.97E-02	2.26E-02	2.09E-51	2.61E-03	0.00E+00	0.00E+00
UNG_boot.128	0.00E+00	9.16E-02	1.35E-01	8.91E-02	2.36E-02	7.57E-132	1.19E-03	0.00E+00	0.00E+00
UNG_boot.129	0.00E+00	9.06E-02	1.44E-01	8.57E-02	1.90E-02	9.20E-15	0.00E+00	3.55E-58	0.00E+00
UNG_boot.130	0.00E+00	9.55E-02	1.32E-01	8.78E-02	2.45E-02	1.72E-21	8.54E-03	1.38E-125	0.00E+00
UNG_boot.131	4.78E-03	9.08E-02	1.27E-01	8.34E-02	2.21E-02	2.18E-03	3.01E-64	4.51E-03	4.60E-95
UNG_boot.132	0.00E+00	9.07E-02	1.46E-01	9.62E-02	2.27E-02	4.91E-112	6.85E-91	8.57E-93	0.00E+00
UNG_boot.133	0.00E+00	9.11E-02	1.41E-01	9.31E-02	2.34E-02	2.93E-142	4.92E-03	3.41E-117	0.00E+00
UNG_boot.134	0.00E+00	9.24E-02	1.33E-01	9.25E-02	2.46E-02	4.66E-03	2.84E-02	0.00E+00	0.00E+00
UNG_boot.135	0.00E+00	9.47E-02	1.37E-01	8.93E-02	2.44E-02	3.19E-105	8.42E-03	1.34E-132	0.00E+00
UNG_boot.136	0.00E+00	9.37E-02	1.31E-01	8.72E-02	2.48E-02	1.88E-63	1.88E-02	8.74E-22	0.00E+00
UNG_boot.137	0.00E+00	8.67E-02	1.30E-01	8.65E-02	1.92E-02	1.23E-02	6.99E-03	0.00E+00	0.00E+00
UNG_boot.138	0.00E+00	8.97E-02	1.38E-01	9.09E-02	2.30E-02	5.17E-68	1.30E-02	0.00E+00	0.00E+00
UNG_boot.139	0.00E+00	9.59E-02	1.28E-01	8.38E-02	2.39E-02	8.49E-72	1.12E-02	5.78E-03	3.90E-118
UNG_boot.140	0.00E+00	9.06E-02	1.34E-01	8.70E-02	2.23E-02	2.75E-67	1.55E-26	0.00E+00	0.00E+00
UNG_boot.141	0.00E+00	8.97E-02	1.46E-01	9.48E-02	2.06E-02	2.30E-47	0.00E+00	0.00E+00	0.00E+00
UNG_boot.142	0.00E+00	9.79E-02	1.37E-01	9.40E-02	2.56E-02	2.28E-76	1.50E-02	4.39E-159	0.00E+00
UNG_boot.143	0.00E+00	9.24E-02	1.36E-01	8.78E-02	2.36E-02	6.76E-79	0.00E+00	9.85E-04	1.40E-147
UNG_boot.144	0.00E+00	9.42E-02	1.36E-01	8.88E-02	2.56E-02	1.27E-43	7.92E-51	0.00E+00	0.00E+00
UNG_boot.145	0.00E+00	9.04E-02	1.38E-01	9.01E-02	2.27E-02	2.28E-25	0.00E+00	7.98E-162	0.00E+00
UNG_boot.146	0.00E+00	9.47E-02	1.32E-01	8.73E-02	2.45E-02	5.08E-41	3.08E-03	3.12E-40	0.00E+00
UNG_boot.147	0.00E+00	9.07E-02	1.50E-01	9.87E-02	2.26E-02	4.84E-21	0.00E+00	0.00E+00	0.00E+00
UNG_boot.148	0.00E+00	8.91E-02	1.39E-01	9.09E-02	2.19E-02	1.23E-37	8.32E-03	0.00E+00	0.00E+00
UNG_boot.149	0.00E+00	9.10E-02	1.44E-01	9.47E-02	2.24E-02	1.50E-11	1.18E-51	0.00E+00	0.00E+00
UNG_boot.150	0.00E+00	8.89E-02	1.35E-01	8.50E-02	2.14E-02	1.18E-12	1.19E-03	5.44E-158	0.00E+00
UNG_boot.151	0.00E+00	9.17E-02	1.32E-01	8.23E-02	1.85E-02	6.08E-120	4.86E-29	1.26E-02	0.00E+00
UNG_boot.152	7.79E-02	3.09E-02	3.14E-02	6.20E-02	7.19E-02	4.30E-02	7.72E-02	1.06E-01	8.81E-02
UNG_boot.153	1.36E-01	4.52E-02	4.02E-02	2.67E-02	1.70E-02	8.38E-02	0.00E+00	1.20E-01	1.02E-01
UNG_boot.154	1.41E-01	4.02E-02	4.07E-02	3.05E-02	9.46E-03	8.37E-02	9.26E-100	1.20E-01	1.01E-01
UNG_real	3.04E-02	2.93E-02	5.52E-02	7.55E-02	2.83E-02	5.09E-02	5.89E-02	8.98E-02	7.58E-02
UNG_real.1	0.00E+00	4.88E-02	2.24E-02	3.64E-02	8.44E-03	1.64E-02	5.35E-02	6.14E-02	9.95E-02
UNG_real.2	2.23E-01	4.62E-02	4.72E-02	3.71E-02	2.01E-02	7.96E-02	6.21E-02	1.13E-01	6.25E-02
ATP2B4_boot	1.31E-01	5.89E-02	2.82E-02	4.10E-02	3.42E-02	8.69E-02	2.99E-03	1.37E-01	1.07E-01
ATP2B4_boot.1	1.57E-01	8.17E-02	2.55E-02	2.74E-02	2.87E-02	8.45E-02	6.04E-06	1.34E-01	1.06E-01
ATP2B4_boot.2	2.23E-03	3.93E-02	2.66E-89	5.10E-02	2.09E-02	2.92E-80	7.55E-02	6.09E-02	1.06E-01
ATP2B4_boot.3	5.13E-02	2.90E-02	6.48E-02	9.85E-02	4.65E-02	5.78E-02	7.57E-02	1.08E-01	6.90E-02
ATP2B4_boot.4	1.30E-01	3.92E-02	3.69E-02	6.46E-02	2.65E-02	8.48E-02	7.44E-02	1.31E-01	6.70E-02
ATP2B4_boot.5	8.06E-02	1.88E-02	6.12E-05	9.35E-02	4.61E-02	3.99E-02	8.65E-02	1.14E-01	9.07E-02
ATP2B4_boot.6	8.15E-02	2.07E-02	6.28E-10	8.53E-02	4.34E-02	4.15E-02	8.19E-02	1.13E-01	8.78E-02
ATP2B4_boot.7	0.00E+00	3.05E-02	1.47E-02	5.76E-02	2.61E-02	1.70E-158	1.01E-01	8.23E-02	1.07E-01
ATP2B4_boot.8	1.46E-01	3.98E-02	2.55E-02	1.39E-02	2.95E-02	8.68E-02	6.03E-04	1.32E-01	1.07E-01
ATP2B4_boot.9	1.58E-01	3.45E-02	3.94E-02	5.37E-02	2.82E-02	8.34E-02	7.96E-02	1.24E-01	6.61E-02
ATP2B4_boot.10	0.00E+00	2.71E-02	4.90E-58	5.88E-02	3.18E-02	3.03E-75	1.08E-01	7.23E-02	1.07E-01
ATP2B4_boot.11	1.33E-01	4.92E-02	3.07E-02	3.48E-02	2.96E-02	9.04E-02	2.48E-30	1.33E-01	1.05E-01
ATP2B4_boot.12	0.00E+00	3.11E-02	5.56E-03	6.66E-02	2.99E-02	3.35E-03	1.16E-01	8.53E-02	1.14E-01
ATP2B4_boot.13	0.00E+00	2.69E-02	0.00E+00	6.01E-02	3.17E-02	2.59E-79	1.07E-01	7.38E-02	1.10E-01
ATP2B4_boot.14	0.00E+00	3.49E-02	0.00E+00	5.64E-02	2.62E-02	3.45E-33	9.30E-02	6.58E-02	1.09E-01
ATP2B4_boot.15	0.00E+00	3.13E-02	1.09E-02	5.97E-02	2.67E-02	3.86E-67	9.87E-02	8.41E-02	1.08E-01
ATP2B4_boot.16	0.00E+00	2.95E-02	2.07E-116	5.81E-02	3.00E-02	1.87E-03	1.05E-01	7.50E-02	1.08E-01
ATP2B4_boot.17	8.47E-02	2.38E-02	4.84E-03	7.78E-02	4.32E-02	4.43E-02	7.84E-02	1.10E-01	9.03E-02
ATP2B4_boot.18	0.00E+00	3.12E-02	0.00E+00	5.68E-02	2.80E-02	8.73E-40	9.40E-02	6.67E-02	1.09E-01
ATP2B4_boot.19	0.00E+00	3.29E-02	4.48E-03	5.26E-02	2.56E-02	1.16E-33	8.76E-02	6.58E-02	1.05E-01
ATP2B4_boot.20	8.21E-02	1.24E-02	7.70E-05	1.01E-01	4.92E-02	4.28E-02	8.86E-02	1.16E-01	9.45E-02
ATP2B4_boot.21	4.78E-02	2.05E-02	6.59E-02	9.74E-02	5.10E-02	5.85E-02	6.81E-02	1.10E-01	6.82E-02
ATP2B4_boot.22	4.92E-02	2.10E-02	6.38E-02	9.01E-02	4.69E-02	5.51E-02	7.15E-02	1.01E-01	6.80E-02
ATP2B4_boot.23	0.00E+00	2.96E-02	1.18E-17	6.27E-02	3.03E-02	1.54E-33	1.14E-01	8.68E-02	1.16E-01
ATP2B4_boot.24	4.62E-02	2.00E-02	6.32E-02	9.04E-02	4.32E-02	5.69E-02	6.60E-02	1.03E-01	6.67E-02
ATP2B4_boot.25	1.34E-01	4.69E-02	2.65E-02	4.50E-02	3.49E-02	1.01E-01	5.98E-03	1.42E-01	1.09E-01
ATP2B4_boot.26	1.42E-01	4.32E-02	2.56E-02	3.09E-02	3.06E-02	8.87E-02	3.09E-03	1.31E-01	1.07E-01
ATP2B4_boot.27	1.34E-01	3.88E-02	2.97E-02	2.97E-02	2.94E-02	8.83E-02	1.15E-05	1.32E-01	1.10E-01
ATP2B4_boot.28	1.40E-01	4.57E-02	2.57E-02	4.25E-02	3.37E-02	9.65E-02	5.89E-03	1.39E-01	1.08E-01
ATP2B4_boot.29	4.56E-02	1.77E-02	6.53E-02	8.55E-02	4.07E-02	5.48E-02	6.45E-02	9.84E-02	6.73E-02
ATP2B4_boot.30	4.81E-02	2.22E-02	6.47E-02	9.03E-02	4.54E-02	5.63E-02	6.72E-02	9.97E-02	6.70E-02
ATP2B4_boot.31	5.13E-02	2.26E-02	6.78E-02	9.96E-02	4.94E-02	5.99E-02	7.27E-02	1.09E-01	7.10E-02
ATP2B4_boot.32	4.63E-02	1.97E-02	6.44E-02	8.95E-02	4.69E-02	5.67E-02	6.68E-02	9.99E-02	6.65E-02
ATP2B4_boot.33	1.31E-01	4.93E-02	3.30E-02	3.49E-02	2.95E-02	8.82E-02	0.00E+00	1.32E-01	1.03E-01
ATP2B4_boot.34	1.83E-01	3.26E-02	3.63E-02	5.49E-02	3.04E-02	8.29E-02	7.85E-02	1.34E-01	6.52E-02
ATP2B4_boot.35	5.04E-02	1.73E-02	6.24E-02	9.64E-02	4.76E-02	5.69E-02	7.18E-02	1.06E-01	6.75E-02
ATP2B4_boot.36	1.32E-01	5.13E-02	3.07E-02	2.83E-02	2.92E-02	8.71E-02	6.43E-30	1.30E-01	1.06E-01
ATP2B4_boot.37	0.00E+00	3.05E-02	0.00E+00	5.46E-02	2.71E-02	6.33E-70	8.65E-02	6.40E-02	1.05E-01
ATP2B4_boot.38	9.21E-02	2.46E-02	5.59E-13	6.67E-02	4.47E-02	5.19E-02	7.42E-02	1.04E-01	8.49E-02
ATP2B4_boot.39	0.00E+00	3.40E-02	0.00E+00	5.60E-02	2.59E-02	3.09E-49	9.74E-02	7.30E-02	1.12E-01
ATP2B4_boot.40	0.00E+00	2.91E-02	1.32E-02	5.82E-02	3.03E-02	2.67E-03	1.10E-01	7.71E-02	1.06E-01
ATP2B4_boot.41	1.27E-01	3.39E-02	3.57E-02	6.41E-02	2.79E-02	8.42E-02	8.50E-02	1.29E-01	6.80E-02
ATP2B4_boot.42	5.05E-02	2.04E-02	6.39E-02	9.42E-02	4.76E-02	5.74E-02	7.24E-02	1.03E-01	6.83E-02
ATP2B4_boot.43	8.14E-02	1.80E-02	2.50E-03	8.52E-02	4.43E-02	4.35E-02	8.06E-02	1.12E-01	8.52E-02
ATP2B4_boot.44	0.00E+00	3.15E-02	5.71E-71	5.67E-02	2.88E-02	7.55E-04	9.83E-02	6.93E-02	1.06E-01
ATP2B4_boot.45	4.77E-02	1.90E-02	6.35E-02	8.80E-02	4.87E-02	5.53E-02	6.95E-02	9.82E-02	6.83E-02
ATP2B4_boot.46	5.03E-02	2.26E-02	6.30E-02	8.93E-02	4.62E-02	5.46E-02	7.34E-02	9.93E-02	6.92E-02
ATP2B4_boot.47	4.30E-02	1.97E-02	6.74E-02	1.04E-01	4.96E-02	6.32E-02	6.19E-02	1.09E-01	6.88E-02
ATP2B4_boot.48	1.33E-01	4.23E-02	2.62E-02	3.58E-02	3.16E-02	9.59E-02	8.70E-03	1.35E-01	1.10E-01
ATP2B4_boot.49	0.00E+00	3.70E-02	0.00E+00	5.29E-02	2.24E-02	1.03E-85	8.19E-02	6.38E-02	1.10E-01
ATP2B4_boot.50	4.83E-02	2.18E-02	6.20E-02	9.41E-02	4.69E-02	5.65E-02	7.03E-02	1.04E-01	6.68E-02
ATP2B4_boot.51	1.21E-01	4.19E-02	3.77E-02	5.30E-02	2.79E-02	7.91E-02	7.81E-02	1.21E-01	6.70E-02
ATP2B4_boot.52	1.33E-01	4.60E-02	3.24E-02	2.86E-02	2.86E-02	8.58E-02	1.65E-78	1.28E-01	1.03E-01
ATP2B4_boot.53	0.00E+00	3.15E-02	2.49E-74	5.53E-02	2.76E-02	4.40E-71	9.60E-02	6.83E-02	1.08E-01
ATP2B4_boot.54	0.00E+00	3.09E-02	3.79E-137	5.58E-02	2.78E-02	1.20E-81	9.32E-02	7.07E-02	1.09E-01
ATP2B4_boot.55	4.88E-02	2.09E-02	6.75E-02	9.86E-02	4.96E-02	5.99E-02	6.99E-02	1.05E-01	6.94E-02
ATP2B4_boot.56	8.11E-02	1.09E-02	2.04E-40	1.00E-01	4.85E-02	4.24E-02	9.03E-02	1.16E-01	9.15E-02
ATP2B4_boot.57	8.21E-02	1.43E-02	6.27E-05	9.57E-02	4.67E-02	4.17E-02	8.45E-02	1.14E-01	8.88E-02
ATP2B4_boot.58	8.12E-02	1.00E-02	6.29E-06	9.84E-02	4.84E-02	4.20E-02	8.97E-02	1.13E-01	8.91E-02
ATP2B4_boot.59	4.54E-03	3.21E-02	9.33E-03	5.19E-02	2.81E-02	4.39E-51	9.52E-02	7.12E-02	1.01E-01
ATP2B4_boot.60	0.00E+00	3.18E-02	7.94E-05	6.15E-02	2.81E-02	2.64E-03	1.10E-01	8.62E-02	1.17E-01
ATP2B4_boot.61	1.24E-01	3.87E-02	4.19E-02	5.91E-02	2.82E-02	8.38E-02	7.87E-02	1.23E-01	6.95E-02
ATP2B4_boot.62	1.26E-01	3.68E-02	3.63E-02	5.90E-02	2.76E-02	8.01E-02	7.42E-02	1.26E-01	6.06E-02
ATP2B4_boot.63	2.97E-03	3.59E-02	1.58E-02	4.95E-02	2.37E-02	1.11E-33	8.85E-02	6.96E-02	1.03E-01
ATP2B4_boot.64	4.75E-02	1.76E-02	6.42E-02	9.03E-02	4.94E-02	5.59E-02	6.79E-02	1.01E-01	6.68E-02
ATP2B4_boot.65	9.35E-02	2.23E-02	1.72E-06	7.75E-02	4.79E-02	5.30E-02	7.95E-02	1.08E-01	9.01E-02
ATP2B4_boot.66	4.63E-02	1.60E-02	6.66E-02	9.32E-02	4.58E-02	5.91E-02	6.31E-02	1.03E-01	6.63E-02
ATP2B4_boot.67	1.28E-01	3.33E-02	3.61E-02	7.03E-02	3.00E-02	8.40E-02	7.86E-02	1.43E-01	6.72E-02
ATP2B4_boot.68	1.81E-01	3.24E-02	3.56E-02	5.91E-02	3.15E-02	8.44E-02	7.69E-02	1.42E-01	6.23E-02
ATP2B4_boot.69	1.35E-01	4.50E-02	3.01E-02	2.69E-02	2.88E-02	8.52E-02	7.89E-55	1.29E-01	1.05E-01
ATP2B4_boot.70	0.00E+00	3.04E-02	4.30E-04	6.20E-02	3.21E-02	8.48E-04	1.16E-01	7.59E-02	1.09E-01
ATP2B4_boot.71	1.22E-01	3.42E-02	3.77E-02	6.38E-02	2.88E-02	8.46E-02	8.15E-02	1.26E-01	6.75E-02
ATP2B4_boot.72	8.52E-02	1.24E-02	2.78E-03	8.69E-02	4.70E-02	4.33E-02	8.40E-02	1.09E-01	8.82E-02
ATP2B4_boot.73	8.11E-02	2.43E-02	2.14E-03	8.34E-02	4.21E-02	4.10E-02	8.06E-02	1.11E-01	8.85E-02
ATP2B4_boot.74	2.09E-01	3.40E-02	3.36E-02	5.02E-02	2.72E-02	8.39E-02	8.81E-02	1.34E-01	6.77E-02
ATP2B4_boot.75	1.27E-01	3.93E-02	3.99E-02	5.65E-02	2.68E-02	8.07E-02	7.42E-02	1.22E-01	6.36E-02
ATP2B4_boot.76	4.77E-02	2.28E-02	6.25E-02	9.81E-02	4.97E-02	5.98E-02	6.66E-02	1.08E-01	6.78E-02
ATP2B4_boot.77	0.00E+00	3.09E-02	1.19E-02	5.79E-02	2.73E-02	1.81E-45	1.02E-01	8.01E-02	1.06E-01
ATP2B4_boot.78	4.92E-02	2.16E-02	6.30E-02	9.51E-02	4.67E-02	5.65E-02	7.25E-02	1.04E-01	6.69E-02
ATP2B4_boot.79	1.30E-01	4.41E-02	2.97E-02	3.35E-02	2.93E-02	9.26E-02	3.71E-03	1.33E-01	1.09E-01
ATP2B4_boot.80	0.00E+00	3.30E-02	7.70E-03	5.17E-02	2.61E-02	2.26E-91	9.54E-02	7.22E-02	1.04E-01
ATP2B4_boot.81	0.00E+00	3.32E-02	0.00E+00	6.03E-02	2.56E-02	1.09E-52	1.03E-01	8.75E-02	1.17E-01
ATP2B4_boot.82	5.00E-02	1.51E-02	6.49E-02	9.27E-02	5.08E-02	5.69E-02	6.95E-02	1.05E-01	6.75E-02
ATP2B4_boot.83	8.62E-02	1.90E-02	2.70E-03	7.83E-02	4.61E-02	4.39E-02	8.16E-02	1.10E-01	8.97E-02
ATP2B4_boot.84	1.31E-01	3.69E-02	4.03E-02	5.55E-02	2.62E-02	8.08E-02	7.45E-02	1.22E-01	6.47E-02
ATP2B4_boot.85	0.00E+00	3.49E-02	9.16E-03	5.13E-02	2.47E-02	9.84E-23	8.89E-02	6.47E-02	1.02E-01
ATP2B4_boot.86	1.05E-02	3.72E-02	1.18E-02	4.68E-02	2.23E-02	7.76E-04	8.41E-02	7.16E-02	1.01E-01
ATP2B4_boot.87	0.00E+00	2.95E-02	2.36E-62	6.81E-02	3.07E-02	4.25E-03	1.18E-01	9.04E-02	1.13E-01
ATP2B4_boot.88	9.99E-02	2.27E-02	2.29E-02	5.08E-02	3.37E-02	3.79E-02	1.03E-01	5.84E-02	7.64E-03
ATP2B4_boot.89	3.78E-03	4.42E-02	9.16E-02	1.03E-01	2.84E-02	9.81E-02	8.32E-08	3.96E-02	1.91E-02
ATP2B4_boot.90	4.16E-02	3.99E-03	5.55E-02	8.24E-02	5.43E-03	3.14E-02	9.25E-02	5.20E-02	2.85E-02
ATP2B4_boot.91	5.79E-09	1.75E-02	0.00E+00	8.59E-02	3.14E-02	1.02E-01	6.52E-02	6.78E-02	9.07E-03
ATP2B4_boot.92	4.26E-02	1.54E-01	8.78E-02	5.76E-02	2.88E-02	6.50E-141	1.28E-03	1.30E-02	1.12E-21
