Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
OGG1_boot.13	1.95E-02	5.65E-03	2.41E-02	9.19E-02	1.39E-02	0.00E+00	7.98E-02	0.00E+00	3.28E-04
OGG1_boot.14	9.31E-02	9.73E-03	1.47E-02	4.63E-02	4.61E-02	2.93E-02	1.56E-01	5.32E-02	0.00E+00
OGG1_boot.15	9.23E-02	1.05E-02	1.63E-02	4.84E-02	4.45E-02	3.00E-02	1.54E-01	5.41E-02	0.00E+00
OGG1_boot.16	9.48E-02	6.16E-03	1.04E-02	3.90E-02	5.23E-02	2.19E-02	1.65E-01	4.91E-02	0.00E+00
OGG1_boot.17	9.37E-02	1.00E-02	1.52E-02	4.57E-02	4.79E-02	2.96E-02	1.61E-01	5.60E-02	0.00E+00
OGG1_boot.18	9.23E-02	8.72E-03	1.42E-02	4.27E-02	4.65E-02	3.06E-02	1.60E-01	5.40E-02	0.00E+00
OGG1_boot.19	2.32E-02	5.69E-03	2.69E-02	8.96E-02	1.24E-02	2.86E-117	8.03E-02	1.55E-136	1.20E-02
OGG1_boot.20	9.36E-02	8.44E-03	1.41E-02	4.53E-02	4.74E-02	2.82E-02	1.58E-01	5.28E-02	0.00E+00
OGG1_boot.21	1.79E-02	4.01E-03	2.13E-02	8.93E-02	1.31E-02	0.00E+00	7.78E-02	0.00E+00	1.84E-04
OGG1_boot.22	2.40E-02	8.59E-03	3.01E-02	9.00E-02	1.24E-02	6.76E-100	8.01E-02	1.88E-148	1.32E-02
OGG1_boot.23	9.41E-02	8.02E-03	1.34E-02	4.37E-02	4.90E-02	2.81E-02	1.61E-01	5.27E-02	0.00E+00
OGG1_boot.24	9.46E-02	1.31E-02	1.61E-02	4.58E-02	4.63E-02	2.65E-02	1.54E-01	5.35E-02	0.00E+00
OGG1_boot.25	2.10E-02	8.50E-03	2.67E-02	8.96E-02	1.26E-02	0.00E+00	7.85E-02	0.00E+00	8.52E-03
OGG1_boot.26	2.10E-02	7.50E-03	2.87E-02	8.88E-02	1.26E-02	4.71E-79	7.85E-02	0.00E+00	9.28E-03
OGG1_boot.27	1.92E-02	3.30E-03	2.20E-02	9.28E-02	1.38E-02	0.00E+00	8.29E-02	0.00E+00	1.64E-03
OGG1_boot.28	2.11E-02	5.50E-03	2.46E-02	8.74E-02	1.20E-02	0.00E+00	7.58E-02	0.00E+00	7.65E-03
OGG1_boot.29	9.36E-02	7.89E-03	1.33E-02	4.33E-02	4.93E-02	2.74E-02	1.60E-01	5.14E-02	0.00E+00
OGG1_boot.30	1.64E-02	6.06E-03	2.35E-02	9.20E-02	1.43E-02	0.00E+00	7.96E-02	0.00E+00	0.00E+00
OGG1_boot.31	9.43E-02	5.46E-03	1.18E-02	4.29E-02	5.01E-02	2.80E-02	1.64E-01	5.20E-02	0.00E+00
OGG1_boot.32	2.17E-02	3.66E-03	2.65E-02	9.09E-02	1.32E-02	0.00E+00	8.19E-02	0.00E+00	5.38E-03
OGG1_boot.33	9.36E-02	6.99E-03	1.35E-02	4.49E-02	4.85E-02	2.91E-02	1.61E-01	5.22E-02	0.00E+00
OGG1_boot.34	2.08E-02	4.53E-03	2.73E-02	8.90E-02	1.29E-02	3.14E-151	7.91E-02	0.00E+00	6.63E-03
OGG1_boot.35	2.13E-02	5.02E-03	2.33E-02	8.84E-02	1.22E-02	0.00E+00	7.80E-02	0.00E+00	7.93E-03
OGG1_boot.36	9.39E-02	6.20E-03	1.23E-02	4.37E-02	4.88E-02	2.75E-02	1.60E-01	5.09E-02	0.00E+00
OGG1_boot.37	1.98E-02	5.04E-03	2.67E-02	9.13E-02	1.35E-02	0.00E+00	8.13E-02	0.00E+00	3.54E-03
OGG1_boot.38	1.81E-02	8.52E-83	2.16E-02	9.03E-02	1.34E-02	0.00E+00	7.98E-02	0.00E+00	0.00E+00
OGG1_boot.39	9.20E-02	8.10E-03	1.43E-02	4.62E-02	4.70E-02	3.16E-02	1.61E-01	5.49E-02	0.00E+00
OGG1_boot.40	9.25E-02	8.95E-03	1.34E-02	4.27E-02	4.91E-02	2.76E-02	1.59E-01	5.05E-02	0.00E+00
OGG1_boot.41	1.93E-02	7.81E-03	2.30E-02	9.03E-02	1.32E-02	0.00E+00	7.84E-02	0.00E+00	3.89E-03
OGG1_boot.42	9.23E-02	8.14E-03	1.36E-02	4.49E-02	4.70E-02	2.88E-02	1.57E-01	5.13E-02	0.00E+00
OGG1_boot.43	1.99E-02	2.92E-03	2.50E-02	9.04E-02	1.28E-02	0.00E+00	8.01E-02	0.00E+00	5.68E-03
OGG1_boot.44	1.99E-02	3.28E-03	2.29E-02	9.20E-02	1.33E-02	0.00E+00	8.18E-02	0.00E+00	3.91E-03
OGG1_boot.45	1.96E-02	5.10E-03	2.24E-02	9.07E-02	1.32E-02	0.00E+00	7.96E-02	0.00E+00	1.91E-03
OGG1_boot.46	2.23E-02	5.05E-03	2.86E-02	8.98E-02	1.25E-02	0.00E+00	7.92E-02	0.00E+00	7.67E-03
OGG1_boot.47	2.18E-02	2.51E-03	2.61E-02	9.03E-02	1.27E-02	0.00E+00	8.00E-02	0.00E+00	6.11E-03
OGG1_boot.48	9.38E-02	8.09E-03	1.37E-02	4.53E-02	4.77E-02	2.74E-02	1.58E-01	5.15E-02	0.00E+00
OGG1_boot.49	2.39E-02	2.06E-03	2.78E-02	8.90E-02	1.23E-02	0.00E+00	7.97E-02	0.00E+00	9.92E-03
OGG1_boot.50	9.41E-02	2.60E-22	1.12E-02	4.18E-02	4.98E-02	2.57E-02	1.62E-01	4.99E-02	0.00E+00
OGG1_boot.51	2.01E-02	0.00E+00	2.25E-02	8.95E-02	1.27E-02	0.00E+00	7.88E-02	0.00E+00	3.56E-03
OGG1_boot.52	1.87E-02	1.24E-103	2.10E-02	8.89E-02	1.32E-02	0.00E+00	7.83E-02	0.00E+00	2.18E-35
OGG1_boot.53	2.34E-02	2.57E-03	2.86E-02	8.99E-02	1.24E-02	5.23E-157	8.02E-02	0.00E+00	8.79E-03
OGG1_boot.54	2.12E-02	1.72E-88	2.46E-02	9.09E-02	1.30E-02	0.00E+00	8.18E-02	0.00E+00	3.88E-03
OGG1_boot.55	9.38E-02	8.42E-03	1.39E-02	4.60E-02	4.72E-02	2.74E-02	1.56E-01	5.13E-02	0.00E+00
OGG1_boot.56	2.16E-02	4.03E-03	2.59E-02	9.01E-02	1.30E-02	0.00E+00	7.93E-02	0.00E+00	4.20E-03
OGG1_boot.57	9.37E-02	5.86E-03	1.23E-02	4.40E-02	4.86E-02	2.80E-02	1.61E-01	5.15E-02	0.00E+00
OGG1_boot.58	9.42E-02	0.00E+00	1.12E-02	4.38E-02	4.88E-02	2.68E-02	1.61E-01	5.14E-02	0.00E+00
OGG1_boot.59	2.27E-02	0.00E+00	2.64E-02	8.99E-02	1.26E-02	0.00E+00	8.07E-02	0.00E+00	9.45E-03
OGG1_boot.60	2.40E-02	2.81E-03	2.74E-02	8.89E-02	1.23E-02	1.54E-112	7.98E-02	0.00E+00	1.10E-02
OGG1_boot.61	9.37E-02	6.74E-03	1.28E-02	4.49E-02	4.73E-02	2.77E-02	1.58E-01	5.17E-02	0.00E+00
OGG1_boot.62	2.35E-02	2.12E-03	2.85E-02	8.89E-02	1.23E-02	0.00E+00	7.94E-02	0.00E+00	8.52E-03
OGG1_boot.63	9.36E-02	7.31E-03	1.25E-02	4.29E-02	4.86E-02	2.59E-02	1.58E-01	5.06E-02	0.00E+00
OGG1_boot.64	2.10E-02	7.84E-125	2.01E-02	8.87E-02	1.24E-02	0.00E+00	7.85E-02	0.00E+00	4.45E-03
OGG1_boot.65	9.39E-02	8.72E-03	1.48E-02	4.79E-02	4.59E-02	2.88E-02	1.56E-01	5.33E-02	0.00E+00
OGG1_boot.66	9.39E-02	8.19E-35	1.21E-02	4.40E-02	4.84E-02	2.72E-02	1.60E-01	5.10E-02	0.00E+00
OGG1_boot.67	9.46E-02	5.60E-03	1.18E-02	4.30E-02	4.93E-02	2.57E-02	1.61E-01	5.05E-02	0.00E+00
OGG1_boot.68	9.50E-02	8.27E-03	1.38E-02	4.50E-02	4.77E-02	2.57E-02	1.57E-01	5.17E-02	0.00E+00
OGG1_boot.69	9.28E-02	6.24E-03	1.22E-02	4.38E-02	4.81E-02	2.73E-02	1.58E-01	4.97E-02	0.00E+00
OGG1_boot.70	2.12E-02	3.00E-03	2.23E-02	9.06E-02	1.33E-02	0.00E+00	8.01E-02	0.00E+00	7.11E-04
OGG1_boot.71	2.15E-02	0.00E+00	2.55E-02	9.01E-02	1.28E-02	0.00E+00	8.03E-02	0.00E+00	3.73E-03
OGG1_boot.72	9.35E-02	6.60E-03	1.27E-02	4.51E-02	4.71E-02	2.71E-02	1.57E-01	5.09E-02	0.00E+00
OGG1_boot.73	9.39E-02	6.74E-03	1.23E-02	4.33E-02	4.86E-02	2.67E-02	1.59E-01	5.04E-02	0.00E+00
OGG1_boot.74	9.45E-02	7.60E-03	1.36E-02	4.56E-02	4.70E-02	2.77E-02	1.57E-01	5.25E-02	0.00E+00
OGG1_boot.75	2.11E-02	2.61E-03	2.37E-02	9.08E-02	1.34E-02	0.00E+00	8.08E-02	0.00E+00	1.49E-03
OGG1_boot.76	1.95E-02	0.00E+00	2.21E-02	9.15E-02	1.34E-02	0.00E+00	8.10E-02	0.00E+00	9.95E-18
OGG1_boot.77	9.28E-02	7.20E-03	1.31E-02	4.57E-02	4.64E-02	2.84E-02	1.56E-01	5.16E-02	0.00E+00
OGG1_boot.78	2.05E-02	0.00E+00	2.14E-02	9.02E-02	1.30E-02	0.00E+00	8.06E-02	0.00E+00	1.13E-03
OGG1_boot.79	9.51E-02	6.37E-03	1.28E-02	4.48E-02	4.79E-02	2.66E-02	1.59E-01	5.21E-02	0.00E+00
OGG1_boot.80	9.38E-02	7.04E-03	1.33E-02	4.49E-02	4.80E-02	2.72E-02	1.59E-01	5.21E-02	0.00E+00
OGG1_boot.81	2.04E-02	0.00E+00	2.48E-02	9.04E-02	1.29E-02	0.00E+00	8.02E-02	0.00E+00	3.92E-03
OGG1_boot.82	9.41E-02	5.47E-03	1.24E-02	4.54E-02	4.80E-02	2.86E-02	1.61E-01	5.22E-02	0.00E+00
OGG1_boot.83	2.13E-02	5.14E-84	2.37E-02	8.87E-02	1.25E-02	0.00E+00	7.88E-02	0.00E+00	4.43E-03
OGG1_boot.84	2.12E-02	1.17E-85	2.14E-02	9.10E-02	1.30E-02	0.00E+00	8.18E-02	0.00E+00	3.49E-03
OGG1_boot.85	2.03E-02	2.77E-03	2.37E-02	9.18E-02	1.35E-02	0.00E+00	8.15E-02	0.00E+00	1.42E-03
OGG1_boot.86	2.22E-02	2.99E-03	2.64E-02	8.94E-02	1.25E-02	0.00E+00	7.96E-02	0.00E+00	7.00E-03
OGG1_boot.87	2.23E-02	2.83E-03	2.35E-02	8.94E-02	1.29E-02	0.00E+00	7.97E-02	0.00E+00	4.57E-03
OGG1_boot.88	2.25E-02	1.18E-42	2.41E-02	9.00E-02	1.26E-02	0.00E+00	8.01E-02	0.00E+00	5.69E-03
OGG1_boot.89	9.41E-02	5.73E-03	1.25E-02	4.53E-02	4.74E-02	2.84E-02	1.59E-01	5.20E-02	0.00E+00
OGG1_boot.90	2.23E-02	0.00E+00	2.97E-02	8.24E-02	1.73E-02	7.73E-03	8.06E-02	8.14E-41	6.68E-03
OGG1_boot.91	2.10E-02	8.91E-142	2.38E-02	8.92E-02	1.33E-02	0.00E+00	8.07E-02	0.00E+00	1.48E-03
OGG1_boot.92	9.17E-02	7.37E-03	1.32E-02	4.56E-02	4.59E-02	2.99E-02	1.55E-01	5.10E-02	0.00E+00
OGG1_boot.93	9.08E-02	8.35E-03	1.44E-02	4.78E-02	4.39E-02	3.23E-02	1.56E-01	5.26E-02	0.00E+00
OGG1_boot.94	2.46E-02	0.00E+00	3.06E-02	7.97E-02	1.74E-02	1.05E-02	8.26E-02	6.56E-03	6.50E-03
OGG1_boot.95	9.04E-02	8.18E-03	1.42E-02	4.77E-02	4.34E-02	3.16E-02	1.53E-01	5.17E-02	0.00E+00
OGG1_boot.96	9.09E-02	8.98E-03	1.48E-02	4.51E-02	3.78E-02	3.36E-02	1.53E-01	5.50E-02	2.02E-134
OGG1_boot.97	2.28E-02	3.32E-03	2.67E-02	8.93E-02	1.34E-02	1.56E-150	8.15E-02	0.00E+00	4.71E-03
OGG1_boot.98	1.16E-145	3.12E-02	9.15E-02	7.84E-02	3.37E-02	1.02E-01	4.70E-85	0.00E+00	0.00E+00
OGG1_boot.99	1.58E-53	5.93E-03	0.00E+00	8.24E-02	3.59E-02	8.97E-02	5.99E-02	6.05E-02	0.00E+00
OGG1_boot.100	5.16E-57	1.60E-02	0.00E+00	7.34E-02	3.17E-02	8.53E-02	5.47E-02	5.08E-02	0.00E+00
OGG1_boot.101	2.24E-38	1.79E-02	0.00E+00	7.20E-02	3.15E-02	8.44E-02	5.45E-02	4.93E-02	0.00E+00
OGG1_boot.102	4.86E-83	1.39E-02	0.00E+00	7.49E-02	3.20E-02	8.67E-02	5.58E-02	5.15E-02	0.00E+00
OGG1_boot.103	4.62E-61	1.62E-02	0.00E+00	7.31E-02	3.09E-02	8.57E-02	5.51E-02	5.03E-02	0.00E+00
OGG1_boot.104	2.12E-119	2.81E-02	8.62E-02	7.05E-02	3.18E-02	9.81E-02	2.83E-161	0.00E+00	0.00E+00
OGG1_boot.105	4.81E-56	1.21E-02	0.00E+00	7.73E-02	3.27E-02	8.88E-02	5.79E-02	5.59E-02	0.00E+00
OGG1_boot.106	4.43E-96	3.39E-02	8.84E-02	8.48E-02	3.44E-02	1.03E-01	1.03E-91	9.93E-94	0.00E+00
OGG1_boot.107	5.84E-131	3.02E-02	9.00E-02	8.03E-02	3.41E-02	1.02E-01	1.45E-124	0.00E+00	0.00E+00
OGG1_boot.108	3.89E-50	1.17E-02	0.00E+00	7.65E-02	3.30E-02	8.68E-02	5.58E-02	5.32E-02	0.00E+00
OGG1_boot.109	5.43E-75	1.32E-02	0.00E+00	7.56E-02	3.28E-02	8.64E-02	5.58E-02	5.23E-02	0.00E+00
OGG1_boot.110	8.91E-88	1.25E-02	0.00E+00	7.71E-02	3.32E-02	8.84E-02	5.68E-02	5.44E-02	0.00E+00
OGG1_boot.111	4.41E-89	2.13E-02	0.00E+00	7.25E-02	3.04E-02	8.75E-02	5.57E-02	5.12E-02	0.00E+00
OGG1_boot.112	4.77E-44	1.44E-02	0.00E+00	7.42E-02	3.13E-02	8.61E-02	5.54E-02	5.14E-02	0.00E+00
OGG1_boot.113	5.80E-59	1.45E-02	0.00E+00	7.61E-02	3.29E-02	8.80E-02	5.60E-02	5.32E-02	0.00E+00
OGG1_boot.114	1.02E-86	3.15E-02	9.22E-02	7.44E-02	3.20E-02	9.85E-02	0.00E+00	0.00E+00	0.00E+00
OGG1_boot.115	2.19E-54	1.16E-02	0.00E+00	7.67E-02	3.29E-02	8.70E-02	5.57E-02	5.36E-02	0.00E+00
OGG1_boot.116	3.36E-14	3.21E-02	8.73E-02	8.92E-02	3.50E-02	1.02E-01	0.00E+00	4.34E-05	0.00E+00
OGG1_boot.117	4.92E-120	1.58E-02	0.00E+00	7.56E-02	3.26E-02	8.80E-02	5.57E-02	5.21E-02	0.00E+00
OGG1_boot.118	1.23E-102	3.04E-02	9.03E-02	7.64E-02	3.25E-02	9.98E-02	7.86E-136	0.00E+00	0.00E+00
OGG1_boot.119	1.81E-113	3.23E-02	9.02E-02	7.42E-02	3.17E-02	9.86E-02	8.77E-160	0.00E+00	0.00E+00
OGG1_boot.120	2.66E-77	1.42E-02	0.00E+00	7.41E-02	3.19E-02	8.55E-02	5.53E-02	5.06E-02	0.00E+00
OGG1_boot.121	8.54E-142	1.77E-02	0.00E+00	7.59E-02	3.27E-02	8.91E-02	5.61E-02	5.35E-02	0.00E+00
OGG1_boot.122	1.32E-90	2.94E-02	9.14E-02	7.55E-02	3.22E-02	9.92E-02	2.52E-110	0.00E+00	0.00E+00
OGG1_boot.123	7.77E-121	3.24E-02	9.50E-02	6.58E-02	2.96E-02	9.57E-02	5.69E-116	0.00E+00	0.00E+00
OGG1_boot.124	0.00E+00	1.40E-02	0.00E+00	7.89E-02	3.46E-02	9.06E-02	5.79E-02	5.65E-02	0.00E+00
OGG1_boot.125	3.71E-44	3.39E-02	8.78E-02	7.82E-02	3.17E-02	9.81E-02	0.00E+00	0.00E+00	0.00E+00
OGG1_boot.126	8.34E-101	1.42E-02	0.00E+00	7.61E-02	3.30E-02	8.76E-02	5.59E-02	5.35E-02	0.00E+00
OGG1_boot.127	2.93E-81	3.34E-02	8.92E-02	7.46E-02	3.11E-02	9.72E-02	0.00E+00	0.00E+00	0.00E+00
OGG1_boot.128	2.57E-44	3.22E-02	8.92E-02	8.42E-02	3.46E-02	1.03E-01	2.41E-107	2.28E-101	0.00E+00
OGG1_boot.129	2.79E-157	1.21E-02	0.00E+00	8.01E-02	3.41E-02	9.16E-02	5.87E-02	5.72E-02	0.00E+00
OGG1_boot.130	7.38E-93	1.48E-02	0.00E+00	7.50E-02	3.24E-02	8.67E-02	5.57E-02	5.17E-02	0.00E+00
OGG1_boot.131	8.47E-91	3.16E-02	8.81E-02	8.68E-02	3.52E-02	1.02E-01	1.72E-104	7.95E-05	0.00E+00
OGG1_boot.132	1.32E-133	3.02E-02	8.89E-02	9.13E-02	3.67E-02	1.05E-01	1.68E-144	2.20E-35	0.00E+00
OGG1_boot.133	1.02E-75	2.97E-02	9.00E-02	8.15E-02	3.43E-02	1.03E-01	5.37E-93	0.00E+00	0.00E+00
OGG1_boot.134	1.61E-25	1.33E-02	0.00E+00	7.64E-02	3.30E-02	8.75E-02	5.60E-02	5.37E-02	0.00E+00
OGG1_boot.135	1.62E-119	2.98E-02	9.12E-02	7.36E-02	3.16E-02	9.80E-02	1.77E-141	0.00E+00	0.00E+00
OGG1_boot.136	6.46E-124	3.11E-02	9.13E-02	7.58E-02	3.26E-02	1.00E-01	1.44E-147	0.00E+00	0.00E+00
OGG1_boot.137	5.44E-98	1.19E-02	0.00E+00	7.70E-02	3.43E-02	8.64E-02	5.56E-02	5.32E-02	0.00E+00
OGG1_boot.138	8.47E-78	1.42E-02	0.00E+00	7.45E-02	3.24E-02	8.56E-02	5.51E-02	5.14E-02	0.00E+00
OGG1_real	2.47E-37	1.94E-02	0.00E+00	7.14E-02	3.17E-02	8.39E-02	5.40E-02	4.89E-02	0.00E+00
OGG1_real.1	1.21E-23	3.07E-02	9.36E-02	6.86E-02	2.97E-02	9.48E-02	1.01E-131	0.00E+00	0.00E+00
OGG1_real.2	1.87E-80	1.43E-02	0.00E+00	7.53E-02	3.23E-02	8.71E-02	5.58E-02	5.25E-02	0.00E+00
UNG_boot	7.79E-03	5.84E-02	1.28E-01	9.63E-02	7.36E-03	1.28E-01	1.88E-105	2.24E-02	0.00E+00
UNG_boot.1	2.39E-75	4.32E-02	3.81E-02	7.20E-02	0.00E+00	1.05E-01	5.15E-02	4.93E-02	0.00E+00
UNG_boot.2	0.00E+00	6.47E-02	1.36E-01	1.11E-01	1.81E-02	1.36E-01	2.37E-74	8.52E-15	0.00E+00
UNG_boot.3	0.00E+00	5.60E-02	1.20E-01	9.88E-02	1.75E-02	1.25E-01	9.14E-32	3.15E-59	0.00E+00
UNG_boot.4	8.55E-03	4.37E-02	3.79E-02	7.17E-02	0.00E+00	1.09E-01	4.40E-02	5.57E-02	0.00E+00
UNG_boot.5	6.72E-03	3.83E-02	3.46E-02	7.35E-02	9.88E-04	1.08E-01	4.76E-02	5.73E-02	0.00E+00
UNG_boot.6	6.87E-03	2.94E-02	3.46E-02	7.69E-02	0.00E+00	1.09E-01	4.79E-02	6.02E-02	0.00E+00
UNG_boot.7	0.00E+00	6.51E-02	1.34E-01	9.54E-02	9.37E-03	1.29E-01	0.00E+00	3.49E-73	0.00E+00
UNG_boot.8	0.00E+00	6.62E-02	1.24E-01	9.08E-02	1.56E-02	1.19E-01	1.08E-02	0.00E+00	0.00E+00
UNG_boot.9	0.00E+00	5.81E-02	1.28E-01	1.12E-01	1.81E-02	1.34E-01	2.18E-101	2.48E-02	0.00E+00
UNG_boot.10	0.00E+00	3.45E-02	3.29E-02	7.30E-02	6.69E-03	1.02E-01	5.10E-02	4.84E-02	0.00E+00
UNG_boot.11	0.00E+00	6.41E-02	1.34E-01	1.08E-01	1.85E-02	1.32E-01	4.30E-47	4.78E-67	0.00E+00
UNG_boot.12	0.00E+00	5.67E-02	1.25E-01	9.81E-02	8.58E-03	1.24E-01	4.56E-83	2.30E-02	0.00E+00
UNG_boot.13	2.40E-84	6.09E-02	1.32E-01	9.86E-02	8.27E-03	1.28E-01	2.05E-125	2.26E-02	0.00E+00
UNG_boot.14	0.00E+00	3.92E-02	3.35E-02	7.28E-02	0.00E+00	1.06E-01	4.16E-02	5.00E-02	0.00E+00
UNG_boot.15	0.00E+00	4.20E-02	3.26E-02	6.58E-02	0.00E+00	9.87E-02	4.29E-02	4.38E-02	0.00E+00
UNG_boot.16	0.00E+00	3.97E-02	3.77E-02	7.37E-02	8.37E-123	1.09E-01	4.55E-02	5.39E-02	0.00E+00
UNG_boot.17	1.28E-75	3.93E-02	3.39E-02	7.01E-02	2.20E-06	1.05E-01	4.48E-02	5.35E-02	0.00E+00
UNG_boot.18	0.00E+00	3.84E-02	3.29E-02	6.89E-02	1.53E-25	1.04E-01	4.66E-02	5.11E-02	0.00E+00
UNG_boot.19	0.00E+00	4.64E-02	3.42E-02	6.89E-02	0.00E+00	1.04E-01	4.27E-02	5.01E-02	0.00E+00
UNG_boot.20	0.00E+00	3.24E-02	3.55E-02	7.65E-02	7.35E-03	1.09E-01	5.05E-02	6.14E-02	0.00E+00
UNG_boot.21	0.00E+00	5.63E-02	1.34E-01	1.10E-01	8.76E-03	1.35E-01	0.00E+00	2.80E-02	0.00E+00
UNG_boot.22	8.60E-03	4.27E-02	3.64E-02	7.07E-02	0.00E+00	1.02E-01	4.46E-02	4.81E-02	0.00E+00
UNG_boot.23	0.00E+00	3.70E-02	3.73E-02	7.63E-02	5.04E-35	1.11E-01	4.85E-02	5.61E-02	0.00E+00
UNG_boot.24	0.00E+00	8.87E-02	1.34E-01	9.60E-02	1.30E-02	1.29E-01	0.00E+00	0.00E+00	0.00E+00
UNG_boot.25	0.00E+00	5.68E-02	1.16E-01	1.02E-01	2.27E-02	1.26E-01	1.71E-75	2.38E-62	0.00E+00
UNG_boot.26	3.43E-137	5.43E-02	1.25E-01	1.08E-01	1.57E-02	1.31E-01	2.55E-03	2.32E-02	0.00E+00
UNG_boot.27	1.15E-02	4.11E-02	3.24E-02	6.76E-02	0.00E+00	9.98E-02	4.38E-02	5.00E-02	0.00E+00
UNG_boot.28	0.00E+00	5.94E-02	1.24E-01	1.07E-01	2.23E-02	1.29E-01	3.17E-123	8.96E-102	0.00E+00
UNG_boot.29	0.00E+00	6.27E-02	1.31E-01	9.33E-02	1.12E-02	1.26E-01	7.87E-102	3.32E-159	0.00E+00
UNG_boot.30	0.00E+00	4.17E-02	3.70E-02	7.25E-02	3.20E-16	1.08E-01	4.71E-02	5.30E-02	0.00E+00
UNG_boot.31	9.02E-89	4.17E-02	3.74E-02	7.22E-02	0.00E+00	1.05E-01	4.42E-02	5.18E-02	0.00E+00
UNG_boot.32	0.00E+00	3.41E-02	3.90E-02	7.82E-02	2.33E-03	1.26E-01	4.74E-02	6.25E-02	0.00E+00
UNG_boot.33	2.54E-54	5.66E-02	1.26E-01	1.01E-01	6.95E-03	1.27E-01	1.88E-03	2.87E-02	0.00E+00
UNG_boot.34	0.00E+00	5.92E-02	1.23E-01	1.00E-01	1.87E-02	1.26E-01	1.50E-45	8.64E-142	0.00E+00
UNG_boot.35	0.00E+00	5.94E-02	1.37E-01	1.04E-01	6.62E-03	1.34E-01	2.42E-58	2.46E-02	0.00E+00
UNG_boot.36	0.00E+00	8.22E-02	1.21E-01	1.00E-01	1.95E-02	1.26E-01	6.12E-03	2.46E-100	0.00E+00
UNG_boot.37	0.00E+00	3.86E-02	3.49E-02	7.62E-02	7.97E-03	1.10E-01	5.20E-02	5.31E-02	0.00E+00
UNG_boot.38	5.53E-100	3.73E-02	4.05E-02	7.72E-02	0.00E+00	1.11E-01	4.57E-02	5.83E-02	0.00E+00
UNG_boot.39	0.00E+00	6.25E-02	1.36E-01	1.09E-01	1.59E-02	1.36E-01	7.00E-58	2.95E-36	0.00E+00
UNG_boot.40	0.00E+00	3.72E-02	3.28E-02	7.12E-02	4.96E-03	1.02E-01	4.87E-02	4.84E-02	0.00E+00
UNG_boot.41	0.00E+00	6.15E-02	1.33E-01	9.85E-02	6.96E-03	1.26E-01	0.00E+00	2.37E-02	0.00E+00
UNG_boot.42	7.39E-03	3.69E-02	3.55E-02	7.20E-02	0.00E+00	1.04E-01	4.42E-02	5.45E-02	0.00E+00
UNG_boot.43	0.00E+00	3.61E-02	3.48E-02	7.26E-02	4.19E-03	1.07E-01	4.91E-02	5.56E-02	0.00E+00
UNG_boot.44	0.00E+00	6.20E-02	1.26E-01	1.03E-01	1.74E-02	1.30E-01	2.27E-03	1.08E-53	0.00E+00
UNG_boot.45	0.00E+00	4.19E-02	3.42E-02	6.78E-02	0.00E+00	1.02E-01	4.53E-02	4.55E-02	0.00E+00
UNG_boot.46	0.00E+00	4.03E-02	3.80E-02	7.38E-02	7.01E-145	1.08E-01	4.79E-02	5.03E-02	0.00E+00
UNG_boot.47	0.00E+00	5.37E-02	1.29E-01	1.06E-01	1.22E-02	1.30E-01	8.42E-03	2.25E-02	0.00E+00
UNG_boot.48	0.00E+00	6.20E-02	1.29E-01	9.73E-02	1.46E-02	1.24E-01	3.67E-04	3.23E-153	0.00E+00
UNG_boot.49	0.00E+00	5.53E-02	1.29E-01	1.11E-01	1.53E-02	1.31E-01	6.94E-03	2.52E-02	0.00E+00
UNG_boot.50	2.70E-03	4.19E-02	3.24E-02	6.58E-02	0.00E+00	9.81E-02	4.50E-02	4.38E-02	0.00E+00
UNG_boot.51	0.00E+00	5.75E-02	1.04E-01	8.05E-02	1.17E-02	1.10E-01	2.27E-44	0.00E+00	0.00E+00
UNG_boot.52	6.90E-03	8.92E-02	1.10E-01	8.45E-02	1.27E-02	1.10E-01	0.00E+00	9.43E-03	0.00E+00
UNG_boot.53	0.00E+00	6.38E-02	1.07E-01	8.53E-02	1.42E-02	1.14E-01	3.66E-28	0.00E+00	0.00E+00
UNG_boot.54	0.00E+00	8.70E-02	1.39E-01	8.64E-02	1.67E-02	1.76E-03	5.06E-03	1.57E-60	0.00E+00
UNG_boot.55	0.00E+00	8.90E-02	1.26E-01	8.04E-02	2.10E-02	1.99E-16	9.07E-156	3.04E-03	0.00E+00
UNG_boot.56	0.00E+00	8.60E-02	1.40E-01	8.29E-02	1.56E-02	2.35E-48	3.01E-15	2.10E-106	0.00E+00
UNG_boot.57	0.00E+00	8.83E-02	1.43E-01	9.12E-02	1.93E-02	2.44E-03	6.09E-72	0.00E+00	0.00E+00
UNG_boot.58	0.00E+00	8.74E-02	1.39E-01	8.75E-02	2.08E-02	3.44E-43	0.00E+00	0.00E+00	0.00E+00
UNG_boot.59	0.00E+00	8.92E-02	1.35E-01	8.78E-02	2.03E-02	3.24E-14	3.47E-03	2.59E-75	0.00E+00
UNG_boot.60	0.00E+00	8.90E-02	1.35E-01	8.66E-02	2.17E-02	1.52E-70	3.21E-71	1.48E-03	3.51E-08
UNG_boot.61	0.00E+00	8.74E-02	1.40E-01	8.87E-02	1.88E-02	7.33E-05	0.00E+00	2.88E-45	0.00E+00
