Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_1_dirichlet_train1.9	0.9999999999999972	0.928	0.59	59.0%	0.096	38.462%	0.37212	0.915
ATP2B4_1_dirichlet_train1.10	0.9999999999999977	0.95	0.605	60.5%	0.093	32.316%	0.43504	0.943
ATP2B4_1_dirichlet_train1.11	0.9999999999999979	0.926	0.609	60.9%	0.105	37.795%	0.51767	0.914
ATP2B4_1_dirichlet_train1.12	0.999999999999998	0.949	0.604	60.4%	0.107	32.72%	0.45106	0.944
ATP2B4_1_dirichlet_train1.13	0.999999999999998	0.866	0.799	79.9%	0.132	49.956%	0.6707	0.84
ATP2B4_0_dirichlet_train1.8	0.999999999999998	0.908	0.646	64.6%	0.102	42.407%	0.43551	0.888
ATP2B4_1_dirichlet_train1.14	0.999999999999998	0.926	0.631	63.1%	0.114	37.847%	0.60562	0.916
ATP2B4_1_dirichlet_train1.15	0.9999999999999981	0.927	0.642	64.2%	0.104	38.947%	0.46579	0.916
ATP2B4_0_dirichlet_train1.9	0.9999999999999976	0.845	0.763	76.3%	0.125	53.444%	0.69279	0.805
ATP2B4_0_dirichlet_train1.10	0.9999999999999976	0.921	0.617	61.7%	0.101	38.91%	0.48608	0.906
ATP2B4_0_dirichlet_train1.11	0.9999999999999978	0.914	0.635	63.5%	0.089	40.744%	0.53137	0.889
ATP2B4_1_dirichlet_train1.16	0.9999999999999978	0.845	0.781	78.1%	0.137	53.996%	0.63788	0.814
ATP2B4_0_dirichlet_train1.12	0.9999999999999978	0.895	0.74	74.0%	0.118	45.217%	0.53643	0.875
ATP2B4_0_dirichlet_train1.13	0.9999999999999976	0.877	0.711	71.1%	0.103	48.189%	0.46766	0.837
ATP2B4_0_dirichlet_train1.14	0.9999999999999976	0.856	0.759	75.9%	0.118	52.117%	0.56696	0.817
ATP2B4_0_dirichlet_train1.15	0.9999999999999978	0.912	0.666	66.6%	0.104	42.245%	0.47993	0.895
ATP2B4_1_dirichlet_train1.17	0.9999999999999974	0.913	0.72	72.0%	0.101	42.534%	0.60962	0.895
ATP2B4_1_dirichlet_train1.18	0.9999999999999978	0.955	0.604	60.4%	0.108	32.455%	12.46737	0.952
ATP2B4_1_dirichlet_train1.19	0.9999999999999976	0.947	0.619	61.9%	0.109	34.88%	0.43991	0.943
ATP2B4_1_dirichlet_train1.20	0.9999999999999979	0.83	0.843	84.3%	0.134	55.776%	0.63853	0.787
ATP2B4_0_dirichlet_train1.16	0.9999999999999981	0.912	0.672	67.2%	0.103	41.025%	0.55637	0.894
ATP2B4_1_dirichlet_train1.21	0.9999999999999976	0.926	0.605	60.5%	0.105	38.096%	0.47105	0.914
ATP2B4_1_dirichlet_train1.22	0.9999999999999982	0.892	0.725	72.5%	0.128	45.591%	0.54185	0.875
ATP2B4_0_dirichlet_train1.17	0.9999999999999973	0.89	0.737	73.7%	0.12	45.752%	0.54199	0.869
ATP2B4_0_dirichlet_train1.18	0.999999999999998	0.867	0.743	74.3%	0.129	50.645%	0.57913	0.841
ATP2B4_1_dirichlet_train1.23	0.9999999999999982	0.935	0.666	66.6%	0.106	37.671%	0.55312	0.927
ATP2B4_1_dirichlet_train1.24	0.9999999999999978	0.94	0.629	62.9%	0.107	34.322%	0.47394	0.933
