Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
BRCA_TCGA-AC-A2FB	6.84E-01	0.00E+00	2.98E-01	0.00E+00	0.00E+00	0.00E+00	4.00E-01	6.80E-01	5.12E-01	8.03E-01	6.86E-01	8.72E-01	5.97E-01	0.00E+00
BRCA_TCGA-AC-A2FF	2.21E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.40E-01	6.40E-01	2.77E-01	3.89E-01	0.00E+00	6.80E-01	7.15E-01	7.37E-01	0.00E+00
BRCA_TCGA-AC-A2FG	7.46E-01	0.00E+00	2.00E-01	4.96E-01	7.57E-01	3.07E-01	1.30E+00	1.04E+00	1.41E+00	1.01E+00	8.17E-01	1.16E+00	1.26E+00	2.13E-01
BRCA_TCGA-AC-A2FK	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-01	0.00E+00	0.00E+00	0.00E+00	3.96E-01	3.67E-01	2.21E-01	0.00E+00
BRCA_TCGA-AC-A2FO	4.28E-01	6.11E-01	0.00E+00	5.67E-01	0.00E+00	0.00E+00	1.00E+00	0.00E+00	5.54E-01	0.00E+00	5.86E-01	9.80E-01	1.33E+00	0.00E+00
BRCA_TCGA-AC-A2QH	7.72E-01	2.98E-01	1.01E+00	0.00E+00	9.12E-01	3.59E-01	5.54E-01	3.14E-01	5.26E-01	0.00E+00	6.05E-01	5.93E-01	8.43E-01	0.00E+00
BRCA_TCGA-AC-A3HN	5.33E-01	0.00E+00	5.86E-01	1.63E-01	6.40E-01	0.00E+00	7.00E-01	7.06E-01	7.27E-01	4.27E-01	1.07E+00	9.55E-01	5.00E-01	5.67E-01
BRCA_TCGA-AC-A3OD	8.72E-01	5.33E-01	8.00E-01	6.84E-01	6.67E-01	6.54E-01	7.37E-01	5.04E-01	1.10E+00	4.00E-01	1.62E+00	7.90E-01	9.67E-01	0.00E+00
BRCA_TCGA-AC-A3QP	4.27E-01	0.00E+00	3.00E-01	6.67E-01	6.16E-01	0.00E+00	1.80E+00	7.33E-01	1.09E+00	1.36E+00	7.90E-01	1.61E+00	5.17E-01	0.00E+00
BRCA_TCGA-AC-A3QQ	6.51E-01	4.99E-01	9.12E-01	0.00E+00	4.00E-01	0.00E+00	2.91E-01	0.00E+00	6.84E-01	0.00E+00	1.65E+00	9.45E-01	3.27E-01	5.43E-01
BRCA_TCGA-AC-A3W5	1.34E+00	4.96E-01	1.61E+00	9.17E-01	2.19E+00	8.19E-01	1.29E+00	2.67E-01	1.59E+00	1.12E+00	3.96E+00	3.26E+00	3.20E+00	1.48E+00
BRCA_TCGA-AC-A3YI	3.79E-01	0.00E+00	5.67E-01	4.28E-01	0.00E+00	0.00E+00	6.84E-01	6.29E-01	4.01E-01	8.31E-01	5.17E-01	1.30E+00	0.00E+00	0.00E+00
BRCA_TCGA-AC-A3YJ	9.64E-01	5.97E-01	8.19E-01	2.77E-01	0.00E+00	4.01E-01	4.73E-01	9.98E-01	7.46E-01	9.10E-01	1.58E+00	5.00E-01	7.60E-01	0.00E+00
BRCA_TCGA-AC-A4ZE	1.58E+00	0.00E+00	1.32E+00	6.46E-01	1.26E+00	4.07E-01	1.35E+00	0.00E+00	1.16E+00	9.00E-01	1.14E+00	1.24E+00	1.40E+00	0.00E+00
BRCA_TCGA-AC-A5EH	1.92E+00	6.70E-01	1.41E+00	9.71E-01	1.83E+00	1.35E+00	2.82E+00	1.21E+00	1.80E+00	1.20E+00	2.64E+00	3.03E+00	1.96E+00	1.32E+00
BRCA_TCGA-AC-A5EI	1.01E+00	0.00E+00	5.78E-01	6.32E-01	0.00E+00	0.00E+00	5.00E-01	6.05E-01	1.36E+00	3.48E-01	9.68E-01	1.12E+00	1.39E+00	0.00E+00
BRCA_TCGA-AC-A5XS	1.32E+00	1.89E+00	1.12E+00	3.61E+00	1.29E+00	1.63E-01	1.80E+01	0.00E+00	2.44E+01	8.62E-01	2.27E+00	2.30E+00	2.63E+01	8.31E-01
BRCA_TCGA-AC-A5XU	2.57E+00	8.00E-01	2.31E+00	7.60E-01	1.51E+00	1.40E+00	2.89E+00	9.10E-01	2.58E+00	1.00E-01	1.91E+00	3.76E+00	3.19E+00	1.53E-01
BRCA_TCGA-AC-A62V	2.11E+00	8.60E-01	1.69E+00	7.81E-01	1.26E+00	0.00E+00	6.05E-01	4.52E-01	1.32E+00	9.89E-01	2.11E+00	1.91E+00	1.73E+00	6.63E-01
BRCA_TCGA-AC-A62X	2.18E+00	6.11E-01	1.98E+00	5.97E-01	5.96E-01	6.57E-01	1.10E+00	1.14E+00	2.09E+00	6.40E-01	9.87E-01	1.34E+00	1.15E+00	6.01E-01
BRCA_TCGA-AC-A62Y	1.29E+00	0.00E+00	8.09E-01	3.14E-01	9.40E-01	8.43E-01	6.00E-01	1.20E+00	9.67E-01	1.01E+00	2.47E+00	1.28E+00	1.83E+00	7.63E-01
BRCA_TCGA-AC-A6IV	8.49E-01	0.00E+00	4.76E-01	4.67E-01	8.49E-01	4.22E-01	1.20E+00	6.96E-01	6.99E-01	7.89E-01	5.39E-01	1.13E+00	0.00E+00	0.00E+00
BRCA_TCGA-AC-A6IW	1.75E+00	0.00E+00	1.76E+00	1.32E+00	2.10E+00	1.33E+00	1.96E+00	2.56E+00	1.60E+00	1.42E+00	4.17E+00	2.27E+00	3.86E+00	8.67E-01
BRCA_TCGA-AC-A6IX	1.05E+00	0.00E+00	9.83E-01	2.98E-01	8.70E-01	0.00E+00	1.40E+00	4.58E-01	2.05E+00	7.49E-01	1.78E+00	1.20E+00	1.75E+00	0.00E+00
BRCA_TCGA-AC-A6NO	1.02E+00	0.00E+00	9.75E-01	5.16E-01	1.55E+00	0.00E+00	8.23E-01	6.83E-01	1.39E+00	7.78E-01	7.95E-01	1.79E+00	8.54E-01	0.00E+00
BRCA_TCGA-AC-A7VB	1.25E+00	1.00E-01	1.14E+00	4.33E-01	5.96E-01	0.00E+00	4.47E-01	0.00E+00	7.00E-01	7.27E-01	1.27E+00	1.03E+00	0.00E+00	0.00E+00
BRCA_TCGA-AC-A7VC	6.00E-01	0.00E+00	3.94E-01	5.26E-01	8.06E-01	0.00E+00	7.22E-01	4.90E-01	1.33E-01	4.22E-01	6.33E-01	1.06E+00	0.00E+00	0.00E+00
BRCA_TCGA-AC-A8OP	3.66E+00	1.54E+00	2.53E+00	1.58E+00	2.89E+00	2.37E+00	1.66E+00	1.94E+00	3.13E+00	1.69E+00	1.79E+00	3.42E+00	2.18E+00	8.69E-01
BRCA_TCGA-AC-A8OQ	1.93E+00	4.42E-01	1.27E+00	1.24E+00	9.98E-01	1.30E+00	2.92E+00	1.07E+00	2.50E+00	3.06E-01	3.60E+00	2.22E+00	2.94E+00	5.58E-01
BRCA_TCGA-AC-A8OR	8.88E-01	0.00E+00	7.27E-01	0.00E+00	7.46E-01	6.70E-01	0.00E+00	3.79E-01	7.52E-01	4.58E-01	1.53E+00	1.11E+00	2.21E-01	4.58E-01
BRCA_TCGA-AC-A8OS	1.19E+00	0.00E+00	1.33E-01	3.96E-01	6.83E-01	0.00E+00	8.03E-01	1.42E+00	1.38E+00	2.00E+00	2.09E+00	1.23E+00	1.66E+00	1.07E+00
BRCA_TCGA-AN-A0XL	7.60E-01	5.62E-01	2.21E-01	5.77E-01	4.99E-01	5.12E-01	1.29E+00	1.11E+00	9.94E-01	7.27E-01	1.17E+00	1.64E+00	0.00E+00	3.40E-01
BRCA_TCGA-AN-A0XN	1.03E+00	6.70E-01	1.13E+00	6.15E-01	2.27E+00	1.88E+00	2.83E+00	1.80E+00	2.97E+00	2.46E+00	2.49E+00	2.89E+00	1.55E+00	1.22E+00
BRCA_TCGA-AN-A0XO	7.33E-01	0.00E+00	5.63E-01	7.12E-01	0.00E+00	0.00E+00	4.00E-01	1.18E+00	2.00E-01	1.19E+00	2.00E-01	1.20E+00	1.13E+00	0.00E+00
BRCA_TCGA-AN-A0XP	4.76E-01	4.00E-01	5.47E-01	1.63E-01	5.21E-01	4.71E-01	0.00E+00	1.27E+00	1.00E+00	4.00E-01	4.53E-01	1.45E+00	1.00E+00	6.40E-01
BRCA_TCGA-AN-A0XR	7.03E-01	0.00E+00	7.22E-01	0.00E+00	8.49E-01	0.00E+00	4.27E-01	0.00E+00	1.37E+00	0.00E+00	1.02E+00	1.39E+00	9.40E-01	1.00E-01
BRCA_TCGA-AN-A0XS	4.27E-01	0.00E+00	5.33E-01	5.21E-01	4.71E-01	0.00E+00	1.09E+00	0.00E+00	8.00E-01	6.00E-01	1.40E+00	1.18E+00	4.82E-01	8.62E-01
BRCA_TCGA-AN-A0XT	9.89E-01	0.00E+00	4.53E-01	3.06E-01	8.00E-01	1.33E-01	2.00E-01	4.82E-01	1.37E+00	3.42E-01	1.26E+00	5.12E-01	3.14E-01	0.00E+00
BRCA_TCGA-AN-A0XU	9.52E-01	1.06E+00	6.74E-01	6.16E-01	2.02E+00	9.24E-01	1.61E+00	9.43E-01	1.88E+00	1.43E+00	2.81E+00	1.78E+00	1.89E+00	3.89E-01
BRCA_TCGA-AN-A0XV	1.17E+00	0.00E+00	7.52E-01	5.97E-01	9.68E-01	7.00E-01	4.00E-01	3.48E-01	5.16E-01	8.83E-01	6.46E-01	9.43E-01	1.08E+00	0.00E+00
BRCA_TCGA-AN-A0XW	1.07E+00	1.02E+00	9.40E-01	1.89E+00	7.49E-01	8.03E-01	6.41E+00	0.00E+00	6.75E+00	0.00E+00	1.47E+00	1.00E-01	9.27E+00	5.73E-01
BRCA_TCGA-AO-A03M	1.01E+00	2.79E+00	7.37E-01	3.77E+00	1.29E+00	5.54E-01	2.09E+01	3.42E-01	2.56E+01	1.62E+00	4.01E-01	2.54E+00	2.86E+01	2.13E-01
BRCA_TCGA-AO-A03N	1.10E+00	7.02E-01	8.70E-01	1.68E+00	1.12E+00	1.12E+00	2.90E+00	2.24E-01	3.27E+00	4.00E-01	0.00E+00	1.85E+00	4.09E+00	4.23E-01
BRCA_TCGA-AO-A03U	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.89E-01	1.00E-01	3.06E-01	1.00E-01	0.00E+00	4.01E-01	5.17E-01	2.60E-01
BRCA_TCGA-AO-A03V	1.11E+00	4.99E-01	7.77E-01	7.64E-01	1.00E+00	8.03E-01	1.32E+00	4.00E-01	1.58E+00	4.52E-01	1.45E+00	2.12E+00	2.10E+00	6.83E-01
BRCA_TCGA-AO-A0JG	0.00E+00	8.27E-01	0.00E+00	0.00E+00	2.67E-01	5.33E-01	0.00E+00	8.30E-01	2.13E-01	8.20E-01	5.39E-01	9.67E-01	6.46E-01	4.16E-01
BRCA_TCGA-AO-A124	1.62E+00	1.45E+00	1.18E+00	7.19E-01	1.88E+00	1.00E-01	1.51E+00	1.08E+00	3.10E+00	1.59E+00	1.80E+00	2.65E+00	1.48E+00	8.03E-01
BRCA_TCGA-AO-A125	8.44E-01	2.91E-01	4.67E-01	8.20E-01	7.46E-01	4.94E-01	6.00E-01	5.97E-01	3.06E-01	5.39E-01	1.19E+00	1.00E+00	6.01E-01	0.00E+00
BRCA_TCGA-AO-A126	8.27E-01	0.00E+00	0.00E+00	5.16E-01	1.33E-01	0.00E+00	1.39E+00	0.00E+00	8.94E-01	8.19E-01	0.00E+00	1.40E+00	6.16E-01	0.00E+00
BRCA_TCGA-AO-A128	1.64E+01	8.57E-01	9.14E+00	5.34E+00	1.52E+01	1.55E+01	1.98E+00	7.77E+00	1.92E+01	9.37E+00	1.38E+00	4.71E-01	3.02E+00	3.24E+00
BRCA_TCGA-AO-A129	1.38E+00	5.86E-01	8.83E-01	3.89E-01	7.57E-01	2.29E+00	1.64E+00	1.36E+00	2.17E+00	1.44E+00	2.47E+00	2.02E+00	1.02E+00	1.16E+00
BRCA_TCGA-AO-A12A	8.60E-01	0.00E+00	8.56E-01	0.00E+00	0.00E+00	0.00E+00	6.40E-01	5.00E-01	6.96E-01	6.57E-01	4.42E-01	7.22E-01	5.21E-01	2.00E-01
BRCA_TCGA-AO-A12B	8.06E-01	2.67E-01	5.58E-01	0.00E+00	0.00E+00	5.16E-01	2.60E-01	1.04E+00	3.07E-01	6.90E-01	0.00E+00	9.17E-01	1.53E-01	3.00E-01
BRCA_TCGA-AO-A12D	1.16E+00	0.00E+00	0.00E+00	1.25E+00	0.00E+00	0.00E+00	1.68E+00	0.00E+00	2.77E+00	4.01E-01	2.24E+00	7.90E-01	2.19E+00	2.00E-01
BRCA_TCGA-AO-A12E	8.36E-01	0.00E+00	8.09E-01	3.96E-01	5.93E-01	0.00E+00	5.00E-01	0.00E+00	7.33E-01	4.28E-01	9.71E-01	1.43E+00	3.59E-01	0.00E+00
BRCA_TCGA-AO-A12F	1.04E+00	8.06E-01	9.32E-01	4.16E-01	1.17E+00	5.97E-01	9.83E-01	8.17E-01	8.94E-01	0.00E+00	5.73E-01	1.19E+00	0.00E+00	0.00E+00
BRCA_TCGA-AO-A12G	1.08E+00	0.00E+00	1.00E-01	3.27E-01	8.06E-01	0.00E+00	3.00E-01	1.41E+00	7.67E-01	0.00E+00	1.39E+00	9.24E-01	1.60E+00	0.00E+00
BRCA_TCGA-AO-A12H	8.14E-01	0.00E+00	4.71E-01	4.42E-01	8.03E-01	0.00E+00	2.13E-01	6.54E-01	3.96E-01	1.18E+00	8.88E-01	1.07E+00	0.00E+00	0.00E+00
BRCA_TCGA-AO-A1KO	0.00E+00	0.00E+00	0.00E+00	2.77E-01	1.67E-01	0.00E+00	0.00E+00	4.73E-01	2.69E-01	2.00E-01	0.00E+00	6.11E-01	0.00E+00	0.00E+00
BRCA_TCGA-AO-A1KR	5.67E-01	3.94E-01	3.96E-01	7.06E-01	1.24E+00	2.00E-01	2.00E+00	8.17E-01	1.72E+00	9.94E-01	1.49E+00	2.45E+00	9.57E-01	0.00E+00
BRCA_TCGA-AO-A1KT	1.07E+00	0.00E+00	6.84E-01	7.72E-01	1.22E+00	5.17E-01	1.11E+00	1.75E+00	4.82E-01	7.33E-01	7.63E-01	1.50E+00	6.19E-01	0.00E+00
BRCA_TCGA-AQ-A04H	1.59E+00	5.12E-01	1.67E+00	7.75E-01	1.43E+00	4.00E-01	1.30E+00	1.02E+00	1.35E+00	3.96E-01	1.56E+00	1.85E+00	7.31E-01	3.48E-01
BRCA_TCGA-AQ-A0Y5	2.08E+00	0.00E+00	8.27E-01	1.09E+00	0.00E+00	5.26E-01	9.57E-01	5.93E-01	6.86E-01	6.83E-01	5.47E-01	1.35E+00	1.31E+00	4.96E-01
BRCA_TCGA-AQ-A1H2	8.98E-01	0.00E+00	7.61E-01	8.97E-01	6.00E-01	0.00E+00	2.00E-01	7.30E-01	5.58E-01	8.47E-01	4.23E-01	9.29E-01	7.52E-01	5.22E-01
BRCA_TCGA-AQ-A1H3	1.25E+00	0.00E+00	7.67E-01	0.00E+00	0.00E+00	0.00E+00	1.00E-01	3.71E-01	7.00E-01	6.15E-01	5.12E-01	7.72E-01	0.00E+00	6.29E-01
BRCA_TCGA-AQ-A54O	5.86E-01	3.14E-01	2.69E-01	0.00E+00	7.27E-01	2.00E-01	5.00E-01	7.22E-01	6.96E-01	5.43E-01	1.11E+00	1.04E+00	3.79E-01	2.60E-01
BRCA_TCGA-AQ-A7U7	1.20E+00	0.00E+00	1.25E+00	1.03E+00	1.24E+00	0.00E+00	1.90E+00	1.00E-01	2.71E+00	1.47E+00	4.96E-01	4.67E-01	2.76E+00	4.82E-01
BRCA_TCGA-AR-A0TP	2.67E-01	0.00E+00	0.00E+00	4.71E-01	9.75E-01	6.23E-01	1.30E+00	1.27E+00	1.23E+00	1.03E+00	8.23E-01	2.64E+00	7.33E-01	7.45E-01
BRCA_TCGA-AR-A0TQ	1.18E+00	3.35E-01	4.90E-01	7.81E-01	9.09E-01	0.00E+00	1.08E+00	0.00E+00	1.32E+00	5.47E-01	1.07E+00	1.62E+00	2.23E+00	3.27E-01
BRCA_TCGA-AR-A0TR	1.02E+00	0.00E+00	6.33E-01	4.47E-01	1.08E+00	0.00E+00	1.00E-01	1.38E+00	5.67E-01	9.31E-01	9.68E-01	1.00E+00	4.28E-01	0.00E+00
BRCA_TCGA-AR-A0TS	9.32E-01	2.49E-01	8.67E-01	0.00E+00	3.40E-01	1.20E+00	0.00E+00	0.00E+00	1.22E+00	9.20E-01	2.37E+00	1.71E+00	1.38E+00	9.48E-01
BRCA_TCGA-AR-A0TT	1.06E+00	0.00E+00	1.25E+00	1.10E+00	3.42E-01	0.00E+00	9.22E-01	9.17E-01	1.33E+00	5.59E-01	1.52E+00	2.20E+00	1.69E+00	4.53E-01
BRCA_TCGA-AR-A0TU	1.37E+00	1.22E+00	1.19E+00	5.86E-01	8.88E-01	6.36E-01	1.30E+00	1.15E+00	2.59E+00	5.12E-01	1.14E+00	1.95E+00	1.54E+00	7.06E-01
BRCA_TCGA-AR-A0TV	1.16E+00	6.51E-01	6.46E-01	3.67E-01	1.34E+00	2.13E-01	9.91E-01	8.75E-01	1.67E+00	1.10E+00	1.78E+00	1.31E+00	1.16E+00	3.67E-01
BRCA_TCGA-AR-A0TW	9.52E-01	8.14E-01	8.56E-01	5.22E-01	8.67E-01	9.80E-01	1.19E+00	4.01E-01	9.00E-01	1.26E+00	1.00E-01	1.96E+00	9.32E-01	0.00E+00
BRCA_TCGA-AR-A0TX	8.14E-01	3.71E-01	9.87E-01	9.67E-01	1.62E+00	0.00E+00	8.50E+00	8.57E-01	7.66E+00	1.00E-01	1.82E+00	1.36E+00	1.05E+01	0.00E+00
BRCA_TCGA-AR-A0TZ	1.29E+00	1.05E+00	8.97E-01	7.06E-01	1.14E+00	5.54E-01	5.93E-01	1.36E+00	1.19E+00	8.33E-01	1.00E+00	1.33E+00	1.26E+00	2.60E-01
BRCA_TCGA-AR-A0U0	6.67E-01	5.93E-01	6.53E-01	3.65E-01	1.17E+00	0.00E+00	7.48E-01	4.28E-01	8.06E-01	0.00E+00	1.71E+00	1.29E+00	1.10E+00	3.79E-01
BRCA_TCGA-AR-A0U1	7.52E-01	9.78E-01	5.00E-01	2.00E-01	0.00E+00	1.32E+00	1.91E+00	2.00E+00	1.04E+00	2.42E+00	1.18E+00	3.41E+00	1.17E+00	7.27E-01
BRCA_TCGA-AR-A0U2	1.83E+00	0.00E+00	1.33E+00	4.52E-01	1.49E+00	9.07E-01	1.29E+00	3.06E-01	1.80E+00	4.67E-01	1.07E+00	2.25E+00	0.00E+00	2.24E-01
BRCA_TCGA-AR-A0U3	7.52E-01	5.47E-01	7.61E-01	8.84E-01	7.42E-01	4.48E-01	2.67E-01	5.16E-01	1.11E+00	0.00E+00	1.68E+00	1.85E+00	0.00E+00	2.13E-01
BRCA_TCGA-AR-A0U4	6.29E-01	1.05E+00	1.34E+00	5.26E-01	1.49E+00	1.65E+00	8.00E-01	2.01E+00	2.24E+00	1.89E+00	1.99E+00	2.84E+00	3.15E+00	9.83E-01
BRCA_TCGA-AR-A1AH	1.21E+00	1.35E+00	1.36E+00	5.67E-01	8.46E-01	1.65E+00	2.39E+00	1.08E+00	1.90E+00	2.19E+00	2.16E+00	2.87E+00	1.33E+00	1.10E+00
BRCA_TCGA-AR-A1AI	1.33E+00	6.05E-01	1.20E+00	1.17E+00	1.59E+00	8.46E-01	8.95E-01	8.03E-01	1.17E+00	7.27E-01	2.13E+00	1.51E+00	1.29E+00	2.00E-01
BRCA_TCGA-AR-A1AJ	1.60E+00	0.00E+00	7.72E-01	1.00E+00	8.33E-01	0.00E+00	1.19E+00	4.96E-01	1.69E+00	8.69E-01	3.07E-01	9.31E-01	1.97E+00	0.00E+00
BRCA_TCGA-AR-A1AK	1.06E+00	3.59E-01	5.86E-01	1.39E+00	0.00E+00	0.00E+00	1.67E+00	7.72E-01	1.63E+00	3.79E-01	1.41E+00	1.41E+00	2.01E+00	0.00E+00
BRCA_TCGA-AR-A1AL	9.36E-01	0.00E+00	4.28E-01	1.33E-01	0.00E+00	6.11E-01	8.82E-01	3.35E-01	8.41E-01	4.96E-01	9.21E-01	1.43E+00	9.55E-01	4.00E-01
BRCA_TCGA-AR-A1AN	1.58E+00	0.00E+00	9.29E-01	3.89E-01	6.86E-01	0.00E+00	2.00E-01	6.51E-01	4.00E-01	4.58E-01	6.83E-01	1.07E+00	6.74E-01	2.00E-01
BRCA_TCGA-AR-A1AO	1.40E+00	7.06E-01	1.22E+00	1.58E+00	8.33E-01	1.12E+00	1.37E+00	4.16E-01	1.24E+00	9.00E-01	1.58E+00	2.16E+00	1.37E+00	6.80E-01
BRCA_TCGA-AR-A1AP	1.35E+00	5.00E-01	9.09E-01	9.83E-01	0.00E+00	0.00E+00	1.16E+00	7.61E-01	7.52E-01	0.00E+00	1.37E+00	9.22E-01	1.22E+00	7.37E-01
BRCA_TCGA-AR-A1AQ	9.83E-01	0.00E+00	8.27E-01	6.29E-01	6.96E-01	2.00E-01	4.00E-01	0.00E+00	5.47E-01	5.33E-01	5.54E-01	1.27E+00	6.36E-01	0.00E+00
BRCA_TCGA-AR-A1AR	1.27E+00	7.46E-01	9.55E-01	0.00E+00	0.00E+00	2.00E-01	1.58E+00	5.59E-01	1.59E+00	2.00E-01	1.41E+00	2.79E+00	1.24E+00	5.67E-01
BRCA_TCGA-AR-A1AS	2.69E-01	4.96E-01	4.73E-01	7.03E-01	1.02E+00	0.00E+00	5.00E-01	8.56E-01	5.12E-01	0.00E+00	6.46E-01	7.92E-01	8.19E-01	3.42E-01
BRCA_TCGA-AR-A1AT	6.23E-01	1.33E-01	8.79E-01	2.24E-01	1.43E+00	2.13E-01	5.22E-01	3.00E-01	5.78E-01	9.87E-01	1.28E+00	1.30E+00	4.42E-01	0.00E+00
BRCA_TCGA-AR-A1AU	6.05E-01	0.00E+00	5.86E-01	0.00E+00	1.00E-01	0.00E+00	5.97E-01	8.14E-01	8.70E-01	5.97E-01	1.12E+00	6.57E-01	6.67E-01	3.67E-01
BRCA_TCGA-AR-A1AV	1.43E+00	5.42E-01	8.06E-01	7.37E-01	4.00E-01	0.00E+00	1.21E+00	4.67E-01	6.71E-01	1.00E+00	1.34E+00	1.39E+00	1.27E+00	6.40E-01
BRCA_TCGA-AR-A1AW	9.80E-01	5.97E-01	1.39E+00	0.00E+00	6.50E-01	0.00E+00	6.11E-01	1.00E+00	1.20E+00	6.16E-01	1.50E+00	8.03E-01	4.96E-01	0.00E+00
BRCA_TCGA-AR-A1AX	1.07E+00	0.00E+00	4.77E-01	9.57E-01	4.28E-01	0.00E+00	1.14E+00	0.00E+00	9.36E-01	6.80E-01	1.25E+00	9.09E-01	4.23E-01	4.67E-01
BRCA_TCGA-AR-A1AY	1.35E+00	4.90E-01	7.03E-01	4.77E-01	8.54E-01	4.01E-01	1.17E+00	0.00E+00	1.15E+00	8.79E-01	1.26E+00	1.65E+00	1.81E+00	2.00E-01
BRCA_TCGA-AR-A24H	1.35E+00	1.48E+00	1.58E+00	4.42E-01	1.41E+00	4.00E-01	1.86E+00	1.27E+00	1.94E+00	1.14E+00	2.28E+00	2.29E+00	2.24E+00	0.00E+00
BRCA_TCGA-AR-A24K	3.06E-01	0.00E+00	2.00E-01	6.37E-01	1.04E+00	6.70E-01	1.00E+00	8.46E-01	6.70E-01	0.00E+00	1.22E+00	1.23E+00	0.00E+00	0.00E+00
BRCA_TCGA-AR-A24L	5.04E-01	0.00E+00	9.66E-01	0.00E+00	3.35E-01	0.00E+00	6.90E-01	1.27E+00	1.43E+00	0.00E+00	1.14E+00	1.94E+00	6.99E-01	3.33E-01
BRCA_TCGA-AR-A24M	6.46E-01	2.00E-01	6.01E-01	0.00E+00	4.58E-01	6.51E-01	7.81E-01	3.42E-01	1.48E+00	7.57E-01	0.00E+00	6.53E-01	3.33E-01	0.00E+00
BRCA_TCGA-AR-A24N	1.38E+00	0.00E+00	9.00E-01	3.06E-01	1.13E+00	4.76E-01	7.48E-01	6.54E-01	1.15E+00	2.67E-01	1.43E+00	8.83E-01	1.18E+00	4.33E-01
BRCA_TCGA-AR-A24O	7.86E-01	2.24E-01	0.00E+00	0.00E+00	8.36E-01	5.00E-01	4.99E-01	4.27E-01	1.31E+00	5.17E-01	1.44E+00	5.04E-01	4.82E-01	3.42E-01
BRCA_TCGA-AR-A24P	7.37E-01	0.00E+00	4.52E-01	2.98E-01	6.67E-01	0.00E+00	0.00E+00	2.77E-01	4.23E-01	0.00E+00	8.72E-01	6.63E-01	0.00E+00	0.00E+00
BRCA_TCGA-AR-A24Q	1.25E+00	1.70E+00	1.12E+00	8.75E-01	1.74E+00	8.94E-01	1.42E+00	1.13E+00	2.70E+00	1.68E+00	2.40E+00	2.99E+00	2.61E+00	8.94E-01
BRCA_TCGA-AR-A24R	1.00E+00	0.00E+00	6.29E-01	5.43E-01	4.58E-01	6.96E-01	4.58E-01	2.21E-01	3.06E-01	6.84E-01	1.15E+00	1.05E+00	5.42E-01	7.12E-01
BRCA_TCGA-AR-A24S	1.22E+00	4.27E-01	9.71E-01	4.58E-01	1.33E-01	9.66E-01	2.00E-01	1.43E+00	1.78E+00	6.00E-01	1.53E+00	9.67E-01	8.54E-01	3.00E-01
BRCA_TCGA-AR-A24T	9.19E-01	0.00E+00	5.37E-01	4.76E-01	0.00E+00	0.00E+00	1.01E+00	0.00E+00	8.60E-01	3.79E-01	7.12E-01	1.38E+00	5.73E-01	0.00E+00
BRCA_TCGA-AR-A24U	6.96E-01	0.00E+00	8.03E-01	4.73E-01	1.53E-01	2.13E-01	1.39E+00	0.00E+00	4.90E-01	0.00E+00	9.91E-01	9.57E-01	1.65E+00	0.00E+00
BRCA_TCGA-AR-A24V	1.26E+00	0.00E+00	5.17E-01	4.28E-01	0.00E+00	0.00E+00	1.33E-01	8.09E-01	6.05E-01	2.67E-01	4.76E-01	1.14E+00	5.21E-01	0.00E+00
BRCA_TCGA-AR-A24W	0.00E+00	0.00E+00	5.39E-01	6.67E-01	7.18E-01	0.00E+00	4.00E-01	0.00E+00	4.67E-01	0.00E+00	7.90E-01	4.00E-01	0.00E+00	0.00E+00
BRCA_TCGA-AR-A24X	6.87E-01	0.00E+00	9.22E-01	6.36E-01	1.00E-01	4.82E-01	1.10E+00	7.78E-01	1.43E+00	6.00E-01	8.36E-01	1.73E+00	0.00E+00	3.79E-01
BRCA_TCGA-AR-A24Z	1.08E+00	0.00E+00	8.41E-01	8.41E-01	9.94E-01	0.00E+00	1.04E+00	0.00E+00	1.14E+00	7.49E-01	6.05E-01	2.17E+00	1.10E+00	3.00E-01
BRCA_TCGA-AR-A250	2.31E+00	1.17E+00	1.17E+00	1.37E+00	1.55E+00	1.47E+00	1.46E+00	6.86E-01	1.38E+00	5.96E-01	1.91E+00	2.66E+00	1.99E+00	0.00E+00
BRCA_TCGA-AR-A251	6.29E-01	1.13E+00	1.30E+00	0.00E+00	7.37E-01	1.86E+00	1.00E+00	1.00E+00	3.35E+00	1.58E+00	3.35E+00	3.06E+00	2.64E+00	9.57E-01
BRCA_TCGA-AR-A252	1.13E+00	0.00E+00	4.07E-01	0.00E+00	5.96E-01	0.00E+00	3.00E-01	7.48E-01	3.67E-01	7.95E-01	1.25E+00	2.00E-01	3.59E-01	0.00E+00
BRCA_TCGA-AR-A254	1.35E+00	5.62E-01	1.04E+00	4.00E-01	9.83E-01	0.00E+00	9.43E-01	0.00E+00	8.85E-01	0.00E+00	7.16E-01	1.39E+00	7.52E-01	0.00E+00
BRCA_TCGA-AR-A255	1.10E+00	8.79E-01	7.52E-01	1.04E+00	1.08E+00	0.00E+00	1.49E+00	8.23E-01	1.71E+00	1.06E+00	1.31E+00	2.00E+00	2.19E+00	5.93E-01
