Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
UNG_boot.125	2.95E-02	1.05E-01	6.60E-02	0.00E+00	6.23E-02	5.15E-02
UNG_boot.126	2.84E-02	9.79E-02	6.36E-02	0.00E+00	6.15E-02	4.91E-02
UNG_boot.127	2.35E-02	8.52E-02	5.60E-02	0.00E+00	5.17E-02	5.46E-02
UNG_boot.128	2.09E-02	8.57E-02	5.30E-02	0.00E+00	4.96E-02	5.20E-02
UNG_boot.129	2.95E-02	1.13E-01	6.80E-02	0.00E+00	6.78E-02	4.54E-02
UNG_boot.130	2.02E-02	8.98E-02	5.60E-02	0.00E+00	5.34E-02	5.36E-02
UNG_boot.131	1.98E-02	8.72E-02	5.07E-02	0.00E+00	4.89E-02	5.25E-02
UNG_boot.132	2.86E-02	9.67E-02	6.16E-02	0.00E+00	5.79E-02	5.87E-02
UNG_boot.133	2.76E-02	9.10E-02	5.76E-02	0.00E+00	5.27E-02	6.23E-02
UNG_boot.134	2.75E-02	8.81E-02	6.03E-02	0.00E+00	5.36E-02	5.29E-02
UNG_boot.135	2.61E-02	9.26E-02	6.03E-02	0.00E+00	5.52E-02	5.16E-02
UNG_boot.136	3.10E-02	1.01E-01	6.59E-02	0.00E+00	6.08E-02	5.16E-02
UNG_boot.137	2.74E-02	9.01E-02	5.94E-02	0.00E+00	5.83E-02	5.15E-02
UNG_boot.138	2.78E-02	8.90E-02	6.00E-02	0.00E+00	5.47E-02	6.06E-02
UNG_boot.139	2.48E-02	9.52E-02	5.66E-02	4.58E-101	5.41E-02	5.28E-02
UNG_boot.140	2.12E-02	8.36E-02	5.29E-02	0.00E+00	4.91E-02	5.05E-02
UNG_boot.141	2.99E-02	1.01E-01	6.36E-02	0.00E+00	6.12E-02	5.55E-02
UNG_boot.142	2.31E-02	9.21E-02	5.81E-02	0.00E+00	5.28E-02	5.70E-02
UNG_boot.143	2.09E-02	9.18E-02	5.46E-02	0.00E+00	5.33E-02	5.29E-02
UNG_boot.144	2.03E-02	8.82E-02	5.74E-02	0.00E+00	5.08E-02	5.14E-02
UNG_boot.145	2.69E-02	9.41E-02	5.99E-02	0.00E+00	5.73E-02	5.14E-02
UNG_boot.146	2.81E-02	9.93E-02	6.35E-02	0.00E+00	6.07E-02	5.06E-02
UNG_boot.147	3.19E-02	1.03E-01	6.60E-02	0.00E+00	6.49E-02	5.99E-02
UNG_boot.148	2.80E-02	8.98E-02	6.11E-02	0.00E+00	5.58E-02	5.73E-02
UNG_boot.149	3.06E-02	9.47E-02	6.47E-02	0.00E+00	6.12E-02	6.15E-02
UNG_boot.150	2.94E-02	9.65E-02	6.16E-02	0.00E+00	6.04E-02	4.88E-02
UNG_boot.151	2.82E-02	1.10E-01	6.37E-02	3.80E-04	6.12E-02	4.91E-02
UNG_boot.152	5.65E-02	1.05E-01	5.83E-02	1.17E-01	4.93E-02	4.00E-02
UNG_boot.153	6.39E-02	1.00E-01	4.13E-02	1.10E-01	4.61E-02	6.79E-02
UNG_boot.154	7.59E-02	1.09E-01	4.31E-02	1.08E-01	4.42E-02	8.06E-02
UNG_real	4.07E-01	1.02E-01	5.29E-02	6.68E-02	7.58E-02	5.68E-02
UNG_real.1	6.45E-03	8.31E-02	7.51E-02	8.57E-02	6.97E-02	6.59E-02
UNG_real.2	1.36E-02	1.15E-01	5.68E-02	8.85E-02	9.16E-03	6.80E-02
ATP2B4_boot	5.48E-02	1.56E-01	2.54E-02	1.15E-01	4.38E-02	8.94E-02
ATP2B4_boot.1	5.84E-02	1.18E-01	2.68E-02	1.18E-01	6.11E-02	1.14E-01
ATP2B4_boot.2	2.27E-02	8.68E-02	5.96E-02	1.03E-01	8.06E-02	7.74E-02
ATP2B4_boot.3	5.99E-02	1.07E-01	4.57E-02	8.08E-02	9.58E-02	8.26E-02
ATP2B4_boot.4	3.18E-02	1.03E-01	5.68E-02	9.22E-02	3.08E-02	9.16E-02
ATP2B4_boot.5	7.35E-02	1.13E-01	3.85E-02	1.29E-01	5.66E-02	6.33E-02
ATP2B4_boot.6	7.36E-02	1.31E-01	3.39E-02	1.25E-01	5.69E-02	6.61E-02
ATP2B4_boot.7	3.00E-02	8.49E-02	4.97E-02	1.10E-01	8.23E-02	9.61E-02
ATP2B4_boot.8	5.74E-02	1.18E-01	2.74E-02	1.22E-01	5.72E-02	1.09E-01
ATP2B4_boot.9	3.58E-02	9.69E-02	4.35E-02	9.36E-02	2.91E-02	9.16E-02
ATP2B4_boot.10	2.53E-02	9.05E-02	7.84E-02	1.15E-01	8.80E-02	8.92E-02
ATP2B4_boot.11	5.54E-02	1.19E-01	2.72E-02	1.18E-01	5.35E-02	9.71E-02
ATP2B4_boot.12	3.24E-02	8.90E-02	5.49E-02	1.20E-01	9.09E-02	1.00E-01
ATP2B4_boot.13	2.69E-02	9.09E-02	5.14E-02	1.18E-01	8.66E-02	9.32E-02
ATP2B4_boot.14	2.38E-02	9.57E-02	5.83E-02	1.18E-01	8.84E-02	8.56E-02
ATP2B4_boot.15	2.90E-02	8.94E-02	5.03E-02	1.10E-01	8.45E-02	1.02E-01
ATP2B4_boot.16	2.59E-02	8.99E-02	5.16E-02	1.13E-01	8.71E-02	9.66E-02
ATP2B4_boot.17	6.49E-02	1.09E-01	4.23E-02	1.20E-01	5.35E-02	5.84E-02
ATP2B4_boot.18	2.49E-02	9.20E-02	5.57E-02	1.16E-01	8.53E-02	8.60E-02
ATP2B4_boot.19	2.31E-02	8.86E-02	5.64E-02	1.08E-01	8.13E-02	8.03E-02
ATP2B4_boot.20	6.94E-02	1.14E-01	4.41E-02	1.24E-01	5.67E-02	6.43E-02
ATP2B4_boot.21	5.68E-02	1.14E-01	4.44E-02	8.38E-02	9.44E-02	8.02E-02
ATP2B4_boot.22	5.80E-02	1.07E-01	4.32E-02	7.70E-02	9.07E-02	7.69E-02
ATP2B4_boot.23	3.25E-02	9.36E-02	5.25E-02	1.19E-01	8.97E-02	1.14E-01
ATP2B4_boot.24	5.03E-02	1.09E-01	4.46E-02	7.60E-02	8.65E-02	7.08E-02
ATP2B4_boot.25	5.53E-02	1.23E-01	2.54E-02	1.28E-01	5.79E-02	1.08E-01
ATP2B4_boot.26	5.59E-02	1.23E-01	2.92E-02	1.19E-01	5.42E-02	1.06E-01
ATP2B4_boot.27	5.67E-02	1.25E-01	3.35E-02	1.22E-01	5.53E-02	1.07E-01
ATP2B4_boot.28	5.50E-02	1.25E-01	3.15E-02	1.31E-01	6.03E-02	1.16E-01
ATP2B4_boot.29	4.76E-02	1.11E-01	4.50E-02	7.70E-02	8.28E-02	6.74E-02
ATP2B4_boot.30	5.20E-02	1.08E-01	4.76E-02	7.78E-02	8.77E-02	7.19E-02
ATP2B4_boot.31	5.75E-02	1.16E-01	4.59E-02	8.75E-02	1.01E-01	8.52E-02
ATP2B4_boot.32	5.37E-02	1.07E-01	4.53E-02	7.67E-02	8.94E-02	7.29E-02
ATP2B4_boot.33	5.46E-02	1.17E-01	2.74E-02	1.14E-01	5.15E-02	9.06E-02
ATP2B4_boot.34	3.92E-02	9.97E-02	5.28E-02	1.08E-01	3.68E-02	1.00E-01
ATP2B4_boot.35	5.77E-02	1.03E-01	4.55E-02	8.49E-02	9.53E-02	7.80E-02
ATP2B4_boot.36	5.61E-02	1.17E-01	2.71E-02	1.16E-01	4.98E-02	9.40E-02
ATP2B4_boot.37	2.60E-02	9.50E-02	5.26E-02	1.15E-01	8.14E-02	8.29E-02
ATP2B4_boot.38	6.00E-02	9.75E-02	3.38E-02	1.05E-01	5.06E-02	5.05E-02
ATP2B4_boot.39	2.53E-02	9.02E-02	5.54E-02	1.13E-01	8.63E-02	9.21E-02
ATP2B4_boot.40	2.63E-02	9.08E-02	8.74E-02	1.13E-01	8.64E-02	9.82E-02
ATP2B4_boot.41	3.29E-02	9.50E-02	4.22E-02	9.70E-02	3.31E-02	9.61E-02
ATP2B4_boot.42	5.88E-02	1.04E-01	4.05E-02	8.12E-02	9.54E-02	8.09E-02
ATP2B4_boot.43	7.49E-02	1.22E-01	3.29E-02	1.33E-01	5.80E-02	6.86E-02
ATP2B4_boot.44	2.46E-02	9.16E-02	7.78E-02	1.16E-01	8.74E-02	8.40E-02
ATP2B4_boot.45	5.48E-02	1.05E-01	4.31E-02	7.44E-02	8.82E-02	7.19E-02
ATP2B4_boot.46	5.74E-02	1.02E-01	4.38E-02	7.52E-02	8.89E-02	7.44E-02
ATP2B4_boot.47	5.70E-02	1.20E-01	4.82E-02	8.03E-02	9.83E-02	7.79E-02
ATP2B4_boot.48	5.68E-02	1.27E-01	3.27E-02	1.24E-01	5.71E-02	1.11E-01
ATP2B4_boot.49	2.31E-02	8.83E-02	5.67E-02	1.08E-01	8.39E-02	8.36E-02
ATP2B4_boot.50	5.83E-02	1.03E-01	4.12E-02	7.89E-02	9.29E-02	7.89E-02
ATP2B4_boot.51	3.02E-02	8.61E-02	4.09E-02	8.97E-02	2.39E-02	8.32E-02
ATP2B4_boot.52	5.53E-02	1.15E-01	2.90E-02	1.14E-01	5.00E-02	9.27E-02
ATP2B4_boot.53	2.29E-02	9.10E-02	5.57E-02	1.13E-01	8.66E-02	8.69E-02
ATP2B4_boot.54	2.45E-02	9.06E-02	5.54E-02	1.14E-01	8.28E-02	8.59E-02
ATP2B4_boot.55	5.84E-02	1.15E-01	7.69E-02	8.50E-02	1.03E-01	8.39E-02
ATP2B4_boot.56	7.34E-02	1.16E-01	3.57E-02	1.30E-01	5.55E-02	6.55E-02
ATP2B4_boot.57	7.83E-02	1.24E-01	3.25E-02	1.30E-01	5.74E-02	7.19E-02
ATP2B4_boot.58	7.29E-02	1.14E-01	3.39E-02	1.29E-01	5.56E-02	6.53E-02
ATP2B4_boot.59	2.52E-02	8.59E-02	5.19E-02	1.04E-01	8.10E-02	8.68E-02
ATP2B4_boot.60	3.17E-02	9.24E-02	5.46E-02	1.18E-01	9.03E-02	1.07E-01
ATP2B4_boot.61	3.12E-02	9.92E-02	4.44E-02	9.46E-02	2.89E-02	8.85E-02
ATP2B4_boot.62	3.31E-02	9.73E-02	5.10E-02	8.90E-02	2.68E-02	9.14E-02
ATP2B4_boot.63	2.30E-02	8.63E-02	5.50E-02	9.91E-02	7.80E-02	7.94E-02
ATP2B4_boot.64	5.51E-02	1.07E-01	4.22E-02	7.97E-02	8.94E-02	7.56E-02
ATP2B4_boot.65	6.12E-02	1.01E-01	4.57E-02	1.09E-01	5.23E-02	5.45E-02
ATP2B4_boot.66	5.25E-02	1.12E-01	4.75E-02	7.97E-02	8.97E-02	7.12E-02
ATP2B4_boot.67	4.23E-02	1.04E-01	5.58E-02	1.02E-01	3.89E-02	1.12E-01
ATP2B4_boot.68	4.10E-02	1.04E-01	5.37E-02	1.01E-01	3.48E-02	1.08E-01
ATP2B4_boot.69	5.67E-02	1.18E-01	2.64E-02	1.17E-01	5.22E-02	9.88E-02
ATP2B4_boot.70	2.32E-02	9.25E-02	5.63E-02	1.16E-01	8.81E-02	8.79E-02
ATP2B4_boot.71	3.28E-02	9.89E-02	4.11E-02	9.06E-02	3.53E-02	9.05E-02
ATP2B4_boot.72	6.72E-02	1.08E-01	3.29E-02	1.20E-01	5.61E-02	5.99E-02
ATP2B4_boot.73	7.82E-02	1.19E-01	3.85E-02	1.30E-01	5.94E-02	6.76E-02
ATP2B4_boot.74	4.09E-02	9.50E-02	5.03E-02	1.07E-01	3.44E-02	1.04E-01
ATP2B4_boot.75	3.23E-02	9.79E-02	5.42E-02	8.67E-02	2.56E-02	8.74E-02
ATP2B4_boot.76	5.77E-02	1.05E-01	4.24E-02	8.03E-02	9.58E-02	7.99E-02
ATP2B4_boot.77	2.97E-02	8.94E-02	5.06E-02	1.10E-01	8.45E-02	1.04E-01
ATP2B4_boot.78	5.74E-02	1.03E-01	4.17E-02	8.18E-02	9.46E-02	7.94E-02
ATP2B4_boot.79	5.61E-02	1.24E-01	3.51E-02	1.21E-01	5.42E-02	1.04E-01
ATP2B4_boot.80	2.28E-02	8.72E-02	5.30E-02	1.05E-01	8.00E-02	8.36E-02
ATP2B4_boot.81	3.01E-02	9.37E-02	5.41E-02	1.17E-01	9.03E-02	1.05E-01
ATP2B4_boot.82	5.67E-02	1.10E-01	4.55E-02	8.42E-02	9.12E-02	7.65E-02
ATP2B4_boot.83	6.78E-02	1.06E-01	3.53E-02	1.16E-01	5.80E-02	5.84E-02
ATP2B4_boot.84	3.57E-02	9.52E-02	4.94E-02	8.93E-02	2.35E-02	9.22E-02
ATP2B4_boot.85	2.18E-02	8.72E-02	5.72E-02	1.04E-01	8.03E-02	7.81E-02
ATP2B4_boot.86	2.79E-02	8.81E-02	5.40E-02	9.85E-02	7.81E-02	8.15E-02
ATP2B4_boot.87	3.22E-02	9.08E-02	5.37E-02	1.23E-01	9.22E-02	1.05E-01
ATP2B4_boot.88	8.76E-02	6.40E-02	3.32E-02	5.56E-02	3.16E-02	1.08E-01
ATP2B4_boot.89	6.22E-02	8.73E-02	4.85E-02	1.64E-06	8.35E-02	5.91E-02
ATP2B4_boot.90	7.10E-02	7.64E-02	4.93E-02	5.44E-02	5.17E-02	8.87E-02
ATP2B4_boot.91	5.03E-02	5.81E-02	2.62E-02	6.91E-02	7.63E-02	6.82E-02
ATP2B4_boot.92	3.93E-02	8.21E-02	1.34E-01	3.01E-02	3.84E-02	2.45E-02
ATP2B4_boot.93	2.73E-02	9.25E-02	6.73E-02	3.00E-02	3.48E-02	4.45E-02
ATP2B4_boot.94	5.86E-02	1.22E-01	2.67E-02	1.36E-01	7.43E-02	1.20E-01
ATP2B4_boot.95	5.67E-02	1.11E-01	4.57E-02	8.09E-02	9.27E-02	7.58E-02
ATP2B4_boot.96	2.37E-02	8.96E-02	5.64E-02	1.11E-01	8.59E-02	8.58E-02
ATP2B4_boot.97	2.48E-02	9.22E-02	5.48E-02	1.20E-01	9.00E-02	9.07E-02
ATP2B4_boot.98	6.61E-02	1.10E-01	3.91E-02	1.24E-01	5.49E-02	6.34E-02
ATP2B4_boot.99	3.22E-02	9.29E-02	3.97E-02	9.34E-02	3.39E-02	8.91E-02
ATP2B4_boot.100	6.20E-02	8.62E-02	5.04E-02	0.00E+00	8.45E-02	5.76E-02
ATP2B4_boot.101	5.18E-02	5.89E-02	2.90E-02	7.11E-02	8.51E-02	7.72E-02
ATP2B4_boot.102	5.01E-02	5.73E-02	2.63E-02	6.79E-02	7.79E-02	6.98E-02
ATP2B4_boot.103	6.09E-02	8.67E-02	4.99E-02	2.67E-42	8.16E-02	5.75E-02
ATP2B4_boot.104	5.08E-02	5.83E-02	2.60E-02	6.93E-02	7.88E-02	7.10E-02
ATP2B4_boot.105	4.98E-02	5.78E-02	2.49E-02	6.79E-02	7.66E-02	6.82E-02
ATP2B4_boot.106	4.87E-02	5.63E-02	2.44E-02	6.81E-02	7.67E-02	7.14E-02
ATP2B4_boot.107	5.07E-02	5.70E-02	2.71E-02	6.84E-02	7.91E-02	7.20E-02
ATP2B4_boot.108	4.81E-02	5.63E-02	2.53E-02	6.61E-02	7.40E-02	6.57E-02
ATP2B4_boot.109	5.01E-02	5.78E-02	2.60E-02	6.79E-02	7.64E-02	6.88E-02
ATP2B4_boot.110	5.23E-02	5.85E-02	2.66E-02	7.00E-02	8.10E-02	7.70E-02
ATP2B4_boot.111	5.65E-02	8.32E-02	5.18E-02	5.49E-03	8.11E-02	5.58E-02
ATP2B4_boot.112	6.08E-02	8.76E-02	5.21E-02	2.63E-38	8.15E-02	5.62E-02
ATP2B4_boot.113	5.44E-02	5.93E-02	2.87E-02	7.05E-02	8.17E-02	7.50E-02
ATP2B4_boot.114	5.72E-02	8.51E-02	5.00E-02	0.00E+00	8.30E-02	5.84E-02
ATP2B4_boot.115	5.43E-02	8.23E-02	5.50E-02	5.21E-90	7.86E-02	5.64E-02
ATP2B4_boot.116	5.84E-02	8.71E-02	5.12E-02	8.13E-42	8.22E-02	5.98E-02
ATP2B4_boot.117	5.57E-02	8.23E-02	5.52E-02	0.00E+00	7.76E-02	5.72E-02
ATP2B4_boot.118	6.00E-02	9.19E-02	4.81E-02	0.00E+00	8.48E-02	5.86E-02
ATP2B4_boot.119	4.93E-02	5.82E-02	3.27E-02	7.18E-02	8.80E-02	7.45E-02
ATP2B4_boot.120	6.35E-02	8.86E-02	4.95E-02	2.06E-38	8.36E-02	5.79E-02
ATP2B4_boot.121	4.90E-02	5.70E-02	2.90E-02	6.81E-02	7.72E-02	7.15E-02
ATP2B4_boot.122	5.29E-02	5.89E-02	2.75E-02	7.03E-02	8.29E-02	7.71E-02
ATP2B4_boot.123	5.40E-02	7.91E-02	5.67E-02	3.76E-43	8.08E-02	5.27E-02
ATP2B4_boot.124	5.66E-02	7.97E-02	5.60E-02	4.58E-03	7.85E-02	5.42E-02
ATP2B4_boot.125	4.63E-02	5.52E-02	2.38E-02	6.61E-02	7.42E-02	6.56E-02
ATP2B4_boot.126	5.06E-02	5.76E-02	2.49E-02	6.82E-02	7.77E-02	7.10E-02
ATP2B4_boot.127	5.36E-02	5.99E-02	3.57E-02	7.19E-02	9.19E-02	7.42E-02
ATP2B4_boot.128	4.64E-02	5.58E-02	2.36E-02	6.74E-02	7.65E-02	6.77E-02
ATP2B4_boot.129	6.60E-02	8.90E-02	4.98E-02	8.90E-39	8.63E-02	5.89E-02
ATP2B4_boot.130	5.35E-02	5.91E-02	2.86E-02	7.10E-02	8.10E-02	7.56E-02
ATP2B4_boot.131	5.95E-02	8.39E-02	5.02E-02	0.00E+00	8.05E-02	5.76E-02
ATP2B4_boot.132	4.95E-02	5.70E-02	3.21E-02	6.98E-02	8.12E-02	6.83E-02
ATP2B4_boot.133	5.29E-02	8.16E-02	5.24E-02	4.88E-65	8.06E-02	5.67E-02
ATP2B4_boot.134	5.25E-02	5.92E-02	2.71E-02	7.06E-02	8.18E-02	7.78E-02
ATP2B4_boot.135	4.60E-02	5.58E-02	2.36E-02	6.79E-02	7.73E-02	6.70E-02
ATP2B4_boot.136	6.46E-02	8.63E-02	4.74E-02	2.81E-51	8.39E-02	5.96E-02
ATP2B4_boot.137	5.04E-02	5.79E-02	3.40E-02	7.04E-02	8.82E-02	7.07E-02
ATP2B4_boot.138	5.01E-02	5.70E-02	2.92E-02	6.85E-02	8.06E-02	7.16E-02
ATP2B4_boot.139	6.09E-02	8.43E-02	5.63E-02	7.57E-03	8.12E-02	5.58E-02
ATP2B4_boot.140	6.38E-02	8.76E-02	4.77E-02	5.71E-38	8.41E-02	5.91E-02
ATP2B4_boot.141	5.23E-02	5.82E-02	2.52E-02	6.90E-02	7.87E-02	7.72E-02
ATP2B4_boot.142	5.64E-02	8.14E-02	5.88E-02	1.06E-02	7.89E-02	5.27E-02
ATP2B4_boot.143	4.92E-02	5.73E-02	2.54E-02	6.76E-02	7.52E-02	6.81E-02
ATP2B4_boot.144	5.05E-02	5.77E-02	2.81E-02	6.97E-02	8.23E-02	7.67E-02
ATP2B4_boot.145	5.20E-02	5.85E-02	2.53E-02	6.97E-02	8.03E-02	7.40E-02
ATP2B4_boot.146	4.74E-02	5.68E-02	2.42E-02	6.73E-02	7.52E-02	6.59E-02
ATP2B4_boot.147	4.83E-02	5.62E-02	2.55E-02	6.61E-02	7.39E-02	6.70E-02
ATP2B4_boot.148	5.74E-02	8.19E-02	5.84E-02	1.04E-02	7.97E-02	5.26E-02
ATP2B4_boot.149	4.90E-02	5.69E-02	2.67E-02	6.73E-02	7.53E-02	6.76E-02
ATP2B4_boot.150	5.68E-02	7.94E-02	5.68E-02	5.24E-03	7.75E-02	5.41E-02
ATP2B4_boot.151	5.27E-02	5.88E-02	2.80E-02	7.01E-02	8.07E-02	7.59E-02
ATP2B4_boot.152	4.86E-02	5.63E-02	2.54E-02	6.67E-02	7.42E-02	6.77E-02
ATP2B4_boot.153	5.22E-02	5.84E-02	2.58E-02	6.93E-02	7.72E-02	7.62E-02
ATP2B4_boot.154	5.27E-02	5.90E-02	3.03E-02	6.85E-02	7.66E-02	7.37E-02
ATP2B4_boot.155	5.97E-02	8.39E-02	5.60E-02	9.52E-03	8.16E-02	5.46E-02
ATP2B4_boot.156	4.85E-02	5.85E-02	3.33E-02	7.25E-02	8.62E-02	7.34E-02
ATP2B4_boot.157	5.88E-02	8.51E-02	4.70E-02	6.38E-57	8.29E-02	6.02E-02
ATP2B4_boot.158	5.94E-02	9.00E-02	5.05E-02	3.81E-33	8.29E-02	5.66E-02
ATP2B4_boot.159	5.24E-02	5.86E-02	3.49E-02	7.08E-02	8.30E-02	7.23E-02
ATP2B4_boot.160	4.73E-02	5.51E-02	2.71E-02	6.56E-02	7.31E-02	6.48E-02
ATP2B4_boot.161	5.90E-02	8.91E-02	4.70E-02	2.29E-41	8.48E-02	6.04E-02
ATP2B4_boot.162	4.97E-02	5.68E-02	2.96E-02	6.82E-02	7.73E-02	7.06E-02
ATP2B4_boot.163	5.69E-02	8.66E-02	4.89E-02	1.20E-46	8.15E-02	5.91E-02
ATP2B4_boot.164	5.08E-02	5.78E-02	2.59E-02	6.82E-02	7.82E-02	7.35E-02
ATP2B4_boot.165	6.08E-02	8.52E-02	5.16E-02	0.00E+00	8.49E-02	5.62E-02
ATP2B4_boot.166	6.18E-02	8.84E-02	5.11E-02	1.77E-39	8.31E-02	5.78E-02
ATP2B4_boot.167	6.33E-02	8.60E-02	5.02E-02	1.73E-79	8.32E-02	5.91E-02
ATP2B4_boot.168	5.65E-02	8.52E-02	5.03E-02	0.00E+00	8.36E-02	5.79E-02
ATP2B4_boot.169	5.55E-02	8.29E-02	5.18E-02	0.00E+00	8.03E-02	5.73E-02
ATP2B4_boot.170	4.97E-02	5.70E-02	2.87E-02	6.77E-02	7.57E-02	7.09E-02
ATP2B4_boot.171	4.74E-02	5.61E-02	2.36E-02	6.75E-02	7.68E-02	6.87E-02
ATP2B4_boot.172	5.64E-02	8.48E-02	5.23E-02	0.00E+00	8.13E-02	5.71E-02
ATP2B4_boot.173	6.00E-02	8.59E-02	5.28E-02	5.72E-03	8.59E-02	5.40E-02
ATP2B4_boot.174	5.96E-02	8.65E-02	5.08E-02	2.84E-39	8.09E-02	5.65E-02
ATP2B4_boot.175	5.12E-02	5.80E-02	2.69E-02	6.95E-02	7.96E-02	7.34E-02
ATP2B4_boot.176	5.13E-02	5.76E-02	2.69E-02	6.81E-02	7.66E-02	7.29E-02
ATP2B4_boot.177	5.31E-02	7.88E-02	5.66E-02	0.00E+00	7.82E-02	5.49E-02
ATP2B4_boot.178	5.55E-02	5.99E-02	2.87E-02	7.29E-02	8.85E-02	8.11E-02
ATP2B4_boot.179	5.14E-02	7.90E-02	5.79E-02	2.63E-88	8.32E-02	5.22E-02
ATP2B4_boot.180	6.40E-02	8.94E-02	4.97E-02	6.51E-03	8.72E-02	5.84E-02
ATP2B4_boot.181	5.97E-02	6.40E-02	2.83E-02	7.16E-02	8.68E-02	8.61E-02
ATP2B4_boot.182	5.93E-02	8.80E-02	4.38E-02	4.52E-61	8.51E-02	6.13E-02
ATP2B4_boot.183	4.98E-02	5.69E-02	2.74E-02	6.77E-02	7.51E-02	7.21E-02
ATP2B4_boot.184	5.26E-02	5.84E-02	2.84E-02	7.08E-02	8.09E-02	7.33E-02
ATP2B4_boot.185	5.02E-02	5.78E-02	2.65E-02	6.90E-02	7.84E-02	7.10E-02
ATP2B4_boot.186	5.24E-02	5.97E-02	3.39E-02	6.92E-02	8.02E-02	7.39E-02
ATP2B4_boot.187	5.06E-02	6.02E-02	3.73E-02	7.25E-02	9.03E-02	7.25E-02
ATP2B4_boot.188	5.09E-02	5.76E-02	2.58E-02	6.81E-02	7.63E-02	7.34E-02
ATP2B4_boot.189	6.28E-02	8.97E-02	4.53E-02	3.61E-43	8.64E-02	5.99E-02
ATP2B4_boot.190	4.91E-02	5.65E-02	2.71E-02	6.76E-02	7.41E-02	6.86E-02
ATP2B4_boot.191	5.25E-02	5.87E-02	2.62E-02	7.05E-02	8.26E-02	7.97E-02
ATP2B4_boot.192	6.07E-02	8.92E-02	4.86E-02	1.34E-40	8.30E-02	5.74E-02
ATP2B4_boot.193	5.68E-02	8.34E-02	5.06E-02	0.00E+00	8.50E-02	5.90E-02
ATP2B4_boot.194	5.07E-02	5.85E-02	2.86E-02	6.93E-02	7.73E-02	7.29E-02
ATP2B4_boot.195	6.26E-02	8.45E-02	5.42E-02	6.70E-03	8.28E-02	5.68E-02
ATP2B4_boot.196	4.19E-02	7.85E-02	6.80E-02	9.19E-03	8.05E-02	4.62E-02
ATP2B4_boot.197	4.50E-02	5.38E-02	2.84E-02	6.29E-02	7.11E-02	5.77E-02
ATP2B4_boot.198	7.17E-02	9.48E-02	5.16E-02	5.57E-02	5.11E-02	9.68E-02
ATP2B4_boot.199	6.86E-02	6.96E-02	4.06E-02	4.17E-02	4.30E-02	9.76E-02
ATP2B4_boot.200	7.42E-02	6.28E-02	4.99E-02	3.30E-02	4.75E-02	1.05E-01
ATP2B4_boot.201	7.67E-02	8.34E-02	4.87E-02	4.23E-02	5.93E-02	1.00E-01
ATP2B4_boot.202	7.55E-02	7.88E-02	4.73E-02	3.81E-02	5.42E-02	1.12E-01
ATP2B4_boot.203	6.12E-02	6.73E-02	4.00E-02	2.81E-02	4.19E-02	9.07E-02
ATP2B4_boot.204	7.36E-02	1.04E-01	5.55E-02	5.89E-02	6.33E-02	8.87E-02
ATP2B4_boot.205	7.86E-02	8.16E-02	4.75E-02	3.77E-02	5.45E-02	1.21E-01
ATP2B4_boot.206	7.78E-02	7.77E-02	4.99E-02	3.58E-02	5.87E-02	1.16E-01
ATP2B4_boot.207	7.90E-02	8.51E-02	5.20E-02	4.01E-02	5.92E-02	1.13E-01
ATP2B4_boot.208	5.38E-02	6.66E-02	4.64E-02	3.13E-02	4.16E-02	8.70E-02
ATP2B4_boot.209	7.05E-02	6.87E-02	4.40E-02	2.55E-02	4.65E-02	9.97E-02
ATP2B4_boot.210	7.46E-02	7.67E-02	5.21E-02	3.56E-02	5.63E-02	1.11E-01
ATP2B4_boot.211	7.11E-02	7.02E-02	4.06E-02	2.85E-02	4.64E-02	9.69E-02
ATP2B4_boot.212	7.74E-02	8.77E-02	5.05E-02	5.55E-02	5.08E-02	1.02E-01
ATP2B4_boot.213	8.17E-02	7.50E-02	4.64E-02	5.63E-02	5.84E-02	9.46E-02
ATP2B4_boot.214	8.16E-02	9.14E-02	5.74E-02	4.01E-02	6.66E-02	1.20E-01
ATP2B4_boot.215	7.05E-02	6.95E-02	3.90E-02	3.59E-02	4.25E-02	9.75E-02
ATP2B4_boot.216	6.31E-02	6.59E-02	4.86E-02	2.67E-02	5.08E-02	9.93E-02
ATP2B4_boot.217	7.79E-02	1.11E-01	5.63E-02	4.90E-02	7.92E-02	9.70E-02
ATP2B4_boot.218	6.25E-02	6.60E-02	4.87E-02	3.19E-02	4.82E-02	9.35E-02
ATP2B4_boot.219	8.47E-02	9.68E-02	5.33E-02	5.13E-02	6.63E-02	1.14E-01
ATP2B4_boot.220	8.35E-02	8.74E-02	4.73E-02	3.97E-02	6.15E-02	1.25E-01
ATP2B4_boot.221	7.37E-02	6.73E-02	3.71E-02	2.79E-02	4.16E-02	9.98E-02
ATP2B4_boot.222	7.43E-02	8.21E-02	4.91E-02	3.71E-02	5.83E-02	9.96E-02
ATP2B4_boot.223	7.70E-02	8.95E-02	4.88E-02	5.17E-02	6.22E-02	1.00E-01
ATP2B4_boot.224	7.29E-02	7.43E-02	4.68E-02	3.92E-02	4.49E-02	1.05E-01
ATP2B4_boot.225	7.24E-02	7.81E-02	4.86E-02	4.88E-02	4.66E-02	9.95E-02
ATP2B4_boot.226	7.82E-02	8.77E-02	5.10E-02	4.07E-02	5.89E-02	1.20E-01
