Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
ATP2B4_boot.227	6.58E-02	6.70E-02	4.05E-02	2.56E-02	4.30E-02	9.38E-02
ATP2B4_boot.228	7.89E-02	9.54E-02	5.26E-02	4.09E-02	6.46E-02	1.10E-01
ATP2B4_boot.229	8.02E-02	9.32E-02	5.13E-02	4.20E-02	6.32E-02	1.10E-01
ATP2B4_boot.230	7.49E-02	7.04E-02	5.07E-02	3.44E-02	4.88E-02	1.08E-01
ATP2B4_boot.231	8.10E-02	9.08E-02	4.95E-02	4.88E-02	6.08E-02	1.14E-01
ATP2B4_boot.232	6.91E-02	7.16E-02	4.65E-02	3.24E-02	4.32E-02	1.02E-01
ATP2B4_boot.233	6.28E-02	7.20E-02	4.48E-02	3.14E-02	4.12E-02	9.56E-02
ATP2B4_boot.234	7.17E-02	6.97E-02	4.29E-02	4.51E-02	4.76E-02	9.67E-02
ATP2B4_boot.235	7.48E-02	7.27E-02	4.49E-02	4.56E-02	5.35E-02	1.01E-01
ATP2B4_boot.236	8.61E-02	7.63E-02	4.45E-02	5.38E-02	4.62E-02	1.18E-01
ATP2B4_boot.237	8.89E-02	8.71E-02	4.62E-02	4.37E-02	6.22E-02	1.23E-01
ATP2B4_boot.238	7.25E-02	6.80E-02	4.11E-02	2.94E-02	4.46E-02	1.01E-01
ATP2B4_boot.239	8.13E-02	8.89E-02	5.21E-02	3.76E-02	6.54E-02	1.16E-01
ATP2B4_boot.240	8.24E-02	7.66E-02	5.26E-02	4.49E-02	6.26E-02	9.57E-02
ATP2B4_boot.241	7.77E-02	8.15E-02	4.88E-02	3.76E-02	5.84E-02	1.16E-01
ATP2B4_boot.242	7.13E-02	8.35E-02	4.90E-02	4.38E-02	5.02E-02	1.01E-01
ATP2B4_boot.243	7.92E-02	9.59E-02	5.21E-02	4.86E-02	6.66E-02	1.03E-01
ATP2B4_boot.244	7.73E-02	8.15E-02	4.85E-02	3.87E-02	5.75E-02	1.15E-01
ATP2B4_boot.245	7.24E-02	7.75E-02	4.74E-02	3.43E-02	5.82E-02	9.77E-02
ATP2B4_boot.246	6.59E-02	6.94E-02	4.34E-02	3.85E-02	4.63E-02	9.31E-02
ATP2B4_boot.247	8.02E-02	9.07E-02	5.10E-02	4.10E-02	6.15E-02	1.13E-01
ATP2B4_boot.248	7.73E-02	8.41E-02	5.39E-02	4.20E-02	5.36E-02	1.09E-01
ATP2B4_boot.249	7.76E-02	8.96E-02	5.12E-02	4.07E-02	5.88E-02	1.23E-01
ATP2B4_boot.250	7.48E-02	7.16E-02	4.71E-02	4.10E-02	5.79E-02	9.06E-02
ATP2B4_boot.251	7.76E-02	9.49E-02	5.60E-02	4.03E-02	6.47E-02	1.14E-01
ATP2B4_boot.252	7.66E-02	8.43E-02	4.87E-02	4.55E-02	4.88E-02	1.14E-01
ATP2B4_boot.253	7.52E-02	7.64E-02	5.30E-02	4.22E-02	6.30E-02	9.35E-02
ATP2B4_boot.254	8.61E-02	8.70E-02	4.90E-02	3.85E-02	6.38E-02	1.21E-01
ATP2B4_boot.255	7.43E-02	7.48E-02	4.52E-02	3.30E-02	5.50E-02	1.07E-01
ATP2B4_boot.256	7.82E-02	9.13E-02	5.19E-02	4.47E-02	5.68E-02	1.10E-01
ATP2B4_boot.257	5.98E-02	6.93E-02	4.40E-02	3.20E-02	4.26E-02	9.28E-02
ATP2B4_boot.258	8.04E-02	7.83E-02	4.62E-02	5.94E-02	4.79E-02	1.08E-01
ATP2B4_boot.259	6.83E-02	6.46E-02	4.07E-02	2.45E-02	4.19E-02	9.44E-02
ATP2B4_boot.260	5.95E-02	7.05E-02	4.69E-02	3.11E-02	4.34E-02	9.01E-02
ATP2B4_boot.261	8.28E-02	7.87E-02	4.35E-02	4.99E-02	5.19E-02	1.21E-01
ATP2B4_boot.262	5.44E-02	6.34E-02	4.33E-02	3.67E-02	4.58E-02	8.10E-02
ATP2B4_boot.263	7.09E-02	7.49E-02	5.06E-02	4.25E-02	4.75E-02	9.35E-02
ATP2B4_boot.264	8.10E-02	8.73E-02	4.84E-02	4.41E-02	5.78E-02	1.21E-01
ATP2B4_boot.265	8.08E-02	8.28E-02	4.61E-02	3.97E-02	5.57E-02	1.20E-01
ATP2B4_boot.266	7.93E-02	9.38E-02	5.09E-02	4.94E-02	5.58E-02	1.27E-01
ATP2B4_boot.267	6.70E-02	6.94E-02	4.63E-02	3.06E-02	5.67E-02	1.00E-01
ATP2B4_boot.268	6.42E-02	6.96E-02	4.45E-02	3.15E-02	4.39E-02	9.45E-02
ATP2B4_boot.269	8.52E-02	8.39E-02	5.30E-02	5.94E-02	6.80E-02	9.75E-02
ATP2B4_boot.270	7.41E-02	7.53E-02	4.45E-02	3.66E-02	4.45E-02	1.09E-01
ATP2B4_boot.271	7.42E-02	9.44E-02	4.96E-02	5.42E-02	5.00E-02	1.04E-01
ATP2B4_boot.272	7.60E-02	7.71E-02	4.75E-02	3.73E-02	5.87E-02	1.05E-01
ATP2B4_boot.273	8.11E-02	8.13E-02	5.13E-02	4.50E-02	5.99E-02	1.05E-01
ATP2B4_boot.274	8.34E-02	7.84E-02	4.56E-02	3.69E-02	5.84E-02	1.18E-01
ATP2B4_boot.275	7.20E-02	8.89E-02	5.19E-02	5.15E-02	5.19E-02	9.24E-02
ATP2B4_boot.276	8.71E-02	7.87E-02	4.99E-02	5.15E-02	5.08E-02	1.12E-01
ATP2B4_boot.277	8.40E-02	8.33E-02	4.97E-02	6.78E-02	4.93E-02	1.17E-01
ATP2B4_boot.278	6.77E-02	7.02E-02	4.26E-02	3.65E-02	4.60E-02	9.58E-02
ATP2B4_boot.279	8.68E-02	7.83E-02	4.66E-02	5.69E-02	5.02E-02	1.11E-01
ATP2B4_boot.280	6.66E-02	7.36E-02	4.83E-02	2.92E-02	4.96E-02	1.02E-01
ATP2B4_boot.281	7.03E-02	7.35E-02	4.61E-02	2.83E-02	4.98E-02	9.94E-02
ATP2B4_boot.282	6.35E-02	7.81E-02	4.63E-02	3.70E-02	4.51E-02	1.01E-01
ATP2B4_boot.283	7.82E-02	7.60E-02	4.90E-02	3.26E-02	5.36E-02	1.16E-01
ATP2B4_boot.284	7.81E-02	8.87E-02	4.99E-02	5.63E-02	4.91E-02	1.10E-01
ATP2B4_boot.285	7.73E-02	7.74E-02	4.77E-02	3.68E-02	5.68E-02	1.12E-01
ATP2B4_boot.286	6.24E-02	6.69E-02	4.86E-02	2.58E-02	4.92E-02	9.31E-02
ATP2B4_boot.287	6.95E-02	9.12E-02	5.48E-02	4.65E-02	5.83E-02	8.74E-02
ATP2B4_boot.288	7.30E-02	7.29E-02	5.39E-02	3.12E-02	6.46E-02	9.87E-02
ATP2B4_boot.289	7.59E-02	7.51E-02	4.45E-02	4.45E-02	4.77E-02	1.13E-01
ATP2B4_boot.290	7.48E-02	7.34E-02	4.65E-02	3.15E-02	4.67E-02	1.07E-01
ATP2B4_boot.291	7.11E-02	7.35E-02	4.53E-02	4.22E-02	5.23E-02	9.97E-02
ATP2B4_boot.292	8.80E-02	8.04E-02	4.79E-02	6.24E-02	5.58E-02	1.16E-01
ATP2B4_boot.293	7.80E-02	7.78E-02	4.63E-02	5.27E-02	5.41E-02	1.06E-01
ATP2B4_real	7.54E-02	7.24E-02	4.88E-02	5.09E-02	4.99E-02	9.66E-02
ATP2B4_real.1	7.96E-02	7.54E-02	4.73E-02	5.25E-02	5.29E-02	9.14E-02
ATP2B4_real.2	7.69E-02	7.38E-02	4.75E-02	4.84E-02	6.18E-02	9.06E-02
ATP2B4_real.3	3.91E-02	8.33E-02	1.49E-01	1.88E-02	4.51E-02	5.94E-02
ATP2B4_real.4	5.03E-02	1.12E-01	9.37E-02	1.83E-02	4.82E-02	3.20E-02
ATP2B4_real.5	5.05E-02	1.19E-01	1.10E-01	2.15E-02	5.32E-02	2.88E-02
EXO1_boot	1.16E-02	6.87E-02	6.99E-02	4.54E-03	2.29E-02	4.22E-02
EXO1_boot.1	1.20E-02	6.73E-02	4.99E-02	6.49E-03	2.48E-02	4.46E-02
EXO1_boot.2	9.78E-03	6.86E-02	4.68E-02	6.87E-03	2.30E-02	3.26E-02
EXO1_boot.3	1.08E-02	6.86E-02	5.29E-02	6.11E-03	2.38E-02	4.92E-02
EXO1_boot.4	1.23E-02	6.84E-02	5.29E-02	5.26E-03	2.43E-02	4.47E-02
EXO1_boot.5	1.10E-02	6.83E-02	5.25E-02	8.22E-03	2.53E-02	4.52E-02
EXO1_boot.6	1.03E-02	7.17E-02	6.61E-02	5.16E-03	2.22E-02	6.25E-02
EXO1_boot.7	1.19E-02	6.77E-02	5.66E-02	3.23E-03	2.34E-02	4.72E-02
EXO1_boot.8	1.06E-02	6.93E-02	5.16E-02	9.72E-03	2.47E-02	4.56E-02
EXO1_boot.9	1.17E-02	6.78E-02	4.99E-02	6.03E-03	2.50E-02	4.47E-02
EXO1_boot.10	1.22E-02	6.84E-02	5.30E-02	1.75E-03	2.24E-02	3.73E-02
EXO1_boot.11	9.86E-03	5.04E-02	6.73E-02	2.92E-03	2.16E-02	6.32E-02
EXO1_boot.12	1.06E-02	7.12E-02	5.97E-02	3.43E-03	2.28E-02	6.31E-02
EXO1_boot.13	1.04E-02	6.85E-02	5.14E-02	7.33E-03	2.34E-02	5.39E-02
EXO1_boot.14	1.10E-02	6.80E-02	5.17E-02	6.51E-03	2.44E-02	4.68E-02
EXO1_boot.15	1.11E-02	6.86E-02	5.46E-02	5.79E-03	2.41E-02	4.77E-02
EXO1_boot.16	1.17E-02	6.87E-02	4.99E-02	7.43E-03	2.50E-02	4.46E-02
EXO1_boot.17	1.09E-02	7.20E-02	6.23E-02	4.43E-03	2.28E-02	6.86E-02
EXO1_boot.18	1.34E-02	7.06E-02	6.44E-02	8.10E-03	2.44E-02	4.24E-02
EXO1_boot.19	1.18E-02	7.15E-02	6.24E-02	3.41E-03	2.22E-02	6.84E-02
EXO1_boot.20	9.18E-03	6.77E-02	4.47E-02	6.82E-03	2.27E-02	3.12E-02
EXO1_boot.21	1.08E-02	6.78E-02	5.14E-02	6.74E-03	2.43E-02	4.78E-02
EXO1_boot.22	1.04E-02	6.96E-02	6.93E-02	5.62E-03	2.28E-02	4.08E-02
EXO1_boot.23	9.66E-03	6.71E-02	4.56E-02	7.60E-03	2.46E-02	4.90E-02
EXO1_boot.24	1.13E-02	6.74E-02	4.87E-02	5.76E-03	2.46E-02	4.61E-02
EXO1_boot.25	1.14E-02	6.73E-02	5.39E-02	5.42E-03	2.44E-02	4.72E-02
EXO1_boot.26	1.21E-02	6.82E-02	5.48E-02	5.70E-03	2.35E-02	4.92E-02
EXO1_boot.27	1.07E-02	6.87E-02	4.53E-02	9.05E-03	2.54E-02	4.65E-02
EXO1_boot.28	1.13E-02	6.80E-02	5.30E-02	5.13E-03	2.33E-02	5.22E-02
EXO1_boot.29	1.33E-02	6.92E-02	6.51E-02	5.58E-03	2.32E-02	4.51E-02
EXO1_boot.30	1.30E-02	6.99E-02	5.88E-02	5.26E-03	2.29E-02	6.00E-02
EXO1_boot.31	1.17E-02	6.87E-02	5.09E-02	4.25E-03	2.32E-02	3.25E-02
EXO1_boot.32	1.06E-02	6.83E-02	5.16E-02	7.10E-03	2.39E-02	4.96E-02
EXO1_boot.33	1.02E-02	6.90E-02	6.58E-02	5.79E-03	2.31E-02	4.08E-02
EXO1_boot.34	1.06E-02	6.79E-02	4.85E-02	6.03E-03	2.46E-02	4.74E-02
EXO1_boot.35	1.13E-02	6.73E-02	5.56E-02	3.08E-03	2.29E-02	4.98E-02
EXO1_boot.36	1.04E-02	6.79E-02	4.98E-02	7.29E-03	2.48E-02	4.76E-02
EXO1_boot.37	1.26E-02	6.90E-02	4.85E-02	8.54E-03	2.53E-02	4.37E-02
EXO1_boot.38	9.63E-03	6.84E-02	4.47E-02	5.74E-03	2.39E-02	3.11E-02
EXO1_boot.39	1.15E-02	6.78E-02	5.33E-02	6.78E-03	2.43E-02	4.67E-02
EXO1_boot.40	1.08E-02	6.83E-02	5.10E-02	6.61E-03	2.40E-02	4.80E-02
EXO1_boot.41	1.18E-02	6.86E-02	5.80E-02	6.50E-03	2.37E-02	4.41E-02
EXO1_boot.42	1.02E-02	6.90E-02	6.16E-02	7.53E-03	2.33E-02	4.67E-02
EXO1_boot.43	1.25E-02	7.00E-02	7.32E-02	3.75E-03	2.26E-02	3.79E-02
EXO1_boot.44	1.33E-02	6.83E-02	4.45E-02	8.18E-03	2.59E-02	4.31E-02
EXO1_boot.45	1.30E-02	6.90E-02	7.31E-02	6.87E-03	2.32E-02	3.59E-02
EXO1_boot.46	1.49E-02	6.92E-02	6.09E-02	6.82E-03	2.33E-02	4.06E-02
EXO1_boot.47	1.55E-02	7.07E-02	7.49E-02	4.31E-03	2.39E-02	3.45E-02
EXO1_boot.48	1.57E-02	6.99E-02	6.10E-02	3.35E-03	2.32E-02	4.67E-02
EXO1_boot.49	1.42E-02	6.84E-02	5.00E-02	6.79E-03	2.53E-02	4.27E-02
EXO1_boot.50	1.41E-02	6.82E-02	5.78E-02	4.52E-03	2.38E-02	4.34E-02
EXO1_boot.51	1.36E-02	6.87E-02	6.68E-02	5.94E-03	2.36E-02	4.03E-02
EXO1_boot.52	1.47E-02	6.84E-02	5.68E-02	5.69E-03	2.42E-02	4.18E-02
EXO1_boot.53	1.57E-02	6.90E-02	5.55E-02	4.27E-03	2.51E-02	4.11E-02
EXO1_boot.54	1.45E-02	6.90E-02	4.67E-02	7.77E-03	2.58E-02	4.26E-02
EXO1_boot.55	1.66E-02	6.99E-02	6.14E-02	3.57E-03	2.47E-02	3.93E-02
EXO1_boot.56	1.21E-02	6.88E-02	6.90E-02	6.31E-03	2.26E-02	4.26E-02
EXO1_boot.57	1.37E-02	6.95E-02	5.61E-02	8.17E-03	2.42E-02	4.24E-02
EXO1_boot.58	1.27E-02	6.76E-02	5.39E-02	5.87E-03	2.38E-02	4.69E-02
EXO1_boot.59	1.42E-02	6.76E-02	6.53E-02	4.66E-03	2.34E-02	3.80E-02
EXO1_boot.60	1.26E-02	6.71E-02	5.32E-02	4.38E-03	2.33E-02	5.16E-02
EXO1_boot.61	1.47E-02	6.94E-02	6.66E-02	3.83E-03	2.39E-02	3.86E-02
EXO1_boot.62	1.30E-02	6.76E-02	5.25E-02	6.86E-03	2.40E-02	4.47E-02
EXO1_boot.63	1.53E-02	6.93E-02	5.90E-02	5.39E-03	2.46E-02	4.04E-02
EXO1_boot.64	1.51E-02	6.93E-02	5.09E-02	8.37E-03	2.56E-02	4.21E-02
EXO1_boot.65	1.23E-02	6.91E-02	6.82E-02	6.46E-03	2.34E-02	4.19E-02
EXO1_boot.66	1.30E-02	6.86E-02	5.23E-02	8.60E-03	2.44E-02	4.33E-02
EXO1_boot.67	1.36E-02	6.92E-02	6.43E-02	7.25E-03	2.40E-02	4.07E-02
EXO1_boot.68	1.55E-02	6.87E-02	5.26E-02	6.66E-03	2.53E-02	4.12E-02
EXO1_boot.69	1.45E-02	6.90E-02	7.20E-02	6.66E-03	2.34E-02	3.62E-02
EXO1_boot.70	1.38E-02	6.86E-02	5.64E-02	7.92E-03	2.43E-02	4.28E-02
EXO1_boot.71	1.56E-02	6.87E-02	5.35E-02	5.69E-03	2.49E-02	4.11E-02
EXO1_boot.72	1.20E-02	6.74E-02	5.36E-02	6.35E-03	2.38E-02	4.78E-02
EXO1_boot.73	1.23E-02	6.77E-02	5.36E-02	4.60E-03	2.37E-02	4.93E-02
EXO1_boot.74	1.37E-02	6.75E-02	5.65E-02	4.17E-03	2.33E-02	4.67E-02
EXO1_boot.75	1.45E-02	7.00E-02	5.76E-02	6.40E-03	2.31E-02	3.88E-02
EXO1_boot.76	1.37E-02	6.75E-02	4.65E-02	7.85E-03	2.52E-02	4.31E-02
EXO1_boot.77	1.33E-02	6.90E-02	6.09E-02	6.26E-03	2.34E-02	4.46E-02
EXO1_boot.78	1.42E-02	6.94E-02	5.72E-02	4.73E-03	2.26E-02	3.96E-02
EXO1_boot.79	1.21E-02	6.83E-02	6.94E-02	6.33E-03	2.33E-02	3.84E-02
EXO1_boot.80	1.47E-02	6.98E-02	6.11E-02	5.37E-03	2.39E-02	4.56E-02
EXO1_boot.81	1.44E-02	6.88E-02	6.29E-02	5.58E-03	2.36E-02	4.13E-02
EXO1_boot.82	1.43E-02	6.83E-02	6.45E-02	4.39E-03	2.36E-02	4.06E-02
EXO1_boot.83	1.37E-02	6.93E-02	6.29E-02	8.28E-03	2.38E-02	4.00E-02
EXO1_boot.84	1.51E-02	6.90E-02	6.03E-02	6.77E-03	2.39E-02	4.06E-02
EXO1_boot.85	1.44E-02	6.85E-02	5.97E-02	5.20E-03	2.41E-02	4.12E-02
EXO1_real	1.09E-02	6.81E-02	6.01E-02	6.09E-03	2.36E-02	4.52E-02
EXO1_real.1	1.43E-02	6.84E-02	5.98E-02	6.28E-03	2.40E-02	4.16E-02
RNF168_boot	1.57E-02	7.20E-02	5.92E-02	1.39E-02	2.73E-02	4.21E-02
RNF168_boot.1	1.66E-02	7.21E-02	7.35E-02	1.11E-02	2.46E-02	3.58E-02
RNF168_boot.2	1.53E-02	6.88E-02	4.42E-02	1.26E-02	2.79E-02	4.17E-02
RNF168_boot.3	1.37E-02	7.33E-02	4.98E-02	1.36E-02	2.85E-02	4.17E-02
RNF168_boot.4	1.61E-02	7.10E-02	4.89E-02	1.54E-02	3.03E-02	4.29E-02
RNF168_boot.5	1.56E-02	6.84E-02	5.23E-02	1.23E-02	2.50E-02	4.23E-02
RNF168_boot.6	1.82E-02	7.01E-02	5.11E-02	9.64E-03	2.73E-02	4.23E-02
RNF168_boot.7	3.84E-02	6.76E-02	3.80E-02	7.91E-02	4.08E-02	2.76E-02
RNF168_boot.8	3.62E-03	7.95E-02	7.10E-02	7.73E-02	6.02E-02	7.89E-02
RNF168_boot.9	1.00E-26	8.49E-02	3.86E-02	9.74E-02	4.29E-27	5.82E-02
RNF168_boot.10	2.17E-03	1.09E-01	5.80E-02	7.40E-02	5.55E-02	5.30E-02
RNF168_boot.11	1.00E-26	7.33E-02	3.74E-02	9.00E-02	5.71E-27	7.76E-02
RNF168_boot.12	5.02E-03	9.17E-02	6.76E-02	7.83E-02	6.14E-02	5.99E-02
RNF168_boot.13	1.14E-01	6.17E-02	3.19E-02	1.38E-01	1.66E-02	6.22E-02
RNF168_boot.14	1.16E-01	6.46E-02	3.46E-02	1.39E-01	1.69E-02	6.77E-02
RNF168_boot.15	1.69E-03	7.76E-02	6.29E-02	7.22E-02	5.80E-02	9.68E-02
RNF168_boot.16	1.20E-11	7.81E-02	3.60E-02	8.87E-02	6.54E-27	6.42E-02
RNF168_boot.17	3.86E-03	7.73E-02	5.59E-02	7.42E-02	5.63E-02	8.81E-02
RNF168_boot.18	1.05E-01	6.81E-02	3.62E-02	1.31E-01	1.75E-02	6.67E-02
RNF168_boot.19	1.01E-26	8.06E-02	3.97E-02	8.90E-02	5.08E-27	6.35E-02
RNF168_boot.20	6.45E-28	1.54E-01	5.75E-02	7.16E-02	4.59E-02	4.80E-02
RNF168_boot.21	4.93E-04	7.96E-02	4.19E-02	8.70E-02	2.44E-27	6.41E-02
RNF168_boot.22	5.40E-28	7.71E-02	3.83E-02	1.01E-01	3.98E-27	6.20E-02
RNF168_boot.23	8.60E-02	1.19E-01	3.54E-02	1.22E-01	1.82E-02	7.09E-02
RNF168_boot.24	8.43E-04	7.93E-02	6.74E-02	7.28E-02	5.44E-02	9.41E-02
RNF168_boot.25	1.75E-03	7.92E-02	5.77E-02	7.68E-02	5.55E-02	9.15E-02
RNF168_boot.26	9.32E-02	7.55E-02	1.19E-01	1.43E-01	1.71E-02	5.72E-02
RNF168_boot.27	5.47E-03	7.72E-02	6.28E-02	7.55E-02	5.80E-02	8.19E-02
RNF168_boot.28	6.63E-02	9.86E-02	3.65E-02	1.14E-01	4.04E-02	6.40E-02
RNF168_boot.29	5.58E-03	8.51E-02	6.50E-02	7.95E-02	6.23E-02	6.07E-02
RNF168_boot.30	2.32E-03	7.87E-02	6.45E-02	7.52E-02	5.65E-02	8.72E-02
RNF168_boot.31	1.00E-26	7.90E-02	3.78E-02	1.49E-01	5.24E-27	5.52E-02
RNF168_boot.32	1.31E-03	7.92E-02	6.20E-02	7.15E-02	5.81E-02	1.03E-01
RNF168_boot.33	2.75E-02	6.49E-02	8.38E-02	1.02E-01	4.18E-02	1.95E-02
RNF168_boot.34	3.77E-02	7.50E-02	8.45E-02	9.04E-02	4.48E-02	3.40E-02
RNF168_boot.35	2.35E-03	7.89E-02	6.15E-02	7.51E-02	5.54E-02	9.04E-02
RNF168_boot.36	0.00E+00	8.10E-02	6.19E-02	7.54E-02	5.38E-02	9.65E-02
RNF168_boot.37	2.81E-02	6.60E-02	7.64E-02	8.27E-02	3.76E-02	3.15E-02
RNF168_boot.38	1.00E-26	8.38E-02	6.87E-02	7.07E-02	6.04E-02	1.11E-01
RNF168_boot.39	7.05E-03	8.20E-02	5.82E-02	8.34E-02	6.44E-02	6.34E-02
RNF168_boot.40	4.37E-02	7.43E-02	8.59E-02	9.74E-02	4.48E-02	3.54E-02
RNF168_boot.41	3.06E-02	6.66E-02	8.74E-02	8.19E-02	3.73E-02	3.16E-02
RNF168_boot.42	5.91E-03	7.65E-02	6.46E-02	7.43E-02	5.85E-02	7.98E-02
RNF168_boot.43	3.70E-02	6.98E-02	8.12E-02	9.18E-02	4.12E-02	3.02E-02
RNF168_boot.44	3.11E-20	7.77E-02	3.82E-02	1.47E-01	4.45E-27	4.58E-02
RNF168_boot.45	3.05E-120	8.04E-02	6.60E-02	7.54E-02	5.65E-02	9.15E-02
RNF168_boot.46	2.96E-03	7.89E-02	6.54E-02	7.91E-02	5.94E-02	7.84E-02
RNF168_boot.47	1.02E-01	1.12E-01	3.74E-02	1.32E-01	1.35E-02	9.06E-02
RNF168_boot.48	4.27E-03	1.21E-01	6.45E-02	7.40E-02	5.66E-02	5.14E-02
RNF168_boot.49	6.78E-28	1.34E-01	6.01E-02	7.29E-02	5.26E-02	5.22E-02
RNF168_boot.50	3.99E-04	8.51E-02	4.16E-02	8.75E-02	2.42E-27	6.51E-02
RNF168_boot.51	3.21E-02	6.89E-02	3.75E-02	9.66E-02	3.65E-02	3.34E-02
RNF168_boot.52	6.17E-28	1.45E-01	5.87E-02	7.18E-02	4.63E-02	5.10E-02
RNF168_boot.53	1.00E-26	8.40E-02	3.86E-02	1.02E-01	4.52E-27	6.80E-02
RNF168_boot.54	1.38E-01	6.31E-02	3.07E-02	1.66E-01	1.65E-02	6.02E-02
RNF168_boot.55	9.96E-27	1.04E-01	6.50E-02	1.09E-01	8.58E-02	1.21E-01
RNF168_boot.56	1.10E-01	6.95E-02	4.18E-02	1.37E-01	1.65E-02	6.33E-02
RNF168_boot.57	1.00E-26	1.17E-01	6.27E-02	1.03E-01	6.84E-02	1.19E-01
RNF168_boot.58	1.04E-26	7.96E-02	3.14E-02	1.55E-01	4.35E-27	3.86E-02
RNF168_boot.59	1.00E-26	8.29E-02	3.91E-02	1.05E-01	3.41E-27	6.74E-02
RNF168_boot.60	1.00E-26	7.36E-02	3.80E-02	1.02E-01	4.76E-27	8.25E-02
RNF168_boot.61	1.42E-01	5.96E-02	5.32E-02	1.82E-01	9.89E-03	4.94E-02
RNF168_boot.62	1.00E-26	1.88E-01	7.06E-02	7.16E-02	5.72E-02	5.19E-02
RNF168_boot.63	1.33E-26	8.06E-02	3.93E-02	1.44E-01	1.02E-26	6.24E-02
RNF168_boot.64	1.00E-26	8.50E-02	6.97E-02	7.35E-02	5.23E-02	1.02E-01
RNF168_boot.65	1.49E-01	5.83E-02	3.89E-02	1.76E-01	1.75E-02	5.30E-02
RNF168_boot.66	0.00E+00	1.49E-01	6.85E-02	7.49E-02	5.37E-02	4.74E-02
RNF168_boot.67	1.25E-01	6.47E-02	3.73E-02	1.49E-01	1.68E-02	6.02E-02
RNF168_boot.68	1.23E-01	6.93E-02	3.99E-02	1.52E-01	1.79E-02	6.19E-02
RNF168_boot.69	2.82E-02	6.76E-02	8.86E-02	8.39E-02	3.26E-02	3.01E-02
RNF168_boot.70	1.00E-26	8.54E-02	6.91E-02	7.27E-02	5.64E-02	1.08E-01
RNF168_boot.71	2.16E-02	7.26E-02	8.23E-02	1.13E-01	4.53E-02	6.29E-02
RNF168_boot.72	2.72E-02	6.60E-02	9.37E-02	8.60E-02	2.92E-02	2.91E-02
RNF168_boot.73	1.00E-26	8.25E-02	4.07E-02	1.62E-01	3.62E-27	4.06E-02
RNF168_boot.74	2.36E-02	6.80E-02	7.44E-02	9.98E-02	4.30E-02	2.32E-02
RNF168_boot.75	1.00E-26	7.58E-02	3.90E-02	9.59E-02	4.26E-27	7.22E-02
RNF168_boot.76	2.98E-03	7.81E-02	6.44E-02	7.32E-02	5.47E-02	9.10E-02
RNF168_boot.77	1.48E-01	6.22E-02	3.77E-02	1.68E-01	1.53E-02	5.02E-02
RNF168_boot.78	9.94E-27	7.92E-02	3.58E-02	1.33E-01	4.54E-27	6.51E-02
RNF168_boot.79	1.00E-26	8.54E-02	7.21E-02	7.45E-02	5.39E-02	1.03E-01
RNF168_boot.80	2.80E-02	6.25E-02	4.09E-02	9.31E-02	4.36E-02	2.99E-02
RNF168_boot.81	9.94E-27	1.06E-01	3.87E-02	1.11E-01	1.02E-26	5.83E-02
RNF168_boot.82	1.14E-01	7.31E-02	3.76E-02	1.44E-01	1.62E-02	5.75E-02
RNF168_boot.83	1.38E-01	6.45E-02	3.65E-02	1.61E-01	1.57E-02	5.72E-02
RNF168_boot.84	2.85E-27	7.21E-02	3.69E-02	1.05E-01	5.87E-27	6.34E-02
RNF168_boot.85	1.46E-01	6.24E-02	4.22E-02	1.89E-01	9.93E-03	4.99E-02
RNF168_boot.86	1.00E-26	7.90E-02	5.95E-02	7.09E-02	5.55E-02	1.04E-01
RNF168_boot.87	1.41E-01	5.99E-02	5.54E-03	1.95E-01	9.97E-03	4.63E-02
RNF168_boot.88	1.00E-26	9.21E-02	6.83E-02	6.99E-02	7.24E-02	1.20E-01
RNF168_boot.89	1.01E-26	1.04E-01	6.40E-02	1.04E-01	7.43E-02	1.20E-01
RNF168_boot.90	1.08E-01	6.81E-02	4.22E-02	1.40E-01	1.70E-02	6.25E-02
RNF168_boot.91	4.71E-03	1.03E-01	6.72E-02	7.83E-02	5.97E-02	5.45E-02
RNF168_boot.92	9.23E-37	8.12E-02	4.77E-02	9.64E-02	4.34E-27	6.79E-02
RNF168_boot.93	1.14E-01	7.47E-02	5.71E-02	1.40E-01	1.72E-02	6.25E-02
RNF168_boot.94	2.36E-02	6.73E-02	7.65E-02	9.58E-02	4.41E-02	2.09E-02
RNF168_boot.95	2.58E-02	6.97E-02	7.27E-02	9.98E-02	3.77E-02	2.28E-02
RNF168_boot.96	2.13E-02	6.14E-02	7.84E-02	9.95E-02	4.54E-02	1.22E-26
RNF168_boot.97	1.00E-26	8.35E-02	6.18E-02	7.49E-02	5.49E-02	1.08E-01
RNF168_boot.98	1.31E-01	7.10E-02	3.66E-02	1.56E-01	1.55E-02	5.40E-02
RNF168_boot.99	3.66E-03	7.99E-02	6.76E-02	7.86E-02	5.88E-02	8.26E-02
RNF168_boot.100	1.00E-26	8.90E-02	3.95E-02	1.25E-01	5.26E-27	5.92E-02
RNF168_boot.101	1.57E-01	5.80E-02	3.96E-02	1.84E-01	1.57E-02	4.53E-02
RNF168_boot.102	2.11E-01	6.19E-02	9.44E-02	1.01E-26	6.68E-02	4.62E-02
RNF168_boot.103	1.90E-01	1.07E-01	4.07E-03	2.24E-02	1.87E-02	1.54E-01
