Signatures	Stability	Total Mutations
SBS96A	0.10992587330464436	276
SBS96B	0.8967061700612657	205
SBS96C	0.3351305275018422	202
SBS96D	-0.058225409061295405	147
SBS96E	0.948246593273781	141
SBS96F	0.3308682652819277	82
SBS96G	0.29701459741972747	61
SBS96H	0.21567598223302892	52
SBS96I	0.4207247431922859	28
