Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_multinomial_train_fold1.30	999.9999999999983	0.765	761.198	76.12%	268.972	67.33%	0.43482	0.753
UNG_multinomial_train_fold1.45	999.9999999999975	0.904	555.167	55.517%	85.073	42.769%	0.33068	0.868
UNG_multinomial_train_fold1.46	999.9999999999977	0.904	524.958	52.496%	85.085	42.963%	0.29716	0.868
OGG1_multinomial_train_fold1.31	999.9999999999984	0.748	852.241	85.224%	294.26	69.599%	0.51286	0.738
OGG1_multinomial_train_fold1.32	999.9999999999984	0.749	795.67	79.567%	277.589	68.835%	0.47329	0.735
UNG_multinomial_train_fold1.47	999.9999999999973	0.907	571.044	57.104%	94.976	42.682%	0.31085	0.881
OGG1_multinomial_train_fold1.33	999.9999999999985	0.785	770.308	77.031%	241.998	64.497%	0.42	0.771
UNG_multinomial_train_fold1.48	999.9999999999973	0.9	562.289	56.229%	95.297	44.208%	0.31491	0.87
OGG1_multinomial_train_fold1.34	999.9999999999983	0.766	785.885	78.589%	270.485	67.307%	0.45369	0.755
UNG_multinomial_train_fold1.49	999.9999999999978	0.918	511.043	51.104%	84.144	39.752%	0.32877	0.893
OGG1_multinomial_train_fold1.35	999.9999999999983	0.785	750.021	75.002%	257.196	65.319%	0.43665	0.775
OGG1_multinomial_train_fold1.36	999.9999999999982	0.785	730.924	73.092%	251.564	65.055%	0.41328	0.773
OGG1_multinomial_train_fold1.37	999.9999999999984	0.786	753.262	75.326%	251.488	64.975%	0.41339	0.774
UNG_multinomial_train_fold1.50	999.9999999999973	0.913	533.345	53.335%	85.457	41.539%	0.29183	0.884
UNG_multinomial_train_fold1.51	999.9999999999977	0.919	510.003	51.0%	81.944	40.031%	0.27272	0.892
OGG1_multinomial_train_fold1.38	999.9999999999984	0.765	807.846	80.785%	262.644	67.038%	0.47605	0.751
OGG1_multinomial_train_fold1.39	999.9999999999982	0.771	810.419	81.042%	265.138	66.707%	0.4703	0.76
UNG_multinomial_train_fold1.52	999.9999999999976	0.882	614.966	61.497%	97.629	47.466%	0.35571	0.84
OGG1_multinomial_train_fold1.40	999.9999999999985	0.766	793.194	79.319%	270.61	67.358%	0.46436	0.754
UNG_multinomial_train_fold1.53	999.9999999999975	0.908	581.176	58.118%	90.586	42.821%	0.31166	0.881
OGG1_multinomial_train_fold1.41	999.9999999999978	0.755	818.567	81.857%	281.92	68.65%	0.47566	0.743
UNG_multinomial_train_fold1.54	999.9999999999968	0.895	578.159	57.816%	97.501	45.302%	0.29492	0.864
UNG_multinomial_train_fold1.55	999.9999999999972	0.882	550.76	55.076%	102.163	47.459%	0.32951	0.845
