Signatures,Stability (Avg Silhouette),Minimum Stability,Considerable Solution,P-value,Matrix Frobenius%,Mean Sample L1%,Maximum Sample L1%,Mean Sample L2%,Maximum Sample L2%,Mean Sample KL,Maximum Sample KL,Mean Cosine Distance,Max Cosine Distance,Mean Correlation,Minimum Correlation
9*,0.54,-0.76,YES,Most Stab Sigs,23.55%,26.8%,74.1%,21.57%,57.96,0.1458,0.5975,0.035,0.185,0.944,0.655
