Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_multinomial_train_fold1.82	0.9999999999999968	0.97	0.413	41.3%	0.064	24.438%	0.23871	0.965
ATP2B4_multinomial_train_fold1.83	0.9999999999999971	0.976	0.415	41.5%	0.059	22.908%	0.23014	0.972
ATP2B4_multinomial_train_fold1.84	0.9999999999999971	0.929	0.528	52.8%	0.099	37.532%	0.30658	0.916
ATP2B4_multinomial_train_fold1.85	0.9999999999999969	0.975	0.375	37.5%	0.055	22.739%	0.22967	0.97
ATP2B4_multinomial_train_fold1.86	0.9999999999999972	0.959	0.424	42.4%	0.076	28.999%	0.23487	0.952
ATP2B4_multinomial_train_fold1.87	0.9999999999999971	0.96	0.449	44.9%	0.07	28.312%	0.275	0.951
ATP2B4_multinomial_train_fold1.88	0.9999999999999971	0.975	0.402	40.2%	0.063	22.704%	0.25766	0.971
ATP2B4_multinomial_train_fold1.89	0.9999999999999967	0.97	0.43	43.0%	0.067	24.848%	0.23704	0.964
ATP2B4_multinomial_train_fold1.90	0.9999999999999977	0.968	0.456	45.6%	0.066	26.074%	0.28192	0.962
ATP2B4_multinomial_train_fold1.91	0.9999999999999974	0.963	0.453	45.3%	0.069	27.066%	0.2564	0.956
ATP2B4_multinomial_train_fold1.92	0.9999999999999967	0.971	0.418	41.8%	0.06	23.991%	0.25292	0.965
ATP2B4_multinomial_train_fold1.93	0.9999999999999973	0.965	0.452	45.2%	0.064	26.453%	0.25907	0.957
ATP2B4_multinomial_train_fold1.94	0.9999999999999976	0.915	0.518	51.8%	0.104	41.042%	0.2781	0.899
ATP2B4_multinomial_train_fold1.95	0.9999999999999974	0.982	0.346	34.6%	0.054	18.98%	0.23789	0.979
ATP2B4_multinomial_train_fold1.96	0.999999999999997	0.983	0.37	37.0%	0.05	18.781%	0.23345	0.98
ATP2B4_multinomial_train_fold1.97	0.9999999999999972	0.961	0.406	40.6%	0.07	27.939%	0.22387	0.953
PMS1_multinomial_train_fold1	0.9999999999999977	0.908	0.557	55.7%	0.097	41.958%	0.34898	0.884
MSH6_multinomial_train_fold1	0.9999999999999967	0.984	0.211	21.1%	0.034	17.952%	0.06578	0.978
MSH6_multinomial_train_fold1.1	0.9999999999999991	0.99	0.169	16.9%	0.027	14.263%	0.03739	0.986
MLH1_multinomial_train_fold1	0.9999999999999961	0.983	0.202	20.2%	0.033	18.168%	0.04897	0.976
MLH1_multinomial_train_fold1.1	0.9999999999999958	0.985	0.206	20.6%	0.031	17.471%	0.05602	0.978
PMS2_multinomial_train_fold1	0.9999999999999956	0.869	0.53	53.0%	0.079	49.329%	0.23528	0.766
MLH1_multinomial_train_fold1.2	0.999999999999996	0.987	0.196	19.6%	0.029	16.257%	0.05281	0.98
MSH6_multinomial_train_fold1.2	0.9999999999999961	0.984	0.217	21.7%	0.034	18.301%	0.05554	0.976
PMS1_multinomial_train_fold1.1	0.9999999999999979	0.928	0.477	47.7%	0.084	37.083%	0.31978	0.909
MSH6_multinomial_train_fold1.3	0.9999999999999989	0.991	0.164	16.4%	0.025	13.473%	0.03728	0.987
PMS1_multinomial_train_fold1.2	0.9999999999999976	0.895	0.501	50.1%	0.111	44.697%	0.35049	0.872
PMS2_multinomial_train_fold1.1	0.9999999999999957	0.864	0.536	53.6%	0.081	50.535%	0.25629	0.757
PMS1_multinomial_train_fold1.3	0.9999999999999972	0.904	0.528	52.8%	0.1	42.834%	0.33583	0.879
MLH1_multinomial_train_fold1.3	0.9999999999999959	0.986	0.202	20.2%	0.03	16.735%	0.04827	0.979
MSH6_multinomial_train_fold1.4	0.9999999999999989	0.992	0.158	15.8%	0.024	12.697%	0.03546	0.989
MSH6_multinomial_train_fold1.5	0.999999999999999	0.995	0.134	13.4%	0.018	9.881%	0.03929	0.993
MSH6_multinomial_train_fold1.6	0.999999999999999	0.982	0.214	21.4%	0.038	19.284%	0.05209	0.976
MSH6_multinomial_train_fold1.7	0.9999999999999968	0.987	0.175	17.5%	0.03	16.106%	0.05282	0.981
MSH6_multinomial_train_fold1.8	0.9999999999999969	0.981	0.231	23.1%	0.036	19.404%	0.07065	0.972
MSH6_multinomial_train_fold1.9	0.9999999999999967	0.98	0.241	24.1%	0.038	19.722%	0.07006	0.973
MSH6_multinomial_train_fold1.10	0.9999999999999966	0.987	0.188	18.8%	0.031	16.043%	0.05743	0.982
MSH6_multinomial_train_fold1.11	0.9999999999999989	0.989	0.174	17.4%	0.028	14.844%	0.04774	0.984
PMS2_multinomial_train_fold1.2	0.9999999999999956	0.853	0.56	56.0%	0.086	51.936%	0.25504	0.749
PMS2_multinomial_train_fold1.3	0.999999999999996	0.834	0.587	58.7%	0.089	54.975%	0.29603	0.703
MSH6_multinomial_train_fold1.12	0.9999999999999964	0.985	0.201	20.1%	0.032	17.19%	0.05304	0.979
PMS1_multinomial_train_fold1.4	0.9999999999999973	0.923	0.49	49.0%	0.091	38.505%	0.30559	0.904
MLH1_multinomial_train_fold1.4	0.9999999999999961	0.981	0.218	21.8%	0.034	19.15%	0.05491	0.972
PMS1_multinomial_train_fold1.5	0.9999999999999977	0.885	0.511	51.1%	0.113	46.515%	0.35248	0.859
PMS2_multinomial_train_fold1.4	0.9999999999999953	0.847	0.549	54.9%	0.085	53.136%	0.25647	0.724
PMS1_multinomial_train_fold1.6	0.9999999999999981	0.911	0.527	52.7%	0.097	41.479%	0.36301	0.889
MLH1_multinomial_train_fold1.5	0.9999999999999961	0.982	0.217	21.7%	0.033	18.987%	0.05646	0.973
MSH6_multinomial_train_fold1.13	0.9999999999999988	0.991	0.163	16.3%	0.024	12.917%	0.04495	0.988
PMS2_multinomial_train_fold1.5	0.9999999999999959	0.846	0.557	55.7%	0.085	53.318%	0.25097	0.72
PMS1_multinomial_train_fold1.7	0.9999999999999977	0.911	0.508	50.8%	0.1	41.577%	0.32849	0.891
MLH1_multinomial_train_fold1.6	0.9999999999999964	0.973	0.259	25.9%	0.041	22.918%	0.06576	0.96
MSH6_multinomial_train_fold1.14	0.9999999999999967	0.985	0.192	19.2%	0.033	17.448%	0.05533	0.978
MSH6_multinomial_train_fold1.15	0.999999999999999	0.987	0.19	19.0%	0.032	16.296%	0.04351	0.983
PMS1_multinomial_train_fold1.8	0.9999999999999974	0.909	0.569	56.9%	0.102	41.679%	0.35642	0.889
PMS2_multinomial_train_fold1.6	0.9999999999999957	0.879	0.493	49.3%	0.077	47.689%	0.21722	0.788
