Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R
STAD_TCGA-BR-4267	3	3	5	7	7	1	0	5	11	3	0	1	1	13	0	11	18	18
STAD_TCGA-BR-4279	3	4	10	14	5	3	0	0	3	4	0	4	4	1	0	1	1	4
STAD_TCGA-BR-4280	0	117	14	81	77	83	80	3	38	65	19	129	0	1	4	56	0	5
STAD_TCGA-BR-4292	3	265	95	369	362	63	69	0	89	69	0	88	8	0	0	15	0	1
STAD_TCGA-BR-4294	0	5	0	0	0	4	0	0	4	2	0	0	3	0	8	0	13	0
STAD_TCGA-BR-4357	5	6	13	17	11	17	10	6	10	0	10	20	16	53	8	61	28	28
STAD_TCGA-BR-4361	13	236	66	319	224	351	124	6	229	906	0	287	50	10	24	31	0	65
STAD_TCGA-BR-4362	10	241	45	303	285	115	87	0	84	220	15	141	7	0	0	135	0	21
STAD_TCGA-BR-4363	2	76	29	81	103	50	43	0	68	50	4	63	0	0	0	15	0	2
STAD_TCGA-BR-4366	2	13	4	24	21	11	1	1	5	4	1	10	23	17	0	18	16	8
STAD_TCGA-BR-4368	6	207	52	250	235	149	82	0	184	102	0	116	32	7	0	12	0	0
STAD_TCGA-BR-4369	7	19	13	17	19	9	2	1	5	0	0	0	7	16	24	77	10	7
STAD_TCGA-BR-4370	9	210	90	228	283	71	75	0	105	42	0	60	27	4	0	13	0	5
STAD_TCGA-BR-4371	5	26	16	44	38	9	0	1	0	0	0	7	13	11	9	12	11	1
STAD_TCGA-BR-6452	41	583	126	338	377	826	340	2	355	1238	193	564	141	31	27	140	0	805
STAD_TCGA-BR-6453	0	18	4	13	24	3	3	2	2	6	0	3	8	2	15	116	7	0
STAD_TCGA-BR-6454	8	8	7	18	12	16	5	0	6	9	2	0	3	12	7	25	22	19
STAD_TCGA-BR-6455	0	21	5	14	18	0	2	0	6	1	0	9	27	4	0	0	7	1
STAD_TCGA-BR-6456	2	0	0	12	2	3	0	0	1	3	2	3	3	2	1	2	9	2
STAD_TCGA-BR-6457	7	8	6	20	18	0	0	3	3	5	0	5	12	5	0	26	17	6
STAD_TCGA-BR-6458	2	18	9	10	33	1	0	11	10	3	9	2	7	7	10	229	14	0
STAD_TCGA-BR-6563	4	10	4	8	22	6	0	7	0	4	0	4	0	0	3	8	3	3
STAD_TCGA-BR-6564	1	4	6	6	0	4	0	1	0	0	3	1	1	6	0	0	5	3
STAD_TCGA-BR-6565	5	10	14	9	16	13	0	2	11	5	6	16	13	16	0	6	23	11
STAD_TCGA-BR-6566	10	165	40	137	132	111	120	0	70	91	7	110	14	0	0	41	0	0
STAD_TCGA-BR-6705	1	6	5	15	21	5	0	0	0	3	5	3	4	8	4	23	4	9
STAD_TCGA-BR-6706	1	10	8	2	17	3	1	26	0	9	0	22	15	1	4	115	0	9
STAD_TCGA-BR-6707	3	12	5	3	25	0	0	0	1	1	0	4	8	4	4	0	14	6
STAD_TCGA-BR-6709	1	6	2	0	0	0	0	0	10	1	0	8	11	6	0	6	1	1
STAD_TCGA-BR-6801	0	2	5	20	8	0	0	0	6	3	0	0	8	3	6	0	0	0
STAD_TCGA-BR-6802	2	139	17	70	40	100	23	0	9	25	32	44	0	1	0	11	0	11
STAD_TCGA-BR-6803	0	1	1	0	4	0	0	2	0	1	2	0	2	1	0	0	5	0
STAD_TCGA-BR-6852	6	217	44	162	133	157	75	0	64	60	71	128	5	0	0	39	0	11
STAD_TCGA-BR-7196	1	4	0	16	5	9	0	0	4	0	8	0	10	5	2	5	8	9
STAD_TCGA-BR-7197	1	17	15	44	24	1	1	5	0	1	3	4	24	4	10	62	0	8
STAD_TCGA-BR-7703	12	109	33	148	132	45	50	0	84	34	2	78	26	9	0	15	0	0
STAD_TCGA-BR-7704	14	9	8	34	14	10	4	9	13	5	16	19	21	44	29	83	59	58
STAD_TCGA-BR-7707	10	233	62	274	220	145	113	0	97	151	0	146	21	0	0	56	0	0
STAD_TCGA-BR-7715	1	18	14	24	18	0	4	12	9	7	2	7	15	3	4	15	14	0
STAD_TCGA-BR-7716	12	5	4	12	5	6	7	5	11	0	1	6	1	57	21	13	16	13
STAD_TCGA-BR-7717	0	18	10	24	28	6	2	0	4	6	0	6	7	7	10	28	10	12
STAD_TCGA-BR-7722	0	7	4	21	2	0	0	2	2	4	0	1	5	2	4	0	1	3
STAD_TCGA-BR-7723	3	5	1	36	16	0	1	6	4	3	4	22	9	3	17	53	4	21
STAD_TCGA-BR-7851	7	230	82	380	258	141	110	0	105	92	0	121	36	0	0	9	0	0
STAD_TCGA-BR-7901	4	11	8	0	27	1	4	9	10	10	1	6	13	25	9	44	17	30
STAD_TCGA-BR-7957	1	6	6	4	10	2	0	0	4	0	2	1	3	0	4	2	13	3
STAD_TCGA-BR-7958	1	10	6	7	16	5	2	7	16	0	18	8	13	10	22	35	23	9
STAD_TCGA-BR-7959	1	10	9	23	9	8	1	1	12	0	1	1	8	10	5	16	0	10
STAD_TCGA-BR-8058	0	2	2	1	4	4	0	4	2	7	0	0	3	9	2	5	10	5
STAD_TCGA-BR-8059	14	81	23	112	88	55	56	12	47	53	24	48	32	20	0	61	57	53
STAD_TCGA-BR-8060	3	3	3	15	24	9	4	5	6	11	2	14	30	12	32	75	14	19
STAD_TCGA-BR-8077	0	14	12	21	14	10	0	0	8	4	11	2	6	12	0	8	10	9
STAD_TCGA-BR-8078	9	273	82	304	233	122	115	0	138	92	2	189	0	0	0	30	0	15
STAD_TCGA-BR-8080	8	22	8	13	26	9	2	12	9	3	10	14	0	6	0	42	31	8
STAD_TCGA-BR-8081	3	178	53	138	203	90	101	0	85	46	12	78	5	1	0	22	0	7
STAD_TCGA-BR-8284	5	63	23	84	69	11	28	0	20	16	12	18	21	7	0	10	10	4
STAD_TCGA-BR-8285	0	11	6	13	22	5	0	4	0	2	8	0	13	0	9	14	11	2
STAD_TCGA-BR-8286	4	19	5	6	18	0	3	3	9	13	1	0	20	4	18	23	18	4
STAD_TCGA-BR-8289	2	10	10	30	13	17	7	10	4	5	6	10	5	11	9	62	22	6
STAD_TCGA-BR-8291	5	2	0	0	4	0	0	0	3	1	0	2	1	1	1	4	8	0
STAD_TCGA-BR-8295	0	6	4	3	3	0	0	2	5	1	0	5	0	8	0	9	5	6
STAD_TCGA-BR-8296	0	12	6	20	18	0	2	0	1	0	0	0	6	14	0	0	8	3
STAD_TCGA-BR-8297	0	21	3	42	12	13	0	12	6	13	18	8	13	17	3	103	7	0
STAD_TCGA-BR-8360	1	196	48	236	130	108	74	0	59	54	0	58	7	1	0	15	0	13
STAD_TCGA-BR-8361	11	252	82	379	256	162	96	0	154	107	12	143	42	2	0	38	0	4
STAD_TCGA-BR-8363	8	175	50	209	156	118	114	0	99	141	8	112	36	2	8	70	0	24
STAD_TCGA-BR-8364	0	1	2	5	1	2	0	0	1	1	0	4	3	1	2	0	2	0
STAD_TCGA-BR-8365	0	0	2	7	6	0	0	2	2	0	3	0	1	2	1	0	0	3
STAD_TCGA-BR-8366	2	16	2	20	5	4	2	29	6	2	0	21	26	2	10	53	0	10
STAD_TCGA-BR-8367	1	12	4	10	14	0	0	0	9	3	0	0	3	3	0	6	5	5
STAD_TCGA-BR-8368	3	170	46	303	198	71	58	0	66	41	0	81	18	0	0	18	0	0
STAD_TCGA-BR-8369	3	21	7	25	33	3	12	8	5	11	0	7	25	8	0	55	22	11
STAD_TCGA-BR-8370	0	12	2	33	16	6	2	0	3	0	17	6	5	4	2	6	28	0
STAD_TCGA-BR-8371	0	1	1	1	5	2	2	0	0	3	0	2	0	0	6	2	0	0
STAD_TCGA-BR-8372	8	169	48	168	138	106	84	0	70	297	21	247	18	0	0	27	12	31
STAD_TCGA-BR-8373	5	7	8	21	14	14	2	3	3	5	0	4	1	9	0	10	0	7
STAD_TCGA-BR-8380	0	15	12	11	19	0	0	0	1	0	3	0	4	4	0	8	10	4
STAD_TCGA-BR-8381	3	15	1	34	19	11	1	2	6	0	4	0	12	5	15	5	22	8
STAD_TCGA-BR-8382	7	172	41	226	163	57	74	0	87	41	0	123	11	0	0	23	0	0
STAD_TCGA-BR-8384	0	5	1	7	9	6	4	3	0	1	0	0	2	0	6	9	7	2
STAD_TCGA-BR-8483	5	22	5	16	20	0	0	0	5	1	0	10	16	1	0	12	21	20
STAD_TCGA-BR-8484	0	8	6	5	12	0	0	4	6	4	0	4	16	3	7	11	9	5
STAD_TCGA-BR-8485	4	5	6	6	19	11	0	27	5	20	2	14	14	9	8	229	7	2
STAD_TCGA-BR-8486	0	6	1	2	10	11	4	0	0	5	0	1	10	4	1	0	8	5
STAD_TCGA-BR-8487	16	373	91	529	458	386	343	0	310	473	0	161	7	0	0	21	0	25
STAD_TCGA-BR-8588	1	13	4	22	26	0	0	0	9	1	13	10	16	2	0	20	9	5
STAD_TCGA-BR-8589	1	12	2	0	10	1	0	335	4	0	0	119	21	3	22	757	0	102
STAD_TCGA-BR-8590	2	5	0	19	20	6	6	4	1	0	2	5	1	9	4	57	2	12
STAD_TCGA-BR-8591	11	217	54	275	213	116	175	0	114	139	1	215	62	0	0	35	0	0
STAD_TCGA-BR-8592	0	4	3	21	4	0	0	0	0	4	0	1	5	0	0	1	0	0
STAD_TCGA-BR-8676	3	8	6	0	22	7	0	0	1	0	4	1	3	1	15	12	14	2
STAD_TCGA-BR-8677	0	3	9	3	17	0	0	0	1	4	12	1	9	5	7	0	13	0
STAD_TCGA-BR-8678	8	11	14	20	12	0	0	0	8	1	3	6	10	17	4	4	11	7
STAD_TCGA-BR-8679	2	31	4	28	28	0	0	8	15	6	2	6	15	10	20	14	3	8
STAD_TCGA-BR-8680	1602	696	1887	21	114	550	46	1646	7	672	142	0	0	0	244	185	0	0
STAD_TCGA-BR-8682	1	12	12	11	26	0	0	0	1	0	0	1	5	4	2	4	3	2
STAD_TCGA-BR-8683	7	16	6	21	27	6	0	0	7	8	8	8	20	6	3	3	27	14
STAD_TCGA-BR-8686	4	12	6	21	15	0	0	0	8	0	9	0	8	8	12	4	30	1
STAD_TCGA-BR-8687	3	2	3	8	10	8	0	15	14	2	8	9	20	3	8	110	10	0
STAD_TCGA-BR-8690	5	18	8	7	20	1	2	3	7	14	24	4	11	15	0	13	22	19
STAD_TCGA-BR-A44T	0	1	3	12	0	3	0	0	1	0	0	0	0	0	0	0	0	3
STAD_TCGA-BR-A44U	0	11	6	10	35	2	3	0	4	2	0	1	13	1	4	14	5	0
STAD_TCGA-BR-A452	0	5	8	2	10	9	0	10	0	0	0	0	14	24	0	35	13	1
STAD_TCGA-BR-A453	2	12	3	9	6	3	12	0	4	0	10	5	8	0	0	0	5	7
STAD_TCGA-BR-A4CQ	6	12	7	44	24	5	2	0	13	3	3	7	30	10	0	13	34	11
STAD_TCGA-BR-A4CR	3	6	0	0	14	7	6	0	2	0	2	8	6	0	10	2	9	10
STAD_TCGA-BR-A4CS	12	15	10	41	20	5	6	4	3	0	0	3	19	11	15	7	16	7
STAD_TCGA-BR-A4IU	1	2	5	8	2	1	0	0	2	1	0	4	0	0	0	1	1	0
STAD_TCGA-BR-A4IV	0	2	1	2	2	10	2	1	0	0	0	0	0	1	3	4	11	1
STAD_TCGA-BR-A4IY	5	14	6	21	25	0	0	0	15	6	9	12	7	15	1	2	31	18
STAD_TCGA-BR-A4IZ	0	2	3	4	4	1	0	0	0	0	2	0	0	0	0	2	2	0
STAD_TCGA-BR-A4J1	0	11	7	3	11	0	0	0	3	5	14	0	0	7	4	4	10	8
STAD_TCGA-BR-A4J2	1	10	8	8	20	0	0	0	0	0	0	6	7	0	0	2	5	3
STAD_TCGA-BR-A4J4	3	5	2	33	19	1	5	0	0	4	5	2	12	0	6	0	4	0
STAD_TCGA-BR-A4J5	1	9	2	26	21	3	0	1	3	4	6	4	4	0	0	13	13	5
STAD_TCGA-BR-A4J6	0	1	0	1	1	1	0	0	1	0	5	3	3	2	2	1	10	8
STAD_TCGA-BR-A4J7	0	14	5	12	11	8	0	0	0	2	0	0	7	0	2	3	4	0
STAD_TCGA-BR-A4J8	1	16	11	4	23	0	1	0	2	9	3	0	6	7	4	7	7	14
STAD_TCGA-BR-A4J9	0	3	2	12	8	2	0	0	3	0	0	2	1	0	6	3	2	4
STAD_TCGA-BR-A4PD	0	6	5	3	6	8	0	7	0	9	13	12	11	4	19	70	13	7
STAD_TCGA-BR-A4PE	3	31	10	18	39	13	3	0	3	0	8	2	33	10	4	31	39	8
STAD_TCGA-BR-A4PF	5	12	1	18	11	8	2	0	5	3	0	5	10	7	2	4	23	3
STAD_TCGA-BR-A4QI	1	16	9	6	16	1	4	1	11	0	0	5	7	9	14	17	21	12
STAD_TCGA-BR-A4QL	17	350	104	469	356	104	96	0	118	78	0	142	75	0	0	24	0	19
STAD_TCGA-BR-A4QM	0	15	10	4	14	3	0	0	7	5	9	6	14	4	2	16	11	3
STAD_TCGA-CD-5798	3	15	8	10	13	3	1	8	3	0	3	2	6	2	12	8	6	17
STAD_TCGA-CD-5799	0	9	4	10	5	0	4	0	2	2	0	1	3	1	0	2	7	7
STAD_TCGA-CD-5800	0	23	13	27	22	12	3	5	3	2	6	1	11	18	45	3	5	4
STAD_TCGA-CD-5801	3	11	18	5	30	1	10	137	32	3	4	36	26	1	55	123	20	30
STAD_TCGA-CD-5802	1	2	2	4	11	2	2	0	8	2	0	0	5	7	17	0	0	1
STAD_TCGA-CD-5803	0	6	2	0	5	0	0	0	3	0	1	2	3	3	2	1	10	7
STAD_TCGA-CD-5804	1	9	4	28	10	1	0	1	3	5	6	3	8	8	0	0	1	1
STAD_TCGA-CD-5813	7	19	8	15	25	0	0	1	15	10	6	17	7	12	16	10	22	33
STAD_TCGA-CD-8524	3	21	8	39	29	9	1	0	8	3	4	5	16	2	2	13	21	6
STAD_TCGA-CD-8525	2	9	11	0	8	0	1	2	1	1	2	9	5	26	0	6	13	3
STAD_TCGA-CD-8526	1	10	3	17	2	1	0	0	2	3	0	1	5	2	0	1	9	0
STAD_TCGA-CD-8527	4	40	12	73	31	3	16	1	21	15	5	16	21	8	0	19	10	13
STAD_TCGA-CD-8528	2	13	9	24	35	4	4	0	3	0	0	12	13	0	0	3	7	6
STAD_TCGA-CD-8529	11	16	11	19	18	24	8	10	15	0	32	22	45	91	19	7	85	72
STAD_TCGA-CD-8530	4	9	3	9	12	0	4	1	2	5	0	0	3	12	4	35	10	2
STAD_TCGA-CD-8531	0	28	11	18	27	8	4	6	41	14	21	20	32	4	6	12	32	41
STAD_TCGA-CD-8532	1	5	4	4	8	0	2	0	0	8	0	0	2	2	8	1	1	4
STAD_TCGA-CD-8533	0	19	12	29	35	3	0	3	0	3	0	4	19	7	0	1	11	9
STAD_TCGA-CD-8534	1	10	0	16	9	0	0	1	4	2	0	1	2	2	21	0	0	3
STAD_TCGA-CD-8535	4	15	13	30	10	9	7	21	18	0	0	9	27	8	38	89	7	29
STAD_TCGA-CD-8536	13	154	39	210	165	71	81	0	77	56	1	70	20	0	0	6	0	0
STAD_TCGA-CD-A486	4	21	6	6	16	1	1	0	0	3	2	5	14	2	11	1	17	2
STAD_TCGA-CD-A487	5	8	7	33	8	1	3	10	16	2	0	3	18	18	13	60	3	7
STAD_TCGA-CD-A489	0	7	6	5	7	1	0	5	1	0	5	9	6	3	15	6	11	9
STAD_TCGA-CD-A48A	5	17	17	26	25	13	1	6	4	14	4	7	13	6	25	77	22	9
STAD_TCGA-CD-A48C	7	19	15	29	19	5	0	1	2	0	10	13	10	9	15	73	27	18
STAD_TCGA-CD-A4MG	17	405	89	313	327	372	319	0	203	188	18	322	3	0	0	22	0	0
STAD_TCGA-CD-A4MH	1	10	0	17	15	6	0	0	12	2	2	1	7	4	9	2	4	7
STAD_TCGA-CD-A4MI	8	152	57	160	151	117	108	3	130	57	21	115	13	0	0	19	0	0
STAD_TCGA-CD-A4MJ	0	105	22	134	109	63	63	0	47	69	24	63	9	0	0	12	0	0
STAD_TCGA-CG-4300	4	14	8	23	23	1	3	2	6	11	3	3	16	3	3	19	14	7
STAD_TCGA-CG-4301	3	3	0	10	7	1	0	2	4	0	0	3	8	12	0	0	5	6
STAD_TCGA-CG-4304	2	6	4	0	12	2	2	1	9	2	0	5	5	15	2	3	4	9
STAD_TCGA-CG-4305	12	175	44	251	168	92	121	0	126	93	16	139	25	0	2	30	0	17
STAD_TCGA-CG-4306	8	172	56	258	259	63	70	0	103	59	0	93	43	5	0	3	0	0
STAD_TCGA-CG-4436	0	15	8	30	30	1	2	10	1	7	3	0	13	13	0	70	5	12
STAD_TCGA-CG-4437	10	37	17	35	35	24	9	8	28	7	42	39	55	66	7	12	111	107
STAD_TCGA-CG-4438	3	9	5	27	16	1	5	2	18	7	0	10	5	27	7	3	22	4
STAD_TCGA-CG-4440	7	16	12	7	9	3	4	7	5	0	3	12	6	15	14	15	12	6
STAD_TCGA-CG-4441	3	8	14	21	18	9	5	0	2	3	0	1	17	3	0	27	4	0
STAD_TCGA-CG-4442	10	183	69	232	188	149	153	0	128	287	0	154	7	0	0	20	0	0
STAD_TCGA-CG-4443	1	7	0	0	8	5	1	3	4	2	7	5	11	20	4	0	21	18
STAD_TCGA-CG-4444	2	10	8	10	19	2	3	3	11	0	0	0	19	7	10	102	24	0
STAD_TCGA-CG-4449	3	13	8	8	5	7	2	1	3	9	1	3	13	11	7	6	1	10
STAD_TCGA-CG-4455	0	0	2	2	5	0	0	1	2	0	0	1	14	3	0	2	16	6
STAD_TCGA-CG-4460	10	389	174	537	523	128	102	0	123	111	0	64	25	0	0	15	0	0
STAD_TCGA-CG-4462	3	11	9	15	22	3	0	4	0	1	0	1	7	4	0	13	4	0
STAD_TCGA-CG-4465	4	95	23	93	63	74	79	3	73	39	6	83	15	0	3	34	0	0
STAD_TCGA-CG-4466	4	13	9	10	22	4	3	19	5	5	6	0	12	17	4	90	18	7
STAD_TCGA-CG-4469	14	28	12	39	27	8	10	10	9	5	3	9	19	10	9	141	10	22
STAD_TCGA-CG-4474	1	14	9	19	22	2	4	4	7	3	0	2	5	8	0	0	3	4
STAD_TCGA-CG-4475	0	3	4	4	11	0	0	5	11	2	1	6	2	3	9	1	7	4
STAD_TCGA-CG-4476	5	7	4	9	18	13	5	0	2	6	7	1	7	21	6	3	25	7
STAD_TCGA-CG-4477	0	4	4	7	10	3	2	0	4	0	0	2	4	4	9	4	14	0
STAD_TCGA-CG-5716	1	1	3	4	4	1	0	0	0	4	0	0	0	0	0	1	5	0
STAD_TCGA-CG-5717	3	7	3	0	5	0	4	2	9	6	8	19	13	33	5	8	25	14
STAD_TCGA-CG-5718	1	8	5	17	7	5	0	0	0	1	0	6	16	3	18	2	12	6
STAD_TCGA-CG-5719	0	5	5	17	17	9	0	1	1	2	0	1	8	11	7	0	0	6
STAD_TCGA-CG-5720	1	7	3	21	10	7	0	1	0	2	1	6	10	10	0	4	15	5
STAD_TCGA-CG-5721	4	306	126	467	430	314	159	0	157	2529	19	235	40	0	0	52	0	126
STAD_TCGA-CG-5722	0	8	9	8	18	0	4	1	1	3	0	5	14	8	1	1	19	4
STAD_TCGA-CG-5723	9	323	86	241	292	271	73	2	127	206	38	143	8	2	0	31	0	21
STAD_TCGA-CG-5724	1	12	8	18	20	2	5	2	9	2	0	1	17	1	6	29	7	3
STAD_TCGA-CG-5725	0	3	4	8	3	3	1	2	0	0	3	0	5	0	4	2	12	0
STAD_TCGA-CG-5726	6	295	94	198	173	171	91	0	79	129	12	113	16	3	0	12	0	36
STAD_TCGA-CG-5727	6	19	20	19	29	0	5	2	7	4	5	8	12	15	10	6	25	11
STAD_TCGA-CG-5728	8	245	70	272	260	106	108	0	97	108	0	176	35	2	0	26	0	22
STAD_TCGA-CG-5730	5	21	13	22	28	6	2	0	8	4	0	4	18	19	30	0	8	14
STAD_TCGA-CG-5732	0	2	3	13	11	0	4	0	7	3	0	1	6	4	6	5	9	5
STAD_TCGA-CG-5733	12	155	65	220	151	104	93	0	130	59	0	146	37	0	0	21	0	0
STAD_TCGA-CG-5734	1	17	9	14	12	3	2	3	3	1	0	8	13	0	4	10	2	10
STAD_TCGA-D7-5577	4	8	8	17	14	9	1	10	4	2	1	0	17	2	11	11	17	8
STAD_TCGA-D7-5578	5	22	10	67	31	12	1	0	2	10	0	7	12	31	0	71	3	9
STAD_TCGA-D7-5579	4	10	13	7	9	3	10	14	4	2	3	11	10	17	1	26	20	10
STAD_TCGA-D7-6518	5	12	5	17	13	4	2	1	4	0	0	2	6	8	3	9	8	5
STAD_TCGA-D7-6519	0	3	6	0	9	1	4	0	1	4	0	0	9	5	1	1	22	1
STAD_TCGA-D7-6520	3	8	3	11	7	1	2	2	0	3	0	4	9	10	0	4	2	7
STAD_TCGA-D7-6521	0	10	13	14	12	3	0	0	4	0	1	1	5	6	13	0	4	2
STAD_TCGA-D7-6522	2	7	2	0	14	2	0	0	4	0	8	3	0	3	3	8	10	0
STAD_TCGA-D7-6524	4	11	14	18	24	3	0	0	3	6	8	0	6	0	0	0	23	4
STAD_TCGA-D7-6525	13	17	10	12	14	0	6	0	5	4	0	7	16	11	12	42	27	5
STAD_TCGA-D7-6526	5	13	9	33	14	4	0	7	9	0	6	14	12	13	31	54	27	17
STAD_TCGA-D7-6527	2	18	6	10	20	1	2	24	5	2	4	8	9	21	11	107	17	0
STAD_TCGA-D7-6528	7	24	12	15	10	3	2	40	13	5	9	12	34	36	9	142	14	35
STAD_TCGA-D7-6815	2	21	2	69	12	0	0	0	12	1	6	1	19	1	10	5	4	6
STAD_TCGA-D7-6817	0	9	1	21	12	12	2	0	3	4	2	3	4	2	2	10	8	10
STAD_TCGA-D7-6818	1	12	1	12	9	4	0	8	5	4	4	9	7	0	18	94	0	4
STAD_TCGA-D7-6820	0	6	4	2	16	5	0	5	5	0	0	9	14	20	3	1	16	15
STAD_TCGA-D7-6822	4	13	9	21	15	4	0	27	3	6	3	22	14	13	18	106	8	21
STAD_TCGA-D7-8570	1	14	6	32	14	0	0	0	12	0	2	2	18	15	0	5	12	21
STAD_TCGA-D7-8572	3	10	13	26	17	7	0	4	17	2	15	1	20	8	18	9	43	9
STAD_TCGA-D7-8573	0	10	7	21	13	2	1	1	5	2	2	9	10	4	0	7	4	7
STAD_TCGA-D7-8574	1	4	0	10	10	1	1	0	2	0	1	2	6	0	0	2	9	0
STAD_TCGA-D7-8575	3	4	5	6	9	1	0	0	2	1	0	3	11	3	0	0	7	2
STAD_TCGA-D7-8576	0	10	3	16	9	4	1	0	2	4	6	2	6	3	2	0	0	3
STAD_TCGA-D7-8578	0	12	3	29	4	0	0	1	1	1	0	1	10	0	0	0	0	5
STAD_TCGA-D7-8579	2	17	7	16	15	1	0	0	0	6	0	8	7	1	0	51	1	11
STAD_TCGA-D7-A4YT	6	19	12	7	20	1	16	7	22	7	3	15	31	41	26	12	82	37
STAD_TCGA-D7-A4YU	0	22	16	33	31	7	5	6	5	8	10	6	22	12	8	57	34	3
STAD_TCGA-D7-A4YV	7	183	53	222	183	64	71	0	95	31	0	50	14	0	0	18	0	9
STAD_TCGA-D7-A4YX	1	10	6	36	18	4	0	0	1	5	0	0	5	7	0	0	7	0
STAD_TCGA-D7-A4YY	5	79	24	85	67	50	40	2	45	22	9	35	23	0	1	60	3	0
STAD_TCGA-D7-A4Z0	4	17	5	4	17	6	0	20	3	0	1	5	4	4	3	273	0	0
STAD_TCGA-D7-A6ET	0	2	2	4	5	0	0	0	3	0	0	1	5	2	2	0	1	7
STAD_TCGA-D7-A6EV	1	22	13	27	30	5	12	1	0	6	6	7	20	13	0	24	7	10
STAD_TCGA-D7-A6EX	2	10	13	22	9	7	2	0	11	0	11	0	5	7	8	11	14	21
STAD_TCGA-D7-A6EY	5	227	38	221	191	108	86	4	51	145	22	248	9	0	0	91	0	115
STAD_TCGA-D7-A6EZ	0	19	10	5	13	15	5	3	9	8	13	19	22	48	4	21	74	26
STAD_TCGA-D7-A6F0	5	20	9	41	1	4	2	3	7	0	0	8	10	16	12	9	10	0
STAD_TCGA-D7-A6F2	0	6	4	8	23	6	2	3	1	1	0	3	1	4	3	1	21	3
STAD_TCGA-D7-A747	0	5	4	11	8	0	0	0	6	1	0	0	17	8	2	55	7	2
STAD_TCGA-D7-A748	1	8	3	21	1	0	0	2	3	0	0	3	1	0	3	5	0	0
STAD_TCGA-D7-A74A	3	9	10	47	19	0	0	0	6	5	1	0	14	70	8	3	0	0
STAD_TCGA-D7-A74B	1	2	3	2	9	0	2	0	0	0	1	6	6	0	6	3	0	1
STAD_TCGA-EQ-5647	1	8	7	0	13	1	1	1	0	5	3	0	3	6	28	8	23	2
STAD_TCGA-EQ-8122	2	21	12	33	21	8	1	3	19	4	8	2	23	15	24	11	7	14
STAD_TCGA-EQ-A4SO	1	8	4	21	0	10	1	1	12	8	6	12	10	35	0	7	53	16
STAD_TCGA-F1-6177	1	223	57	407	229	108	91	0	99	42	0	113	9	0	0	16	0	0
STAD_TCGA-F1-6874	10	126	46	207	139	69	108	0	101	59	23	43	42	0	0	17	0	1
STAD_TCGA-F1-6875	0	6	7	23	19	1	1	4	4	1	4	8	9	4	9	6	5	4
STAD_TCGA-F1-A448	2	115	30	73	140	46	49	0	57	34	0	99	12	0	0	11	0	0
STAD_TCGA-F1-A72C	1	9	1	17	6	0	0	0	0	2	0	0	6	1	2	5	1	10
STAD_TCGA-FP-7735	1	1	5	0	15	0	2	0	4	0	0	3	4	9	18	0	9	0
STAD_TCGA-FP-7829	20	26	11	42	30	17	5	0	6	0	7	11	29	1	12	22	67	0
STAD_TCGA-FP-7916	3	18	6	29	17	4	6	0	2	0	3	2	5	7	0	2	13	8
STAD_TCGA-FP-7998	3	9	5	10	9	0	2	0	3	4	1	0	10	10	0	4	5	6
STAD_TCGA-FP-8099	6	22	21	24	26	0	0	3	18	1	10	8	14	5	8	1	0	6
STAD_TCGA-FP-8209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-FP-8210	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1
STAD_TCGA-FP-8211	5	5	2	0	3	13	3	0	3	1	2	7	7	15	0	5	31	14
STAD_TCGA-FP-8631	4	3	6	11	4	4	2	8	10	0	2	4	12	14	4	6	9	17
STAD_TCGA-FP-A4BE	7	264	74	380	333	70	151	0	110	79	2	133	10	0	0	28	0	0
STAD_TCGA-FP-A4BF	3	23	5	10	17	3	0	6	0	2	8	3	10	1	9	5	7	10
STAD_TCGA-FP-A8CX	0	6	9	22	9	0	7	0	2	8	1	0	10	6	0	11	16	7
STAD_TCGA-FP-A9TM	1	21	6	34	30	2	0	0	7	2	13	9	23	6	11	0	42	1
STAD_TCGA-HF-7131	0	2	0	3	8	0	0	3	5	2	2	2	5	27	20	20	15	1
STAD_TCGA-HF-7132	11	264	66	269	224	90	124	0	88	59	0	124	43	0	0	18	0	0
STAD_TCGA-HF-7133	0	11	2	8	14	11	3	0	1	0	1	3	13	7	0	2	12	1
STAD_TCGA-HF-7134	7	22	11	43	38	4	4	8	5	8	10	4	21	2	40	86	42	0
STAD_TCGA-HF-7136	0	14	5	14	7	3	1	2	3	3	6	0	2	5	0	4	17	10
STAD_TCGA-HF-A5NB	6	252	51	301	229	132	85	0	112	148	0	185	21	0	0	34	0	0
STAD_TCGA-HJ-7597	3	127	41	165	217	73	54	0	58	55	0	72	9	0	0	2	0	0
STAD_TCGA-HU-8238	0	14	11	41	10	3	3	0	2	6	5	2	9	14	14	48	10	10
STAD_TCGA-HU-8243	1	17	10	32	30	11	0	1	0	4	2	9	6	13	5	3	14	3
STAD_TCGA-HU-8244	0	13	9	42	46	6	0	0	3	0	3	4	11	3	6	7	8	4
