Signatures	Stability	Total Mutations
SBS96A	0.995005198956858	189
SBS96B	0.7738711714837878	178
SBS96C	0.9938998543713643	138
SBS96D	0.8660245498759542	130
SBS96E	0.9893437704816626	127
SBS96F	0.9515093768101794	121
SBS96G	0.8029734213118342	121
SBS96H	0.4564033073946233	119
SBS96I	0.6033485651417302	73
