Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_2_multinomial_train3.5	0.9999999999999982	0.992	0.248	24.8%	0.048	12.607%	0.13048	0.992
OGG1_2_multinomial_train3.6	0.9999999999999986	0.995	0.213	21.3%	0.038	9.478%	0.14932	0.995
OGG1_2_multinomial_train3.7	0.9999999999999978	0.992	0.274	27.4%	0.057	13.783%	0.1177	0.992
UNG_2_multinomial_train3.12	0.9999999999999977	0.859	0.692	69.2%	0.111	52.697%	0.41707	0.821
OGG1_2_multinomial_train3.8	0.9999999999999982	0.992	0.254	25.4%	0.051	12.917%	0.15023	0.991
UNG_2_multinomial_train3.13	0.9999999999999976	0.87	0.664	66.4%	0.101	50.302%	0.39216	0.826
OGG1_2_multinomial_train3.9	0.9999999999999981	0.99	0.281	28.1%	0.055	14.342%	0.1583	0.99
UNG_2_multinomial_train3.14	0.9999999999999977	0.892	0.616	61.6%	0.091	45.865%	0.37668	0.853
UNG_2_multinomial_train3.15	0.9999999999999976	0.836	0.718	71.8%	0.113	55.517%	0.45384	0.782
OGG1_2_multinomial_train3.10	0.9999999999999983	0.994	0.243	24.3%	0.04	10.697%	0.14646	0.994
UNG_2_multinomial_train3.16	0.999999999999997	0.881	0.68	68.0%	0.108	48.024%	0.42203	0.85
UNG_2_multinomial_train3.17	0.9999999999999974	0.894	0.64	64.0%	0.099	46.135%	0.36918	0.864
UNG_2_multinomial_train3.18	0.9999999999999973	0.894	0.626	62.6%	0.097	45.938%	0.38095	0.864
UNG_2_multinomial_train3.19	0.9999999999999971	0.872	0.705	70.5%	0.113	51.122%	0.42376	0.843
UNG_2_multinomial_train3.20	0.9999999999999976	0.868	0.714	71.4%	0.105	50.798%	0.43933	0.827
UNG_2_multinomial_train3.21	0.9999999999999974	0.873	0.667	66.7%	0.104	49.537%	0.41765	0.834
OGG1_2_multinomial_train3.11	0.9999999999999978	0.989	0.294	29.4%	0.06	15.009%	0.1542	0.988
OGG1_2_multinomial_train3.12	0.9999999999999983	0.991	0.285	28.5%	0.054	13.885%	1.47775	0.99
UNG_2_multinomial_train3.22	0.9999999999999973	0.835	0.757	75.7%	0.125	56.143%	0.45882	0.792
UNG_2_multinomial_train3.23	0.9999999999999973	0.845	0.684	68.4%	0.114	54.177%	0.45396	0.794
OGG1_2_multinomial_train3.13	0.9999999999999982	0.993	0.308	30.8%	0.05	12.936%	0.18141	0.992
OGG1_2_multinomial_train3.14	0.999999999999998	0.989	0.273	27.3%	0.057	14.858%	0.15591	0.988
UNG_2_multinomial_train3.24	0.999999999999997	0.882	0.634	63.4%	0.098	47.812%	0.3834	0.843
OGG1_2_multinomial_train3.15	0.9999999999999981	0.99	0.277	27.7%	0.053	14.416%	0.15612	0.989
OGG1_2_multinomial_train3.16	0.9999999999999978	0.991	0.277	27.7%	0.05	13.583%	0.18898	0.99
OGG1_2_multinomial_train3.17	0.9999999999999983	0.992	0.288	28.8%	0.055	14.375%	0.17788	0.991
OGG1_2_multinomial_train3.18	0.9999999999999981	0.991	0.258	25.8%	0.052	13.664%	0.12493	0.99
OGG1_2_multinomial_train3.19	0.9999999999999982	0.995	0.229	22.9%	0.039	10.285%	0.12982	0.995
UNG_2_multinomial_train3.25	0.9999999999999974	0.88	0.659	65.9%	0.1	48.692%	0.38559	0.844
OGG1_2_multinomial_train3.20	0.9999999999999976	0.99	0.262	26.2%	0.052	13.722%	0.14785	0.99
OGG1_2_multinomial_train3.21	0.999999999999998	0.995	0.213	21.3%	0.04	10.004%	0.914	0.995
UNG_2_multinomial_train3.26	0.9999999999999973	0.856	0.663	66.3%	0.111	52.85%	0.419	0.813
OGG1_2_multinomial_train3.22	0.999999999999998	0.992	0.249	24.9%	0.05	13.08%	0.1337	0.991
OGG1_2_multinomial_train3.23	0.9999999999999982	0.994	0.24	24.0%	0.042	10.497%	0.16329	0.994
OGG1_2_multinomial_train3.24	0.9999999999999978	0.992	0.255	25.5%	0.048	12.427%	0.15448	0.992
UNG_2_multinomial_train3.27	0.9999999999999974	0.887	0.65	65.0%	0.1	47.881%	0.38404	0.857
UNG_2_multinomial_train3.28	0.9999999999999973	0.884	0.65	65.0%	0.104	48.649%	0.38074	0.857
UNG_2_multinomial_train3.29	0.9999999999999971	0.87	0.651	65.1%	0.106	50.511%	0.38324	0.834
OGG1_2_multinomial_train3.25	0.999999999999998	0.996	0.192	19.2%	0.035	9.095%	0.10283	0.996
OGG1_2_multinomial_train3.26	0.999999999999998	0.994	0.236	23.6%	0.044	11.48%	0.18474	0.993
UNG_2_multinomial_train3.30	0.9999999999999976	0.848	0.691	69.1%	0.109	53.909%	0.4358	0.797
UNG_2_multinomial_train3.31	0.9999999999999974	0.87	0.639	63.9%	0.097	49.702%	0.3729	0.82
UNG_2_multinomial_train3.32	0.9999999999999971	0.899	0.588	58.8%	0.086	44.527%	0.32132	0.862
OGG1_2_multinomial_train3.27	0.9999999999999987	0.991	0.313	31.3%	0.06	15.403%	0.16071	0.99
OGG1_2_multinomial_train3.28	0.9999999999999982	0.988	0.292	29.2%	0.06	15.455%	0.1746	0.987
OGG1_2_multinomial_train3.29	0.9999999999999982	0.989	0.283	28.3%	0.055	14.898%	0.19371	0.988
OGG1_2_multinomial_train3.30	0.9999999999999978	0.991	0.333	33.3%	0.057	15.102%	0.18681	0.991
OGG1_2_multinomial_train3.31	0.9999999999999981	0.987	0.334	33.4%	0.063	17.094%	0.19022	0.986
OGG1_2_multinomial_train3.32	0.9999999999999979	0.989	0.286	28.6%	0.059	15.026%	0.62598	0.988
UNG_2_multinomial_train3.33	0.9999999999999976	0.89	0.616	61.6%	0.091	46.09%	0.38239	0.848
UNG_2_multinomial_train3.34	0.9999999999999978	0.833	0.737	73.7%	0.125	57.13%	0.45069	0.794
UNG_2_multinomial_train3.35	0.9999999999999971	0.89	0.559	55.9%	0.1	46.638%	0.34528	0.859
OGG1_2_multinomial_train3.33	0.9999999999999982	0.99	0.253	25.3%	0.056	14.163%	0.13492	0.989
UNG_2_multinomial_train3.36	0.9999999999999969	0.904	0.59	59.0%	0.088	44.108%	0.31404	0.874
UNG_2_multinomial_train3.37	0.9999999999999976	0.885	0.618	61.8%	0.096	47.544%	0.37173	0.847
OGG1_2_multinomial_train3.34	0.9999999999999981	0.989	0.31	31.0%	0.056	15.17%	0.16793	0.988
OGG1_2_multinomial_train3.35	0.999999999999998	0.993	0.229	22.9%	0.044	11.604%	0.16665	0.993
UNG_2_multinomial_train3.38	0.9999999999999974	0.864	0.689	68.9%	0.105	51.564%	0.40814	0.82
UNG_2_multinomial_train3.39	0.9999999999999976	0.912	0.62	62.0%	0.093	42.725%	0.36301	0.89
UNG_2_multinomial_train3.40	0.9999999999999978	0.884	0.643	64.3%	0.1	47.871%	0.39021	0.851
UNG_2_multinomial_train3.41	0.9999999999999973	0.876	0.68	68.0%	0.11	49.793%	0.40737	0.846
OGG1_2_multinomial_train3.36	0.9999999999999981	0.989	0.264	26.4%	0.056	15.076%	0.17784	0.988
OGG1_2_multinomial_train3.37	0.9999999999999981	0.99	0.27	27.0%	0.055	14.089%	0.13731	0.989
UNG_2_multinomial_train3.42	0.999999999999998	0.883	0.661	66.1%	0.104	47.587%	0.41223	0.851
UNG_2_multinomial_train3.43	0.9999999999999974	0.86	0.65	65.0%	0.106	51.614%	0.39084	0.813
UNG_2_multinomial_train3.44	0.9999999999999971	0.886	0.636	63.6%	0.098	47.958%	0.37148	0.853
OGG1_2_multinomial_train3.38	0.9999999999999982	0.99	0.289	28.9%	0.055	14.847%	0.16558	0.989
OGG1_2_multinomial_train3.39	0.9999999999999979	0.991	0.283	28.3%	0.052	13.979%	0.15201	0.99
UNG_2_multinomial_train3.45	0.9999999999999976	0.887	0.673	67.3%	0.1	48.286%	0.39765	0.858
UNG_2_multinomial_train3.46	0.9999999999999972	0.852	0.699	69.9%	0.116	53.951%	0.43872	0.817
OGG1_2_multinomial_train3.40	0.9999999999999982	0.992	0.266	26.6%	0.053	13.244%	0.1201	0.992
OGG1_2_multinomial_train3.41	0.9999999999999981	0.995	0.22	22.0%	0.045	11.042%	0.13076	0.994
UNG_2_multinomial_train3.47	0.999999999999997	0.907	0.598	59.8%	0.095	43.993%	0.34214	0.884
