Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
BRCA_TCGA-LL-A6FP	5	0	24	0	5	0	4	21	0	16
BRCA_TCGA-LL-A6FQ	0	18	13	1	6	1	3	22	0	5
BRCA_TCGA-LL-A6FR	0	12	19	6	0	0	7	16	0	3
BRCA_TCGA-LL-A73Y	6	9	0	11	3	0	14	13	6	131
BRCA_TCGA-LL-A73Z	0	9	6	10	1	0	0	19	0	3
BRCA_TCGA-LL-A740	0	5	20	1	7	1	9	19	0	6
BRCA_TCGA-LL-A7SZ	6	12	16	5	4	0	5	11	6	10
BRCA_TCGA-LL-A7T0	4	18	9	0	9	0	5	18	1	13
BRCA_TCGA-LL-A8F5	3	13	15	21	0	4	15	106	1	22
BRCA_TCGA-LL-A9Q3	0	9	13	2	8	4	1	20	2	9
BRCA_TCGA-OK-A5Q2	1	9	19	0	0	0	0	0	8	6
BRCA_TCGA-OL-A5D6	2	9	15	0	0	0	4	18	1	8
BRCA_TCGA-OL-A5D7	0	12	1	10	0	0	6	35	0	16
BRCA_TCGA-OL-A5D8	0	8	0	0	5	2	1	13	6	4
BRCA_TCGA-OL-A5DA	4	5	31	0	3	0	1	0	8	62
BRCA_TCGA-OL-A5RU	0	9	8	0	5	0	2	20	0	2
BRCA_TCGA-OL-A5RV	0	6	3	3	0	0	0	5	0	0
BRCA_TCGA-OL-A5RW	2	0	0	21	10	0	11	80	3	126
BRCA_TCGA-OL-A5RX	1	8	2	1	5	0	4	11	0	3
BRCA_TCGA-OL-A5RY	0	3	0	4	2	0	0	1	0	3
BRCA_TCGA-OL-A5RZ	7	26	18	0	15	4	4	56	0	22
BRCA_TCGA-OL-A5S0	0	13	9	3	0	0	4	8	1	6
BRCA_TCGA-OL-A66H	0	3	0	4	2	0	0	17	0	1
BRCA_TCGA-OL-A66I	0	7	13	0	3	6	1	19	0	7
BRCA_TCGA-OL-A66J	1	14	8	1	4	5	7	17	0	11
BRCA_TCGA-OL-A66K	0	8	1	0	14	0	0	19	0	5
BRCA_TCGA-OL-A66L	2	4	15	0	5	0	4	0	1	63
BRCA_TCGA-OL-A66N	0	17	9	1	3	2	4	18	1	3
BRCA_TCGA-OL-A66O	0	12	0	3	1	0	2	16	1	3
BRCA_TCGA-OL-A66P	7	4	18	0	7	5	17	61	0	4
BRCA_TCGA-OL-A6VO	3	11	1	6	2	0	0	12	0	3
BRCA_TCGA-OL-A6VQ	4	8	9	3	3	0	6	0	0	49
BRCA_TCGA-OL-A6VR	0	2	0	3	5	0	1	4	0	2
BRCA_TCGA-OL-A97C	1	9	5	18	6	3	3	22	0	3
BRCA_TCGA-PE-A5DC	0	13	13	5	5	6	9	76	4	23
BRCA_TCGA-PE-A5DD	0	9	21	0	2	0	2	10	0	41
BRCA_TCGA-PE-A5DE	12	0	136	0	13	0	0	0	24	504
BRCA_TCGA-PL-A8LV	10	10	0	11	2	0	12	61	0	49
BRCA_TCGA-PL-A8LX	0	10	1	10	3	0	7	17	0	1
BRCA_TCGA-PL-A8LY	0	1	0	3	0	0	1	1	1	0
BRCA_TCGA-PL-A8LZ	0	0	29	1	7	14	0	70	0	15
BRCA_TCGA-S3-A6ZF	0	21	5	2	0	0	1	17	0	6
BRCA_TCGA-S3-A6ZG	2	12	21	3	0	0	1	9	9	3
BRCA_TCGA-S3-A6ZH	3	8	7	0	7	0	0	10	6	4
BRCA_TCGA-S3-AA0Z	5	14	6	8	0	0	6	17	0	21
BRCA_TCGA-S3-AA10	0	3	13	4	5	4	14	81	0	26
BRCA_TCGA-S3-AA11	7	0	15	3	7	2	5	52	0	5
BRCA_TCGA-S3-AA12	0	10	14	0	0	3	4	22	1	6
BRCA_TCGA-S3-AA14	0	10	0	2	1	0	0	4	0	7
BRCA_TCGA-S3-AA15	2	3	7	0	3	2	0	2	4	37
BRCA_TCGA-S3-AA17	2	11	7	16	3	0	9	67	5	21
BRCA_TCGA-UL-AAZ6	7	8	5	27	7	0	5	58	0	23
BRCA_TCGA-UU-A93S	4	4	9	0	28	12	0	117	0	22
BRCA_TCGA-V7-A7HQ	0	3	3	0	3	0	2	15	0	5
BRCA_TCGA-W8-A86G	0	8	5	2	1	0	5	11	0	3
BRCA_TCGA-WT-AB41	0	6	19	4	0	0	3	7	0	23
BRCA_TCGA-WT-AB44	4	12	3	2	11	0	0	28	0	0
BRCA_TCGA-XX-A899	1	0	25	0	2	0	1	0	4	27
BRCA_TCGA-XX-A89A	6	18	10	2	1	0	3	8	6	211
BRCA_TCGA-Z7-A8R5	0	19	1	7	0	0	0	6	0	1
BRCA_TCGA-Z7-A8R6	4	3	24	0	13	0	2	0	2	59
COAD_TCGA-3L-AA1B	10	63	40	0	9	7	0	41	1	9
COAD_TCGA-4N-A93T	12	47	23	14	0	3	2	40	0	2
COAD_TCGA-4T-AA8H	6	58	38	2	21	11	0	41	0	2
COAD_TCGA-5M-AAT4	11	73	0	6	22	11	0	91	21	20
COAD_TCGA-5M-AAT5	10	51	5	5	8	3	1	37	0	4
COAD_TCGA-5M-AAT6	7	1074	0	578	337	15	409	15	74	0
COAD_TCGA-5M-AATA	5	50	18	1	13	2	9	19	1	0
COAD_TCGA-5M-AATE	7	69	23	8	11	8	6	32	5	15
COAD_TCGA-A6-2671	6	37	0	3	9	0	0	36	0	3
COAD_TCGA-A6-2674	3	62	11	0	9	7	4	42	3	26
COAD_TCGA-A6-2675	2	70	6	0	14	2	6	30	0	10
COAD_TCGA-A6-2677	10	67	42	9	10	3	0	51	7	0
COAD_TCGA-A6-2681	3	73	0	6	2	9	11	67	9	2
COAD_TCGA-A6-2684	1	66	13	7	11	0	0	38	0	11
COAD_TCGA-A6-2685	1	27	7	4	3	1	0	16	0	8
COAD_TCGA-A6-2686	10	892	167	841	340	109	73	66	14	15
COAD_TCGA-A6-3809	0	395	0	405	182	86	219	143	46	0
COAD_TCGA-A6-3810	2	73	33	13	9	9	6	68	13	24
COAD_TCGA-A6-4105	0	65	0	0	32	14	10	82	0	16
COAD_TCGA-A6-4107	17	98	18	36	0	0	7	62	0	9
COAD_TCGA-A6-5656	5	82	12	0	14	2	6	39	1	3
COAD_TCGA-A6-5657	4	47	39	0	0	11	0	45	1	12
COAD_TCGA-A6-5659	22	103	69	3	11	5	2	83	5	6
COAD_TCGA-A6-5660	5	72	13	11	3	0	11	42	0	10
COAD_TCGA-A6-5661	27	573	38	505	258	66	0	85	0	9
COAD_TCGA-A6-5662	1	26	16	0	10	0	4	27	1	6
COAD_TCGA-A6-5664	7	30	0	3	3	0	13	21	1	0
COAD_TCGA-A6-5665	5	670	0	420	277	132	571	92	53	0
COAD_TCGA-A6-5666	13	57	6	2	1	6	7	13	12	6
COAD_TCGA-A6-5667	0	26	32	0	0	2	0	26	0	4
COAD_TCGA-A6-6137	9	50	33	0	5	0	9	49	2	4
COAD_TCGA-A6-6138	0	51	30	13	4	1	10	41	0	1
COAD_TCGA-A6-6142	0	40	14	11	0	0	13	33	0	6
COAD_TCGA-A6-6648	1	33	13	2	28	0	7	26	0	7
COAD_TCGA-A6-6649	4	68	15	11	12	6	2	32	3	12
COAD_TCGA-A6-6651	3	34	0	7	8	1	7	45	0	16
COAD_TCGA-A6-6652	0	39	9	17	0	0	8	28	0	7
COAD_TCGA-A6-6653	9	635	109	331	82	24	133	46	12	0
COAD_TCGA-A6-6654	7	174	2	0	12	4	6	23	3	12
COAD_TCGA-A6-6780	0	452	0	410	138	123	229	91	34	0
COAD_TCGA-A6-6781	6	1441	44	717	209	7	29	9	0	12
COAD_TCGA-A6-6782	13	48	21	0	3	6	8	73	4	15
COAD_TCGA-A6-A565	0	179	25	161	60	5	34	18	1	6
COAD_TCGA-A6-A566	9	81	35	0	8	11	5	62	0	6
COAD_TCGA-A6-A567	10	27	16	0	0	0	3	18	3	0
COAD_TCGA-A6-A56B	4	60	10	7	4	0	1	40	0	5
COAD_TCGA-AA-3489	12	29	20	3	4	5	10	52	0	12
COAD_TCGA-AA-3492	13	800	49	661	496	126	302	138	55	34
COAD_TCGA-AA-3496	9	64	23	13	2	0	13	33	10	5
COAD_TCGA-AA-3502	9	104	39	0	23	2	1	53	12	4
COAD_TCGA-AA-3506	10	101	17	0	6	4	13	50	8	2
COAD_TCGA-AA-3510	2524	0	1283	0	384	0	0	0	369	23
COAD_TCGA-AA-3511	7	42	35	5	4	0	8	33	25	19
COAD_TCGA-AA-3522	3	3	4	0	4	0	0	0	2	0
COAD_TCGA-AA-3556	0	15	0	0	7	0	0	4	0	0
COAD_TCGA-AA-3655	2	40	14	0	17	2	12	15	2	3
COAD_TCGA-AA-3660	8	64	21	0	33	1	0	47	0	4
COAD_TCGA-AA-3662	5	49	11	3	0	1	4	36	0	5
COAD_TCGA-AA-3663	0	391	0	739	264	266	544	67	85	4
COAD_TCGA-AA-3697	6	69	0	18	8	9	5	122	10	32
COAD_TCGA-AA-3712	14	23	0	0	12	15	5	46	0	82
COAD_TCGA-AA-3713	0	362	4	187	330	99	48	126	31	18
COAD_TCGA-AA-3947	0	682	0	761	611	289	232	207	158	19
COAD_TCGA-AA-3984	3125	0	2443	0	934	0	115	0	945	0
COAD_TCGA-AA-A00N	2765	22	2583	0	904	0	0	0	1054	0
COAD_TCGA-AA-A010	5937	161	1652	0	1508	1084	371	0	464	0
COAD_TCGA-AA-A01P	15	390	34	246	152	36	132	58	23	10
COAD_TCGA-AA-A01R	0	1351	66	539	282	87	128	22	31	0
COAD_TCGA-AA-A022	16	761	60	398	376	93	93	91	19	0
COAD_TCGA-AD-5900	1	591	45	603	347	124	100	44	34	21
COAD_TCGA-AD-6548	0	62	31	2	0	1	13	46	8	8
COAD_TCGA-AD-6888	6	70	14	12	11	1	5	18	7	0
COAD_TCGA-AD-6889	20	637	20	824	259	75	91	108	15	21
COAD_TCGA-AD-6890	7	72	0	0	11	3	5	36	1	9
COAD_TCGA-AD-6895	0	512	324	321	460	28	125	336	0	90
COAD_TCGA-AD-6899	7	80	33	0	21	5	0	41	1	25
COAD_TCGA-AD-6901	17	102	12	39	16	0	7	103	11	31
COAD_TCGA-AD-6963	0	46	0	11	9	0	8	22	0	16
COAD_TCGA-AD-6964	0	232	258	562	312	37	458	52	0	5
COAD_TCGA-AD-6965	5	66	15	7	14	8	3	33	0	11
COAD_TCGA-AD-A5EJ	0	509	0	584	232	170	120	76	33	21
COAD_TCGA-AD-A5EK	0	39	11	0	10	12	0	44	0	11
COAD_TCGA-AM-5820	7	48	4	0	10	2	3	23	0	5
COAD_TCGA-AM-5821	0	393	0	297	430	146	143	112	83	0
COAD_TCGA-AU-3779	11	60	7	8	3	1	5	40	0	8
COAD_TCGA-AU-6004	11	497	15	290	135	37	117	33	29	3
COAD_TCGA-AY-5543	13	54	23	10	0	3	19	32	1	10
COAD_TCGA-AY-6196	0	42	45	16	2	12	15	165	0	17
COAD_TCGA-AY-6197	5	300	27	400	111	56	368	40	16	3
COAD_TCGA-AY-6386	3	65	27	8	0	1	4	37	0	3
COAD_TCGA-AY-A54L	8	64	21	15	7	12	1	64	2	6
COAD_TCGA-AY-A69D	20	92	51	4	11	15	9	71	0	6
COAD_TCGA-AY-A71X	4	54	19	0	14	0	0	17	9	3
COAD_TCGA-AY-A8YK	3	29	5	12	10	5	0	25	5	2
COAD_TCGA-AZ-4308	2	27	17	0	5	1	16	23	0	5
COAD_TCGA-AZ-4315	3901	0	2983	0	1252	0	339	0	1233	0
COAD_TCGA-AZ-4323	2	22	16	6	0	2	9	14	8	0
COAD_TCGA-AZ-4614	0	84	0	19	12	10	7	90	35	15
COAD_TCGA-AZ-4615	12	311	0	325	27	47	149	52	35	13
COAD_TCGA-AZ-4616	9	44	10	5	10	2	8	23	12	5
COAD_TCGA-AZ-4681	0	37	3	10	7	2	0	37	0	8
COAD_TCGA-AZ-4682	6	52	18	3	0	0	0	16	5	7
COAD_TCGA-AZ-5403	11	21	14	0	13	0	6	35	2	4
COAD_TCGA-AZ-5407	4	51	2	1	23	4	0	46	0	0
COAD_TCGA-AZ-6598	3	790	45	642	768	144	135	129	27	11
COAD_TCGA-AZ-6599	0	0	227	0	35	7	0	67	0	83
COAD_TCGA-AZ-6600	8	68	4	2	0	7	9	70	0	14
COAD_TCGA-AZ-6601	0	1466	56	774	288	140	60	18	0	7
COAD_TCGA-AZ-6603	5	41	28	0	0	0	5	16	4	0
COAD_TCGA-AZ-6605	7	43	35	11	9	0	23	23	14	6
COAD_TCGA-AZ-6606	0	83	16	16	1	5	14	34	18	18
COAD_TCGA-AZ-6607	0	24	17	1	0	1	13	34	6	5
COAD_TCGA-AZ-6608	2	43	0	6	0	0	38	108	13	10
COAD_TCGA-CA-5254	3	94	23	5	15	13	20	85	0	9
COAD_TCGA-CA-5255	2	26	12	5	2	1	9	16	2	0
COAD_TCGA-CA-5256	5	48	12	11	5	0	8	13	4	0
COAD_TCGA-CA-5796	2	40	10	2	0	2	9	31	0	0
COAD_TCGA-CA-5797	0	19	19	1	0	3	5	35	0	7
COAD_TCGA-CA-6715	7	33	22	0	0	19	15	21	5	1
COAD_TCGA-CA-6716	6	98	10	0	15	12	6	49	0	11
COAD_TCGA-CA-6717	7048	146	1746	0	532	428	1256	0	1809	0
COAD_TCGA-CA-6718	3385	23	441	0	129	0	168	0	282	0
COAD_TCGA-CA-6719	10	68	22	0	11	6	25	18	0	1
COAD_TCGA-CK-4947	3	56	0	5	8	0	8	43	7	3
COAD_TCGA-CK-4948	3	60	0	8	8	3	5	47	0	8
COAD_TCGA-CK-4950	11	63	24	18	4	3	5	97	0	3
COAD_TCGA-CK-4951	0	369	1879	651	1699	0	212	1173	0	473
COAD_TCGA-CK-4952	0	77	31	0	0	9	14	49	8	14
COAD_TCGA-CK-5912	1	29	19	2	6	0	3	21	3	3
COAD_TCGA-CK-5913	0	417	0	282	63	75	142	51	18	1
COAD_TCGA-CK-5914	12	65	20	0	22	4	5	55	2	7
COAD_TCGA-CK-5915	2	76	7	7	0	3	11	20	0	3
COAD_TCGA-CK-5916	41	691	21	561	200	0	233	63	0	8
COAD_TCGA-CK-6746	9	375	0	482	200	54	186	101	42	7
COAD_TCGA-CK-6747	8	79	15	0	19	0	4	23	10	7
COAD_TCGA-CK-6748	0	31	6	6	0	4	9	25	8	2
COAD_TCGA-CK-6751	13	64	50	0	33	5	2	57	0	5
COAD_TCGA-CM-4743	0	517	0	412	122	109	141	80	23	14
COAD_TCGA-CM-4744	9	88	21	0	0	9	15	56	0	3
COAD_TCGA-CM-4746	1	506	0	155	187	57	0	16	14	5
COAD_TCGA-CM-4747	0	59	1	0	20	2	5	42	0	8
COAD_TCGA-CM-4748	5	30	0	0	6	5	11	33	0	5
COAD_TCGA-CM-4750	7	47	6	0	0	3	5	50	0	0
COAD_TCGA-CM-4751	3	56	0	0	28	1	8	30	1	1
COAD_TCGA-CM-4752	11	80	27	7	4	6	9	31	0	3
COAD_TCGA-CM-5341	1	89	3	11	0	5	16	64	0	17
COAD_TCGA-CM-5344	6	45	0	11	3	2	1	30	0	2
COAD_TCGA-CM-5348	10	81	47	0	21	4	7	49	11	23
COAD_TCGA-CM-5349	4	73	22	1	3	0	6	26	9	3
COAD_TCGA-CM-5860	5	62	31	0	9	4	1	34	8	4
COAD_TCGA-CM-5861	0	351	18	439	258	117	507	72	50	11
COAD_TCGA-CM-5862	4	61	4	6	4	5	10	27	8	6
COAD_TCGA-CM-5863	5	36	19	3	4	0	1	13	3	3
COAD_TCGA-CM-5864	11	49	22	11	25	3	6	131	0	8
COAD_TCGA-CM-5868	9	39	13	27	2	0	5	20	4	8
COAD_TCGA-CM-6161	1	55	19	11	0	0	8	41	0	2
COAD_TCGA-CM-6163	3	56	25	0	0	2	6	38	3	10
COAD_TCGA-CM-6164	4	22	16	0	7	6	7	34	1	1
COAD_TCGA-CM-6165	7	45	2	25	2	3	2	64	0	4
COAD_TCGA-CM-6166	12	29	9	0	23	0	0	30	2	13
COAD_TCGA-CM-6167	2	43	8	4	3	4	0	39	0	1
COAD_TCGA-CM-6168	5	89	12	49	25	5	17	68	4	17
COAD_TCGA-CM-6169	6	54	1	15	4	0	8	45	0	3
COAD_TCGA-CM-6170	0	49	21	22	4	0	0	19	3	12
COAD_TCGA-CM-6171	5	695	30	427	84	57	113	57	5	14
COAD_TCGA-CM-6172	2	46	22	0	12	0	0	38	11	9
COAD_TCGA-CM-6674	8	514	11	298	105	0	91	0	24	13
COAD_TCGA-CM-6675	0	33	14	0	10	9	6	52	4	0
COAD_TCGA-CM-6676	4	50	15	0	16	6	5	42	4	1
COAD_TCGA-CM-6677	13	70	10	0	25	8	4	47	2	4
COAD_TCGA-CM-6678	6	82	28	2	8	2	12	37	0	2
COAD_TCGA-CM-6679	2	27	0	5	17	0	20	25	4	6
COAD_TCGA-CM-6680	2	49	27	0	3	0	11	27	4	2
COAD_TCGA-D5-5537	6	49	20	0	15	2	6	40	0	1
COAD_TCGA-D5-5538	8	49	22	18	0	0	10	49	5	2
COAD_TCGA-D5-5539	0	58	8	10	0	0	7	53	4	6
COAD_TCGA-D5-5540	8	71	9	0	12	1	1	57	3	15
COAD_TCGA-D5-5541	0	32	29	0	6	0	4	14	3	3
COAD_TCGA-D5-6529	10	59	17	9	21	0	0	27	0	4
COAD_TCGA-D5-6530	0	565	12	379	117	35	91	28	0	0
COAD_TCGA-D5-6531	11	107	25	5	10	5	5	69	8	9
COAD_TCGA-D5-6532	9	59	11	4	8	3	2	26	14	28
COAD_TCGA-D5-6533	6	54	45	10	0	4	10	83	5	10
COAD_TCGA-D5-6534	9	55	11	13	3	8	1	89	9	11
COAD_TCGA-D5-6535	10	50	17	0	11	14	10	83	7	30
COAD_TCGA-D5-6536	0	42	3	0	25	5	4	47	0	8
COAD_TCGA-D5-6537	14	67	4	5	0	4	5	40	2	2
COAD_TCGA-D5-6538	4	70	22	0	33	1	1	38	5	7
COAD_TCGA-D5-6539	6	41	11	7	0	1	10	37	4	10
COAD_TCGA-D5-6540	8	478	12	302	441	127	0	94	50	2
COAD_TCGA-D5-6541	1	70	0	8	0	1	5	21	0	8
COAD_TCGA-D5-6898	6	38	0	4	8	2	3	34	0	5
COAD_TCGA-D5-6920	8	57	7	2	21	0	3	37	0	16
COAD_TCGA-D5-6922	2	57	12	0	19	0	3	36	7	14
COAD_TCGA-D5-6924	6	69	17	10	0	3	8	73	3	9
COAD_TCGA-D5-6926	5	62	7	9	0	0	16	45	3	15
COAD_TCGA-D5-6927	9	248	0	225	105	45	156	7	16	2
COAD_TCGA-D5-6928	16	584	13	448	650	182	19	130	0	34
COAD_TCGA-D5-6929	1	36	15	10	9	16	4	42	8	20
COAD_TCGA-D5-6930	9	399	59	129	752	90	0	100	6	17
COAD_TCGA-D5-6931	0	65	0	12	35	16	3	115	158	11
COAD_TCGA-D5-6932	11	40	0	19	4	8	10	70	8	6
COAD_TCGA-D5-7000	1	60	13	2	6	2	2	49	3	10
COAD_TCGA-DM-A0X9	10	74	42	8	6	5	6	67	8	12
COAD_TCGA-DM-A0XD	11	77	32	9	23	0	0	50	7	18
COAD_TCGA-DM-A0XF	8	25	30	22	2	0	2	71	4	10
COAD_TCGA-DM-A1D0	0	51	3	3	0	11	9	60	3	14
COAD_TCGA-DM-A1D4	12	107	4	11	14	11	15	49	3	9
COAD_TCGA-DM-A1D6	2	66	8	10	3	2	8	32	3	18
COAD_TCGA-DM-A1D7	2	58	4	23	5	4	3	82	0	12
COAD_TCGA-DM-A1D8	12	57	8	15	9	4	3	94	16	10
COAD_TCGA-DM-A1D9	4	38	35	2	0	13	10	72	0	6
COAD_TCGA-DM-A1DA	6	76	11	30	29	18	0	174	23	10
COAD_TCGA-DM-A1DB	2	27	8	10	3	0	5	22	8	8
COAD_TCGA-DM-A1HA	3	74	0	0	15	8	5	72	0	14
COAD_TCGA-DM-A1HB	0	381	0	384	138	76	296	125	52	13
COAD_TCGA-DM-A280	6	48	0	0	15	3	3	52	47	4
COAD_TCGA-DM-A282	8	57	24	0	0	5	10	22	0	12
COAD_TCGA-DM-A285	9	48	16	0	19	2	11	101	13	16
COAD_TCGA-DM-A288	0	36	0	2	10	6	2	32	16	16
COAD_TCGA-DM-A28A	14	70	0	23	1	0	11	61	0	11
COAD_TCGA-DM-A28C	6	51	0	14	4	0	2	49	0	12
COAD_TCGA-DM-A28E	7	41	7	8	2	0	19	24	5	5
COAD_TCGA-DM-A28F	8	61	5	10	29	15	8	110	56	31
COAD_TCGA-DM-A28G	0	59	19	12	3	3	15	42	4	8
COAD_TCGA-DM-A28H	7	43	7	7	17	1	8	47	1	27
COAD_TCGA-DM-A28K	5	72	15	11	1	3	5	26	1	4
COAD_TCGA-DM-A28M	3	56	15	0	8	2	13	22	10	4
COAD_TCGA-F4-6459	8	41	20	22	0	1	5	38	17	24
COAD_TCGA-F4-6460	16	47	25	12	10	3	7	64	1	14
COAD_TCGA-F4-6461	5	54	30	12	21	3	14	52	0	2
COAD_TCGA-F4-6463	3	46	17	0	16	0	0	11	2	0
COAD_TCGA-F4-6569	8	49	0	6	0	5	8	39	33	10
COAD_TCGA-F4-6570	0	562	100	487	344	139	150	137	108	31
COAD_TCGA-F4-6703	9	162	0	171	121	24	62	75	33	11
COAD_TCGA-F4-6704	3	25	9	3	15	2	3	27	8	10
COAD_TCGA-F4-6805	8	37	3	12	0	2	13	23	0	0
COAD_TCGA-F4-6806	8	60	12	7	9	2	8	32	0	10
COAD_TCGA-F4-6807	4	34	11	26	0	23	2	119	0	6
COAD_TCGA-F4-6808	1	78	13	15	0	4	5	58	5	5
COAD_TCGA-F4-6809	11	35	0	7	12	8	19	89	9	19
COAD_TCGA-F4-6854	0	41	17	18	0	4	5	56	3	8
COAD_TCGA-F4-6855	4	48	6	0	14	10	1	56	0	12
COAD_TCGA-F4-6856	0	338	0	156	556	27	40	93	0	6
COAD_TCGA-G4-6293	8	44	32	8	11	0	3	44	0	3
COAD_TCGA-G4-6294	1	36	0	12	28	10	2	91	10	18
COAD_TCGA-G4-6295	6	44	25	0	22	8	12	77	4	10
COAD_TCGA-G4-6297	3	47	34	0	0	10	1	12	4	0
COAD_TCGA-G4-6298	5	54	11	2	0	4	1	30	0	0
COAD_TCGA-G4-6299	4	49	22	4	12	14	12	80	2	12
COAD_TCGA-G4-6302	9	356	57	338	128	93	85	45	41	10
COAD_TCGA-G4-6303	15	60	20	8	2	0	3	18	2	3
COAD_TCGA-G4-6304	11	366	48	295	258	28	98	81	9	4
COAD_TCGA-G4-6306	3	61	2	8	15	10	8	33	6	5
COAD_TCGA-G4-6307	8	25	13	4	14	1	0	39	3	7
COAD_TCGA-G4-6309	0	551	0	223	50	38	84	21	3	2
COAD_TCGA-G4-6310	5	63	19	0	31	4	0	29	4	5
COAD_TCGA-G4-6311	11	59	20	6	6	6	6	73	10	6
COAD_TCGA-G4-6314	6	74	16	0	19	14	9	24	6	22
COAD_TCGA-G4-6315	10	73	7	2	9	1	12	68	0	13
COAD_TCGA-G4-6317	5	64	33	4	6	0	4	19	1	6
COAD_TCGA-G4-6320	3	591	121	243	178	106	1	162	0	7
COAD_TCGA-G4-6321	4	40	13	1	10	2	0	29	0	3
COAD_TCGA-G4-6322	4	45	29	0	1	4	7	33	0	1
COAD_TCGA-G4-6323	7	48	0	8	14	0	13	39	0	7
COAD_TCGA-G4-6586	6	559	0	324	137	42	174	90	43	1
COAD_TCGA-G4-6588	0	667	0	739	440	157	408	135	15	17
COAD_TCGA-G4-6625	1	52	13	21	0	0	6	67	1	5
COAD_TCGA-G4-6626	2	80	25	0	14	0	4	58	0	6
COAD_TCGA-G4-6627	4	62	1	4	2	7	9	37	0	7
COAD_TCGA-G4-6628	1	623	76	893	534	163	0	105	0	21
COAD_TCGA-NH-A50T	11	71	28	0	18	0	0	30	4	3
COAD_TCGA-NH-A50U	12	49	5	10	5	0	7	16	4	10
COAD_TCGA-NH-A50V	10	93	4	1	19	10	6	69	0	4
COAD_TCGA-NH-A5IV	12	1088	103	948	426	18	312	123	0	3
COAD_TCGA-NH-A6GA	5	43	36	0	0	6	0	27	4	10
COAD_TCGA-NH-A6GB	8	80	34	6	17	4	5	77	0	4
COAD_TCGA-NH-A6GC	10	50	0	0	11	12	0	50	6	17
COAD_TCGA-NH-A8F7	7	57	20	1	5	4	5	65	0	6
COAD_TCGA-NH-A8F8	1	53	15	0	16	7	0	65	0	3
COAD_TCGA-QG-A5YV	11	89	6	1	25	4	4	67	9	11
COAD_TCGA-QG-A5YW	15	59	10	13	23	0	9	65	5	4
COAD_TCGA-QG-A5YX	3	70	0	6	2	4	0	31	0	2
COAD_TCGA-QG-A5Z1	8	50	12	0	25	2	2	27	5	2
COAD_TCGA-QG-A5Z2	14	489	45	353	190	48	65	73	9	4
COAD_TCGA-QL-A97D	22	93	22	0	44	13	15	114	0	9
COAD_TCGA-RU-A8FL	2	40	14	13	34	1	1	81	8	13
COAD_TCGA-SS-A7HO	2	74	4	9	9	8	5	103	0	7
COAD_TCGA-T9-A92H	12	64	22	12	9	10	4	109	1	17
COAD_TCGA-WS-AB45	24	1870	108	751	276	54	169	0	76	1
UCEC_TCGA-2E-A9G8	1	12	0	7	9	0	0	44	5	10
UCEC_TCGA-4E-A92E	11	2	69	0	4	0	0	0	11	159
UCEC_TCGA-5B-A90C	6	13	7	10	3	4	1	26	0	1
UCEC_TCGA-5S-A9Q8	5	18	24	2	6	0	0	10	5	0
UCEC_TCGA-A5-A0G1	993	779	3543	1406	2173	4929	422	1961	0	202
UCEC_TCGA-A5-A0GQ	0	32	3	3	0	2	4	31	0	7
UCEC_TCGA-A5-A0R6	0	18	19	4	0	0	0	23	0	2
UCEC_TCGA-A5-A0R7	1	19	6	11	0	0	5	48	0	2
UCEC_TCGA-A5-A0R8	0	24	16	0	5	3	4	33	0	2
UCEC_TCGA-A5-A0R9	0	23	16	2	0	0	3	11	0	0
UCEC_TCGA-A5-A0RA	0	34	15	2	0	3	10	18	1	2
UCEC_TCGA-A5-A0VO	1	35	10	3	8	0	0	26	0	9
UCEC_TCGA-A5-A0VP	14	1258	128	455	117	14	159	0	24	17
UCEC_TCGA-A5-A0VQ	0	152	41	215	38	0	0	2	0	2
UCEC_TCGA-A5-A1OF	1070	2109	2284	1851	2961	5831	1742	367	270	0
UCEC_TCGA-A5-A1OG	2	8	1	6	3	0	6	13	0	8
UCEC_TCGA-A5-A1OH	0	25	38	0	0	2	12	65	2	50
UCEC_TCGA-A5-A1OJ	3	25	19	0	8	0	0	8	3	2
UCEC_TCGA-A5-A1OK	2	14	21	2	12	4	0	25	0	4
UCEC_TCGA-A5-A2K2	5	27	0	26	1	0	5	74	0	52
UCEC_TCGA-A5-A2K3	4	1181	173	566	106	51	14	0	0	0
UCEC_TCGA-A5-A2K4	0	16	6	3	0	1	4	20	0	0
UCEC_TCGA-A5-A2K5	10759	28	2468	0	519	351	106	0	690	143
UCEC_TCGA-A5-A2K7	0	313	66	335	80	27	26	16	0	19
UCEC_TCGA-A5-A3LO	2	7	9	1	5	2	9	7	0	2
UCEC_TCGA-A5-A3LP	0	16	21	5	5	0	0	8	2	17
UCEC_TCGA-A5-A7WK	6	25	3	4	0	0	11	32	0	34
UCEC_TCGA-A5-AB3J	0	18	0	0	9	0	4	18	0	8
UCEC_TCGA-AJ-A23M	1	14	0	6	4	1	7	56	2	61
UCEC_TCGA-AJ-A23N	4	8	10	0	5	0	7	13	4	13
UCEC_TCGA-AJ-A23O	29	202	0	446	62	28	170	258	63	2
UCEC_TCGA-AJ-A2QK	1	36	2	16	0	0	7	40	0	5
UCEC_TCGA-AJ-A2QL	2	19	7	0	9	0	2	17	0	4
UCEC_TCGA-AJ-A2QM	0	13	0	15	0	0	1	26	0	237
