Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
UCEC_TCGA-FI-A2F4	1.32E+00	7.77E+00	5.42E+01	2.05E+01	9.21E+00	3.82E+01	2.21E+01	1.71E+00	1.05E+01	9.36E-01
UCEC_TCGA-FI-A2F8	9.12E-01	2.13E+00	1.08E+00	0.00E+00	1.02E+00	6.36E-01	1.38E+00	1.99E+00	1.50E+00	1.88E+00
UCEC_TCGA-FI-A2F9	6.99E-01	1.39E+00	6.51E-01	7.00E-01	1.41E+00	8.72E-01	1.05E+00	1.00E+00	0.00E+00	4.23E-01
UCEC_TCGA-FI-A3PV	1.00E-01	1.88E+00	1.70E+00	5.96E-01	7.48E-01	1.17E+00	1.73E+00	1.50E+00	8.70E-01	1.34E+00
UCEC_TCGA-FI-A3PX	1.09E+00	1.93E+00	3.36E+00	1.07E+00	1.76E+00	8.06E-01	1.15E+00	2.82E+00	1.60E+00	1.43E+00
UCEC_TCGA-H5-A2HR	1.06E+00	1.40E+00	1.63E+00	9.19E-01	6.37E-01	6.05E-01	1.01E+00	1.58E+00	5.17E-01	4.94E-01
UCEC_TCGA-JU-AAVI	8.31E-01	1.53E+00	1.49E+00	1.36E+00	1.06E+00	0.00E+00	1.33E+00	2.47E+00	5.12E-01	6.05E-01
UCEC_TCGA-K6-A3WQ	1.21E+00	1.63E+00	9.64E-01	0.00E+00	1.32E+00	1.53E-01	1.06E+00	1.77E+00	4.07E-01	8.84E-01
UCEC_TCGA-KJ-A3U4	5.26E-01	1.31E+00	2.21E+00	8.00E-01	6.05E-01	1.35E+00	0.00E+00	1.29E+00	7.92E-01	8.31E-01
UCEC_TCGA-KP-A3VZ	1.05E+00	1.95E+00	3.17E+00	3.34E+00	1.00E+00	2.00E-01	8.33E-01	3.91E+00	8.14E-01	1.15E+00
UCEC_TCGA-KP-A3W0	0.00E+00	1.16E+00	1.37E+00	1.28E+00	4.01E-01	0.00E+00	7.75E-01	1.78E+00	7.27E-01	1.63E-01
UCEC_TCGA-KP-A3W1	9.98E-01	2.10E+00	2.09E+00	1.09E+00	9.69E-01	5.17E-01	3.14E-01	1.48E+00	8.47E-01	8.14E-01
UCEC_TCGA-KP-A3W3	1.27E+00	1.27E+00	1.96E+00	1.80E+00	0.00E+00	4.82E-01	5.97E-01	1.68E+00	5.97E-01	8.23E-01
UCEC_TCGA-KP-A3W4	3.89E-01	1.19E+00	1.31E+00	1.09E+00	1.23E+00	6.11E-01	4.33E-01	1.12E+00	2.13E-01	8.27E-01
UCEC_TCGA-PG-A5BC	6.36E-01	1.19E+00	1.48E+00	2.48E+00	6.16E-01	0.00E+00	2.16E+00	1.43E+00	6.63E-01	9.80E-01
UCEC_TCGA-PG-A6IB	1.73E+00	4.64E+00	6.24E+00	4.78E+00	6.45E+00	1.04E+00	2.70E+00	4.33E+00	1.54E+00	2.69E-01
UCEC_TCGA-PG-A7D5	9.83E-01	1.55E+00	2.02E+00	1.89E+00	5.93E-01	1.10E+00	0.00E+00	1.52E+00	8.69E-01	9.92E-01
UCEC_TCGA-PG-A914	9.67E-01	2.18E+00	3.14E+00	5.16E-01	1.28E+00	1.27E+00	3.42E-01	2.90E+00	1.43E+00	2.04E+00
UCEC_TCGA-PG-A915	3.94E-01	1.44E+00	2.76E+00	1.46E+00	1.43E+00	8.16E-01	9.40E-01	2.95E+00	5.86E-01	1.49E+00
UCEC_TCGA-PG-A916	6.90E-01	1.67E+00	9.80E-01	1.34E+00	1.68E+00	5.82E-01	6.23E-01	1.59E+00	5.37E-01	4.23E-01
UCEC_TCGA-PG-A917	4.25E+00	8.80E+00	1.29E+01	5.34E+00	4.47E+00	4.59E+00	5.69E+00	7.39E+00	2.34E+00	1.36E+00
UCEC_TCGA-QF-A5YS	1.37E+02	1.23E+01	1.21E+02	4.18E+00	7.19E+00	7.16E+00	3.77E+00	2.42E+00	1.25E+02	1.00E-01
UCEC_TCGA-QF-A5YT	2.21E-01	0.00E+00	0.00E+00	0.00E+00	5.39E-01	0.00E+00	4.27E-01	7.72E-01	5.42E-01	0.00E+00
UCEC_TCGA-QS-A5YQ	7.67E+01	7.00E+00	6.57E+01	3.86E+00	5.14E+00	4.39E+00	4.22E+00	3.31E+00	6.63E+01	1.27E+00
UCEC_TCGA-QS-A5YR	9.55E-01	3.89E+00	3.86E+00	3.86E+00	3.51E+00	6.00E-01	1.36E+00	2.95E+00	0.00E+00	7.52E-01
UCEC_TCGA-QS-A744	3.96E-01	1.63E+00	1.45E+00	3.00E-01	6.11E-01	8.82E-01	1.00E+00	2.21E+00	7.86E-01	1.26E+00
UCEC_TCGA-QS-A8F1	1.22E+00	1.89E+00	3.22E+00	9.68E-01	9.43E-01	2.69E-01	1.27E+00	2.52E+00	6.71E-01	1.65E+00
UCEC_TCGA-SJ-A6ZI	3.30E+00	1.73E+01	6.88E+00	1.01E+01	1.18E+01	6.99E+00	6.11E+00	3.85E+00	6.66E+00	0.00E+00
UCEC_TCGA-SJ-A6ZJ	9.21E-01	2.26E+00	1.96E+00	6.05E-01	1.06E+00	0.00E+00	2.14E+00	2.15E+00	5.62E-01	1.02E+00
UCEC_TCGA-SL-A6J9	7.30E-01	1.41E+00	3.75E+00	9.83E-01	9.80E-01	5.93E-01	6.54E-01	2.50E+00	8.09E-01	4.42E-01
UCEC_TCGA-SL-A6JA	2.01E+00	9.51E+00	7.39E+00	7.34E+00	1.14E+01	2.55E+00	4.30E+00	4.75E+00	2.56E+00	1.51E+00
STAD_TCGA-3M-AB46	2.38E+00	2.52E+00	2.04E+00	2.35E+00	1.64E+00	1.97E+00	1.02E+00	2.10E+00	1.18E+00	1.47E+00
STAD_TCGA-3M-AB47	2.21E+00	2.94E+00	3.39E+00	1.65E+00	1.02E+00	9.71E-01	1.08E+00	2.49E+00	1.60E+00	4.58E-01
STAD_TCGA-B7-5816	2.14E+00	1.21E+01	6.97E+00	1.14E+01	8.79E+00	5.69E+00	8.95E+00	4.51E+00	5.63E+00	1.13E+00
STAD_TCGA-B7-5818	4.43E+00	5.71E+00	1.58E+01	8.43E+00	3.03E+00	6.90E-01	3.17E+00	1.82E+01	2.11E+01	3.06E+00
STAD_TCGA-B7-A5TI	2.47E+00	7.40E+00	3.37E+00	5.91E+00	5.57E+00	5.04E+00	2.99E+00	3.09E+00	1.81E+00	1.78E+00
STAD_TCGA-B7-A5TJ	2.12E+00	4.21E+00	5.89E+00	4.14E+00	4.90E+00	7.06E-01	1.03E+00	7.51E+00	6.75E+00	6.99E-01
STAD_TCGA-B7-A5TK	8.67E-01	1.51E+00	1.84E+00	1.42E+00	5.43E-01	1.39E+00	8.03E-01	1.58E+00	0.00E+00	1.35E+00
STAD_TCGA-B7-A5TN	1.41E+00	1.62E+00	1.69E+00	1.15E+00	8.33E-01	2.00E-01	7.92E-01	2.64E+00	1.20E+00	8.54E-01
STAD_TCGA-BR-4183	9.21E-01	1.90E+00	2.39E+00	1.00E+00	1.41E+00	0.00E+00	8.36E-01	1.10E+00	6.96E-01	7.00E-01
STAD_TCGA-BR-4184	3.40E+00	2.62E+01	1.43E+01	1.66E+01	2.05E+01	8.89E+00	9.77E+00	5.54E+00	3.08E+00	7.60E-01
STAD_TCGA-BR-4187	8.72E-01	9.09E-01	1.12E+00	4.99E-01	8.46E-01	3.00E-01	3.35E-01	1.01E+00	9.83E-01	3.06E-01
STAD_TCGA-BR-4188	0.00E+00	1.40E+00	2.03E+00	1.94E+00	6.05E-01	0.00E+00	0.00E+00	1.55E+00	1.07E+00	1.19E+00
STAD_TCGA-BR-4191	2.13E+00	6.67E-01	5.60E+00	4.83E+00	2.40E+00	2.39E+00	9.33E-01	5.34E+00	1.92E+00	2.61E+00
STAD_TCGA-BR-4201	2.72E+00	8.64E+00	1.28E+01	7.28E+00	1.06E+01	4.89E+00	4.64E+00	3.04E+00	7.50E+00	1.08E+00
STAD_TCGA-BR-4253	0.00E+00	2.91E+00	3.60E+00	1.61E+00	1.71E+00	1.56E+00	1.03E+00	3.16E+00	1.45E+00	1.86E+00
STAD_TCGA-BR-4255	5.17E-01	1.16E+00	2.72E+00	0.00E+00	6.80E-01	0.00E+00	1.36E+00	2.37E+00	6.84E-01	8.98E-01
STAD_TCGA-BR-4256	1.63E+00	4.54E+00	8.40E+00	1.08E+01	6.22E+00	4.16E+00	6.84E+00	9.12E+00	8.77E+00	1.56E+00
STAD_TCGA-BR-4257	2.58E+00	7.87E+00	5.46E+00	9.18E+00	5.06E+00	4.17E+00	1.17E+01	6.79E+00	4.85E+00	1.29E+00
STAD_TCGA-BR-4267	1.67E+00	1.99E+00	1.64E+00	1.53E+00	7.52E-01	0.00E+00	7.52E-01	2.28E+00	1.15E+00	9.52E-01
STAD_TCGA-BR-4279	1.11E+00	2.07E+00	1.34E+00	1.79E+00	5.62E-01	1.00E-01	1.12E+00	1.36E+00	8.70E-01	5.59E-01
STAD_TCGA-BR-4280	6.11E-01	3.75E+00	3.06E-01	6.97E+00	4.91E+00	3.96E+00	6.45E+00	8.21E+00	8.82E+00	1.34E+00
STAD_TCGA-BR-4292	1.17E+00	1.33E+01	5.56E+00	8.43E+00	8.57E+00	5.23E+00	4.91E+00	5.73E+00	3.26E+00	1.35E+00
STAD_TCGA-BR-4294	0.00E+00	0.00E+00	1.47E+00	2.13E-01	1.05E+00	0.00E+00	8.59E-01	1.30E+00	0.00E+00	2.69E-01
STAD_TCGA-BR-4357	1.74E+00	2.50E+00	3.57E+00	3.62E+00	2.57E+00	1.58E+00	3.10E+00	9.50E+00	8.52E+00	2.42E+00
STAD_TCGA-BR-4361	3.06E+00	8.56E+00	2.37E+01	1.32E+01	1.09E+01	1.49E+00	2.01E+01	4.08E+00	4.00E+00	2.08E+00
STAD_TCGA-BR-4362	1.72E+00	8.34E+00	3.59E+00	6.60E+00	1.03E+01	3.72E+00	8.90E+00	1.75E+01	2.01E+01	1.03E+00
STAD_TCGA-BR-4363	1.05E+00	5.86E+00	2.39E+00	3.04E+00	7.07E+00	1.44E+00	4.45E+00	2.06E+00	2.51E+00	0.00E+00
STAD_TCGA-BR-4366	6.32E-01	1.56E+00	3.70E+00	2.47E+00	1.28E+00	1.06E+00	1.26E+00	2.26E+00	3.17E+00	2.04E+00
STAD_TCGA-BR-4368	1.60E+00	1.05E+01	1.12E+01	9.52E+00	7.60E+00	3.42E+00	5.04E+00	2.06E+00	2.86E+00	1.31E+00
STAD_TCGA-BR-4369	1.94E+00	2.25E+00	2.59E+00	1.00E+00	2.00E+00	4.16E-01	3.06E-01	1.04E+01	8.92E+00	1.98E+00
STAD_TCGA-BR-4370	3.20E+00	6.71E+00	5.62E+00	8.35E+00	7.87E+00	2.88E+00	5.20E+00	4.72E+00	7.28E+00	8.92E-01
STAD_TCGA-BR-4371	1.39E+00	2.92E+00	2.96E+00	1.32E+00	3.25E+00	0.00E+00	1.30E+00	3.04E+00	1.44E+00	1.59E+00
STAD_TCGA-BR-6452	2.95E+00	1.41E+01	5.83E+01	1.45E+01	2.10E+01	3.06E+01	2.40E+01	2.02E+01	1.49E+01	2.85E+00
STAD_TCGA-BR-6453	0.00E+00	2.74E+00	3.67E+00	1.54E+00	1.94E+00	5.59E-01	1.70E+00	1.58E+01	1.64E+01	1.52E+00
STAD_TCGA-BR-6454	1.41E+00	1.46E+00	3.13E+00	2.14E+00	1.62E+00	1.40E+00	1.93E+00	4.16E+00	2.42E+00	1.34E+00
STAD_TCGA-BR-6455	0.00E+00	2.23E+00	3.69E+00	2.28E+00	2.72E+00	1.29E+00	1.13E+00	2.74E+00	9.48E-01	6.01E-01
STAD_TCGA-BR-6456	7.18E-01	1.03E+00	1.61E+00	6.40E-01	2.00E-01	1.16E+00	9.64E-01	1.67E+00	7.52E-01	6.00E-01
STAD_TCGA-BR-6457	1.09E+00	2.53E+00	2.56E+00	0.00E+00	4.27E-01	1.06E+00	1.62E+00	5.19E+00	4.22E+00	5.17E-01
STAD_TCGA-BR-6458	1.51E+00	3.70E+00	3.76E+00	2.03E+00	1.71E+00	1.92E+00	1.64E+00	2.97E+01	2.80E+01	1.13E+00
STAD_TCGA-BR-6563	1.51E+00	2.07E+00	7.19E-01	4.01E-01	9.43E-01	0.00E+00	1.43E+00	2.18E+00	2.40E+00	6.57E-01
STAD_TCGA-BR-6564	8.70E-01	7.81E-01	8.95E-01	1.16E+00	1.29E+00	3.00E-01	5.82E-01	1.05E+00	5.93E-01	9.57E-01
STAD_TCGA-BR-6565	2.00E+00	2.76E+00	4.26E+00	2.69E+00	1.77E+00	6.96E-01	2.58E+00	3.26E+00	1.79E+00	2.07E+00
STAD_TCGA-BR-6566	1.44E+00	1.02E+01	3.53E+00	9.50E+00	7.31E+00	6.14E+00	4.75E+00	5.50E+00	5.76E+00	8.72E-01
STAD_TCGA-BR-6705	9.46E-01	1.45E+00	1.63E+00	2.00E-01	1.28E+00	1.34E+00	6.67E-01	3.53E+00	3.34E+00	1.39E+00
STAD_TCGA-BR-6706	1.94E+00	1.46E+00	2.49E+00	6.87E-01	1.50E+00	6.96E-01	3.14E+00	2.14E+01	2.29E+01	5.04E-01
STAD_TCGA-BR-6707	1.13E+00	2.22E+00	2.32E+00	1.57E+00	4.23E-01	0.00E+00	1.17E+00	1.99E+00	4.96E-01	6.80E-01
STAD_TCGA-BR-6709	3.33E-01	5.67E-01	1.45E+00	2.21E+00	1.64E+00	1.33E-01	1.27E+00	1.63E+00	8.62E-01	8.03E-01
STAD_TCGA-BR-6801	0.00E+00	1.36E+00	2.46E+00	1.20E+00	4.07E-01	0.00E+00	1.07E+00	9.43E-01	8.72E-01	8.17E-01
STAD_TCGA-BR-6802	9.87E-01	5.79E+00	2.81E+00	6.61E+00	6.71E+00	3.63E+00	4.87E+00	3.00E+00	2.16E+00	7.61E-01
STAD_TCGA-BR-6803	6.16E-01	6.51E-01	5.96E-01	0.00E+00	0.00E+00	2.24E-01	3.14E-01	8.75E-01	1.00E-01	4.58E-01
STAD_TCGA-BR-6852	1.95E+00	9.53E+00	3.73E+00	1.07E+01	8.83E+00	5.08E+00	7.55E+00	6.17E+00	3.13E+00	8.31E-01
STAD_TCGA-BR-7196	3.06E-01	1.79E+00	2.96E+00	8.00E-01	1.65E+00	1.86E+00	0.00E+00	1.47E+00	1.62E+00	9.40E-01
STAD_TCGA-BR-7197	1.48E+00	1.98E+00	3.71E+00	5.97E-01	1.07E+00	1.62E+00	1.12E+00	7.73E+00	8.46E+00	1.22E+00
STAD_TCGA-BR-7703	9.68E-01	4.90E+00	7.74E+00	9.37E+00	6.45E+00	4.26E+00	3.16E+00	3.31E+00	8.95E-01	1.44E+00
STAD_TCGA-BR-7704	2.55E+00	3.36E+00	6.91E+00	3.28E+00	2.54E+00	3.72E+00	2.96E+00	9.61E+00	1.18E+01	3.43E+00
STAD_TCGA-BR-7707	2.26E+00	1.12E+01	5.24E+00	7.17E+00	8.64E+00	3.66E+00	7.58E+00	6.68E+00	4.46E+00	1.09E+00
STAD_TCGA-BR-7715	1.62E+00	2.41E+00	2.10E+00	3.21E+00	1.62E+00	1.16E+00	1.54E+00	4.71E+00	3.43E+00	1.19E+00
STAD_TCGA-BR-7716	1.62E+00	2.09E+00	3.45E+00	1.13E+00	1.79E+00	1.64E+00	4.96E-01	2.19E+00	2.00E+00	2.92E+00
STAD_TCGA-BR-7717	0.00E+00	3.19E+00	2.60E+00	2.32E+00	1.45E+00	0.00E+00	1.10E+00	3.87E+00	3.75E+00	1.99E+00
STAD_TCGA-BR-7722	9.10E-01	1.29E+00	1.69E+00	3.67E-01	7.57E-01	0.00E+00	1.18E+00	2.07E+00	6.33E-01	8.41E-01
STAD_TCGA-BR-7723	7.46E-01	2.89E+00	3.09E+00	1.60E+00	5.00E-01	1.31E+00	2.21E+00	9.63E+00	1.14E+01	1.69E+00
STAD_TCGA-BR-7851	2.59E+00	1.01E+01	6.94E+00	1.13E+01	1.36E+01	5.45E+00	7.32E+00	3.88E+00	3.56E+00	8.57E-01
STAD_TCGA-BR-7901	1.45E+00	2.11E+00	3.79E+00	2.74E+00	1.56E+00	7.02E-01	2.55E+00	7.28E+00	7.26E+00	2.64E+00
STAD_TCGA-BR-7957	8.19E-01	1.70E+00	2.99E+00	5.67E-01	1.46E+00	5.97E-01	4.27E-01	2.22E+00	9.60E-01	4.90E-01
STAD_TCGA-BR-7958	5.33E-01	2.78E+00	5.00E+00	3.75E+00	1.97E+00	1.60E+00	1.02E+00	5.76E+00	4.64E+00	1.79E+00
STAD_TCGA-BR-7959	9.66E-01	3.43E+00	3.74E+00	1.98E+00	9.12E-01	4.01E-01	2.13E-01	2.13E+00	1.50E+00	1.12E+00
STAD_TCGA-BR-8058	6.36E-01	1.28E+00	1.28E+00	2.00E-01	1.10E+00	0.00E+00	1.43E+00	1.39E+00	1.06E+00	1.10E+00
STAD_TCGA-BR-8059	2.54E+00	4.90E+00	7.57E+00	9.22E+00	5.57E+00	5.41E+00	3.97E+00	9.68E+00	7.69E+00	3.03E+00
STAD_TCGA-BR-8060	1.00E+00	3.00E+00	7.52E+00	2.29E+00	2.00E+00	1.90E+00	1.39E+00	1.09E+01	1.13E+01	3.41E+00
STAD_TCGA-BR-8077	7.89E-01	1.89E+00	3.34E+00	1.20E+00	2.04E+00	1.48E+00	1.34E+00	2.56E+00	1.03E+00	2.02E+00
STAD_TCGA-BR-8078	2.33E+00	8.20E+00	5.41E+00	1.34E+01	9.47E+00	4.43E+00	9.39E+00	6.93E+00	3.47E+00	1.11E+00
STAD_TCGA-BR-8080	2.13E+00	2.91E+00	1.42E+00	3.70E+00	1.84E+00	1.01E+00	2.59E+00	6.49E+00	7.02E+00	9.04E-01
STAD_TCGA-BR-8081	2.13E-01	9.17E+00	6.18E+00	5.36E+00	9.02E+00	5.66E+00	4.36E+00	5.56E+00	2.68E+00	1.94E+00
STAD_TCGA-BR-8284	1.11E+00	5.12E+00	5.68E+00	4.45E+00	4.01E+00	4.58E+00	2.87E+00	3.30E+00	1.42E+00	2.09E+00
STAD_TCGA-BR-8285	3.00E-01	2.01E+00	3.34E+00	0.00E+00	1.63E+00	9.67E-01	1.59E+00	2.87E+00	2.47E+00	4.58E-01
STAD_TCGA-BR-8286	1.16E+00	2.25E+00	3.99E+00	0.00E+00	2.37E+00	2.11E+00	2.20E+00	3.57E+00	3.66E+00	1.03E+00
STAD_TCGA-BR-8289	1.80E+00	3.96E+00	3.11E+00	4.57E+00	2.77E+00	1.42E+00	1.83E+00	8.98E+00	8.47E+00	2.05E+00
STAD_TCGA-BR-8291	9.45E-01	6.57E-01	9.68E-01	6.29E-01	1.00E-01	0.00E+00	4.00E-01	6.36E-01	9.80E-01	4.33E-01
STAD_TCGA-BR-8295	6.00E-01	3.14E-01	8.06E-01	1.08E+00	1.12E+00	0.00E+00	7.48E-01	1.98E+00	1.24E+00	8.60E-01
STAD_TCGA-BR-8296	0.00E+00	1.22E+00	1.58E+00	0.00E+00	0.00E+00	8.00E-01	3.00E-01	2.02E+00	3.00E-01	8.43E-01
STAD_TCGA-BR-8297	0.00E+00	1.61E+00	2.59E+00	1.38E+00	2.84E+00	2.95E+00	2.38E+00	1.73E+01	1.67E+01	1.83E+00
STAD_TCGA-BR-8360	2.32E+00	1.06E+01	3.10E+00	6.65E+00	7.96E+00	3.89E+00	5.93E+00	4.35E+00	2.19E+00	1.40E+00
STAD_TCGA-BR-8361	2.64E+00	9.19E+00	1.06E+01	1.18E+01	7.71E+00	6.39E+00	8.20E+00	8.26E+00	3.80E+00	1.46E+00
STAD_TCGA-BR-8363	1.53E+00	7.75E+00	1.07E+01	8.95E+00	1.05E+01	5.01E+00	7.08E+00	1.04E+01	7.82E+00	1.47E+00
STAD_TCGA-BR-8364	2.00E-01	6.46E-01	1.47E+00	6.86E-01	8.03E-01	0.00E+00	8.16E-01	6.36E-01	2.69E-01	8.33E-01
STAD_TCGA-BR-8365	6.40E-01	5.39E-01	1.47E+00	3.06E-01	0.00E+00	8.95E-01	0.00E+00	1.09E+00	4.00E-01	5.54E-01
STAD_TCGA-BR-8366	2.12E+00	4.07E+00	5.28E+00	3.28E+00	2.24E+00	5.12E-01	3.22E+00	1.01E+01	1.36E+01	9.83E-01
STAD_TCGA-BR-8367	3.07E-01	1.40E+00	1.97E+00	1.05E+00	1.71E+00	0.00E+00	7.61E-01	1.46E+00	4.42E-01	4.96E-01
STAD_TCGA-BR-8368	9.78E-01	7.57E+00	3.23E+00	5.83E+00	8.27E+00	3.33E+00	7.32E+00	5.02E+00	2.65E+00	8.27E-01
STAD_TCGA-BR-8369	1.02E+00	2.88E+00	4.19E+00	2.21E+00	1.60E+00	1.71E+00	3.02E+00	6.62E+00	9.05E+00	1.56E+00
STAD_TCGA-BR-8370	1.53E-01	1.49E+00	1.89E+00	1.79E+00	1.72E+00	1.61E+00	2.00E-01	2.14E+00	1.16E+00	1.52E+00
STAD_TCGA-BR-8371	0.00E+00	9.32E-01	1.38E+00	5.58E-01	5.67E-01	1.05E+00	1.09E+00	5.58E-01	5.58E-01	5.12E-01
STAD_TCGA-BR-8372	4.43E+00	8.00E+00	4.61E+00	1.19E+01	7.36E+00	5.07E+00	7.80E+00	6.86E+00	3.90E+00	4.01E-01
STAD_TCGA-BR-8373	1.23E+00	1.67E+00	1.23E+00	1.75E+00	2.20E+00	5.04E-01	2.44E+00	2.17E+00	1.15E+00	1.07E+00
STAD_TCGA-BR-8380	0.00E+00	2.02E+00	1.25E+00	0.00E+00	9.92E-01	5.93E-01	3.40E-01	2.24E+00	1.49E+00	7.77E-01
STAD_TCGA-BR-8381	6.90E-01	2.67E+00	5.46E+00	0.00E+00	2.27E+00	1.69E+00	3.42E-01	2.96E+00	1.51E+00	1.66E+00
STAD_TCGA-BR-8382	1.95E+00	5.92E+00	3.69E+00	7.81E+00	8.26E+00	4.57E+00	5.21E+00	7.68E+00	4.56E+00	1.70E+00
STAD_TCGA-BR-8384	3.00E-01	1.25E+00	1.08E+00	9.00E-01	7.75E-01	6.11E-01	8.54E-01	2.28E+00	2.04E+00	6.70E-01
STAD_TCGA-BR-8483	1.37E+00	2.45E+00	2.66E+00	3.11E+00	1.81E+00	0.00E+00	1.63E+00	3.87E+00	2.32E+00	8.17E-01
STAD_TCGA-BR-8484	3.00E-01	1.51E+00	3.16E+00	0.00E+00	1.04E+00	7.00E-01	9.40E-01	3.48E+00	2.61E+00	1.14E+00
STAD_TCGA-BR-8485	1.72E+00	4.18E+00	4.77E+00	1.12E+00	1.66E+00	1.27E+00	4.42E+00	2.90E+01	3.32E+01	1.75E+00
STAD_TCGA-BR-8486	0.00E+00	1.34E+00	2.37E+00	1.56E+00	1.26E+00	1.21E+00	9.19E-01	2.72E+00	0.00E+00	8.56E-01
STAD_TCGA-BR-8487	2.42E+00	1.44E+01	1.53E+01	8.50E+00	9.32E+00	6.90E+00	1.08E+01	3.44E+00	4.60E+00	2.30E+00
STAD_TCGA-BR-8588	6.29E-01	1.81E+00	5.02E+00	1.94E+00	1.63E+00	2.51E+00	1.69E+00	3.37E+00	3.23E+00	4.96E-01
STAD_TCGA-BR-8589	1.55E+01	3.58E+00	6.13E+00	3.15E+00	2.30E+00	0.00E+00	1.74E+01	1.42E+02	1.71E+02	2.24E+00
STAD_TCGA-BR-8590	9.29E-01	1.47E+00	1.29E+00	1.14E+00	9.64E-01	1.63E+00	7.52E-01	8.91E+00	8.57E+00	8.03E-01
STAD_TCGA-BR-8591	5.81E-01	1.03E+01	7.75E+00	1.25E+01	1.19E+01	6.44E+00	7.37E+00	3.84E+00	5.24E+00	7.30E-01
STAD_TCGA-BR-8592	2.21E-01	1.16E+00	8.72E-01	4.00E-01	1.00E-01	0.00E+00	9.57E-01	1.26E+00	1.12E+00	0.00E+00
STAD_TCGA-BR-8676	1.19E+00	1.72E+00	1.69E+00	3.06E-01	2.04E+00	7.22E-01	6.80E-01	1.67E+00	1.56E+00	1.62E+00
STAD_TCGA-BR-8677	0.00E+00	2.23E+00	2.27E+00	0.00E+00	0.00E+00	1.27E+00	6.99E-01	2.39E+00	1.70E+00	8.33E-01
STAD_TCGA-BR-8678	2.00E+00	1.93E+00	2.08E+00	1.91E+00	1.78E+00	8.03E-01	6.18E-01	2.33E+00	1.53E+00	1.59E+00
STAD_TCGA-BR-8679	1.02E+00	4.41E+00	6.18E+00	1.92E+00	1.11E+00	1.29E+00	8.14E-01	3.76E+00	3.22E+00	2.41E+00
STAD_TCGA-BR-8680	3.50E+02	3.20E+01	3.45E+02	0.00E+00	3.33E+01	2.05E+01	2.16E+01	2.00E-01	2.96E+02	1.32E+00
STAD_TCGA-BR-8682	5.86E-01	1.58E+00	1.35E+00	4.96E-01	6.00E-01	0.00E+00	0.00E+00	1.30E+00	7.22E-01	8.43E-01
STAD_TCGA-BR-8683	1.18E+00	2.41E+00	3.92E+00	6.51E-01	2.51E+00	1.86E+00	1.87E+00	2.79E+00	7.81E-01	8.75E-01
STAD_TCGA-BR-8686	1.41E+00	1.54E+00	3.74E+00	1.00E-01	1.58E+00	1.68E+00	3.00E-01	2.68E+00	1.33E+00	1.32E+00
STAD_TCGA-BR-8687	1.87E+00	2.17E+00	7.48E+00	3.69E+00	1.85E+00	2.39E+00	2.09E+00	1.53E+01	1.72E+01	1.75E+00
STAD_TCGA-BR-8690	1.70E+00	3.39E+00	2.64E+00	2.86E+00	2.49E+00	1.61E+00	1.46E+00	3.90E+00	2.16E+00	1.99E+00
STAD_TCGA-BR-A44T	1.09E+00	5.81E-01	1.03E+00	4.01E-01	1.00E+00	0.00E+00	7.92E-01	7.81E-01	6.40E-01	2.13E-01
STAD_TCGA-BR-A44U	0.00E+00	2.91E+00	3.80E+00	1.45E+00	1.00E+00	0.00E+00	7.31E-01	2.09E+00	1.13E+00	7.52E-01
STAD_TCGA-BR-A452	1.41E+00	1.30E+00	2.77E+00	0.00E+00	1.21E+00	0.00E+00	7.95E-01	4.73E+00	3.43E+00	1.92E+00
STAD_TCGA-BR-A453	8.44E-01	2.19E+00	1.66E+00	1.99E+00	1.29E+00	2.49E+00	2.00E-01	1.55E+00	4.00E-01	0.00E+00
STAD_TCGA-BR-A4CQ	1.67E+00	1.88E+00	5.39E+00	2.86E+00	1.09E+00	1.56E+00	1.47E+00	3.06E+00	8.47E-01	1.66E+00
STAD_TCGA-BR-A4CR	5.00E-01	2.04E+00	3.48E+00	2.12E+00	8.70E-01	1.35E+00	1.00E-01	3.43E+00	1.22E+00	6.18E-01
STAD_TCGA-BR-A4CS	2.32E+00	2.55E+00	2.09E+00	1.22E+00	1.90E+00	1.54E+00	2.13E-01	2.94E+00	1.43E+00	1.80E+00
STAD_TCGA-BR-A4IU	5.62E-01	1.34E+00	1.25E+00	9.78E-01	6.80E-01	5.33E-01	5.73E-01	2.33E-01	8.70E-01	0.00E+00
STAD_TCGA-BR-A4IV	0.00E+00	8.06E-01	3.65E-01	1.03E+00	1.38E+00	6.57E-01	3.40E-01	1.69E+00	9.80E-01	5.54E-01
STAD_TCGA-BR-A4IY	9.36E-01	1.86E+00	2.63E+00	2.89E+00	1.73E+00	1.80E+00	1.97E+00	3.06E+00	8.95E-01	1.59E+00
STAD_TCGA-BR-A4IZ	0.00E+00	7.49E-01	2.00E-01	0.00E+00	6.11E-01	4.07E-01	4.00E-01	6.84E-01	3.96E-01	0.00E+00
STAD_TCGA-BR-A4J1	3.07E-01	1.41E+00	1.05E+00	5.54E-01	1.39E+00	1.63E+00	7.78E-01	1.76E+00	9.94E-01	5.73E-01
STAD_TCGA-BR-A4J2	1.02E+00	2.36E+00	1.14E+00	1.11E+00	4.16E-01	0.00E+00	3.00E-01	2.33E+00	8.70E-01	2.00E-01
