Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
EXO1_boot.18	4.79E-04	3.83E-04	3.78E-04	8.03E-04	2.76E-04	7.27E-04	1.08E-03	1.77E-03
EXO1_boot.19	3.96E-04	1.15E-03	3.72E-04	7.22E-04	3.97E-04	4.44E-04	6.79E-04	1.05E-03
EXO1_boot.20	6.67E-04	5.81E-04	1.90E-04	1.99E-114	2.00E-04	7.36E-04	1.65E-03	3.44E-03
EXO1_boot.21	6.25E-04	2.46E-04	2.77E-04	1.55E-03	2.26E-04	6.64E-04	1.13E-03	9.98E-04
EXO1_boot.22	5.08E-04	4.22E-04	3.77E-04	6.00E-51	2.73E-04	7.10E-04	1.40E-03	2.97E-03
EXO1_boot.23	4.52E-04	5.91E-04	3.22E-04	3.50E-04	3.46E-04	3.87E-04	6.61E-04	1.14E-03
EXO1_boot.24	4.90E-04	4.01E-04	1.45E-04	1.90E-23	1.91E-04	6.00E-04	1.69E-03	3.37E-03
EXO1_boot.25	9.16E-04	2.53E-03	2.48E-04	3.37E-03	1.56E-04	9.62E-04	2.14E-03	3.11E-03
EXO1_boot.26	4.90E-04	1.60E-04	2.71E-04	1.36E-03	3.34E-04	6.11E-04	8.39E-04	6.87E-04
EXO1_boot.27	5.36E-04	5.07E-04	2.63E-04	2.63E-04	2.65E-04	6.06E-04	1.42E-03	3.00E-03
EXO1_boot.28	2.99E-04	2.47E-04	2.51E-04	6.65E-04	3.43E-04	5.29E-04	1.20E-03	2.62E-03
EXO1_boot.29	3.13E-04	2.94E-04	2.30E-04	6.02E-04	2.58E-04	6.00E-04	1.26E-03	2.54E-03
EXO1_boot.30	2.44E-04	8.70E-04	2.03E-04	8.13E-04	2.64E-04	5.18E-04	8.06E-04	1.53E-03
EXO1_boot.31	1.77E-04	3.66E-04	8.81E-05	6.23E-04	2.67E-04	5.33E-04	9.86E-04	2.06E-03
EXO1_boot.32	3.42E-04	2.65E-04	3.12E-04	6.99E-04	4.26E-04	5.77E-04	7.48E-04	1.20E-03
EXO1_boot.33	4.24E-04	2.19E-04	3.13E-04	9.48E-04	3.87E-04	6.69E-04	1.01E-03	1.32E-03
EXO1_boot.34	1.22E-04	5.52E-04	1.17E-04	9.23E-04	3.70E-04	4.83E-04	8.35E-04	1.93E-03
EXO1_boot.35	3.49E-04	2.21E-04	1.37E-04	3.92E-04	3.16E-04	4.94E-04	9.44E-04	1.58E-03
EXO1_boot.36	5.75E-04	4.76E-04	1.42E-04	1.95E-23	2.30E-04	6.42E-04	1.72E-03	3.49E-03
EXO1_boot.37	4.68E-04	1.23E-04	3.26E-04	5.26E-04	4.14E-04	5.44E-04	1.20E-03	1.91E-03
EXO1_boot.38	4.60E-04	2.31E-04	2.88E-04	5.46E-04	3.18E-04	5.70E-04	9.10E-04	1.27E-03
EXO1_boot.39	5.50E-04	1.64E-03	2.07E-04	1.58E-03	1.90E-04	7.77E-04	1.50E-03	2.89E-03
EXO1_boot.40	6.33E-04	2.63E-04	5.67E-04	5.20E-04	4.10E-04	4.65E-04	1.08E-03	2.27E-03
EXO1_boot.41	2.62E-04	2.10E-03	3.67E-04	2.53E-03	4.12E-04	3.47E-04	8.18E-04	1.74E-03
EXO1_boot.42	3.83E-04	9.90E-04	3.57E-04	8.12E-04	2.97E-04	5.14E-04	7.59E-04	1.36E-03
EXO1_boot.43	9.33E-04	7.74E-04	3.36E-04	2.69E-03	7.26E-05	7.12E-04	1.40E-03	8.17E-04
EXO1_boot.44	7.14E-04	1.40E-04	5.11E-04	1.97E-03	4.24E-04	4.29E-04	5.70E-04	5.05E-04
EXO1_boot.45	9.67E-04	1.45E-03	5.39E-04	4.10E-03	3.10E-04	6.59E-04	7.94E-04	6.71E-04
EXO1_boot.46	6.24E-04	1.98E-03	5.36E-04	5.33E-04	1.07E-04	4.38E-04	1.31E-04	1.95E-03
EXO1_boot.47	8.26E-04	7.14E-04	4.84E-04	2.85E-03	7.19E-155	8.22E-04	8.57E-04	1.93E-04
EXO1_boot.48	6.39E-04	2.89E-04	4.78E-04	2.03E-03	2.52E-04	5.37E-04	4.13E-04	7.09E-04
EXO1_boot.49	5.46E-04	8.44E-04	4.08E-04	5.98E-04	3.22E-04	4.98E-04	1.00E-03	5.35E-04
EXO1_boot.50	7.60E-04	6.89E-04	4.49E-04	2.91E-03	2.99E-04	6.16E-04	8.29E-04	3.51E-04
EXO1_boot.51	6.45E-04	1.61E-04	4.32E-04	1.42E-03	3.24E-04	5.04E-04	9.21E-04	5.11E-04
EXO1_boot.52	6.77E-04	6.78E-04	5.29E-04	9.50E-04	3.54E-04	4.48E-04	4.86E-04	3.88E-04
EXO1_boot.53	6.16E-04	3.65E-04	5.10E-04	2.00E-03	3.83E-04	5.37E-04	5.31E-04	8.51E-04
EXO1_boot.54	6.64E-04	8.18E-04	5.77E-04	3.58E-04	4.86E-04	3.52E-04	7.19E-04	4.04E-04
EXO1_boot.55	6.86E-04	2.27E-03	5.82E-04	4.36E-04	4.54E-04	2.72E-04	4.20E-04	1.52E-03
EXO1_boot.56	7.89E-04	4.76E-04	5.13E-04	1.72E-03	0.00E+00	5.92E-04	5.44E-04	7.68E-04
EXO1_boot.57	7.08E-04	2.05E-03	6.23E-04	3.80E-04	2.65E-04	4.14E-04	2.52E-04	1.93E-03
EXO1_boot.58	8.47E-04	6.83E-04	6.10E-04	1.89E-03	4.15E-04	4.87E-04	6.38E-04	9.36E-04
EXO1_boot.59	7.56E-04	5.90E-04	3.78E-04	3.57E-03	3.39E-04	6.27E-04	2.61E-08	1.83E-03
EXO1_boot.60	6.42E-04	4.57E-04	3.49E-04	2.70E-03	3.50E-04	4.84E-04	6.32E-04	7.24E-04
EXO1_boot.61	6.08E-04	2.58E-04	4.54E-04	7.78E-04	2.94E-04	4.34E-04	8.30E-04	6.66E-04
EXO1_boot.62	8.33E-04	1.17E-03	4.30E-04	3.07E-03	2.84E-04	7.09E-04	9.40E-04	3.74E-04
EXO1_boot.63	7.61E-04	4.75E-04	3.86E-04	3.24E-03	1.65E-04	6.71E-04	8.34E-04	8.18E-04
EXO1_boot.64	7.69E-04	9.25E-04	4.90E-04	2.89E-03	3.59E-04	6.52E-04	9.92E-04	3.25E-04
EXO1_boot.65	9.03E-04	1.42E-03	5.03E-04	3.99E-03	3.98E-04	6.36E-04	7.92E-04	5.53E-04
EXO1_boot.66	7.33E-04	2.76E-04	5.12E-04	2.37E-03	4.52E-04	4.37E-04	4.11E-04	1.21E-03
EXO1_boot.67	9.08E-04	3.72E-04	5.95E-04	2.52E-03	0.00E+00	7.22E-04	8.98E-04	2.95E-04
EXO1_boot.68	6.51E-04	1.09E-03	3.87E-04	1.73E-03	4.05E-04	4.17E-04	6.45E-04	1.20E-03
EXO1_boot.69	9.96E-04	2.11E-04	5.86E-04	3.12E-03	9.93E-22	6.68E-04	7.03E-04	1.27E-03
EXO1_boot.70	7.12E-04	2.97E-29	4.16E-04	3.42E-03	3.42E-04	5.10E-04	2.89E-04	2.19E-03
EXO1_boot.71	4.05E-04	1.08E-03	3.50E-04	1.58E-03	4.94E-04	3.60E-04	1.69E-04	1.97E-03
EXO1_boot.72	7.37E-04	9.37E-04	3.83E-04	2.94E-03	3.74E-04	4.39E-04	6.82E-04	3.22E-04
EXO1_boot.73	6.15E-04	6.25E-04	3.28E-04	1.86E-03	2.39E-04	5.59E-04	9.87E-04	7.67E-04
EXO1_boot.74	6.87E-04	1.14E-03	5.18E-04	8.52E-04	3.97E-04	3.82E-04	5.69E-04	6.35E-04
EXO1_boot.75	8.97E-04	8.07E-04	6.88E-04	2.12E-03	0.00E+00	5.71E-04	3.49E-04	1.89E-03
EXO1_boot.76	7.14E-04	2.43E-04	4.15E-04	3.04E-03	4.11E-04	3.83E-04	4.51E-04	1.53E-03
EXO1_boot.77	9.27E-04	5.81E-04	6.05E-04	1.91E-03	0.00E+00	7.03E-04	1.07E-03	7.62E-04
EXO1_boot.78	7.35E-04	1.38E-03	4.88E-04	2.97E-03	5.38E-105	6.21E-04	2.66E-04	2.36E-03
EXO1_boot.79	8.74E-04	1.14E-03	5.90E-04	2.50E-03	3.58E-04	5.60E-04	1.13E-03	9.47E-04
EXO1_boot.80	7.57E-04	4.49E-04	5.54E-04	2.18E-03	4.39E-04	5.60E-04	8.18E-04	6.26E-04
EXO1_boot.81	9.49E-04	9.45E-04	6.79E-04	1.59E-03	1.02E-40	5.87E-04	4.42E-04	1.26E-03
EXO1_boot.82	6.66E-04	1.02E-03	3.30E-04	3.41E-03	2.35E-04	6.51E-04	8.92E-04	3.84E-04
EXO1_boot.83	8.67E-04	6.43E-04	6.26E-04	1.24E-03	1.77E-88	5.90E-04	6.75E-04	3.99E-04
EXO1_boot.84	5.77E-04	9.87E-04	4.62E-04	1.69E-03	4.65E-04	3.28E-04	1.57E-04	1.80E-03
EXO1_boot.85	6.74E-04	1.75E-04	3.24E-04	1.88E-03	2.49E-04	4.30E-04	7.70E-04	9.11E-05
EXO1_real	4.25E-04	2.21E-04	2.61E-04	2.26E-04	2.78E-04	5.93E-04	1.17E-03	2.24E-03
EXO1_real.1	7.66E-04	2.35E-04	5.34E-04	2.13E-03	3.68E-04	4.95E-04	6.77E-04	5.90E-04
RNF168_boot	1.69E-03	1.94E-03	5.23E-04	1.41E-03	7.81E-04	1.58E-03	3.72E-03	6.91E-03
RNF168_boot.1	9.53E-04	8.22E-04	3.67E-04	8.22E-33	1.15E-04	9.04E-04	2.89E-03	5.32E-03
RNF168_boot.2	1.38E-03	1.17E-03	1.79E-04	0.00E+00	4.45E-04	1.15E-03	4.15E-03	7.51E-03
RNF168_boot.3	2.00E-03	1.36E-03	1.04E-03	9.35E-96	0.00E+00	1.39E-03	4.56E-03	8.27E-03
RNF168_boot.4	2.01E-03	5.74E-03	4.06E-04	6.27E-03	5.49E-04	1.44E-03	4.39E-03	6.99E-03
RNF168_boot.5	9.09E-04	2.01E-03	2.59E-04	2.10E-03	2.10E-04	9.02E-83	2.08E-03	3.59E-03
RNF168_boot.6	8.51E-04	1.05E-03	3.01E-04	4.05E-151	3.33E-04	8.23E-04	3.05E-03	5.79E-03
RNF168_boot.7	7.87E-04	1.28E-03	2.30E-04	2.38E-81	2.93E-04	7.31E-04	2.60E-03	5.21E-03
RNF168_boot.8	1.04E-03	9.65E-04	1.97E-04	0.00E+00	3.51E-04	7.49E-04	4.10E-03	7.54E-03
RNF168_boot.9	1.13E-03	1.12E-03	7.21E-04	3.44E-47	2.10E-101	1.08E-03	2.87E-03	5.43E-03
RNF168_boot.10	1.21E-03	2.51E-03	2.41E-04	4.94E-03	0.00E+00	1.17E-03	2.81E-03	2.87E-03
RNF168_boot.11	1.05E-03	1.27E-03	2.22E-04	0.00E+00	2.41E-04	1.32E-03	1.14E-03	4.53E-03
RNF168_boot.12	2.22E-03	1.72E-03	3.28E-04	0.00E+00	6.51E-04	1.38E-03	6.09E-03	1.10E-02
RNF168_boot.13	8.68E-04	9.01E-04	1.54E-04	8.37E-54	1.73E-04	6.04E-04	3.26E-03	5.79E-03
RNF168_boot.14	1.75E-03	1.44E-03	6.80E-04	4.34E-130	5.45E-04	1.25E-03	4.62E-03	8.25E-03
RNF168_boot.15	9.97E-04	8.38E-04	5.27E-04	0.00E+00	3.08E-04	1.08E-03	3.39E-03	6.00E-03
RNF168_boot.16	1.68E-03	1.01E-03	8.59E-04	0.00E+00	0.00E+00	1.14E-03	4.12E-03	7.75E-03
RNF168_boot.17	1.59E-03	1.62E-03	6.03E-05	5.93E-161	8.18E-04	1.75E-03	4.86E-03	8.93E-03
RNF168_boot.18	1.24E-03	1.68E-03	3.68E-04	4.62E-11	4.89E-04	1.37E-03	5.46E-04	3.89E-03
RNF168_boot.19	1.99E-03	1.91E-03	6.40E-04	0.00E+00	4.90E-04	1.80E-03	2.21E-03	6.65E-03
RNF168_boot.20	1.52E-03	1.50E-03	7.31E-04	1.26E-57	0.00E+00	1.57E-03	2.46E-48	3.86E-03
RNF168_boot.21	5.10E-04	1.38E-03	4.01E-04	2.31E-03	2.90E-04	4.97E-04	2.33E-03	4.40E-03
RNF168_boot.22	1.95E-03	1.34E-03	5.71E-04	0.00E+00	4.16E-04	1.52E-03	5.37E-03	9.90E-03
RNF168_boot.23	8.85E-04	2.14E-03	5.08E-04	2.42E-03	4.39E-91	9.93E-04	2.31E-03	3.74E-03
RNF168_boot.24	1.42E-03	1.40E-03	4.34E-04	0.00E+00	3.44E-04	8.77E-04	4.08E-03	7.43E-03
RNF168_boot.25	2.14E-03	1.50E-03	8.07E-04	0.00E+00	2.79E-125	1.55E-03	5.30E-03	9.83E-03
RNF168_boot.26	1.37E-03	8.25E-04	7.70E-04	2.44E-20	0.00E+00	8.42E-04	3.18E-03	6.05E-03
RNF168_boot.27	3.62E-04	2.70E-03	2.02E-04	3.52E-03	2.36E-04	5.02E-04	1.88E-03	3.25E-03
RNF168_boot.28	3.88E-04	2.57E-03	3.71E-04	1.57E-03	8.03E-05	6.23E-04	8.91E-04	2.44E-03
RNF168_boot.29	8.49E-04	1.23E-03	1.65E-04	3.01E-03	2.88E-04	7.65E-04	2.60E-03	2.82E-03
RNF168_boot.30	5.25E-04	9.77E-04	2.80E-04	6.02E-04	2.40E-04	6.07E-04	1.84E-03	2.61E-03
RNF168_boot.31	9.22E-04	1.12E-03	2.37E-04	5.35E-05	4.82E-04	1.03E-03	3.06E-03	5.58E-03
RNF168_boot.32	1.51E-03	1.22E-03	5.92E-04	7.38E-64	4.68E-04	1.09E-03	3.59E-03	6.62E-03
RNF168_boot.33	1.95E-03	1.54E-03	4.19E-04	0.00E+00	7.31E-04	1.55E-03	5.32E-03	9.53E-03
RNF168_boot.34	9.05E-04	9.11E-04	4.33E-04	6.19E-54	2.13E-04	7.72E-04	2.55E-03	5.10E-03
RNF168_boot.35	6.61E-04	7.92E-04	2.80E-04	3.23E-04	2.22E-04	6.95E-04	2.04E-03	3.96E-03
RNF168_boot.36	7.93E-04	4.23E-04	5.00E-04	8.54E-04	3.58E-04	8.02E-04	1.47E-03	1.95E-03
RNF168_boot.37	1.24E-03	7.82E-04	3.73E-04	0.00E+00	2.49E-04	7.48E-04	3.07E-03	5.72E-03
RNF168_boot.38	5.02E-04	2.18E-03	4.15E-04	3.32E-03	1.50E-04	4.63E-04	5.07E-59	4.13E-04
RNF168_boot.39	1.59E-03	1.64E-03	8.40E-04	1.19E-22	2.56E-136	1.30E-03	3.70E-03	7.14E-03
RNF168_boot.40	1.49E-03	1.31E-03	3.92E-04	0.00E+00	3.80E-04	3.33E-113	4.12E-03	7.66E-03
RNF168_boot.41	2.49E-03	2.14E-03	8.75E-04	0.00E+00	5.53E-04	2.18E-03	1.55E-03	7.12E-03
RNF168_boot.42	3.56E-04	1.81E-04	2.90E-04	5.55E-04	2.93E-04	2.41E-04	1.50E-03	2.65E-03
RNF168_boot.43	1.07E-03	2.09E-03	4.17E-04	1.94E-03	1.10E-92	8.75E-04	2.85E-03	4.77E-03
RNF168_boot.44	1.37E-03	3.46E-03	4.10E-04	3.37E-03	3.72E-04	1.10E-03	3.64E-03	5.96E-03
RNF168_boot.45	1.50E-03	5.89E-03	1.76E-04	8.05E-03	2.04E-04	9.42E-04	2.55E-03	2.91E-03
RNF168_boot.46	1.10E-03	1.12E-03	2.35E-04	4.77E-04	3.23E-04	4.22E-05	2.40E-03	4.71E-03
RNF168_boot.47	1.87E-03	1.09E-03	7.36E-04	0.00E+00	8.91E-93	1.28E-03	5.36E-03	9.57E-03
RNF168_boot.48	1.89E-03	1.46E-03	6.30E-04	0.00E+00	6.06E-04	1.08E-03	4.32E-03	7.83E-03
RNF168_boot.49	1.48E-03	6.60E-04	7.26E-04	0.00E+00	2.98E-04	1.07E-03	3.37E-03	6.31E-03
RNF168_boot.50	2.09E-03	1.53E-03	8.01E-04	0.00E+00	0.00E+00	1.45E-03	5.38E-03	9.91E-03
RNF168_boot.51	1.16E-03	2.44E-03	3.83E-04	3.21E-03	0.00E+00	1.02E-03	2.69E-03	3.97E-03
RNF168_boot.52	1.03E-03	1.59E-03	3.63E-04	3.12E-03	2.99E-04	5.95E-04	2.50E-03	2.79E-03
RNF168_boot.53	1.23E-03	2.21E-03	3.02E-04	2.14E-03	4.26E-04	1.13E-03	2.74E-03	4.88E-03
RNF168_boot.54	7.63E-04	0.00E+00	3.76E-04	2.43E-03	1.58E-04	5.62E-04	1.12E-03	9.70E-04
RNF168_boot.55	1.77E-04	0.00E+00	3.18E-04	1.25E-03	8.52E-04	6.61E-64	4.35E-04	8.04E-04
RNF168_boot.56	4.34E-04	3.79E-03	5.11E-04	1.30E-03	1.06E-03	4.15E-04	8.94E-04	8.53E-106
RNF168_boot.57	4.53E-04	0.00E+00	4.07E-82	2.62E-03	1.01E-03	3.87E-04	1.85E-03	3.82E-03
RNF168_boot.58	5.58E-04	8.30E-33	0.00E+00	2.95E-03	5.85E-04	5.67E-04	1.06E-03	1.11E-03
RNF168_boot.59	1.91E-04	1.63E-03	4.38E-04	1.98E-03	7.75E-04	3.30E-04	5.33E-04	1.66E-03
RNF168_boot.60	5.81E-04	2.73E-03	0.00E+00	2.83E-03	7.98E-04	2.19E-04	6.01E-04	5.35E-04
RNF168_boot.61	4.12E-04	7.66E-04	1.88E-04	0.00E+00	3.88E-04	9.89E-04	0.00E+00	2.01E-03
RNF168_boot.62	1.21E-03	6.51E-03	4.74E-04	8.44E-03	7.21E-04	1.14E-05	1.07E-03	1.35E-03
RNF168_boot.63	3.17E-04	3.70E-04	4.23E-04	2.67E-03	8.52E-04	2.83E-04	2.91E-04	2.00E-03
RNF168_boot.64	4.10E-04	2.63E-03	3.79E-04	1.02E-03	8.12E-04	3.14E-04	1.00E-03	2.60E-03
RNF168_boot.65	5.77E-04	0.00E+00	0.00E+00	2.10E-03	1.07E-03	0.00E+00	1.55E-03	3.24E-03
RNF168_boot.66	5.92E-04	1.67E-03	1.37E-04	2.81E-03	4.71E-04	5.99E-04	1.38E-03	1.80E-03
RNF168_boot.67	5.49E-04	1.24E-03	0.00E+00	9.13E-04	1.05E-03	3.64E-04	9.71E-04	2.57E-03
RNF168_boot.68	3.33E-04	1.46E-03	1.75E-04	4.83E-04	8.71E-04	3.14E-04	6.84E-04	4.01E-04
RNF168_boot.69	3.57E-04	2.29E-58	2.24E-04	3.00E-03	8.26E-04	0.00E+00	4.69E-04	2.04E-03
RNF168_boot.70	4.21E-04	3.98E-03	4.00E-04	4.37E-03	8.85E-04	2.07E-04	3.36E-04	0.00E+00
RNF168_boot.71	4.59E-04	6.95E-04	3.32E-04	1.27E-03	7.94E-04	2.81E-04	4.61E-04	1.63E-03
RNF168_boot.72	4.24E-04	0.00E+00	4.91E-04	3.85E-03	9.60E-04	2.72E-04	1.44E-03	4.77E-03
RNF168_boot.73	3.98E-04	4.37E-04	0.00E+00	1.68E-03	6.84E-04	3.95E-04	5.31E-04	5.86E-04
RNF168_boot.74	6.79E-04	0.00E+00	4.05E-04	3.00E-03	8.32E-04	2.18E-04	1.61E-03	4.30E-03
RNF168_boot.75	3.03E-04	1.72E-03	5.97E-114	1.29E-03	1.05E-03	2.94E-04	2.37E-04	1.96E-03
RNF168_boot.76	3.26E-04	1.22E-03	0.00E+00	1.78E-03	9.03E-04	3.97E-04	4.52E-04	1.65E-03
RNF168_boot.77	4.19E-04	0.00E+00	4.33E-04	2.24E-03	8.93E-04	2.19E-04	1.28E-03	3.07E-03
RNF168_boot.78	3.89E-04	2.62E-04	0.00E+00	7.93E-65	8.36E-04	5.34E-04	9.44E-04	2.31E-03
RNF168_boot.79	5.91E-04	1.92E-38	4.39E-04	3.21E-03	5.97E-04	2.24E-40	6.29E-04	2.30E-03
RNF168_boot.80	4.51E-04	3.27E-10	1.46E-102	3.83E-03	5.58E-04	6.48E-04	4.60E-04	2.46E-03
RNF168_boot.81	8.86E-04	0.00E+00	4.33E-04	3.26E-03	7.98E-04	0.00E+00	2.50E-03	5.75E-03
RNF168_boot.82	4.33E-04	0.00E+00	4.79E-04	4.26E-03	1.08E-03	1.43E-26	1.69E-03	5.42E-03
RNF168_boot.83	3.06E-04	3.18E-10	0.00E+00	2.21E-03	1.02E-03	3.01E-04	4.48E-04	1.74E-03
RNF168_boot.84	2.68E-04	6.44E-04	5.83E-04	3.52E-04	6.24E-04	5.22E-04	4.63E-04	7.34E-04
RNF168_boot.85	5.70E-04	1.31E-111	0.00E+00	3.06E-03	1.24E-03	4.82E-04	1.28E-03	4.04E-03
RNF168_boot.86	4.25E-04	0.00E+00	0.00E+00	3.17E-03	1.05E-03	1.16E-19	1.12E-03	3.52E-03
RNF168_boot.87	5.83E-04	2.32E-03	3.18E-04	4.83E-03	4.00E-04	5.56E-04	8.80E-19	8.93E-04
RNF168_boot.88	3.43E-04	9.04E-04	1.09E-159	1.84E-03	1.24E-03	3.23E-04	2.53E-04	1.00E-03
RNF168_boot.89	6.58E-04	0.00E+00	1.14E-27	3.15E-03	5.70E-04	3.39E-04	0.00E+00	3.37E-03
RNF168_boot.90	3.25E-04	1.89E-03	1.76E-04	6.37E-04	8.29E-04	4.12E-81	7.08E-04	1.69E-03
RNF168_boot.91	5.12E-04	3.35E-03	4.62E-04	1.10E-03	1.37E-03	3.66E-04	1.16E-03	0.00E+00
RNF168_boot.92	4.79E-04	1.16E-03	2.61E-04	9.46E-04	4.26E-04	4.51E-04	1.04E-03	2.21E-03
RNF168_boot.93	6.44E-04	8.85E-04	1.22E-03	1.73E-03	8.60E-04	4.36E-04	4.14E-04	1.35E-03
RNF168_boot.94	1.40E-04	1.84E-04	4.89E-04	1.69E-03	1.27E-03	3.88E-04	3.29E-04	2.71E-18
RNF168_boot.95	5.65E-04	1.31E-03	2.71E-36	3.91E-03	7.26E-04	5.69E-04	9.81E-04	8.52E-04
RNF168_boot.96	3.66E-04	2.66E-04	1.22E-04	1.36E-47	6.88E-04	0.00E+00	6.01E-04	1.72E-03
RNF168_boot.97	1.01E-03	0.00E+00	0.00E+00	3.13E-03	1.23E-03	0.00E+00	3.39E-03	6.82E-03
RNF168_boot.98	2.14E-04	0.00E+00	5.41E-04	2.68E-03	1.36E-03	6.99E-140	2.51E-04	8.96E-04
RNF168_boot.99	2.84E-04	2.85E-03	1.95E-04	8.29E-04	1.08E-03	3.34E-04	1.05E-03	3.93E-03
RNF168_boot.100	3.14E-04	1.47E-03	9.06E-111	6.81E-04	7.87E-04	2.22E-04	3.76E-04	5.67E-04
RNF168_boot.101	7.59E-04	0.00E+00	4.31E-04	1.59E-03	1.16E-03	3.36E-04	1.23E-03	2.51E-03
RNF168_boot.102	6.37E-04	1.64E-03	0.00E+00	2.55E-03	7.48E-04	0.00E+00	7.77E-04	1.08E-03
RNF168_boot.103	3.64E-04	2.93E-04	1.89E-04	4.78E-04	8.56E-04	3.33E-04	3.79E-04	1.26E-03
RNF168_boot.104	4.12E-04	1.22E-03	0.00E+00	1.15E-03	9.39E-04	1.76E-68	6.57E-04	2.25E-03
RNF168_boot.105	6.43E-04	0.00E+00	0.00E+00	1.43E-03	1.13E-03	0.00E+00	1.97E-03	3.23E-03
RNF168_boot.106	8.71E-04	0.00E+00	3.97E-04	3.88E-03	1.22E-03	3.13E-04	2.64E-03	6.47E-03
RNF168_boot.107	3.10E-04	2.95E-03	2.09E-04	1.80E-03	9.11E-04	2.89E-04	4.55E-04	1.06E-03
RNF168_boot.108	3.05E-04	8.09E-04	1.73E-04	3.17E-03	7.94E-04	3.94E-04	9.96E-04	2.27E-03
RNF168_boot.109	5.11E-04	5.68E-04	3.56E-04	1.98E-03	7.28E-04	4.69E-04	4.88E-04	1.06E-03
RNF168_boot.110	5.97E-04	2.74E-03	7.05E-04	3.22E-03	7.63E-04	8.01E-15	4.83E-04	3.43E-04
RNF168_boot.111	5.39E-04	1.49E-113	7.28E-04	3.03E-03	9.12E-04	3.66E-04	7.10E-04	2.58E-03
RNF168_boot.112	3.59E-04	3.74E-42	0.00E+00	2.13E-03	7.67E-04	3.80E-04	5.79E-04	6.75E-04
RNF168_boot.113	4.33E-04	3.11E-04	6.05E-148	3.48E-04	6.53E-04	2.01E-108	3.05E-04	3.84E-04
RNF168_boot.114	7.41E-04	9.78E-04	1.26E-03	3.35E-03	1.02E-03	0.00E+00	1.39E-03	4.61E-03
RNF168_boot.115	2.88E-04	3.60E-04	1.04E-04	3.42E-03	7.44E-04	3.77E-04	4.60E-04	2.45E-03
RNF168_boot.116	5.34E-04	2.52E-03	5.92E-04	1.82E-03	9.07E-04	3.19E-04	5.23E-04	8.37E-04
RNF168_boot.117	1.92E-04	1.17E-03	3.33E-04	1.59E-03	8.23E-04	3.49E-04	3.20E-04	1.87E-03
RNF168_boot.118	3.30E-04	4.08E-03	0.00E+00	3.27E-03	9.56E-04	2.68E-04	2.70E-04	1.83E-131
RNF168_boot.119	4.12E-04	0.00E+00	2.28E-54	2.88E-03	7.40E-04	5.50E-113	1.11E-03	3.39E-03
RNF168_boot.120	5.94E-04	6.29E-93	0.00E+00	3.40E-03	1.43E-03	3.90E-04	1.93E-03	5.05E-03
RNF168_boot.121	2.27E-04	0.00E+00	9.55E-05	3.12E-03	9.27E-04	3.66E-04	9.01E-04	3.32E-03
RNF168_boot.122	3.60E-04	3.58E-04	2.84E-04	1.15E-04	4.28E-04	4.76E-04	7.93E-04	2.05E-03
RNF168_boot.123	6.08E-04	6.52E-04	9.20E-05	3.38E-08	4.68E-04	0.00E+00	1.25E-03	2.91E-03
RNF168_boot.124	4.96E-04	1.94E-03	2.76E-04	1.27E-03	9.18E-04	3.32E-04	3.37E-04	5.91E-04
RNF168_boot.125	7.95E-04	0.00E+00	0.00E+00	3.75E-03	1.48E-03	3.60E-04	2.32E-03	5.92E-03
RNF168_boot.126	6.04E-04	0.00E+00	0.00E+00	2.16E-03	1.08E-03	1.13E-04	1.64E-03	3.58E-03
RNF168_boot.127	2.08E-04	2.94E-03	3.02E-04	2.05E-03	9.56E-04	3.59E-04	3.36E-04	2.65E-54
RNF168_boot.128	4.37E-04	1.41E-03	0.00E+00	1.65E-03	7.95E-04	3.40E-04	7.74E-04	8.67E-04
RNF168_boot.129	2.70E-04	1.90E-03	4.53E-04	1.18E-03	1.01E-03	3.66E-04	2.27E-04	1.50E-03
RNF168_boot.130	4.35E-04	1.11E-03	0.00E+00	3.57E-03	6.59E-04	6.64E-04	5.68E-04	1.41E-03
RNF168_boot.131	1.03E-03	3.91E-03	2.45E-10	6.00E-03	6.30E-04	1.50E-05	1.49E-03	1.37E-03
RNF168_boot.132	4.80E-04	7.92E-04	4.31E-143	6.40E-04	1.03E-03	2.18E-04	4.44E-04	1.53E-10
RNF168_boot.133	3.93E-04	1.46E-03	5.32E-97	1.84E-03	7.28E-04	2.89E-04	2.28E-04	8.80E-04
RNF168_boot.134	3.27E-04	1.20E-03	0.00E+00	5.12E-03	6.23E-04	7.66E-04	4.60E-04	2.81E-03
RNF168_boot.135	4.29E-04	2.01E-128	0.00E+00	3.27E-03	1.26E-03	2.47E-04	6.28E-04	3.01E-03
RNF168_boot.136	3.30E-04	3.59E-03	1.83E-56	1.71E-03	8.12E-04	4.18E-04	1.70E-04	1.21E-03
RNF168_boot.137	4.68E-04	2.57E-03	0.00E+00	1.53E-03	5.88E-04	5.23E-04	6.68E-04	1.49E-03
RNF168_boot.138	5.55E-04	2.29E-83	4.52E-91	2.79E-03	1.33E-03	2.58E-04	1.42E-03	3.83E-03
RNF168_boot.139	3.68E-04	9.08E-04	3.25E-150	2.72E-03	6.61E-04	6.65E-04	5.51E-04	8.63E-04
RNF168_boot.140	4.08E-04	1.38E-19	5.95E-80	2.83E-03	1.11E-03	6.91E-29	1.04E-03	3.14E-03
