Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
RNF168_boot.141	3.89E-04	2.02E-04	1.20E-26	4.06E-04	8.57E-04	0.00E+00	8.88E-04	2.33E-03
RNF168_boot.142	5.15E-04	9.59E-04	0.00E+00	2.25E-03	7.61E-04	2.30E-31	5.87E-04	7.74E-04
RNF168_boot.143	4.32E-04	2.52E-03	4.15E-04	2.80E-03	8.42E-04	0.00E+00	8.65E-04	6.95E-04
RNF168_boot.144	3.56E-04	1.28E-03	0.00E+00	1.44E-03	7.37E-04	2.55E-04	6.79E-04	1.48E-03
RNF168_boot.145	7.75E-04	0.00E+00	0.00E+00	1.72E-03	1.31E-03	4.32E-04	2.46E-03	4.23E-03
RNF168_boot.146	5.23E-04	0.00E+00	1.62E-04	2.56E-03	3.31E-04	0.00E+00	1.08E-03	3.59E-03
RNF168_boot.147	3.64E-04	1.97E-47	0.00E+00	1.80E-03	9.39E-04	4.19E-04	3.97E-04	6.76E-04
RNF168_boot.148	4.39E-04	1.18E-03	0.00E+00	2.77E-03	8.73E-04	3.18E-04	4.98E-04	3.82E-03
RNF168_boot.149	2.94E-04	0.00E+00	0.00E+00	3.27E-03	1.13E-03	2.82E-04	9.19E-04	3.41E-03
RNF168_boot.150	4.68E-04	0.00E+00	0.00E+00	3.20E-03	9.53E-04	0.00E+00	1.72E-03	4.37E-03
RNF168_boot.151	4.43E-04	2.35E-03	0.00E+00	3.89E-03	6.21E-04	6.06E-04	9.12E-04	7.11E-04
RNF168_boot.152	3.39E-04	3.31E-03	1.78E-04	3.81E-03	6.84E-04	2.44E-04	4.58E-04	1.31E-03
RNF168_boot.153	3.79E-04	8.53E-14	6.59E-60	4.01E-03	7.19E-04	4.02E-04	6.21E-04	3.27E-03
RNF168_boot.154	3.84E-04	3.10E-03	5.11E-04	1.46E-03	8.62E-04	2.90E-04	2.70E-04	1.22E-03
RNF168_boot.155	6.62E-04	3.83E-03	6.41E-04	2.16E-03	7.97E-04	3.48E-04	4.29E-04	1.14E-03
RNF168_boot.156	3.20E-04	4.09E-03	3.84E-04	2.50E-03	8.34E-04	3.47E-04	2.82E-04	1.06E-03
RNF168_boot.157	5.63E-04	4.14E-03	6.79E-04	3.63E-03	7.37E-04	3.04E-04	4.57E-04	1.63E-14
RNF168_boot.158	6.53E-04	3.00E-03	8.15E-04	2.62E-03	7.72E-04	3.22E-04	7.52E-04	9.17E-04
RNF168_boot.159	6.82E-04	4.49E-03	7.74E-04	3.90E-03	7.90E-04	3.92E-04	4.08E-04	0.00E+00
RNF168_boot.160	5.27E-04	3.22E-03	4.46E-04	3.83E-03	8.18E-04	3.75E-04	4.78E-04	3.21E-41
RNF168_boot.161	4.88E-04	4.61E-03	6.09E-04	4.11E-03	8.41E-04	3.98E-04	3.62E-04	5.05E-33
RNF168_boot.162	6.20E-04	6.10E-03	1.00E-03	5.83E-03	9.04E-04	4.22E-04	3.87E-04	0.00E+00
RNF168_boot.163	4.56E-04	3.66E-03	4.30E-04	2.77E-03	7.60E-04	3.09E-04	4.37E-04	1.01E-03
RNF168_boot.164	6.28E-04	2.23E-03	6.69E-04	2.80E-03	5.06E-04	2.76E-04	9.53E-04	2.00E-03
RNF168_boot.165	5.40E-04	3.72E-03	5.69E-04	3.50E-03	8.84E-04	4.88E-04	3.10E-04	3.78E-04
RNF168_boot.166	5.35E-04	2.43E-03	6.34E-04	7.82E-04	9.51E-04	2.70E-04	3.35E-04	1.87E-03
RNF168_boot.167	5.05E-04	4.52E-03	6.99E-04	4.25E-03	8.45E-04	3.07E-04	3.06E-04	2.35E-85
RNF168_boot.168	5.05E-04	3.77E-03	7.40E-04	3.94E-03	8.20E-04	3.16E-04	5.79E-04	9.00E-04
RNF168_boot.169	4.64E-04	4.31E-03	5.61E-04	4.40E-03	7.39E-04	3.20E-04	2.65E-04	1.07E-71
RNF168_boot.170	5.58E-04	4.52E-03	6.59E-04	4.09E-03	8.27E-04	4.21E-04	4.31E-04	6.11E-85
RNF168_boot.171	6.87E-04	4.12E-03	8.46E-04	3.46E-03	8.36E-04	3.58E-04	5.26E-04	4.46E-99
RNF168_boot.172	7.84E-04	4.28E-03	7.87E-04	1.84E-03	7.44E-04	2.34E-04	3.37E-04	2.27E-03
RNF168_boot.173	4.76E-04	4.08E-03	4.79E-04	4.32E-03	6.88E-04	4.70E-04	2.30E-04	1.01E-59
RNF168_boot.174	9.61E-04	4.95E-03	7.99E-04	2.46E-03	7.87E-04	3.37E-04	1.27E-03	7.48E-100
RNF168_boot.175	6.41E-04	3.43E-03	7.05E-04	2.57E-03	1.03E-04	3.56E-04	4.09E-04	1.20E-03
RNF168_boot.176	5.18E-04	2.28E-03	4.87E-04	2.67E-03	5.29E-04	2.32E-04	8.09E-04	1.59E-03
RNF168_boot.177	5.40E-04	4.34E-03	5.75E-04	3.94E-03	7.31E-04	3.20E-04	3.64E-04	8.70E-63
RNF168_boot.178	4.60E-04	2.10E-03	4.63E-04	1.95E-03	6.15E-04	2.37E-04	6.83E-04	8.92E-04
RNF168_boot.179	5.10E-04	5.18E-03	6.58E-04	4.73E-03	7.63E-04	3.69E-04	4.01E-04	0.00E+00
RNF168_boot.180	6.49E-04	2.70E-03	7.53E-04	3.11E-03	8.72E-04	4.88E-04	4.10E-04	1.84E-12
RNF168_boot.181	4.50E-04	4.74E-03	5.36E-04	4.17E-03	8.23E-04	3.48E-04	3.88E-04	0.00E+00
RNF168_boot.182	5.35E-04	4.28E-03	6.44E-04	3.43E-03	7.99E-04	2.95E-04	5.10E-04	3.76E-18
RNF168_boot.183	6.59E-04	5.29E-03	7.90E-04	4.17E-03	9.13E-04	4.93E-04	7.45E-04	0.00E+00
RNF168_boot.184	5.28E-04	3.05E-03	6.16E-04	1.53E-03	7.25E-04	2.18E-04	2.97E-04	1.10E-03
RNF168_boot.185	4.14E-04	3.24E-03	6.08E-04	2.24E-03	8.26E-04	2.86E-04	3.33E-04	1.13E-03
RNF168_boot.186	4.84E-04	2.93E-03	6.42E-04	2.52E-03	7.83E-04	2.64E-04	5.11E-04	4.18E-04
RNF168_boot.187	4.36E-04	3.08E-03	5.39E-04	1.35E-03	7.44E-04	2.10E-04	2.20E-04	1.34E-03
RNF168_boot.188	7.96E-04	5.59E-03	1.04E-03	5.70E-03	8.23E-04	4.55E-04	3.01E-04	0.00E+00
RNF168_boot.189	7.13E-04	2.45E-03	9.27E-04	2.81E-03	8.13E-04	2.75E-04	5.85E-04	9.62E-04
RNF168_boot.190	6.96E-04	3.40E-03	7.41E-04	2.87E-03	6.68E-04	2.64E-04	5.11E-04	2.74E-04
RNF168_boot.191	5.90E-04	3.58E-03	6.19E-04	1.95E-03	7.98E-04	2.97E-04	3.65E-04	1.13E-03
RNF168_boot.192	6.27E-04	4.01E-03	6.47E-04	3.67E-03	7.44E-04	3.20E-04	3.06E-04	1.79E-32
RNF168_boot.193	6.96E-04	4.95E-03	9.65E-04	4.51E-03	9.64E-04	4.55E-04	3.67E-04	0.00E+00
RNF168_boot.194	7.12E-04	4.75E-03	7.34E-04	3.77E-03	7.47E-04	3.07E-04	5.88E-04	0.00E+00
RNF168_boot.195	5.90E-04	4.09E-03	7.73E-04	3.65E-03	8.21E-04	3.04E-04	3.93E-04	1.32E-05
RNF168_boot.196	5.72E-04	3.71E-03	7.77E-04	2.33E-03	9.54E-04	2.90E-04	3.51E-04	7.15E-04
RNF168_boot.197	7.39E-04	4.14E-03	8.15E-04	2.92E-03	8.99E-04	3.67E-04	5.65E-04	2.10E-04
RNF168_boot.198	7.30E-04	3.96E-04	5.35E-04	1.66E-03	7.21E-04	2.35E-04	6.00E-04	2.49E-04
RNF168_boot.199	4.63E-04	4.42E-03	6.38E-04	4.03E-03	8.65E-04	3.06E-04	3.63E-04	2.67E-23
RNF168_boot.200	3.82E-04	3.90E-03	5.45E-04	2.66E-03	8.25E-04	2.48E-04	3.13E-04	1.06E-03
RNF168_boot.201	5.20E-04	3.83E-03	6.43E-04	3.84E-03	7.85E-04	3.74E-04	2.66E-04	3.73E-26
RNF168_boot.202	7.54E-04	5.43E-03	7.16E-04	4.13E-03	7.32E-04	3.10E-04	7.45E-04	0.00E+00
RNF168_boot.203	5.10E-04	3.44E-03	5.04E-04	1.98E-03	7.82E-04	4.55E-04	3.17E-04	1.57E-03
RNF168_boot.204	5.71E-04	4.44E-03	6.45E-04	4.88E-03	7.88E-04	4.65E-04	3.26E-04	9.02E-05
RNF168_boot.205	6.40E-04	4.03E-03	6.49E-04	2.17E-03	8.07E-04	2.86E-04	5.33E-04	7.93E-04
RNF168_boot.206	4.50E-04	3.67E-03	5.85E-04	2.53E-03	8.25E-04	2.70E-04	4.28E-04	1.40E-03
RNF168_boot.207	4.32E-04	3.78E-03	3.22E-04	3.36E-03	5.54E-04	3.24E-04	4.01E-04	3.11E-93
RNF168_boot.208	6.32E-04	3.36E-03	8.61E-04	1.87E-03	1.00E-03	3.42E-04	4.61E-04	8.96E-04
RNF168_real	1.15E-03	1.03E-03	4.21E-04	1.43E-61	3.36E-04	1.01E-03	3.21E-03	5.95E-03
RNF168_real.1	2.90E-04	9.65E-04	8.79E-39	1.21E-03	8.12E-04	3.13E-04	3.35E-04	1.42E-03
RNF168_real.2	5.57E-04	3.89E-03	6.43E-04	3.10E-03	7.72E-04	2.78E-04	4.22E-04	3.82E-04
MLH1_boot	8.47E-04	1.19E-117	2.70E-03	9.62E-04	1.28E-03	1.70E-03	1.56E-04	2.55E-131
MLH1_boot.1	8.05E-04	4.31E-118	2.58E-03	8.92E-04	1.32E-03	1.92E-03	1.22E-04	0.00E+00
MLH1_boot.2	8.37E-04	2.02E-13	2.73E-03	1.58E-03	1.06E-03	1.78E-03	4.29E-160	1.47E-03
MLH1_boot.3	1.08E-03	4.40E-04	3.01E-03	4.70E-04	1.30E-03	1.84E-03	7.40E-05	0.00E+00
MLH1_boot.4	1.04E-03	7.79E-04	2.77E-03	3.23E-04	1.17E-03	1.66E-03	2.04E-04	1.72E-35
MLH1_boot.5	8.76E-04	1.02E-66	2.69E-03	1.26E-03	1.20E-03	1.65E-03	6.97E-04	7.08E-04
MLH1_boot.6	8.81E-04	7.32E-04	2.85E-03	9.20E-04	1.15E-03	1.60E-03	0.00E+00	5.24E-127
MLH1_boot.7	1.02E-03	3.59E-04	2.99E-03	1.33E-03	1.16E-03	1.78E-03	3.61E-05	6.10E-04
MLH1_boot.8	2.72E-03	3.35E-04	3.62E-03	2.69E-04	1.18E-03	1.88E-03	3.81E-04	7.37E-06
MLH1_boot.9	7.61E-04	1.19E-24	2.57E-03	1.11E-03	1.15E-03	1.74E-03	4.03E-04	9.92E-04
MLH1_boot.10	6.19E-04	0.00E+00	2.55E-03	1.04E-03	1.19E-03	1.77E-03	3.50E-04	9.72E-04
MLH1_boot.11	1.07E-03	3.20E-50	2.86E-03	1.37E-03	1.07E-03	1.64E-03	0.00E+00	1.14E-03
MLH1_boot.12	7.58E-04	0.00E+00	2.73E-03	6.49E-04	1.23E-03	1.89E-03	4.35E-04	5.73E-04
MLH1_boot.13	9.36E-04	2.13E-04	2.89E-03	7.14E-04	1.14E-03	1.68E-03	2.30E-77	6.20E-04
MLH1_boot.14	1.50E-03	2.77E-53	3.08E-03	1.04E-03	1.18E-03	1.52E-03	0.00E+00	1.11E-44
MLH1_boot.15	8.60E-04	3.73E-04	2.82E-03	3.20E-04	1.15E-03	1.62E-03	5.42E-04	7.20E-05
MLH1_boot.16	6.37E-04	2.26E-03	2.32E-03	2.82E-03	8.38E-04	1.37E-03	0.00E+00	3.61E-04
MLH1_boot.17	6.52E-04	1.07E-03	2.39E-03	1.32E-03	9.02E-04	1.38E-03	5.75E-04	9.60E-04
MLH1_boot.18	6.38E-04	0.00E+00	2.40E-03	1.03E-03	9.37E-04	1.54E-03	5.54E-04	1.21E-03
MLH1_boot.19	5.23E-04	4.36E-04	2.16E-03	1.33E-03	8.89E-04	1.39E-03	2.12E-04	3.04E-04
MLH1_boot.20	5.07E-04	3.20E-20	2.30E-03	9.22E-04	9.06E-04	1.37E-03	1.86E-04	4.42E-04
MLH1_boot.21	4.27E-04	1.62E-04	2.07E-03	6.32E-04	9.21E-04	1.51E-03	2.79E-04	4.44E-04
MLH1_boot.22	5.57E-04	1.02E-03	2.37E-03	2.04E-03	9.57E-04	1.33E-03	1.19E-33	1.81E-04
MLH1_boot.23	4.26E-04	5.09E-04	2.09E-03	3.57E-04	8.27E-04	1.18E-03	3.15E-21	9.74E-04
MLH1_boot.24	5.84E-04	1.40E-48	2.28E-03	1.10E-03	8.79E-04	1.32E-03	1.14E-120	5.92E-04
MLH1_boot.25	8.04E-04	1.46E-03	2.45E-03	2.22E-03	8.80E-04	1.22E-03	0.00E+00	1.77E-04
MLH1_boot.26	6.26E-04	2.98E-03	2.31E-03	3.50E-03	7.98E-04	1.18E-03	9.17E-05	8.87E-04
MLH1_boot.27	6.36E-04	9.13E-04	2.39E-03	1.51E-03	9.31E-04	1.37E-03	6.29E-04	4.66E-04
MLH1_boot.28	6.36E-04	3.08E-04	2.43E-03	2.30E-04	9.39E-04	1.41E-03	3.09E-04	8.86E-04
MLH1_boot.29	6.98E-04	0.00E+00	2.30E-03	7.62E-04	8.83E-04	1.51E-03	4.10E-38	4.29E-04
MLH1_boot.30	6.81E-04	1.26E-03	2.42E-03	1.96E-03	9.29E-04	1.34E-03	2.65E-04	2.21E-04
MLH1_boot.31	7.20E-04	1.24E-03	2.64E-03	1.65E-03	9.69E-04	1.40E-03	0.00E+00	3.84E-04
MLH1_boot.32	8.01E-04	5.08E-04	2.57E-03	1.58E-03	1.00E-03	1.40E-03	2.42E-30	6.79E-04
MLH1_boot.33	3.77E-04	2.62E-04	2.24E-03	8.68E-04	9.73E-04	1.47E-03	2.31E-04	2.41E-04
MLH1_boot.34	3.83E-04	1.01E-24	2.05E-03	1.42E-03	8.76E-04	1.29E-03	5.45E-05	8.18E-04
MLH1_boot.35	8.48E-04	9.19E-04	2.52E-03	1.19E-03	8.58E-04	1.40E-03	0.00E+00	3.71E-04
MLH1_boot.36	8.52E-04	5.04E-04	2.33E-03	6.68E-04	9.09E-04	1.44E-03	7.64E-04	7.37E-04
MLH1_boot.37	6.01E-04	8.81E-04	2.58E-03	2.04E-03	1.08E-03	1.43E-03	1.83E-04	3.86E-04
MLH1_boot.38	2.06E-25	7.82E-04	2.66E-03	7.70E-04	1.28E-03	1.71E-03	1.49E-04	1.27E-26
MLH1_boot.39	7.46E-04	2.16E-03	2.50E-03	2.42E-03	1.18E-03	2.01E-03	1.83E-04	0.00E+00
MLH1_boot.40	1.85E-10	1.51E-03	2.54E-03	1.17E-03	1.19E-03	1.85E-03	1.06E-99	0.00E+00
MLH1_boot.41	5.09E-04	2.71E-04	2.40E-03	3.96E-04	1.11E-03	1.76E-03	1.33E-04	6.32E-147
MLH1_boot.42	6.53E-04	7.93E-04	2.45E-03	4.38E-04	1.07E-03	1.66E-03	2.44E-04	3.27E-04
MLH1_boot.43	7.90E-04	7.65E-04	2.40E-03	8.15E-04	1.32E-03	1.97E-03	2.82E-04	0.00E+00
MLH1_boot.44	4.41E-04	1.29E-03	2.64E-03	1.42E-03	1.08E-03	1.99E-03	1.18E-03	0.00E+00
MLH1_boot.45	1.07E-03	4.07E-05	2.89E-03	5.43E-11	1.23E-03	1.83E-03	2.90E-04	0.00E+00
MLH1_boot.46	7.39E-04	2.22E-04	2.66E-03	5.58E-04	1.19E-03	1.82E-03	1.46E-04	3.65E-125
MLH1_boot.47	5.08E-04	5.25E-04	2.32E-03	4.56E-04	1.18E-03	1.77E-03	1.66E-04	0.00E+00
MLH1_boot.48	5.53E-04	4.78E-04	2.62E-03	3.31E-04	1.13E-03	1.60E-03	2.15E-04	1.52E-11
MLH1_boot.49	6.43E-04	1.21E-03	2.37E-03	8.23E-04	1.08E-03	1.64E-03	1.82E-04	0.00E+00
MLH1_boot.50	4.02E-04	5.14E-04	2.40E-03	5.53E-04	1.17E-03	1.55E-03	2.47E-04	0.00E+00
MLH1_boot.51	8.07E-04	7.41E-04	2.81E-03	1.17E-03	1.11E-03	1.56E-03	4.87E-04	6.84E-04
MLH1_boot.52	7.54E-04	1.96E-04	2.77E-03	3.23E-04	1.10E-03	1.58E-03	3.42E-04	6.33E-04
MLH1_real	9.30E-04	8.98E-49	2.82E-03	1.09E-03	1.22E-03	1.78E-03	6.69E-04	1.05E-03
MLH1_real.1	5.80E-04	1.28E-03	2.32E-03	2.05E-03	9.16E-04	1.35E-03	1.21E-04	1.17E-04
MLH1_real.2	6.91E-04	8.08E-04	2.58E-03	5.60E-04	1.13E-03	1.72E-03	1.44E-04	4.75E-119
MSH2_boot	9.69E-04	6.35E-04	2.89E-03	3.45E-04	1.19E-03	1.63E-03	2.85E-04	4.42E-04
MSH2_boot.1	0.00E+00	1.40E-03	2.85E-03	1.65E-03	1.29E-03	1.77E-03	4.82E-04	5.30E-04
MSH2_boot.2	3.54E-04	1.34E-03	2.74E-03	1.56E-03	1.20E-03	1.62E-03	2.47E-04	2.69E-04
MSH2_boot.3	9.21E-04	1.16E-03	2.87E-03	1.30E-03	1.22E-03	1.67E-03	4.90E-04	2.33E-04
MSH2_boot.4	1.15E-03	1.62E-04	3.02E-03	1.41E-04	1.26E-03	1.68E-03	3.31E-04	9.42E-61
MSH2_boot.5	8.44E-04	3.45E-04	2.75E-03	8.53E-29	1.04E-03	1.45E-03	4.41E-04	1.25E-03
MSH2_boot.6	7.89E-04	7.48E-05	2.64E-03	5.18E-59	1.16E-03	1.44E-03	4.21E-04	9.13E-04
MSH2_boot.7	9.82E-04	1.79E-04	2.86E-03	1.57E-138	1.17E-03	1.50E-03	4.37E-04	1.08E-03
MSH2_boot.8	2.55E-92	6.31E-04	2.91E-03	9.03E-04	1.28E-03	1.58E-03	2.14E-04	4.62E-04
MSH2_boot.9	9.00E-04	7.71E-04	3.03E-03	9.44E-04	1.23E-03	1.67E-03	2.06E-04	2.90E-04
MSH2_boot.10	2.14E-03	1.40E-04	3.27E-03	1.59E-52	1.28E-03	1.75E-03	3.22E-04	1.56E-06
MSH2_boot.11	1.22E-03	3.87E-04	3.05E-03	3.88E-04	1.20E-03	1.65E-03	1.12E-04	4.02E-04
MSH2_boot.12	2.13E-69	2.34E-04	2.90E-03	1.62E-32	1.27E-03	1.65E-03	3.98E-04	1.15E-03
MSH2_boot.13	0.00E+00	1.03E-03	3.00E-03	1.92E-03	1.31E-03	1.59E-03	2.89E-04	3.62E-04
MSH2_boot.14	9.90E-04	2.93E-04	2.91E-03	2.88E-04	1.15E-03	1.52E-03	2.11E-04	6.71E-04
MSH2_boot.15	0.00E+00	1.06E-03	2.64E-03	1.25E-03	1.26E-03	1.64E-03	1.91E-04	5.09E-04
MSH2_boot.16	1.04E-03	7.12E-04	2.90E-03	7.03E-04	1.17E-03	1.65E-03	2.05E-04	1.25E-04
MSH2_boot.17	1.02E-03	2.40E-04	2.94E-03	0.00E+00	1.20E-03	1.56E-03	7.34E-04	1.60E-03
MSH2_boot.18	1.19E-34	2.87E-04	2.79E-03	0.00E+00	1.25E-03	1.55E-03	9.42E-04	2.00E-03
MSH2_boot.19	1.23E-03	1.12E-03	3.11E-03	1.25E-03	1.22E-03	1.64E-03	3.23E-04	2.56E-04
MSH2_boot.20	1.63E-21	5.15E-04	2.61E-03	6.37E-04	1.22E-03	1.59E-03	1.95E-04	3.99E-04
MSH2_boot.21	8.39E-04	5.60E-04	2.92E-03	1.19E-03	1.16E-03	1.79E-03	1.35E-04	2.05E-04
MSH2_boot.22	1.26E-03	1.54E-04	3.16E-03	7.56E-44	1.19E-03	1.79E-03	2.78E-04	9.07E-04
MSH2_boot.23	2.51E-03	9.45E-04	3.50E-03	1.35E-03	1.15E-03	1.72E-03	4.18E-04	7.65E-04
MSH2_boot.24	1.08E-03	1.94E-04	2.99E-03	7.50E-06	1.12E-03	1.62E-03	3.32E-04	9.32E-04
MSH2_boot.25	8.81E-04	5.75E-04	2.75E-03	9.16E-04	1.06E-03	1.68E-03	3.94E-04	4.49E-04
MSH2_boot.26	1.11E-03	5.22E-31	3.11E-03	1.03E-03	1.15E-03	1.78E-03	1.87E-04	6.08E-04
MSH2_boot.27	1.07E-03	5.86E-04	2.89E-03	2.22E-04	1.18E-03	1.82E-03	2.81E-04	4.85E-04
MSH2_boot.28	1.19E-03	2.23E-04	2.86E-03	2.98E-04	1.20E-03	1.88E-03	3.31E-04	5.64E-04
MSH2_boot.29	1.16E-03	1.22E-03	3.24E-03	1.90E-03	1.16E-03	1.63E-03	4.27E-04	4.20E-04
MSH2_boot.30	1.23E-03	5.60E-04	3.05E-03	2.41E-04	1.21E-03	1.69E-03	3.22E-04	4.13E-04
MSH2_boot.31	1.11E-03	1.52E-03	3.13E-03	1.97E-03	1.14E-03	1.66E-03	5.31E-04	6.15E-04
MSH2_boot.32	1.10E-03	0.00E+00	2.99E-03	8.80E-04	1.14E-03	1.59E-03	2.51E-04	6.50E-04
MSH2_boot.33	1.04E-03	1.69E-04	2.99E-03	2.04E-41	1.16E-03	1.82E-03	3.53E-04	9.78E-04
MSH2_boot.34	1.19E-03	8.13E-04	2.80E-03	5.18E-04	1.19E-03	1.83E-03	3.53E-04	3.62E-04
MSH2_real	1.83E-03	5.86E-04	3.22E-03	7.40E-04	1.20E-03	1.56E-03	2.11E-04	2.95E-04
MSH2_real.1	1.13E-03	1.87E-04	3.00E-03	4.55E-04	1.15E-03	1.76E-03	1.34E-04	1.54E-04
MSH6_boot	1.43E-69	7.37E-04	2.69E-03	1.62E-03	1.15E-03	1.58E-03	0.00E+00	5.36E-04
MSH6_boot.1	1.64E-144	5.63E-04	2.60E-03	3.01E-04	1.23E-03	1.65E-03	1.39E-04	3.18E-04
MSH6_boot.2	0.00E+00	5.91E-04	2.44E-03	2.20E-04	1.15E-03	1.69E-03	5.28E-27	3.22E-44
MSH6_boot.3	4.79E-05	6.11E-08	2.90E-03	7.89E-04	1.26E-03	2.04E-03	2.40E-04	4.99E-04
MSH6_boot.4	0.00E+00	9.73E-04	2.66E-03	3.19E-04	1.28E-03	1.57E-03	4.05E-04	7.21E-04
MSH6_boot.5	5.55E-04	8.52E-04	2.98E-03	1.17E-03	1.25E-03	1.39E-03	0.00E+00	2.51E-04
MSH6_boot.6	0.00E+00	6.97E-04	2.88E-03	2.86E-04	1.45E-03	1.54E-03	1.26E-04	7.06E-28
MSH6_boot.7	7.54E-131	3.93E-04	2.77E-03	8.57E-04	1.32E-03	1.58E-03	5.01E-04	6.49E-04
MSH6_boot.8	1.13E-04	4.01E-04	2.64E-03	5.22E-04	1.21E-03	1.55E-03	1.46E-04	1.95E-04
MSH6_boot.9	3.59E-04	6.50E-04	2.89E-03	1.05E-03	1.25E-03	1.62E-03	2.69E-04	2.68E-04
MSH6_boot.10	1.47E-04	3.94E-04	2.49E-03	5.87E-04	1.18E-03	1.59E-03	1.96E-04	6.20E-04
MSH6_boot.11	1.92E-04	4.11E-04	2.84E-03	8.65E-04	1.33E-03	1.74E-03	2.90E-04	1.27E-03
MSH6_boot.12	4.96E-84	1.46E-03	2.52E-03	6.32E-04	1.20E-03	1.69E-03	3.85E-04	2.26E-72
MSH6_boot.13	1.21E-120	4.24E-04	2.87E-03	4.24E-04	1.35E-03	1.57E-03	6.66E-16	6.35E-32
MSH6_boot.14	8.81E-04	5.27E-04	3.16E-03	1.33E-03	1.41E-03	1.26E-03	1.57E-108	5.50E-04
MSH6_boot.15	5.11E-82	3.66E-04	2.83E-03	1.53E-03	1.35E-03	1.59E-03	2.25E-04	7.08E-04
MSH6_boot.16	6.15E-04	8.13E-04	2.86E-03	9.51E-04	1.24E-03	1.73E-03	5.94E-08	1.01E-03
MSH6_boot.17	0.00E+00	1.07E-03	3.02E-03	1.35E-03	1.34E-03	1.78E-03	1.65E-68	2.77E-04
MSH6_boot.18	0.00E+00	9.76E-04	3.02E-03	2.43E-03	1.37E-03	1.58E-03	0.00E+00	1.12E-03
MSH6_boot.19	1.48E-29	1.18E-03	2.77E-03	1.75E-03	1.25E-03	1.52E-03	2.12E-04	2.81E-04
MSH6_boot.20	0.00E+00	7.82E-04	2.67E-03	1.78E-03	1.28E-03	1.37E-03	2.16E-04	2.45E-04
MSH6_boot.21	1.23E-03	1.70E-03	3.17E-03	2.14E-03	1.23E-03	1.30E-03	0.00E+00	2.51E-04
MSH6_boot.22	0.00E+00	2.87E-04	2.87E-03	1.05E-03	1.35E-03	1.61E-03	8.63E-04	8.50E-04
MSH6_boot.23	2.63E-04	6.46E-04	2.35E-03	4.25E-04	1.09E-03	1.61E-03	1.46E-04	6.92E-04
MSH6_boot.24	0.00E+00	3.31E-04	2.95E-03	1.24E-03	1.36E-03	1.60E-03	8.69E-84	5.69E-04
MSH6_boot.25	3.23E-04	3.55E-04	2.51E-03	7.55E-04	1.20E-03	1.52E-03	3.34E-04	9.56E-04
MSH6_boot.26	0.00E+00	6.80E-04	2.89E-03	1.23E-03	1.27E-03	1.61E-03	2.49E-108	3.43E-04
MSH6_boot.27	4.27E-156	1.29E-03	2.85E-03	2.36E-03	1.24E-03	1.43E-03	6.81E-44	4.31E-04
MSH6_boot.28	6.34E-110	2.45E-04	2.65E-03	1.28E-03	1.22E-03	1.59E-03	7.01E-74	8.27E-04
MSH6_boot.29	3.27E-92	1.37E-03	2.38E-03	1.54E-03	1.06E-03	1.37E-03	1.88E-58	6.06E-04
MSH6_boot.30	0.00E+00	2.10E-04	2.36E-03	7.68E-04	1.11E-03	1.51E-03	2.55E-04	2.44E-04
MSH6_boot.31	0.00E+00	1.50E-03	2.69E-03	1.93E-03	1.18E-03	1.33E-03	0.00E+00	3.60E-04
MSH6_boot.32	3.61E-04	3.17E-04	2.62E-03	7.17E-04	1.13E-03	1.49E-03	2.91E-20	1.16E-04
MSH6_boot.33	0.00E+00	8.47E-04	2.91E-03	9.37E-04	1.40E-03	1.38E-03	4.05E-04	9.47E-04
MSH6_boot.34	0.00E+00	5.77E-04	2.69E-03	4.65E-04	1.33E-03	1.96E-03	2.69E-04	3.66E-04
MSH6_boot.35	0.00E+00	6.58E-05	2.93E-03	6.53E-46	1.40E-03	2.16E-03	2.75E-04	1.07E-20
MSH6_boot.36	1.84E-04	3.21E-04	2.24E-03	1.02E-03	1.03E-03	1.45E-03	1.06E-04	2.79E-04
MSH6_boot.37	0.00E+00	6.36E-04	2.68E-03	8.25E-04	1.28E-03	1.28E-03	0.00E+00	3.60E-04
MSH6_boot.38	0.00E+00	7.44E-04	2.43E-03	3.83E-04	1.23E-03	1.56E-03	1.61E-04	2.46E-39
MSH6_boot.39	1.15E-151	7.57E-04	2.67E-03	1.07E-03	1.25E-03	1.47E-03	3.81E-04	6.01E-04
MSH6_boot.40	4.66E-156	8.57E-04	2.50E-03	1.08E-03	1.16E-03	1.76E-03	2.44E-04	1.06E-05
MSH6_boot.41	1.09E-28	5.16E-04	2.35E-03	1.13E-03	1.10E-03	1.40E-03	0.00E+00	2.95E-04
MSH6_boot.42	0.00E+00	1.79E-03	2.27E-03	1.68E-03	1.16E-03	1.59E-03	1.37E-04	0.00E+00
MSH6_boot.43	0.00E+00	2.15E-04	2.52E-03	1.18E-29	1.14E-03	1.53E-03	2.84E-04	8.96E-04
MSH6_boot.44	0.00E+00	7.32E-04	2.48E-03	1.26E-03	1.14E-03	1.37E-03	4.28E-04	6.02E-04
MSH6_boot.45	4.25E-67	3.34E-04	2.64E-03	5.23E-04	1.51E-03	5.54E-04	2.17E-04	5.50E-04
MSH6_boot.46	0.00E+00	8.31E-04	2.30E-03	6.95E-04	1.10E-03	1.56E-03	4.68E-04	1.44E-03
