acc_mean,f1_mean,Lrec_mean,Lce_mean,Ltot_mean,epochs_mean,n_filter,stability_mean_refit0,stability_min_refit0,rec_refit0,acc_refit0,f1_refit0,Lrec_refit0,Lce_refit0,Ltot_refit0,epochs_refit0,stability_mean_refit1,stability_min_refit1,rec_refit1,acc_refit1,f1_refit1,Lrec_refit1,Lce_refit1,Ltot_refit1,epochs_refit1,acc_test,f1_test,rec_test,k,lr,lambda_c,lambda_p,fold
0.649607139825821,0.5586038053106274,11.78480945906034,2294.7383860168534,241.25864806074574,18500.0,0,0.46,-0.54,0.3425,0.8539285659790039,0.8461316630858249,3.9351135814398805,916.6957894337129,3.9351135814398805,15000,,,,,,,,,,0.8105,0.8094013933671471,7.979477932687377,5,0.005,0.1,0.0001,_all
