Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
MSH6_boot.71	8.67E-02	1.79E-40	8.75E-02	1.73E-02	1.00E-01	8.44E-56	2.04E-01	9.30E-02	1.27E-01
MSH6_boot.72	8.34E-02	5.94E-78	9.06E-02	0.00E+00	1.03E-01	2.73E-84	2.13E-01	9.52E-02	1.27E-01
MSH6_boot.73	8.80E-02	3.65E-91	8.96E-02	1.82E-02	1.02E-01	9.83E-36	2.06E-01	9.46E-02	1.29E-01
MSH6_boot.74	8.76E-02	0.00E+00	9.12E-02	0.00E+00	1.04E-01	0.00E+00	2.24E-01	9.51E-02	1.29E-01
MSH6_boot.75	8.75E-02	3.97E-154	8.63E-02	1.88E-02	9.84E-02	2.62E-68	2.03E-01	9.13E-02	1.27E-01
MSH6_boot.76	8.93E-02	1.26E-132	8.82E-02	1.85E-02	1.01E-01	1.00E-63	2.07E-01	9.24E-02	1.30E-01
MSH6_boot.77	8.62E-02	4.03E-70	8.67E-02	1.80E-02	9.88E-02	8.18E-122	2.04E-01	9.17E-02	1.27E-01
MSH6_boot.78	8.28E-02	0.00E+00	9.51E-02	0.00E+00	1.07E-01	0.00E+00	2.26E-01	9.88E-02	1.28E-01
MSH6_boot.79	8.80E-02	0.00E+00	9.29E-02	0.00E+00	1.05E-01	0.00E+00	2.24E-01	9.59E-02	1.30E-01
MSH6_boot.80	8.78E-02	0.00E+00	9.48E-02	0.00E+00	1.07E-01	0.00E+00	2.27E-01	9.79E-02	1.31E-01
MSH6_boot.81	8.81E-02	0.00E+00	8.79E-02	0.00E+00	1.00E-01	0.00E+00	2.20E-01	9.10E-02	1.28E-01
MSH6_boot.82	8.64E-02	0.00E+00	9.34E-02	0.00E+00	1.06E-01	0.00E+00	2.26E-01	9.71E-02	1.30E-01
MSH6_boot.83	8.90E-02	7.37E-60	8.78E-02	2.00E-02	9.98E-02	1.26E-50	2.05E-01	9.25E-02	1.29E-01
MSH6_boot.84	8.64E-02	1.04E-84	9.15E-02	7.29E-152	1.04E-01	2.87E-86	2.16E-01	9.60E-02	1.29E-01
MSH6_boot.85	8.55E-02	0.00E+00	9.72E-02	0.00E+00	1.10E-01	0.00E+00	2.30E-01	1.01E-01	1.31E-01
MSH6_boot.86	8.95E-02	1.62E-158	8.77E-02	1.93E-02	1.00E-01	1.15E-50	2.05E-01	9.19E-02	1.30E-01
MSH6_boot.87	8.85E-02	3.08E-03	9.02E-02	1.88E-02	1.02E-01	3.48E-08	2.06E-01	9.57E-02	1.30E-01
MSH6_boot.88	8.80E-02	0.00E+00	9.09E-02	0.00E+00	1.03E-01	1.34E-108	2.14E-01	9.46E-02	1.30E-01
MSH6_boot.89	8.72E-02	3.76E-107	8.65E-02	2.04E-02	9.89E-02	9.90E-35	2.03E-01	9.18E-02	1.28E-01
MSH6_boot.90	8.31E-02	3.17E-101	9.15E-02	0.00E+00	1.04E-01	4.30E-45	2.13E-01	9.62E-02	1.27E-01
MSH6_boot.91	8.18E-02	1.28E-110	9.23E-02	0.00E+00	1.05E-01	1.62E-65	2.14E-01	9.74E-02	1.27E-01
MSH6_boot.92	8.49E-02	0.00E+00	9.72E-02	0.00E+00	1.10E-01	0.00E+00	2.30E-01	1.01E-01	1.31E-01
MSH6_boot.93	8.94E-02	1.67E-107	8.50E-02	2.26E-02	9.71E-02	1.32E-35	2.01E-01	8.93E-02	1.29E-01
MSH6_boot.94	8.35E-02	0.00E+00	9.71E-02	0.00E+00	1.10E-01	0.00E+00	2.29E-01	1.01E-01	1.30E-01
MSH6_boot.95	8.84E-02	5.81E-60	8.86E-02	1.90E-02	1.01E-01	5.20E-35	2.04E-01	9.33E-02	1.29E-01
MSH6_boot.96	8.81E-02	0.00E+00	9.44E-02	0.00E+00	1.07E-01	0.00E+00	2.28E-01	9.81E-02	1.31E-01
MSH6_boot.97	8.85E-02	2.94E-03	8.29E-02	2.22E-02	9.55E-02	1.50E-135	1.98E-01	8.79E-02	1.27E-01
MSH6_boot.98	8.49E-02	8.92E-19	9.06E-02	2.84E-67	1.03E-01	5.78E-51	2.13E-01	9.51E-02	1.28E-01
MSH6_boot.99	8.80E-02	1.74E-96	9.11E-02	2.68E-96	1.03E-01	1.52E-102	2.15E-01	9.49E-02	1.30E-01
MSH6_boot.100	8.48E-02	0.00E+00	9.21E-02	0.00E+00	1.05E-01	1.98E-41	2.14E-01	9.69E-02	1.28E-01
MSH6_boot.101	3.30E-02	2.20E-01	1.05E-01	1.34E-01	1.05E-01	9.62E-02	1.55E-01	7.75E-02	9.87E-03
MSH6_boot.102	2.15E-01	7.95E-02	3.16E-01	1.67E-26	4.05E-08	4.71E-06	2.18E-02	7.27E-02	2.61E-01
MSH6_boot.103	2.21E-01	1.98E-02	1.85E-01	2.00E-01	3.55E-12	5.75E-02	6.14E-02	1.07E-01	3.05E-03
MSH6_real	3.30E-02	2.22E-01	1.05E-01	1.38E-01	1.10E-01	9.42E-02	1.65E-01	8.05E-02	9.40E-03
MSH6_real.1	2.24E-01	2.17E-02	1.09E-01	2.06E-01	9.08E-14	5.77E-02	5.68E-02	1.07E-01	2.72E-03
MSH6_real.2	3.05E-02	2.22E-01	1.04E-01	7.94E-02	1.07E-01	9.73E-02	5.82E-02	7.71E-02	1.01E-02
MSH6_real.3	2.82E-02	2.24E-01	9.86E-02	7.58E-02	1.04E-01	9.68E-02	8.17E-02	6.73E-02	9.19E-03
MSH6_real.4	3.05E-02	2.20E-01	1.05E-01	1.34E-01	1.06E-01	9.65E-02	1.60E-01	7.83E-02	1.04E-02
MSH6_real.5	3.58E-02	2.20E-01	1.07E-01	8.08E-02	1.06E-01	9.87E-02	1.43E-01	7.72E-02	1.03E-02
MSH6_real.6	1.72E-26	5.55E-22	3.22E-02	1.81E-01	1.91E-02	9.15E-27	2.08E-22	3.28E-01	3.10E-10
PMS1_boot	1.27E-02	1.57E-01	4.30E-02	1.03E-01	6.51E-02	1.35E-01	1.44E-01	6.21E-02	2.35E-02
PMS1_boot.1	9.94E-03	1.35E-01	9.62E-02	1.25E-01	8.53E-02	8.44E-02	7.27E-02	2.82E-02	8.14E-02
PMS1_boot.2	1.04E-02	1.55E-01	4.18E-02	1.07E-01	6.73E-02	1.33E-01	1.50E-01	6.37E-02	2.39E-02
PMS1_boot.3	2.26E-41	1.69E-01	4.18E-02	1.23E-01	6.93E-02	1.37E-01	1.35E-01	8.35E-02	3.53E-03
PMS1_boot.4	1.15E-02	1.68E-01	4.87E-02	1.02E-01	6.65E-02	1.50E-01	1.36E-01	5.76E-02	2.71E-02
PMS1_boot.5	4.06E-149	1.70E-01	3.91E-02	1.32E-01	6.82E-02	1.45E-01	1.47E-01	8.62E-02	3.87E-03
PMS1_boot.6	2.26E-02	1.60E-01	4.69E-02	9.96E-02	6.67E-02	1.41E-01	1.27E-01	5.79E-02	1.64E-02
PMS1_boot.7	1.73E-02	1.53E-01	4.16E-02	1.21E-01	6.59E-02	1.27E-01	1.37E-01	8.37E-02	1.09E-02
PMS1_boot.8	0.00E+00	5.84E-02	8.17E-02	1.50E-01	2.91E-83	1.82E-02	7.44E-02	1.61E-01	3.60E-02
PMS1_boot.9	1.81E-01	6.68E-04	8.26E-02	1.66E-01	7.14E-02	8.23E-02	7.62E-03	7.14E-02	2.41E-02
PMS1_boot.10	1.49E-02	1.73E-01	4.67E-02	1.15E-01	6.53E-02	1.47E-01	1.37E-01	6.99E-02	1.96E-02
PMS1_boot.11	0.00E+00	1.40E-01	1.02E-01	1.31E-01	9.61E-02	9.35E-02	7.90E-02	4.16E-02	8.22E-02
PMS1_boot.12	7.15E-03	1.67E-01	4.71E-02	1.02E-01	6.71E-02	1.49E-01	1.37E-01	5.44E-02	2.56E-02
PMS1_boot.13	1.28E-01	6.40E-02	1.27E-01	3.74E-02	2.75E-02	8.35E-02	4.87E-02	9.80E-02	1.44E-01
PMS1_boot.14	1.04E-26	1.37E-01	1.00E-01	1.24E-01	8.62E-02	7.99E-02	7.16E-02	3.11E-02	8.04E-02
PMS1_boot.15	1.16E-02	1.60E-01	4.96E-02	1.05E-01	6.16E-02	1.32E-01	1.33E-01	5.54E-02	1.79E-02
PMS1_boot.16	2.68E-30	1.49E-01	4.35E-02	1.11E-01	6.01E-02	1.20E-01	1.06E-01	7.59E-02	1.15E-02
PMS1_boot.17	1.21E-01	6.54E-02	1.34E-01	3.09E-02	2.24E-02	8.18E-02	4.71E-02	9.74E-02	1.46E-01
PMS1_boot.18	7.80E-03	1.34E-01	9.61E-02	1.25E-01	8.44E-02	8.29E-02	7.06E-02	2.79E-02	8.44E-02
PMS1_boot.19	1.57E-83	1.51E-01	3.80E-02	1.19E-01	6.43E-02	1.23E-01	1.38E-01	8.20E-02	7.14E-03
PMS1_boot.20	1.77E-01	7.01E-03	8.89E-02	1.67E-01	7.88E-02	8.94E-02	9.25E-03	7.07E-02	2.78E-02
PMS1_boot.21	2.60E-03	1.49E-01	5.26E-02	1.17E-01	6.58E-02	1.27E-01	1.05E-01	7.93E-02	1.78E-02
PMS1_boot.22	1.83E-01	1.32E-02	7.92E-02	1.64E-01	7.99E-02	8.76E-02	2.18E-03	8.66E-02	2.68E-02
PMS1_boot.23	1.77E-02	1.55E-01	5.13E-02	1.16E-01	6.00E-02	1.26E-01	1.03E-01	7.85E-02	2.48E-02
PMS1_boot.24	1.24E-01	6.45E-02	1.28E-01	3.05E-02	1.89E-02	8.21E-02	5.13E-02	9.78E-02	1.45E-01
PMS1_boot.25	0.00E+00	6.81E-02	1.09E-01	1.65E-01	7.93E-03	2.58E-92	9.01E-02	1.84E-01	2.85E-02
PMS1_boot.26	0.00E+00	7.22E-02	1.12E-01	1.61E-01	1.27E-02	3.87E-04	7.49E-02	1.77E-01	2.63E-02
PMS1_boot.27	1.83E-01	1.43E-02	7.98E-02	1.66E-01	8.33E-02	9.09E-02	1.16E-02	8.01E-02	3.09E-02
PMS1_boot.28	1.08E-02	1.60E-01	5.09E-02	1.05E-01	5.97E-02	1.33E-01	1.12E-01	6.54E-02	2.27E-02
PMS1_boot.29	2.47E-46	1.37E-01	9.84E-02	1.22E-01	8.25E-02	8.48E-02	6.84E-02	2.94E-02	8.19E-02
PMS1_boot.30	1.08E-02	1.32E-01	9.35E-02	1.24E-01	8.69E-02	8.24E-02	7.19E-02	3.08E-02	8.36E-02
PMS1_boot.31	0.00E+00	6.07E-02	1.05E-01	1.56E-01	5.60E-08	6.95E-04	8.18E-02	1.70E-01	2.91E-02
PMS1_boot.32	3.65E-02	1.55E-01	4.69E-02	1.10E-01	6.34E-02	1.34E-01	1.12E-01	7.40E-02	3.30E-02
PMS1_boot.33	2.42E-02	1.55E-01	4.43E-02	9.99E-02	6.29E-02	1.38E-01	1.28E-01	6.17E-02	1.86E-02
PMS1_boot.34	1.32E-01	6.53E-02	1.26E-01	3.67E-02	2.04E-02	7.97E-02	5.27E-02	9.76E-02	1.45E-01
PMS1_boot.35	3.11E-02	1.54E-01	4.73E-02	9.67E-02	6.82E-02	1.36E-01	1.18E-01	5.86E-02	2.44E-02
PMS1_boot.36	1.35E-01	5.67E-02	1.28E-01	4.11E-02	2.97E-02	7.69E-02	4.51E-02	9.96E-02	1.45E-01
PMS1_boot.37	3.29E-02	1.51E-01	4.73E-02	9.72E-02	6.22E-02	1.34E-01	1.23E-01	5.55E-02	2.77E-02
PMS1_boot.38	1.80E-01	6.19E-03	8.17E-02	1.64E-01	7.56E-02	7.80E-02	9.88E-03	5.09E-02	2.97E-02
PMS1_boot.39	0.00E+00	6.41E-02	1.09E-01	1.48E-01	1.31E-02	3.62E-07	7.86E-02	1.73E-01	3.18E-02
PMS1_boot.40	2.84E-02	1.60E-01	4.71E-02	1.12E-01	6.55E-02	1.42E-01	1.40E-01	7.11E-02	2.40E-02
PMS1_boot.41	2.99E-02	1.54E-01	4.82E-02	9.68E-02	6.41E-02	1.37E-01	1.24E-01	5.58E-02	2.44E-02
PMS1_real	5.87E-03	1.39E-01	1.00E-01	1.27E-01	8.84E-02	8.74E-02	7.62E-02	3.35E-02	8.42E-02
PMS1_real.1	0.00E+00	6.53E-02	1.01E-01	1.62E-01	8.92E-03	9.22E-05	7.84E-02	1.69E-01	2.58E-02
PMS1_real.2	1.79E-01	4.51E-03	8.19E-02	1.64E-01	7.11E-02	7.70E-02	1.24E-02	5.56E-02	2.77E-02
PMS2_boot	4.08E-27	2.27E-01	5.84E-02	7.14E-02	1.08E-01	8.97E-02	4.18E-02	3.57E-02	3.45E-03
PMS2_boot.1	9.20E-02	5.62E-02	2.81E-01	6.35E-27	1.89E-23	3.63E-02	4.39E-02	5.36E-02	2.98E-01
PMS2_boot.2	8.71E-27	2.20E-01	2.36E-01	6.56E-02	3.02E-01	2.71E-02	1.39E-02	2.11E-26	1.60E-01
PMS2_boot.3	1.57E-26	1.20E-10	2.62E-02	2.40E-01	7.60E-03	3.67E-27	3.52E-26	2.94E-01	2.35E-02
PMS2_boot.4	4.88E-27	1.55E-01	2.20E-01	5.07E-02	2.35E-01	2.89E-02	2.46E-02	6.47E-26	1.85E-01
PMS2_boot.5	1.44E-01	4.80E-42	9.09E-02	1.71E-01	2.98E-02	4.23E-02	3.12E-02	7.57E-02	1.04E-26
PMS2_boot.6	1.63E-26	2.11E-01	2.33E-01	4.88E-02	3.60E-01	2.76E-02	2.29E-02	2.11E-26	1.61E-01
PMS2_boot.7	9.08E-02	6.33E-02	3.80E-01	8.50E-27	1.97E-11	2.17E-02	2.73E-02	8.28E-02	3.20E-01
PMS2_boot.8	4.69E-27	2.13E-01	2.22E-01	5.14E-02	2.35E-01	2.90E-02	2.41E-02	7.00E-26	1.54E-01
PMS2_boot.9	0.00E+00	2.06E-01	6.30E-02	8.06E-02	9.07E-02	1.01E-01	4.94E-02	3.75E-02	3.28E-03
PMS2_boot.10	1.42E-01	0.00E+00	8.01E-02	1.71E-01	2.87E-02	4.63E-02	2.86E-02	7.39E-02	1.13E-26
PMS2_boot.11	7.20E-27	2.72E-10	2.98E-02	9.74E-02	8.50E-03	3.98E-27	1.82E-26	2.61E-01	5.02E-02
PMS2_boot.12	6.24E-27	2.13E-01	6.40E-02	7.89E-02	9.53E-02	9.85E-02	4.89E-02	4.08E-02	5.24E-03
PMS2_boot.13	1.43E-26	1.63E-26	2.63E-02	9.63E-02	8.49E-03	1.60E-26	1.99E-26	2.89E-01	6.14E-02
PMS2_boot.14	1.54E-01	0.00E+00	8.86E-02	1.67E-01	3.46E-02	3.57E-02	2.69E-02	7.36E-02	8.07E-27
PMS2_boot.15	4.34E-27	2.27E-01	6.28E-02	7.60E-02	1.01E-01	9.45E-02	4.99E-02	4.45E-02	7.82E-03
PMS2_boot.16	3.71E-27	2.31E-01	5.99E-02	7.33E-02	1.05E-01	9.12E-02	4.62E-02	4.12E-02	6.53E-03
PMS2_boot.17	1.15E-01	6.80E-02	2.49E-01	6.29E-27	3.89E-03	1.54E-02	1.40E-01	1.71E-01	3.50E-01
PMS2_boot.18	9.49E-02	6.77E-02	2.67E-01	5.23E-27	1.68E-06	2.63E-02	5.87E-02	7.04E-02	3.44E-01
PMS2_boot.19	4.49E-27	2.24E-01	5.86E-02	7.45E-02	1.03E-01	9.47E-02	4.50E-02	3.89E-02	5.69E-03
PMS2_boot.20	4.33E-27	2.26E-01	5.96E-02	7.56E-02	1.03E-01	9.53E-02	4.60E-02	4.04E-02	6.04E-03
PMS2_boot.21	8.25E-02	6.90E-02	3.76E-01	5.43E-27	1.46E-24	3.29E-02	2.77E-02	6.80E-02	3.34E-01
PMS2_boot.22	1.42E-01	3.15E-27	1.12E-01	2.44E-01	3.06E-02	3.26E-02	3.17E-02	7.45E-02	7.33E-27
PMS2_boot.23	5.05E-27	1.60E-01	1.65E-26	5.12E-02	8.53E-03	2.80E-02	2.27E-02	6.76E-26	1.62E-01
PMS2_boot.24	1.48E-01	4.16E-27	8.65E-02	1.73E-01	3.23E-02	3.45E-02	2.79E-02	7.29E-02	7.60E-27
PMS2_boot.25	1.63E-01	3.10E-27	1.16E-01	2.41E-01	3.06E-02	3.24E-02	3.44E-02	7.71E-02	7.50E-27
PMS2_boot.26	1.69E-01	6.56E-02	4.01E-01	5.39E-27	5.89E-03	1.64E-02	2.55E-02	1.33E-01	3.73E-01
PMS2_boot.27	3.74E-27	2.31E-01	5.76E-02	7.28E-02	1.06E-01	9.25E-02	4.49E-02	3.97E-02	6.27E-03
PMS2_boot.28	1.49E-01	4.34E-27	1.57E-01	1.86E-01	3.42E-02	3.49E-02	3.28E-02	7.76E-02	8.43E-27
PMS2_boot.29	3.84E-27	2.30E-01	6.15E-02	7.30E-02	1.04E-01	9.13E-02	4.69E-02	4.34E-02	7.25E-03
PMS2_boot.30	1.63E-26	2.20E-01	2.50E-01	6.06E-02	3.80E-01	2.54E-02	1.38E-02	2.05E-26	1.66E-01
PMS2_boot.31	1.63E-26	2.06E-01	2.41E-01	6.44E-02	3.35E-01	2.61E-02	1.37E-02	2.11E-26	1.63E-01
PMS2_boot.32	1.91E-26	3.35E-17	1.37E-02	2.01E-01	1.09E-02	1.61E-26	3.03E-26	2.83E-01	9.00E-03
PMS2_boot.33	1.51E-01	6.63E-02	2.52E-01	6.32E-27	2.37E-23	2.94E-02	1.41E-01	1.03E-01	3.53E-01
PMS2_boot.34	3.93E-27	2.28E-01	6.01E-02	7.34E-02	1.05E-01	9.21E-02	4.56E-02	4.10E-02	6.26E-03
PMS2_boot.35	5.61E-27	2.17E-01	6.31E-02	7.58E-02	9.75E-02	9.50E-02	4.69E-02	4.11E-02	6.04E-03
PMS2_boot.36	6.04E-27	2.15E-01	6.32E-02	7.68E-02	9.58E-02	9.63E-02	4.73E-02	4.01E-02	5.39E-03
PMS2_boot.37	1.46E-26	1.99E-05	1.16E-02	1.04E-01	7.05E-03	1.61E-26	3.52E-26	3.40E-01	5.33E-02
PMS2_boot.38	9.38E-02	0.00E+00	5.61E-01	1.84E-01	9.36E-02	0.00E+00	8.69E-13	1.27E-01	3.00E-02
PMS2_boot.39	8.04E-27	3.43E-02	6.99E-02	0.00E+00	8.57E-02	2.26E-01	2.61E-01	1.08E-01	2.11E-01
PMS2_boot.40	1.44E-01	6.73E-02	3.34E-01	3.78E-02	4.69E-01	2.11E-26	3.90E-01	4.14E-02	1.67E-26
PMS2_boot.41	1.62E-01	1.75E-01	3.68E-02	0.00E+00	8.85E-02	2.68E-01	6.91E-02	1.95E-01	6.49E-02
PMS2_boot.42	1.26E-01	3.00E-02	4.72E-02	5.01E-02	4.38E-02	0.00E+00	1.59E-01	6.75E-02	1.50E-01
PMS2_boot.43	1.32E-01	2.69E-02	4.63E-02	5.24E-02	4.23E-02	0.00E+00	1.56E-01	6.72E-02	1.56E-01
PMS2_boot.44	1.50E-01	0.00E+00	9.09E-02	1.65E-01	3.33E-02	3.90E-02	2.63E-02	7.40E-02	8.86E-27
PMS2_boot.45	4.95E-27	2.09E-01	2.22E-01	5.01E-02	2.32E-01	2.81E-02	2.36E-02	6.45E-26	1.58E-01
PMS2_boot.46	4.89E-27	2.21E-01	5.89E-02	7.42E-02	1.02E-01	9.41E-02	4.35E-02	3.73E-02	4.56E-03
PMS2_boot.47	5.12E-27	2.19E-01	6.03E-02	7.44E-02	1.01E-01	9.37E-02	4.42E-02	3.78E-02	4.56E-03
PMS2_real	5.73E-27	2.15E-01	6.33E-02	7.63E-02	9.77E-02	9.50E-02	4.70E-02	3.96E-02	4.81E-03
PMS2_real.1	1.89E-26	3.76E-25	2.41E-02	2.31E-01	6.57E-03	1.60E-26	1.99E-26	3.51E-01	1.98E-02
PMS2_real.2	8.07E-02	5.80E-02	3.87E-01	5.89E-27	8.64E-15	2.92E-02	2.64E-02	7.55E-02	3.28E-01
