Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
OGG1_boot	6.97E-03	0.00E+00	2.56E-01	1.22E-01	1.47E-01	1.10E-01	9.94E-03	1.19E-01	1.19E-01
OGG1_boot.1	6.37E-02	0.00E+00	1.32E-01	9.14E-02	1.42E-01	9.94E-02	9.21E-02	1.27E-01	1.13E-01
OGG1_boot.2	5.78E-02	5.53E-03	1.32E-01	9.20E-02	1.36E-01	9.85E-02	8.82E-02	1.30E-01	1.14E-01
OGG1_boot.3	1.46E-02	5.42E-115	2.50E-01	1.24E-01	1.43E-01	1.02E-01	1.29E-02	1.16E-01	1.15E-01
OGG1_boot.4	6.29E-02	2.16E-02	1.24E-01	9.18E-02	1.28E-01	8.27E-02	9.07E-02	1.16E-01	1.00E-01
OGG1_boot.5	6.85E-02	9.34E-12	1.32E-01	8.98E-02	1.38E-01	1.02E-01	8.75E-02	1.31E-01	1.14E-01
OGG1_boot.6	6.28E-02	6.22E-03	1.27E-01	8.95E-02	1.34E-01	9.32E-02	8.67E-02	1.20E-01	1.07E-01
OGG1_boot.7	6.20E-02	4.56E-03	1.28E-01	9.00E-02	1.35E-01	9.56E-02	8.75E-02	1.25E-01	1.10E-01
OGG1_boot.8	6.17E-02	1.20E-02	1.28E-01	9.10E-02	1.34E-01	9.30E-02	8.75E-02	1.24E-01	1.08E-01
OGG1_boot.9	6.32E-02	1.69E-02	1.23E-01	9.02E-02	1.29E-01	8.36E-02	9.01E-02	1.13E-01	9.94E-02
OGG1_boot.10	6.67E-02	3.41E-04	1.35E-01	9.32E-02	1.41E-01	1.01E-01	9.31E-02	1.34E-01	1.16E-01
OGG1_boot.11	2.35E-02	9.97E-31	2.44E-01	1.15E-01	1.37E-01	9.18E-02	1.16E-02	1.12E-01	1.08E-01
OGG1_boot.12	1.41E-02	0.00E+00	2.49E-01	1.22E-01	1.43E-01	1.03E-01	1.24E-02	1.17E-01	1.14E-01
OGG1_boot.13	6.00E-02	5.47E-04	1.29E-01	9.08E-02	1.38E-01	9.61E-02	9.06E-02	1.23E-01	1.10E-01
OGG1_boot.14	2.34E-02	2.43E-130	2.42E-01	1.19E-01	1.34E-01	9.18E-02	1.59E-02	1.13E-01	1.05E-01
OGG1_boot.15	2.54E-02	8.72E-61	2.37E-01	1.15E-01	1.30E-01	8.59E-02	1.76E-02	1.10E-01	1.01E-01
OGG1_boot.16	1.01E-02	0.00E+00	2.58E-01	1.23E-01	1.48E-01	1.10E-01	1.00E-02	1.21E-01	1.21E-01
OGG1_boot.17	1.64E-02	1.57E-140	2.49E-01	1.22E-01	1.40E-01	9.74E-02	1.59E-02	1.14E-01	1.11E-01
OGG1_boot.18	2.28E-02	5.13E-42	2.47E-01	1.16E-01	1.37E-01	9.29E-02	1.44E-02	1.13E-01	1.10E-01
OGG1_boot.19	6.72E-02	2.00E-02	1.24E-01	9.10E-02	1.29E-01	8.39E-02	9.03E-02	1.17E-01	1.00E-01
OGG1_boot.20	1.94E-02	0.00E+00	2.46E-01	1.20E-01	1.39E-01	9.61E-02	1.41E-02	1.15E-01	1.09E-01
OGG1_boot.21	5.88E-02	3.06E-04	1.32E-01	9.06E-02	1.36E-01	1.01E-01	8.62E-02	1.30E-01	1.15E-01
OGG1_boot.22	6.44E-02	2.21E-02	1.22E-01	8.95E-02	1.28E-01	8.10E-02	9.01E-02	1.11E-01	9.69E-02
OGG1_boot.23	1.40E-02	0.00E+00	2.50E-01	1.24E-01	1.42E-01	1.01E-01	1.32E-02	1.16E-01	1.12E-01
OGG1_boot.24	2.17E-02	0.00E+00	2.39E-01	1.21E-01	1.29E-01	8.90E-02	2.09E-02	1.14E-01	1.01E-01
OGG1_boot.25	6.14E-02	1.42E-02	1.25E-01	9.00E-02	1.31E-01	8.83E-02	8.83E-02	1.18E-01	1.03E-01
OGG1_boot.26	5.93E-02	1.55E-02	1.25E-01	9.06E-02	1.29E-01	8.76E-02	8.90E-02	1.19E-01	1.04E-01
OGG1_boot.27	6.46E-02	2.73E-03	1.34E-01	9.36E-02	1.40E-01	9.92E-02	9.47E-02	1.33E-01	1.15E-01
OGG1_boot.28	6.09E-02	1.28E-02	1.25E-01	8.90E-02	1.29E-01	9.13E-02	8.39E-02	1.21E-01	1.06E-01
OGG1_boot.29	1.34E-02	0.00E+00	2.49E-01	1.23E-01	1.42E-01	1.02E-01	1.31E-02	1.16E-01	1.13E-01
OGG1_boot.30	5.41E-02	0.00E+00	1.35E-01	9.22E-02	1.42E-01	1.05E-01	8.86E-02	1.34E-01	1.20E-01
OGG1_boot.31	1.42E-02	0.00E+00	2.54E-01	1.24E-01	1.48E-01	1.04E-01	9.11E-03	1.18E-01	1.16E-01
OGG1_boot.32	6.41E-02	8.97E-03	1.26E-01	9.18E-02	1.32E-01	8.83E-02	9.36E-02	1.20E-01	1.05E-01
OGG1_boot.33	1.63E-02	2.26E-134	2.50E-01	1.23E-01	1.44E-01	1.01E-01	1.19E-02	1.16E-01	1.14E-01
OGG1_boot.34	5.91E-02	1.10E-02	1.25E-01	9.05E-02	1.30E-01	8.94E-02	8.94E-02	1.20E-01	1.05E-01
OGG1_boot.35	6.55E-02	1.32E-02	1.26E-01	8.98E-02	1.30E-01	8.95E-02	8.66E-02	1.20E-01	1.04E-01
OGG1_boot.36	1.60E-02	0.00E+00	2.49E-01	1.22E-01	1.43E-01	1.01E-01	1.03E-02	1.17E-01	1.12E-01
OGG1_boot.37	5.98E-02	5.89E-03	1.29E-01	9.22E-02	1.35E-01	9.29E-02	9.36E-02	1.25E-01	1.09E-01
OGG1_boot.38	5.96E-02	0.00E+00	1.31E-01	9.12E-02	1.37E-01	9.95E-02	8.94E-02	1.29E-01	1.14E-01
OGG1_boot.39	1.93E-02	7.12E-11	2.48E-01	1.18E-01	1.38E-01	9.40E-02	1.33E-02	1.13E-01	1.12E-01
OGG1_boot.40	1.46E-02	0.00E+00	2.48E-01	1.22E-01	1.40E-01	1.01E-01	1.45E-02	1.15E-01	1.13E-01
OGG1_boot.41	6.09E-02	6.49E-03	1.30E-01	9.05E-02	1.36E-01	9.68E-02	8.72E-02	1.26E-01	1.11E-01
OGG1_boot.42	1.95E-02	1.26E-131	2.43E-01	1.19E-01	1.38E-01	9.61E-02	1.35E-02	1.14E-01	1.08E-01
OGG1_boot.43	6.22E-02	9.46E-03	1.29E-01	9.20E-02	1.34E-01	9.30E-02	9.03E-02	1.26E-01	1.09E-01
OGG1_boot.44	6.49E-02	6.51E-03	1.32E-01	9.29E-02	1.37E-01	9.57E-02	9.30E-02	1.29E-01	1.12E-01
OGG1_boot.45	6.32E-02	3.18E-03	1.28E-01	9.05E-02	1.35E-01	9.42E-02	9.03E-02	1.23E-01	1.09E-01
OGG1_boot.46	6.15E-02	1.28E-02	1.23E-01	9.06E-02	1.29E-01	8.54E-02	8.95E-02	1.14E-01	1.01E-01
OGG1_boot.47	6.34E-02	1.02E-02	1.27E-01	9.13E-02	1.32E-01	8.98E-02	8.97E-02	1.20E-01	1.05E-01
OGG1_boot.48	1.88E-02	0.00E+00	2.44E-01	1.21E-01	1.38E-01	9.56E-02	1.35E-02	1.15E-01	1.07E-01
OGG1_boot.49	6.55E-02	1.65E-02	1.23E-01	9.07E-02	1.27E-01	8.35E-02	8.88E-02	1.14E-01	9.95E-02
OGG1_boot.50	1.42E-02	0.00E+00	2.50E-01	1.22E-01	1.47E-01	1.03E-01	4.33E-22	1.17E-01	1.14E-01
OGG1_boot.51	6.24E-02	5.94E-03	1.31E-01	9.15E-02	1.35E-01	9.83E-02	8.64E-02	1.30E-01	1.13E-01
OGG1_boot.52	5.97E-02	3.63E-35	1.31E-01	9.02E-02	1.35E-01	1.00E-01	8.65E-02	1.30E-01	1.14E-01
OGG1_boot.53	6.41E-02	1.46E-02	1.24E-01	9.16E-02	1.29E-01	8.51E-02	9.01E-02	1.16E-01	1.01E-01
OGG1_boot.54	6.50E-02	6.46E-03	1.28E-01	9.19E-02	1.33E-01	9.04E-02	9.30E-02	1.22E-01	1.06E-01
OGG1_boot.55	1.97E-02	0.00E+00	2.42E-01	1.20E-01	1.37E-01	9.39E-02	1.41E-02	1.14E-01	1.05E-01
OGG1_boot.56	6.14E-02	7.01E-03	1.27E-01	9.07E-02	1.33E-01	9.23E-02	8.87E-02	1.22E-01	1.07E-01
OGG1_boot.57	1.69E-02	0.00E+00	2.49E-01	1.22E-01	1.44E-01	1.00E-01	9.77E-03	1.16E-01	1.12E-01
OGG1_boot.58	1.66E-02	0.00E+00	2.49E-01	1.22E-01	1.47E-01	1.01E-01	0.00E+00	1.16E-01	1.12E-01
OGG1_boot.59	6.58E-02	1.58E-02	1.27E-01	9.21E-02	1.30E-01	8.80E-02	8.99E-02	1.22E-01	1.05E-01
OGG1_boot.60	6.66E-02	1.84E-02	1.23E-01	9.07E-02	1.27E-01	8.28E-02	8.91E-02	1.15E-01	9.89E-02
OGG1_boot.61	2.04E-02	1.70E-159	2.44E-01	1.20E-01	1.40E-01	9.59E-02	1.12E-02	1.15E-01	1.08E-01
OGG1_boot.62	6.37E-02	1.42E-02	1.23E-01	9.07E-02	1.27E-01	8.41E-02	8.85E-02	1.14E-01	9.97E-02
OGG1_boot.63	1.68E-02	0.00E+00	2.46E-01	1.21E-01	1.40E-01	9.86E-02	1.22E-02	1.16E-01	1.10E-01
OGG1_boot.64	6.68E-02	7.41E-03	1.28E-01	8.96E-02	1.33E-01	9.38E-02	8.63E-02	1.24E-01	1.08E-01
OGG1_boot.65	2.25E-02	2.97E-117	2.41E-01	1.20E-01	1.36E-01	9.12E-02	1.45E-02	1.14E-01	1.04E-01
OGG1_boot.66	1.53E-02	0.00E+00	2.47E-01	1.22E-01	1.45E-01	9.96E-02	1.37E-34	1.15E-01	1.11E-01
OGG1_boot.67	1.57E-02	0.00E+00	2.50E-01	1.23E-01	1.44E-01	1.02E-01	9.33E-03	1.17E-01	1.13E-01
OGG1_boot.68	1.84E-02	0.00E+00	2.43E-01	1.21E-01	1.38E-01	9.44E-02	1.38E-02	1.15E-01	1.06E-01
OGG1_boot.69	1.88E-02	0.00E+00	2.45E-01	1.20E-01	1.41E-01	9.88E-02	1.03E-02	1.15E-01	1.10E-01
OGG1_boot.70	6.47E-02	1.19E-03	1.27E-01	9.00E-02	1.34E-01	9.25E-02	9.08E-02	1.20E-01	1.07E-01
OGG1_boot.71	6.28E-02	6.21E-03	1.27E-01	9.12E-02	1.32E-01	9.14E-02	8.98E-02	1.22E-01	1.07E-01
OGG1_boot.72	2.18E-02	0.00E+00	2.42E-01	1.19E-01	1.38E-01	9.42E-02	1.10E-02	1.15E-01	1.06E-01
OGG1_boot.73	1.77E-02	0.00E+00	2.47E-01	1.21E-01	1.42E-01	9.92E-02	1.12E-02	1.16E-01	1.11E-01
OGG1_boot.74	1.91E-02	0.00E+00	2.42E-01	1.21E-01	1.38E-01	9.36E-02	1.27E-02	1.14E-01	1.05E-01
OGG1_boot.75	6.36E-02	2.48E-03	1.27E-01	9.07E-02	1.34E-01	9.23E-02	9.20E-02	1.21E-01	1.07E-01
OGG1_boot.76	6.30E-02	1.66E-17	1.32E-01	9.22E-02	1.38E-01	9.90E-02	9.11E-02	1.30E-01	1.14E-01
OGG1_boot.77	2.32E-02	5.56E-116	2.42E-01	1.19E-01	1.38E-01	9.38E-02	1.19E-02	1.14E-01	1.06E-01
OGG1_boot.78	6.51E-02	1.88E-03	1.30E-01	9.15E-02	1.35E-01	9.58E-02	9.08E-02	1.27E-01	1.11E-01
OGG1_boot.79	1.72E-02	0.00E+00	2.46E-01	1.22E-01	1.41E-01	9.68E-02	1.06E-02	1.15E-01	1.08E-01
OGG1_boot.80	1.71E-02	0.00E+00	2.46E-01	1.22E-01	1.41E-01	9.77E-02	1.17E-02	1.15E-01	1.10E-01
OGG1_boot.81	6.15E-02	6.53E-03	1.30E-01	9.22E-02	1.35E-01	9.55E-02	8.93E-02	1.28E-01	1.11E-01
OGG1_boot.82	1.95E-02	5.98E-123	2.49E-01	1.22E-01	1.43E-01	9.86E-02	9.11E-03	1.16E-01	1.11E-01
OGG1_boot.83	6.32E-02	7.38E-03	1.26E-01	9.01E-02	1.31E-01	9.18E-02	8.74E-02	1.22E-01	1.07E-01
OGG1_boot.84	6.83E-02	5.81E-03	1.29E-01	9.14E-02	1.35E-01	9.28E-02	9.21E-02	1.24E-01	1.08E-01
OGG1_boot.85	6.31E-02	2.36E-03	1.30E-01	9.21E-02	1.37E-01	9.55E-02	9.29E-02	1.26E-01	1.11E-01
OGG1_boot.86	6.38E-02	1.17E-02	1.25E-01	9.08E-02	1.30E-01	8.74E-02	8.94E-02	1.18E-01	1.03E-01
OGG1_boot.87	6.53E-02	7.61E-03	1.25E-01	8.99E-02	1.31E-01	8.94E-02	8.95E-02	1.19E-01	1.04E-01
OGG1_boot.88	6.59E-02	9.49E-03	1.27E-01	9.07E-02	1.32E-01	9.02E-02	8.86E-02	1.20E-01	1.05E-01
OGG1_boot.89	1.85E-02	5.17E-131	2.46E-01	1.21E-01	1.41E-01	9.71E-02	9.55E-03	1.16E-01	1.09E-01
OGG1_boot.90	6.62E-02	2.30E-02	1.17E-01	9.36E-02	1.20E-01	7.86E-02	9.55E-02	1.20E-01	9.88E-02
OGG1_boot.91	6.24E-02	2.47E-03	1.26E-01	9.05E-02	1.31E-01	9.18E-02	9.22E-02	1.23E-01	1.07E-01
OGG1_boot.92	2.22E-02	3.80E-41	2.41E-01	1.17E-01	1.37E-01	9.47E-02	1.21E-02	1.13E-01	1.07E-01
OGG1_boot.93	2.80E-02	1.45E-02	2.40E-01	1.10E-01	1.28E-01	8.64E-02	1.37E-02	1.09E-01	1.04E-01
OGG1_boot.94	7.34E-02	2.89E-02	1.11E-01	9.50E-02	1.16E-01	7.10E-02	9.59E-02	1.13E-01	8.99E-02
OGG1_boot.95	2.97E-02	1.52E-02	2.37E-01	1.09E-01	1.26E-01	8.51E-02	1.34E-02	1.10E-01	1.03E-01
OGG1_boot.96	3.96E-02	3.31E-02	2.36E-01	1.07E-01	1.18E-01	6.91E-02	1.50E-02	1.06E-01	9.08E-02
OGG1_boot.97	6.34E-02	7.85E-03	1.23E-01	9.04E-02	1.29E-01	8.55E-02	9.40E-02	1.17E-01	1.02E-01
OGG1_boot.98	0.00E+00	7.46E-02	1.08E-01	1.94E-145	1.16E-01	1.23E-01	1.06E-01	1.59E-01	1.33E-01
OGG1_boot.99	9.45E-02	1.31E-01	5.10E-02	2.64E-53	6.66E-02	1.23E-01	7.36E-02	1.34E-01	9.12E-02
OGG1_boot.100	9.43E-02	1.22E-01	6.61E-02	8.60E-57	8.02E-02	1.18E-01	6.21E-02	1.39E-01	1.00E-01
OGG1_boot.101	9.45E-02	1.19E-01	6.77E-02	3.73E-38	8.24E-02	1.18E-01	6.17E-02	1.40E-01	1.02E-01
OGG1_boot.102	9.41E-02	1.25E-01	6.00E-02	8.10E-83	7.41E-02	1.18E-01	6.42E-02	1.33E-01	9.46E-02
OGG1_boot.103	9.33E-02	1.23E-01	5.90E-02	7.69E-61	7.28E-02	1.16E-01	6.22E-02	1.29E-01	9.19E-02
OGG1_boot.104	0.00E+00	6.48E-02	1.12E-01	3.54E-119	1.13E-01	1.13E-01	1.04E-01	1.61E-01	1.42E-01
OGG1_boot.105	9.36E-02	1.29E-01	5.09E-02	8.02E-56	6.54E-02	1.19E-01	6.83E-02	1.26E-01	8.66E-02
OGG1_boot.106	0.00E+00	8.10E-02	9.65E-02	1.87E-03	1.14E-01	1.10E-01	1.05E-01	1.45E-01	1.22E-01
OGG1_boot.107	0.00E+00	7.72E-02	1.04E-01	9.74E-131	1.16E-01	1.19E-01	1.05E-01	1.54E-01	1.28E-01
OGG1_boot.108	9.43E-02	1.27E-01	6.22E-02	6.49E-50	7.61E-02	1.19E-01	6.49E-02	1.39E-01	9.77E-02
OGG1_boot.109	9.47E-02	1.25E-01	6.50E-02	9.05E-75	7.93E-02	1.20E-01	6.49E-02	1.41E-01	1.01E-01
OGG1_boot.110	9.49E-02	1.29E-01	5.95E-02	1.49E-87	7.45E-02	1.20E-01	6.69E-02	1.36E-01	9.58E-02
OGG1_boot.111	9.44E-02	1.25E-01	5.81E-02	7.35E-89	7.29E-02	1.17E-01	6.24E-02	1.27E-01	8.99E-02
OGG1_boot.112	9.32E-02	1.24E-01	5.87E-02	7.96E-44	7.24E-02	1.16E-01	6.30E-02	1.30E-01	9.21E-02
OGG1_boot.113	9.57E-02	1.27E-01	6.55E-02	9.67E-59	8.00E-02	1.21E-01	6.48E-02	1.42E-01	1.01E-01
OGG1_boot.114	0.00E+00	6.85E-02	1.07E-01	1.70E-86	1.12E-01	1.25E-01	1.04E-01	1.56E-01	1.34E-01
OGG1_boot.115	9.45E-02	1.27E-01	6.34E-02	3.65E-54	7.71E-02	1.20E-01	6.44E-02	1.40E-01	9.86E-02
OGG1_boot.116	8.53E-152	8.45E-02	8.77E-02	8.13E-03	1.13E-01	1.04E-01	1.03E-01	1.36E-01	1.16E-01
OGG1_boot.117	9.62E-02	1.27E-01	6.69E-02	8.21E-120	8.12E-02	1.21E-01	6.40E-02	1.42E-01	1.02E-01
OGG1_boot.118	0.00E+00	7.19E-02	1.04E-01	2.05E-102	1.12E-01	1.21E-01	1.03E-01	1.52E-01	1.29E-01
OGG1_boot.119	0.00E+00	6.84E-02	1.04E-01	3.02E-113	1.10E-01	1.22E-01	1.03E-01	1.52E-01	1.30E-01
OGG1_boot.120	9.39E-02	1.23E-01	6.24E-02	4.44E-77	7.63E-02	1.17E-01	6.36E-02	1.35E-01	9.70E-02
OGG1_boot.121	9.66E-02	1.28E-01	6.68E-02	1.42E-141	8.17E-02	1.22E-01	6.46E-02	1.42E-01	1.01E-01
OGG1_boot.122	0.00E+00	7.14E-02	1.04E-01	2.20E-90	1.11E-01	1.23E-01	1.03E-01	1.51E-01	1.30E-01
OGG1_boot.123	0.00E+00	5.64E-02	1.10E-01	1.30E-120	1.08E-01	1.32E-01	1.03E-01	1.57E-01	1.43E-01
OGG1_boot.124	9.75E-02	1.31E-01	6.36E-02	0.00E+00	7.85E-02	1.24E-01	6.93E-02	1.44E-01	1.01E-01
OGG1_boot.125	0.00E+00	7.20E-02	9.51E-02	6.18E-44	1.07E-01	1.13E-01	1.01E-01	1.40E-01	1.21E-01
OGG1_boot.126	9.54E-02	1.27E-01	6.51E-02	1.39E-100	7.96E-02	1.21E-01	6.49E-02	1.42E-01	1.01E-01
OGG1_boot.127	0.00E+00	6.79E-02	1.01E-01	4.88E-81	1.08E-01	1.19E-01	1.02E-01	1.48E-01	1.27E-01
OGG1_boot.128	0.00E+00	8.00E-02	1.00E-01	9.09E-24	1.15E-01	1.14E-01	1.05E-01	1.49E-01	1.25E-01
OGG1_boot.129	9.61E-02	1.31E-01	5.36E-02	4.64E-157	6.78E-02	1.22E-01	7.02E-02	1.31E-01	8.99E-02
OGG1_boot.130	9.46E-02	1.25E-01	6.28E-02	1.23E-92	7.70E-02	1.19E-01	6.42E-02	1.37E-01	9.76E-02
OGG1_boot.131	2.44E-153	8.46E-02	9.19E-02	1.17E-02	1.14E-01	1.09E-01	1.04E-01	1.43E-01	1.20E-01
OGG1_boot.132	0.00E+00	8.83E-02	9.58E-02	5.13E-03	1.20E-01	1.08E-01	1.07E-01	1.47E-01	1.22E-01
OGG1_boot.133	0.00E+00	7.87E-02	1.04E-01	1.70E-75	1.16E-01	1.19E-01	1.05E-01	1.53E-01	1.28E-01
OGG1_boot.134	9.51E-02	1.27E-01	6.46E-02	2.68E-25	7.87E-02	1.21E-01	6.47E-02	1.41E-01	9.99E-02
OGG1_boot.135	0.00E+00	6.88E-02	1.04E-01	2.70E-119	1.10E-01	1.24E-01	1.02E-01	1.51E-01	1.31E-01
OGG1_boot.136	0.00E+00	7.06E-02	1.07E-01	1.08E-123	1.13E-01	1.24E-01	1.05E-01	1.56E-01	1.33E-01
OGG1_boot.137	9.70E-02	1.25E-01	7.44E-02	9.07E-98	8.90E-02	1.25E-01	6.58E-02	1.55E-01	1.13E-01
OGG1_boot.138	9.48E-02	1.23E-01	6.73E-02	1.41E-77	8.15E-02	1.20E-01	6.34E-02	1.42E-01	1.02E-01
OGG1_real	9.48E-02	1.18E-01	7.16E-02	4.11E-37	8.66E-02	1.19E-01	6.07E-02	1.43E-01	1.06E-01
OGG1_real.1	0.00E+00	6.12E-02	1.07E-01	2.02E-23	1.08E-01	1.29E-01	1.02E-01	1.53E-01	1.38E-01
OGG1_real.2	9.45E-02	1.26E-01	6.22E-02	3.12E-80	7.65E-02	1.19E-01	6.43E-02	1.37E-01	9.69E-02
UNG_boot	1.30E-02	1.02E-01	5.33E-02	7.76E-43	1.80E-01	1.64E-01	1.12E-01	1.20E-02	1.51E-01
UNG_boot.1	1.22E-01	1.40E-01	7.27E-100	0.00E+00	1.40E-02	1.31E-01	5.33E-02	5.93E-02	5.76E-02
UNG_boot.2	1.12E-125	1.11E-01	4.71E-02	6.08E-03	1.87E-01	1.63E-01	1.27E-01	1.80E-02	1.67E-01
UNG_boot.3	2.35E-155	9.12E-02	4.21E-02	1.41E-02	1.73E-01	1.45E-01	1.18E-01	1.65E-02	1.42E-01
UNG_boot.4	1.19E-01	1.44E-01	0.00E+00	0.00E+00	3.33E-18	1.35E-01	5.85E-02	5.01E-02	5.04E-02
UNG_boot.5	1.10E-01	1.44E-01	1.75E-61	9.40E-31	8.91E-05	1.37E-01	5.88E-02	4.52E-02	3.98E-02
UNG_boot.6	1.10E-01	1.42E-01	0.00E+00	1.28E-20	1.34E-02	1.42E-01	6.09E-02	3.27E-02	3.67E-02
UNG_boot.7	0.00E+00	1.02E-01	5.32E-02	0.00E+00	1.83E-01	1.73E-01	1.11E-01	1.14E-02	1.59E-01
UNG_boot.8	5.07E-141	9.15E-02	5.73E-02	5.36E-17	1.60E-01	1.43E-01	1.10E-01	1.85E-02	1.52E-01
UNG_boot.9	0.00E+00	1.13E-01	4.68E-02	2.11E-02	1.83E-01	1.56E-01	1.29E-01	2.39E-02	1.52E-01
UNG_boot.10	1.12E-01	1.39E-01	3.57E-47	1.79E-02	1.31E-02	1.26E-01	6.28E-02	4.34E-02	4.54E-02
UNG_boot.11	0.00E+00	1.07E-01	4.90E-02	2.69E-03	1.81E-01	1.60E-01	1.24E-01	1.81E-02	1.67E-01
UNG_boot.12	1.45E-02	1.05E-01	4.91E-02	6.10E-03	1.65E-01	1.57E-01	1.17E-01	5.82E-03	1.55E-01
UNG_boot.13	2.94E-63	1.04E-01	5.81E-02	1.83E-46	1.80E-01	1.60E-01	1.11E-01	1.72E-02	1.60E-01
UNG_boot.14	1.17E-01	1.39E-01	0.00E+00	0.00E+00	1.27E-33	1.31E-01	5.64E-02	4.54E-02	5.24E-02
UNG_boot.15	1.13E-01	1.29E-01	0.00E+00	0.00E+00	8.74E-03	1.21E-01	4.71E-02	5.49E-02	4.90E-02
UNG_boot.16	1.20E-01	1.44E-01	0.00E+00	7.05E-85	3.48E-11	1.36E-01	6.07E-02	4.57E-02	5.28E-02
UNG_boot.17	1.14E-01	1.38E-01	1.47E-159	8.23E-90	9.71E-33	1.32E-01	5.59E-02	4.67E-02	4.21E-02
UNG_boot.18	1.15E-01	1.35E-01	2.24E-03	3.26E-83	4.78E-38	1.30E-01	5.45E-02	4.58E-02	4.50E-02
UNG_boot.19	1.19E-01	1.37E-01	7.71E-62	0.00E+00	1.46E-02	1.30E-01	5.23E-02	5.85E-02	5.53E-02
UNG_boot.20	1.13E-01	1.44E-01	1.08E-58	2.05E-03	4.13E-03	1.40E-01	6.19E-02	3.78E-02	4.76E-02
UNG_boot.21	0.00E+00	1.09E-01	4.67E-02	4.62E-18	1.91E-01	1.51E-01	1.22E-01	6.89E-03	1.66E-01
UNG_boot.22	1.14E-01	1.35E-01	0.00E+00	0.00E+00	0.00E+00	1.28E-01	5.59E-02	4.98E-02	5.12E-02
UNG_boot.23	1.19E-01	1.47E-01	0.00E+00	8.33E-04	1.02E-02	1.41E-01	6.62E-02	4.24E-02	5.42E-02
UNG_boot.24	0.00E+00	9.41E-02	4.58E-02	2.74E-78	1.82E-01	1.70E-01	1.14E-01	0.00E+00	1.59E-01
UNG_boot.25	0.00E+00	9.43E-02	4.32E-02	3.26E-02	1.69E-01	1.42E-01	1.23E-01	2.49E-02	1.32E-01
UNG_boot.26	1.72E-68	1.03E-01	4.41E-02	1.99E-02	1.79E-01	1.51E-01	1.24E-01	2.06E-02	1.48E-01
UNG_boot.27	1.10E-01	1.31E-01	0.00E+00	0.00E+00	0.00E+00	1.25E-01	5.14E-02	4.93E-02	4.36E-02
UNG_boot.28	3.31E-149	9.51E-02	4.46E-02	6.69E-10	1.70E-01	1.42E-01	1.30E-01	2.55E-02	1.53E-01
UNG_boot.29	0.00E+00	9.65E-02	5.26E-02	7.05E-130	1.77E-01	1.68E-01	1.10E-01	1.09E-02	1.54E-01
UNG_boot.30	1.19E-01	1.42E-01	3.44E-03	2.07E-62	3.75E-16	1.35E-01	6.04E-02	4.89E-02	5.32E-02
UNG_boot.31	1.17E-01	1.39E-01	0.00E+00	0.00E+00	4.79E-30	1.32E-01	5.62E-02	4.82E-02	5.17E-02
UNG_boot.32	1.16E-01	1.44E-01	0.00E+00	2.86E-57	1.81E-02	1.69E-01	5.59E-02	3.97E-02	4.18E-02
UNG_boot.33	4.23E-54	1.04E-01	5.18E-02	1.58E-04	1.79E-01	1.43E-01	1.13E-01	9.01E-03	1.54E-01
UNG_boot.34	0.00E+00	9.52E-02	4.41E-02	1.43E-02	1.72E-01	1.52E-01	1.20E-01	1.77E-02	1.46E-01
UNG_boot.35	0.00E+00	1.10E-01	5.19E-02	5.81E-46	1.90E-01	1.73E-01	1.17E-01	9.77E-03	1.67E-01
UNG_boot.36	0.00E+00	9.35E-02	3.91E-02	2.28E-02	1.70E-01	1.49E-01	1.18E-01	1.31E-02	1.40E-01
UNG_boot.37	1.19E-01	1.48E-01	1.29E-06	9.99E-10	8.36E-03	1.38E-01	6.18E-02	4.92E-02	4.94E-02
UNG_boot.38	1.22E-01	1.45E-01	0.00E+00	1.65E-56	4.83E-03	1.39E-01	6.37E-02	3.95E-02	5.47E-02
UNG_boot.39	4.06E-154	1.07E-01	4.37E-02	1.40E-03	1.89E-01	1.65E-01	1.24E-01	1.40E-02	1.68E-01
UNG_boot.40	1.12E-01	1.35E-01	5.00E-03	3.42E-15	4.80E-20	1.29E-01	5.83E-02	4.50E-02	4.58E-02
UNG_boot.41	1.50E-02	1.07E-01	5.45E-02	3.43E-134	1.74E-01	1.72E-01	1.15E-01	1.13E-02	1.64E-01
UNG_boot.42	1.14E-01	1.38E-01	0.00E+00	0.00E+00	4.37E-10	1.30E-01	5.36E-02	4.24E-02	4.49E-02
UNG_boot.43	1.15E-01	1.40E-01	7.76E-18	5.63E-25	4.78E-09	1.34E-01	5.91E-02	4.23E-02	4.70E-02
UNG_boot.44	1.65E-134	1.03E-01	4.72E-02	1.70E-02	1.72E-01	1.49E-01	1.24E-01	1.06E-02	1.52E-01
UNG_boot.45	1.16E-01	1.33E-01	0.00E+00	4.55E-91	0.00E+00	1.26E-01	5.45E-02	5.14E-02	4.98E-02
UNG_boot.46	1.21E-01	1.42E-01	9.45E-124	4.81E-53	1.27E-27	1.34E-01	6.25E-02	4.61E-02	5.45E-02
UNG_boot.47	0.00E+00	1.04E-01	4.11E-02	1.35E-02	1.79E-01	1.61E-01	1.20E-01	1.44E-02	1.52E-01
UNG_boot.48	0.00E+00	9.66E-02	5.29E-02	1.26E-10	1.73E-01	1.55E-01	1.12E-01	1.34E-02	1.58E-01
