Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
BRCA_TCGA-D8-A1JD	8	4	25	7	46	32
BRCA_TCGA-D8-A1JE	1	9	4	6	16	4
BRCA_TCGA-D8-A1JF	0	13	7	12	9	8
BRCA_TCGA-D8-A1JG	73	22	8	4	43	19
BRCA_TCGA-D8-A1JH	0	4	2	3	12	3
BRCA_TCGA-D8-A1JI	2	3	8	7	18	4
BRCA_TCGA-D8-A1JJ	5	13	3	9	14	54
BRCA_TCGA-D8-A1JK	14	0	42	29	124	40
BRCA_TCGA-D8-A1JL	7	2	9	21	70	18
BRCA_TCGA-D8-A1JM	3	10	0	0	34	6
BRCA_TCGA-D8-A1JN	27	16	0	0	3	162
BRCA_TCGA-D8-A1JP	4	0	1	24	84	22
BRCA_TCGA-D8-A1JS	2	6	1	5	10	5
BRCA_TCGA-D8-A1JT	0	10	6	0	25	0
BRCA_TCGA-D8-A1JU	0	5	0	5	8	2
BRCA_TCGA-D8-A1X5	9	13	3	5	27	9
BRCA_TCGA-D8-A1X6	3	17	4	3	11	4
BRCA_TCGA-D8-A1X7	2	5	2	1	16	6
BRCA_TCGA-D8-A1X9	4	0	23	9	55	11
BRCA_TCGA-D8-A1XA	2	6	0	6	12	2
BRCA_TCGA-D8-A1XB	3	15	3	6	11	12
BRCA_TCGA-D8-A1XC	2	10	7	5	7	3
BRCA_TCGA-D8-A1XF	6	20	5	0	12	8
BRCA_TCGA-D8-A1XG	2	2	11	8	2	2
BRCA_TCGA-D8-A1XK	4	129	0	984	183	0
BRCA_TCGA-D8-A1XL	10	6	8	13	59	14
BRCA_TCGA-D8-A1XM	10	11	0	0	13	30
BRCA_TCGA-D8-A1XO	0	4	2	1	11	11
BRCA_TCGA-D8-A1XQ	15	201	115	439	209	52
BRCA_TCGA-D8-A1XR	0	9	12	7	0	4
BRCA_TCGA-D8-A1XS	4	8	0	0	6	8
BRCA_TCGA-D8-A1XT	0	11	4	1	21	8
BRCA_TCGA-D8-A1XU	0	4	2	3	10	16
BRCA_TCGA-D8-A1XV	0	10	0	2	19	5
BRCA_TCGA-D8-A1XW	0	8	0	11	79	24
BRCA_TCGA-D8-A1XY	2	24	9	0	13	11
BRCA_TCGA-D8-A1XZ	4	38	10	0	29	15
BRCA_TCGA-D8-A1Y0	6	3	10	8	35	19
BRCA_TCGA-D8-A1Y1	0	138	11	21	35	28
BRCA_TCGA-D8-A1Y2	0	7	0	1	0	14
BRCA_TCGA-D8-A1Y3	0	26	0	3	34	4
BRCA_TCGA-D8-A27E	1	1	2	1	4	2
BRCA_TCGA-D8-A27F	5	0	4	6	39	16
BRCA_TCGA-D8-A27G	19	4	0	2	0	1151
BRCA_TCGA-D8-A27H	0	4	0	13	65	78
BRCA_TCGA-D8-A27I	0	9	0	4	11	12
BRCA_TCGA-D8-A27K	0	6	1	2	11	1
BRCA_TCGA-D8-A27L	3	9	1	0	11	29
BRCA_TCGA-D8-A27M	12	7	3	5	43	20
BRCA_TCGA-D8-A27N	4	21	6	0	22	7
BRCA_TCGA-D8-A27P	0	11	4	7	5	3
BRCA_TCGA-D8-A27R	3	5	1	2	16	8
BRCA_TCGA-D8-A27T	0	13	4	1	7	6
BRCA_TCGA-D8-A27V	16	9	0	5	14	191
BRCA_TCGA-D8-A27W	0	29	1	2	16	7
BRCA_TCGA-D8-A3Z6	0	10	4	7	7	9
BRCA_TCGA-D8-A4Z1	5	4	0	1	0	36
BRCA_TCGA-D8-A73U	6	12	5	12	0	172
BRCA_TCGA-D8-A73W	0	19	8	2	18	5
BRCA_TCGA-D8-A73X	2	18	0	10	13	9
BRCA_TCGA-E2-A105	0	15	9	8	22	13
BRCA_TCGA-E2-A107	4	9	0	6	8	9
BRCA_TCGA-E2-A108	0	4	7	11	10	154
BRCA_TCGA-E2-A109	6	16	17	3	37	5
BRCA_TCGA-E2-A10A	0	4	5	2	6	11
BRCA_TCGA-E2-A10B	1	7	7	7	13	38
BRCA_TCGA-E2-A10C	19	4	0	1	0	495
BRCA_TCGA-E2-A10F	1	11	0	3	8	7
BRCA_TCGA-E2-A14N	2	4	0	4	69	30
BRCA_TCGA-E2-A14O	8	12	0	0	13	3
BRCA_TCGA-E2-A14P	10	25	1	12	25	39
BRCA_TCGA-E2-A14Q	0	10	1	1	21	7
BRCA_TCGA-E2-A14R	9	4	9	20	77	24
BRCA_TCGA-E2-A14T	2	11	0	2	19	9
BRCA_TCGA-E2-A14V	6	22	1	3	38	71
BRCA_TCGA-E2-A14W	4	2	10	6	59	21
BRCA_TCGA-E2-A14X	2	20	0	0	5	10
BRCA_TCGA-E2-A14Y	0	7	1	3	6	33
BRCA_TCGA-E2-A14Z	10	6	4	0	36	39
BRCA_TCGA-E2-A150	16	16	5	10	36	8
BRCA_TCGA-E2-A152	19	8	1	6	0	137
BRCA_TCGA-E2-A153	0	11	0	2	4	9
BRCA_TCGA-E2-A154	10	17	4	0	23	4
BRCA_TCGA-E2-A155	4	15	7	8	27	20
BRCA_TCGA-E2-A156	0	3	1	3	11	7
BRCA_TCGA-E2-A158	4	4	13	3	66	7
BRCA_TCGA-E2-A159	0	9	0	4	28	160
BRCA_TCGA-E2-A15A	2	9	5	0	39	7
BRCA_TCGA-E2-A15C	0	18	9	4	15	4
BRCA_TCGA-E2-A15D	5	12	1	8	8	0
BRCA_TCGA-E2-A15E	0	10	0	10	13	7
BRCA_TCGA-E2-A15F	0	9	0	3	13	3
BRCA_TCGA-E2-A15G	3	12	0	8	37	13
BRCA_TCGA-E2-A15H	0	11	4	5	11	2
BRCA_TCGA-E2-A15I	1	14	0	0	21	7
BRCA_TCGA-E2-A15J	0	8	2	2	9	1
BRCA_TCGA-E2-A15K	2	14	10	0	21	6
BRCA_TCGA-E2-A15L	0	13	0	4	12	5
BRCA_TCGA-E2-A15M	2	23	7	6	29	41
BRCA_TCGA-E2-A15O	1	9	0	1	19	4
BRCA_TCGA-E2-A15P	0	9	0	5	11	3
BRCA_TCGA-E2-A15R	4	16	0	0	18	9
BRCA_TCGA-E2-A15S	0	4	8	7	35	14
BRCA_TCGA-E2-A15T	0	11	0	5	19	5
BRCA_TCGA-E2-A1AZ	13	9	0	8	12	37
BRCA_TCGA-E2-A1B0	5	13	0	16	14	12
BRCA_TCGA-E2-A1B1	1	8	2	0	13	42
BRCA_TCGA-E2-A1B4	4	6	3	4	14	11
BRCA_TCGA-E2-A1B5	3	9	0	4	5	25
BRCA_TCGA-E2-A1B6	0	11	5	3	32	5
BRCA_TCGA-E2-A1BC	0	10	3	4	20	4
BRCA_TCGA-E2-A1BD	3	15	3	0	20	2
BRCA_TCGA-E2-A1IE	0	5	7	0	18	0
BRCA_TCGA-E2-A1IF	1	5	0	7	11	0
BRCA_TCGA-E2-A1IG	7	11	1	2	22	14
BRCA_TCGA-E2-A1IH	1	9	0	13	19	43
BRCA_TCGA-E2-A1II	1	10	0	0	22	1
BRCA_TCGA-E2-A1IJ	0	5	1	0	12	0
BRCA_TCGA-E2-A1IK	5	4	0	3	2	3
BRCA_TCGA-E2-A1IL	6	9	0	2	13	1
BRCA_TCGA-E2-A1IN	0	13	6	10	6	213
BRCA_TCGA-E2-A1IO	2	7	0	0	5	2
BRCA_TCGA-E2-A1IU	7	4	0	0	9	11
BRCA_TCGA-E2-A1L6	6	4	2	6	6	4
BRCA_TCGA-E2-A1L7	5	1	4	5	59	7
BRCA_TCGA-E2-A1L8	0	5	4	5	15	9
BRCA_TCGA-E2-A1L9	1	7	3	4	8	5
BRCA_TCGA-E2-A1LA	1	6	1	22	63	14
BRCA_TCGA-E2-A1LB	6	4	5	3	6	31
BRCA_TCGA-E2-A1LG	5	9	3	0	5	197
BRCA_TCGA-E2-A1LH	12	3	4	16	116	80
BRCA_TCGA-E2-A1LI	1	1	5	0	13	17
BRCA_TCGA-E2-A1LK	6	37	0	0	6	5
BRCA_TCGA-E2-A1LL	1	9	1	6	38	6
BRCA_TCGA-E2-A2P6	9	22	4	9	0	142
BRCA_TCGA-E2-A56Z	6	15	0	14	21	4
BRCA_TCGA-E2-A570	0	7	0	1	19	3
BRCA_TCGA-E2-A572	0	10	0	5	10	4
BRCA_TCGA-E2-A573	7	13	6	10	27	9
BRCA_TCGA-E2-A574	13	25	2	3	30	83
BRCA_TCGA-E2-A576	2	21	9	1	32	5
BRCA_TCGA-E2-A9RU	15	36	0	6	23	27
BRCA_TCGA-E9-A1N3	3	3	6	2	14	3
BRCA_TCGA-E9-A1N4	4	8	0	1	6	15
BRCA_TCGA-E9-A1N5	0	4	5	11	1	18
BRCA_TCGA-E9-A1N8	11	2	0	11	0	12
BRCA_TCGA-E9-A1N9	1	13	10	1	29	12
BRCA_TCGA-E9-A1NA	9	7	12	0	57	32
BRCA_TCGA-E9-A1NE	7	5	7	6	27	10
BRCA_TCGA-E9-A1NF	3	7	3	4	15	29
BRCA_TCGA-E9-A1NG	0	5	3	2	9	2
BRCA_TCGA-E9-A1NH	1	7	0	8	17	4
BRCA_TCGA-E9-A1QZ	1	4	0	3	15	0
BRCA_TCGA-E9-A1R0	2	14	0	1	6	12
BRCA_TCGA-E9-A1R2	0	5	0	12	31	18
BRCA_TCGA-E9-A1R3	1	8	1	5	5	5
BRCA_TCGA-E9-A1R4	7	9	7	6	18	106
BRCA_TCGA-E9-A1R5	3	12	0	3	26	7
BRCA_TCGA-E9-A1R6	9	10	0	3	11	3
BRCA_TCGA-E9-A1R7	0	6	5	6	31	15
BRCA_TCGA-E9-A1RA	1	3	0	0	15	6
BRCA_TCGA-E9-A1RB	0	8	11	5	14	0
BRCA_TCGA-E9-A1RC	3	19	0	8	22	3
BRCA_TCGA-E9-A1RD	0	6	2	1	5	9
BRCA_TCGA-E9-A1RE	2	25	6	11	16	6
BRCA_TCGA-E9-A1RF	11	23	9	6	89	32
BRCA_TCGA-E9-A1RG	0	6	3	4	16	12
BRCA_TCGA-E9-A1RH	7	14	9	9	50	22
BRCA_TCGA-E9-A1RI	4	6	3	3	6	7
BRCA_TCGA-E9-A226	8	13	0	3	0	55
BRCA_TCGA-E9-A227	1	1	2	0	8	7
BRCA_TCGA-E9-A228	0	17	4	0	17	14
BRCA_TCGA-E9-A229	0	9	0	2	11	8
BRCA_TCGA-E9-A22A	0	5	0	0	18	13
BRCA_TCGA-E9-A22B	3	16	0	1	38	18
BRCA_TCGA-E9-A22D	8	19	0	0	4	9
BRCA_TCGA-E9-A22E	2	6	3	3	82	48
BRCA_TCGA-E9-A22G	5	0	6	28	66	12
BRCA_TCGA-E9-A22H	0	11	0	2	9	4
BRCA_TCGA-E9-A243	5	6	4	18	30	26
BRCA_TCGA-E9-A244	4	19	15	7	67	9
BRCA_TCGA-E9-A245	5	0	0	3	14	1
BRCA_TCGA-E9-A247	0	30	6	5	5	1
BRCA_TCGA-E9-A248	1	12	7	0	0	8
BRCA_TCGA-E9-A249	1	14	0	3	5	2
BRCA_TCGA-E9-A24A	6	4	0	0	12	0
BRCA_TCGA-E9-A295	15	26	4	0	57	7
BRCA_TCGA-E9-A2JS	6	31	2	0	45	5
BRCA_TCGA-E9-A2JT	0	0	0	0	0	28
BRCA_TCGA-E9-A3HO	1	0	5	12	41	13
BRCA_TCGA-E9-A3QA	0	1	6	0	24	31
BRCA_TCGA-E9-A3X8	0	5	0	0	23	9
BRCA_TCGA-E9-A54Y	2	14	1	4	14	23
BRCA_TCGA-E9-A5FK	1	7	5	3	18	5
BRCA_TCGA-E9-A5FL	7	10	11	17	55	33
BRCA_TCGA-E9-A5UO	0	10	8	1	17	2
BRCA_TCGA-E9-A6HE	2	7	2	3	6	2
BRCA_TCGA-EW-A1IW	0	13	6	0	27	81
BRCA_TCGA-EW-A1IX	0	0	6	3	0	33
BRCA_TCGA-EW-A1IY	7	2	3	4	0	22
BRCA_TCGA-EW-A1IZ	16	171	117	122	0	9
BRCA_TCGA-EW-A1J1	1	8	1	0	12	1
BRCA_TCGA-EW-A1J3	0	4	2	4	16	4
BRCA_TCGA-EW-A1J5	0	5	5	2	0	528
BRCA_TCGA-EW-A1J6	0	9	1	0	30	4
BRCA_TCGA-EW-A1OV	0	9	3	2	3	123
BRCA_TCGA-EW-A1OX	0	5	1	2	4	9
BRCA_TCGA-EW-A1OZ	2	19	3	2	35	15
BRCA_TCGA-EW-A1P0	1	1	5	4	16	1
BRCA_TCGA-EW-A1P1	0	1	0	0	2	0
BRCA_TCGA-EW-A1P3	0	5	0	1	18	4
BRCA_TCGA-EW-A1P4	4	9	0	19	33	12
BRCA_TCGA-EW-A1P5	2	13	0	2	2	1
BRCA_TCGA-EW-A1P6	0	7	0	2	15	2
BRCA_TCGA-EW-A1P7	0	0	5	5	9	0
BRCA_TCGA-EW-A1P8	2	8	7	4	14	4
BRCA_TCGA-EW-A1PA	10	8	4	2	8	9
BRCA_TCGA-EW-A1PB	3	0	7	5	56	111
BRCA_TCGA-EW-A1PD	3	0	17	7	38	28
BRCA_TCGA-EW-A1PE	1	8	1	6	12	10
BRCA_TCGA-EW-A1PG	4	3	0	3	0	1
BRCA_TCGA-EW-A1PH	5	17	0	5	24	11
BRCA_TCGA-EW-A2FR	1	9	1	1	22	20
BRCA_TCGA-EW-A2FS	0	9	11	5	17	3
BRCA_TCGA-EW-A2FV	5	4	0	4	16	3
BRCA_TCGA-EW-A2FW	0	13	0	0	9	4
BRCA_TCGA-EW-A423	0	22	7	6	23	30
BRCA_TCGA-EW-A6S9	3	10	4	1	7	6
BRCA_TCGA-EW-A6SA	10	21	20	8	36	28
BRCA_TCGA-EW-A6SB	5	15	5	13	33	10
BRCA_TCGA-EW-A6SC	0	5	7	11	6	10
BRCA_TCGA-EW-A6SD	1	11	6	8	2	40
BRCA_TCGA-GI-A2C8	0	18	16	4	79	31
BRCA_TCGA-GM-A2D9	10	13	18	10	0	594
BRCA_TCGA-GM-A2DA	5	11	1	3	12	13
BRCA_TCGA-GM-A2DB	8	17	8	2	75	18
BRCA_TCGA-GM-A2DC	0	10	0	0	17	0
BRCA_TCGA-GM-A2DD	5	10	8	14	23	8
BRCA_TCGA-GM-A2DF	0	14	5	1	23	10
BRCA_TCGA-GM-A2DH	7	5	14	4	70	132
BRCA_TCGA-GM-A2DI	5	5	0	0	0	81
BRCA_TCGA-GM-A2DK	3	5	3	8	12	6
BRCA_TCGA-GM-A2DL	9	6	0	0	19	15
BRCA_TCGA-GM-A2DM	5	0	0	9	7	6
BRCA_TCGA-GM-A2DN	0	4	0	2	9	4
BRCA_TCGA-GM-A2DO	17	9	0	2	0	192
BRCA_TCGA-GM-A3NW	0	18	0	0	13	64
BRCA_TCGA-GM-A3XL	0	8	0	19	58	59
BRCA_TCGA-GM-A4E0	3	12	4	0	14	1
BRCA_TCGA-GM-A5PV	2	5	0	6	20	14
BRCA_TCGA-GM-A5PX	0	7	4	8	13	10
BRCA_TCGA-HN-A2NL	1	9	6	6	55	14
BRCA_TCGA-HN-A2OB	0	5	0	1	9	4
BRCA_TCGA-JL-A3YX	1	11	11	0	1	25
BRCA_TCGA-LD-A66U	1	14	9	13	5	2
BRCA_TCGA-LD-A74U	2	24	4	2	3	317
BRCA_TCGA-LD-A7W5	2	17	7	6	12	21
BRCA_TCGA-LD-A7W6	1	12	2	6	19	6
BRCA_TCGA-LD-A9QF	1	14	0	0	19	5
BRCA_TCGA-LL-A440	1	2	0	0	1	2
BRCA_TCGA-LL-A50Y	0	13	2	9	15	4
BRCA_TCGA-LL-A5YL	9	16	3	3	15	47
BRCA_TCGA-LL-A5YM	0	9	5	3	16	7
BRCA_TCGA-LL-A5YN	2	8	3	5	23	2
BRCA_TCGA-LL-A5YO	2	3	2	8	26	20
BRCA_TCGA-LL-A5YP	7	1	15	11	48	23
BRCA_TCGA-LL-A6FP	9	5	5	8	25	23
BRCA_TCGA-LL-A6FQ	1	25	4	5	26	8
BRCA_TCGA-LL-A6FR	3	16	5	11	21	7
BRCA_TCGA-LL-A73Y	5	11	0	27	1	149
BRCA_TCGA-LL-A73Z	0	11	7	3	22	5
BRCA_TCGA-LL-A740	2	12	7	12	24	11
BRCA_TCGA-LL-A7SZ	10	18	1	13	20	13
BRCA_TCGA-LL-A7T0	6	29	0	8	17	17
BRCA_TCGA-LL-A8F5	6	8	19	21	117	29
BRCA_TCGA-LL-A9Q3	3	19	10	3	19	14
BRCA_TCGA-OK-A5Q2	8	12	0	2	11	10
BRCA_TCGA-OL-A5D6	4	10	0	2	29	12
BRCA_TCGA-OL-A5D7	0	10	4	9	39	18
BRCA_TCGA-OL-A5D8	0	10	0	1	23	5
BRCA_TCGA-OL-A5DA	12	14	0	6	6	76
BRCA_TCGA-OL-A5RU	0	15	2	3	22	4
BRCA_TCGA-OL-A5RV	0	7	2	0	8	0
BRCA_TCGA-OL-A5RW	0	2	9	32	62	148
BRCA_TCGA-OL-A5RX	2	15	0	8	6	4
BRCA_TCGA-OL-A5RY	0	5	3	2	0	3
BRCA_TCGA-OL-A5RZ	11	42	5	5	59	30
BRCA_TCGA-OL-A5S0	1	14	1	5	15	8
BRCA_TCGA-OL-A66H	0	5	3	3	14	2
BRCA_TCGA-OL-A66I	2	12	7	0	24	11
BRCA_TCGA-OL-A66J	3	17	5	7	23	13
BRCA_TCGA-OL-A66K	0	22	3	2	13	7
BRCA_TCGA-OL-A66L	4	11	0	9	0	70
BRCA_TCGA-OL-A66N	1	21	3	4	24	5
BRCA_TCGA-OL-A66O	0	13	0	3	19	3
BRCA_TCGA-OL-A66P	14	9	8	24	60	8
BRCA_TCGA-OL-A6VO	3	12	3	1	15	4
BRCA_TCGA-OL-A6VQ	4	11	3	10	0	54
BRCA_TCGA-OL-A6VR	0	7	3	5	0	2
BRCA_TCGA-OL-A97C	1	13	22	9	21	4
BRCA_TCGA-PE-A5DC	0	15	11	9	88	31
BRCA_TCGA-PE-A5DD	2	14	2	4	13	50
BRCA_TCGA-PE-A5DE	42	24	0	11	0	612
BRCA_TCGA-PL-A8LV	9	8	4	19	58	57
BRCA_TCGA-PL-A8LX	0	11	8	12	17	1
BRCA_TCGA-PL-A8LY	0	1	0	3	3	0
BRCA_TCGA-PL-A8LZ	8	4	27	0	71	26
BRCA_TCGA-S3-A6ZF	0	19	0	0	26	7
BRCA_TCGA-S3-A6ZG	10	16	0	5	22	7
BRCA_TCGA-S3-A6ZH	6	14	0	3	16	6
BRCA_TCGA-S3-AA0Z	4	13	5	9	25	21
BRCA_TCGA-S3-AA10	0	2	11	16	88	33
BRCA_TCGA-S3-AA11	13	3	10	10	51	9
BRCA_TCGA-S3-AA12	1	11	3	1	34	10
BRCA_TCGA-S3-AA14	0	11	1	0	4	8
BRCA_TCGA-S3-AA15	4	5	3	0	7	41
BRCA_TCGA-S3-AA17	4	12	7	20	71	27
BRCA_TCGA-UL-AAZ6	7	10	25	18	52	28
BRCA_TCGA-UU-A93S	6	21	24	4	111	30
BRCA_TCGA-V7-A7HQ	0	6	1	3	14	7
BRCA_TCGA-W8-A86G	0	10	2	6	13	4
BRCA_TCGA-WT-AB41	1	9	6	6	13	27
BRCA_TCGA-WT-AB44	5	22	4	4	24	1
BRCA_TCGA-XX-A899	7	5	2	4	6	36
BRCA_TCGA-XX-A89A	5	21	0	6	0	233
BRCA_TCGA-Z7-A8R5	0	20	3	0	10	1
BRCA_TCGA-Z7-A8R6	7	17	6	9	0	68
COAD_TCGA-3L-AA1B	22	82	5	0	54	17
COAD_TCGA-4N-A93T	18	51	12	2	55	5
COAD_TCGA-4T-AA8H	12	84	23	0	52	8
COAD_TCGA-5M-AAT4	15	87	4	0	129	20
COAD_TCGA-5M-AAT5	10	58	5	0	47	4
COAD_TCGA-5M-AAT6	0	1403	305	793	8	0
COAD_TCGA-5M-AATA	8	66	2	11	28	3
COAD_TCGA-5M-AATE	12	82	13	1	57	19
COAD_TCGA-A6-2671	5	49	0	0	36	4
COAD_TCGA-A6-2674	6	75	1	0	55	30
COAD_TCGA-A6-2675	1	86	0	3	37	13
COAD_TCGA-A6-2677	22	85	11	0	73	8
COAD_TCGA-A6-2681	6	76	0	5	93	2
COAD_TCGA-A6-2684	1	82	3	0	47	14
COAD_TCGA-A6-2685	2	30	4	0	21	10
COAD_TCGA-A6-2686	22	1214	845	417	13	16
COAD_TCGA-A6-3809	0	537	361	442	136	0
COAD_TCGA-A6-3810	10	83	15	3	107	32
COAD_TCGA-A6-4105	0	96	12	12	80	19
COAD_TCGA-A6-4107	18	103	18	8	89	11
COAD_TCGA-A6-5656	7	100	0	1	50	6
COAD_TCGA-A6-5657	15	56	6	0	61	21
COAD_TCGA-A6-5659	43	130	6	0	111	19
COAD_TCGA-A6-5660	7	81	0	12	53	14
COAD_TCGA-A6-5661	23	814	518	206	0	0
COAD_TCGA-A6-5662	4	40	1	7	29	10
COAD_TCGA-A6-5664	5	33	0	12	28	0
COAD_TCGA-A6-5665	25	921	383	861	30	0
COAD_TCGA-A6-5666	21	61	0	2	32	7
COAD_TCGA-A6-5667	2	30	6	0	41	11
COAD_TCGA-A6-6137	16	62	0	6	67	10
COAD_TCGA-A6-6138	2	57	10	12	64	6
COAD_TCGA-A6-6142	0	43	4	12	49	9
COAD_TCGA-A6-6648	0	59	8	19	20	11
COAD_TCGA-A6-6649	7	82	12	2	46	16
COAD_TCGA-A6-6651	0	43	1	10	48	19
COAD_TCGA-A6-6652	0	38	10	9	43	8
COAD_TCGA-A6-6653	18	733	250	232	141	7
COAD_TCGA-A6-6654	6	185	0	0	40	12
COAD_TCGA-A6-6780	0	570	395	413	99	0
COAD_TCGA-A6-6781	0	1637	483	214	140	0
COAD_TCGA-A6-6782	20	55	0	1	94	21
COAD_TCGA-A6-A565	0	236	134	104	8	7
COAD_TCGA-A6-A566	16	96	12	0	81	12
COAD_TCGA-A6-A567	16	30	0	0	28	3
COAD_TCGA-A6-A56B	6	71	0	0	46	8
COAD_TCGA-AA-3489	18	35	8	7	62	17
COAD_TCGA-AA-3492	25	1226	675	725	0	23
COAD_TCGA-AA-3496	15	68	3	13	64	9
COAD_TCGA-AA-3502	22	136	0	1	76	12
COAD_TCGA-AA-3506	16	115	0	0	76	4
COAD_TCGA-AA-3510	3902	362	0	155	0	164
COAD_TCGA-AA-3511	19	48	0	10	76	25
COAD_TCGA-AA-3522	6	7	0	2	0	1
COAD_TCGA-AA-3556	0	20	0	1	5	0
COAD_TCGA-AA-3655	5	60	1	14	21	6
COAD_TCGA-AA-3660	12	102	7	0	49	8
COAD_TCGA-AA-3662	6	51	0	0	49	8
COAD_TCGA-AA-3663	19	577	849	911	4	0
COAD_TCGA-AA-3697	11	79	12	2	136	39
COAD_TCGA-AA-3712	16	32	14	2	36	97
COAD_TCGA-AA-3713	4	651	318	214	8	10
COAD_TCGA-AA-3947	38	1160	981	697	83	0
COAD_TCGA-AA-3984	5251	1092	0	854	0	365
COAD_TCGA-AA-A00N	5066	1276	0	649	0	337
COAD_TCGA-AA-A010	7864	1066	1545	702	0	0
COAD_TCGA-AA-A01P	20	531	221	269	46	9
COAD_TCGA-AA-A01R	0	1654	439	306	107	0
COAD_TCGA-AA-A022	26	1120	442	319	0	0
COAD_TCGA-AD-5900	22	867	625	390	0	6
COAD_TCGA-AD-6548	5	64	0	7	81	14
COAD_TCGA-AD-6888	10	87	6	6	33	2
COAD_TCGA-AD-6889	5	865	753	443	1	3
COAD_TCGA-AD-6890	6	88	0	0	41	9
COAD_TCGA-AD-6895	17	940	432	424	234	149
COAD_TCGA-AD-6899	13	105	7	0	55	33
COAD_TCGA-AD-6901	22	122	18	20	119	37
COAD_TCGA-AD-6963	0	52	4	12	28	16
COAD_TCGA-AD-6964	1	480	567	836	0	32
COAD_TCGA-AD-6965	9	85	13	1	40	14
COAD_TCGA-AD-A5EJ	14	697	652	362	20	0
COAD_TCGA-AD-A5EK	2	49	12	0	51	13
COAD_TCGA-AM-5820	8	58	0	1	29	6
COAD_TCGA-AM-5821	0	741	438	416	9	0
COAD_TCGA-AU-3779	12	64	5	0	52	10
COAD_TCGA-AU-6004	19	637	222	259	30	0
COAD_TCGA-AY-5543	19	58	4	20	50	14
COAD_TCGA-AY-6196	8	46	33	12	186	29
COAD_TCGA-AY-6197	14	397	317	598	0	0
COAD_TCGA-AY-6386	7	72	3	0	58	8
COAD_TCGA-AY-A54L	14	72	21	0	84	9
COAD_TCGA-AY-A69D	34	113	20	1	97	14
COAD_TCGA-AY-A71X	10	72	0	0	31	7
COAD_TCGA-AY-A8YK	6	42	14	3	29	2
COAD_TCGA-AZ-4308	6	36	0	17	28	9
COAD_TCGA-AZ-4315	6568	1432	0	1348	0	360
COAD_TCGA-AZ-4323	7	23	5	9	34	1
COAD_TCGA-AZ-4614	1	85	8	7	156	15
COAD_TCGA-AZ-4615	25	345	236	279	79	7
COAD_TCGA-AZ-4616	16	54	0	11	40	7
COAD_TCGA-AZ-4681	0	47	9	0	39	9
COAD_TCGA-AZ-4682	10	56	0	0	30	11
COAD_TCGA-AZ-5403	14	33	2	8	43	6
COAD_TCGA-AZ-5407	3	73	6	1	48	0
COAD_TCGA-AZ-6598	0	1361	759	574	0	0
COAD_TCGA-AZ-6599	11	56	62	0	156	134
COAD_TCGA-AZ-6600	10	71	0	0	85	16
COAD_TCGA-AZ-6601	0	1750	716	253	90	0
COAD_TCGA-AZ-6603	13	48	0	1	32	5
COAD_TCGA-AZ-6605	19	58	4	33	45	12
COAD_TCGA-AZ-6606	5	81	5	12	81	21
COAD_TCGA-AZ-6607	2	24	0	10	57	8
COAD_TCGA-AZ-6608	3	39	0	38	128	12
COAD_TCGA-CA-5254	8	115	13	15	102	14
COAD_TCGA-CA-5255	5	31	2	10	25	2
COAD_TCGA-CA-5256	7	54	0	12	31	2
COAD_TCGA-CA-5796	3	44	1	3	44	1
COAD_TCGA-CA-5797	1	21	8	1	46	12
COAD_TCGA-CA-6715	19	37	17	6	41	3
COAD_TCGA-CA-6716	9	118	8	0	58	14
COAD_TCGA-CA-6717	9037	144	0	1493	2291	0
COAD_TCGA-CA-6718	4101	0	0	181	146	0
COAD_TCGA-CA-6719	16	85	0	24	32	4
COAD_TCGA-CK-4947	2	64	0	7	57	3
COAD_TCGA-CK-4948	2	70	5	1	55	9
COAD_TCGA-CK-4950	16	70	16	2	117	7
COAD_TCGA-CK-4951	72	1976	1519	1289	717	883
COAD_TCGA-CK-4952	1	78	0	2	100	21
COAD_TCGA-CK-5912	5	41	2	3	29	7
COAD_TCGA-CK-5913	4	483	252	233	77	0
COAD_TCGA-CK-5914	19	90	2	5	65	11
COAD_TCGA-CK-5915	1	78	0	4	42	4
COAD_TCGA-CK-5916	14	891	390	508	15	0
COAD_TCGA-CK-6746	10	537	417	453	39	0
COAD_TCGA-CK-6747	13	103	0	5	34	10
COAD_TCGA-CK-6748	4	32	2	9	41	3
COAD_TCGA-CK-6751	22	99	16	7	71	14
COAD_TCGA-CM-4743	0	631	410	286	90	1
COAD_TCGA-CM-4744	15	97	0	1	81	7
COAD_TCGA-CM-4746	1	685	186	66	3	0
COAD_TCGA-CM-4747	0	76	0	4	48	9
COAD_TCGA-CM-4748	5	36	1	10	37	6
COAD_TCGA-CM-4750	7	46	0	0	64	1
COAD_TCGA-CM-4751	1	85	0	13	29	0
COAD_TCGA-CM-4752	19	94	8	2	48	7
COAD_TCGA-CM-5341	0	94	2	6	85	19
COAD_TCGA-CM-5344	5	52	7	0	35	1
COAD_TCGA-CM-5348	26	116	0	6	69	36
COAD_TCGA-CM-5349	9	82	0	0	50	6
COAD_TCGA-CM-5860	15	78	0	0	55	10
COAD_TCGA-CM-5861	11	562	450	799	0	1
COAD_TCGA-CM-5862	6	66	0	8	49	6
COAD_TCGA-CM-5863	9	43	2	0	26	7
COAD_TCGA-CM-5864	15	75	17	16	129	14
COAD_TCGA-CM-5868	12	44	14	13	33	11
