Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
COAD_TCGA-CM-6161	2	61	2	8	58	6
COAD_TCGA-CM-6163	9	64	0	0	55	15
COAD_TCGA-CM-6164	11	32	3	7	41	4
COAD_TCGA-CM-6165	8	50	22	5	64	5
COAD_TCGA-CM-6166	19	59	1	2	19	18
COAD_TCGA-CM-6167	4	49	3	0	46	2
COAD_TCGA-CM-6168	6	112	42	37	73	21
COAD_TCGA-CM-6169	6	61	5	10	51	3
COAD_TCGA-CM-6170	0	54	16	0	44	16
COAD_TCGA-CM-6171	0	793	339	225	123	7
COAD_TCGA-CM-6172	8	60	0	0	58	14
COAD_TCGA-CM-6674	1	627	182	221	23	10
COAD_TCGA-CM-6675	1	43	9	1	71	3
COAD_TCGA-CM-6676	8	67	5	4	56	3
COAD_TCGA-CM-6677	17	96	4	3	57	6
COAD_TCGA-CM-6678	8	96	2	4	62	7
COAD_TCGA-CM-6679	1	40	0	30	29	6
COAD_TCGA-CM-6680	9	59	0	6	43	8
COAD_TCGA-D5-5537	9	67	4	6	49	4
COAD_TCGA-D5-5538	13	52	6	15	72	5
COAD_TCGA-D5-5539	0	57	0	3	78	8
COAD_TCGA-D5-5540	10	85	0	0	64	18
COAD_TCGA-D5-5541	6	44	1	4	28	8
COAD_TCGA-D5-6529	13	86	6	7	28	7
COAD_TCGA-D5-6530	0	669	300	221	37	0
COAD_TCGA-D5-6531	17	120	1	0	103	13
COAD_TCGA-D5-6532	16	68	0	0	47	33
COAD_TCGA-D5-6533	17	61	13	4	112	20
COAD_TCGA-D5-6534	14	58	11	0	112	14
COAD_TCGA-D5-6535	16	58	12	4	106	36
COAD_TCGA-D5-6536	1	71	7	9	35	11
COAD_TCGA-D5-6537	20	71	0	0	50	2
COAD_TCGA-D5-6538	9	105	0	8	46	13
COAD_TCGA-D5-6539	10	44	0	9	50	14
COAD_TCGA-D5-6540	27	839	466	182	0	0
COAD_TCGA-D5-6541	0	75	0	1	30	8
COAD_TCGA-D5-6898	7	49	1	2	35	6
COAD_TCGA-D5-6920	8	81	0	8	34	20
COAD_TCGA-D5-6922	4	75	0	5	48	18
COAD_TCGA-D5-6924	8	71	2	1	104	12
COAD_TCGA-D5-6926	6	63	0	14	61	18
COAD_TCGA-D5-6927	11	335	190	277	0	0
COAD_TCGA-D5-6928	16	1067	675	312	0	6
COAD_TCGA-D5-6929	8	45	25	1	57	25
COAD_TCGA-D5-6930	0	947	380	227	0	7
COAD_TCGA-D5-6931	22	58	0	10	314	11
COAD_TCGA-D5-6932	15	40	16	11	88	6
COAD_TCGA-D5-7000	4	72	0	0	58	14
COAD_TCGA-DM-A0X9	21	86	9	2	99	21
COAD_TCGA-DM-A0XD	17	103	8	5	68	26
COAD_TCGA-DM-A0XF	16	30	18	7	85	18
COAD_TCGA-DM-A1D0	2	52	6	0	79	15
COAD_TCGA-DM-A1D4	16	124	7	12	66	10
COAD_TCGA-DM-A1D6	3	74	3	5	45	22
COAD_TCGA-DM-A1D7	0	66	20	4	89	14
COAD_TCGA-DM-A1D8	21	65	6	4	119	13
COAD_TCGA-DM-A1D9	15	43	18	1	90	13
COAD_TCGA-DM-A1DA	15	94	42	1	212	13
COAD_TCGA-DM-A1DB	5	32	2	6	39	9
COAD_TCGA-DM-A1HA	1	95	0	0	79	16
COAD_TCGA-DM-A1HB	6	505	305	531	113	5
COAD_TCGA-DM-A280	12	47	0	0	116	3
COAD_TCGA-DM-A282	15	62	1	2	40	18
COAD_TCGA-DM-A285	16	65	0	15	117	22
COAD_TCGA-DM-A288	0	41	0	2	61	16
COAD_TCGA-DM-A28A	14	75	5	13	71	13
COAD_TCGA-DM-A28C	4	57	3	3	57	14
COAD_TCGA-DM-A28E	10	43	0	23	35	7
COAD_TCGA-DM-A28F	21	71	11	12	185	33
COAD_TCGA-DM-A28G	2	63	6	17	65	12
COAD_TCGA-DM-A28H	7	60	4	16	46	32
COAD_TCGA-DM-A28K	7	76	6	0	48	6
COAD_TCGA-DM-A28M	8	65	0	12	42	6
COAD_TCGA-F4-6459	16	43	9	12	66	30
COAD_TCGA-F4-6460	24	60	13	9	73	20
COAD_TCGA-F4-6461	10	79	14	24	59	7
COAD_TCGA-F4-6463	7	63	2	3	17	3
COAD_TCGA-F4-6569	15	41	0	3	90	9
COAD_TCGA-F4-6570	39	844	578	399	167	31
COAD_TCGA-F4-6703	12	258	157	181	53	7
COAD_TCGA-F4-6704	6	38	3	10	35	13
COAD_TCGA-F4-6805	9	36	7	13	33	0
COAD_TCGA-F4-6806	9	74	2	9	41	13
COAD_TCGA-F4-6807	10	31	47	0	128	9
COAD_TCGA-F4-6808	3	80	7	0	87	7
COAD_TCGA-F4-6809	14	40	8	21	105	21
COAD_TCGA-F4-6854	1	43	17	3	76	12
COAD_TCGA-F4-6855	7	65	10	0	54	15
COAD_TCGA-F4-6856	0	709	233	274	0	0
COAD_TCGA-G4-6293	11	58	9	6	61	8
COAD_TCGA-G4-6294	3	57	21	11	95	21
COAD_TCGA-G4-6295	16	69	8	18	80	17
COAD_TCGA-G4-6297	14	54	7	0	31	5
COAD_TCGA-G4-6298	6	58	1	0	41	1
COAD_TCGA-G4-6299	12	63	19	8	92	17
COAD_TCGA-G4-6302	48	492	371	232	9	10
COAD_TCGA-G4-6303	22	69	0	3	31	6
COAD_TCGA-G4-6304	9	593	293	300	0	3
COAD_TCGA-G4-6306	7	75	9	11	43	6
COAD_TCGA-G4-6307	11	38	9	2	44	10
COAD_TCGA-G4-6309	0	608	149	132	83	0
COAD_TCGA-G4-6310	11	99	5	0	36	9
COAD_TCGA-G4-6311	19	67	5	1	101	10
COAD_TCGA-G4-6314	15	97	7	7	37	27
COAD_TCGA-G4-6315	11	85	0	6	78	15
COAD_TCGA-G4-6317	10	78	4	0	39	11
COAD_TCGA-G4-6320	26	796	353	51	169	17
COAD_TCGA-G4-6321	7	53	3	0	33	6
COAD_TCGA-G4-6322	10	54	2	0	52	6
COAD_TCGA-G4-6323	5	61	1	18	44	7
COAD_TCGA-G4-6586	6	685	226	328	131	0
COAD_TCGA-G4-6588	0	1000	760	818	0	0
COAD_TCGA-G4-6625	2	55	7	10	83	9
COAD_TCGA-G4-6626	6	104	0	0	67	12
COAD_TCGA-G4-6627	5	66	3	3	48	8
COAD_TCGA-G4-6628	0	1042	1059	315	0	0
COAD_TCGA-NH-A50T	21	98	0	0	37	9
COAD_TCGA-NH-A50U	14	53	1	8	31	11
COAD_TCGA-NH-A50V	11	116	9	0	76	4
COAD_TCGA-NH-A5IV	0	1483	774	776	0	0
COAD_TCGA-NH-A6GA	15	48	5	0	45	18
COAD_TCGA-NH-A6GB	12	103	13	0	97	10
COAD_TCGA-NH-A6GC	16	61	3	0	57	19
COAD_TCGA-NH-A8F7	11	67	4	0	78	10
COAD_TCGA-NH-A8F8	2	71	10	0	71	6
COAD_TCGA-QG-A5YV	14	113	0	3	84	13
COAD_TCGA-QG-A5YW	20	84	5	21	67	6
COAD_TCGA-QG-A5YX	1	72	0	0	43	2
COAD_TCGA-QG-A5Z1	13	78	0	5	33	4
COAD_TCGA-QG-A5Z2	16	669	349	224	32	0
COAD_TCGA-QL-A97D	31	139	16	19	115	12
COAD_TCGA-RU-A8FL	4	70	17	16	83	17
COAD_TCGA-SS-A7HO	1	85	14	0	112	9
COAD_TCGA-T9-A92H	16	72	20	0	130	22
COAD_TCGA-WS-AB45	44	2239	500	408	137	1
UCEC_TCGA-2E-A9G8	1	18	3	6	48	12
UCEC_TCGA-4E-A92E	29	19	0	9	0	199
UCEC_TCGA-5B-A90C	8	15	14	4	29	1
UCEC_TCGA-5S-A9Q8	13	27	5	2	20	3
UCEC_TCGA-A5-A0G1	2820	2410	8452	6	2344	376
UCEC_TCGA-A5-A0GQ	0	33	0	1	39	9
UCEC_TCGA-A5-A0R6	0	22	5	0	33	6
UCEC_TCGA-A5-A0R7	0	17	5	8	58	4
UCEC_TCGA-A5-A0R8	3	33	4	2	39	6
UCEC_TCGA-A5-A0R9	2	26	1	1	23	2
UCEC_TCGA-A5-A0RA	4	41	0	8	27	5
UCEC_TCGA-A5-A0VO	1	46	2	0	31	12
UCEC_TCGA-A5-A0VP	25	1468	271	272	118	32
UCEC_TCGA-A5-A0VQ	0	196	181	70	0	3
UCEC_TCGA-A5-A1OF	2847	4153	9241	1609	635	0
UCEC_TCGA-A5-A1OG	1	11	4	12	8	11
UCEC_TCGA-A5-A1OH	1	27	2	11	90	63
UCEC_TCGA-A5-A1OJ	9	39	0	2	11	7
UCEC_TCGA-A5-A1OK	6	28	15	0	26	9
UCEC_TCGA-A5-A2K2	1	24	19	11	76	59
UCEC_TCGA-A5-A2K3	15	1370	471	112	114	13
UCEC_TCGA-A5-A2K4	0	18	4	2	26	0
UCEC_TCGA-A5-A2K5	13637	0	472	0	955	0
UCEC_TCGA-A5-A2K7	0	404	312	142	1	23
UCEC_TCGA-A5-A3LO	4	13	5	12	6	4
UCEC_TCGA-A5-A3LP	1	23	6	4	18	22
UCEC_TCGA-A5-A7WK	7	26	0	13	29	40
UCEC_TCGA-A5-AB3J	0	27	0	5	16	9
UCEC_TCGA-AJ-A23M	0	16	0	10	53	73
UCEC_TCGA-AJ-A23N	8	14	0	10	16	16
UCEC_TCGA-AJ-A23O	48	240	326	406	240	0
UCEC_TCGA-AJ-A2QK	0	38	4	12	47	6
UCEC_TCGA-AJ-A2QL	3	31	0	3	17	6
UCEC_TCGA-AJ-A2QM	0	9	6	6	13	258
UCEC_TCGA-AJ-A2QN	0	76	0	5	14	6
UCEC_TCGA-AJ-A2QO	4	548	557	342	0	19
UCEC_TCGA-AJ-A3BD	9	28	7	14	30	20
UCEC_TCGA-AJ-A3BF	0	11	3	0	27	0
UCEC_TCGA-AJ-A3BG	12	1370	256	115	91	12
UCEC_TCGA-AJ-A3BH	0	2398	1413	300	0	0
UCEC_TCGA-AJ-A3BI	0	14	7	9	18	5
UCEC_TCGA-AJ-A3BK	2	34	13	0	40	2
UCEC_TCGA-AJ-A3EJ	11	36	0	0	39	3
UCEC_TCGA-AJ-A3EK	2974	1847	3612	712	816	218
UCEC_TCGA-AJ-A3EL	9317	1589	490	1629	0	169
UCEC_TCGA-AJ-A3EM	3	18	0	16	46	2
UCEC_TCGA-AJ-A3I9	1	12	8	10	12	3
UCEC_TCGA-AJ-A3IA	4	0	51	31	211	69
UCEC_TCGA-AJ-A3NF	3	17	9	0	16	30
UCEC_TCGA-AJ-A3NG	0	56	3	3	51	7
UCEC_TCGA-AJ-A3OJ	0	700	300	128	63	15
UCEC_TCGA-AJ-A3OK	0	938	0	9	146	0
UCEC_TCGA-AJ-A3OL	0	165	74	75	42	7
UCEC_TCGA-AJ-A3QS	27	28	1	4	5	325
UCEC_TCGA-AJ-A3TW	2	25	3	11	17	124
UCEC_TCGA-AJ-A5DV	1	56	1	0	47	6
UCEC_TCGA-AJ-A5DW	5423	0	168	0	0	0
UCEC_TCGA-AJ-A6NU	12	10	0	3	25	11
UCEC_TCGA-AJ-A8CT	2	819	0	0	110	3
UCEC_TCGA-AJ-A8CV	0	114	61	69	47	3
UCEC_TCGA-AJ-A8CW	39	367	231	189	33	15
UCEC_TCGA-AP-A059	3420	2197	10526	0	165	5
UCEC_TCGA-AP-A0LE	0	197	221	180	13	1
UCEC_TCGA-AP-A0LF	5	43	1	0	88	188
UCEC_TCGA-AP-A0LL	1	21	7	3	17	8
UCEC_TCGA-AP-A0LM	9293	6050	2906	960	0	545
UCEC_TCGA-AP-A0LP	3	135	103	77	16	10
UCEC_TCGA-AP-A0LQ	0	28	3	12	24	3
UCEC_TCGA-AP-A0LS	3	164	183	174	21	2
UCEC_TCGA-AP-A1DH	0	281	326	140	13	8
UCEC_TCGA-AP-A1DK	0	1738	10582	6030	391	0
UCEC_TCGA-AP-A1DM	0	164	150	128	2	27
UCEC_TCGA-AP-A1DO	9	284	214	182	70	11
UCEC_TCGA-AP-A1DP	2	189	207	191	0	10
UCEC_TCGA-AP-A1DQ	0	15	0	0	16	8
UCEC_TCGA-AP-A1DR	26	435	366	155	14	0
UCEC_TCGA-AP-A1DV	12876	4507	3219	407	0	254
UCEC_TCGA-AP-A1E0	8025	148	187	0	0	0
UCEC_TCGA-AP-A1E1	34	277	229	194	8	21
UCEC_TCGA-AP-A1E3	3	21	2	0	27	7
UCEC_TCGA-AP-A1E4	5	10	5	6	10	3
UCEC_TCGA-AP-A5FX	0	18	7	2	23	6
UCEC_TCGA-AW-A1PO	5	6	9	10	53	18
UCEC_TCGA-AX-A06H	8	237	113	108	10	5
UCEC_TCGA-AX-A06L	0	25	6	1	20	1
UCEC_TCGA-AX-A0IS	0	38	1	4	18	2
UCEC_TCGA-AX-A0IU	2	23	8	4	27	12
UCEC_TCGA-AX-A0J0	10434	0	0	281	238	0
UCEC_TCGA-AX-A1C4	11	405	471	266	4	18
UCEC_TCGA-AX-A1C5	0	846	300	186	92	1
UCEC_TCGA-AX-A1C7	9	14	1	4	28	4
UCEC_TCGA-AX-A1C8	7	15	3	17	29	24
UCEC_TCGA-AX-A1C9	18	1178	84	104	182	2
UCEC_TCGA-AX-A1CA	0	36	4	0	25	90
UCEC_TCGA-AX-A1CC	0	5	2	2	13	6
UCEC_TCGA-AX-A1CE	1562	7081	8352	2433	0	0
UCEC_TCGA-AX-A1CF	7	0	8	11	92	34
UCEC_TCGA-AX-A1CI	5	22	5	4	17	7
UCEC_TCGA-AX-A1CJ	0	38	5	0	34	6
UCEC_TCGA-AX-A1CK	4	31	0	0	39	5
UCEC_TCGA-AX-A1CN	3	17	1	4	17	5
UCEC_TCGA-AX-A1CP	1	19	0	3	10	4
UCEC_TCGA-AX-A2H2	6	26	2	8	86	180
UCEC_TCGA-AX-A2H4	0	20	11	13	50	186
UCEC_TCGA-AX-A2H5	0	18	4	0	16	19
UCEC_TCGA-AX-A2H7	7	38	7	9	56	16
UCEC_TCGA-AX-A2H8	3	20	0	6	37	8
UCEC_TCGA-AX-A2HA	7	1045	665	406	46	0
UCEC_TCGA-AX-A2HC	16705	1920	4160	0	0	0
UCEC_TCGA-AX-A2HD	915	6628	5491	870	0	17
UCEC_TCGA-AX-A2HF	0	4	0	1	14	9
UCEC_TCGA-AX-A2HG	3	413	460	219	32	1
UCEC_TCGA-AX-A2HH	0	33	5	2	22	8
UCEC_TCGA-AX-A2HJ	9	334	320	1695	0	0
UCEC_TCGA-AX-A2HK	12	14	10	5	39	11
UCEC_TCGA-AX-A2IN	21	238	274	192	0	4
UCEC_TCGA-AX-A2IO	3	26	0	0	0	593
UCEC_TCGA-AX-A3FS	0	345	376	268	16	5
UCEC_TCGA-AX-A3FT	25	882	626	162	141	0
UCEC_TCGA-AX-A3FV	6	15	8	26	70	22
UCEC_TCGA-AX-A3FW	6	34	3	6	25	0
UCEC_TCGA-AX-A3FX	8	11	0	6	54	14
UCEC_TCGA-AX-A3FZ	12	18	0	3	17	8
UCEC_TCGA-AX-A3G1	7	18	9	1	35	8
UCEC_TCGA-AX-A3G3	5	13	2	27	129	55
UCEC_TCGA-AX-A3G4	0	4	4	13	30	6
UCEC_TCGA-AX-A3G6	11	19	14	4	15	11
UCEC_TCGA-AX-A3G7	1	20	3	2	14	2
UCEC_TCGA-AX-A3G8	12	490	364	182	0	2
UCEC_TCGA-AX-A3G9	38	405	245	136	33	9
UCEC_TCGA-AX-A3GB	3	83	2	0	44	1
UCEC_TCGA-AX-A3GI	3	10	5	1	41	11
UCEC_TCGA-B5-A0JN	4	3	20	27	90	47
UCEC_TCGA-B5-A0JS	0	13	2	4	15	3
UCEC_TCGA-B5-A0JT	9	30	3	3	27	4
UCEC_TCGA-B5-A0JU	23	242	191	108	30	12
UCEC_TCGA-B5-A0JX	1	32	5	0	41	23
UCEC_TCGA-B5-A0JY	13055	35	1082	0	0	0
UCEC_TCGA-B5-A0K8	6	14	0	2	17	28
UCEC_TCGA-B5-A0K9	19	411	217	214	49	17
UCEC_TCGA-B5-A0KB	0	17	3	0	32	3
UCEC_TCGA-B5-A11E	4522	3428	3627	1692	0	308
UCEC_TCGA-B5-A11F	6	24	1	0	16	9
UCEC_TCGA-B5-A11G	0	141	0	419	113	9
UCEC_TCGA-B5-A11H	0	471	338	341	0	0
UCEC_TCGA-B5-A11I	11	17	10	9	16	9
UCEC_TCGA-B5-A11J	12	211	173	119	3	19
UCEC_TCGA-B5-A11L	11	63	0	4	65	12
UCEC_TCGA-B5-A11M	9	18	2	0	7	2
UCEC_TCGA-B5-A11N	2445	200	0	0	0	64
UCEC_TCGA-B5-A11O	5	56	22	29	10	1
UCEC_TCGA-B5-A11P	0	22	10	4	27	10
UCEC_TCGA-B5-A11Q	3	19	5	0	20	4
UCEC_TCGA-B5-A11R	0	46	5	13	0	888
UCEC_TCGA-B5-A11S	3	23	7	0	26	1
UCEC_TCGA-B5-A11U	3	173	143	94	2	14
UCEC_TCGA-B5-A11V	8	26	0	1	34	5
UCEC_TCGA-B5-A11W	6	40	0	0	41	4
UCEC_TCGA-B5-A11X	5	24	0	6	33	7
UCEC_TCGA-B5-A11Y	0	1083	89	190	91	0
UCEC_TCGA-B5-A11Z	0	39	0	0	28	10
UCEC_TCGA-B5-A121	10	11	1	1	14	5
UCEC_TCGA-B5-A1MR	9098	148	333	399	718	0
UCEC_TCGA-B5-A1MS	8	21	10	0	20	4
UCEC_TCGA-B5-A1MU	4	8	8	0	21	1
UCEC_TCGA-B5-A1MV	0	41	12	0	33	7
UCEC_TCGA-B5-A1MW	6	142	0	592	118	0
UCEC_TCGA-B5-A1MX	496	0	8302	419	327	0
UCEC_TCGA-B5-A1MY	0	15	5	7	21	13
UCEC_TCGA-B5-A1MZ	10	30	0	0	25	10
UCEC_TCGA-B5-A1N2	14	9	19	15	92	43
UCEC_TCGA-B5-A3F9	0	60	2	10	14	8
UCEC_TCGA-B5-A3FA	4421	2065	3546	6204	1171	205
UCEC_TCGA-B5-A3FB	4	29	7	0	28	8
UCEC_TCGA-B5-A3FC	581	12744	4144	3097	958	0
UCEC_TCGA-B5-A3FD	2	28	6	9	22	2
UCEC_TCGA-B5-A3FH	9	15	0	4	24	0
UCEC_TCGA-B5-A3S1	12	27	6	8	8	83
UCEC_TCGA-B5-A5OC	4	363	660	405	0	7
UCEC_TCGA-B5-A5OD	4	17	3	11	21	8
UCEC_TCGA-B5-A5OE	0	45	0	14	37	19
UCEC_TCGA-BG-A0M8	2	19	14	9	42	15
UCEC_TCGA-BG-A0MA	6	16	7	7	18	5
UCEC_TCGA-BG-A0MG	17	53	12	9	45	13
UCEC_TCGA-BG-A0MK	7	46	37	17	25	0
UCEC_TCGA-BG-A0MQ	7	223	185	221	72	4
UCEC_TCGA-BG-A0MU	6	27	0	5	42	3
UCEC_TCGA-BG-A0RY	3	23	5	6	20	13
UCEC_TCGA-BG-A0VV	1	24	0	0	33	2
UCEC_TCGA-BG-A0VW	21	201	203	95	40	13
UCEC_TCGA-BG-A0VX	144	73	22	28	0	3
UCEC_TCGA-BG-A0VZ	16	159	101	97	21	8
UCEC_TCGA-BG-A0W1	3	34	6	5	23	5
UCEC_TCGA-BG-A0W2	6	23	0	0	16	3
UCEC_TCGA-BG-A0YU	0	14	1	5	8	2
UCEC_TCGA-BG-A0YV	4	43	10	7	28	7
UCEC_TCGA-BG-A186	0	19	6	2	11	1
UCEC_TCGA-BG-A187	7	47	5	0	46	4
UCEC_TCGA-BG-A18A	5	28	1	0	41	4
UCEC_TCGA-BG-A18B	0	141	176	77	15	8
UCEC_TCGA-BG-A18C	0	18	0	4	32	6
UCEC_TCGA-BG-A220	1	400	376	205	11	10
UCEC_TCGA-BG-A221	15	791	215	649	45	11
UCEC_TCGA-BG-A222	0	1054	1546	4138	0	342
UCEC_TCGA-BG-A2AE	0	28	0	6	43	7
UCEC_TCGA-BG-A2L7	14	368	217	142	12	13
UCEC_TCGA-BG-A3EW	24	198	202	197	0	7
UCEC_TCGA-BG-A3PP	13	15	10	0	31	5
UCEC_TCGA-BK-A0CA	11	36	0	2	22	4
UCEC_TCGA-BK-A0CB	0	28	9	1	36	3
UCEC_TCGA-BK-A0CC	5	13	11	8	22	19
UCEC_TCGA-BK-A139	19	40	12	1	116	24
UCEC_TCGA-BK-A13B	9	246	328	268	0	3
UCEC_TCGA-BK-A13C	5	22	4	0	25	1
UCEC_TCGA-BK-A26L	0	32	17	21	44	7
UCEC_TCGA-BK-A4ZD	5	32	3	7	62	5
UCEC_TCGA-BK-A56F	11	30	7	9	15	6
UCEC_TCGA-BK-A6W3	6606	74	0	63	163	0
UCEC_TCGA-BK-A6W4	8	14	0	1	9	1
UCEC_TCGA-BS-A0T9	3	26	11	0	31	0
UCEC_TCGA-BS-A0TA	20	172	199	185	0	1
UCEC_TCGA-BS-A0TC	1866	0	6	0	0	0
UCEC_TCGA-BS-A0TD	6	13	0	8	17	3
UCEC_TCGA-BS-A0TE	0	104	152	83	37	36
UCEC_TCGA-BS-A0TG	2	26	0	1	18	7
UCEC_TCGA-BS-A0TI	11	0	15	16	69	1
UCEC_TCGA-BS-A0TJ	1	345	356	133	0	8
UCEC_TCGA-BS-A0U5	7	33	0	9	15	7
UCEC_TCGA-BS-A0U7	0	74	61	67	40	11
UCEC_TCGA-BS-A0U8	0	206	154	137	0	5
UCEC_TCGA-BS-A0U9	0	11	1	0	24	1
UCEC_TCGA-BS-A0UA	0	189	86	70	34	15
UCEC_TCGA-BS-A0UF	10984	0	845	0	0	0
UCEC_TCGA-BS-A0UJ	250	0	0	1444	630	0
UCEC_TCGA-BS-A0UL	0	270	112	75	29	0
UCEC_TCGA-BS-A0UT	1	13	0	4	18	6
UCEC_TCGA-BS-A0UV	11699	922	193	82	0	329
UCEC_TCGA-BS-A0V4	2	167	146	89	13	5
UCEC_TCGA-BS-A0V6	2	31	0	6	26	9
UCEC_TCGA-BS-A0V7	1	27	9	4	22	5
UCEC_TCGA-BS-A0V8	5	27	2	14	35	20
UCEC_TCGA-BS-A0VI	11	156	104	103	20	1
UCEC_TCGA-BS-A0WQ	3	26	10	0	17	5
UCEC_TCGA-D1-A0ZN	7	10	0	2	30	6
UCEC_TCGA-D1-A0ZO	4	279	238	150	21	11
UCEC_TCGA-D1-A0ZP	6	14	0	0	20	5
UCEC_TCGA-D1-A0ZQ	8	45	0	0	42	7
UCEC_TCGA-D1-A0ZR	10	22	2	6	18	10
UCEC_TCGA-D1-A0ZS	0	207	136	111	17	2
UCEC_TCGA-D1-A0ZU	1	21	0	0	15	5
UCEC_TCGA-D1-A0ZV	6	19	7	1	13	5
UCEC_TCGA-D1-A0ZZ	2	24	0	1	30	24
UCEC_TCGA-D1-A101	15	226	216	121	0	13
UCEC_TCGA-D1-A102	1	27	3	0	28	3
UCEC_TCGA-D1-A103	3693	3060	3079	657	0	0
UCEC_TCGA-D1-A15V	5	19	3	1	24	4
UCEC_TCGA-D1-A15W	8	38	0	6	28	6
UCEC_TCGA-D1-A15X	46	851	259	1143	0	34
UCEC_TCGA-D1-A15Z	4	44	5	0	22	14
UCEC_TCGA-D1-A160	6	128	221	246	0	5
UCEC_TCGA-D1-A161	0	55	12	6	33	5
UCEC_TCGA-D1-A163	0	233	226	190	0	4
UCEC_TCGA-D1-A165	0	43	0	0	30	8
UCEC_TCGA-D1-A167	5	1619	429	123	134	11
UCEC_TCGA-D1-A168	4	37	4	2	15	4
UCEC_TCGA-D1-A169	4	28	0	7	22	13
UCEC_TCGA-D1-A16B	7	23	2	7	14	7
UCEC_TCGA-D1-A16D	0	24	5	4	14	1
UCEC_TCGA-D1-A16E	4	36	0	8	22	6
UCEC_TCGA-D1-A16F	0	248	135	181	38	0
UCEC_TCGA-D1-A16G	3	17	1	6	13	12
UCEC_TCGA-D1-A16I	0	11	3	2	22	15
UCEC_TCGA-D1-A16J	31	40	1	8	9	227
UCEC_TCGA-D1-A16N	3	55	16	59	28	8
UCEC_TCGA-D1-A16O	0	17	9	9	4	2
UCEC_TCGA-D1-A16Q	0	18	2	4	7	10
UCEC_TCGA-D1-A16R	1	19	6	1	30	3
UCEC_TCGA-D1-A16S	0	10	3	3	35	21
UCEC_TCGA-D1-A16V	0	17	5	1	27	3
UCEC_TCGA-D1-A16X	3417	292	0	20	0	88
UCEC_TCGA-D1-A16Y	1140	210	0	88	0	78
UCEC_TCGA-D1-A174	12	498	281	118	28	5
UCEC_TCGA-D1-A176	7	204	162	115	29	9
UCEC_TCGA-D1-A177	0	373	270	235	0	5
UCEC_TCGA-D1-A17A	2	116	83	89	0	5
UCEC_TCGA-D1-A17B	5	193	67	29	50	10
UCEC_TCGA-D1-A17C	3	37	5	0	16	4
UCEC_TCGA-D1-A17D	6	207	277	83	0	18
UCEC_TCGA-D1-A17F	0	57	100	69	58	44
UCEC_TCGA-D1-A17H	11	269	278	214	0	17
UCEC_TCGA-D1-A17K	5	9	9	10	38	12
UCEC_TCGA-D1-A17L	7	34	3	0	26	12
UCEC_TCGA-D1-A17M	0	284	136	79	22	6
UCEC_TCGA-D1-A17N	8	10	7	0	8	3
UCEC_TCGA-D1-A17Q	7902	277	187	183	0	0
UCEC_TCGA-D1-A17R	8	135	77	89	0	15
UCEC_TCGA-D1-A17S	3	29	7	0	15	3
UCEC_TCGA-D1-A17T	5	51	0	0	29	9
UCEC_TCGA-D1-A17U	7	181	148	108	30	10
UCEC_TCGA-D1-A1NS	3	151	128	110	11	4
UCEC_TCGA-D1-A1NU	0	12	9	14	48	25
UCEC_TCGA-D1-A1NX	3	20	0	3	23	2
UCEC_TCGA-D1-A1NY	0	291	241	211	0	5
UCEC_TCGA-D1-A1NZ	4	344	328	318	22	19
UCEC_TCGA-D1-A1O0	0	28	6	11	30	14
UCEC_TCGA-D1-A1O5	9	52	0	0	17	9
UCEC_TCGA-D1-A1O7	24	265	115	63	18	10
UCEC_TCGA-D1-A1O8	2	41	3	0	46	5
UCEC_TCGA-D1-A2G0	27	375	438	264	0	13
UCEC_TCGA-D1-A2G5	6	105	61	72	54	6
UCEC_TCGA-D1-A2G6	11	61	8	12	29	10
UCEC_TCGA-D1-A2G7	7	11	0	0	39	20
UCEC_TCGA-D1-A3DA	2	46	0	16	38	5
UCEC_TCGA-D1-A3DG	8	19	4	10	96	38
UCEC_TCGA-D1-A3DH	18	19	0	13	7	94
UCEC_TCGA-D1-A3JP	5	11	1	5	9	41
UCEC_TCGA-D1-A3JQ	5	10	5	4	16	9
UCEC_TCGA-DF-A2KN	273	78	5853	418	198	0
UCEC_TCGA-DF-A2KR	0	10	23	26	63	19
UCEC_TCGA-DF-A2KS	2	41	6	15	101	11
UCEC_TCGA-DF-A2KU	4484	4139	7898	864	0	591
UCEC_TCGA-DF-A2KV	2181	50	0	92	38	0
UCEC_TCGA-DF-A2KZ	2	328	284	194	24	0
UCEC_TCGA-DF-A2L0	0	15	1	4	38	10
UCEC_TCGA-DI-A0WH	20	205	212	324	8	9
UCEC_TCGA-DI-A1BU	101	623	632	11367	0	399
UCEC_TCGA-DI-A1BY	0	42	9	4	27	2
UCEC_TCGA-DI-A1C3	10	21	0	6	9	8
UCEC_TCGA-DI-A1NN	7	23	4	8	11	17
UCEC_TCGA-DI-A1NO	19	0	48	0	232	52
UCEC_TCGA-DI-A2QT	10	6	6	0	7	6
UCEC_TCGA-DI-A2QU	5	32	6	8	27	12
UCEC_TCGA-DI-A2QY	6	16	23	6	81	19
UCEC_TCGA-E6-A1LX	17679	1665	1023	1489	0	68
UCEC_TCGA-E6-A1LZ	8	13	0	7	52	261
UCEC_TCGA-E6-A1M0	3113	10	17	0	0	0
UCEC_TCGA-E6-A2P8	7	273	193	270	26	15
UCEC_TCGA-E6-A2P9	12	454	411	300	66	12
UCEC_TCGA-E6-A8L9	0	14	8	15	33	3
