Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
ATP2B4_3_multinomial_train2	1.15E-02	1.02E-01	2.02E-02	4.63E-02	7.36E-02	6.58E-02
ATP2B4_2_multinomial_train2.2	4.56E-03	9.76E-02	2.26E-02	4.06E-02	6.98E-02	6.65E-02
ATP2B4_3_multinomial_train2.1	5.14E-50	9.33E-02	1.82E-02	4.36E-02	6.82E-02	6.10E-02
ATP2B4_2_multinomial_train2.3	1.16E-04	1.11E-01	1.66E-02	4.69E-02	7.19E-02	6.62E-02
ATP2B4_3_multinomial_train2.2	4.66E-03	9.52E-02	2.01E-02	4.31E-02	6.84E-02	6.04E-02
ATP2B4_3_multinomial_train2.3	3.11E-03	9.57E-02	2.41E-02	4.08E-02	7.04E-02	6.44E-02
ATP2B4_2_multinomial_train2.4	4.37E-03	1.07E-01	2.01E-02	4.49E-02	8.21E-02	7.54E-02
ATP2B4_3_multinomial_train2.4	5.84E-04	9.43E-02	2.48E-02	3.98E-02	7.05E-02	6.48E-02
ATP2B4_3_multinomial_train2.5	6.83E-03	9.78E-02	1.37E-02	4.64E-02	7.26E-02	6.30E-02
ATP2B4_2_multinomial_train2.5	4.23E-03	1.05E-01	1.44E-02	4.78E-02	7.34E-02	6.41E-02
ATP2B4_3_multinomial_train2.6	2.11E-71	9.31E-02	1.05E-02	4.49E-02	6.94E-02	6.11E-02
ATP2B4_3_multinomial_train2.7	1.20E-02	9.80E-02	1.89E-02	4.45E-02	7.09E-02	6.41E-02
ATP2B4_2_multinomial_train2.6	0.00E+00	1.19E-01	1.16E-02	4.78E-02	8.13E-02	7.34E-02
ATP2B4_3_multinomial_train2.8	5.84E-156	9.88E-02	1.12E-02	4.72E-02	7.46E-02	6.35E-02
ATP2B4_3_multinomial_train2.9	3.14E-03	8.85E-02	1.58E-02	4.34E-02	6.88E-02	5.87E-02
ATP2B4_3_multinomial_train2.10	0.00E+00	9.77E-02	1.71E-02	4.51E-02	7.02E-02	6.35E-02
ATP2B4_3_multinomial_train2.11	2.50E-03	9.01E-02	1.85E-02	4.24E-02	6.81E-02	5.92E-02
ATP2B4_2_multinomial_train2.7	1.05E-02	9.32E-02	2.00E-02	4.37E-02	6.97E-02	5.96E-02
ATP2B4_2_multinomial_train2.8	1.57E-80	1.07E-01	1.45E-02	4.74E-02	7.34E-02	6.91E-02
ATP2B4_2_multinomial_train2.9	6.14E-04	1.03E-01	1.78E-02	4.58E-02	7.08E-02	6.62E-02
ATP2B4_2_multinomial_train2.10	8.47E-03	1.01E-01	1.87E-02	4.86E-02	7.69E-02	6.35E-02
ATP2B4_3_multinomial_train2.12	1.01E-151	1.03E-01	1.53E-02	4.62E-02	7.20E-02	6.73E-02
ATP2B4_3_multinomial_train2.13	1.74E-26	1.10E-01	1.60E-02	4.89E-02	7.31E-02	6.46E-02
ATP2B4_2_multinomial_train2.11	2.71E-03	1.04E-01	2.21E-02	4.25E-02	7.31E-02	6.74E-02
ATP2B4_2_multinomial_train2.12	7.26E-141	9.54E-02	1.96E-02	4.19E-02	7.15E-02	6.54E-02
ATP2B4_3_multinomial_train2.14	2.51E-40	1.06E-01	1.05E-02	4.97E-02	7.76E-02	6.62E-02
ATP2B4_3_multinomial_train2.15	3.86E-03	1.11E-01	1.54E-02	4.85E-02	7.23E-02	6.50E-02
ATP2B4_2_multinomial_train2.13	5.05E-07	1.06E-01	1.81E-02	4.51E-02	8.04E-02	7.28E-02
ATP2B4_2_multinomial_train2.14	2.17E-03	1.06E-01	1.94E-02	4.52E-02	7.03E-02	6.53E-02
ATP2B4_2_multinomial_train2.15	7.73E-26	1.02E-01	1.86E-02	4.27E-02	7.31E-02	6.88E-02
ATP2B4_3_multinomial_train2.16	5.53E-03	9.99E-02	1.63E-02	4.49E-02	7.05E-02	6.21E-02
ATP2B4_2_multinomial_train2.16	3.67E-59	1.12E-01	1.96E-02	4.50E-02	7.41E-02	6.83E-02
ATP2B4_3_multinomial_train2.17	0.00E+00	1.02E-01	1.15E-02	4.59E-02	7.22E-02	6.26E-02
ATP2B4_2_multinomial_train2.17	9.16E-03	9.77E-02	1.65E-02	4.40E-02	6.94E-02	6.39E-02
ATP2B4_3_multinomial_train2.18	1.17E-49	9.77E-02	1.66E-02	4.61E-02	6.98E-02	6.30E-02
ATP2B4_3_multinomial_train2.19	4.96E-03	9.78E-02	2.33E-02	4.17E-02	7.48E-02	7.12E-02
ATP2B4_3_multinomial_train2.20	5.79E-03	9.86E-02	2.02E-02	4.49E-02	6.91E-02	6.33E-02
ATP2B4_2_multinomial_train2.18	4.28E-05	1.10E-01	1.84E-02	4.75E-02	7.17E-02	6.62E-02
ATP2B4_3_multinomial_train2.21	1.31E-02	1.04E-01	2.24E-02	4.32E-02	7.28E-02	6.63E-02
ATP2B4_3_multinomial_train2.22	2.89E-03	1.00E-01	1.64E-02	4.55E-02	7.21E-02	6.28E-02
ATP2B4_3_multinomial_train2.23	1.08E-02	9.90E-02	2.35E-02	4.33E-02	6.83E-02	6.17E-02
ATP2B4_2_multinomial_train2.19	5.30E-03	1.03E-01	2.14E-02	4.28E-02	7.00E-02	6.67E-02
ATP2B4_2_multinomial_train2.20	9.59E-03	1.10E-01	1.97E-02	4.73E-02	7.37E-02	6.79E-02
ATP2B4_2_multinomial_train2.21	4.57E-03	1.08E-01	2.25E-02	4.35E-02	7.23E-02	6.72E-02
ATP2B4_3_multinomial_train2.24	8.38E-03	9.99E-02	1.84E-02	4.57E-02	7.17E-02	6.30E-02
ATP2B4_2_multinomial_train2.22	5.28E-03	1.03E-01	1.82E-02	4.53E-02	7.18E-02	6.81E-02
ATP2B4_2_multinomial_train2.23	3.68E-68	1.12E-01	1.41E-02	5.09E-02	7.28E-02	6.92E-02
ATP2B4_3_multinomial_train2.25	2.71E-03	9.34E-02	2.49E-02	4.16E-02	7.33E-02	6.84E-02
ATP2B4_2_multinomial_train2.24	1.04E-03	1.15E-01	1.64E-02	5.05E-02	7.38E-02	6.65E-02
ATP2B4_3_multinomial_train2.26	3.43E-03	1.01E-01	1.81E-02	4.57E-02	7.18E-02	6.32E-02
ATP2B4_2_multinomial_train2.25	7.02E-03	1.10E-01	2.15E-02	4.71E-02	7.14E-02	6.63E-02
ATP2B4_3_multinomial_train2.27	1.50E-139	1.04E-01	1.54E-02	4.67E-02	7.36E-02	6.54E-02
ATP2B4_3_multinomial_train2.28	8.97E-03	9.72E-02	1.66E-02	4.59E-02	7.28E-02	6.30E-02
ATP2B4_2_multinomial_train2.26	3.10E-58	1.02E-01	1.77E-02	4.42E-02	7.07E-02	6.66E-02
ATP2B4_2_multinomial_train2.27	8.15E-03	1.03E-01	1.30E-02	5.10E-02	8.01E-02	6.38E-02
ATP2B4_3_multinomial_train2.29	1.13E-02	9.41E-02	2.49E-02	4.15E-02	6.66E-02	6.17E-02
ATP2B4_2_multinomial_train2.28	3.79E-03	1.22E-01	1.83E-02	5.15E-02	7.91E-02	6.80E-02
ATP2B4_3_multinomial_train2.30	3.72E-03	1.18E-01	1.56E-02	4.94E-02	7.62E-02	6.97E-02
ATP2B4_2_multinomial_train2.29	8.03E-03	1.08E-01	2.28E-02	4.54E-02	7.10E-02	6.52E-02
ATP2B4_2_multinomial_train2.30	1.19E-02	9.78E-02	2.32E-02	4.02E-02	6.91E-02	6.56E-02
ATP2B4_2_multinomial_train2.31	1.11E-03	1.15E-01	1.51E-02	4.86E-02	7.54E-02	6.86E-02
ATP2B4_2_multinomial_train2.32	3.28E-78	1.14E-01	1.42E-02	5.05E-02	7.50E-02	6.76E-02
ATP2B4_3_multinomial_train2.31	3.89E-92	9.69E-02	1.25E-02	4.43E-02	6.90E-02	6.31E-02
ATP2B4_2_multinomial_train2.33	1.70E-03	1.20E-01	1.93E-02	5.34E-02	7.63E-02	6.47E-02
ATP2B4_3_multinomial_train2.32	1.53E-17	9.96E-02	2.08E-02	4.40E-02	6.88E-02	6.41E-02
ATP2B4_3_multinomial_train2.33	5.00E-03	9.19E-02	1.55E-02	4.40E-02	6.98E-02	6.14E-02
ATP2B4_3_multinomial_train2.34	6.73E-117	1.01E-01	1.75E-02	4.39E-02	7.54E-02	6.77E-02
ATP2B4_2_multinomial_train2.34	8.91E-04	1.13E-01	1.61E-02	4.73E-02	7.54E-02	7.12E-02
ATP2B4_3_multinomial_train2.35	7.03E-03	9.28E-02	2.06E-02	4.21E-02	6.70E-02	5.97E-02
ATP2B4_2_multinomial_train2.35	1.01E-03	1.21E-01	1.59E-02	4.92E-02	7.99E-02	7.26E-02
ATP2B4_3_multinomial_train2.36	4.75E-97	9.11E-02	2.08E-02	3.97E-02	6.95E-02	6.20E-02
ATP2B4_2_multinomial_train2.36	9.33E-08	1.18E-01	1.60E-02	6.43E-02	7.57E-02	6.51E-02
ATP2B4_3_multinomial_train2.37	4.44E-03	1.04E-01	1.87E-02	4.43E-02	7.21E-02	6.52E-02
ATP2B4_3_multinomial_train2.38	3.98E-03	9.63E-02	1.18E-02	4.51E-02	7.13E-02	6.23E-02
ATP2B4_3_multinomial_train2.39	5.60E-03	1.02E-01	2.18E-02	4.42E-02	7.01E-02	6.33E-02
ATP2B4_3_multinomial_train2.40	1.92E-03	9.36E-02	2.16E-02	4.28E-02	6.78E-02	5.91E-02
ATP2B4_3_multinomial_train2.41	1.51E-47	1.06E-01	1.90E-02	4.33E-02	7.79E-02	6.95E-02
ATP2B4_3_multinomial_train2.42	2.89E-03	9.93E-02	1.61E-02	4.62E-02	7.26E-02	6.21E-02
ATP2B4_2_multinomial_train2.37	6.76E-03	1.08E-01	2.22E-02	4.32E-02	7.38E-02	7.02E-02
ATP2B4_2_multinomial_train2.38	5.59E-86	1.02E-01	1.70E-02	4.36E-02	7.20E-02	6.76E-02
ATP2B4_3_multinomial_train2.43	5.60E-03	1.04E-01	1.57E-02	4.60E-02	7.17E-02	6.47E-02
ATP2B4_3_multinomial_train2.44	2.38E-58	9.28E-02	2.02E-02	4.08E-02	6.82E-02	6.01E-02
ATP2B4_3_multinomial_train2.45	9.56E-03	1.02E-01	2.12E-02	4.52E-02	7.11E-02	6.35E-02
ATP2B4_3_multinomial_train2.46	4.62E-03	9.98E-02	1.79E-02	4.49E-02	7.09E-02	6.24E-02
ATP2B4_2_multinomial_train2.39	3.83E-03	1.23E-01	1.82E-02	5.13E-02	7.96E-02	7.02E-02
ATP2B4_3_multinomial_train2.47	1.17E-02	9.62E-02	2.99E-02	3.90E-02	6.84E-02	6.39E-02
ATP2B4_3_multinomial_train2.48	1.07E-02	9.38E-02	2.27E-02	4.34E-02	6.92E-02	6.30E-02
ATP2B4_2_multinomial_train2.40	1.45E-03	1.02E-01	1.34E-02	4.79E-02	7.48E-02	6.28E-02
ATP2B4_2_multinomial_train2.41	5.86E-03	1.12E-01	2.01E-02	4.86E-02	7.28E-02	6.45E-02
ATP2B4_2_multinomial_train2.42	2.14E-03	1.10E-01	1.69E-02	4.69E-02	7.31E-02	7.18E-02
ATP2B4_2_multinomial_train2.43	1.14E-03	1.04E-01	1.84E-02	4.55E-02	7.83E-02	7.29E-02
ATP2B4_3_multinomial_train2.49	5.74E-03	9.95E-02	1.58E-02	4.62E-02	7.30E-02	6.28E-02
ATP2B4_2_multinomial_train2.44	2.31E-71	1.19E-01	1.28E-02	4.60E-02	8.05E-02	7.45E-02
ATP2B4_2_multinomial_train2.45	1.57E-03	1.01E-01	1.65E-02	4.64E-02	7.04E-02	6.55E-02
ATP2B4_2_multinomial_train2.46	4.57E-49	1.05E-01	1.80E-02	4.25E-02	7.27E-02	6.85E-02
ATP2B4_3_multinomial_train2.50	5.38E-03	1.05E-01	1.72E-02	4.51E-02	7.25E-02	6.43E-02
MLH1_1_multinomial_train2	1.42E-01	1.01E-01	4.13E-03	4.12E-03	1.23E-02	5.61E-08
MLH1_1_multinomial_train2.1	1.35E-01	9.42E-02	3.77E-03	3.99E-03	1.10E-02	5.00E-03
MLH1_1_multinomial_train2.2	1.36E-01	9.49E-02	5.87E-03	4.20E-03	8.41E-03	2.20E-03
MLH1_1_multinomial_train2.3	1.48E-01	1.05E-01	2.67E-03	2.78E-03	1.17E-02	7.20E-04
MLH1_1_multinomial_train2.4	1.39E-01	9.82E-02	3.48E-03	3.86E-03	9.95E-03	1.67E-03
MLH1_1_multinomial_train2.5	1.45E-01	9.55E-02	2.88E-03	5.99E-03	6.58E-12	5.96E-04
MLH1_1_multinomial_train2.6	1.38E-01	9.26E-02	9.54E-04	2.99E-03	1.33E-02	1.99E-03
MLH1_1_multinomial_train2.7	1.43E-01	9.98E-02	4.11E-03	3.56E-03	9.71E-03	1.53E-26
MLH1_1_multinomial_train2.8	1.42E-01	9.33E-02	3.27E-26	4.67E-03	8.07E-03	9.80E-04
MLH1_1_multinomial_train2.9	1.43E-01	9.43E-02	9.87E-04	4.22E-03	1.01E-02	5.26E-06
MLH1_1_multinomial_train2.10	1.41E-01	9.88E-02	2.40E-03	5.18E-03	6.95E-03	3.95E-04
MLH1_1_multinomial_train2.11	1.37E-01	9.20E-02	2.98E-03	6.22E-03	7.34E-03	7.41E-17
MLH1_1_multinomial_train2.12	1.37E-01	9.18E-02	3.21E-03	4.49E-03	9.99E-03	2.28E-03
MLH1_1_multinomial_train2.13	1.38E-01	9.78E-02	3.93E-03	3.42E-03	1.16E-02	1.60E-03
MLH1_1_multinomial_train2.14	1.43E-01	1.01E-01	5.32E-03	5.27E-03	6.46E-03	1.53E-26
MLH1_1_multinomial_train2.15	1.37E-01	9.77E-02	2.69E-03	3.01E-03	1.08E-02	1.45E-03
MLH1_1_multinomial_train2.16	1.39E-01	9.25E-02	4.36E-03	3.92E-03	7.34E-03	3.40E-03
MLH1_1_multinomial_train2.17	1.43E-01	9.50E-02	2.50E-03	5.14E-03	7.54E-03	8.20E-09
MLH1_1_multinomial_train2.18	1.39E-01	9.78E-02	1.36E-03	3.00E-03	5.49E-03	6.85E-03
MLH1_1_multinomial_train2.19	1.37E-01	9.65E-02	4.77E-03	5.55E-03	5.77E-03	4.48E-03
MLH1_1_multinomial_train2.20	1.40E-01	9.77E-02	1.25E-03	6.52E-03	7.83E-03	5.97E-04
MLH1_1_multinomial_train2.21	1.39E-01	9.39E-02	7.58E-03	4.93E-03	7.29E-03	1.53E-26
MLH1_1_multinomial_train2.22	1.40E-01	9.10E-02	8.96E-03	3.55E-03	5.47E-03	8.24E-07
MLH1_1_multinomial_train2.23	1.38E-01	9.21E-02	4.66E-03	6.06E-03	5.14E-03	8.86E-04
MLH1_1_multinomial_train2.24	1.41E-01	9.42E-02	3.85E-03	4.43E-03	5.56E-03	1.51E-05
MLH1_1_multinomial_train2.25	1.41E-01	9.15E-02	6.20E-03	4.61E-03	6.95E-16	2.90E-03
MLH1_1_multinomial_train2.26	1.41E-01	9.94E-02	5.28E-03	3.23E-03	6.83E-03	4.35E-03
MLH1_1_multinomial_train2.27	1.41E-01	9.96E-02	5.72E-03	5.25E-03	1.17E-02	5.28E-05
MLH1_1_multinomial_train2.28	1.42E-01	9.98E-02	1.05E-03	4.17E-03	1.20E-02	1.87E-03
MLH1_1_multinomial_train2.29	1.42E-01	1.00E-01	2.96E-03	4.92E-03	9.42E-03	2.30E-03
MLH1_1_multinomial_train2.30	1.40E-01	9.11E-02	6.65E-03	3.88E-03	5.30E-03	1.33E-03
MLH1_1_multinomial_train2.31	1.39E-01	9.41E-02	8.21E-03	4.89E-03	1.03E-02	1.53E-26
MLH1_1_multinomial_train2.32	1.39E-01	9.87E-02	4.69E-03	4.36E-03	1.04E-02	5.60E-05
MLH1_1_multinomial_train2.33	1.39E-01	9.29E-02	4.45E-03	5.05E-03	8.00E-03	2.62E-04
MLH1_1_multinomial_train2.34	1.46E-01	9.72E-02	5.76E-03	5.65E-03	5.26E-03	1.53E-26
MLH1_1_multinomial_train2.35	1.40E-01	9.83E-02	4.82E-03	4.28E-03	7.78E-03	4.69E-04
MLH1_1_multinomial_train2.36	1.41E-01	9.34E-02	5.32E-03	3.70E-03	1.02E-02	1.76E-03
MLH1_1_multinomial_train2.37	1.37E-01	9.56E-02	4.82E-03	4.45E-03	1.20E-02	8.63E-04
MLH1_1_multinomial_train2.38	1.47E-01	1.03E-01	4.33E-03	4.39E-03	7.58E-03	2.35E-08
MLH1_1_multinomial_train2.39	1.41E-01	9.35E-02	3.18E-03	5.11E-03	5.57E-03	4.63E-04
MLH1_1_multinomial_train2.40	1.42E-01	9.51E-02	5.38E-03	5.72E-03	5.85E-03	1.53E-26
MLH1_1_multinomial_train2.41	1.39E-01	9.68E-02	4.29E-03	4.03E-03	1.07E-02	5.69E-06
MLH1_1_multinomial_train2.42	1.38E-01	9.25E-02	5.49E-03	4.45E-03	1.00E-02	8.70E-07
MLH1_1_multinomial_train2.43	1.39E-01	9.63E-02	6.91E-03	4.56E-03	8.29E-03	2.71E-04
MLH1_1_multinomial_train2.44	1.47E-01	1.04E-01	4.29E-03	5.39E-03	9.88E-03	1.53E-26
MLH1_1_multinomial_train2.45	1.42E-01	9.91E-02	5.46E-03	4.61E-03	5.89E-03	2.56E-05
MLH1_1_multinomial_train2.46	1.42E-01	9.97E-02	5.03E-03	5.08E-03	8.27E-03	2.58E-05
MLH1_1_multinomial_train2.47	1.48E-01	9.95E-02	5.92E-03	4.88E-03	4.93E-03	1.53E-26
MLH1_1_multinomial_train2.48	1.42E-01	1.01E-01	3.94E-03	4.27E-03	1.13E-02	1.53E-26
MLH1_1_multinomial_train2.49	1.40E-01	9.32E-02	3.99E-03	4.19E-03	9.55E-03	7.65E-04
MLH1_1_multinomial_train2.50	1.45E-01	9.66E-02	3.09E-03	5.16E-03	1.06E-02	1.53E-26
MLH1_1_multinomial_train2.51	1.39E-01	9.91E-02	2.55E-03	3.42E-03	1.08E-02	1.21E-03
MLH1_1_multinomial_train2.52	1.47E-01	1.02E-01	1.77E-03	3.79E-03	5.53E-03	9.35E-04
MLH1_1_multinomial_train2.53	1.38E-01	9.27E-02	3.16E-03	4.63E-03	8.57E-03	7.85E-04
MLH1_1_multinomial_train2.54	1.44E-01	9.96E-02	3.55E-03	5.31E-03	1.53E-26	1.13E-03
MLH1_1_multinomial_train2.55	1.40E-01	9.89E-02	2.86E-03	3.32E-03	7.51E-03	5.70E-03
MLH1_1_multinomial_train2.56	1.43E-01	1.01E-01	3.26E-26	2.87E-03	6.30E-03	5.98E-03
MLH1_1_multinomial_train2.57	1.45E-01	9.28E-02	2.06E-03	5.52E-03	2.12E-26	2.38E-03
MLH1_1_multinomial_train2.58	1.44E-01	1.00E-01	6.30E-03	4.01E-03	8.37E-03	1.38E-04
MLH1_1_multinomial_train2.59	1.42E-01	9.92E-02	3.67E-03	5.15E-03	4.71E-03	4.95E-05
MLH1_1_multinomial_train2.60	1.39E-01	9.65E-02	9.35E-03	5.84E-03	1.00E-02	1.53E-26
MLH1_1_multinomial_train2.61	1.41E-01	9.13E-02	6.23E-03	4.66E-03	5.37E-03	6.38E-07
MLH1_1_multinomial_train2.62	1.42E-01	9.29E-02	2.88E-03	3.87E-03	7.98E-03	8.71E-04
MLH1_1_multinomial_train2.63	1.40E-01	9.90E-02	3.55E-03	3.50E-03	1.34E-02	1.99E-03
MLH1_1_multinomial_train2.64	1.36E-01	9.58E-02	3.78E-03	5.71E-03	9.39E-03	2.32E-03
MLH1_1_multinomial_train2.65	1.41E-01	9.35E-02	2.11E-03	4.07E-03	1.06E-02	2.02E-03
MLH1_1_multinomial_train2.66	1.42E-01	9.33E-02	6.32E-03	5.00E-03	5.06E-03	2.14E-03
MLH1_1_multinomial_train2.67	1.42E-01	1.01E-01	5.14E-03	3.17E-03	1.25E-02	1.13E-03
MLH1_1_multinomial_train2.68	1.41E-01	9.84E-02	7.98E-03	4.05E-03	1.12E-02	2.09E-06
MLH1_1_multinomial_train2.69	1.41E-01	1.00E-01	3.16E-03	4.39E-03	1.16E-02	1.50E-03
MLH1_1_multinomial_train2.70	1.40E-01	9.75E-02	3.40E-03	3.73E-03	7.27E-03	1.22E-03
MLH1_1_multinomial_train2.71	1.35E-01	9.50E-02	6.25E-03	3.36E-03	1.28E-02	1.36E-03
MLH1_1_multinomial_train2.72	1.45E-01	1.02E-01	1.76E-03	5.23E-03	6.89E-03	3.69E-04
MLH1_1_multinomial_train2.73	1.43E-01	9.23E-02	1.96E-23	6.49E-03	1.47E-07	2.29E-20
MLH1_1_multinomial_train2.74	1.42E-01	9.86E-02	4.96E-03	3.88E-03	6.91E-03	1.58E-04
MLH1_1_multinomial_train2.75	1.41E-01	9.39E-02	5.78E-03	5.19E-03	5.66E-03	1.78E-08
MLH1_1_multinomial_train2.76	1.37E-01	9.14E-02	3.15E-14	3.78E-03	1.11E-02	1.81E-03
MLH1_1_multinomial_train2.77	1.42E-01	9.40E-02	3.36E-03	3.67E-03	6.56E-03	1.76E-03
MLH1_1_multinomial_train2.78	1.41E-01	9.87E-02	5.35E-03	5.36E-03	7.50E-03	1.53E-26
MLH1_1_multinomial_train2.79	1.40E-01	9.96E-02	3.18E-03	1.71E-03	1.32E-02	3.69E-04
MLH1_1_multinomial_train2.80	1.44E-01	9.49E-02	2.22E-03	4.83E-03	7.13E-03	5.54E-06
MLH1_1_multinomial_train2.81	1.43E-01	1.01E-01	3.18E-09	2.83E-03	1.19E-02	1.82E-03
MLH1_1_multinomial_train2.82	1.40E-01	9.29E-02	6.97E-03	3.58E-03	8.77E-03	2.35E-03
MLH1_1_multinomial_train2.83	1.39E-01	9.16E-02	2.15E-03	3.53E-03	8.59E-03	3.17E-03
MLH1_1_multinomial_train2.84	1.40E-01	9.90E-02	4.11E-03	3.72E-03	1.01E-02	8.23E-05
MLH1_1_multinomial_train2.85	1.39E-01	9.65E-02	8.20E-03	5.04E-03	8.83E-03	2.03E-05
MLH1_1_multinomial_train2.86	1.44E-01	9.52E-02	4.33E-03	4.46E-03	8.12E-03	1.69E-04
MLH1_1_multinomial_train2.87	1.40E-01	9.31E-02	8.02E-03	4.81E-03	5.47E-03	2.02E-03
MLH1_1_multinomial_train2.88	1.41E-01	9.31E-02	2.91E-03	3.84E-03	9.06E-03	1.37E-03
MLH1_1_multinomial_train2.89	1.39E-01	9.13E-02	5.07E-03	5.42E-03	1.53E-26	2.02E-03
MLH1_1_multinomial_train2.90	1.38E-01	9.20E-02	9.14E-03	4.74E-03	1.08E-02	1.53E-26
MLH1_1_multinomial_train2.91	1.39E-01	9.30E-02	1.50E-03	4.08E-03	1.17E-02	9.96E-04
MLH1_1_multinomial_train2.92	1.42E-01	9.53E-02	4.95E-03	4.91E-03	8.96E-03	1.91E-09
MLH1_1_multinomial_train2.93	1.40E-01	9.84E-02	4.11E-03	4.58E-03	7.81E-03	3.70E-04
MLH1_1_multinomial_train2.94	1.40E-01	9.26E-02	4.14E-03	4.19E-03	4.73E-03	4.30E-03
MLH1_1_multinomial_train2.95	1.42E-01	1.00E-01	5.41E-03	5.00E-03	7.93E-03	1.08E-05
MLH1_1_multinomial_train2.96	1.48E-01	9.87E-02	4.13E-03	4.80E-03	1.07E-02	1.53E-26
MLH1_1_multinomial_train2.97	1.36E-01	9.54E-02	4.47E-03	3.31E-03	9.92E-03	1.45E-05
MLH1_1_multinomial_train2.98	1.44E-01	1.01E-01	3.60E-03	3.32E-03	8.78E-03	5.74E-04
MSH6_3_multinomial_train2	1.43E-01	1.22E-04	1.45E-01	2.84E-03	9.04E-04	2.41E-02
MSH6_2_multinomial_train2	1.38E-01	8.11E-03	1.39E-01	2.87E-03	8.19E-03	2.77E-02
MSH6_3_multinomial_train2.1	1.39E-01	2.58E-03	1.41E-01	5.77E-03	5.91E-16	2.54E-02
MSH6_2_multinomial_train2.1	1.38E-01	3.30E-03	1.39E-01	5.55E-03	4.75E-03	2.63E-02
MSH6_2_multinomial_train2.2	1.37E-01	3.89E-03	1.39E-01	6.32E-03	1.53E-26	2.62E-02
MSH6_2_multinomial_train2.3	1.36E-01	4.37E-03	1.37E-01	5.68E-03	4.75E-03	2.72E-02
MSH6_2_multinomial_train2.4	1.40E-01	6.17E-03	1.41E-01	3.17E-03	7.41E-03	2.57E-02
MSH6_3_multinomial_train2.2	1.38E-01	4.03E-03	1.40E-01	2.95E-03	1.53E-26	2.43E-02
MSH6_3_multinomial_train2.3	1.45E-01	1.53E-26	1.47E-01	3.41E-03	1.53E-26	2.41E-02
MSH6_3_multinomial_train2.4	1.43E-01	2.02E-15	1.45E-01	2.68E-03	6.05E-04	2.41E-02
MSH6_3_multinomial_train2.5	1.47E-01	5.97E-05	1.49E-01	3.81E-03	1.53E-26	2.45E-02
MSH6_3_multinomial_train2.6	1.45E-01	5.05E-21	1.47E-01	4.95E-03	1.53E-26	2.53E-02
MSH6_3_multinomial_train2.7	1.44E-01	2.69E-03	1.46E-01	4.24E-03	1.53E-26	2.51E-02
MSH6_2_multinomial_train2.5	1.47E-01	3.00E-03	1.49E-01	5.29E-03	7.10E-22	2.53E-02
MSH6_2_multinomial_train2.6	1.48E-01	3.43E-03	1.51E-01	3.32E-03	1.53E-26	2.41E-02
MSH6_3_multinomial_train2.8	1.43E-01	1.53E-26	1.45E-01	3.06E-03	5.99E-04	2.45E-02
MSH6_2_multinomial_train2.7	1.38E-01	8.97E-03	1.41E-01	3.91E-03	2.22E-03	2.72E-02
MSH6_3_multinomial_train2.9	1.44E-01	4.82E-03	1.46E-01	1.68E-03	1.53E-26	2.27E-02
MSH6_3_multinomial_train2.10	1.43E-01	2.34E-22	1.46E-01	3.72E-03	1.53E-26	2.43E-02
MSH6_3_multinomial_train2.11	1.45E-01	6.01E-09	1.47E-01	5.37E-03	4.89E-13	2.46E-02
MSH6_2_multinomial_train2.8	1.43E-01	3.43E-03	1.45E-01	5.28E-03	4.24E-08	2.60E-02
MSH6_2_multinomial_train2.9	1.39E-01	4.25E-03	1.40E-01	4.08E-03	6.84E-03	2.65E-02
MSH6_3_multinomial_train2.12	1.44E-01	4.94E-18	1.46E-01	3.67E-03	1.53E-26	2.43E-02
MSH6_3_multinomial_train2.13	1.41E-01	2.65E-03	1.43E-01	4.03E-03	2.18E-04	2.57E-02
MSH6_3_multinomial_train2.14	1.46E-01	1.33E-03	1.48E-01	2.38E-03	1.01E-23	2.39E-02
MSH6_2_multinomial_train2.10	1.49E-01	1.53E-26	1.50E-01	3.16E-03	5.93E-03	2.49E-02
MSH6_3_multinomial_train2.15	1.43E-01	1.53E-26	1.45E-01	2.66E-03	1.53E-26	2.34E-02
MSH6_2_multinomial_train2.11	1.40E-01	6.72E-03	1.42E-01	2.87E-03	6.72E-03	2.65E-02
MSH6_3_multinomial_train2.16	1.43E-01	3.49E-03	1.45E-01	4.36E-03	2.12E-19	2.48E-02
MSH6_3_multinomial_train2.17	1.38E-01	3.25E-03	1.39E-01	3.60E-03	1.14E-07	2.45E-02
MSH6_2_multinomial_train2.12	1.36E-01	7.80E-03	1.37E-01	2.91E-03	7.37E-03	2.67E-02
MSH6_2_multinomial_train2.13	1.42E-01	2.82E-03	1.42E-01	4.70E-03	7.86E-03	2.63E-02
MSH6_2_multinomial_train2.14	1.44E-01	7.56E-03	1.46E-01	2.94E-03	5.97E-03	2.65E-02
MSH6_2_multinomial_train2.15	1.41E-01	6.57E-03	1.44E-01	4.94E-03	1.17E-03	2.67E-02
MSH6_2_multinomial_train2.16	1.39E-01	1.90E-03	1.42E-01	6.21E-03	1.53E-26	2.60E-02
MSH6_3_multinomial_train2.18	1.40E-01	1.90E-03	1.41E-01	3.56E-03	2.93E-15	2.37E-02
MSH6_2_multinomial_train2.17	1.39E-01	5.70E-03	1.40E-01	4.54E-03	1.11E-02	2.63E-02
MSH6_2_multinomial_train2.18	1.42E-01	1.34E-12	1.45E-01	6.13E-03	1.53E-26	2.57E-02
