Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
MLH1_0_multinomial_train1.74	1.55E-01	9.92E-02	9.07E-25	4.49E-03	8.69E-03	1.53E-26
MLH1_0_multinomial_train1.75	1.50E-01	9.82E-02	9.20E-22	5.09E-03	1.06E-02	1.93E-06
MLH1_0_multinomial_train1.76	1.49E-01	1.01E-01	4.77E-03	4.13E-03	1.04E-02	5.57E-05
MLH1_0_multinomial_train1.77	1.57E-01	1.02E-01	2.08E-11	3.94E-03	1.67E-08	2.18E-04
MLH1_0_multinomial_train1.78	1.59E-01	1.03E-01	1.52E-26	4.96E-03	3.86E-03	1.52E-26
MLH1_0_multinomial_train1.79	1.56E-01	1.04E-01	3.24E-03	3.78E-03	9.41E-03	1.53E-26
MLH1_0_multinomial_train1.80	1.49E-01	9.73E-02	3.68E-26	4.54E-03	7.70E-03	2.51E-03
MLH1_0_multinomial_train1.81	1.55E-01	1.08E-01	1.52E-26	2.64E-03	3.35E-03	1.53E-26
MLH1_0_multinomial_train1.82	1.54E-01	1.01E-01	1.53E-26	4.36E-03	1.03E-02	1.58E-25
MLH1_0_multinomial_train1.83	1.52E-01	1.08E-01	1.53E-26	5.58E-03	1.28E-02	1.53E-26
MLH1_0_multinomial_train1.84	1.55E-01	1.03E-01	1.52E-26	6.67E-03	1.90E-08	1.53E-26
MLH1_0_multinomial_train1.85	1.55E-01	1.07E-01	7.69E-12	4.88E-03	8.96E-03	1.53E-26
MLH1_0_multinomial_train1.86	1.54E-01	9.96E-02	5.21E-13	5.07E-03	6.89E-03	1.53E-26
MLH1_0_multinomial_train1.87	1.54E-01	1.05E-01	5.03E-03	4.40E-03	9.61E-03	1.53E-26
MLH1_0_multinomial_train1.88	1.54E-01	1.00E-01	1.53E-26	4.14E-03	6.61E-03	1.13E-08
MLH1_0_multinomial_train1.89	1.52E-01	1.08E-01	4.01E-26	5.65E-03	1.34E-02	1.53E-26
MLH1_0_multinomial_train1.90	1.51E-01	9.82E-02	3.97E-14	5.33E-03	6.68E-03	1.53E-26
MLH1_0_multinomial_train1.91	1.56E-01	1.09E-01	1.53E-26	5.67E-03	7.73E-03	1.53E-26
MLH1_0_multinomial_train1.92	1.47E-01	1.05E-01	6.21E-03	4.89E-03	1.24E-02	1.52E-26
MLH1_0_multinomial_train1.93	1.54E-01	1.08E-01	5.56E-03	4.70E-03	7.31E-03	1.53E-26
MLH1_0_multinomial_train1.94	1.53E-01	1.09E-01	1.53E-26	5.29E-03	1.33E-02	1.53E-26
MLH1_0_multinomial_train1.95	1.52E-01	1.07E-01	1.53E-26	5.14E-03	8.60E-03	1.53E-26
MLH1_0_multinomial_train1.96	1.54E-01	1.05E-01	1.52E-26	5.45E-03	5.50E-03	1.53E-26
MLH1_0_multinomial_train1.97	1.55E-01	1.09E-01	1.53E-26	4.71E-03	1.08E-02	1.53E-26
MLH1_0_multinomial_train1.98	1.55E-01	1.09E-01	3.14E-26	5.51E-03	9.71E-03	1.53E-26
MSH2_0_multinomial_train1	1.00E-26	1.00E-26	9.92E-02	1.33E-26	3.25E-03	1.00E-26
MSH2_0_multinomial_train1.1	1.00E-26	1.00E-26	9.88E-02	1.33E-26	1.76E-03	1.00E-26
MSH2_0_multinomial_train1.2	1.00E-26	1.00E-26	9.65E-02	1.33E-26	1.91E-03	1.00E-26
MSH2_0_multinomial_train1.3	1.00E-26	1.00E-26	9.85E-02	1.33E-26	3.04E-03	1.00E-26
MSH2_0_multinomial_train1.4	1.00E-26	1.00E-26	9.86E-02	1.33E-26	5.00E-04	1.00E-26
MSH2_0_multinomial_train1.5	1.00E-26	1.00E-26	9.63E-02	1.00E-26	3.22E-03	1.00E-26
MSH2_0_multinomial_train1.6	1.00E-26	1.00E-26	9.83E-02	1.33E-26	2.69E-03	1.00E-26
MSH2_0_multinomial_train1.7	1.00E-26	1.00E-26	9.76E-02	1.00E-26	2.53E-03	1.00E-26
MSH2_0_multinomial_train1.8	1.00E-26	1.00E-26	1.02E-01	1.33E-26	9.05E-04	1.00E-26
MSH2_0_multinomial_train1.9	1.00E-26	1.00E-26	9.69E-02	1.33E-26	3.39E-03	1.00E-26
MSH2_0_multinomial_train1.10	1.00E-26	1.00E-26	9.62E-02	1.33E-26	3.56E-03	1.00E-26
MSH2_0_multinomial_train1.11	1.00E-26	1.00E-26	9.48E-02	1.00E-26	3.34E-03	1.00E-26
MSH2_0_multinomial_train1.12	1.00E-26	1.00E-26	9.85E-02	1.00E-26	3.78E-03	1.00E-26
MSH2_0_multinomial_train1.13	1.00E-26	1.00E-26	9.57E-02	1.00E-26	4.66E-03	1.00E-26
MSH2_0_multinomial_train1.14	1.00E-26	1.00E-26	9.80E-02	1.33E-26	1.21E-03	1.00E-26
MSH2_0_multinomial_train1.15	1.00E-26	1.00E-26	9.83E-02	1.33E-26	3.31E-03	1.00E-26
MSH2_0_multinomial_train1.16	1.00E-26	1.00E-26	9.79E-02	1.00E-26	3.64E-03	1.00E-26
MSH2_0_multinomial_train1.17	1.00E-26	1.00E-26	9.84E-02	1.33E-26	1.11E-03	1.00E-26
MSH2_0_multinomial_train1.18	1.00E-26	1.00E-26	9.67E-02	1.33E-26	1.92E-03	1.00E-26
MSH2_0_multinomial_train1.19	1.00E-26	1.00E-26	9.65E-02	1.33E-26	2.43E-03	1.00E-26
MSH2_0_multinomial_train1.20	1.00E-26	1.00E-26	9.90E-02	1.33E-26	2.03E-03	1.00E-26
MSH2_0_multinomial_train1.21	1.00E-26	1.00E-26	1.01E-01	1.33E-26	2.64E-03	1.00E-26
MSH2_0_multinomial_train1.22	1.00E-26	1.00E-26	9.90E-02	1.33E-26	3.53E-03	1.00E-26
MSH2_0_multinomial_train1.23	1.00E-26	1.00E-26	9.64E-02	1.00E-26	4.20E-03	1.00E-26
MSH2_0_multinomial_train1.24	1.00E-26	1.00E-26	9.68E-02	1.33E-26	1.97E-03	1.00E-26
MSH2_0_multinomial_train1.25	1.00E-26	1.00E-26	9.82E-02	1.33E-26	4.82E-04	1.00E-26
MSH2_0_multinomial_train1.26	1.00E-26	1.00E-26	1.01E-01	1.33E-26	1.95E-03	1.00E-26
MSH2_0_multinomial_train1.27	1.00E-26	1.00E-26	9.86E-02	1.33E-26	8.54E-04	1.00E-26
MSH2_0_multinomial_train1.28	1.00E-26	1.00E-26	9.79E-02	9.68E-17	2.22E-03	1.00E-26
MSH2_0_multinomial_train1.29	1.00E-26	1.00E-26	9.97E-02	1.33E-26	1.26E-03	1.00E-26
MSH2_0_multinomial_train1.30	1.00E-26	1.00E-26	9.56E-02	1.00E-26	3.75E-03	1.00E-26
MSH2_0_multinomial_train1.31	1.00E-26	1.00E-26	9.62E-02	1.33E-26	2.29E-03	1.00E-26
MSH2_0_multinomial_train1.32	1.00E-26	1.00E-26	9.95E-02	8.05E-16	1.34E-03	1.00E-26
MSH2_0_multinomial_train1.33	1.00E-26	1.00E-26	9.79E-02	1.40E-03	7.59E-07	1.00E-26
MSH2_0_multinomial_train1.34	1.00E-26	1.00E-26	9.63E-02	1.00E-26	3.29E-03	1.00E-26
MSH2_0_multinomial_train1.35	1.00E-26	1.00E-26	9.85E-02	1.33E-26	1.15E-03	1.00E-26
MSH2_0_multinomial_train1.36	1.00E-26	1.00E-26	9.91E-02	1.33E-26	3.46E-03	1.00E-26
MSH2_0_multinomial_train1.37	1.00E-26	1.00E-26	9.89E-02	1.33E-26	2.33E-03	1.00E-26
MSH2_0_multinomial_train1.38	1.00E-26	1.00E-26	9.75E-02	1.33E-26	3.25E-03	1.00E-26
MSH2_0_multinomial_train1.39	1.00E-26	1.00E-26	9.85E-02	2.28E-03	2.51E-08	1.00E-26
MSH2_0_multinomial_train1.40	1.00E-26	1.00E-26	1.01E-01	1.33E-26	1.21E-03	1.00E-26
MSH2_0_multinomial_train1.41	1.00E-26	1.00E-26	9.72E-02	1.00E-26	2.65E-03	1.00E-26
MSH2_0_multinomial_train1.42	1.00E-26	1.00E-26	9.81E-02	1.33E-26	2.31E-03	1.00E-26
MSH2_0_multinomial_train1.43	1.00E-26	1.00E-26	1.00E-01	1.33E-26	3.40E-03	1.00E-26
MSH2_0_multinomial_train1.44	1.00E-26	1.00E-26	9.99E-02	1.33E-26	2.49E-03	1.00E-26
MSH2_0_multinomial_train1.45	1.00E-26	1.00E-26	9.86E-02	2.50E-03	1.33E-26	1.00E-26
MSH2_0_multinomial_train1.46	1.00E-26	1.00E-26	9.70E-02	1.00E-26	3.46E-03	1.00E-26
MSH2_0_multinomial_train1.47	1.00E-26	1.00E-26	9.71E-02	2.58E-03	1.33E-26	1.00E-26
MSH2_0_multinomial_train1.48	1.00E-26	1.00E-26	9.90E-02	1.33E-26	2.49E-03	1.00E-26
MSH2_0_multinomial_train1.49	1.00E-26	1.00E-26	9.94E-02	1.33E-26	2.71E-03	1.00E-26
MSH2_0_multinomial_train1.50	1.00E-26	1.00E-26	9.75E-02	1.33E-26	2.94E-03	1.00E-26
MSH2_0_multinomial_train1.51	1.00E-26	1.00E-26	9.57E-02	1.00E-26	2.72E-03	1.00E-26
MSH2_0_multinomial_train1.52	1.00E-26	1.00E-26	9.99E-02	1.41E-03	1.55E-04	1.00E-26
MSH2_0_multinomial_train1.53	1.00E-26	1.00E-26	9.83E-02	1.33E-26	3.31E-03	1.00E-26
MSH2_0_multinomial_train1.54	1.00E-26	1.00E-26	1.00E-01	9.75E-04	5.23E-18	1.00E-26
MSH2_0_multinomial_train1.55	1.00E-26	1.00E-26	9.62E-02	1.33E-26	2.98E-03	1.00E-26
MSH2_0_multinomial_train1.56	1.00E-26	1.00E-26	9.90E-02	1.33E-26	1.42E-03	1.00E-26
MSH2_0_multinomial_train1.57	1.00E-26	1.00E-26	9.69E-02	1.33E-26	1.92E-03	1.00E-26
MSH2_0_multinomial_train1.58	1.00E-26	1.00E-26	9.78E-02	1.33E-26	2.35E-03	1.00E-26
MSH2_0_multinomial_train1.59	1.00E-26	1.00E-26	9.77E-02	1.00E-26	2.80E-03	1.00E-26
MSH2_0_multinomial_train1.60	1.00E-26	1.00E-26	9.78E-02	1.33E-26	2.85E-03	1.00E-26
MSH2_0_multinomial_train1.61	1.00E-26	1.00E-26	9.83E-02	1.33E-26	2.73E-03	1.00E-26
MSH2_0_multinomial_train1.62	1.00E-26	1.00E-26	9.87E-02	1.33E-26	3.80E-03	1.00E-26
MSH2_0_multinomial_train1.63	1.00E-26	1.00E-26	9.97E-02	1.33E-26	4.40E-03	1.00E-26
MSH2_0_multinomial_train1.64	1.00E-26	1.00E-26	9.85E-02	1.33E-26	2.54E-03	1.00E-26
MSH2_0_multinomial_train1.65	1.00E-26	1.00E-26	9.63E-02	1.33E-26	2.52E-03	1.00E-26
MSH2_0_multinomial_train1.66	1.00E-26	1.00E-26	9.74E-02	1.00E-26	3.30E-03	1.00E-26
MSH2_0_multinomial_train1.67	1.00E-26	1.00E-26	1.01E-01	1.41E-03	1.33E-26	1.00E-26
MSH2_0_multinomial_train1.68	1.00E-26	1.00E-26	9.70E-02	1.33E-26	2.25E-03	1.00E-26
MSH2_0_multinomial_train1.69	1.00E-26	1.00E-26	9.84E-02	1.33E-26	3.16E-03	1.00E-26
MSH2_0_multinomial_train1.70	1.00E-26	1.00E-26	9.79E-02	1.33E-26	2.02E-03	1.00E-26
MSH2_0_multinomial_train1.71	1.00E-26	1.00E-26	9.88E-02	1.33E-26	2.93E-03	1.00E-26
MSH2_0_multinomial_train1.72	1.00E-26	1.00E-26	9.87E-02	1.33E-26	2.55E-03	1.00E-26
MSH2_0_multinomial_train1.73	1.00E-26	1.00E-26	9.84E-02	1.00E-26	3.78E-03	1.00E-26
MSH2_0_multinomial_train1.74	1.00E-26	1.00E-26	9.75E-02	1.33E-26	2.37E-03	1.00E-26
MSH2_0_multinomial_train1.75	1.00E-26	1.00E-26	9.90E-02	1.33E-26	1.43E-03	1.00E-26
MSH2_0_multinomial_train1.76	1.00E-26	1.00E-26	9.80E-02	1.33E-26	2.25E-03	1.00E-26
MSH2_0_multinomial_train1.77	1.00E-26	1.00E-26	1.00E-01	1.33E-26	1.66E-03	1.00E-26
MSH2_0_multinomial_train1.78	1.00E-26	1.00E-26	9.96E-02	1.33E-26	1.20E-03	1.00E-26
MSH2_0_multinomial_train1.79	1.00E-26	1.00E-26	1.01E-01	1.50E-03	1.62E-25	1.00E-26
MSH2_0_multinomial_train1.80	1.00E-26	1.00E-26	1.01E-01	1.33E-26	2.85E-03	1.00E-26
MSH2_0_multinomial_train1.81	1.00E-26	1.00E-26	1.02E-01	7.90E-21	7.84E-04	1.00E-26
MSH2_0_multinomial_train1.82	1.00E-26	1.00E-26	9.84E-02	1.33E-26	2.84E-03	1.00E-26
MSH2_0_multinomial_train1.83	1.00E-26	1.00E-26	9.98E-02	2.05E-03	1.36E-25	1.00E-26
MSH2_0_multinomial_train1.84	1.00E-26	1.00E-26	1.01E-01	1.33E-26	6.27E-21	1.00E-26
MSH2_0_multinomial_train1.85	1.00E-26	1.00E-26	9.54E-02	1.00E-26	2.87E-03	1.00E-26
MSH2_0_multinomial_train1.86	1.00E-26	1.00E-26	1.00E-01	1.81E-03	7.18E-04	1.00E-26
MSH2_0_multinomial_train1.87	1.00E-26	1.00E-26	9.88E-02	2.37E-03	1.33E-26	1.00E-26
MSH2_0_multinomial_train1.88	1.00E-26	1.00E-26	9.59E-02	1.00E-26	3.28E-03	1.00E-26
MSH2_0_multinomial_train1.89	1.00E-26	1.00E-26	9.86E-02	1.33E-26	2.22E-03	1.00E-26
MSH2_0_multinomial_train1.90	1.00E-26	1.00E-26	9.64E-02	1.00E-26	3.66E-03	1.00E-26
MSH2_0_multinomial_train1.91	1.00E-26	1.00E-26	9.97E-02	1.33E-26	2.90E-03	1.00E-26
MSH2_0_multinomial_train1.92	1.00E-26	1.00E-26	9.87E-02	1.59E-14	9.44E-04	1.00E-26
MSH2_0_multinomial_train1.93	1.00E-26	1.00E-26	9.92E-02	1.33E-26	2.11E-03	1.00E-26
MSH2_0_multinomial_train1.94	1.00E-26	1.00E-26	9.77E-02	1.33E-26	2.99E-03	1.00E-26
MSH2_0_multinomial_train1.95	1.00E-26	1.00E-26	9.75E-02	1.33E-26	1.92E-03	1.00E-26
MSH2_0_multinomial_train1.96	1.00E-26	1.00E-26	9.70E-02	1.00E-26	3.18E-03	1.00E-26
MSH2_0_multinomial_train1.97	1.00E-26	1.00E-26	1.02E-01	1.49E-03	8.45E-04	1.00E-26
MSH2_0_multinomial_train1.98	1.00E-26	1.00E-26	9.81E-02	1.33E-26	3.38E-03	1.00E-26
MSH6_1_multinomial_train1	1.51E-01	1.53E-26	1.53E-01	6.46E-03	1.53E-26	2.45E-02
MSH6_1_multinomial_train1.1	1.45E-01	1.49E-26	1.47E-01	6.58E-03	1.53E-26	2.50E-02
MSH6_0_multinomial_train1	1.46E-01	1.72E-23	1.47E-01	4.94E-03	7.05E-03	2.52E-02
MSH6_0_multinomial_train1.1	1.42E-01	6.67E-03	1.43E-01	1.92E-03	1.09E-02	2.66E-02
MSH6_1_multinomial_train1.2	1.47E-01	1.53E-26	1.49E-01	6.43E-03	1.53E-26	2.47E-02
MSH6_0_multinomial_train1.2	1.47E-01	3.36E-15	1.47E-01	4.51E-03	7.00E-03	2.44E-02
MSH6_0_multinomial_train1.3	1.43E-01	2.39E-07	1.44E-01	4.88E-03	2.71E-03	2.55E-02
MSH6_0_multinomial_train1.4	1.46E-01	4.12E-23	1.47E-01	5.09E-03	7.16E-03	2.52E-02
MSH6_1_multinomial_train1.3	1.49E-01	1.53E-26	1.51E-01	6.21E-03	1.53E-26	2.43E-02
MSH6_0_multinomial_train1.5	1.42E-01	2.60E-13	1.42E-01	4.20E-03	1.07E-02	2.62E-02
MSH6_0_multinomial_train1.6	1.48E-01	1.03E-14	1.50E-01	5.71E-03	1.53E-26	2.49E-02
MSH6_0_multinomial_train1.7	1.44E-01	1.41E-25	1.45E-01	4.41E-03	3.67E-03	2.45E-02
MSH6_1_multinomial_train1.4	1.48E-01	7.49E-25	1.50E-01	7.09E-03	1.53E-26	2.51E-02
MSH6_1_multinomial_train1.5	1.47E-01	8.15E-18	1.49E-01	6.14E-03	1.53E-26	2.51E-02
MSH6_0_multinomial_train1.8	1.42E-01	3.58E-03	1.42E-01	3.95E-03	7.16E-03	2.57E-02
MSH6_1_multinomial_train1.6	1.45E-01	2.42E-03	1.47E-01	5.36E-03	1.53E-26	2.51E-02
MSH6_1_multinomial_train1.7	1.53E-01	7.04E-25	1.55E-01	7.14E-03	1.53E-26	2.36E-02
MSH6_0_multinomial_train1.9	1.49E-01	2.71E-18	1.50E-01	4.28E-03	4.94E-03	2.52E-02
MSH6_1_multinomial_train1.8	1.49E-01	1.52E-26	1.51E-01	5.04E-03	1.53E-26	2.35E-02
MSH6_1_multinomial_train1.9	1.43E-01	1.53E-26	1.45E-01	7.77E-03	1.53E-26	2.56E-02
MSH6_1_multinomial_train1.10	1.47E-01	2.19E-03	1.49E-01	6.83E-03	1.53E-26	2.48E-02
MSH6_1_multinomial_train1.11	1.42E-01	1.51E-03	1.44E-01	6.37E-03	1.53E-26	2.46E-02
MSH6_0_multinomial_train1.10	1.47E-01	4.77E-21	1.47E-01	4.55E-03	6.07E-03	2.57E-02
MSH6_1_multinomial_train1.12	1.44E-01	1.64E-03	1.46E-01	6.17E-03	1.53E-26	2.54E-02
MSH6_1_multinomial_train1.13	1.45E-01	3.27E-03	1.48E-01	6.92E-03	1.53E-26	2.68E-02
MSH6_1_multinomial_train1.14	1.50E-01	1.53E-26	1.52E-01	6.62E-03	1.53E-26	2.49E-02
MSH6_1_multinomial_train1.15	1.45E-01	2.03E-03	1.47E-01	6.77E-03	1.53E-26	2.60E-02
MSH6_0_multinomial_train1.11	1.49E-01	7.91E-14	1.50E-01	5.56E-03	4.97E-03	2.46E-02
MSH6_1_multinomial_train1.16	1.41E-01	2.86E-03	1.43E-01	7.81E-03	1.52E-26	2.62E-02
MSH6_1_multinomial_train1.17	1.49E-01	1.28E-19	1.51E-01	7.14E-03	1.53E-26	2.59E-02
MSH6_1_multinomial_train1.18	1.47E-01	1.53E-26	1.49E-01	7.76E-03	1.53E-26	2.62E-02
MSH6_1_multinomial_train1.19	1.40E-01	1.13E-25	1.42E-01	8.52E-03	1.53E-26	2.51E-02
MSH6_0_multinomial_train1.12	1.47E-01	1.53E-26	1.48E-01	4.37E-03	6.86E-03	2.47E-02
MSH6_1_multinomial_train1.20	1.51E-01	1.60E-26	1.52E-01	6.38E-03	1.53E-26	2.37E-02
MSH6_1_multinomial_train1.21	1.45E-01	7.45E-04	1.47E-01	5.44E-03	1.53E-26	2.48E-02
MSH6_0_multinomial_train1.13	1.43E-01	1.09E-04	1.43E-01	3.31E-03	7.72E-03	2.56E-02
MSH6_0_multinomial_train1.14	1.46E-01	2.26E-20	1.47E-01	3.99E-03	6.64E-03	2.48E-02
MSH6_0_multinomial_train1.15	1.43E-01	1.08E-05	1.43E-01	4.35E-03	8.42E-03	2.57E-02
MSH6_0_multinomial_train1.16	1.43E-01	4.41E-03	1.44E-01	4.95E-03	4.82E-03	2.54E-02
MSH6_0_multinomial_train1.17	1.45E-01	1.53E-26	1.46E-01	4.75E-03	7.19E-03	2.54E-02
MSH6_0_multinomial_train1.18	1.43E-01	8.62E-15	1.43E-01	4.13E-03	8.34E-03	2.53E-02
MSH6_1_multinomial_train1.22	1.46E-01	1.73E-03	1.48E-01	5.94E-03	1.53E-26	2.46E-02
MSH6_1_multinomial_train1.23	1.48E-01	7.63E-14	1.50E-01	7.54E-03	1.53E-26	2.59E-02
MSH6_1_multinomial_train1.24	1.51E-01	2.57E-20	1.53E-01	5.04E-03	1.53E-26	2.47E-02
MSH6_0_multinomial_train1.19	1.48E-01	1.78E-26	1.48E-01	5.16E-03	5.78E-03	2.53E-02
MSH6_0_multinomial_train1.20	1.49E-01	1.71E-15	1.49E-01	3.97E-03	7.27E-03	2.50E-02
MSH6_0_multinomial_train1.21	1.47E-01	8.22E-12	1.48E-01	5.39E-03	4.42E-03	2.49E-02
MSH6_1_multinomial_train1.25	1.45E-01	1.52E-18	1.47E-01	5.28E-03	1.53E-26	2.32E-02
MSH6_1_multinomial_train1.26	1.49E-01	1.19E-25	1.51E-01	6.67E-03	1.53E-26	2.46E-02
MSH6_1_multinomial_train1.27	1.53E-01	1.51E-26	1.54E-01	5.48E-03	1.53E-26	2.30E-02
MSH6_0_multinomial_train1.22	1.47E-01	4.50E-03	1.49E-01	4.94E-03	5.26E-04	2.59E-02
MSH6_1_multinomial_train1.28	1.41E-01	4.93E-03	1.43E-01	6.01E-03	1.53E-26	2.71E-02
MSH6_0_multinomial_train1.23	1.48E-01	6.20E-14	1.48E-01	5.18E-03	6.74E-03	2.61E-02
MSH6_1_multinomial_train1.29	1.46E-01	2.23E-25	1.48E-01	5.68E-03	1.53E-26	2.49E-02
MSH6_1_multinomial_train1.30	1.50E-01	1.53E-26	1.52E-01	6.90E-03	1.53E-26	2.36E-02
MSH6_0_multinomial_train1.24	1.44E-01	1.38E-16	1.44E-01	3.72E-03	6.73E-03	2.39E-02
MSH6_0_multinomial_train1.25	1.48E-01	8.98E-24	1.50E-01	5.18E-03	1.13E-03	2.47E-02
MSH6_0_multinomial_train1.26	1.45E-01	4.66E-03	1.46E-01	3.83E-03	5.05E-03	2.60E-02
MSH6_1_multinomial_train1.31	1.41E-01	3.45E-03	1.43E-01	5.48E-03	1.53E-26	2.53E-02
MSH6_1_multinomial_train1.32	1.50E-01	1.52E-26	1.52E-01	7.40E-03	1.53E-26	2.60E-02
MSH6_1_multinomial_train1.33	1.48E-01	1.53E-26	1.50E-01	4.84E-03	1.53E-26	2.46E-02
MSH6_0_multinomial_train1.27	1.44E-01	6.86E-04	1.45E-01	4.72E-03	8.66E-03	2.61E-02
MSH6_1_multinomial_train1.34	1.49E-01	1.53E-26	1.50E-01	7.29E-03	1.53E-26	2.46E-02
MSH6_1_multinomial_train1.35	1.46E-01	1.53E-26	1.48E-01	6.25E-03	1.53E-26	2.46E-02
MSH6_0_multinomial_train1.28	1.48E-01	3.16E-23	1.49E-01	3.30E-03	3.01E-03	2.58E-02
MSH6_1_multinomial_train1.36	1.51E-01	1.52E-26	1.53E-01	6.65E-03	1.53E-26	2.46E-02
MSH6_0_multinomial_train1.29	1.44E-01	3.13E-23	1.44E-01	4.14E-03	6.39E-03	2.33E-02
MSH6_1_multinomial_train1.37	1.47E-01	1.53E-26	1.49E-01	6.75E-03	1.53E-26	2.50E-02
MSH6_0_multinomial_train1.30	1.47E-01	2.05E-21	1.49E-01	4.84E-03	1.53E-26	2.42E-02
MSH6_0_multinomial_train1.31	1.47E-01	4.17E-21	1.48E-01	5.27E-03	4.40E-03	2.49E-02
MSH6_0_multinomial_train1.32	1.41E-01	1.05E-03	1.41E-01	5.31E-03	7.22E-03	2.58E-02
MSH6_1_multinomial_train1.38	1.52E-01	4.78E-19	1.54E-01	5.55E-03	1.53E-26	2.48E-02
MSH6_0_multinomial_train1.33	1.49E-01	3.03E-17	1.51E-01	4.70E-03	6.60E-04	2.44E-02
MSH6_0_multinomial_train1.34	1.40E-01	2.04E-03	1.41E-01	4.96E-03	6.08E-03	2.60E-02
MSH6_0_multinomial_train1.35	1.43E-01	4.00E-09	1.43E-01	4.92E-03	6.23E-03	2.53E-02
MSH6_0_multinomial_train1.36	1.49E-01	2.01E-03	1.51E-01	5.55E-03	2.34E-07	2.55E-02
MSH6_1_multinomial_train1.39	1.49E-01	1.06E-21	1.51E-01	7.82E-03	1.53E-26	2.53E-02
MSH6_0_multinomial_train1.37	1.46E-01	3.92E-08	1.46E-01	3.91E-03	6.34E-03	2.54E-02
MSH6_0_multinomial_train1.38	1.48E-01	1.06E-15	1.49E-01	4.35E-03	6.43E-04	2.42E-02
MSH6_0_multinomial_train1.39	1.42E-01	1.85E-03	1.42E-01	5.38E-03	6.89E-03	2.62E-02
MSH6_0_multinomial_train1.40	1.42E-01	2.57E-03	1.42E-01	4.26E-03	6.62E-03	2.58E-02
MSH6_0_multinomial_train1.41	1.47E-01	1.76E-03	1.49E-01	4.83E-03	8.38E-04	2.47E-02
MSH6_1_multinomial_train1.40	1.48E-01	3.30E-25	1.51E-01	8.75E-03	1.53E-26	2.55E-02
MSH6_0_multinomial_train1.42	1.46E-01	2.96E-13	1.46E-01	3.79E-03	9.20E-03	2.57E-02
MSH6_0_multinomial_train1.43	1.45E-01	1.10E-03	1.45E-01	3.37E-03	7.88E-03	2.47E-02
MSH6_1_multinomial_train1.41	1.48E-01	5.87E-20	1.49E-01	4.90E-03	1.53E-26	2.44E-02
MSH6_0_multinomial_train1.44	1.45E-01	4.76E-07	1.45E-01	4.69E-03	7.24E-03	2.50E-02
MSH6_1_multinomial_train1.42	1.47E-01	1.53E-26	1.50E-01	6.66E-03	1.53E-26	2.60E-02
MSH6_0_multinomial_train1.45	1.48E-01	9.43E-14	1.50E-01	4.24E-03	3.03E-06	2.39E-02
MSH6_0_multinomial_train1.46	1.45E-01	8.59E-12	1.46E-01	4.07E-03	3.69E-03	2.53E-02
MSH6_0_multinomial_train1.47	1.49E-01	7.97E-23	1.51E-01	5.17E-03	7.28E-04	2.45E-02
MSH6_0_multinomial_train1.48	1.47E-01	2.50E-21	1.48E-01	4.03E-03	7.21E-03	2.43E-02
MSH6_0_multinomial_train1.49	1.49E-01	2.44E-04	1.49E-01	3.54E-03	7.21E-03	2.52E-02
MSH6_0_multinomial_train1.50	1.45E-01	1.89E-26	1.47E-01	6.20E-03	4.68E-03	2.51E-02
MSH6_0_multinomial_train1.51	1.47E-01	2.41E-23	1.48E-01	5.39E-03	6.51E-03	2.55E-02
MSH6_0_multinomial_train1.52	1.45E-01	1.53E-26	1.47E-01	4.85E-03	3.06E-08	2.44E-02
MSH6_1_multinomial_train1.43	1.41E-01	3.85E-13	1.44E-01	8.37E-03	1.53E-26	2.59E-02
MSH6_0_multinomial_train1.53	1.45E-01	1.75E-25	1.47E-01	5.98E-03	7.39E-04	2.55E-02
PMS1_0_multinomial_train1	3.50E-02	5.82E-02	1.54E-02	2.64E-03	4.36E-02	3.90E-02
PMS1_0_multinomial_train1.1	3.29E-02	5.67E-02	5.83E-03	7.70E-03	4.37E-02	3.76E-02
PMS1_0_multinomial_train1.2	4.09E-02	6.57E-02	1.32E-02	2.43E-119	5.45E-02	3.83E-02
PMS1_0_multinomial_train1.3	4.35E-02	7.06E-02	1.36E-02	0.00E+00	5.67E-02	3.76E-02
PMS1_0_multinomial_train1.4	3.63E-02	6.11E-02	8.05E-03	8.50E-03	4.61E-02	4.02E-02
PMS1_0_multinomial_train1.5	3.91E-02	5.99E-02	1.16E-02	4.56E-03	5.06E-02	3.56E-02
PMS1_0_multinomial_train1.6	4.06E-02	6.76E-02	9.88E-03	2.63E-162	5.52E-02	4.03E-02
PMS1_0_multinomial_train1.7	3.73E-02	6.13E-02	9.43E-03	7.18E-03	5.36E-02	3.81E-02
PMS1_0_multinomial_train1.8	3.32E-02	6.45E-02	1.09E-02	0.00E+00	5.37E-02	4.12E-02
PMS1_0_multinomial_train1.9	3.91E-02	6.58E-02	9.62E-03	4.56E-97	5.45E-02	4.05E-02
PMS1_0_multinomial_train1.10	3.68E-02	6.12E-02	6.56E-03	5.28E-03	5.36E-02	3.81E-02
PMS1_0_multinomial_train1.11	3.46E-02	6.19E-02	5.34E-03	6.39E-03	5.32E-02	3.80E-02
PMS1_0_multinomial_train1.12	3.31E-02	5.81E-02	1.15E-02	6.01E-03	4.82E-02	3.66E-02
PMS1_0_multinomial_train1.13	4.04E-02	6.15E-02	1.07E-02	4.69E-03	4.98E-02	3.72E-02
