	0	1	2	3	4	5	6	7	8	9
31000	[2.5366228965690105, 2.3676886905382615, 1.6893420603074916, 1.0, 0.0]	[2.5352173025952873, 2.3660345920589374, 1.6918271053634975, 1.0, 0.0]			[2.6001614081023625, 2.3287052277328146, 2.714561803695478, 1.0, 0.0]		[2.536633295291033, 2.367801364640274, 1.6883193065075912, 1.0, 0.0]	[2.53661106239696, 2.3677230130499702, 1.6888804934698987, 1.0, 0.0]	[2.537696301195824, 2.3666283010802673, 1.7106800011555638, 1.0, 0.0]	
32000	[2.5366354199979613, 2.3676931208954524, 1.6894229910250913, 1.0, 0.0]	[2.536080796530681, 2.367258915541066, 1.6882188098961484, 1.0, 0.0]			[2.6001783083094723, 2.328701501957182, 2.7147680635229006, 1.0, 0.0]		[2.536631971651187, 2.3677825461061444, 1.6884942554504232, 1.0, 0.0]	[2.536620632949486, 2.367725191076089, 1.6889544187339676, 1.0, 0.0]	[2.537694620157902, 2.3666214309169, 1.7107318924100237, 1.0, 0.0]	
33000	[2.5366389429576035, 2.367697341422293, 1.6894160153531064, 1.0, 0.0]	[2.536105138032486, 2.3673890973717753, 1.6871604066071069, 1.0, 0.0]			[2.600211040144596, 2.3286971905630276, 2.715138495815685, 1.0, 0.0]		[2.5366199116714037, 2.3677741659273184, 1.6884574574408542, 1.0, 0.0]	[2.5366220035502076, 2.367719582412514, 1.689024211376935, 1.0, 0.0]	[2.5376932600897626, 2.366617685310718, 1.7107557477904427, 1.0, 0.0]	
34000	[2.5366336227996014, 2.3676916892748774, 1.6894193352472393, 1.0, 0.0]	[2.536288143665667, 2.367473192745063, 1.6881495092060363, 1.0, 0.0]			[2.6002508184239437, 2.3286903420909573, 2.715604763329865, 1.0, 0.0]		[2.536621974316383, 2.3677660188323877, 1.6885595548399506, 1.0, 0.0]	[2.53661982310105, 2.367715561069722, 1.6890426203132798, 1.0, 0.0]	[2.5376997271392434, 2.3666148212357196, 1.7108490590352359, 1.0, 0.0]	
35000	[2.5366285754918874, 2.367688277088254, 1.6894029840363354, 1.0, 0.0]	[2.5364421980495857, 2.367505856356291, 1.6893634169329443, 1.0, 0.0]			[2.6002546812482987, 2.328684930670867, 2.715697505774319, 1.0, 0.0]		[2.5366225407086267, 2.367758731080923, 1.6886380962770362, 1.0, 0.0]	[2.5366193257508387, 2.367712626239753, 1.6890669951108581, 1.0, 0.0]	[2.537697217533463, 2.366614112163869, 1.710831053695939, 1.0, 0.0]	
36000	[2.5366319254094183, 2.367683127691461, 1.6894879771795746, 1.0, 0.0]				[2.6002664824834376, 2.3286803973351105, 2.7158608514832703, 1.0, 0.0]		[2.5366188140587522, 2.3677549689879744, 1.6886384507077765, 1.0, 0.0]	[2.536621218023894, 2.3677093996026572, 1.6891181842123641, 1.0, 0.0]	[2.5376990770948127, 2.3666168572868505, 1.7108221980796225, 1.0, 0.0]	
37000	[2.5366272036275266, 2.367682577635024, 1.6894462599250253, 1.0, 0.0]				[2.600271218905514, 2.3286777072435063, 2.7159351166200776, 1.0, 0.0]		[2.5366172798380857, 2.3677524467553743, 1.6886483308271114, 1.0, 0.0]	[2.5366249852710077, 2.3677064848310274, 1.6891850043998002, 1.0, 0.0]	[2.5377014868678596, 2.3666160766038518, 1.7108541026400768, 1.0, 0.0]	
38000	[2.5366256928723585, 2.367682416785905, 1.6894327608645314, 1.0, 0.0]				[2.6003131145188347, 2.3286716801166927, 2.7164143440214206, 1.0, 0.0]		[2.5366327997773945, 2.36774762014852, 1.6888517962887448, 1.0, 0.0]	[2.536626700313974, 2.3677069981142846, 1.6891970219968926, 1.0, 0.0]	[2.537707830196776, 2.3666139117981873, 1.7109391839858854, 1.0, 0.0]	
39000	[2.5366253382240544, 2.3676822414038847, 1.6894309682016968, 1.0, 0.0]				[2.600305864805047, 2.3286695866673117, 2.716362781377356, 1.0, 0.0]		[2.536627342602686, 2.3677434354086486, 1.688839071940375, 1.0, 0.0]	[2.5366273354424704, 2.367704784777553, 1.6892255066491746, 1.0, 0.0]	[2.537707659399272, 2.366612049398277, 1.7109561000099467, 1.0, 0.0]	
40000	[2.536625920734937, 2.3676825263845487, 1.6894339435038843, 1.0, 0.0]				[2.6003023526766644, 2.3286686812658575, 2.7163367141080705, 1.0, 0.0]		[2.5366250231411045, 2.3677410355524198, 1.6888398758868453, 1.0, 0.0]	[2.5366269021411814, 2.367704674432665, 1.6892222770851615, 1.0, 0.0]	[2.5377054518017763, 2.366610761178776, 1.7109469062299996, 1.0, 0.0]	
41000	[2.5366368894954743, 2.3676847711860556, 1.6895211830941879, 1.0, 0.0]				[2.6003004370064144, 2.328668424513999, 2.716320124924155, 1.0, 0.0]		[2.5366246792859655, 2.36773946320684, 1.688852160791258, 1.0, 0.0]	[2.5366327353888, 2.3677095327181754, 1.6892320267062448, 1.0, 0.0]	[2.537705846619872, 2.3666097954128325, 1.710960512070392, 1.0, 0.0]	
42000	[2.5366360236063166, 2.3676841091317002, 1.689519144746165, 1.0, 0.0]				[2.60032273991582, 2.3286671829299257, 2.7165555698589436, 1.0, 0.0]		[2.5366311075743315, 2.3677374424448545, 1.68893665129477, 1.0, 0.0]	[2.5366384463001026, 2.3677099491410583, 1.6892849715904414, 1.0, 0.0]	[2.5377113651307903, 2.3666090527931205, 1.711023123376697, 1.0, 0.0]	
43000	[2.5366395068538594, 2.36768602589504, 1.6895348095881964, 1.0, 0.0]				[2.600346200205066, 2.32866386660793, 2.71682333597136, 1.0, 0.0]		[2.5366441840008624, 2.367734263157657, 1.6890992084320535, 1.0, 0.0]	[2.5366556193142658, 2.3677056521252444, 1.6894996718902142, 1.0, 0.0]	[2.5377147315694635, 2.366606525189989, 1.7110820637947448, 1.0, 0.0]	
44000	[2.5366413068036877, 2.3676852894405522, 1.6895601736313524, 1.0, 0.0]				[2.600361045811791, 2.3286501474596943, 2.7171089835209665, 1.0, 0.0]		[2.536637542420614, 2.3677325534520355, 1.6890498896857842, 1.0, 0.0]	[2.5366463412254014, 2.367703099801271, 1.6894324142413053, 1.0, 0.0]	[2.537717877541245, 2.366603586212725, 1.7111429132851983, 1.0, 0.0]	
45000	[2.536644046267507, 2.367683795256382, 1.6896025101112484, 1.0, 0.0]				[2.600356471460029, 2.328646169445829, 2.7171030201419977, 1.0, 0.0]		[2.5366444258206067, 2.367731557357485, 1.6891286846312152, 1.0, 0.0]	[2.536644612861534, 2.367701891866606, 1.689427209949276, 1.0, 0.0]	[2.537716928105673, 2.366601755418959, 1.7111517268671375, 1.0, 0.0]	
46000	[2.536646010895988, 2.367684853710235, 1.689611571857526, 1.0, 0.0]				[2.6003609863704353, 2.3286405122256255, 2.717204741448096, 1.0, 0.0]		[2.536642047442361, 2.3677289066265796, 1.6891314081578153, 1.0, 0.0]	[2.536647485234941, 2.367703285668444, 1.6894419956649696, 1.0, 0.0]	[2.5377163593762897, 2.36660151359704, 1.7111484577924936, 1.0, 0.0]	
47000	[2.5366510412910075, 2.3676901159295727, 1.6896092536143488, 1.0, 0.0]				[2.6003595654207725, 2.3286319036499257, 2.7172766177084675, 1.0, 0.0]		[2.536640662943035, 2.3677266945506665, 1.6891396839236816, 1.0, 0.0]	[2.536649834213858, 2.3677010510538694, 1.6894878315998876, 1.0, 0.0]	[2.5377314045209634, 2.3666150029143553, 1.7111640160660793, 1.0, 0.0]	
48000	[2.536656515775884, 2.367695435042843, 1.6896108073304106, 1.0, 0.0]				[2.600357177041048, 2.328629616310641, 2.717275607304069, 1.0, 0.0]		[2.536639181649199, 2.3677254694476617, 1.6891371220153693, 1.0, 0.0]	[2.5366517230961465, 2.367697358491831, 1.6895436460431528, 1.0, 0.0]	[2.5377288817101373, 2.3666133177658386, 1.7111556394429848, 1.0, 0.0]	
49000	[2.536654899529283, 2.367694040316216, 1.6896085921306723, 1.0, 0.0]				[2.600354519918806, 2.32862804092771, 2.7172647899109634, 1.0, 0.0]		[2.5366386207464418, 2.3677247124976906, 1.6891390824875119, 1.0, 0.0]	[2.536649562437186, 2.367695777945728, 1.6895378449145755, 1.0, 0.0]	[2.5377269097630837, 2.366611936843712, 1.7111497291937159, 1.0, 0.0]	
50000	[2.536654254250516, 2.3676933900320174, 1.6896086421849885, 1.0, 0.0]				[2.6003528538561125, 2.3286269569140154, 2.7172589694209686, 1.0, 0.0]		[2.5366385690204654, 2.3677241313939184, 1.68914437626547, 1.0, 0.0]	[2.53664832835624, 2.3676948649017087, 1.6895346345453115, 1.0, 0.0]	[2.5377252165838105, 2.366610593059128, 1.7111462352468219, 1.0, 0.0]	
51000	[2.536653714988889, 2.36769061725027, 1.6896309773861886, 1.0, 0.0]				[2.6003545165812874, 2.328625073933712, 2.7172944264757524, 1.0, 0.0]		[2.5366395257346825, 2.367723140738523, 1.6891638499615955, 1.0, 0.0]	[2.536648520292197, 2.367694353620583, 1.6895416667161425, 1.0, 0.0]	[2.537727132817334, 2.3666088901662814, 1.7111824265105229, 1.0, 0.0]	
52000	[2.5366554966614583, 2.367691148006309, 1.6896434865514913, 1.0, 0.0]				[2.600354070439643, 2.3286233471753777, 2.717307232642654, 1.0, 0.0]		[2.5366477807689836, 2.367718971333346, 1.689288094356375, 1.0, 0.0]	[2.5366570543463265, 2.3676937689298128, 1.6896328541651358, 1.0, 0.0]	[2.537730082977646, 2.366607548477736, 1.7112253449991024, 1.0, 0.0]	
53000	[2.536657771010891, 2.3676886998729274, 1.6896907113796362, 1.0, 0.0]				[2.600353677919321, 2.3286220972161753, 2.717315807031457, 1.0, 0.0]		[2.5366458515812282, 2.3677157838273755, 1.6893006775385295, 1.0, 0.0]	[2.536655852251099, 2.367693466455091, 1.6896238579600826, 1.0, 0.0]	[2.53773106699605, 2.3666085053636845, 1.7112256163236554, 1.0, 0.0]	
54000	[2.5366580397162726, 2.3676866060246278, 1.689714336916448, 1.0, 0.0]				[2.6003546962882935, 2.3286216245239797, 2.7173307176431374, 1.0, 0.0]		[2.536642797533113, 2.3677146889974168, 1.6892810853569638, 1.0, 0.0]	[2.536654927029076, 2.367692774306291, 1.6896215272278494, 1.0, 0.0]	[2.537732540549948, 2.3666076250014054, 1.7112491554854279, 1.0, 0.0]	
55000	[2.536663105264748, 2.3676919716117704, 1.6897113365297778, 1.0, 0.0]				[2.60035399124357, 2.328621365188885, 2.7173262605468516, 1.0, 0.0]		[2.5366428177134903, 2.3677149725737836, 1.689278451397065, 1.0, 0.0]	[2.5366538529445375, 2.367692315173583, 1.6896153777095413, 1.0, 0.0]	[2.53773217705142, 2.3666070793497056, 1.711250977017143, 1.0, 0.0]	
56000	[2.5366636387151202, 2.3676924007314235, 1.6897123798369664, 1.0, 0.0]				[2.600353607427041, 2.328621237345371, 2.717323700816698, 1.0, 0.0]		[2.5366426988015385, 2.367714783061632, 1.6892791573990644, 1.0, 0.0]	[2.5366534911404015, 2.367692006665689, 1.6896148447471249, 1.0, 0.0]	[2.537738317946255, 2.3666126748644443, 1.7112564308181066, 1.0, 0.0]	
57000	[2.5366627313481023, 2.3676914304371515, 1.6897130091095087, 1.0, 0.0]				[2.6003534325921143, 2.3286211770657177, 2.7173225552639635, 1.0, 0.0]		[2.536642323759935, 2.3677143850122273, 1.6892793874770775, 1.0, 0.0]	[2.536653475676955, 2.367691742064458, 1.6896173361249684, 1.0, 0.0]	[2.5377386778947573, 2.366612744514562, 1.711259333801952, 1.0, 0.0]	
58000	[2.536662417199551, 2.367690901600027, 1.6897151559952377, 1.0, 0.0]				[2.600353382108514, 2.3286211448305845, 2.7173223727792957, 1.0, 0.0]		[2.5366453053735727, 2.3677137402632673, 1.6893156511030532, 1.0, 0.0]	[2.5366536849375034, 2.3676915199633344, 1.689621649741692, 1.0, 0.0]	[2.537739870230974, 2.366611970367252, 1.7112789986372214, 1.0, 0.0]	
59000	[2.536662715793299, 2.367690717563868, 1.6897199822943132, 1.0, 0.0]				[2.600353423390517, 2.3286211106979584, 2.7173231269255855, 1.0, 0.0]		[2.536648377815044, 2.367712412157287, 1.689359656577571, 1.0, 0.0]	[2.5366616655698118, 2.367690600914307, 1.689710646555048, 1.0, 0.0]	[2.5377394753427955, 2.36661158992963, 1.7112788541316588, 1.0, 0.0]	
60000	[2.536665716495733, 2.367692781775628, 1.6897293472010513, 1.0, 0.0]				[2.6003535813080223, 2.328621039104775, 2.7173254220324736, 1.0, 0.0]		[2.5366610583234, 2.3677104232053785, 1.6895063511802153, 1.0, 0.0]	[2.536658642418126, 2.367689739109302, 1.6896890330882381, 1.0, 0.0]	[2.5377386653374097, 2.36661127407118, 1.7112739126622936, 1.0, 0.0]	
61000					[2.6003539776751725, 2.328620871058949, 2.7173310661622345, 1.0, 0.0]			[2.536657447616332, 2.367689153997302, 1.6896829361903016, 1.0, 0.0]	[2.537739527423387, 2.366610880637214, 1.7112864678617292, 1.0, 0.0]	
62000					[2.600355065609945, 2.3286205018798825, 2.7173456373006237, 1.0, 0.0]			[2.536656762605682, 2.367688839865209, 1.6896792274047292, 1.0, 0.0]	[2.537744559493146, 2.366610000382929, 1.711345591102173, 1.0, 0.0]	
63000					[2.60036529920238, 2.328619414261118, 2.7174588494126173, 1.0, 0.0]			[2.5366574852863115, 2.3676885334536126, 1.6896895183269867, 1.0, 0.0]	[2.53774321556264, 2.366609751003389, 1.7113346455925083, 1.0, 0.0]	
64000					[2.6003753816791173, 2.32861762722553, 2.717577544535873, 1.0, 0.0]			[2.5366637414181645, 2.3676871123065264, 1.6897662911163822, 1.0, 0.0]	[2.5377423909597026, 2.366609589260951, 1.7113280169875167, 1.0, 0.0]	
65000					[2.6003858677091896, 2.328615563244201, 2.717703044649884, 1.0, 0.0]			[2.536660947338469, 2.367686385449223, 1.6897456188924567, 1.0, 0.0]	[2.5377423026518144, 2.3666096109832364, 1.71132691668578, 1.0, 0.0]	
66000					[2.6003832231317796, 2.328614245688692, 2.717689774430875, 1.0, 0.0]			[2.536660092659425, 2.367685928389273, 1.6897416427015202, 1.0, 0.0]	[2.5377427423595917, 2.366609923745421, 1.711328186141706, 1.0, 0.0]	
67000					[2.600381089542639, 2.3286135559466956, 2.7176753359594352, 1.0, 0.0]			[2.536659571935725, 2.367685667479745, 1.6897390445598024, 1.0, 0.0]	[2.537743921501999, 2.366610932317789, 1.711329891842103, 1.0, 0.0]	
68000					[2.6003799176442373, 2.3286131990568317, 2.7176671858740535, 1.0, 0.0]			[2.5366594029017313, 2.3676855108790966, 1.6897389202263464, 1.0, 0.0]	[2.5377461863797324, 2.3666128540725575, 1.711333323071748, 1.0, 0.0]	
69000					[2.6003792886988233, 2.3286130176608872, 2.7176627103793587, 1.0, 0.0]			[2.5366593821379992, 2.3676854046404783, 1.6897397749752092, 1.0, 0.0]	[2.5377448992343834, 2.3666095604448505, 1.711353387895327, 1.0, 0.0]	
70000					[2.6003789580852557, 2.3286129279852243, 2.7176603010003113, 1.0, 0.0]			[2.536659419556789, 2.367685323085223, 1.689740964715662, 1.0, 0.0]	[2.537744561485898, 2.36660928243827, 1.711352790476281, 1.0, 0.0]	
71000					[2.6003787901027344, 2.328612885702378, 2.717659044003568, 1.0, 0.0]			[2.5366597858137485, 2.3676852212036312, 1.689745646101172, 1.0, 0.0]	[2.537745755361437, 2.3666092338249944, 1.711365215364426, 1.0, 0.0]	
72000					[2.60037871403926, 2.328612866980204, 2.7176584705905547, 1.0, 0.0]			[2.5366628212252564, 2.367684885352865, 1.6897793587239156, 1.0, 0.0]	[2.5377458211390476, 2.366609079768415, 1.7113674137063284, 1.0, 0.0]	
73000					[2.600378706054927, 2.328612857376424, 2.71765848678503, 1.0, 0.0]			[2.53666391468032, 2.3676857365745545, 1.6897817810576545, 1.0, 0.0]	[2.537745442129923, 2.366608881925362, 1.7113656020456132, 1.0, 0.0]	
74000					[2.6003788031828408, 2.3286128421682117, 2.7176596101462915, 1.0, 0.0]			[2.5366631944044102, 2.3676858030906502, 1.6897739131376017, 1.0, 0.0]	[2.5377453034354382, 2.366608729838088, 1.711365735973501, 1.0, 0.0]	
75000					[2.6003791580022475, 2.328612790530627, 2.7176636747162064, 1.0, 0.0]			[2.5366627366351375, 2.3676856294963726, 1.6897710713876486, 1.0, 0.0]	[2.537745689262073, 2.366608583462955, 1.711371057991179, 1.0, 0.0]	
76000					[2.6003799718362726, 2.3286126365525166, 2.7176733528375587, 1.0, 0.0]			[2.5366625606027258, 2.3676855338625376, 1.689770267401883, 1.0, 0.0]	[2.5377473739018424, 2.36660821472261, 1.7113915917923215, 1.0, 0.0]	
77000					[2.600380963086671, 2.3286123200109805, 2.717686430756909, 1.0, 0.0]			[2.536662497152088, 2.3676854798208438, 1.689770173312446, 1.0, 0.0]	[2.537748497726349, 2.3666068033054053, 1.7114169442094402, 1.0, 0.0]	
78000					[2.6003814503049094, 2.3286119411727104, 2.7176950913219917, 1.0, 0.0]			[2.5366624785520564, 2.367685446276378, 1.6897703227567842, 1.0, 0.0]	[2.5377478096605164, 2.3666054282241142, 1.7114238143640206, 1.0, 0.0]	
79000					[2.6003851772125013, 2.3286114240117253, 2.7177375320077584, 1.0, 0.0]			[2.5366624780323823, 2.367685423109953, 1.689770549224292, 1.0, 0.0]	[2.5377496282070466, 2.366603500594125, 1.711461276129218, 1.0, 0.0]	
80000					[2.600393635901891, 2.3286102475822408, 2.7178338831965028, 1.0, 0.0]			[2.536662490522014, 2.3676854044258917, 1.6897708609612212, 1.0, 0.0]	[2.537749388810644, 2.3666016328355783, 1.7114775597506555, 1.0, 0.0]	
81000					[2.600392150088504, 2.328609664823032, 2.717824852654723, 1.0, 0.0]			[2.536662766391788, 2.367685343207669, 1.6897742318411875, 1.0, 0.0]	[2.5377505967493352, 2.366602545976393, 1.7114805077294233, 1.0, 0.0]	
82000					[2.6003937841403304, 2.328609181147258, 2.7178460299307248, 1.0, 0.0]			[2.5366663211484775, 2.367684627816623, 1.6898169333185469, 1.0, 0.0]	[2.537750059848716, 2.3666019727542724, 1.711480870944435, 1.0, 0.0]	
83000					[2.6003974452730416, 2.3286084757682204, 2.717889695048211, 1.0, 0.0]			[2.536665943901645, 2.3676840083562793, 1.6898193554536582, 1.0, 0.0]	[2.537749591778963, 2.366601291106484, 1.7114830067247904, 1.0, 0.0]	
84000					[2.6003967165161743, 2.3286080770475626, 2.7178863946861194, 1.0, 0.0]			[2.536664691207439, 2.3676838023469386, 1.689808888605001, 1.0, 0.0]	[2.5377497831980973, 2.366600530132418, 1.7114925306567952, 1.0, 0.0]	
85000					[2.6003966788573356, 2.328607690120405, 2.7178898873693065, 1.0, 0.0]			[2.5366642410672857, 2.3676837317669834, 1.6898050930030242, 1.0, 0.0]	[2.5377501053176736, 2.366599733019535, 1.7115037229813845, 1.0, 0.0]	
86000					[2.600432531918923, 2.3286000378347422, 2.7183249408418098, 1.0, 0.0]			[2.5366641183688623, 2.3676837267667077, 1.6898039160215457, 1.0, 0.0]	[2.537751458708179, 2.3666005933468033, 1.7115086536137585, 1.0, 0.0]	
87000					[2.600435093773698, 2.328594701981867, 2.71840391791831, 1.0, 0.0]			[2.536664181812463, 2.367683801405346, 1.6898038040711674, 1.0, 0.0]	[2.537754347179962, 2.3666030896536334, 1.7115125752632885, 1.0, 0.0]	
88000					[2.6004315060054397, 2.3285924506820845, 2.7183905532335526, 1.0, 0.0]			[2.5366645045689826, 2.367684052858427, 1.689804517105557, 1.0, 0.0]	[2.5377541208101078, 2.3666021935844315, 1.711519272256764, 1.0, 0.0]	
89000					[2.600427945119352, 2.328591451972664, 2.7183649314668803, 1.0, 0.0]			[2.5366650867930343, 2.3676844927614686, 1.6898059403156571, 1.0, 0.0]	[2.5377532569098573, 2.3665992893856846, 1.7115396752417271, 1.0, 0.0]	
90000					[2.6004262410140937, 2.328591049072244, 2.7183519194184957, 1.0, 0.0]			[2.5366654965526125, 2.3676847969283714, 1.6898069962424125, 1.0, 0.0]	[2.5377518749988712, 2.3665987118767764, 1.7115316312209468, 1.0, 0.0]	
91000					[2.60042557598778, 2.3285909248404177, 2.7183465114736234, 1.0, 0.0]			[2.536665574162943, 2.3676848525814114, 1.689807215815316, 1.0, 0.0]	[2.5377512690860917, 2.366598354009204, 1.7115291507688783, 1.0, 0.0]	
92000					[2.600425375775936, 2.3285909305686974, 2.7183444520723876, 1.0, 0.0]			[2.536665524599286, 2.3676848153761987, 1.6898070922308703, 1.0, 0.0]	[2.537750949133921, 2.366598067032378, 1.7115288210154314, 1.0, 0.0]	
93000					[2.6004253778311703, 2.328590993102654, 2.718343847285162, 1.0, 0.0]			[2.5366654675972162, 2.3676847726146577, 1.689806949825587, 1.0, 0.0]	[2.5377507162713098, 2.3665978763081634, 1.711528399631465, 1.0, 0.0]	
94000					[2.600425463964253, 2.3285910762320112, 2.7183438773224147, 1.0, 0.0]			[2.5366654289115265, 2.367684742455913, 1.689806864556135, 1.0, 0.0]	[2.5377505519886165, 2.3665977797179942, 1.711527722706224, 1.0, 0.0]	
95000					[2.6004256344675145, 2.3285911541772513, 2.7183448029026334, 1.0, 0.0]			[2.5366654062438325, 2.3676847232844787, 1.68980682959354, 1.0, 0.0]	[2.537750463758494, 2.3665977372758604, 1.711527264826332, 1.0, 0.0]	
96000					[2.60042765975818, 2.3285909067979733, 2.718367529602065, 1.0, 0.0]			[2.5366653936058086, 2.367684711025491, 1.6898068258031735, 1.0, 0.0]	[2.537750461301647, 2.3665977211867117, 1.7115274011493513, 1.0, 0.0]	
97000					[2.6004289497901345, 2.32859057374892, 2.7183837604121437, 1.0, 0.0]			[2.536665386537689, 2.3676847026557004, 1.689806838819886, 1.0, 0.0]	[2.5377506234575797, 2.3665977193735186, 1.7115290408406119, 1.0, 0.0]	
98000					[2.6004285507806872, 2.3285905549395505, 2.718379958411366, 1.0, 0.0]			[2.5366653823411185, 2.367684696312357, 1.6898068602876177, 1.0, 0.0]	[2.5377511305476, 2.3665977326117056, 1.7115339793589417, 1.0, 0.0]	
99000					[2.6004289348469243, 2.3285905660185215, 2.7183836882840273, 1.0, 0.0]			[2.5366653794891993, 2.367684690886616, 1.689806886025834, 1.0, 0.0]	[2.537751937579101, 2.3665977671201244, 1.7115417045897672, 1.0, 0.0]	
100000					[2.6004306416871863, 2.3285904964430695, 2.7184014524411677, 1.0, 0.0]			[2.5366653771250274, 2.3676846856922054, 1.6898069143282215, 1.0, 0.0]	[2.5377528074557514, 2.3665977991045675, 1.7115500835118398, 1.0, 0.0]	
101000					[2.6004302546696447, 2.3285904519261384, 2.7183980274350645, 1.0, 0.0]			[2.5366653747493495, 2.367684680262941, 1.6898069448640831, 1.0, 0.0]	[2.5377535995488865, 2.3665977821758313, 1.711558173730551, 1.0, 0.0]	
102000					[2.6004299002569304, 2.3285904583862034, 2.7183944187072715, 1.0, 0.0]			[2.5366653720456642, 2.367684674241219, 1.6898069780444516, 1.0, 0.0]	[2.5377537714133314, 2.3665976885403195, 1.7115608287301172, 1.0, 0.0]	
103000					[2.600429780995219, 2.328590488180161, 2.718392928150581, 1.0, 0.0]			[2.5366653687876917, 2.367684667321423, 1.6898070146626845, 1.0, 0.0]	[2.537753611681969, 2.3665975676050452, 1.711560440769237, 1.0, 0.0]	
104000					[2.6004297570656845, 2.3285905233161124, 2.7183923374957217, 1.0, 0.0]			[2.53666536479445, 2.367684659227202, 1.6898070556724807, 1.0, 0.0]	[2.53775348967316, 2.3665974537132963, 1.7115603595986388, 1.0, 0.0]	
105000					[2.600429768436153, 2.328590556094909, 2.7183921234124413, 1.0, 0.0]			[2.536665359913042, 2.3676846497110193, 1.6898071020202274, 1.0, 0.0]	[2.5377534832985447, 2.366597333758834, 1.711561495397106, 1.0, 0.0]	
