Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S
UCEC_TCGA-B5-A1MX	465	152	75	41	639	61	0	2710	1866	45	1060	1780	217	8	0	0	113	48	264
UCEC_TCGA-B5-A1MY	1	12	3	1	10	0	0	0	0	2	0	5	6	10	0	8	0	2	1
UCEC_TCGA-B5-A1MZ	2	25	2	8	0	0	0	0	4	2	0	5	0	3	5	10	0	0	9
UCEC_TCGA-B5-A1N2	6	6	6	5	12	3	0	3	2	3	5	5	15	17	16	78	1	0	9
UCEC_TCGA-B5-A3F9	0	21	27	4	0	0	0	1	1	3	3	4	0	2	5	12	0	4	7
UCEC_TCGA-B5-A3FA	1493	519	893	1647	1796	825	913	841	1243	2639	1349	1382	1651	38	109	0	274	0	0
UCEC_TCGA-B5-A3FB	3	18	6	3	1	16	0	1	3	0	0	9	0	2	6	2	1	5	0
UCEC_TCGA-B5-A3FC	748	5585	4829	749	2331	907	124	1017	132	1120	472	2149	864	0	424	0	73	0	0
UCEC_TCGA-B5-A3FD	1	8	8	3	0	19	0	0	11	5	0	1	0	0	1	9	0	3	0
UCEC_TCGA-B5-A3FH	3	8	0	6	0	19	0	0	3	2	2	4	0	0	0	0	4	1	0
UCEC_TCGA-B5-A3S1	4	10	8	12	2	11	0	1	8	2	0	0	0	50	20	8	2	2	4
UCEC_TCGA-B5-A5OC	17	157	127	31	221	102	6	137	297	61	148	20	39	7	17	18	0	6	28
UCEC_TCGA-B5-A5OD	0	6	9	3	8	0	2	0	1	1	2	6	0	5	2	5	2	4	8
UCEC_TCGA-B5-A5OE	2	17	18	0	0	17	1	0	3	5	4	0	3	9	12	12	4	8	0
UCEC_TCGA-BG-A0M8	1	11	6	2	10	0	0	4	3	0	6	4	0	9	1	27	1	9	7
UCEC_TCGA-BG-A0MA	1	12	3	5	0	0	0	0	10	2	4	4	3	2	1	9	0	2	1
UCEC_TCGA-BG-A0MG	4	29	7	14	0	28	4	5	13	6	3	5	0	4	6	17	0	4	0
UCEC_TCGA-BG-A0MK	3	13	11	8	6	34	0	6	22	0	9	7	0	0	1	12	0	0	0
UCEC_TCGA-BG-A0MQ	6	112	52	26	37	85	0	31	141	66	79	15	16	0	7	21	7	1	10
UCEC_TCGA-BG-A0MU	3	13	7	5	4	12	0	0	0	3	1	13	0	0	1	16	0	3	2
UCEC_TCGA-BG-A0RY	0	15	3	6	2	0	1	0	11	0	6	2	1	7	3	10	1	2	0
UCEC_TCGA-BG-A0VV	0	18	3	3	0	7	2	1	2	0	0	3	0	1	0	12	1	4	3
UCEC_TCGA-BG-A0VW	10	76	61	33	34	94	0	37	125	0	48	26	1	8	2	8	10	0	0
UCEC_TCGA-BG-A0VX	63	26	39	50	29	5	9	12	0	14	0	4	2	3	0	0	0	12	2
UCEC_TCGA-BG-A0VZ	10	81	50	21	58	12	0	21	46	0	61	12	0	9	0	16	4	1	0
UCEC_TCGA-BG-A0W1	0	17	10	6	5	0	0	0	8	1	0	4	0	0	4	15	2	1	3
UCEC_TCGA-BG-A0W2	3	15	3	5	0	14	0	0	0	0	0	2	0	2	0	2	2	0	0
UCEC_TCGA-BG-A0YU	0	9	4	1	4	0	0	0	1	1	1	0	2	0	3	0	2	1	1
UCEC_TCGA-BG-A0YV	1	31	7	6	0	5	2	3	10	5	5	8	0	3	2	6	0	2	3
UCEC_TCGA-BG-A186	0	8	6	1	0	5	2	0	7	0	2	3	0	1	0	3	1	0	0
UCEC_TCGA-BG-A187	1	28	6	9	8	22	0	3	0	1	0	10	0	2	0	12	0	7	0
UCEC_TCGA-BG-A18A	4	25	1	3	0	5	0	0	4	1	1	9	5	2	1	15	1	2	0
UCEC_TCGA-BG-A18B	7	78	35	13	28	39	0	39	92	7	43	20	6	7	1	0	2	0	0
UCEC_TCGA-BG-A18C	3	12	3	0	0	12	0	0	0	4	2	6	0	7	0	6	4	0	1
UCEC_TCGA-BG-A220	14	152	137	34	66	137	6	70	207	8	101	33	13	0	21	3	1	0	0
UCEC_TCGA-BG-A221	7	448	190	90	169	106	0	77	114	154	322	24	1	12	3	0	9	0	0
UCEC_TCGA-BG-A222	0	375	382	93	2219	109	0	132	501	1330	565	477	0	15	430	0	0	0	452
UCEC_TCGA-BG-A2AE	0	14	5	3	7	21	0	0	0	0	4	4	0	6	0	15	5	0	0
UCEC_TCGA-BG-A2L7	7	147	102	43	56	146	4	49	107	13	57	11	9	4	11	0	0	0	0
UCEC_TCGA-BG-A3EW	9	54	80	26	86	76	7	47	67	31	77	16	18	7	2	0	2	3	20
UCEC_TCGA-BG-A3PP	5	9	5	4	0	0	2	3	4	2	0	5	5	1	2	19	0	6	2
UCEC_TCGA-BK-A0CA	0	23	4	10	7	4	0	0	0	0	2	7	2	0	1	5	0	0	10
UCEC_TCGA-BK-A0CB	1	10	9	1	1	17	0	3	0	2	0	12	0	0	3	7	0	11	0
UCEC_TCGA-BK-A0CC	1	3	6	5	1	5	0	2	10	2	2	4	0	10	5	13	5	4	0
UCEC_TCGA-BK-A139	6	13	12	9	0	38	9	6	0	0	7	21	3	9	10	47	4	7	11
UCEC_TCGA-BK-A13B	4	109	77	33	159	71	1	71	142	23	112	22	0	1	7	3	2	0	17
UCEC_TCGA-BK-A13C	1	18	1	5	0	8	0	3	1	1	2	2	3	0	1	6	0	5	0
UCEC_TCGA-BK-A26L	1	12	11	1	0	13	5	5	12	4	11	0	2	4	2	27	1	3	7
UCEC_TCGA-BK-A4ZD	0	23	7	4	0	0	4	1	6	7	3	9	0	0	3	30	3	2	12
UCEC_TCGA-BK-A56F	0	17	4	11	0	8	0	3	6	5	4	2	6	2	0	7	0	1	2
UCEC_TCGA-BK-A6W3	2653	53	243	1533	63	48	1373	106	2	104	64	46	75	23	7	0	0	513	0
UCEC_TCGA-BK-A6W4	4	10	3	3	0	4	0	0	1	1	2	1	0	1	0	0	1	0	2
UCEC_TCGA-BS-A0T9	1	13	4	3	4	13	0	2	5	0	0	4	4	0	0	13	0	1	4
UCEC_TCGA-BS-A0TA	12	53	82	23	70	47	0	61	74	48	74	6	4	7	2	6	8	0	0
UCEC_TCGA-BS-A0TC	890	52	64	355	12	0	262	13	9	12	2	0	3	0	0	0	0	198	0
UCEC_TCGA-BS-A0TD	1	7	3	4	0	2	0	0	3	3	4	3	0	1	1	7	1	3	4
UCEC_TCGA-BS-A0TE	6	23	46	4	47	58	0	31	52	8	27	20	2	11	28	14	0	9	26
UCEC_TCGA-BS-A0TG	0	17	6	5	0	0	0	0	1	1	4	2	0	3	3	4	0	4	4
UCEC_TCGA-BS-A0TI	4	0	0	3	0	12	0	3	6	7	9	11	14	0	0	28	3	1	11
UCEC_TCGA-BS-A0TJ	7	159	101	35	72	107	1	93	157	0	77	0	4	7	7	0	9	7	0
UCEC_TCGA-BS-A0U5	0	14	7	9	0	12	0	2	0	7	3	2	0	4	0	7	0	4	0
UCEC_TCGA-BS-A0U7	1	41	19	8	18	25	0	16	29	5	49	9	0	0	13	15	1	2	2
UCEC_TCGA-BS-A0U8	3	79	65	18	88	81	0	34	58	6	53	7	0	1	9	0	0	0	0
UCEC_TCGA-BS-A0U9	0	7	1	1	2	8	0	0	2	0	0	1	0	0	3	7	0	5	0
UCEC_TCGA-BS-A0UA	3	73	54	15	22	91	4	16	51	0	37	9	0	5	12	2	0	0	0
UCEC_TCGA-BS-A0UF	5019	110	370	2244	83	50	1831	492	0	191	73	91	367	43	0	0	130	735	0
UCEC_TCGA-BS-A0UJ	137	20	14	4	81	16	93	10	0	352	931	123	25	0	0	0	143	43	332
UCEC_TCGA-BS-A0UL	3	129	65	23	27	95	3	25	69	0	39	0	0	0	0	0	2	0	6
UCEC_TCGA-BS-A0UT	1	10	1	1	0	6	0	0	1	1	4	0	3	2	4	6	0	2	0
UCEC_TCGA-BS-A0UV	4885	518	519	3418	151	241	1277	333	60	257	223	182	207	0	401	0	1	552	0
UCEC_TCGA-BS-A0V4	4	74	52	17	39	37	0	25	79	6	40	17	8	4	0	6	0	7	7
UCEC_TCGA-BS-A0V6	1	9	13	3	1	13	0	0	0	0	3	4	0	1	8	15	0	2	1
UCEC_TCGA-BS-A0V7	1	9	10	2	1	12	3	1	5	1	0	6	1	2	3	6	0	2	3
UCEC_TCGA-BS-A0V8	1	8	10	6	0	10	0	1	7	1	11	3	0	14	0	27	1	3	0
UCEC_TCGA-BS-A0VI	6	63	50	18	63	50	2	24	29	14	37	16	10	0	5	4	1	3	0
UCEC_TCGA-BS-A0WQ	0	1	10	5	0	20	0	0	7	0	0	5	4	2	1	5	0	0	1
UCEC_TCGA-D1-A0ZN	0	9	0	7	1	6	0	0	0	1	5	6	1	2	1	9	2	5	0
UCEC_TCGA-D1-A0ZO	4	117	82	32	75	103	5	46	134	0	67	8	3	7	5	5	8	0	2
UCEC_TCGA-D1-A0ZP	3	9	3	2	0	0	2	0	3	0	2	2	0	3	1	8	0	7	0
UCEC_TCGA-D1-A0ZQ	4	21	15	6	0	11	0	0	3	0	0	9	1	1	5	18	2	6	0
UCEC_TCGA-D1-A0ZR	2	11	8	6	2	0	0	0	2	0	4	3	3	2	7	7	0	4	7
UCEC_TCGA-D1-A0ZS	1	97	61	22	41	52	1	31	69	2	67	14	3	1	2	8	1	0	0
UCEC_TCGA-D1-A0ZU	0	20	1	3	0	0	0	0	2	0	1	5	0	2	3	0	0	5	0
UCEC_TCGA-D1-A0ZV	4	16	2	2	4	6	0	1	2	0	1	4	0	1	5	3	0	0	0
UCEC_TCGA-D1-A0ZZ	0	11	9	5	0	0	0	1	1	1	2	2	1	15	2	16	0	9	6
UCEC_TCGA-D1-A101	10	97	79	30	42	50	0	44	123	0	72	13	11	11	3	4	2	0	0
UCEC_TCGA-D1-A102	1	18	4	2	0	14	0	0	2	0	0	4	10	0	2	4	0	1	0
UCEC_TCGA-D1-A103	1713	1348	1435	949	926	0	518	742	587	255	96	431	1008	0	278	0	49	154	0
UCEC_TCGA-D1-A15V	2	13	7	2	0	0	0	1	0	2	1	5	2	0	4	7	0	2	8
UCEC_TCGA-D1-A15W	1	17	9	8	0	8	0	1	2	5	2	5	0	2	2	11	0	13	0
UCEC_TCGA-D1-A15X	0	397	230	106	308	181	0	67	192	530	136	25	2	3	43	0	11	0	102
UCEC_TCGA-D1-A15Z	2	16	13	4	0	23	1	1	3	0	0	0	4	5	7	6	0	4	0
UCEC_TCGA-D1-A160	10	63	46	10	118	19	7	37	126	46	85	0	4	2	13	3	3	0	14
UCEC_TCGA-D1-A161	0	26	17	1	0	22	0	1	7	0	6	4	6	0	9	8	0	3	1
UCEC_TCGA-D1-A163	5	129	64	16	89	48	0	56	102	18	102	11	0	9	4	0	0	0	0
UCEC_TCGA-D1-A165	1	16	14	2	0	15	0	0	1	0	1	7	0	6	0	5	2	4	7
UCEC_TCGA-D1-A167	5	866	357	166	68	353	0	114	268	0	110	8	0	6	0	0	0	0	0
UCEC_TCGA-D1-A168	2	24	11	3	5	0	0	1	1	0	1	0	1	1	4	5	1	1	5
UCEC_TCGA-D1-A169	0	13	7	6	0	2	0	1	1	2	5	3	0	6	3	19	0	0	6
UCEC_TCGA-D1-A16B	3	4	9	4	5	12	2	0	0	1	1	0	3	2	4	10	0	0	0
UCEC_TCGA-D1-A16D	0	12	5	3	0	11	0	2	4	3	0	3	0	1	0	3	1	0	0
UCEC_TCGA-D1-A16E	1	14	12	5	0	12	0	0	2	2	4	3	0	0	8	11	2	0	0
UCEC_TCGA-D1-A16F	3	130	71	23	81	36	0	23	85	12	92	12	0	1	0	12	2	9	10
UCEC_TCGA-D1-A16G	0	7	4	4	1	12	0	0	3	0	4	0	0	2	11	2	1	1	0
UCEC_TCGA-D1-A16I	0	9	0	2	0	3	2	0	4	0	4	8	0	8	6	6	0	1	0
UCEC_TCGA-D1-A16J	7	28	5	31	0	0	0	1	9	3	1	0	0	119	87	0	2	12	11
UCEC_TCGA-D1-A16N	1	27	20	5	0	0	4	12	1	33	16	6	1	5	3	24	2	1	8
UCEC_TCGA-D1-A16O	0	4	5	2	10	9	0	1	1	0	0	0	0	1	2	4	0	2	0
UCEC_TCGA-D1-A16Q	0	5	6	2	0	2	0	0	5	2	0	0	0	6	2	7	1	2	1
UCEC_TCGA-D1-A16R	2	13	4	0	0	8	0	2	3	1	4	8	0	2	1	3	0	6	3
UCEC_TCGA-D1-A16S	0	2	4	2	0	11	1	0	1	0	4	13	2	12	2	10	0	8	0
UCEC_TCGA-D1-A16V	1	9	0	1	0	24	0	1	2	0	3	8	0	1	3	0	0	0	0
UCEC_TCGA-D1-A16X	1307	168	154	1020	17	0	596	35	28	84	42	65	0	0	67	0	0	234	0
UCEC_TCGA-D1-A16Y	343	53	102	490	54	28	246	7	0	75	4	0	5	0	45	0	28	36	0
UCEC_TCGA-D1-A174	9	241	127	54	33	148	0	64	162	20	46	21	9	4	0	0	4	0	0
UCEC_TCGA-D1-A176	4	101	51	23	71	63	1	33	80	14	39	5	0	7	2	7	4	6	15
UCEC_TCGA-D1-A177	11	107	168	32	100	129	0	69	118	15	115	0	0	10	8	0	1	0	0
UCEC_TCGA-D1-A17A	3	47	46	10	42	18	4	24	24	15	40	6	3	3	7	2	0	1	0
UCEC_TCGA-D1-A17B	2	99	51	20	14	46	4	21	28	0	27	1	8	3	10	4	3	0	13
UCEC_TCGA-D1-A17C	2	13	16	1	0	1	2	0	4	0	1	5	0	0	5	6	0	3	6
UCEC_TCGA-D1-A17D	10	95	67	21	68	49	1	74	96	0	48	23	0	14	5	19	0	1	0
UCEC_TCGA-D1-A17F	2	41	9	10	38	9	0	3	83	4	27	53	0	12	32	0	3	2	0
UCEC_TCGA-D1-A17H	3	113	81	38	74	90	1	57	155	40	81	26	0	5	13	0	0	0	12
UCEC_TCGA-D1-A17K	2	4	4	2	12	6	6	0	1	0	2	12	0	9	1	14	1	0	7
UCEC_TCGA-D1-A17L	1	3	11	7	0	33	0	0	4	0	0	1	4	5	2	4	0	7	0
UCEC_TCGA-D1-A17M	2	137	92	21	40	33	0	37	47	1	53	12	11	8	1	9	0	4	19
UCEC_TCGA-D1-A17N	2	5	2	4	0	6	0	2	5	1	0	3	2	2	0	0	0	0	2
UCEC_TCGA-D1-A17Q	3397	189	291	2060	41	134	1011	226	32	214	237	192	145	22	0	0	46	300	12
UCEC_TCGA-D1-A17R	1	38	42	20	32	77	0	14	40	6	37	0	4	5	8	0	0	0	0
UCEC_TCGA-D1-A17S	1	19	6	3	1	0	2	2	4	0	3	6	1	2	0	5	0	0	2
UCEC_TCGA-D1-A17T	0	23	12	10	2	23	0	0	1	0	1	4	1	6	0	6	1	4	0
UCEC_TCGA-D1-A17U	1	86	48	27	50	63	0	35	77	0	62	9	0	2	9	8	5	2	0
UCEC_TCGA-D1-A1NS	7	66	47	11	84	38	1	23	44	0	50	7	0	0	10	14	0	5	0
UCEC_TCGA-D1-A1NU	0	8	3	3	6	4	0	3	3	6	5	4	7	19	0	26	3	6	2
UCEC_TCGA-D1-A1NX	3	9	5	1	0	8	0	0	1	0	5	1	0	0	3	12	0	3	0
UCEC_TCGA-D1-A1NY	5	90	127	25	69	88	0	53	125	30	90	10	17	10	2	4	3	0	0
UCEC_TCGA-D1-A1NZ	17	148	114	25	167	99	10	85	100	49	128	26	0	17	13	30	7	0	0
UCEC_TCGA-D1-A1O0	1	10	11	1	0	8	2	0	5	2	6	8	3	5	9	16	0	2	0
UCEC_TCGA-D1-A1O5	3	27	14	8	0	9	3	0	2	0	0	2	0	4	4	10	0	0	1
UCEC_TCGA-D1-A1O7	4	106	84	41	38	78	2	28	52	2	25	24	3	5	0	3	0	0	0
UCEC_TCGA-D1-A1O8	1	18	12	4	0	13	0	0	5	1	0	11	1	0	3	20	1	7	0
UCEC_TCGA-D1-A2G0	8	149	141	56	93	79	9	79	281	16	120	31	3	1	15	8	5	4	19
UCEC_TCGA-D1-A2G5	1	53	27	11	30	20	2	11	29	12	30	14	8	1	6	12	0	4	33
UCEC_TCGA-D1-A2G6	0	30	17	14	15	14	0	0	11	0	0	0	0	0	10	10	7	3	0
UCEC_TCGA-D1-A2G7	1	4	1	5	0	13	2	0	1	0	3	4	5	13	1	13	0	10	1
UCEC_TCGA-D1-A3DA	2	28	14	2	0	0	2	1	5	10	3	0	1	1	3	22	2	3	8
UCEC_TCGA-D1-A3DG	0	7	7	8	5	13	3	1	0	0	9	14	6	17	10	53	1	4	17
UCEC_TCGA-D1-A3DH	7	11	4	15	4	1	0	0	0	7	5	6	3	76	0	0	2	8	2
UCEC_TCGA-D1-A3JP	1	6	2	5	0	2	4	2	0	1	3	2	0	20	12	7	0	0	5
UCEC_TCGA-D1-A3JQ	4	5	5	1	0	1	0	0	6	1	3	3	0	4	6	5	2	3	0
UCEC_TCGA-DF-A2KN	244	235	149	29	439	195	33	2092	1094	111	845	673	257	0	0	0	175	0	249
UCEC_TCGA-DF-A2KR	0	9	3	1	19	0	0	3	4	4	9	10	8	11	2	29	1	1	27
UCEC_TCGA-DF-A2KS	0	23	11	4	5	6	5	0	5	7	3	5	14	8	0	43	8	0	29
UCEC_TCGA-DF-A2KU	1854	1518	1867	1623	1442	826	626	1919	2449	279	37	1348	1260	0	884	0	44	0	0
UCEC_TCGA-DF-A2KV	866	19	110	487	59	0	569	6	0	65	7	28	5	5	1	0	0	134	0
UCEC_TCGA-DF-A2KZ	9	126	109	28	130	115	6	58	103	9	71	25	24	0	10	0	9	0	0
UCEC_TCGA-DF-A2L0	0	4	5	1	1	17	0	0	2	1	1	0	6	5	3	13	4	4	1
UCEC_TCGA-DI-A0WH	4	73	68	29	101	70	5	52	83	89	107	38	0	0	13	10	0	0	36
UCEC_TCGA-DI-A1BU	0	18	370	72	2279	86	30	235	897	6086	1358	344	0	29	584	0	30	0	704
UCEC_TCGA-DI-A1BY	0	21	12	3	7	11	0	2	0	1	0	11	9	0	4	3	0	0	0
UCEC_TCGA-DI-A1C3	3	5	10	6	0	5	0	0	1	2	2	5	3	5	0	6	0	0	1
UCEC_TCGA-DI-A1NN	1	10	6	7	2	5	0	2	2	0	7	2	0	9	4	6	0	0	7
UCEC_TCGA-DI-A1NO	14	6	3	2	10	14	1	19	10	3	6	13	17	34	4	131	17	35	12
UCEC_TCGA-DI-A2QT	4	0	2	3	0	10	0	1	3	1	0	0	3	4	2	2	0	0	0
UCEC_TCGA-DI-A2QU	0	22	6	6	4	0	4	1	6	4	2	4	3	7	3	10	0	2	6
UCEC_TCGA-DI-A2QY	4	11	5	4	9	7	2	5	5	0	6	16	6	13	0	51	1	6	0
UCEC_TCGA-E6-A1LX	7285	558	1356	4572	1082	282	3572	601	93	765	216	299	480	0	471	0	238	54	0
UCEC_TCGA-E6-A1LZ	12	10	4	13	3	3	0	0	0	5	4	15	5	196	4	46	3	18	0
UCEC_TCGA-E6-A1M0	1343	0	158	627	2	17	659	30	20	24	19	0	23	0	0	0	0	218	0
UCEC_TCGA-E6-A2P8	4	117	89	28	62	65	12	28	152	39	119	5	0	2	20	7	7	0	28
UCEC_TCGA-E6-A2P9	10	206	145	41	149	101	22	78	213	29	116	17	11	4	18	25	9	13	48
UCEC_TCGA-E6-A8L9	0	8	2	2	11	6	0	2	2	3	3	0	0	1	0	30	0	0	3
UCEC_TCGA-EC-A1NJ	0	14	34	7	13	34	6	2	2	83	130	2	3	0	4	15	13	1	52
UCEC_TCGA-EC-A1QX	17	91	113	24	162	73	2	97	114	31	107	30	15	2	8	0	9	0	27
UCEC_TCGA-EC-A24G	10	606	237	84	129	242	1	98	180	57	83	28	0	2	0	0	6	0	0
UCEC_TCGA-EO-A1Y5	4	10	4	2	0	8	5	0	7	0	13	7	3	5	9	19	2	1	6
UCEC_TCGA-EO-A1Y7	2	20	5	3	3	9	0	1	2	0	0	3	4	1	1	10	1	3	7
UCEC_TCGA-EO-A1Y8	2	4	2	8	0	17	0	0	4	0	0	0	1	12	10	3	0	4	5
UCEC_TCGA-EO-A22R	3847	1459	3134	3128	1350	1450	1634	2243	0	1225	284	0	1565	0	407	0	905	0	0
UCEC_TCGA-EO-A22S	4	172	89	40	75	119	9	39	138	7	133	11	4	3	9	13	0	0	0
UCEC_TCGA-EO-A22T	28	143	151	34	178	223	3	165	270	0	151	59	3	9	9	0	9	0	0
UCEC_TCGA-EO-A22U	2648	4061	2728	2576	1796	1715	1629	352	615	673	498	3298	636	0	1695	0	138	0	0
UCEC_TCGA-EO-A22X	6662	135	524	3346	0	91	3539	376	58	470	219	106	214	45	90	0	69	756	8
UCEC_TCGA-EO-A22Y	3	24	8	6	0	6	0	0	4	4	0	4	0	0	2	7	0	4	0
UCEC_TCGA-EO-A2CG	0	8	6	9	2	3	0	0	3	2	0	5	0	0	0	11	0	0	0
UCEC_TCGA-EO-A2CH	0	10	4	6	0	2	0	0	0	2	1	5	0	4	7	6	3	6	8
UCEC_TCGA-EO-A3AS	4	0	7	4	20	12	0	5	9	2	13	18	27	28	1	76	5	0	5
UCEC_TCGA-EO-A3AU	4	143	130	45	74	152	5	80	229	0	40	7	0	1	0	0	0	0	5
UCEC_TCGA-EO-A3AV	2910	17	233	1277	11	19	1736	136	20	118	72	36	200	15	0	0	38	453	0
UCEC_TCGA-EO-A3AY	2863	7	129	909	0	42	1343	224	4	131	65	19	160	0	0	0	70	320	5
UCEC_TCGA-EO-A3AZ	5	578	198	114	25	118	7	59	192	29	69	0	0	9	0	0	8	0	2
UCEC_TCGA-EO-A3B0	7772	8	643	2623	517	80	4491	590	46	557	47	150	523	8	260	0	387	648	0
UCEC_TCGA-EO-A3B1	1	8	2	3	3	0	0	0	5	5	0	0	3	3	7	13	0	1	6
UCEC_TCGA-EO-A3KU	3	23	1	0	2	6	0	3	2	7	2	0	0	5	3	26	2	0	0
UCEC_TCGA-EO-A3KW	3	2	12	1	0	2	0	0	1	0	4	8	4	4	5	7	1	9	0
UCEC_TCGA-EO-A3KX	131	247	199	29	349	213	16	1280	636	163	491	358	194	0	0	0	162	0	285
UCEC_TCGA-EO-A3L0	4	30	8	10	2	18	0	0	1	0	4	11	0	0	4	18	0	2	0
UCEC_TCGA-EY-A1G7	4	35	4	5	5	24	1	3	5	9	0	5	0	4	6	10	2	0	0
UCEC_TCGA-EY-A1G8	1772	92	134	955	14	0	792	61	18	83	53	71	25	0	65	0	14	295	0
UCEC_TCGA-EY-A1GC	0	10	3	1	0	19	1	2	11	0	0	7	0	2	1	7	0	0	0
UCEC_TCGA-EY-A1GD	482	22	119	354	35	65	473	11	2	137	19	16	32	5	15	0	71	28	0
UCEC_TCGA-EY-A1GE	0	18	3	5	0	6	2	0	0	1	4	1	0	2	4	12	0	0	0
UCEC_TCGA-EY-A1GF	5	74	41	24	61	30	0	41	63	4	73	19	6	3	0	9	0	17	21
UCEC_TCGA-EY-A1GH	1	28	10	4	1	20	0	3	0	0	5	5	0	2	3	3	0	0	0
UCEC_TCGA-EY-A1GI	3270	48	268	1663	9	21	1488	112	29	109	55	104	70	0	73	0	9	475	0
UCEC_TCGA-EY-A1GJ	1	5	2	2	9	14	2	0	0	0	2	11	1	5	0	8	0	2	0
UCEC_TCGA-EY-A1GK	13	127	82	34	179	90	6	111	160	42	191	27	3	2	9	13	14	0	0
UCEC_TCGA-EY-A1GL	4	8	12	8	3	12	0	0	3	1	0	6	0	5	3	2	0	3	0
UCEC_TCGA-EY-A1GM	0	17	9	0	0	1	0	0	1	4	2	3	0	0	5	11	1	1	0
UCEC_TCGA-EY-A1GO	3	49	25	11	71	31	0	30	102	0	53	27	5	8	16	0	5	5	0
UCEC_TCGA-EY-A1GP	0	12	0	4	2	0	0	0	5	1	1	0	1	1	3	14	0	4	0
UCEC_TCGA-EY-A1GQ	3	100	65	26	47	51	7	30	107	81	108	18	0	0	3	7	2	1	1
UCEC_TCGA-EY-A1GR	0	14	3	7	3	2	2	0	3	1	3	3	0	7	1	16	7	1	4
UCEC_TCGA-EY-A1GS	5	14	1	24	8	1	0	1	2	0	2	0	4	327	74	28	1	2	0
UCEC_TCGA-EY-A1GT	0	28	13	4	0	27	0	1	2	0	3	11	6	4	6	0	1	0	0
UCEC_TCGA-EY-A1GU	37	215	112	31	306	78	6	243	448	4	131	186	62	8	14	96	0	5	13
UCEC_TCGA-EY-A1GV	0	2	0	2	4	11	2	0	3	0	0	0	2	6	4	10	0	0	0
UCEC_TCGA-EY-A1GW	2	6	8	1	0	6	0	1	6	1	1	3	2	4	5	8	1	6	8
UCEC_TCGA-EY-A1GX	0	25	10	9	3	20	0	3	0	1	7	15	6	1	5	13	0	4	0
UCEC_TCGA-EY-A1H0	2	83	56	9	5	48	1	20	64	4	78	5	3	7	3	6	11	7	31
UCEC_TCGA-EY-A210	1	9	3	5	0	2	0	0	4	3	1	0	1	2	5	9	0	3	7
UCEC_TCGA-EY-A212	0	8	5	5	5	7	0	0	1	0	6	2	2	12	0	16	0	13	0
UCEC_TCGA-EY-A214	0	4	4	2	0	4	2	0	8	8	5	4	3	4	4	20	4	6	2
UCEC_TCGA-EY-A215	472	872	896	227	301	697	131	1171	1049	275	246	429	747	6	119	0	108	0	0
UCEC_TCGA-EY-A2OM	11	158	100	25	64	95	12	48	119	13	100	7	14	0	12	21	0	8	15
UCEC_TCGA-EY-A2ON	3	18	9	2	0	0	0	0	7	4	3	0	5	8	9	22	0	6	9
UCEC_TCGA-EY-A2OO	3	23	7	10	1	8	3	1	9	0	0	6	2	0	2	7	0	1	0
UCEC_TCGA-EY-A2OP	3	119	65	34	35	73	0	54	109	24	89	10	3	3	0	5	3	0	0
UCEC_TCGA-EY-A2OQ	0	24	2	6	0	0	0	1	5	0	2	1	3	2	4	7	0	5	7
UCEC_TCGA-EY-A3L3	1	8	3	4	6	15	0	1	2	0	3	0	0	18	4	12	2	0	4
UCEC_TCGA-EY-A3QX	7	8	3	5	0	10	0	1	5	1	0	6	2	3	2	28	0	0	0
UCEC_TCGA-EY-A4KR	1	12	5	5	2	17	4	5	5	0	6	4	0	21	0	32	7	0	0
UCEC_TCGA-EY-A547	0	29	29	6	8	33	1	7	37	10	22	0	5	0	3	27	0	3	16
UCEC_TCGA-EY-A548	7	138	111	41	84	77	0	27	114	19	78	21	0	7	7	2	0	0	0
UCEC_TCGA-EY-A549	1	899	291	161	0	495	0	13	56	0	0	0	0	0	0	0	0	0	0
UCEC_TCGA-EY-A54A	2	14	9	5	8	8	2	7	0	2	5	8	2	19	4	36	6	4	8
UCEC_TCGA-EY-A5W2	10	104	93	47	181	142	1	102	171	32	127	11	0	3	12	0	11	0	1
UCEC_TCGA-EY-A72D	2	12	3	5	14	3	0	0	0	0	1	5	2	2	0	5	3	2	10
UCEC_TCGA-FI-A2CX	0	0	1	2	2	8	0	0	0	0	2	0	1	7	0	5	0	1	1
UCEC_TCGA-FI-A2CY	0	6	4	5	10	13	2	1	2	0	1	5	0	4	0	4	0	0	0
UCEC_TCGA-FI-A2D0	143	2027	2365	950	813	1988	216	164	657	310	155	929	39	0	483	0	32	0	0
UCEC_TCGA-FI-A2D2	4	5	3	3	5	11	0	0	0	0	2	0	0	4	0	12	0	0	0
UCEC_TCGA-FI-A2D4	6	55	66	22	42	88	1	32	59	0	54	11	0	13	6	0	1	0	7
UCEC_TCGA-FI-A2D5	2119	789	4567	2197	3605	1515	1427	1362	321	2727	240	90	1588	0	876	0	630	0	0
UCEC_TCGA-FI-A2D6	7	134	107	37	117	82	2	72	83	19	140	4	0	2	7	17	5	0	3
UCEC_TCGA-FI-A2EU	0	9	6	2	1	12	0	3	5	0	2	7	1	10	3	6	4	0	0
UCEC_TCGA-FI-A2EW	1	9	0	10	0	23	5	3	3	0	1	8	0	29	21	9	0	14	0
