	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
0	[174.5176152299419, 8.164708976065004, 1663.5290625387688, 0.28333333134651184, 0.0]	[174.49486524911575, 8.15479849769626, 1663.400667514195, 0.2633333206176758, 0.0]	[174.49477773129297, 8.155668606018699, 1663.3910912527424, 0.27666667103767395, 0.0]	[174.492305536221, 8.159053121774912, 1663.3325241444609, 0.28166666626930237, 0.0]	[174.49580097710998, 8.150295920729482, 1663.455050563805, 0.27166667580604553, 0.0]	[174.49985884779286, 8.15781451153999, 1663.4204433625287, 0.2691666781902313, 0.0]	[174.50461594056418, 8.156789363537237, 1663.4782657702694, 0.24833333492279053, 0.0]	[174.51069883772954, 8.159151694323, 1663.5154714340654, 0.2516666650772095, 0.0]	[174.49529327361032, 8.158246021979313, 1663.3704725163097, 0.28583332896232605, 0.0]	[174.4752979715604, 8.160808730367709, 1663.1448924119268, 0.30000001192092896, 0.0]	[174.50725571743297, 8.153037027772084, 1663.5421868966087, 0.28833332657814026, 0.0]	[174.51829203016072, 8.16343112111482, 1663.548609090459, 0.26249998807907104, 0.0]	[174.4932418179818, 8.157271367584833, 1663.3597045039699, 0.2549999952316284, 0.0]	[174.48829469262537, 8.156340427491608, 1663.3195426513375, 0.29249998927116394, 0.0]	[174.50481527361995, 8.157085335666167, 1663.4772993795377, 0.2608333230018616, 0.0]	[174.5287450253033, 8.15842953075837, 1663.703154945449, 0.23416666686534882, 0.0]	[174.51109388537026, 8.143245350164031, 1663.6784853520621, 0.25583332777023315, 0.0]	[174.4981435801101, 8.16657943000735, 1663.3156415010276, 0.2849999964237213, 0.0]	[174.49992081855973, 8.152970818604878, 1663.4694999995486, 0.25083333253860474, 0.0]	[174.50316497764027, 8.156450995457405, 1663.4671398218286, 0.2566666603088379, 0.0]	[174.49869693900527, 8.157121623087123, 1663.4157531591813, 0.27250000834465027, 0.0]	[174.51200224560165, 8.149427784819919, 1663.625744607817, 0.28333333134651184, 0.0]	[174.46508151219157, 8.142181365318475, 1663.229001468731, 0.27250000834465027, 0.0]	[174.48847331268135, 8.156001352324584, 1663.3247196035677, 0.2841666638851166, 0.0]	[174.50502140034283, 8.163461718711224, 1663.4155968163159, 0.2758333384990692, 0.0]	[174.49213230040502, 8.156556393082512, 1663.3557590732248, 0.2783333361148834, 0.0]	[174.53502986699434, 8.16653687286945, 1663.6849299412488, 0.2574999928474426, 0.0]	[174.49526892567997, 8.159510762461846, 1663.357581632181, 0.29249998927116394, 0.0]	[174.5108997905706, 8.159744798406962, 1663.511549921636, 0.2708333432674408, 0.0]	[174.48838037679863, 8.155272179940996, 1663.3310819685762, 0.2775000035762787, 0.0]	[174.49933450241735, 8.159044449443467, 1663.4029005297389, 0.27250000834465027, 0.0]	[174.51048116202304, 8.1640264185816, 1663.4645474344143, 0.24916666746139526, 0.0]	[174.51915756126743, 8.15770857650742, 1663.6144898476, 0.23083333671092987, 0.0]	[174.5144784777686, 8.159073131290343, 1663.5540534647823, 0.2983333468437195, 0.0]	[174.50545469138942, 8.15444265289184, 1663.5101203849756, 0.2524999976158142, 0.0]	[174.50613754177317, 8.1545082815351, 1663.5162926023806, 0.273333340883255, 0.0]	[174.51363749620327, 8.155220287482836, 1663.584172087204, 0.24416667222976685, 0.0]	[174.52822525211178, 8.160816172268888, 1663.674090798429, 0.21666666865348816, 0.0]	[174.5124767810419, 8.160272146756729, 1663.5220463428514, 0.2383333295583725, 0.0]	[174.4980067154105, 8.156304316704388, 1663.417023987061, 0.2966666519641876, 0.0]	[174.4925103169777, 8.156102315998965, 1663.3640800097874, 0.25833332538604736, 0.0]	[174.50967788846202, 8.146555514781904, 1663.631223736801, 0.2633333206176758, 0.0]	[174.51358280581556, 8.175155421815509, 1663.3842738400006, 0.2433333396911621, 0.0]	[174.52763202476115, 8.160764365428209, 1663.6686765933293, 0.26249998807907104, 0.0]	[174.50440453435667, 8.164768160337676, 1663.3963637401898, 0.2591666579246521, 0.0]	[174.50382748072707, 8.161423912847974, 1663.424035678791, 0.25833332538604736, 0.0]	[174.49490003210778, 8.155322199879599, 1663.3957783222816, 0.2841666638851166, 0.0]	[174.52316290439637, 8.16138366610555, 1663.6177923829082, 0.2616666555404663, 0.0]	[174.492718914687, 8.155925290502752, 1663.3679362418425, 0.2633333206176758, 0.0]	[174.493432235644, 8.154328544515378, 1663.3910369112862, 0.27000001072883606, 0.0]
100	[3.7904640173497084, 2.6953094752169475, 10.951545421327609, 1.0, 0.0]	[3.5358738965980194, 2.697331477450609, 8.385424191474105, 1.0, 0.0]	[3.7555294193921123, 2.6097529603516625, 11.457764590404494, 1.0, 0.0]	[3.899096912308491, 2.6895276057271285, 12.095693065813627, 1.0, 0.0]	[3.6326674852063654, 2.5128660507192992, 11.198014344870664, 1.0, 0.0]	[5.32238821536988, 4.070713773122578, 12.516744422473018, 1.0, 0.0]	[3.511776741615124, 2.6673531842452736, 8.444235573698506, 1.0, 0.0]	[3.434670810203885, 2.6365466115588347, 7.981241986450502, 1.0, 0.0]	[3.6414332218546672, 2.6501653577787914, 9.912678640758756, 1.0, 0.0]	[3.471040995488729, 2.6666008404763297, 8.044401550123995, 1.0, 0.0]	[5.6567774853610135, 3.036184649934186, 26.205928354268277, 1.0, 0.0]	[3.574721693626081, 2.882817185199175, 6.919045084269058, 1.0, 0.0]	[3.591224292959556, 2.689675382953482, 9.01548910006074, 1.0, 0.0]	[3.6768941400231037, 2.793280330094418, 8.83613809928686, 1.0, 0.0]	[3.4785730930439787, 2.622244806565696, 8.563282864782828, 1.0, 0.0]	[3.842842560778124, 2.8445897350851275, 9.982528256929964, 1.0, 0.0]	[5.792915617743532, 3.1885034932784384, 26.044121244650935, 1.0, 0.0]	[3.774822180213741, 2.625360109461382, 11.494620707523593, 1.0, 0.0]	[3.664230981825015, 2.551966104210802, 11.122648776142126, 1.0, 0.0]	[3.6499996756934845, 2.6873810032998913, 9.62618672393593, 1.0, 0.0]	[3.8282511997928914, 2.500743509958907, 13.27507689833984, 1.0, 0.0]	[3.9766950817310582, 3.238345589175676, 7.38349492555382, 1.0, 0.0]	[3.588553586905012, 2.7598196934738333, 8.287338934311785, 1.0, 0.0]	[3.4595494143667245, 2.6176812190852425, 8.41868195281482, 1.0, 0.0]	[3.6844961625871355, 2.735470930210727, 9.490252323764086, 1.0, 0.0]	[4.7516618521049265, 4.005102488920661, 7.4655936318426495, 1.0, 0.0]	[45.70229844214617, 3.434506219788292, 422.6779222235788, 0.75, 0.0]	[3.42084039582316, 2.61740449618391, 8.034358996392502, 1.0, 0.0]	[3.616931286116836, 2.50780409401767, 11.091271920991662, 1.0, 0.0]	[3.9114071218096296, 2.614936713066295, 12.964704087433343, 1.0, 0.0]	[3.458408222748079, 2.6179456408881734, 8.404625818599056, 1.0, 0.0]	[3.7659223939554716, 2.865805741263799, 9.001166526916723, 1.0, 0.0]	[5.1890327583089535, 4.131232237681408, 10.578005206275458, 1.0, 0.0]	[3.666496000386318, 2.806860471856106, 8.596355285302117, 1.0, 0.0]	[4.03734966559067, 2.6662496118579715, 13.711000537326989, 1.0, 0.0]	[3.4579498772493533, 2.588702552620208, 8.692473246291456, 1.0, 0.0]	[3.6214385345771176, 2.52876819584449, 10.926703387326278, 1.0, 0.0]	[3.2778018172727568, 2.6202457477137036, 6.575560695590532, 1.0, 0.0]	[3.722788707207761, 2.574859705697883, 11.47929001509878, 1.0, 0.0]	[3.6005419728040673, 2.749993190598956, 8.505487822051112, 1.0, 0.0]	[3.796781211383382, 2.6709195773749497, 11.258616340084327, 1.0, 0.0]	[3.634426838620242, 2.525787667377562, 11.0863917124268, 1.0, 0.0]	[3.6989582016492424, 2.620773979528575, 10.781842221206674, 1.0, 0.0]	[3.6915111304939865, 2.5867918893471504, 11.047192411468359, 1.0, 0.0]	[3.820914926795224, 2.61450186435455, 12.06413062440674, 1.0, 0.0]	[3.728465809645933, 2.612101088073758, 11.163647215721747, 1.0, 0.0]	[3.4684219868912787, 2.6361981932824925, 8.322237936087863, 1.0, 0.0]	[3.8628170435085467, 2.8719984956678952, 9.908185478406512, 1.0, 0.0]	[3.6485872190875117, 2.548449804214382, 11.001374148731298, 1.0, 0.0]	[3.719850794088843, 2.660691955540822, 10.591588385480208, 1.0, 0.0]
200	[3.120598598874494, 2.5536394621856093, 5.669591366888848, 1.0, 0.0]	[3.1046742049220706, 2.5688645827481476, 5.358096221739229, 1.0, 0.0]	[3.2717011901306896, 2.524563827174015, 7.4713736295667434, 1.0, 0.0]	[3.3788863682891788, 2.5953315981824785, 7.835547701067004, 1.0, 0.0]	[3.1659472446768246, 2.4644974774173005, 7.01449767259524, 1.0, 0.0]	[4.118756052989369, 3.2465110225788876, 8.722450304104811, 1.0, 0.0]	[3.1044812086877815, 2.5678478897981116, 5.3663331888967, 1.0, 0.0]	[3.0212801120437573, 2.5489338832836173, 4.723462287601398, 1.0, 0.0]	[3.0478483372441065, 2.5506266370234436, 4.9722170022066265, 1.0, 0.0]	[3.0529861372505525, 2.5611482657506324, 4.918378714999199, 1.0, 0.0]	[4.54548002118281, 2.9231468440183677, 16.223331771644418, 1.0, 0.0]	[3.15831535995807, 2.636474528652337, 5.218408313057333, 1.0, 0.0]	[3.150672703817397, 2.59596799362253, 5.547047101948668, 1.0, 0.0]	[3.2005114266083923, 2.6332338352260316, 5.672775913823607, 1.0, 0.0]	[3.0759971619087425, 2.539045081520772, 5.369520803879704, 1.0, 0.0]	[3.30896487071019, 2.722434300799104, 5.865305699110859, 1.0, 0.0]	[4.478348673877031, 2.995419037553982, 14.829296363230492, 1.0, 0.0]	[3.2877021602635184, 2.5305606916338603, 7.57141468629658, 1.0, 0.0]	[3.190462837808499, 2.488401352753685, 7.0206148505481405, 1.0, 0.0]	[3.1902918455989804, 2.573431480719519, 6.168603648794613, 1.0, 0.0]	[3.1420384689158345, 2.4565576552148993, 6.854808137009352, 1.0, 0.0]	[3.212850954425956, 2.6225761652413415, 5.902747891846145, 1.0, 0.0]	[3.149684985052102, 2.6172206868749677, 5.3246429817713405, 1.0, 0.0]	[3.046473201520372, 2.5298125579959545, 5.166606435244175, 1.0, 0.0]	[3.2517531109845765, 2.6119718072976226, 6.39781303686954, 1.0, 0.0]	[3.590717287811964, 3.061991285387214, 5.287260024247498, 1.0, 0.0]	[45.38864796135538, 3.381109553685734, 420.0753840766965, 0.75, 0.0]	[3.027518804658726, 2.535931599392183, 4.915872052665429, 1.0, 0.0]	[3.159607118454661, 2.460700301545768, 6.98906816908893, 1.0, 0.0]	[3.1450772560906883, 2.532208221723901, 6.1286903436678735, 1.0, 0.0]	[3.0417342219433996, 2.5307051013564448, 5.110291205869548, 1.0, 0.0]	[3.2725930615953582, 2.7161694312713984, 5.564236303239598, 1.0, 0.0]	[4.294468909892087, 3.6215864746945825, 6.7288243519750495, 1.0, 0.0]	[3.2091258238102363, 2.674957169277591, 5.341686545326453, 1.0, 0.0]	[3.185070490927159, 2.5546845555626865, 6.303859353644726, 1.0, 0.0]	[2.997864022556553, 2.5200633995209203, 4.7780062303563255, 1.0, 0.0]	[3.1632537426883394, 2.47811521371503, 6.851385289733091, 1.0, 0.0]	[2.9260462551480426, 2.542444920500188, 3.8360133464785413, 1.0, 0.0]	[3.2397376171505297, 2.495502832518772, 7.442347846317577, 1.0, 0.0]	[3.155080905892023, 2.6120055258460417, 5.430753800459814, 1.0, 0.0]	[3.323008219178304, 2.5591213245368447, 7.638868946414593, 1.0, 0.0]	[3.1789051838685842, 2.4733679968739377, 7.055371869946464, 1.0, 0.0]	[3.2121908605287817, 2.5275958451404463, 6.845950153883354, 1.0, 0.0]	[3.1825595317663273, 2.5119875293782723, 6.705720023880549, 1.0, 0.0]	[3.2893785327973903, 2.523565260914662, 7.658132718827286, 1.0, 0.0]	[3.261853415709343, 2.520165354192227, 7.416880615171156, 1.0, 0.0]	[3.0163885760295233, 2.5465235116599394, 4.698650643695839, 1.0, 0.0]	[3.3233634926804947, 2.6580836435271453, 6.652798491533492, 1.0, 0.0]	[3.187251265890344, 2.4865334557931127, 7.007178100972309, 1.0, 0.0]	[3.100144686095834, 2.551764530720651, 5.483801553751833, 1.0, 0.0]
300	[2.924048957087781, 2.5134471992743075, 4.106017578134734, 1.0, 0.0]	[2.935528535575673, 2.5248011302772335, 4.107274052984392, 1.0, 0.0]	[3.091476919599846, 2.480535325684329, 6.10941593915517, 1.0, 0.0]	[3.1703138495449474, 2.5408071441614175, 6.2950670538352975, 1.0, 0.0]	[2.996556185082586, 2.4434207577067824, 5.531354273758039, 1.0, 0.0]	[3.427906804029722, 2.507843503500774, 9.20063300528948, 1.0, 0.0]	[2.936528919414023, 2.524001593528498, 4.125273258855252, 1.0, 0.0]	[2.86908288829796, 2.5136378951350964, 3.554449931628639, 1.0, 0.0]	[2.8614290566418883, 2.5119020070982, 3.4952704954368836, 1.0, 0.0]	[2.893968838851358, 2.5195151566706544, 3.7445368218070336, 1.0, 0.0]	[4.1299737070871245, 2.8801228546214372, 12.498508524656874, 1.0, 0.0]	[2.975967778290366, 2.5668751266235206, 4.090926516668457, 1.0, 0.0]	[2.972630748906749, 2.552175892642863, 4.204548562638864, 1.0, 0.0]	[3.0097528933095123, 2.5708032478848692, 4.389496454246428, 1.0, 0.0]	[2.910370857614937, 2.506760873869284, 4.036099837456531, 1.0, 0.0]	[3.1146441479368376, 2.672742132949875, 4.419020149869624, 1.0, 0.0]	[4.200293574232637, 2.928173991177484, 12.721195830551533, 1.0, 0.0]	[3.0983789478266814, 2.485529943008289, 6.1284900481839255, 1.0, 0.0]	[3.0142260223484123, 2.459197122560223, 5.550288997881893, 1.0, 0.0]	[3.012728007369386, 2.523849228500714, 4.888787788686717, 1.0, 0.0]	[2.945267403472652, 2.4380373167416853, 5.072300867309664, 1.0, 0.0]	[2.9363079756734107, 2.558417819837436, 3.7789015583597463, 1.0, 0.0]	[2.9506542562047935, 2.5446656808895236, 4.059885753152699, 1.0, 0.0]	[2.8911199981847946, 2.4987286828441664, 3.923913153406281, 1.0, 0.0]	[3.0518365477572864, 2.5482800651705086, 5.0355648258677785, 1.0, 0.0]	[3.2058257139389736, 2.7212120483408935, 4.8461366559808035, 1.0, 0.0]	[45.26584950105862, 3.359899758919657, 419.05949742138955, 0.75, 0.0]	[2.877078150396774, 2.5048853918199163, 3.721927585768576, 1.0, 0.0]	[2.989246991464717, 2.442371781316909, 5.468752101478078, 1.0, 0.0]	[2.935046903726952, 2.4970307103862486, 4.380161933407036, 1.0, 0.0]	[2.885825260820248, 2.4984115203414645, 3.874137404787837, 1.0, 0.0]	[3.0875224692761014, 2.6459258688170153, 4.415966004590862, 1.0, 0.0]	[4.0178488664966405, 3.449839375716369, 5.6800949078027125, 1.0, 0.0]	[3.0232573339478055, 2.6069243223043372, 4.163330116434684, 1.0, 0.0]	[2.9415548305052197, 2.5138243982836594, 4.277304322215601, 1.0, 0.0]	[2.8498185673241254, 2.4948364962624403, 3.54982071061685, 1.0, 0.0]	[2.9990265943671854, 2.453632049616454, 5.4539454475073175, 1.0, 0.0]	[2.8013955941767703, 2.5084990600504598, 2.9289653412631043, 1.0, 0.0]	[3.0480866555011077, 2.462122322929396, 5.8596433257171165, 1.0, 0.0]	[2.974110327522054, 2.5556189058980356, 4.184914216240182, 1.0, 0.0]	[3.1319962931682106, 2.5076633347739246, 6.243329583942858, 1.0, 0.0]	[3.0122176067551156, 2.448026453301488, 5.641911534536277, 1.0, 0.0]	[3.035237001380687, 2.485118737516946, 5.5011826386374105, 1.0, 0.0]	[3.0143523398995935, 2.476969695528525, 5.373826443710683, 1.0, 0.0]	[3.0950854234469025, 2.4776269327634672, 6.174584906834351, 1.0, 0.0]	[3.0758068719646166, 2.4794736451365744, 5.96333226828042, 1.0, 0.0]	[2.8620721163128815, 2.510402983853359, 3.516691324595228, 1.0, 0.0]	[3.1272533467563113, 2.5896978174200433, 5.3755552933626785, 1.0, 0.0]	[3.017484779342212, 2.4587212349872347, 5.587635443549773, 1.0, 0.0]	[2.903230384348951, 2.5135434370765894, 3.8968694727236155, 1.0, 0.0]
400	[2.8249016718535693, 2.489635710242047, 3.35265961611522, 1.0, 0.0]	[2.8419847749207676, 2.4989692883771863, 3.430154865435812, 1.0, 0.0]	[2.98438861272883, 2.453811503723835, 5.305771090049947, 1.0, 0.0]	[3.0550196901958073, 2.5038946810146943, 5.51125009181113, 1.0, 0.0]	[2.9056291812043433, 2.430728469309399, 4.749007118949443, 1.0, 0.0]	[3.153817602974835, 2.4355801118666958, 7.182374911081393, 1.0, 0.0]	[2.843600719059066, 2.4983018453070795, 3.452988737519865, 1.0, 0.0]	[2.7915482932822444, 2.493502740431639, 2.9804555285060537, 1.0, 0.0]	[2.778258543018541, 2.4918943819542774, 2.8636416106426372, 1.0, 0.0]	[2.812636009725439, 2.4945820806869707, 3.180539290384681, 1.0, 0.0]	[3.89673036300055, 2.855855493645796, 10.40874869354754, 1.0, 0.0]	[2.8769582446587236, 2.5331056254082234, 3.4385261925050012, 1.0, 0.0]	[2.8762476345127235, 2.5232057058055415, 3.530419287071821, 1.0, 0.0]	[2.9008642158961035, 2.5333032934647775, 3.675609224313261, 1.0, 0.0]	[2.8216256491961342, 2.4872120504286945, 3.344135987674398, 1.0, 0.0]	[3.004169888957665, 2.6049844557299484, 3.9918543322771654, 1.0, 0.0]	[4.026259536852159, 2.869043945978653, 11.57215590873506, 1.0, 0.0]	[2.988070681857155, 2.4579750127988964, 5.30095669058259, 1.0, 0.0]	[2.920354938178813, 2.4411227421990436, 4.792321959797692, 1.0, 0.0]	[2.9084133511111068, 2.4942816093439304, 4.141317417671763, 1.0, 0.0]	[2.855091004255161, 2.427699707094473, 4.2739129716068796, 1.0, 0.0]	[2.8215690547529624, 2.5207170883344747, 3.0085196641848766, 1.0, 0.0]	[2.855883366142776, 2.5121902625094257, 3.436931036333503, 1.0, 0.0]	[2.80715710888626, 2.4836598677322383, 3.234972411540215, 1.0, 0.0]	[2.936684319229122, 2.5095434498019755, 4.271408694271463, 1.0, 0.0]	[3.073436528171139, 2.683297215173663, 3.9013931299747595, 1.0, 0.0]	[45.20212268239359, 3.3477042531523513, 418.5441842924124, 0.75, 0.0]	[2.794844316109513, 2.4866994439907897, 3.0814487211872343, 1.0, 0.0]	[2.898286922039865, 2.4312068680591747, 4.670800539806901, 1.0, 0.0]	[2.8320796856761796, 2.479222445598787, 3.5285724007739265, 1.0, 0.0]	[2.80106132118517, 2.4801817860923676, 3.2087953509280194, 1.0, 0.0]	[2.9705975599383896, 2.5955672897082525, 3.7503027023013726, 1.0, 0.0]	[3.8483018102275395, 3.3403437811635848, 5.079580290639545, 1.0, 0.0]	[2.9194674115137595, 2.564904221839088, 3.5456318967467166, 1.0, 0.0]	[2.830649645811305, 2.4913996896415407, 3.392499561697644, 1.0, 0.0]	[2.7732647329577946, 2.4801940645818226, 2.93070668375972, 1.0, 0.0]	[2.909314076167193, 2.439714826103839, 4.69599250063354, 1.0, 0.0]	[2.7370421944846983, 2.4888504426916764, 2.4819175179302193, 1.0, 0.0]	[2.9467907442343435, 2.441435224692807, 5.053555195415367, 1.0, 0.0]	[2.8709484212460596, 2.5216900783654457, 3.4925834288061406, 1.0, 0.0]	[3.0147833954412855, 2.476470911630051, 5.383124838112344, 1.0, 0.0]	[2.9215192021585374, 2.4319117987419148, 4.896074034166226, 1.0, 0.0]	[2.93716719868842, 2.4598571462646452, 4.773100524237748, 1.0, 0.0]	[2.9220322188308305, 2.4566161871108227, 4.654160317200077, 1.0, 0.0]	[2.982549811125018, 2.4504955137107367, 5.320542974142812, 1.0, 0.0]	[2.9666779835683346, 2.455703907513148, 5.109740760551867, 1.0, 0.0]	[2.7836191685600693, 2.4906190844093543, 2.9300008415071517, 1.0, 0.0]	[3.06184541794747, 2.5348995064690962, 5.269459114783737, 1.0, 0.0]	[2.921281761235589, 2.4429115082641184, 4.783702529714701, 1.0, 0.0]	[2.807100186989607, 2.4925694698033545, 3.145307171862525, 1.0, 0.0]
500	[2.7655797336376855, 2.4756310067939586, 2.8994872684372686, 1.0, 0.0]	[2.781150271033483, 2.4816180970518866, 2.9953217398159646, 1.0, 0.0]	[2.911193556094359, 2.4366909159138337, 4.7450264018052515, 1.0, 0.0]	[2.9817576100545415, 2.4758384103984907, 5.059191996560506, 1.0, 0.0]	[2.8483201717607765, 2.422491365025404, 4.258288067353721, 1.0, 0.0]	[2.986280404370231, 2.409981865163463, 5.762985392067682, 1.0, 0.0]	[2.783840192304049, 2.4809354748215706, 3.029047174824786, 1.0, 0.0]	[2.7433689739409677, 2.479703382401277, 2.636655915396906, 1.0, 0.0]	[2.7284102030963417, 2.473407284290479, 2.5500291880586268, 1.0, 0.0]	[2.7604318837354374, 2.4777111006027552, 2.8272078313268225, 1.0, 0.0]	[3.785680017962092, 2.824748566974334, 9.609314509877576, 1.0, 0.0]	[2.8120928634662894, 2.5095039283197798, 3.0258893514650955, 1.0, 0.0]	[2.8104543873183445, 2.5019297870669868, 3.0852460025135766, 1.0, 0.0]	[2.8294179365394694, 2.50854175773001, 3.2087617880945913, 1.0, 0.0]	[2.7680870458512805, 2.4729920353655817, 2.950950104856989, 1.0, 0.0]	[2.9183596300536796, 2.5625541027304886, 3.558055273231911, 1.0, 0.0]	[3.957064405197044, 2.821582692745749, 11.354817124512945, 1.0, 0.0]	[2.915925582921281, 2.4388675776702704, 4.770580052510107, 1.0, 0.0]	[2.8603729626935293, 2.428038550149051, 4.3233441254447795, 1.0, 0.0]	[2.8389908921699285, 2.474180745978094, 3.648101461918344, 1.0, 0.0]	[2.8031676449153937, 2.4204823490096223, 3.826852959057715, 1.0, 0.0]	[2.7565086802738534, 2.5001276250973707, 2.563810551764825, 1.0, 0.0]	[2.7932296481872454, 2.489222956284863, 3.040066919023821, 1.0, 0.0]	[2.754358069263246, 2.476958941020001, 2.773991282432452, 1.0, 0.0]	[2.861648637113513, 2.4833008004621235, 3.7834783665138945, 1.0, 0.0]	[2.9905117853688026, 2.6483364923910124, 3.4217529297779, 1.0, 0.0]	[45.16076956617205, 3.3394994167630436, 418.21270149408997, 0.75, 0.0]	[2.745948757936425, 2.4734464675857413, 2.7250229035068365, 1.0, 0.0]	[2.842289017189072, 2.4233127694730556, 4.189762477160164, 1.0, 0.0]	[2.7686274593456783, 2.468616680243168, 3.000107791025104, 1.0, 0.0]	[2.7474874016225024, 2.467585105019609, 2.7990229660289305, 1.0, 0.0]	[2.890521390686999, 2.5588983268978485, 3.3162306378915036, 1.0, 0.0]	[3.7076949796186742, 3.231293638703968, 4.764013409147061, 1.0, 0.0]	[2.8507939829977516, 2.535670314480774, 3.1512366851697773, 1.0, 0.0]	[2.7674229021255674, 2.476558996378524, 2.908639057470433, 1.0, 0.0]	[2.7264219468298707, 2.4698248607864, 2.5659708604347067, 1.0, 0.0]	[2.85178628698604, 2.429129878441085, 4.226564085449549, 1.0, 0.0]	[2.698051498545852, 2.474786938321816, 2.2326456022403596, 1.0, 0.0]	[2.8831724131509104, 2.426893335576866, 4.562790775740442, 1.0, 0.0]	[2.8039633767237975, 2.4994299197072922, 3.0453345701650507, 1.0, 0.0]	[2.9386549246355838, 2.4540335120805543, 4.846214125550295, 1.0, 0.0]	[2.862509679724501, 2.420746410351234, 4.417632693732668, 1.0, 0.0]	[2.8733123085666654, 2.4441005796038655, 4.292117289627999, 1.0, 0.0]	[2.8628192614895687, 2.442854355551509, 4.199649059380594, 1.0, 0.0]	[2.9085167784705, 2.432654628534968, 4.758621499355323, 1.0, 0.0]	[2.895492611803812, 2.440363802552945, 4.5512880925086705, 1.0, 0.0]	[2.7343059843285302, 2.477411497686309, 2.5689448664222114, 1.0, 0.0]	[2.9936301145675355, 2.5016664908882587, 4.919636236792766, 1.0, 0.0]	[2.8614723420036707, 2.431551684422941, 4.299206575807299, 1.0, 0.0]	[2.748870233131026, 2.479366183012531, 2.695040501184951, 1.0, 0.0]
